Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Susan Kadis,Peter Kent,Norbert Koehl,Simon Strelchik,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35089,"Thornhill/Thornhill"," 16A","Vaughan",67,145,9,12,1,234,441
35089,"Thornhill/Thornhill"," 16B","Vaughan",97,139,5,15,0,256,515
35089,"Thornhill/Thornhill"," 17","Vaughan",58,109,7,9,4,187,477
35089,"Thornhill/Thornhill"," 18","Vaughan",50,69,5,9,2,135,278
35089,"Thornhill/Thornhill"," 19A","Vaughan",45,63,7,9,1,125,270
35089,"Thornhill/Thornhill"," 19B","Vaughan",28,68,5,18,0,119,274
35089,"Thornhill/Thornhill"," 20","Vaughan",59,119,13,13,0,204,412
35089,"Thornhill/Thornhill"," 21","Vaughan",63,127,7,19,0,216,574
35089,"Thornhill/Thornhill"," 22","Vaughan",46,105,9,13,0,173,411
35089,"Thornhill/Thornhill"," 23","Vaughan",68,67,3,10,0,148,297
35089,"Thornhill/Thornhill"," 24","Vaughan",41,85,8,8,2,144,300
35089,"Thornhill/Thornhill"," 25","Vaughan",32,59,6,5,0,102,253
35089,"Thornhill/Thornhill"," 26A","Vaughan",42,99,3,10,0,154,346
35089,"Thornhill/Thornhill"," 26B","Vaughan",67,85,9,2,0,163,318
35089,"Thornhill/Thornhill"," 27","Vaughan",82,60,9,27,1,179,514
35089,"Thornhill/Thornhill"," 28","Vaughan",51,75,2,9,2,139,318
35089,"Thornhill/Thornhill"," 29","Vaughan",81,136,12,10,0,239,534
35089,"Thornhill/Thornhill"," 30","Vaughan",91,120,9,12,1,233,444
35089,"Thornhill/Thornhill"," 31","Vaughan",51,97,6,10,1,165,317
35089,"Thornhill/Thornhill"," 32","Vaughan",74,145,2,13,0,234,496
35089,"Thornhill/Thornhill"," 33","Vaughan",90,92,8,15,0,205,437
35089,"Thornhill/Thornhill"," 34","Vaughan",65,129,10,9,0,213,387
35089,"Thornhill/Thornhill"," 35","Vaughan",63,109,9,9,0,190,381
35089,"Thornhill/Thornhill"," 36","Vaughan",71,106,7,5,0,189,377
35089,"Thornhill/Thornhill"," 37","Vaughan",49,113,5,4,1,172,334
35089,"Thornhill/Thornhill"," 38","Vaughan",61,169,10,8,0,248,513
35089,"Thornhill/Thornhill"," 39","Vaughan",51,133,8,6,0,198,447
35089,"Thornhill/Thornhill"," 40","Vaughan",56,147,6,9,3,221,448
35089,"Thornhill/Thornhill"," 41A","Vaughan",27,111,1,4,0,143,321
35089,"Thornhill/Thornhill"," 41B","Vaughan",39,41,7,13,0,100,177
35089,"Thornhill/Thornhill"," 42","Vaughan",49,82,2,2,1,136,306
35089,"Thornhill/Thornhill"," 43","Vaughan",94,145,13,12,0,264,546
35089,"Thornhill/Thornhill"," 44","Vaughan",84,123,7,13,0,227,486
35089,"Thornhill/Thornhill"," 45A","Vaughan",54,67,3,3,0,127,300
35089,"Thornhill/Thornhill"," 45B","Vaughan",49,72,6,6,0,133,274
35089,"Thornhill/Thornhill"," 46","Vaughan",49,116,6,2,0,173,450
35089,"Thornhill/Thornhill"," 47","Vaughan",73,173,6,5,0,257,514
35089,"Thornhill/Thornhill"," 48","Vaughan",31,128,2,0,0,161,333
35089,"Thornhill/Thornhill"," 49","Vaughan",50,107,3,3,0,163,326
35089,"Thornhill/Thornhill"," 50","Vaughan",38,164,2,3,0,207,488
35089,"Thornhill/Thornhill"," 51","Vaughan",83,97,13,3,1,197,382
35089,"Thornhill/Thornhill"," 52","Vaughan",88,85,9,5,2,189,387
35089,"Thornhill/Thornhill"," 53","Vaughan",120,61,6,32,3,222,421
35089,"Thornhill/Thornhill"," 54","Vaughan",93,40,4,21,3,161,328
35089,"Thornhill/Thornhill"," 55","Vaughan",108,42,9,24,2,185,363
35089,"Thornhill/Thornhill"," 56","Vaughan",164,84,10,27,1,286,525
35089,"Thornhill/Thornhill"," 57","Vaughan",122,58,11,30,5,226,465
35089,"Thornhill/Thornhill"," 58","Vaughan",154,84,12,23,3,276,500
35089,"Thornhill/Thornhill"," 59","Vaughan",139,79,15,22,3,258,477
35089,"Thornhill/Thornhill"," 60","Vaughan",72,38,12,11,1,134,241
35089,"Thornhill/Thornhill"," 61","Vaughan",94,47,12,12,1,166,324
35089,"Thornhill/Thornhill"," 62","Vaughan",115,66,10,26,4,221,396
35089,"Thornhill/Thornhill"," 63","Vaughan",103,50,13,39,0,205,479
35089,"Thornhill/Thornhill"," 64","Vaughan",106,47,7,17,3,180,297
35089,"Thornhill/Thornhill"," 65A","Vaughan",87,50,9,9,0,155,287
35089,"Thornhill/Thornhill"," 65B","Vaughan",80,42,4,21,0,147,267
35089,"Thornhill/Thornhill"," 66","Vaughan",131,101,11,32,1,276,496
35089,"Thornhill/Thornhill"," 67","Vaughan",108,64,13,9,2,196,390
35089,"Thornhill/Thornhill"," 68","Vaughan",70,48,15,19,5,157,294
35089,"Thornhill/Thornhill"," 69","Vaughan",80,68,9,12,1,170,296
35089,"Thornhill/Thornhill"," 70","Vaughan",83,76,7,19,3,188,358
35089,"Thornhill/Thornhill"," 71","Vaughan",59,87,20,21,1,188,404
35089,"Thornhill/Thornhill"," 72","Vaughan",73,65,4,13,0,155,400
35089,"Thornhill/Thornhill"," 73","Vaughan",54,88,10,10,0,162,342
35089,"Thornhill/Thornhill"," 74","Vaughan",55,122,10,7,0,194,477
35089,"Thornhill/Thornhill"," 75","Vaughan",91,64,17,18,3,193,399
35089,"Thornhill/Thornhill"," 76","Vaughan",50,61,3,13,1,128,334
35089,"Thornhill/Thornhill"," 77","Vaughan",118,75,11,23,0,227,441
35089,"Thornhill/Thornhill"," 78","Vaughan",111,66,12,23,0,212,462
35089,"Thornhill/Thornhill"," 79","Vaughan",123,54,11,34,4,226,475
35089,"Thornhill/Thornhill"," 80","Vaughan",129,84,13,16,3,245,499
35089,"Thornhill/Thornhill"," 81","Vaughan",120,81,8,26,1,236,482
35089,"Thornhill/Thornhill"," 82","Vaughan",118,128,7,16,0,269,527
35089,"Thornhill/Thornhill"," 83","Vaughan",114,91,4,32,0,241,476
35089,"Thornhill/Thornhill"," 84","Vaughan",77,99,6,13,4,199,440
35089,"Thornhill/Thornhill"," 85","Vaughan",96,76,6,17,1,196,430
35089,"Thornhill/Thornhill"," 86","Vaughan",82,82,10,16,0,190,471
35089,"Thornhill/Thornhill"," 87","Vaughan",55,83,8,16,0,162,406
35089,"Thornhill/Thornhill"," 88","Vaughan",87,112,13,9,3,224,538
35089,"Thornhill/Thornhill"," 89","Vaughan",51,120,13,4,0,188,471
35089,"Thornhill/Thornhill"," 90","Vaughan",65,76,7,14,1,163,439
35089,"Thornhill/Thornhill"," 91A","Vaughan",51,44,8,11,0,114,303
35089,"Thornhill/Thornhill"," 91B","Vaughan",29,47,3,12,0,91,262
35089,"Thornhill/Thornhill"," 92","Vaughan",86,97,12,12,0,207,513
35089,"Thornhill/Thornhill"," 93","Vaughan",89,92,4,8,2,195,433
35089,"Thornhill/Thornhill"," 94A","Vaughan",57,42,6,25,0,130,347
35089,"Thornhill/Thornhill"," 94B","Vaughan",56,80,10,14,1,161,360
35089,"Thornhill/Thornhill"," 95","Vaughan",23,37,2,5,0,67,193
35089,"Thornhill/Thornhill"," 96","Vaughan",42,51,1,11,0,105,301
35089,"Thornhill/Thornhill"," 97","Vaughan",47,45,8,9,1,110,311
35089,"Thornhill/Thornhill"," 98","Vaughan",27,88,6,2,1,124,521
35089,"Thornhill/Thornhill"," 99","Vaughan",35,74,1,6,4,120,546
35089,"Thornhill/Thornhill"," 100","Vaughan",33,58,6,4,0,101,388
35089,"Thornhill/Thornhill"," 101","Vaughan",18,75,3,1,0,97,274
35089,"Thornhill/Thornhill"," 102","Vaughan",42,41,5,5,0,93,265
35089,"Thornhill/Thornhill"," 103","Vaughan",70,86,6,13,0,175,378
35089,"Thornhill/Thornhill"," 104","Vaughan",59,125,8,4,0,196,456
35089,"Thornhill/Thornhill"," 105","Vaughan",81,132,14,3,1,231,530
35089,"Thornhill/Thornhill"," 106","Vaughan",49,82,11,10,0,152,415
35089,"Thornhill/Thornhill"," 107","Vaughan",50,153,3,4,3,213,366
35089,"Thornhill/Thornhill"," 108","Vaughan",84,107,5,13,1,210,524
35089,"Thornhill/Thornhill"," 109","Vaughan",81,124,5,14,0,224,467
35089,"Thornhill/Thornhill"," 110","Vaughan",42,77,7,7,0,133,277
35089,"Thornhill/Thornhill"," 111","Vaughan",54,76,8,5,2,145,337
35089,"Thornhill/Thornhill"," 112","Vaughan",57,115,2,3,0,177,448
35089,"Thornhill/Thornhill"," 113","Vaughan",37,92,2,3,0,134,465
35089,"Thornhill/Thornhill"," 114","Vaughan",9,25,1,6,0,41,236
35089,"Thornhill/Thornhill"," 115","Vaughan",28,58,11,9,1,107,438
35089,"Thornhill/Thornhill"," 116","Vaughan",23,46,3,2,0,74,373
35089,"Thornhill/Thornhill"," 117","Vaughan",40,61,4,10,0,115,452
35089,"Thornhill/Thornhill"," 118A","Vaughan",30,35,3,8,0,76,285
35089,"Thornhill/Thornhill"," 118B","Vaughan",24,36,2,4,0,66,271
35089,"Thornhill/Thornhill"," 119","Vaughan",24,33,3,1,1,62,159
35089,"Thornhill/Thornhill"," 120A","Vaughan",41,53,10,10,0,114,272
35089,"Thornhill/Thornhill"," 120B","Vaughan",74,54,5,7,2,142,311
35089,"Thornhill/Thornhill"," 121","Vaughan",104,82,7,10,0,203,438
35089,"Thornhill/Thornhill"," 122","Vaughan",87,53,8,14,2,164,311
35089,"Thornhill/Thornhill"," 123","Vaughan",70,54,6,16,0,146,306
35089,"Thornhill/Thornhill"," 124","Markham",51,60,15,6,0,132,259
35089,"Thornhill/Thornhill"," 125","Markham",77,69,13,10,0,169,316
35089,"Thornhill/Thornhill"," 126","Markham",91,87,16,19,2,215,425
35089,"Thornhill/Thornhill"," 127","Markham",121,102,17,18,0,258,439
35089,"Thornhill/Thornhill"," 128","Markham",83,76,20,9,2,190,284
35089,"Thornhill/Thornhill"," 129","Markham",97,84,25,24,2,232,479
35089,"Thornhill/Thornhill"," 130","Markham",58,45,9,12,2,126,345
35089,"Thornhill/Thornhill"," 131","Markham",89,109,12,5,2,217,306
35089,"Thornhill/Thornhill"," 132","Markham",60,73,29,11,0,173,369
35089,"Thornhill/Thornhill"," 133","Markham",74,101,18,7,0,200,359
35089,"Thornhill/Thornhill"," 134","Markham",94,96,23,8,0,221,393
35089,"Thornhill/Thornhill"," 135","Markham",112,80,23,6,0,221,428
35089,"Thornhill/Thornhill"," 136","Markham",82,73,25,5,0,185,337
35089,"Thornhill/Thornhill"," 137","Markham",105,102,26,11,3,247,513
35089,"Thornhill/Thornhill"," 138","Markham",61,55,13,9,0,138,420
35089,"Thornhill/Thornhill"," 139","Markham",68,53,12,13,0,146,399
35089,"Thornhill/Thornhill"," 140","Markham",80,63,14,6,0,163,314
35089,"Thornhill/Thornhill"," 141","Markham",84,96,14,3,2,199,395
35089,"Thornhill/Thornhill"," 142A","Markham",56,49,7,4,1,117,162
35089,"Thornhill/Thornhill"," 142B","Markham",55,30,11,7,0,103,278
35089,"Thornhill/Thornhill"," 143","Markham",42,30,2,11,0,85,316
35089,"Thornhill/Thornhill"," 144","Markham",52,36,5,15,0,108,476
35089,"Thornhill/Thornhill"," 145A","Markham",16,17,3,7,0,43,164
35089,"Thornhill/Thornhill"," 145B","Markham",59,57,13,33,0,162,425
35089,"Thornhill/Thornhill"," 145C","Markham",64,35,4,17,0,120,423
35089,"Thornhill/Thornhill"," 146","Markham",143,92,7,19,3,264,523
35089,"Thornhill/Thornhill"," 147","Markham",136,86,17,17,0,256,515
35089,"Thornhill/Thornhill"," 148A","Markham",50,45,4,7,0,106,292
35089,"Thornhill/Thornhill"," 148B","Markham",44,51,1,2,0,98,274
35089,"Thornhill/Thornhill"," 149","Markham",69,99,11,8,0,187,444
35089,"Thornhill/Thornhill"," 150","Markham",90,67,7,10,1,175,413
35089,"Thornhill/Thornhill"," 151","Markham",34,50,2,6,0,92,208
35089,"Thornhill/Thornhill"," 152","Markham",57,152,52,10,1,272,364
35089,"Thornhill/Thornhill"," 153","Markham",57,67,2,6,0,132,328
35089,"Thornhill/Thornhill"," 154","Markham",46,50,10,8,0,114,246
35089,"Thornhill/Thornhill"," 155","Markham",98,100,22,17,4,241,469
35089,"Thornhill/Thornhill"," 156","Markham",100,95,15,10,0,220,423
35089,"Thornhill/Thornhill"," 157","Markham",59,53,6,5,0,123,236
35089,"Thornhill/Thornhill"," 158","Markham",65,97,13,3,0,178,375
35089,"Thornhill/Thornhill"," 159","Markham",84,87,22,19,0,212,488
35089,"Thornhill/Thornhill"," 160","Markham",116,99,22,27,1,265,556
35089,"Thornhill/Thornhill"," 161A","Markham",67,67,16,27,0,177,465
35089,"Thornhill/Thornhill"," 161B","Markham",25,21,6,9,1,62,99
35089,"Thornhill/Thornhill"," 162","Markham",91,78,18,14,0,201,427
35089,"Thornhill/Thornhill"," 163","Markham",124,86,13,9,0,232,491
35089,"Thornhill/Thornhill"," 164","Markham",48,50,0,6,0,104,241
35089,"Thornhill/Thornhill"," 165","Markham",119,60,2,8,0,189,431
35089,"Thornhill/Thornhill"," 166","Markham",68,47,6,8,2,131,298
35089,"Thornhill/Thornhill"," 167","Markham",92,80,10,14,0,196,436
35089,"Thornhill/Thornhill"," 168","Markham",53,90,23,24,0,190,540
35089,"Thornhill/Thornhill"," 169","Markham",66,99,19,14,0,198,340
35089,"Thornhill/Thornhill"," 170","Markham",77,76,10,13,0,176,376
35089,"Thornhill/Thornhill"," 171","Markham",94,57,16,5,0,172,347
35089,"Thornhill/Thornhill"," 172","Markham",71,55,6,9,0,141,288
35089,"Thornhill/Thornhill"," 173","Markham",86,62,20,35,1,204,510
35089,"Thornhill/Thornhill"," 174","Markham",50,29,5,6,0,90,254
35089,"Thornhill/Thornhill"," 175","Markham",33,21,3,16,1,74,235
35089,"Thornhill/Thornhill"," 176","Markham",109,60,24,16,0,209,478
35089,"Thornhill/Thornhill"," 177","Markham",49,57,6,16,1,129,300
35089,"Thornhill/Thornhill"," 178","Markham",90,49,14,10,2,165,378
35089,"Thornhill/Thornhill"," 179","Markham",63,60,14,15,0,152,375
35089,"Thornhill/Thornhill"," 180","Markham",90,60,15,16,0,181,415
35089,"Thornhill/Thornhill"," 181","Markham",79,82,14,10,1,186,335
35089,"Thornhill/Thornhill"," 182","Markham",119,87,13,14,1,234,384
35089,"Thornhill/Thornhill"," 183","Markham",78,78,11,24,0,191,461
35089,"Thornhill/Thornhill"," 184","Markham",100,69,15,25,2,211,440
35089,"Thornhill/Thornhill"," 185","Markham",70,59,16,22,0,167,292
35089,"Thornhill/Thornhill"," 186","Markham",68,73,17,25,1,184,374
35089,"Thornhill/Thornhill"," 187","Markham",60,94,11,4,1,170,348
35089,"Thornhill/Thornhill"," 188","Markham",54,119,11,12,0,196,376
35089,"Thornhill/Thornhill"," 189","Markham",58,134,6,0,0,198,439
35089,"Thornhill/Thornhill"," 190","Markham",79,114,11,6,0,210,400
35089,"Thornhill/Thornhill"," 191","Markham",111,117,15,13,0,256,439
35089,"Thornhill/Thornhill"," 192","Markham",54,60,13,18,3,148,317
35089,"Thornhill/Thornhill"," 193","Markham",87,78,17,6,0,188,355
35089,"Thornhill/Thornhill"," 194","Markham",73,68,13,17,2,173,339
35089,"Thornhill/Thornhill"," 195","Markham",65,81,4,9,1,160,357
35089,"Thornhill/Thornhill"," 196","Markham",119,72,16,32,1,240,529
35089,"Thornhill/Thornhill"," 197","Markham",151,94,15,26,0,286,541
35089,"Thornhill/Thornhill"," 198","Markham",99,104,17,6,0,226,421
35089,"Thornhill/Thornhill"," 199","Markham",79,82,12,13,0,186,353
35089,"Thornhill/Thornhill"," 200","Markham",96,69,10,20,0,195,382
35089,"Thornhill/Thornhill"," 201A","Markham",65,52,5,10,0,132,269
35089,"Thornhill/Thornhill"," 201B","Markham",55,63,9,18,1,146,285
35089,"Thornhill/Thornhill"," 202","Markham",106,86,8,18,1,219,403
35089,"Thornhill/Thornhill"," 203","Markham",87,102,13,22,0,224,458
35089,"Thornhill/Thornhill"," 204","Markham",95,78,23,28,0,224,490
35089,"Thornhill/Thornhill"," 400A","Markham",63,63,3,14,0,143,354
35089,"Thornhill/Thornhill"," 400B","Markham",57,49,5,9,0,120,304
35089,"Thornhill/Thornhill"," 401A","Markham",58,40,2,7,1,108,239
35089,"Thornhill/Thornhill"," 401B","Markham",56,53,1,4,1,115,285
35089,"Thornhill/Thornhill"," 402A","Markham",69,23,8,4,1,105,302
35089,"Thornhill/Thornhill"," 402B","Markham",77,29,8,17,0,131,358
35089,"Thornhill/Thornhill"," 403","Vaughan",59,92,4,9,0,164,282
35089,"Thornhill/Thornhill"," 404","Vaughan",43,28,0,2,0,73,90
35089,"Thornhill/Thornhill"," 405","Vaughan",60,98,3,16,1,178,292
35089,"Thornhill/Thornhill"," 406","Vaughan",74,132,9,14,2,231,387
35089,"Thornhill/Thornhill"," 407","Vaughan",40,89,3,6,2,140,295
35089,"Thornhill/Thornhill"," 408","Vaughan",59,78,6,8,0,151,284
35089,"Thornhill/Thornhill"," 409","Vaughan",49,88,1,12,0,150,284
35089,"Thornhill/Thornhill"," 410","Vaughan",18,67,1,8,3,97,187
35089,"Thornhill/Thornhill"," 411","Vaughan",61,72,7,15,4,159,319
35089,"Thornhill/Thornhill"," 412","Vaughan",51,102,2,4,2,161,358
35089,"Thornhill/Thornhill"," 413","Vaughan",73,106,5,12,2,198,339
35089,"Thornhill/Thornhill"," 414","Vaughan",63,97,4,10,4,178,327
35089,"Thornhill/Thornhill"," 415","Vaughan",29,54,10,6,0,99,237
35089,"Thornhill/Thornhill"," 416","Vaughan",21,38,4,6,0,69,158
35089,"Thornhill/Thornhill"," 417","Vaughan",45,72,6,14,1,138,292
35089,"Thornhill/Thornhill"," 418","Vaughan",32,68,7,10,0,117,211
35089,"Thornhill/Thornhill"," 419","Vaughan",34,68,8,13,0,123,208
35089,"Thornhill/Thornhill"," 420","Vaughan",49,39,5,11,2,106,207
35089,"Thornhill/Thornhill"," 421","Vaughan",Void/Supprimé,,,,,,
35089,"Thornhill/Thornhill"," 422","Vaughan",39,49,5,10,0,103,322
35089,"Thornhill/Thornhill"," 423","Vaughan",23,39,1,4,1,68,161
35089,"Thornhill/Thornhill"," 424","Vaughan",52,42,2,5,0,101,221
35089,"Thornhill/Thornhill"," 425","Vaughan",38,34,5,5,1,83,172
35089,"Thornhill/Thornhill"," 426","Vaughan",23,40,10,6,0,79,148
35089,"Thornhill/Thornhill"," 427","Vaughan",44,29,0,10,1,84,112
35089,"Thornhill/Thornhill"," 428","Markham",4,4,2,1,0,11,22
35089,"Thornhill/Thornhill"," 429","Markham",19,22,3,0,0,44,162
35089,"Thornhill/Thornhill"," 430","Markham",25,32,5,6,0,68,178
35089,"Thornhill/Thornhill"," 431","Markham",23,27,5,11,2,68,171
35089,"Thornhill/Thornhill"," 432","Markham",39,28,9,13,3,92,248
35089,"Thornhill/Thornhill"," 433","Markham",25,23,2,28,0,78,226
35089,"Thornhill/Thornhill"," 434","Markham",28,26,1,4,0,59,140
35089,"Thornhill/Thornhill"," 435","Markham",29,31,2,10,1,73,166
35089,"Thornhill/Thornhill"," 436","Markham",11,15,1,10,0,37,128
35089,"Thornhill/Thornhill"," 437","Markham",23,19,6,8,0,56,139
35089,"Thornhill/Thornhill"," 438","Markham",20,38,0,1,0,59,156
35089,"Thornhill/Thornhill"," 600","Vaughan",135,208,16,15,2,376,
35089,"Thornhill/Thornhill"," 601","Vaughan",146,363,23,18,1,551,
35089,"Thornhill/Thornhill"," 602","Vaughan",158,552,22,14,1,747,
35089,"Thornhill/Thornhill"," 603","Vaughan",271,269,13,35,0,588,
35089,"Thornhill/Thornhill"," 604","Vaughan",352,681,26,32,8,1099,
35089,"Thornhill/Thornhill"," 605","Vaughan",274,1002,17,21,3,1317,
35089,"Thornhill/Thornhill"," 606","Vaughan",224,888,9,24,6,1151,
35089,"Thornhill/Thornhill"," 607","Markham",360,436,53,31,1,881,
35089,"Thornhill/Thornhill"," 608","Markham",211,342,13,19,0,585,
35089,"Thornhill/Thornhill"," 609","Markham",373,409,38,26,0,846,
35089,"Thornhill/Thornhill"," 610","Markham",211,292,32,24,1,560,
35089,"Thornhill/Thornhill"," 611","Markham",223,365,29,45,0,662,
35089,"Thornhill/Thornhill",,Group 1/Groupe 1,42,28,4,3,2,79,118
35089,"Thornhill/Thornhill",,Group 2/Groupe 2,376,724,41,44,11,1196,

