Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Cooper,Jack McClintock,Anne Park Shannon,Adam Saab,Denise Savoie,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59035,"Victoria/Victoria"," 69","Saanich",0,45,31,30,109,1,216,402
59035,"Victoria/Victoria"," 70","Saanich",0,40,43,11,46,1,141,203
59035,"Victoria/Victoria"," 71","Saanich",0,115,64,16,87,0,282,444
59035,"Victoria/Victoria"," 72","Saanich",1,82,61,23,113,0,280,436
59035,"Victoria/Victoria"," 73","Saanich",1,80,55,28,115,1,280,415
59035,"Victoria/Victoria"," 74","Saanich",1,119,55,30,91,1,297,435
59035,"Victoria/Victoria"," 75","Saanich",1,94,71,22,69,0,257,383
59035,"Victoria/Victoria"," 76","Saanich",0,142,73,5,40,2,262,406
59035,"Victoria/Victoria"," 77","Saanich",1,103,57,13,44,0,218,337
59035,"Victoria/Victoria"," 78","Oak Bay",1,92,60,7,76,0,236,344
59035,"Victoria/Victoria"," 79","Oak Bay",Void/Supprimé,,,,,,,
59035,"Victoria/Victoria"," 80","Oak Bay",0,130,51,16,70,0,267,415
59035,"Victoria/Victoria"," 81","Oak Bay",1,116,51,28,72,1,269,389
59035,"Victoria/Victoria"," 82","Oak Bay",0,89,43,22,80,0,234,374
59035,"Victoria/Victoria"," 83","Oak Bay",1,88,43,22,100,1,255,413
59035,"Victoria/Victoria"," 84","Oak Bay",0,99,66,20,42,1,228,402
59035,"Victoria/Victoria"," 85","Oak Bay",0,99,76,13,63,0,251,379
59035,"Victoria/Victoria"," 86","Oak Bay",0,76,46,27,95,2,246,378
59035,"Victoria/Victoria"," 87","Oak Bay",2,72,37,31,100,0,242,402
59035,"Victoria/Victoria"," 88","Oak Bay",2,82,54,22,178,0,338,491
59035,"Victoria/Victoria"," 89","Oak Bay",1,67,25,19,133,0,245,379
59035,"Victoria/Victoria"," 90","Oak Bay",2,58,48,25,127,0,260,441
59035,"Victoria/Victoria"," 91","Oak Bay",Void/Supprimé,,,,,,,
59035,"Victoria/Victoria"," 92","Oak Bay",1,36,23,5,64,2,131,355
59035,"Victoria/Victoria"," 93","Oak Bay",0,58,44,21,99,2,224,373
59035,"Victoria/Victoria"," 94","Oak Bay",1,91,58,25,130,0,305,473
59035,"Victoria/Victoria"," 95","Oak Bay",2,47,25,13,71,0,158,243
59035,"Victoria/Victoria"," 96","Oak Bay",1,75,49,18,70,0,213,353
59035,"Victoria/Victoria"," 97","Oak Bay",2,68,61,18,81,2,232,349
59035,"Victoria/Victoria"," 98","Oak Bay",0,113,49,16,35,0,213,314
59035,"Victoria/Victoria"," 99","Victoria",4,69,59,46,160,2,340,813
59035,"Victoria/Victoria"," 100","Victoria",2,36,19,16,60,1,134,261
59035,"Victoria/Victoria"," 101","Victoria",3,60,26,26,84,1,200,420
59035,"Victoria/Victoria"," 102","Victoria",0,25,19,36,73,0,153,327
59035,"Victoria/Victoria"," 103","Victoria",0,26,31,32,80,0,169,347
59035,"Victoria/Victoria"," 104","Victoria",0,33,16,48,118,2,217,426
59035,"Victoria/Victoria"," 105","Victoria",0,41,33,35,145,0,254,433
59035,"Victoria/Victoria"," 106","Victoria",0,49,40,36,119,1,245,455
59035,"Victoria/Victoria"," 107","Victoria",1,39,22,14,83,0,159,344
59035,"Victoria/Victoria"," 108","Victoria",1,28,27,43,118,0,217,421
59035,"Victoria/Victoria"," 109","Victoria",0,26,31,25,113,0,195,334
59035,"Victoria/Victoria"," 110","Victoria",2,19,20,26,111,1,179,355
59035,"Victoria/Victoria"," 111","Victoria",1,8,9,23,77,1,119,245
59035,"Victoria/Victoria"," 112","Victoria",1,28,34,41,137,0,241,431
59035,"Victoria/Victoria"," 113","Victoria",1,31,26,49,182,0,289,524
59035,"Victoria/Victoria"," 114","Victoria",0,40,17,35,90,0,182,327
59035,"Victoria/Victoria"," 115","Victoria",0,13,14,24,114,2,167,299
59035,"Victoria/Victoria"," 116","Victoria",1,26,43,34,144,0,248,377
59035,"Victoria/Victoria"," 117","Victoria",2,73,52,42,162,0,331,568
59035,"Victoria/Victoria"," 118","Victoria",0,46,50,21,90,2,209,435
59035,"Victoria/Victoria"," 119","Victoria",0,41,32,32,122,1,228,360
59035,"Victoria/Victoria"," 120","Victoria",0,39,33,23,104,0,199,356
59035,"Victoria/Victoria"," 121","Victoria",1,56,36,42,140,1,276,484
59035,"Victoria/Victoria"," 122","Victoria",1,44,40,25,144,0,254,430
59035,"Victoria/Victoria"," 123","Victoria",2,60,50,35,173,0,320,518
59035,"Victoria/Victoria"," 124","Victoria",0,92,44,21,102,0,259,466
59035,"Victoria/Victoria"," 125","Victoria",0,83,31,20,81,1,216,395
59035,"Victoria/Victoria"," 126","Victoria",0,56,30,33,124,0,243,386
59035,"Victoria/Victoria"," 127","Victoria",0,52,31,14,124,1,222,380
59035,"Victoria/Victoria"," 128","Victoria",1,36,18,20,111,0,186,301
59035,"Victoria/Victoria"," 129","Victoria",1,25,35,20,102,1,184,285
59035,"Victoria/Victoria"," 130","Victoria",0,28,21,20,59,0,128,233
59035,"Victoria/Victoria"," 131","Victoria",0,36,28,15,73,0,152,251
59035,"Victoria/Victoria"," 132","Victoria",1,118,48,25,150,0,342,577
59035,"Victoria/Victoria"," 133","Victoria",0,42,36,30,110,3,221,394
59035,"Victoria/Victoria"," 134","Victoria",2,94,56,38,89,0,279,553
59035,"Victoria/Victoria"," 135","Victoria",0,34,23,29,113,2,201,294
59035,"Victoria/Victoria"," 136","Victoria",1,48,64,24,89,0,226,382
59035,"Victoria/Victoria"," 137","Victoria",0,48,29,12,61,1,151,263
59035,"Victoria/Victoria"," 138","Victoria",0,34,16,29,123,2,204,462
59035,"Victoria/Victoria"," 139","Victoria",0,40,18,16,58,1,133,261
59035,"Victoria/Victoria"," 140","Victoria",1,41,26,16,65,0,149,291
59035,"Victoria/Victoria"," 141","Victoria",0,34,21,18,84,0,157,334
59035,"Victoria/Victoria"," 142","Victoria",0,47,26,16,76,0,165,286
59035,"Victoria/Victoria"," 143","Victoria",1,44,25,25,129,1,225,386
59035,"Victoria/Victoria"," 144","Victoria",1,38,19,14,49,1,122,302
59035,"Victoria/Victoria"," 145","Victoria",1,48,18,16,73,0,156,326
59035,"Victoria/Victoria"," 146","Victoria",1,53,39,19,111,0,223,363
59035,"Victoria/Victoria"," 147","Victoria",0,39,20,12,48,1,120,240
59035,"Victoria/Victoria"," 148","Victoria",0,42,39,19,84,0,184,364
59035,"Victoria/Victoria"," 149","Victoria",3,75,66,44,144,3,335,738
59035,"Victoria/Victoria"," 150","Victoria",1,68,39,26,95,2,231,525
59035,"Victoria/Victoria"," 151","Victoria",1,21,23,27,95,0,167,281
59035,"Victoria/Victoria"," 152","Victoria",0,32,33,27,113,0,205,354
59035,"Victoria/Victoria"," 153","Victoria",0,23,17,19,67,0,126,271
59035,"Victoria/Victoria"," 154","Victoria",3,77,36,38,112,0,266,436
59035,"Victoria/Victoria"," 155","Victoria",1,43,45,49,92,0,230,467
59035,"Victoria/Victoria"," 156","Victoria",1,26,21,13,63,0,124,260
59035,"Victoria/Victoria"," 157","Victoria",0,63,35,10,34,0,142,265
59035,"Victoria/Victoria"," 158","Victoria",0,34,34,29,114,1,212,367
59035,"Victoria/Victoria"," 159","Victoria",2,61,41,26,100,1,231,386
59035,"Victoria/Victoria"," 160","Victoria",0,40,19,34,82,0,175,323
59035,"Victoria/Victoria"," 161","Victoria",0,74,50,30,127,0,281,502
59035,"Victoria/Victoria"," 162","Victoria",0,52,36,19,91,1,199,367
59035,"Victoria/Victoria"," 163","Victoria",0,30,18,35,91,1,175,309
59035,"Victoria/Victoria"," 164","Victoria",0,39,44,19,71,0,173,307
59035,"Victoria/Victoria"," 165","Victoria",2,45,44,29,157,4,281,445
59035,"Victoria/Victoria"," 166","Victoria",0,45,54,40,116,0,255,419
59035,"Victoria/Victoria"," 167","Victoria",1,45,42,30,116,0,234,365
59035,"Victoria/Victoria"," 168","Victoria",1,73,55,20,95,1,245,454
59035,"Victoria/Victoria"," 169","Victoria",0,50,30,34,106,0,220,394
59035,"Victoria/Victoria"," 170","Victoria",0,43,27,33,103,0,206,408
59035,"Victoria/Victoria"," 171","Victoria",0,47,42,31,159,0,279,482
59035,"Victoria/Victoria"," 172","Victoria",0,38,42,45,130,1,256,448
59035,"Victoria/Victoria"," 173","Victoria",0,40,44,26,109,0,219,320
59035,"Victoria/Victoria"," 174","Victoria",0,21,26,19,78,0,144,252
59035,"Victoria/Victoria"," 175","Victoria",0,27,35,36,87,1,186,287
59035,"Victoria/Victoria"," 176","Victoria",0,23,20,19,77,0,139,250
59035,"Victoria/Victoria"," 177","Victoria",2,46,40,33,81,3,205,400
59035,"Victoria/Victoria"," 178","Victoria",3,30,27,13,67,0,140,286
59035,"Victoria/Victoria"," 179","Victoria",1,69,46,27,119,0,262,443
59035,"Victoria/Victoria"," 180","Victoria",2,80,25,30,155,0,292,486
59035,"Victoria/Victoria"," 181","Victoria",2,54,38,39,147,1,281,479
59035,"Victoria/Victoria"," 182","Victoria",0,58,60,24,135,0,277,463
59035,"Victoria/Victoria"," 183","Victoria",1,40,28,15,62,0,146,287
59035,"Victoria/Victoria"," 184","Victoria",0,27,29,13,46,0,115,215
59035,"Victoria/Victoria"," 185","Victoria",0,40,17,24,67,1,149,260
59035,"Victoria/Victoria"," 186","Victoria",1,55,54,29,114,2,255,381
59035,"Victoria/Victoria"," 187","Victoria",2,49,46,20,112,1,230,385
59035,"Victoria/Victoria"," 188","Victoria",0,110,53,13,76,0,252,412
59035,"Victoria/Victoria"," 189","Victoria",1,59,21,13,62,1,157,248
59035,"Victoria/Victoria"," 190","Victoria",0,78,48,37,119,1,283,432
59035,"Victoria/Victoria"," 191","Victoria",0,79,55,59,158,0,351,528
59035,"Victoria/Victoria"," 192","Victoria",2,56,60,32,138,1,289,431
59035,"Victoria/Victoria"," 193","Victoria",0,84,46,19,96,1,246,392
59035,"Victoria/Victoria"," 194","Victoria",0,50,34,21,125,0,230,380
59035,"Victoria/Victoria"," 195","Victoria",1,45,33,34,118,1,232,351
59035,"Victoria/Victoria"," 196","Victoria",1,46,48,35,147,0,277,393
59035,"Victoria/Victoria"," 197","Victoria",0,38,31,27,128,0,224,346
59035,"Victoria/Victoria"," 198","Victoria",1,37,34,26,119,0,217,353
59035,"Victoria/Victoria"," 199","Victoria",0,35,29,12,88,0,164,293
59035,"Victoria/Victoria"," 200","Victoria",0,52,38,26,132,1,249,395
59035,"Victoria/Victoria"," 201","Victoria",0,46,31,34,122,1,234,380
59035,"Victoria/Victoria"," 202","Victoria",0,52,45,16,126,2,241,408
59035,"Victoria/Victoria"," 203","Oak Bay",0,68,49,41,119,0,277,504
59035,"Victoria/Victoria"," 204","Oak Bay",1,61,46,12,77,1,198,338
59035,"Victoria/Victoria"," 205","Oak Bay",0,91,76,30,102,0,299,475
59035,"Victoria/Victoria"," 206","Oak Bay",1,97,45,11,66,0,220,350
59035,"Victoria/Victoria"," 207","Oak Bay",0,110,60,27,106,2,305,472
59035,"Victoria/Victoria"," 208","Oak Bay",0,81,33,22,102,0,238,384
59035,"Victoria/Victoria"," 209","Oak Bay",1,70,49,13,85,0,218,332
59035,"Victoria/Victoria"," 210","Oak Bay",0,74,49,20,76,0,219,324
59035,"Victoria/Victoria"," 211","Oak Bay",0,93,47,30,188,1,359,504
59035,"Victoria/Victoria"," 212","Oak Bay",0,54,26,15,69,1,165,241
59035,"Victoria/Victoria"," 213","Oak Bay",0,92,58,8,78,0,236,410
59035,"Victoria/Victoria"," 214","Oak Bay",1,93,47,15,80,1,237,403
59035,"Victoria/Victoria"," 215","Oak Bay",1,134,55,19,88,2,299,492
59035,"Victoria/Victoria"," 216","Oak Bay",0,76,58,25,111,0,270,392
59035,"Victoria/Victoria"," 217","Oak Bay",0,54,35,10,104,0,203,349
59035,"Victoria/Victoria"," 218","Oak Bay",0,130,60,16,82,0,288,460
59035,"Victoria/Victoria"," 219","Oak Bay",2,57,36,11,69,0,175,284
59035,"Victoria/Victoria"," 500","Mobile poll/Bureau itinérant",1,21,12,4,15,0,53,65
59035,"Victoria/Victoria"," 501","Mobile poll/Bureau itinérant",2,19,6,4,17,2,50,140
59035,"Victoria/Victoria"," 502A","Mobile poll/Bureau itinérant",Merged with No. 507B/Fusionné avec le nº 507B,,,,,,,49
59035,"Victoria/Victoria"," 502B","Mobile poll/Bureau itinérant",0,14,14,3,13,1,45,167
59035,"Victoria/Victoria"," 503","Mobile poll/Bureau itinérant",1,38,12,2,16,2,71,136
59035,"Victoria/Victoria"," 504","Mobile poll/Bureau itinérant",2,37,22,4,30,0,95,235
59035,"Victoria/Victoria"," 505","Mobile poll/Bureau itinérant",2,30,21,13,43,1,110,167
59035,"Victoria/Victoria"," 506","Mobile poll/Bureau itinérant",5,69,29,3,30,1,137,174
59035,"Victoria/Victoria"," 507A","Mobile poll/Bureau itinérant",Merged with No. 502B/Fusionné avec le nº 502B,,,,,,,21
59035,"Victoria/Victoria"," 507B","Mobile poll/Bureau itinérant",2,30,19,3,18,2,74,101
59035,"Victoria/Victoria"," 508","Mobile poll/Bureau itinérant",1,88,34,4,16,1,144,184
59035,"Victoria/Victoria"," 509","Mobile poll/Bureau itinérant",2,25,6,3,42,0,78,120
59035,"Victoria/Victoria"," 510","Mobile poll/Bureau itinérant",1,21,22,5,37,2,88,141
59035,"Victoria/Victoria"," 511A","Mobile poll/Bureau itinérant",1,69,35,2,37,2,146,133
59035,"Victoria/Victoria"," 511B","Mobile poll/Bureau itinérant",0,23,8,3,14,0,48,26
59035,"Victoria/Victoria"," 512","Mobile poll/Bureau itinérant",Merged with No. 511B/Fusionné avec le nº 511B,,,,,,,23
59035,"Victoria/Victoria"," 513","Mobile poll/Bureau itinérant",4,25,11,3,14,1,58,116
59035,"Victoria/Victoria"," 514","Mobile poll/Bureau itinérant",10,83,40,7,51,3,194,202
59035,"Victoria/Victoria"," 600","Victoria",1,172,86,29,178,0,466,
59035,"Victoria/Victoria"," 601","Victoria",0,61,18,23,112,0,214,
59035,"Victoria/Victoria"," 602","Victoria",4,56,27,16,109,0,212,
59035,"Victoria/Victoria"," 603","Victoria",3,146,65,35,256,0,505,
59035,"Victoria/Victoria"," 604","Saanich",2,153,64,31,170,1,421,
59035,"Victoria/Victoria"," 605","Saanich--Oak Bay",1,159,69,24,110,0,363,
59035,"Victoria/Victoria"," 606","Oak Bay",3,281,105,34,207,0,630,
59035,"Victoria/Victoria"," 607","Victoria",5,95,66,60,234,2,462,
59035,"Victoria/Victoria"," 608","Victoria",0,100,48,30,141,0,319,
59035,"Victoria/Victoria"," 609","Victoria",3,252,109,49,339,2,754,
59035,"Victoria/Victoria"," 610","Victoria",1,190,116,54,353,2,716,
59035,"Victoria/Victoria"," 611","Victoria",2,237,112,64,315,0,730,
59035,"Victoria/Victoria"," 612","Oak Bay",2,354,148,34,268,1,807,
59035,"Victoria/Victoria"," 613","Victoria",2,123,84,40,215,0,464,
59035,"Victoria/Victoria",,Group 1/Groupe 1,7,159,64,45,65,9,349,626
59035,"Victoria/Victoria",,Group 2/Groupe 2,8,447,247,114,611,25,1452,

