Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Paul Barnes,Ken Cole,Alan Coxwell,Daryl Kramp,Michael McMahon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 36","Marmora",3,32,8,76,12,0,131,283
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 37","Deloro",2,29,28,125,24,1,209,464
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 38","Eldorado",0,42,24,133,41,1,241,559
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 39","Eldorado",1,23,17,94,11,0,146,345
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 40","Eldorado",1,35,29,134,28,1,228,576
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 41","Eldorado",1,39,23,120,28,1,212,553
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 42","Madoc",0,39,11,74,15,1,140,323
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 43","Madoc",1,12,16,48,18,0,95,295
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 44","Madoc",2,24,10,73,17,1,127,300
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 45","Madoc",1,32,23,92,35,0,183,482
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 46","Rawdon",1,16,19,61,19,1,117,207
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 47","Rawdon",0,40,19,121,26,1,207,338
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 48","Rawdon",1,25,30,110,35,0,201,384
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 49","Rawdon",0,30,39,142,15,0,226,433
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 50","Rawdon",0,26,21,122,10,0,179,281
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 51","Rawdon",2,50,36,146,32,0,266,474
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 52","Stirling",0,47,30,96,30,1,204,499
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 53","Stirling",2,23,32,106,14,1,178,339
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 54","Stirling",0,28,38,81,9,0,156,326
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 55","Stirling",1,47,32,102,30,0,212,385
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 56","Actinolite",0,45,37,100,39,2,223,436
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 57","Hungerford",0,52,16,46,23,0,137,320
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 58","Hungerford",0,54,19,93,32,1,199,429
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 59","Tweed",2,39,26,106,35,3,211,506
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 60","Tweed",1,37,12,73,19,1,143,326
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 61","Tweed",0,31,6,73,20,1,131,339
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 62","Hungerford",1,72,20,124,31,2,250,518
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 63","Hungerford",0,47,20,123,33,2,225,491
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 64","Hungerford",5,41,31,106,40,1,224,451
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 65","Thomasburg",2,60,24,137,55,0,278,511
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 66","Huntingdon",0,25,16,111,23,2,177,360
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 67","Huntingdon",0,28,24,95,19,0,166,293
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 68","Thomasburg",1,81,28,174,46,6,336,624
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 69","Huntingdon",0,41,22,108,22,0,193,304
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 70","Belleville",2,50,14,124,18,0,208,375
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 71","Belleville",0,56,22,155,27,0,260,505
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 72","Belleville",0,45,16,81,20,0,162,351
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 73","Belleville",1,42,19,155,17,1,235,412
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 74","Belleville",3,59,19,119,35,0,235,473
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 75","Belleville",1,48,10,92,18,0,169,333
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 76","Belleville",1,28,19,102,25,0,175,395
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 77","Belleville",0,22,12,75,23,0,132,316
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 78","Belleville",2,79,11,136,29,2,259,461
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 79","Belleville",1,50,13,114,15,0,193,444
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 80","Belleville",0,66,11,124,27,1,229,687
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 81","Belleville",2,45,18,114,27,0,206,510
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 82","Belleville",1,47,14,108,18,0,188,443
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 83","Belleville",2,30,14,105,38,0,189,367
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 84","Belleville",0,53,13,97,26,1,190,345
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 85","Belleville",0,34,6,61,26,0,127,232
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 86","Read",1,48,31,165,47,0,292,531
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 87","Read",0,18,12,69,14,0,113,224
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 88","Read",5,61,26,99,29,2,222,405
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 89","Shannonville",2,51,14,84,30,2,183,375
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 90","Shannonville",3,65,17,116,54,1,256,463
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 91","Shannonville",0,29,5,62,19,1,116,309
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 92","Marysville",2,60,14,89,26,0,191,375
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 93","Shannonville",1,16,1,35,18,0,71,279
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 94","Tyendinaga Mohawk Territory",0,30,5,38,39,0,112,398
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 95","Tyendinaga Mohawk Territory",0,13,8,8,11,0,40,195
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 96","Tyendinaga Mohawk Territory",0,39,4,23,26,2,94,339
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 97","Deseronto",1,41,14,58,38,0,152,363
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 98","Deseronto",1,53,15,72,39,1,181,358
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 99","Deseronto",1,37,17,68,56,2,181,372
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 100","Deseronto",0,51,16,57,47,3,174,353
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 101","Belleville",0,70,13,96,22,0,201,404
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 102","Belleville",3,36,16,57,34,1,147,328
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 103","Belleville",0,42,11,47,16,0,116,361
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 104","Belleville",0,64,11,90,22,1,188,325
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 105","Belleville",0,73,13,112,25,0,223,489
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 106","Belleville",0,82,13,104,27,0,226,465
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 106-1","Belleville",0,68,9,108,16,1,202,368
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 107","Belleville",4,55,11,88,17,3,178,373
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 108","Belleville",1,19,8,36,13,0,77,224
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 109","Belleville",1,67,18,80,48,0,214,391
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 110","Belleville",0,109,10,95,27,0,241,434
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 111","Belleville",0,69,9,97,26,0,201,353
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 112","Belleville",1,59,15,90,36,1,202,434
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 113A","Belleville",1,61,17,125,50,1,255,602
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 113B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,98
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 113C","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,,68
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 114","Belleville",1,23,10,42,21,2,99,299
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 115","Belleville",0,49,15,73,29,0,166,330
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 116","Belleville",0,41,11,102,42,2,198,383
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 117","Belleville",3,35,13,66,35,1,153,421
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 118","Belleville",0,38,15,64,30,3,150,443
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 119","Belleville",2,48,5,73,16,1,145,348
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 120","Belleville",1,23,9,52,28,0,113,353
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 121","Belleville",1,62,10,69,33,1,176,424
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 122","Belleville",0,59,10,69,7,0,145,277
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 123","Belleville",4,67,28,170,73,1,343,695
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 124","Belleville",1,38,12,145,47,0,243,577
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 125","Belleville",1,36,21,38,32,0,128,397
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 126","Belleville",0,27,6,31,32,0,96,363
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 127","Belleville",5,54,7,60,38,0,164,428
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 128","Belleville",0,52,14,61,27,0,154,356
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 129","Belleville",1,72,21,75,43,0,212,427
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 130","Belleville",2,89,12,45,39,0,187,421
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 131","Belleville",0,68,10,84,35,0,197,396
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 132","Belleville",2,105,25,51,39,1,223,463
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 133","Belleville",1,71,29,70,21,0,192,410
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 134","Belleville",1,79,11,54,44,0,189,413
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 135","Belleville",3,82,23,119,40,0,267,425
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 136","Belleville",1,61,24,67,22,0,175,402
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 137","Belleville",0,81,12,54,22,0,169,355
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 138","Belleville",1,74,21,59,40,8,203,380
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 139","Belleville",2,74,15,54,19,2,166,293
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 140","Belleville",0,46,12,63,13,0,134,254
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 140-1","Belleville",1,87,14,78,15,0,195,417
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 141","Belleville",0,70,18,73,21,1,183,353
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 142","Belleville",0,99,11,92,24,0,226,383
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 143","Belleville",0,82,11,75,25,0,193,361
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 144","Belleville",0,99,12,91,28,0,230,431
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 145","Belleville",0,94,6,81,21,2,204,386
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 146","Belleville",1,77,25,63,31,1,198,425
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 147","Belleville",0,96,20,61,12,0,189,457
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 148","Belleville",1,78,13,55,37,1,185,393
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 149","Belleville",2,24,4,39,21,0,90,319
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 150","Belleville",1,54,9,84,54,0,202,395
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 151","Belleville",2,79,7,86,21,0,195,447
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 152","Belleville",3,58,10,67,49,0,187,512
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 153","Belleville",0,43,9,69,22,0,143,331
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 154","Belleville",1,55,11,94,39,1,201,471
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 155","Belleville",1,37,25,78,47,4,192,489
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 156","Belleville",1,45,18,68,44,0,176,410
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 157","Belleville",1,46,17,54,22,0,140,346
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 158","Belleville",2,37,16,72,39,0,166,458
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 159","Belleville",1,36,8,49,35,0,129,341
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 160","Belleville",1,52,14,66,16,0,149,425
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 161","Belleville",1,52,9,65,41,0,168,399
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 162","Belleville",1,59,18,68,41,0,187,357
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 163","Belleville",1,89,14,123,46,0,273,631
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 164","Belleville",1,62,9,50,26,1,149,360
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 165","Belleville",1,77,13,82,29,0,202,370
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 166","Belleville",3,31,3,54,18,0,109,231
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 167","Belleville",1,38,10,62,35,0,146,339
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 168","Belleville",0,69,7,79,18,1,174,292
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 169","Belleville",4,63,18,78,45,1,209,465
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 170","Belleville",0,87,21,105,20,0,233,412
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 170-1","Belleville",3,33,39,41,58,1,175,191
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 171","Belleville",1,107,14,142,36,0,300,499
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 172","Prince Edward",2,43,27,114,33,0,219,442
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 173","Prince Edward",0,88,24,165,18,0,295,569
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 173-1","Prince Edward",0,21,13,58,10,0,102,238
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 174","Prince Edward",0,82,21,137,37,1,278,521
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 175","Prince Edward",0,107,18,173,35,0,333,528
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 175-1","Prince Edward",3,78,14,139,45,1,280,467
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 176","Prince Edward",1,85,38,168,37,1,330,560
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 177","Prince Edward",1,35,12,91,14,0,153,260
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 177-1","Prince Edward",1,99,39,172,41,0,352,505
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 178","Prince Edward",0,44,20,129,36,0,229,409
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 179","Prince Edward",1,59,36,149,41,1,287,629
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 180","Prince Edward",1,84,41,161,50,0,337,584
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 181","Prince Edward",2,68,36,169,41,1,317,579
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 182","Prince Edward",4,90,30,163,34,0,321,604
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 183","Prince Edward",1,70,31,135,39,0,276,479
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 184","Prince Edward",0,37,15,59,20,0,131,224
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 185","Prince Edward",2,95,18,135,40,0,290,479
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 186","Prince Edward",2,123,33,204,27,0,389,498
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 187","Prince Edward",2,100,20,142,32,0,296,435
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 188","Prince Edward",1,77,25,99,22,0,224,363
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 189","Prince Edward",0,96,35,189,49,0,369,652
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 189-1","Prince Edward",1,41,22,100,18,1,183,350
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 190","Prince Edward",1,63,20,126,43,2,255,530
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 191","Prince Edward",0,55,7,62,26,0,150,311
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 192","Prince Edward",1,52,12,74,25,1,165,389
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 193","Prince Edward",2,67,24,68,20,0,181,396
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 194","Prince Edward",1,72,16,73,32,1,195,435
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 195","Prince Edward",0,49,23,72,43,0,187,457
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 196","Prince Edward",0,38,8,63,17,1,127,323
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 197","Prince Edward",1,44,11,59,13,1,129,388
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 198","Prince Edward",1,52,14,79,37,0,183,482
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 199","Prince Edward",1,68,18,106,40,4,237,555
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 200","Prince Edward",0,32,10,52,19,0,113,394
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 201","Prince Edward",2,63,22,98,21,2,208,612
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 202","Prince Edward",1,65,26,95,20,0,207,364
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 203","Prince Edward",0,140,35,152,34,1,362,605
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 204","Prince Edward",0,60,21,134,25,1,241,415
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 205","Prince Edward",1,57,11,53,15,0,137,271
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 206","Prince Edward",2,62,31,81,31,0,207,413
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 207","Prince Edward",0,46,18,76,27,0,167,357
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 208","Prince Edward",0,94,29,75,26,0,224,391
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 209","Prince Edward",1,53,38,112,32,0,236,403
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 210","Prince Edward",0,84,24,124,38,0,270,505
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 400","Belleville",1,25,5,48,1,1,81,250
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 500","Mobile poll/Bureau itinérant",0,23,3,70,4,0,100,177
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 501","Mobile poll/Bureau itinérant",2,44,11,83,7,1,148,154
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 502","Mobile poll/Bureau itinérant",2,34,9,86,15,2,148,175
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 503","Mobile poll/Bureau itinérant",3,32,1,49,3,6,94,156
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 504","Mobile poll/Bureau itinérant",0,21,7,59,11,4,102,109
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 505","Mobile poll/Bureau itinérant",0,15,1,16,1,2,35,126
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 506","Mobile poll/Bureau itinérant",2,19,0,23,10,0,54,170
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 600","Bancroft",0,106,34,390,75,0,605,
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 601","Bancroft",0,46,21,172,14,1,254,
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 602","Madoc",9,140,71,618,67,2,907,
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 603","Stirling",3,65,33,154,20,0,275,
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 604","Tweed",5,168,42,370,68,1,654,
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 605","Corbyville",1,155,40,467,43,5,711,
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 606","Shannonville",2,62,11,148,36,0,259,
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 607","Belleville",1,216,38,357,60,1,673,
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 608","Belleville",0,159,28,193,37,1,418,
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 609","Belleville",4,202,26,279,39,3,553,
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 610","Belleville",4,250,31,337,48,0,670,
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 611","Belleville",2,163,35,284,60,3,547,
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 612","Ameliasburgh",2,161,48,373,36,0,620,
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 613","Picton",4,205,47,363,59,0,678,
35073,"Prince Edward--Hastings/Prince Edward--Hastings"," 614","Picton",0,156,33,259,51,1,500,
35073,"Prince Edward--Hastings/Prince Edward--Hastings",,Group 1/Groupe 1,1,35,16,109,10,4,175,415
35073,"Prince Edward--Hastings/Prince Edward--Hastings",,Group 2/Groupe 2,6,331,84,639,114,4,1178,

