Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Claude Gravelle,Ian McCracken,Louise Portelance,Steve Rutchinski,Fred Twilley,Yves Villeneuve,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35056,"Nickel Belt/Nickel Belt"," 48","Rayside-Balfour",108,22,47,0,8,1,1,187,372
35056,"Nickel Belt/Nickel Belt"," 49","Rayside-Balfour",108,46,56,0,12,0,1,223,375
35056,"Nickel Belt/Nickel Belt"," 50","Rayside-Balfour",125,28,41,0,10,1,0,205,407
35056,"Nickel Belt/Nickel Belt"," 51","Valley East",105,35,35,1,9,3,1,189,407
35056,"Nickel Belt/Nickel Belt"," 52","Valley East",68,33,31,0,6,0,1,139,278
35056,"Nickel Belt/Nickel Belt"," 53","Valley East",72,25,51,0,8,1,0,157,320
35056,"Nickel Belt/Nickel Belt"," 54","Valley East",123,45,56,1,8,0,1,234,465
35056,"Nickel Belt/Nickel Belt"," 55","Valley East",141,43,57,0,6,2,0,249,461
35056,"Nickel Belt/Nickel Belt"," 56","Valley East",88,34,41,0,14,1,0,178,341
35056,"Nickel Belt/Nickel Belt"," 57","Valley East",130,44,56,0,4,0,1,235,610
35056,"Nickel Belt/Nickel Belt"," 58","Valley East",82,39,53,0,8,2,2,186,366
35056,"Nickel Belt/Nickel Belt"," 59","Valley East",91,23,29,0,12,0,0,155,371
35056,"Nickel Belt/Nickel Belt"," 60","Valley East",78,11,37,0,10,1,0,137,272
35056,"Nickel Belt/Nickel Belt"," 61","Valley East",62,21,35,0,6,0,0,124,285
35056,"Nickel Belt/Nickel Belt"," 62","Valley East",70,32,41,0,13,0,0,156,367
35056,"Nickel Belt/Nickel Belt"," 63","Valley East",101,38,42,1,6,0,0,188,423
35056,"Nickel Belt/Nickel Belt"," 64","Valley East",68,31,65,0,7,0,1,172,362
35056,"Nickel Belt/Nickel Belt"," 65","Valley East",94,40,46,0,14,1,3,198,425
35056,"Nickel Belt/Nickel Belt"," 66","Valley East",111,26,31,0,14,0,1,183,441
35056,"Nickel Belt/Nickel Belt"," 67","Valley East",69,27,38,0,7,0,1,142,332
35056,"Nickel Belt/Nickel Belt"," 67-1","Valley East",33,33,24,0,6,0,0,96,222
35056,"Nickel Belt/Nickel Belt"," 68","Valley East",112,51,54,0,13,1,0,231,475
35056,"Nickel Belt/Nickel Belt"," 69","Valley East",109,39,33,0,7,0,1,189,397
35056,"Nickel Belt/Nickel Belt"," 70","Valley East",149,70,75,0,14,0,2,310,591
35056,"Nickel Belt/Nickel Belt"," 71","Valley East",94,35,63,0,9,0,0,201,407
35056,"Nickel Belt/Nickel Belt"," 72","Valley East",117,57,48,0,7,1,1,231,470
35056,"Nickel Belt/Nickel Belt"," 73","Valley East",72,27,27,0,6,0,0,132,250
35056,"Nickel Belt/Nickel Belt"," 74","Valley East",112,42,33,0,12,0,0,199,417
35056,"Nickel Belt/Nickel Belt"," 75","Valley East",126,60,56,0,10,1,0,253,502
35056,"Nickel Belt/Nickel Belt"," 76","Valley East",70,25,28,0,7,1,1,132,358
35056,"Nickel Belt/Nickel Belt"," 77","Valley East",76,37,37,0,7,0,0,157,329
35056,"Nickel Belt/Nickel Belt"," 78","Valley East",86,37,58,1,14,0,0,196,360
35056,"Nickel Belt/Nickel Belt"," 79","Valley East",110,30,44,0,10,0,6,200,423
35056,"Nickel Belt/Nickel Belt"," 80","Valley East",87,44,58,0,3,0,0,192,406
35056,"Nickel Belt/Nickel Belt"," 81","Valley East",112,23,32,2,2,0,0,171,355
35056,"Nickel Belt/Nickel Belt"," 82","Valley East",104,19,27,2,8,0,0,160,351
35056,"Nickel Belt/Nickel Belt"," 83","Valley East",115,40,39,0,7,1,0,202,406
35056,"Nickel Belt/Nickel Belt"," 84","Valley East",97,36,34,1,11,0,0,179,373
35056,"Nickel Belt/Nickel Belt"," 85","Valley East",93,19,24,0,9,0,1,146,371
35056,"Nickel Belt/Nickel Belt"," 86","Valley East",115,22,57,0,8,0,0,202,400
35056,"Nickel Belt/Nickel Belt"," 87","Valley East",123,34,60,0,13,2,1,233,437
35056,"Nickel Belt/Nickel Belt"," 88","Valley East",107,28,42,0,6,0,1,184,409
35056,"Nickel Belt/Nickel Belt"," 89","Valley East",86,36,33,0,8,0,0,163,370
35056,"Nickel Belt/Nickel Belt"," 90","Valley East",83,27,38,0,6,1,0,155,319
35056,"Nickel Belt/Nickel Belt"," 91","Valley East",96,53,73,0,7,1,1,231,467
35056,"Nickel Belt/Nickel Belt"," 92","Valley East",117,13,40,0,10,0,0,180,414
35056,"Nickel Belt/Nickel Belt"," 93","Valley East",131,47,56,0,18,0,1,253,502
35056,"Nickel Belt/Nickel Belt"," 94","Valley East",22,6,6,0,3,0,0,37,164
35056,"Nickel Belt/Nickel Belt"," 95","Capreol",74,21,33,0,7,0,1,136,296
35056,"Nickel Belt/Nickel Belt"," 95-1","Wahnapitei 11",14,1,13,0,4,0,0,32,49
35056,"Nickel Belt/Nickel Belt"," 96","Capreol",100,41,11,2,7,0,0,161,360
35056,"Nickel Belt/Nickel Belt"," 97","Capreol",61,30,14,0,10,0,1,116,283
35056,"Nickel Belt/Nickel Belt"," 98","Capreol",61,12,12,1,1,0,0,87,221
35056,"Nickel Belt/Nickel Belt"," 99","Capreol",68,30,16,0,13,0,1,128,320
35056,"Nickel Belt/Nickel Belt"," 100","Capreol",59,44,25,1,7,2,0,138,366
35056,"Nickel Belt/Nickel Belt"," 101","Capreol",91,44,16,0,15,0,0,166,337
35056,"Nickel Belt/Nickel Belt"," 102","Capreol",127,59,41,1,7,1,0,236,454
35056,"Nickel Belt/Nickel Belt"," 103","Nickel Centre",70,32,49,0,14,1,1,167,338
35056,"Nickel Belt/Nickel Belt"," 103-1","Greater Sudbury / Grand Sudbury",63,32,39,0,5,0,0,139,238
35056,"Nickel Belt/Nickel Belt"," 104","Nickel Centre",75,29,38,0,19,0,0,161,311
35056,"Nickel Belt/Nickel Belt"," 105","Nickel Centre",68,21,30,0,10,0,2,131,242
35056,"Nickel Belt/Nickel Belt"," 106","Nickel Centre",82,48,31,0,7,1,1,170,428
35056,"Nickel Belt/Nickel Belt"," 107A","Nickel Centre",46,35,36,0,4,0,0,121,299
35056,"Nickel Belt/Nickel Belt"," 107B","Nickel Centre",62,50,50,0,5,0,2,169,344
35056,"Nickel Belt/Nickel Belt"," 108","Nickel Centre",63,19,18,0,13,1,0,114,279
35056,"Nickel Belt/Nickel Belt"," 109","Nickel Centre",71,25,37,0,11,0,0,144,328
35056,"Nickel Belt/Nickel Belt"," 110","Nickel Centre",48,22,11,1,9,1,1,93,223
35056,"Nickel Belt/Nickel Belt"," 111","Nickel Centre",67,54,42,0,8,0,0,171,363
35056,"Nickel Belt/Nickel Belt"," 112","Nickel Centre",89,83,62,0,18,0,0,252,474
35056,"Nickel Belt/Nickel Belt"," 113","Nickel Centre",81,38,27,0,3,0,0,149,274
35056,"Nickel Belt/Nickel Belt"," 114","Nickel Centre",110,48,32,0,7,0,2,199,400
35056,"Nickel Belt/Nickel Belt"," 115","Nickel Centre",77,16,29,0,8,0,0,130,337
35056,"Nickel Belt/Nickel Belt"," 116","Nickel Centre",46,26,31,1,7,0,1,112,281
35056,"Nickel Belt/Nickel Belt"," 117","Nickel Centre",91,72,38,2,9,0,0,212,441
35056,"Nickel Belt/Nickel Belt"," 118","Nickel Centre",68,10,23,0,7,0,0,108,350
35056,"Nickel Belt/Nickel Belt"," 119","Nickel Centre",99,57,33,0,10,2,2,203,399
35056,"Nickel Belt/Nickel Belt"," 120","Nickel Centre",96,58,49,0,16,0,1,220,465
35056,"Nickel Belt/Nickel Belt"," 121","Nickel Centre",81,16,53,0,16,0,0,166,385
35056,"Nickel Belt/Nickel Belt"," 122","Nickel Centre",94,35,37,0,10,0,0,176,416
35056,"Nickel Belt/Nickel Belt"," 123","Nickel Centre",87,37,45,0,9,0,3,181,323
35056,"Nickel Belt/Nickel Belt"," 124","Nickel Centre",101,43,66,0,13,0,0,223,393
35056,"Nickel Belt/Nickel Belt"," 125","Nickel Centre",71,14,29,0,12,0,0,126,308
35056,"Nickel Belt/Nickel Belt"," 126","Nickel Centre",82,20,32,0,4,0,0,138,325
35056,"Nickel Belt/Nickel Belt"," 127","Nickel Centre",71,25,39,0,3,1,5,144,311
35056,"Nickel Belt/Nickel Belt"," 128","Nickel Centre",92,34,33,0,15,0,0,174,406
35056,"Nickel Belt/Nickel Belt"," 129","Nickel Centre",89,27,30,0,13,2,0,161,350
35056,"Nickel Belt/Nickel Belt"," 130","Sudbury",76,105,80,0,26,1,0,288,471
35056,"Nickel Belt/Nickel Belt"," 131","Sudbury",65,81,69,0,18,0,2,235,398
35056,"Nickel Belt/Nickel Belt"," 132","Sudbury",69,96,46,0,21,1,1,234,432
35056,"Nickel Belt/Nickel Belt"," 133","Sudbury",72,94,58,0,29,0,0,253,414
35056,"Nickel Belt/Nickel Belt"," 134","Sudbury",83,96,64,0,29,1,3,276,482
35056,"Nickel Belt/Nickel Belt"," 135","Sudbury",59,73,68,0,19,0,2,221,362
35056,"Nickel Belt/Nickel Belt"," 136","Sudbury",73,91,84,2,22,1,2,275,468
35056,"Nickel Belt/Nickel Belt"," 137","Sudbury",62,73,79,0,13,0,1,228,394
35056,"Nickel Belt/Nickel Belt"," 137-1","Sudbury",76,43,56,0,15,2,1,193,345
35056,"Nickel Belt/Nickel Belt"," 138A","Sudbury",22,59,48,0,6,0,2,137,252
35056,"Nickel Belt/Nickel Belt"," 138B","Sudbury",52,46,49,0,12,0,1,160,287
35056,"Nickel Belt/Nickel Belt"," 139","Sudbury",57,47,42,0,11,1,3,161,283
35056,"Nickel Belt/Nickel Belt"," 140","Sudbury",45,37,37,0,14,1,0,134,275
35056,"Nickel Belt/Nickel Belt"," 141","Sudbury",29,54,37,1,15,0,0,136,263
35056,"Nickel Belt/Nickel Belt"," 142","Whitefish Lake 6",71,5,27,0,4,1,0,108,235
35056,"Nickel Belt/Nickel Belt"," 143","Killarney",55,39,81,1,9,2,1,188,298
35056,"Nickel Belt/Nickel Belt"," 144","Wanup",92,43,41,0,27,0,0,203,396
35056,"Nickel Belt/Nickel Belt"," 145A","Wanup",78,29,37,2,11,0,0,157,326
35056,"Nickel Belt/Nickel Belt"," 145B","Wanup",57,22,29,1,13,3,1,126,294
35056,"Nickel Belt/Nickel Belt"," 146","Estaire",120,64,52,2,22,0,0,260,471
35056,"Nickel Belt/Nickel Belt"," 147","St.-Charles",106,39,42,1,17,0,1,206,363
35056,"Nickel Belt/Nickel Belt"," 147-1","St.-Charles",114,59,77,1,3,1,0,255,490
35056,"Nickel Belt/Nickel Belt"," 148","Monetville",49,73,39,0,12,0,2,175,291
35056,"Nickel Belt/Nickel Belt"," 149","Wolseley Bay",68,49,57,1,8,0,3,186,356
35056,"Nickel Belt/Nickel Belt"," 150A","Noëlville",44,31,53,0,5,1,1,135,297
35056,"Nickel Belt/Nickel Belt"," 150B","Noëlville",40,20,48,1,4,2,1,116,297
35056,"Nickel Belt/Nickel Belt"," 151","Noëlville",32,18,17,0,5,0,1,73,130
35056,"Nickel Belt/Nickel Belt"," 152A","Alban",33,48,64,0,9,0,0,154,283
35056,"Nickel Belt/Nickel Belt"," 152B","Alban",57,35,59,0,15,0,0,166,280
35056,"Nickel Belt/Nickel Belt"," 153","Alban",33,33,43,1,1,0,2,113,254
35056,"Nickel Belt/Nickel Belt"," 154","Key Junction",16,42,16,0,8,0,0,82,166
35056,"Nickel Belt/Nickel Belt"," 155","James",Void/Supprimé,,,,,,,,
35056,"Nickel Belt/Nickel Belt"," 156","Rivière Veuve",50,14,17,0,3,0,0,84,193
35056,"Nickel Belt/Nickel Belt"," 157","Stinson",62,42,44,0,7,2,0,157,365
35056,"Nickel Belt/Nickel Belt"," 158","Markstay",62,29,26,0,9,0,2,128,255
35056,"Nickel Belt/Nickel Belt"," 159","Markstay",118,68,30,0,4,0,0,220,367
35056,"Nickel Belt/Nickel Belt"," 160","Hagar",39,30,19,0,3,0,0,91,193
35056,"Nickel Belt/Nickel Belt"," 161","Warren",45,29,25,0,5,0,1,105,193
35056,"Nickel Belt/Nickel Belt"," 162","Warren",91,44,72,0,2,0,0,209,461
35056,"Nickel Belt/Nickel Belt"," 163","West Nipissing/Nipissing Ouest",57,18,58,0,6,2,1,142,234
35056,"Nickel Belt/Nickel Belt"," 164","West Nipissing/Nipissing Ouest",64,32,36,0,3,1,1,137,303
35056,"Nickel Belt/Nickel Belt"," 165","St.-Charles",39,25,37,0,7,0,0,108,217
35056,"Nickel Belt/Nickel Belt"," 166","West Nipissing/Nipissing Ouest",47,17,54,0,3,2,2,125,288
35056,"Nickel Belt/Nickel Belt"," 167","West Nipissing/Nipissing Ouest",37,17,53,1,4,1,0,113,277
35056,"Nickel Belt/Nickel Belt"," 168","West Nipissing/Nipissing Ouest",39,25,52,0,3,1,0,120,335
35056,"Nickel Belt/Nickel Belt"," 169","West Nipissing/Nipissing Ouest",56,38,53,0,7,0,1,155,389
35056,"Nickel Belt/Nickel Belt"," 170A","West Nipissing/Nipissing Ouest",24,11,40,1,2,0,0,78,283
35056,"Nickel Belt/Nickel Belt"," 170B","West Nipissing/Nipissing Ouest",35,5,35,0,1,0,2,78,348
35056,"Nickel Belt/Nickel Belt"," 171","West Nipissing/Nipissing Ouest",67,20,56,1,4,2,0,150,338
35056,"Nickel Belt/Nickel Belt"," 172","West Nipissing/Nipissing Ouest",40,21,42,1,6,0,1,111,383
35056,"Nickel Belt/Nickel Belt"," 173","West Nipissing/Nipissing Ouest",82,55,72,0,3,3,0,215,518
35056,"Nickel Belt/Nickel Belt"," 174","West Nipissing/Nipissing Ouest",90,46,65,0,4,2,0,207,478
35056,"Nickel Belt/Nickel Belt"," 175","West Nipissing/Nipissing Ouest",58,43,93,1,5,0,0,200,451
35056,"Nickel Belt/Nickel Belt"," 176","West Nipissing/Nipissing Ouest",85,49,84,1,3,1,1,224,551
35056,"Nickel Belt/Nickel Belt"," 177","West Nipissing/Nipissing Ouest",71,32,56,0,8,1,0,168,421
35056,"Nickel Belt/Nickel Belt"," 178","West Nipissing/Nipissing Ouest",50,11,31,0,6,0,0,98,188
35056,"Nickel Belt/Nickel Belt"," 179","West Nipissing/Nipissing Ouest",113,36,57,0,12,0,1,219,434
35056,"Nickel Belt/Nickel Belt"," 180","West Nipissing/Nipissing Ouest",22,26,33,0,4,0,1,86,190
35056,"Nickel Belt/Nickel Belt"," 181A","West Nipissing/Nipissing Ouest",48,35,23,0,8,0,0,114,233
35056,"Nickel Belt/Nickel Belt"," 181B","West Nipissing/Nipissing Ouest",47,34,29,0,8,0,1,119,238
35056,"Nickel Belt/Nickel Belt"," 182","Garden Village",36,12,68,0,4,0,0,120,311
35056,"Nickel Belt/Nickel Belt"," 183","West Nipissing/Nipissing Ouest",62,49,108,0,5,0,0,224,521
35056,"Nickel Belt/Nickel Belt"," 184","West Nipissing/Nipissing Ouest",89,55,87,0,3,0,2,236,548
35056,"Nickel Belt/Nickel Belt"," 185","West Nipissing/Nipissing Ouest",49,48,80,0,10,1,0,188,371
35056,"Nickel Belt/Nickel Belt"," 186","West Nipissing/Nipissing Ouest",47,41,55,1,5,0,0,149,336
35056,"Nickel Belt/Nickel Belt"," 187","West Nipissing/Nipissing Ouest",41,30,59,0,0,0,0,130,309
35056,"Nickel Belt/Nickel Belt"," 188","West Nipissing/Nipissing Ouest",76,27,48,1,4,0,0,156,344
35056,"Nickel Belt/Nickel Belt"," 188-1","West Nipissing/Nipissing Ouest",61,17,15,0,4,0,0,97,187
35056,"Nickel Belt/Nickel Belt"," 189A","West Nipissing/Nipissing Ouest",71,25,48,0,6,0,0,150,330
35056,"Nickel Belt/Nickel Belt"," 189B","West Nipissing/Nipissing Ouest",55,30,75,0,3,0,0,163,297
35056,"Nickel Belt/Nickel Belt"," 189-1","West Nipissing/Nipissing Ouest",Merged with No. 189B/Fusionné avec le nº 189B,,,,,,,,46
35056,"Nickel Belt/Nickel Belt"," 190","West Nipissing/Nipissing Ouest",61,25,63,0,2,2,0,153,314
35056,"Nickel Belt/Nickel Belt"," 191","West Nipissing/Nipissing Ouest",74,29,57,1,4,1,0,166,362
35056,"Nickel Belt/Nickel Belt"," 191-1","West Nipissing/Nipissing Ouest",55,36,57,0,10,0,0,158,263
35056,"Nickel Belt/Nickel Belt"," 192","West Nipissing/Nipissing Ouest",3,9,2,0,1,0,0,15,36
35056,"Nickel Belt/Nickel Belt"," 600","Foleyet",44,8,15,0,2,0,1,70,
35056,"Nickel Belt/Nickel Belt"," 601","Gogama",35,12,23,0,4,0,0,74,
35056,"Nickel Belt/Nickel Belt"," 602","Dowling",205,98,62,1,16,2,0,384,
35056,"Nickel Belt/Nickel Belt"," 603","Chelmsford",411,119,129,0,28,5,6,698,
35056,"Nickel Belt/Nickel Belt"," 604","Azilda",234,76,114,0,21,0,4,449,
35056,"Nickel Belt/Nickel Belt"," 605","Val Caron",253,90,174,3,12,1,4,537,
35056,"Nickel Belt/Nickel Belt"," 606","Val Therese",308,138,187,0,24,1,3,661,
35056,"Nickel Belt/Nickel Belt"," 607","Hanmer",230,70,118,0,17,0,2,437,
35056,"Nickel Belt/Nickel Belt"," 608","Capreol",181,87,75,0,20,1,0,364,
35056,"Nickel Belt/Nickel Belt"," 609","Garson",211,159,135,0,23,1,1,530,
35056,"Nickel Belt/Nickel Belt"," 610","Coniston",106,48,107,0,15,0,0,276,
35056,"Nickel Belt/Nickel Belt"," 611","Sudbury",75,157,126,1,26,0,2,387,
35056,"Nickel Belt/Nickel Belt"," 612","Wanup",48,36,18,0,8,0,0,110,
35056,"Nickel Belt/Nickel Belt"," 613","Noëlville",95,68,98,1,16,0,3,281,
35056,"Nickel Belt/Nickel Belt"," 614","Warren",71,44,46,1,11,0,2,175,
35056,"Nickel Belt/Nickel Belt"," 615","Verner",71,52,100,1,4,1,0,229,
35056,"Nickel Belt/Nickel Belt"," 616","Sturgeon Falls",293,222,474,2,25,2,10,1028,
35056,"Nickel Belt/Nickel Belt",,Group 1/Groupe 1,14,57,23,1,12,0,5,112,278
35056,"Nickel Belt/Nickel Belt",,Group 2/Groupe 2,177,89,243,3,14,2,17,545,

