Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,James Bezan,Pat Cordner,Jane MacDiarmid,Kevin Walsh,Glenda Whiteman,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46010,"Selkirk--Interlake/Selkirk--Interlake"," 66","Woodlands",108,21,0,10,5,1,145,231
46010,"Selkirk--Interlake/Selkirk--Interlake"," 67","Marquette",64,5,1,7,2,0,79,105
46010,"Selkirk--Interlake/Selkirk--Interlake"," 68","Oswald",116,18,1,16,8,1,160,303
46010,"Selkirk--Interlake/Selkirk--Interlake"," 69","Rosser",142,10,1,13,9,1,176,279
46010,"Selkirk--Interlake/Selkirk--Interlake"," 70A","Warren",121,33,0,23,11,0,188,317
46010,"Selkirk--Interlake/Selkirk--Interlake"," 70B","Warren",111,28,0,20,16,0,175,331
46010,"Selkirk--Interlake/Selkirk--Interlake"," 71","Teulon",136,29,3,12,8,3,191,293
46010,"Selkirk--Interlake/Selkirk--Interlake"," 72A","Teulon",117,37,1,18,7,2,182,357
46010,"Selkirk--Interlake/Selkirk--Interlake"," 72B","Teulon",127,50,0,8,9,0,194,349
46010,"Selkirk--Interlake/Selkirk--Interlake"," 73","Teulon",75,21,0,6,10,0,112,211
46010,"Selkirk--Interlake/Selkirk--Interlake"," 74","Teulon",54,13,0,10,2,0,79,121
46010,"Selkirk--Interlake/Selkirk--Interlake"," 75","Teulon",96,16,2,7,7,1,129,216
46010,"Selkirk--Interlake/Selkirk--Interlake"," 76","Gunton",138,24,1,6,20,1,190,326
46010,"Selkirk--Interlake/Selkirk--Interlake"," 77","Balmoral",110,32,0,14,17,0,173,305
46010,"Selkirk--Interlake/Selkirk--Interlake"," 78","Balmoral",90,31,2,3,7,0,133,255
46010,"Selkirk--Interlake/Selkirk--Interlake"," 79","Argyle",142,31,7,18,11,3,212,421
46010,"Selkirk--Interlake/Selkirk--Interlake"," 80","Lait",102,12,0,10,7,0,131,238
46010,"Selkirk--Interlake/Selkirk--Interlake"," 81","Stonewall",101,25,0,10,6,0,142,253
46010,"Selkirk--Interlake/Selkirk--Interlake"," 82A","Stonewall",97,33,0,13,10,0,153,284
46010,"Selkirk--Interlake/Selkirk--Interlake"," 82B","Stonewall",111,23,0,17,9,0,160,256
46010,"Selkirk--Interlake/Selkirk--Interlake"," 83A","Stonewall",96,29,2,18,11,0,156,293
46010,"Selkirk--Interlake/Selkirk--Interlake"," 83B","Stonewall",93,38,1,11,10,0,153,272
46010,"Selkirk--Interlake/Selkirk--Interlake"," 84A","Stonewall",132,41,1,11,16,0,201,327
46010,"Selkirk--Interlake/Selkirk--Interlake"," 84B","Stonewall",139,33,0,15,16,0,203,354
46010,"Selkirk--Interlake/Selkirk--Interlake"," 85","Stonewall",121,21,3,13,5,2,165,280
46010,"Selkirk--Interlake/Selkirk--Interlake"," 86","Stonewall",66,33,1,14,11,2,127,263
46010,"Selkirk--Interlake/Selkirk--Interlake"," 87","Stonewall",206,50,0,19,19,1,295,490
46010,"Selkirk--Interlake/Selkirk--Interlake"," 87-1","Stonewall",Merged with No. 88/Fusionné avec le nº 88,,,,,,,11
46010,"Selkirk--Interlake/Selkirk--Interlake"," 88","Stonewall",146,46,0,21,16,2,231,449
46010,"Selkirk--Interlake/Selkirk--Interlake"," 89","Stonewall",98,29,0,10,14,0,151,294
46010,"Selkirk--Interlake/Selkirk--Interlake"," 90","Stony Mountain",180,51,1,12,16,0,260,443
46010,"Selkirk--Interlake/Selkirk--Interlake"," 91A","Stony Mountain",95,32,0,14,12,0,153,263
46010,"Selkirk--Interlake/Selkirk--Interlake"," 91B","Stony Mountain",123,36,1,12,11,0,183,310
46010,"Selkirk--Interlake/Selkirk--Interlake"," 92","Stony Mountain",163,49,4,18,17,1,252,391
46010,"Selkirk--Interlake/Selkirk--Interlake"," 93","Stony Mountain",167,52,1,16,14,2,252,501
46010,"Selkirk--Interlake/Selkirk--Interlake"," 94","Grosse Isle",139,27,1,25,8,1,201,307
46010,"Selkirk--Interlake/Selkirk--Interlake"," 95","Rosser",170,27,4,22,7,0,230,598
46010,"Selkirk--Interlake/Selkirk--Interlake"," 96","Lilyfield",118,43,3,23,12,1,200,355
46010,"Selkirk--Interlake/Selkirk--Interlake"," 97","Ponemah",117,53,2,13,16,1,202,343
46010,"Selkirk--Interlake/Selkirk--Interlake"," 98A","Matlock",92,41,1,22,16,0,172,299
46010,"Selkirk--Interlake/Selkirk--Interlake"," 98B","Matlock",103,45,1,23,16,1,189,288
46010,"Selkirk--Interlake/Selkirk--Interlake"," 99","Netley",115,30,1,5,11,0,162,320
46010,"Selkirk--Interlake/Selkirk--Interlake"," 100","Petersfield",110,38,1,5,7,0,161,290
46010,"Selkirk--Interlake/Selkirk--Interlake"," 101","Petersfield",231,92,4,16,26,0,369,609
46010,"Selkirk--Interlake/Selkirk--Interlake"," 102A","Clandeboye",129,36,0,9,12,1,187,274
46010,"Selkirk--Interlake/Selkirk--Interlake"," 102B","Clandeboye",110,37,0,14,15,1,177,298
46010,"Selkirk--Interlake/Selkirk--Interlake"," 103","Dynevor",82,66,2,10,18,5,183,307
46010,"Selkirk--Interlake/Selkirk--Interlake"," 104","Cloverdale",140,55,0,10,15,2,222,406
46010,"Selkirk--Interlake/Selkirk--Interlake"," 105","St. Andrews",114,44,2,11,12,1,184,357
46010,"Selkirk--Interlake/Selkirk--Interlake"," 106","Fort Garry",146,58,1,9,15,0,229,405
46010,"Selkirk--Interlake/Selkirk--Interlake"," 107","St. Andrew's",104,62,2,14,14,2,198,353
46010,"Selkirk--Interlake/Selkirk--Interlake"," 108","St. Andrew's",92,34,0,6,11,0,143,289
46010,"Selkirk--Interlake/Selkirk--Interlake"," 109","St. Andrew's",149,64,0,19,13,0,245,456
46010,"Selkirk--Interlake/Selkirk--Interlake"," 110","St. Andrew's",160,55,3,15,16,1,250,451
46010,"Selkirk--Interlake/Selkirk--Interlake"," 111","St. Andrew's",146,59,2,21,24,1,253,474
46010,"Selkirk--Interlake/Selkirk--Interlake"," 112","St. Andrew's",181,64,3,13,18,1,280,443
46010,"Selkirk--Interlake/Selkirk--Interlake"," 113","St. Andrew's",82,54,0,17,8,1,162,332
46010,"Selkirk--Interlake/Selkirk--Interlake"," 114","St. Andrew's",164,72,1,20,16,1,274,445
46010,"Selkirk--Interlake/Selkirk--Interlake"," 115A","St. Andrew's",90,41,1,18,14,0,164,260
46010,"Selkirk--Interlake/Selkirk--Interlake"," 115B","St. Andrew's",88,40,4,13,10,0,155,263
46010,"Selkirk--Interlake/Selkirk--Interlake"," 116","St. Andrew's",121,50,0,13,12,2,198,367
46010,"Selkirk--Interlake/Selkirk--Interlake"," 117","St. Andrew's",169,69,0,21,15,0,274,427
46010,"Selkirk--Interlake/Selkirk--Interlake"," 117-1","Saint Andrews",Merged with No. 117/Fusionné avec le nº 117,,,,,,,61
46010,"Selkirk--Interlake/Selkirk--Interlake"," 118","St. Andrew's",138,56,0,17,18,3,232,410
46010,"Selkirk--Interlake/Selkirk--Interlake"," 119","Selkirk",51,49,0,16,15,1,132,352
46010,"Selkirk--Interlake/Selkirk--Interlake"," 120","Selkirk",41,87,2,10,9,0,149,340
46010,"Selkirk--Interlake/Selkirk--Interlake"," 121","Selkirk",95,52,2,23,12,3,187,322
46010,"Selkirk--Interlake/Selkirk--Interlake"," 122","Selkirk",67,67,2,17,8,1,162,350
46010,"Selkirk--Interlake/Selkirk--Interlake"," 123","Selkirk",88,69,4,10,8,2,181,350
46010,"Selkirk--Interlake/Selkirk--Interlake"," 123-1","Selkirk",Merged with No. 123/Fusionné avec le nº 123,,,,,,,74
46010,"Selkirk--Interlake/Selkirk--Interlake"," 124","Selkirk",70,60,1,12,12,1,156,314
46010,"Selkirk--Interlake/Selkirk--Interlake"," 125","Selkirk",43,39,2,6,6,1,97,309
46010,"Selkirk--Interlake/Selkirk--Interlake"," 126A","Selkirk",79,48,1,16,10,0,154,310
46010,"Selkirk--Interlake/Selkirk--Interlake"," 126B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,86
46010,"Selkirk--Interlake/Selkirk--Interlake"," 127","Selkirk",79,48,2,19,10,0,158,343
46010,"Selkirk--Interlake/Selkirk--Interlake"," 128","Selkirk",75,67,1,13,8,0,164,423
46010,"Selkirk--Interlake/Selkirk--Interlake"," 129","Selkirk",121,66,1,19,12,0,219,399
46010,"Selkirk--Interlake/Selkirk--Interlake"," 130","Selkirk",81,79,2,15,11,0,188,274
46010,"Selkirk--Interlake/Selkirk--Interlake"," 131","Selkirk",67,77,0,10,9,1,164,370
46010,"Selkirk--Interlake/Selkirk--Interlake"," 132","Selkirk",79,50,3,18,3,1,154,400
46010,"Selkirk--Interlake/Selkirk--Interlake"," 133","Selkirk",85,85,1,14,11,0,196,412
46010,"Selkirk--Interlake/Selkirk--Interlake"," 134","Selkirk",84,55,0,19,10,1,169,367
46010,"Selkirk--Interlake/Selkirk--Interlake"," 135","Selkirk",96,56,0,20,17,1,190,371
46010,"Selkirk--Interlake/Selkirk--Interlake"," 136","Selkirk",108,42,0,14,9,1,174,328
46010,"Selkirk--Interlake/Selkirk--Interlake"," 137","Selkirk",198,88,1,25,8,1,321,564
46010,"Selkirk--Interlake/Selkirk--Interlake"," 138A","Wanasing Beach",158,73,5,44,16,0,296,501
46010,"Selkirk--Interlake/Selkirk--Interlake"," 138B","Wanasing Beach",164,58,0,37,14,0,273,480
46010,"Selkirk--Interlake/Selkirk--Interlake"," 139","Traverse Bay",Void/Supprimé,,,,,,,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 140","Jackfish Lake",Merged with No. 138B/Fusionné avec le nº 138B,,,,,,,1
46010,"Selkirk--Interlake/Selkirk--Interlake"," 141","Stead",Merged with No. 143/Fusionné avec le nº 143,,,,,,,61
46010,"Selkirk--Interlake/Selkirk--Interlake"," 142A","Grand Beach",83,58,1,15,13,0,170,288
46010,"Selkirk--Interlake/Selkirk--Interlake"," 142B","Grand Beach",82,44,1,14,6,0,147,285
46010,"Selkirk--Interlake/Selkirk--Interlake"," 143","Thalberg",187,42,3,4,17,0,253,317
46010,"Selkirk--Interlake/Selkirk--Interlake"," 144","Brokenhead 4",9,39,1,14,0,0,63,230
46010,"Selkirk--Interlake/Selkirk--Interlake"," 145","Libau",107,55,2,13,20,0,197,345
46010,"Selkirk--Interlake/Selkirk--Interlake"," 146","Walkleyburg",99,55,0,18,11,0,183,410
46010,"Selkirk--Interlake/Selkirk--Interlake"," 147A","Selkirk",96,49,0,15,14,1,175,338
46010,"Selkirk--Interlake/Selkirk--Interlake"," 147B","Selkirk",117,47,1,9,10,0,184,310
46010,"Selkirk--Interlake/Selkirk--Interlake"," 148","East Selkirk",79,49,3,6,13,1,151,226
46010,"Selkirk--Interlake/Selkirk--Interlake"," 149","East Selkirk",53,52,0,9,12,0,126,197
46010,"Selkirk--Interlake/Selkirk--Interlake"," 150A","East Selkirk",85,32,1,8,5,0,131,332
46010,"Selkirk--Interlake/Selkirk--Interlake"," 150B","East Selkirk",84,45,1,11,8,0,149,340
46010,"Selkirk--Interlake/Selkirk--Interlake"," 151","Highland Glen",157,63,3,14,9,0,246,460
46010,"Selkirk--Interlake/Selkirk--Interlake"," 152A","Garson",73,41,0,10,17,2,143,275
46010,"Selkirk--Interlake/Selkirk--Interlake"," 152B","Garson",96,46,3,15,4,0,164,286
46010,"Selkirk--Interlake/Selkirk--Interlake"," 153","Little Britain",100,34,0,14,14,0,162,307
46010,"Selkirk--Interlake/Selkirk--Interlake"," 154","Gonor",88,34,0,19,9,2,152,312
46010,"Selkirk--Interlake/Selkirk--Interlake"," 155","Narol",159,76,9,20,20,1,285,512
46010,"Selkirk--Interlake/Selkirk--Interlake"," 156","Gonor Station",66,31,1,2,12,1,113,251
46010,"Selkirk--Interlake/Selkirk--Interlake"," 157","Narol",137,44,1,18,11,0,211,318
46010,"Selkirk--Interlake/Selkirk--Interlake"," 158","St. Clements",180,63,1,23,14,0,281,438
46010,"Selkirk--Interlake/Selkirk--Interlake"," 159","St. Clements",123,58,4,19,11,4,219,377
46010,"Selkirk--Interlake/Selkirk--Interlake"," 160A","St. Clements",91,74,3,12,8,1,189,406
46010,"Selkirk--Interlake/Selkirk--Interlake"," 160B","St. Clements",88,78,1,4,6,0,177,413
46010,"Selkirk--Interlake/Selkirk--Interlake"," 161A","Springfield",88,28,1,22,5,3,147,224
46010,"Selkirk--Interlake/Selkirk--Interlake"," 161B","Springfield",113,34,1,15,9,0,172,251
46010,"Selkirk--Interlake/Selkirk--Interlake"," 162","Melrose",77,28,4,13,5,0,127,225
46010,"Selkirk--Interlake/Selkirk--Interlake"," 163","Cooks Creek",133,65,0,41,17,1,257,412
46010,"Selkirk--Interlake/Selkirk--Interlake"," 164A","Cooks Creek",103,38,0,23,13,1,178,277
46010,"Selkirk--Interlake/Selkirk--Interlake"," 164B","Cooks Creek",98,27,1,18,12,0,156,262
46010,"Selkirk--Interlake/Selkirk--Interlake"," 165A","Sapton",122,34,0,17,15,1,189,340
46010,"Selkirk--Interlake/Selkirk--Interlake"," 165B","Sapton",96,47,2,10,15,0,170,297
46010,"Selkirk--Interlake/Selkirk--Interlake"," 166","Brokenhead",49,26,0,5,7,0,87,148
46010,"Selkirk--Interlake/Selkirk--Interlake"," 167","Ladywood",90,38,1,6,5,1,141,250
46010,"Selkirk--Interlake/Selkirk--Interlake"," 168","Sebright",86,31,1,11,7,1,137,220
46010,"Selkirk--Interlake/Selkirk--Interlake"," 169A","Tyndall",84,38,2,14,10,1,149,275
46010,"Selkirk--Interlake/Selkirk--Interlake"," 169B","Tyndall",110,34,2,6,5,1,158,282
46010,"Selkirk--Interlake/Selkirk--Interlake"," 170","Cromwell",152,55,6,6,15,3,237,381
46010,"Selkirk--Interlake/Selkirk--Interlake"," 171","Cloverleaf",163,61,4,10,16,0,254,401
46010,"Selkirk--Interlake/Selkirk--Interlake"," 172","St. Ouens",147,44,2,13,7,0,213,362
46010,"Selkirk--Interlake/Selkirk--Interlake"," 173","Beauséjour",49,32,1,4,9,0,95,210
46010,"Selkirk--Interlake/Selkirk--Interlake"," 174","Beauséjour",78,44,1,10,12,2,147,298
46010,"Selkirk--Interlake/Selkirk--Interlake"," 175","Beauséjour",143,59,5,20,14,2,243,473
46010,"Selkirk--Interlake/Selkirk--Interlake"," 176A","Beauséjour",80,39,0,7,11,1,138,393
46010,"Selkirk--Interlake/Selkirk--Interlake"," 176B","Beauséjour",71,37,3,2,7,0,120,361
46010,"Selkirk--Interlake/Selkirk--Interlake"," 177","Beauséjour",130,44,6,17,12,1,210,342
46010,"Selkirk--Interlake/Selkirk--Interlake"," 177-1","Beauséjour",Merged with No. 177/Fusionné avec le nº 177,,,,,,,28
46010,"Selkirk--Interlake/Selkirk--Interlake"," 178","Beauséjour",88,36,2,14,9,1,150,295
46010,"Selkirk--Interlake/Selkirk--Interlake"," 179","Beauséjour",155,44,2,25,15,0,241,480
46010,"Selkirk--Interlake/Selkirk--Interlake"," 500","Mobile poll/Bureau itinérant",19,8,1,2,0,0,30,42
46010,"Selkirk--Interlake/Selkirk--Interlake"," 501","Mobile poll/Bureau itinérant",13,13,2,3,2,4,37,52
46010,"Selkirk--Interlake/Selkirk--Interlake"," 502","Mobile poll/Bureau itinérant",17,20,8,14,5,9,73,186
46010,"Selkirk--Interlake/Selkirk--Interlake"," 503","Mobile poll/Bureau itinérant",72,50,3,17,3,5,150,169
46010,"Selkirk--Interlake/Selkirk--Interlake"," 504","Mobile poll/Bureau itinérant",17,15,0,8,2,0,42,83
46010,"Selkirk--Interlake/Selkirk--Interlake"," 600","Gypsumville",12,3,0,2,0,0,17,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 601","Peguis",29,21,0,2,0,0,52,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 602","Arborg--Riverton",107,47,0,11,5,0,170,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 603","Ashern--Eriksdale",61,6,1,4,0,0,72,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 604","Gimli--Winnipeg Beach",342,123,3,60,21,6,555,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 605","St. Laurent--Woodlands",58,5,0,8,4,0,75,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 606","Teulon--Petersfield",135,30,0,7,6,1,179,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 607","Stonewall--Rosser",244,43,4,44,20,1,356,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 608","St. Andrew's",161,48,0,19,14,0,242,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 609","Selkirk",255,121,1,28,17,3,425,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 610","East Selkirk--St. Clements",144,48,2,10,18,0,222,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 611","Alexander--St. Clements",46,42,0,14,11,0,113,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 612","Brokenhead--Springfield",233,74,1,30,19,2,359,
46010,"Selkirk--Interlake/Selkirk--Interlake",,Group 1/Groupe 1,42,17,1,25,6,3,94,164
46010,"Selkirk--Interlake/Selkirk--Interlake",,Group 2/Groupe 2,397,104,1,65,36,11,614,

