Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Simon Bernier,Nicole Charbonneau Barron,Pierre Diamond,Carole Lavallée,Vesna Vesic,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 139","Saint-Hubert",9,26,53,106,41,4,239,377
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 139-1","Saint-Hubert",7,29,33,106,26,0,201,391
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 140A","Saint-Hubert",5,16,32,68,16,3,140,232
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 140B","Saint-Hubert",10,15,18,44,26,1,114,179
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 141","Saint-Hubert",8,32,39,97,23,2,201,388
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 142","Saint-Hubert",5,24,41,99,18,0,187,323
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 143A","Saint-Hubert",11,16,17,64,16,1,125,239
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 143B","Saint-Hubert",3,10,24,45,13,1,96,184
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 144","Saint-Hubert",8,19,34,91,30,3,185,368
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 145A","Saint-Hubert",2,8,18,55,4,2,89,193
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 145B","Saint-Hubert",4,8,17,43,15,1,88,199
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 146","Saint-Hubert",6,18,28,89,28,6,175,347
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 147A","Saint-Hubert",3,15,36,49,13,3,119,198
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 147B","Saint-Hubert",5,13,25,58,23,0,124,222
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 148","Saint-Hubert",11,23,38,95,31,6,204,386
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 149","Saint-Hubert",10,30,38,87,15,8,188,382
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 150","Saint-Hubert",10,19,48,69,29,7,182,375
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 151","Saint-Hubert",7,15,25,45,18,4,114,316
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 152","Saint-Hubert",9,23,23,83,13,4,155,358
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 152-1","Saint-Hubert",1,14,9,25,4,2,55,136
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 153","Saint-Hubert",6,19,35,64,21,0,145,326
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 154","Saint-Hubert",11,27,40,99,28,4,209,359
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 155","Saint-Hubert",8,22,35,92,33,1,191,375
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 156","Saint-Hubert",6,19,43,109,30,1,208,347
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 157","Saint-Hubert",2,45,32,88,27,7,201,373
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 158","Saint-Hubert",8,29,32,105,23,6,203,338
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 159","Saint-Hubert",10,13,51,73,31,2,180,335
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 160","Saint-Hubert",5,30,47,91,16,4,193,356
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 161","Saint-Hubert",10,23,42,92,48,3,218,388
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 162A","Saint-Hubert",4,17,16,45,16,1,99,191
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 162B","Saint-Hubert",4,12,24,48,16,1,105,223
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 163","Saint-Hubert",13,32,54,82,29,2,212,379
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 164","Saint-Hubert",3,34,45,68,19,0,169,346
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 165","Saint-Hubert",17,37,38,88,25,5,210,396
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 166","Saint-Hubert",5,20,52,104,28,4,213,377
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 167","Saint-Hubert",10,35,43,61,36,5,190,344
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 168","Saint-Hubert",6,45,36,96,17,2,202,377
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 169","Saint-Hubert",9,23,36,62,30,2,162,379
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 170","Saint-Hubert",7,32,46,82,22,2,191,372
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 171","Saint-Hubert",6,26,22,45,38,3,140,354
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 172","Saint-Hubert",4,34,39,83,23,1,184,340
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 173","Saint-Hubert",4,23,54,64,37,2,184,340
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 174","Saint-Hubert",13,24,48,94,27,5,211,327
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 175","Saint-Hubert",11,18,48,92,36,4,209,349
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 176","Saint-Hubert",10,22,36,97,33,3,201,337
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 176-1","Saint-Hubert",3,12,52,54,15,3,139,249
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 177","Saint-Hubert",9,29,61,86,47,2,234,402
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 178","Saint-Hubert",6,38,25,103,27,3,202,369
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 179A","Saint-Hubert",1,17,37,58,20,0,133,229
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 179B","Saint-Hubert",5,8,18,48,23,1,103,186
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 180A","Saint-Hubert",6,13,16,41,23,2,101,220
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 180B","Saint-Hubert",1,21,12,56,10,1,101,192
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 180-1","Saint-Hubert",5,36,34,63,22,1,161,312
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 181","Saint-Hubert",5,19,45,52,20,3,144,298
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 181-1","Saint-Hubert",3,23,27,70,16,4,143,257
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 182","Saint-Hubert",11,23,35,86,33,2,190,331
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 182-1","Saint-Hubert",7,17,37,56,24,3,144,248
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 182-2","Saint-Hubert",10,31,35,114,32,11,233,403
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 182-3","Saint-Hubert",8,18,39,77,30,0,172,316
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 400","Saint-Bruno-de-Montarville",6,40,95,29,8,5,183,234
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 401","Longueuil",1,40,60,50,10,4,165,228
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 500","Mobile poll/Bureau itinérant",2,2,22,16,0,2,44,148
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 501","Mobile poll/Bureau itinérant",4,23,21,18,10,2,78,102
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 502","Mobile poll/Bureau itinérant",4,12,13,11,2,2,44,74
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 503","Mobile poll/Bureau itinérant",1,12,23,20,8,2,66,116
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 504","Mobile poll/Bureau itinérant",0,9,14,15,2,2,42,58
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 505","Mobile poll/Bureau itinérant",1,9,25,21,3,5,64,117
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 506","Mobile poll/Bureau itinérant",1,7,21,15,3,0,47,113
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 507","Mobile poll/Bureau itinérant",1,8,14,13,2,5,43,73
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 508","Mobile poll/Bureau itinérant",3,13,22,20,2,2,62,81
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 600","Saint-Bruno-de-Montarville",20,152,136,224,62,7,601,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 601","Saint-Bruno-de-Montarville",20,137,157,180,60,10,564,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 602","Saint-Hubert",23,191,216,195,43,4,672,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 603","Saint-Hubert",18,154,171,205,49,4,601,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 604","Saint-Hubert",20,129,122,292,57,8,628,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 605","Saint-Hubert",20,112,120,345,71,8,676,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 606","Saint-Hubert",18,89,102,278,31,12,530,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 607","Saint-Hubert",24,99,122,312,58,8,623,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 608","Saint-Hubert",9,90,65,228,43,11,446,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 609","Saint-Hubert",10,84,92,230,33,5,454,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 610","Saint-Hubert",15,85,105,213,54,5,477,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 611","Saint-Hubert",23,118,95,220,56,6,518,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 612","Saint-Hubert",23,137,160,300,72,5,697,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert",,Group 1/Groupe 1,12,59,29,42,12,4,158,305
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert",,Group 2/Groupe 2,31,233,226,642,97,12,1241,

