Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Noreen Hartlen,David Montgomery,Carolyn Scott,Peter Stoffer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 28","Halifax",8,34,20,118,1,181,405
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 29","Halifax",10,29,12,87,1,139,238
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 30","Halifax",9,23,21,87,1,141,245
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 31","Halifax",14,37,25,112,0,188,272
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 32","Halifax",17,34,15,104,0,170,354
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 33","Halifax",10,34,20,128,0,192,386
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 34","Halifax",0,9,8,89,0,106,332
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 35","Halifax",10,16,8,92,0,126,284
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 36","Halifax",9,51,34,146,0,240,397
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 37","Halifax",8,43,29,89,0,169,379
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 38","Halifax",10,29,17,99,0,155,336
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 39","Halifax",6,30,27,141,1,205,329
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 39-1","Halifax",6,30,42,167,0,245,435
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 40","Halifax",13,21,17,142,0,193,354
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 41","Halifax",6,33,35,132,0,206,378
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 42","Halifax",4,39,13,131,0,187,314
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 43","Halifax",10,46,13,118,0,187,320
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 44","Halifax",11,47,25,96,1,180,314
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 45","Halifax",6,34,14,101,0,155,263
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 46","Halifax",8,20,20,79,1,128,288
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 47","Halifax",11,25,16,93,0,145,273
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 48","Halifax",8,26,24,143,0,201,369
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 49","Halifax",10,26,17,108,2,163,366
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 50","Halifax",11,36,9,125,0,181,314
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 51","Halifax",6,38,15,100,0,159,336
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 52","Halifax",7,32,21,99,1,160,259
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 53","Halifax",3,23,10,84,0,120,241
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 54","Halifax",8,33,20,149,0,210,382
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 55","Halifax",7,36,22,100,0,165,315
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 56","Halifax",7,19,29,94,0,149,328
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 57","Halifax",6,25,10,103,0,144,298
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 58","Halifax",5,22,13,120,0,160,293
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 59","Halifax",8,28,16,106,0,158,282
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 60","Halifax",9,15,19,94,0,137,260
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 61","Halifax",11,48,26,116,0,201,345
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 62","Halifax",8,19,18,74,1,120,331
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 63","Halifax",5,30,15,91,0,141,318
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 64","Halifax",5,28,22,81,2,138,310
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 65","Halifax",4,16,7,31,0,58,216
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 66","Halifax",5,16,8,70,0,99,331
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 67","Halifax",7,4,10,96,1,118,335
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 68","Halifax",5,33,8,118,0,164,331
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 69","Halifax",3,22,31,76,0,132,245
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 70","Halifax",5,66,49,120,0,240,394
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 71","Halifax",6,23,17,107,0,153,306
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 72","Halifax",13,48,27,129,0,217,416
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 73","Halifax",13,32,21,95,2,163,285
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 74","Halifax",16,42,36,128,0,222,348
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 75","Halifax",17,39,26,133,0,215,356
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 76","Halifax",12,33,14,151,0,210,387
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 77","Halifax",11,37,29,159,0,236,412
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 78","Halifax",8,34,20,98,0,160,273
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 79A","Halifax",3,15,18,77,2,115,280
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 79B","Halifax",5,21,11,62,0,99,269
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 79-1","Halifax",5,17,12,54,0,88,169
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 80","Halifax",6,54,19,88,0,167,320
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 81","Halifax",9,36,21,131,1,198,330
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 82","Frenchmans Road",20,44,29,132,1,226,395
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 83","Grand Lake Station",18,49,26,126,0,219,341
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 83-1","Halifax",9,28,24,42,1,104,167
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 84","Fletchers Lake",13,22,20,121,0,176,315
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 85","Old Holland Road",8,39,32,136,0,215,350
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 86","Wellington Station",8,49,22,151,0,230,361
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 87","Wellington",14,56,46,154,1,271,441
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 88","Lochview Road",14,92,38,139,2,285,452
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 88-1","Halifax",9,37,32,69,0,147,261
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 89","Fletchers Lake",12,83,36,98,0,229,411
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 90","Fall River",12,72,27,131,0,242,384
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 91","Fall River",3,21,11,100,1,136,247
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 92","Fall River",6,50,17,98,1,172,297
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 93","Fall River West",14,57,41,146,0,258,441
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 94","Fall River West",10,26,13,73,0,122,192
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 95","Fall River West",17,33,19,86,1,156,264
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 96","Windsor Junction",7,51,18,131,2,209,312
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 97","Windsor Junction",3,36,17,69,0,125,214
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 98","Windsor Junction",9,43,18,102,0,172,350
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 99","Fall River West",13,70,34,128,0,245,438
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 100","Fall River West",11,64,31,139,0,245,377
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 101","Fall River",12,26,11,61,0,110,225
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 101-1","Halifax",11,43,29,147,0,230,351
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 102","Waverley",17,53,28,111,1,210,353
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 103","Lakeview",11,45,30,175,0,261,420
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 104","Waverley",7,38,16,72,0,133,241
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 105","Waverley",13,47,34,82,0,176,285
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 105-1","Halifax",11,25,17,71,0,124,187
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 106","Portobello",13,31,20,98,0,162,246
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 107","North Preston",3,4,38,21,4,70,184
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 108","Halifax",8,62,43,67,0,180,296
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 109","Halifax",20,80,54,72,0,226,371
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 109-1","Halifax",14,49,31,82,0,176,342
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 110","Cherry Brook--Lake Major",1,11,15,48,0,75,200
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 111","North Preston",4,13,41,51,4,113,373
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 111-1","Halifax",6,7,15,23,3,54,170
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 112","Montague Gold Mines",7,25,27,100,1,160,286
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 113","Loon Lake",12,61,39,90,0,202,345
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 114","Humber Park",6,31,34,100,1,172,289
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 115","Cherry Brook",0,29,13,77,0,119,247
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 116","Lake Major",7,39,22,100,1,169,338
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 117","Preston",5,12,29,56,1,103,213
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 118","East Preston",2,20,35,65,2,124,343
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 118-1","Halifax",4,9,24,46,1,84,243
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 119","Lake Echo",14,65,29,121,1,230,386
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 119-1","Halifax",1,12,5,25,0,43,84
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 120","Lake Echo",13,33,17,109,1,173,340
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 121","Lake Echo",16,43,21,109,3,192,369
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 122","Halifax",4,34,6,19,0,63,136
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 123","Halifax",1,30,3,24,0,58,142
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 123-1","Halifax",3,22,4,13,0,42,223
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 124","Halifax",12,28,15,139,0,194,330
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 125","Halifax",5,36,27,111,0,179,367
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 126","Halifax",10,27,21,97,0,155,277
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 126-1","Halifax",1,11,7,57,1,77,209
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 127","Halifax",7,22,14,124,1,168,347
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 128","Halifax",3,11,9,91,0,114,203
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 129","Halifax",11,28,26,110,0,175,314
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 130","Halifax",12,12,6,136,3,169,381
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 131","Halifax",7,14,30,114,1,166,321
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 132","Halifax",10,11,14,115,1,151,263
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 133","Halifax",9,23,10,89,1,132,254
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 134","Halifax",4,16,19,88,0,127,243
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 135","Halifax",7,22,24,82,1,136,282
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 135-1","Halifax",9,17,21,94,0,141,272
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 136A","Halifax",8,35,13,100,1,157,294
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 136B","Halifax",6,8,13,16,0,43,182
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 137","Halifax",3,19,15,108,0,145,305
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 137-1","Halifax",7,24,30,96,1,158,398
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 137-2","Halifax",6,40,29,107,0,182,394
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 138","Halifax",7,29,28,141,0,205,403
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 138-1","Halifax",4,10,6,40,0,60,108
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 139","Halifax",4,32,24,76,1,137,282
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 139-1","Halifax",5,13,7,69,0,94,189
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 140","Halifax",9,23,18,131,1,182,326
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 141","Halifax",8,20,24,111,0,163,292
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 141-1","Halifax",7,37,35,104,2,185,334
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 142","Little Salmon River",8,46,24,153,2,233,367
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 143","Little Salmon River",7,38,15,84,1,145,249
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 144","Cole Harbour",9,50,22,82,0,163,281
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 145","Upper Lawrencetown",7,20,7,61,0,95,171
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 145-1","Halifax",9,50,18,104,0,181,352
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 146","Upper Lawrencetown",3,34,25,122,2,186,341
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 147","Upper Lawrencetown",16,54,27,147,2,246,415
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 148","Upper Lawrencetown",20,32,15,110,0,177,346
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 149","Minesville",7,38,16,91,0,152,230
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 150","Lake Echo",7,27,31,101,3,169,295
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 151","West Lawrencetown--Minesville",5,18,20,55,0,98,197
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 151-1","Halifax",12,19,10,83,1,125,180
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 152","West Lawrencetown",11,45,19,114,1,190,348
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 153","Lawrencetown",26,47,42,117,1,233,365
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 154","Lawrencetown Beach",13,59,28,123,0,223,446
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 155","Lake Echo",4,29,10,100,1,144,377
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 156","Lake Echo",7,18,10,102,0,137,282
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 157","Lake Echo",4,41,18,146,0,209,369
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 158","Porters Lake",11,38,24,94,0,167,353
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 158-1","Halifax",6,21,8,37,0,72,137
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 159","Porters Lake",5,22,16,65,0,108,222
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 159-1","Halifax",4,37,22,110,1,174,298
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 160","Porters Lake",10,27,13,135,0,185,354
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 160-1","Halifax",3,21,8,31,1,64,117
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 161","Head of Chezzetcook",9,46,14,128,3,200,357
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 162","Middle Porters Lake",5,36,15,109,0,165,312
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 162-1","Halifax",5,20,14,61,0,100,188
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 163","West Chezzetcook",4,25,14,82,0,125,228
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 163-1","Halifax",8,31,21,90,0,150,305
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 164","Porters Lake--West Chezzetcook",15,55,19,128,0,217,398
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 164-1","Halifax",2,22,10,61,0,95,159
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 165","Gaetz Brook",13,26,17,99,0,155,236
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 166","Gaetz Brook",13,16,16,106,0,151,276
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 167","East Chezzetcook",14,42,31,144,0,231,355
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 168","Middle Porters Lake",10,67,34,131,0,242,459
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 169","Grand Desert",18,21,24,113,1,177,311
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 170","Seaforth",20,39,35,147,1,242,416
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 171","Lower East Chezzetcook",12,24,16,101,0,153,259
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 172","Musquodoboit Harbour",3,36,10,114,2,165,263
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 173A","West Petpeswick",11,52,29,154,0,246,446
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 173B","Mobile poll/Bureau itinérant",Merged with No. 2B/Fusionné avec le nº 2B,,,,,,20
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 174","Musquodoboit Harbour",10,30,26,118,0,184,318
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 174-1","Halifax",2,20,10,61,0,93,187
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 175","Head of Jeddore",14,48,19,101,1,183,347
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 176","Head of Jeddore",10,53,25,136,1,225,402
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 177","East Petpeswick",8,43,20,121,0,192,341
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 178","West Jeddore",10,22,16,67,0,115,225
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 600","Beaverbank",10,42,21,98,0,171,
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 601","Springfield Lake",5,9,14,68,0,96,
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 602","Upper Sackville--Middle Sackville",7,60,34,211,1,313,
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 603","Lower Sackville",15,67,20,222,0,324,
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 604","Lower Sackville",16,89,40,288,0,433,
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 605","Wellington--Waverly",21,145,107,329,3,605,
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 606","Preston",6,62,33,98,3,202,
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 607","Eastern Passage",22,68,55,322,3,470,
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 608","Lawrencetown",14,46,16,80,0,156,
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 609","Porters Lake",12,55,21,175,0,263,
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 610","Musquodoboit Harbour",3,24,17,112,0,156,
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore"," 611","Lake Echo",10,33,21,104,1,169,
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore",,Group 1/Groupe 1,19,178,41,126,8,372,1230
12008,"Sackville--Eastern Shore/Sackville--Eastern Shore",,Group 2/Groupe 2,14,62,47,271,13,407,

