Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Raynald Blais,Denis Gauvreau,Darryl Gray,Gaston Langlais,Julien Leblanc,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 34","Gaspé",54,51,37,33,10,2,187,379
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 35","Gaspé",73,45,44,27,6,0,195,375
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 36A","Gaspé",34,35,27,19,0,2,117,220
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 36B","Gaspé",42,60,51,19,2,1,175,311
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 37","Wakeham",Void/Supprimé,,,,,,,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 38","York",37,59,46,22,7,2,173,425
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 39","Gaspé",98,72,49,51,6,9,285,602
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 40","Gaspé",32,31,22,17,2,2,106,413
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 41","Gaspé",72,35,30,17,5,1,160,312
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 42","Gaspé",100,48,41,28,6,0,223,551
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 43","Gaspé",64,61,28,27,11,0,191,440
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 44","Gaspé",29,38,42,20,8,3,140,276
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 45","Bougainville",11,72,39,27,2,3,154,403
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 46","Saint-Georges-de-Malbaie",49,65,37,11,6,0,168,346
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 47","Bridgeville",34,15,23,4,3,2,81,227
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 48","Val-d'Espoir",83,18,29,14,3,1,148,444
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 49","Percé",36,25,12,8,3,2,86,212
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 50","Percé",80,55,35,17,2,3,192,513
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 51","Cap-d'Espoir",69,32,25,15,2,3,146,339
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 52","Cap-d'Espoir",72,45,37,18,2,2,176,385
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 53","Sainte-Thérèse-de-Gaspé",32,9,8,6,2,1,58,197
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 54","Sainte-Thérèse-de-Gaspé",68,31,25,9,3,0,136,348
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 55","Sainte-Thérèse-de-Gaspé",39,15,24,8,5,0,91,200
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 56","Sainte-Thérèse-de-Gaspé",46,27,16,5,1,1,96,225
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 57","Grande-Rivière",64,43,26,9,4,3,149,350
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 58","Grande-Rivière",70,20,17,10,2,0,119,391
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 59","Grande-Rivière",33,32,29,9,0,1,104,238
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 60","Grande-Rivière",66,23,27,16,1,0,133,297
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 61","Grande-Rivière",56,28,26,14,1,0,125,337
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 62","Grande-Rivière",53,34,19,29,2,6,143,362
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 63","Grande-Rivière",53,22,26,14,0,1,116,270
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 64","Grande-Rivière",54,57,32,8,4,1,156,393
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 65","Grande-Rivière",44,28,13,7,5,1,98,270
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 66","Saint-François-de-Pabos",69,39,44,16,1,1,170,475
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 67","Petite-Rivière-Pabos",23,27,20,7,2,0,79,160
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 68","Pabos",62,22,41,7,3,0,135,296
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 69","Pabos",81,34,40,9,4,1,169,342
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 70","Grand-Pabos",50,48,14,14,2,2,130,303
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 71","Chandler",52,49,36,22,4,4,167,396
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 72","Chandler",77,33,25,16,5,0,156,392
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 73","Chandler",81,41,36,11,3,1,173,387
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 74","Chandler",67,27,23,11,5,0,133,306
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 75","Chandler",76,60,23,9,2,7,177,426
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 76","Chandler",81,38,52,9,3,5,188,436
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 77","Chandler",42,50,51,19,5,1,168,347
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 78","Grand-Pabos-Ouest",81,41,50,9,1,2,184,485
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 79","Pabos Mills",86,23,12,3,1,0,125,225
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 80","Newport Point",42,19,25,3,0,0,89,219
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 81","Newport",70,45,47,9,3,0,174,337
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 82","Newport",86,49,45,16,1,2,199,374
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 83","Newport-Ouest",54,12,22,3,0,1,92,221
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 84","Newport",53,16,22,2,1,0,94,348
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 85","Gascons-Est",74,18,20,5,2,0,119,229
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 86","L'Anse-aux-Gascons",96,31,23,5,3,4,162,306
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 87","Gascons-Ouest",110,23,18,3,0,0,154,283
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 88","Port-Daniel-Est",107,13,9,1,0,0,130,255
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 89","Rivière-Port-Daniel",118,36,20,8,1,0,183,321
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 90","Port-Daniel",120,33,36,3,2,1,195,354
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 91","Port-Daniel-Ouest",36,31,58,8,0,0,133,308
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 92","Shigawake",22,80,54,6,6,0,168,344
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 93","Saint-Godefroi",72,63,41,5,3,4,188,359
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 94","Hope Town",29,60,53,8,4,0,154,259
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 95","Hope",40,28,16,1,0,0,85,218
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 96","Hope",47,37,51,0,4,1,140,268
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 97","Paspébiac",66,31,22,14,2,3,138,294
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 98","Paspébiac",54,39,32,5,2,2,134,295
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 99","Paspébiac",64,40,33,9,2,2,150,364
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 100","Paspébiac",70,34,26,5,2,3,140,321
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 101","Paspébiac",90,29,24,3,0,3,149,375
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 102","Paspébiac",31,14,14,1,0,0,60,161
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 103","Paspébiac",64,22,17,6,3,4,116,303
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 104","Paspébiac-Ouest",61,33,39,1,0,3,137,373
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 104-1","Paspébiac",31,15,9,4,3,0,62,195
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 105","Saint-Jogues",21,14,14,4,0,0,53,106
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 106","New Carlisle",14,54,82,8,2,0,160,387
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 107","New Carlisle",19,40,44,9,2,0,114,241
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 108","New Carlisle",19,48,50,8,3,1,129,253
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 109","New Carlisle East",31,28,49,6,2,0,116,226
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 110","Bonaventure",95,75,38,13,9,1,231,414
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 111","Bonaventure",88,81,31,7,11,4,222,381
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 112","Bonaventure",100,97,27,11,8,1,244,491
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 113","Bonaventure",55,40,39,1,7,3,145,283
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 114","Bonaventure",68,36,26,8,7,2,147,271
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 115","Bonaventure-Est",62,43,34,9,14,4,166,370
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 116","Saint-Elzéar",76,67,52,7,11,3,216,398
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 117","Saint-Siméon-Ouest",79,48,60,10,7,1,205,346
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 118","Saint-Siméon",79,65,79,8,4,4,239,389
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 119","Saint-Siméon",47,38,33,4,5,1,128,203
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 120","Saint-Alphonse",69,52,24,6,5,4,160,264
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 121","Saint-Alphonse",73,66,58,9,4,3,213,305
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 122","Rivière-Caplan",76,69,55,8,8,2,218,334
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 123","Caplan",83,60,54,5,11,2,215,349
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 124","Caplan",58,71,42,9,12,3,195,310
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 125","Caplan",86,72,64,7,5,2,236,434
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 126","Caplan",69,36,25,5,8,0,143,262
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 127","Saint-Edgar",21,23,12,4,5,2,67,107
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 128","New Richmond",35,46,43,6,11,3,144,271
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 129","New Richmond West",32,55,26,6,9,0,128,263
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 130","New Richmond",43,57,47,6,8,1,162,264
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 131","New Richmond Station",44,43,28,13,7,0,135,295
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 132","New Richmond",55,69,61,12,5,0,202,438
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 133","New Richmond",47,59,39,7,3,0,155,289
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 134","New Richmond Centre",44,82,32,10,5,2,175,406
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 135","New Richmond",49,62,49,3,10,2,175,395
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 136","New Richmond",39,44,37,9,7,1,137,298
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 137","Cascapédia--Saint-Jules",28,111,56,13,15,0,223,393
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 138","Grande-Cascapédia",11,51,50,12,11,0,135,214
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 139","Maria",80,42,22,5,12,0,161,272
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 140","Maria",108,88,42,10,14,1,263,455
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 141","Gesgapegiag 2",2,41,11,66,4,0,124,371
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 142","Maria",71,31,26,7,13,0,148,244
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 143","Maria",94,54,57,12,7,4,228,387
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 144","Maria",56,47,35,9,9,2,158,236
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 145","Maria",100,38,29,13,16,0,196,373
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 146","Saint-Omer",42,37,57,8,9,0,153,288
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 147","Saint-Omer",69,42,69,9,5,2,196,367
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 147-1","Carleton-sur-Mer",56,31,49,10,2,3,151,249
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 148","Saint-Omer",46,16,19,7,4,0,92,198
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 149","Carleton",70,48,34,5,18,2,177,315
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 150","Carleton",50,38,39,10,17,2,156,264
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 151","Carleton",70,36,38,4,7,1,156,255
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 152","Carleton",89,63,60,17,6,2,237,406
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 153","Carleton",84,59,47,7,8,1,206,396
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 154","Carleton",81,32,43,9,9,0,174,315
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 155","Carleton",74,43,25,5,8,2,157,283
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 156","Rivière-Nouvelle",61,57,40,15,8,1,182,322
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 157","Nouvelle",52,16,59,11,8,1,147,259
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 158","Nouvelle",40,40,50,6,5,6,147,268
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 159","Nouvelle",32,47,56,4,6,2,147,287
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 160","Nouvelle",59,34,60,2,6,7,168,329
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 161","Escuminac",20,42,58,9,7,0,136,214
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 162","Pointe-à-la-Garde",34,34,45,14,12,2,141,261
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 163","Pointe-à-la-Croix",58,62,44,24,17,3,208,436
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 164","Pointe-à-la-Croix",36,44,55,10,11,3,159,346
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 165","Pointe-à-la-Croix",75,80,57,30,8,10,260,485
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 166","Listuguj",4,67,9,22,7,0,109,715
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 167","Listuguj",1,59,8,38,4,0,110,512
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 168","Ristigouche-Partie-Sud-Est",14,25,26,8,4,1,78,126
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 169","Saint-André-de-Restigouche",29,26,19,8,3,0,85,146
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 170","Matapédia",33,69,35,7,10,0,154,259
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 171","Matapédia",19,82,56,21,13,2,193,327
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 172","Saint-Alexis-de-Matapédia",20,24,30,9,9,3,95,172
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 173","Saint-Alexis-de-Matapédia",52,62,53,18,25,4,214,316
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 174","Saint-François-d'Assise",73,66,66,9,10,2,226,405
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 175","Saint-François-d'Assise",32,32,26,11,3,4,108,202
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 176","L'Ascension-de-Patapédia",20,37,37,11,3,1,109,179
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 177","Old-Harry",2,7,28,1,1,0,39,90
