Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Esposito,Larry Horwitz,Lisa Lumley,Brian Masse,Elizabeth Rowley,Margaret Villamizar,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35102,"Windsor West/Windsor-Ouest"," 27","Windsor",15,26,9,44,0,1,0,95,339
35102,"Windsor West/Windsor-Ouest"," 28","Windsor",5,20,14,48,0,0,1,88,268
35102,"Windsor West/Windsor-Ouest"," 29","Windsor",20,41,45,136,1,1,6,250,471
35102,"Windsor West/Windsor-Ouest"," 30","Windsor",7,15,13,45,1,0,0,81,218
35102,"Windsor West/Windsor-Ouest"," 31","Windsor",9,23,20,49,2,0,0,103,305
35102,"Windsor West/Windsor-Ouest"," 32","Windsor",10,23,11,58,0,1,0,103,321
35102,"Windsor West/Windsor-Ouest"," 33","Windsor",11,34,39,100,1,0,0,185,389
35102,"Windsor West/Windsor-Ouest"," 34","Windsor",12,17,5,64,0,0,0,98,220
35102,"Windsor West/Windsor-Ouest"," 35","Windsor",13,14,14,85,0,0,0,126,332
35102,"Windsor West/Windsor-Ouest"," 36","Windsor",12,11,13,60,0,0,3,99,315
35102,"Windsor West/Windsor-Ouest"," 37","Windsor",5,15,16,53,0,0,2,91,270
35102,"Windsor West/Windsor-Ouest"," 38","Windsor",2,22,28,56,2,1,0,111,395
35102,"Windsor West/Windsor-Ouest"," 39","Windsor",13,31,36,64,0,3,1,148,421
35102,"Windsor West/Windsor-Ouest"," 40","Windsor",9,29,23,84,1,0,1,147,552
35102,"Windsor West/Windsor-Ouest"," 41","Windsor",6,17,15,68,2,1,1,110,442
35102,"Windsor West/Windsor-Ouest"," 42A","Windsor",12,37,17,70,2,0,0,138,424
35102,"Windsor West/Windsor-Ouest"," 42B","Windsor",2,8,15,29,0,0,0,54,99
35102,"Windsor West/Windsor-Ouest"," 43","Windsor",16,19,18,43,0,1,0,97,388
35102,"Windsor West/Windsor-Ouest"," 44","Windsor",Void/Supprimé,,,,,,,,
35102,"Windsor West/Windsor-Ouest"," 45","Windsor",2,12,6,30,1,0,0,51,197
35102,"Windsor West/Windsor-Ouest"," 46","Windsor",7,13,18,37,0,1,0,76,290
35102,"Windsor West/Windsor-Ouest"," 47","Windsor",5,25,26,62,2,1,0,121,314
35102,"Windsor West/Windsor-Ouest"," 48","Windsor",4,14,11,51,0,0,2,82,272
35102,"Windsor West/Windsor-Ouest"," 49","Windsor",16,13,13,85,1,0,0,128,408
35102,"Windsor West/Windsor-Ouest"," 50","Windsor",5,17,12,66,0,0,0,100,347
35102,"Windsor West/Windsor-Ouest"," 51","Windsor",1,6,7,25,1,0,0,40,226
35102,"Windsor West/Windsor-Ouest"," 52","Windsor",7,3,8,53,0,0,0,71,315
35102,"Windsor West/Windsor-Ouest"," 53","Windsor",3,2,11,64,1,0,1,82,266
35102,"Windsor West/Windsor-Ouest"," 54","Windsor",2,21,7,82,1,0,3,116,467
35102,"Windsor West/Windsor-Ouest"," 55","Windsor",9,18,6,97,0,2,0,132,387
35102,"Windsor West/Windsor-Ouest"," 56","Windsor",3,10,12,101,1,0,1,128,397
35102,"Windsor West/Windsor-Ouest"," 57","Windsor",5,12,17,58,0,0,0,92,306
35102,"Windsor West/Windsor-Ouest"," 58","Windsor",1,15,14,97,0,0,0,127,356
35102,"Windsor West/Windsor-Ouest"," 59","Windsor",4,27,34,92,0,0,3,160,347
35102,"Windsor West/Windsor-Ouest"," 60","Windsor",7,16,12,72,0,0,0,107,278
35102,"Windsor West/Windsor-Ouest"," 61","Windsor",7,16,34,137,1,0,1,196,460
35102,"Windsor West/Windsor-Ouest"," 62","Windsor",7,18,18,132,0,0,0,175,402
35102,"Windsor West/Windsor-Ouest"," 63","Windsor",15,16,31,144,1,0,1,208,386
35102,"Windsor West/Windsor-Ouest"," 64","Windsor",11,23,29,134,1,0,3,201,403
35102,"Windsor West/Windsor-Ouest"," 65","Windsor",8,33,38,124,0,3,0,206,360
35102,"Windsor West/Windsor-Ouest"," 66","Windsor",12,37,26,85,1,2,2,165,508
35102,"Windsor West/Windsor-Ouest"," 67","Windsor",7,14,24,92,0,0,2,139,361
35102,"Windsor West/Windsor-Ouest"," 68","Windsor",4,10,8,33,1,1,0,57,255
35102,"Windsor West/Windsor-Ouest"," 69","Windsor",2,25,17,51,0,2,0,97,256
35102,"Windsor West/Windsor-Ouest"," 70","Windsor",4,15,12,36,1,0,1,69,278
35102,"Windsor West/Windsor-Ouest"," 71","Windsor",8,24,16,44,1,0,3,96,337
35102,"Windsor West/Windsor-Ouest"," 72","Windsor",8,17,16,74,0,1,4,120,332
35102,"Windsor West/Windsor-Ouest"," 73","Windsor",9,16,24,84,0,0,0,133,429
35102,"Windsor West/Windsor-Ouest"," 74","Windsor",9,18,18,105,0,0,0,150,400
35102,"Windsor West/Windsor-Ouest"," 75","Windsor",6,26,20,83,0,1,0,136,373
35102,"Windsor West/Windsor-Ouest"," 76","Windsor",5,22,11,103,1,0,0,142,331
35102,"Windsor West/Windsor-Ouest"," 77","Windsor",5,8,11,42,0,0,0,66,230
35102,"Windsor West/Windsor-Ouest"," 78","Windsor",5,14,14,85,1,0,0,119,258
35102,"Windsor West/Windsor-Ouest"," 79","Windsor",6,22,30,149,2,1,2,212,404
35102,"Windsor West/Windsor-Ouest"," 80","Windsor",4,10,23,119,0,0,4,160,368
35102,"Windsor West/Windsor-Ouest"," 81","Windsor",2,16,15,73,0,0,1,107,275
35102,"Windsor West/Windsor-Ouest"," 82","Windsor",6,14,14,57,1,0,0,92,251
35102,"Windsor West/Windsor-Ouest"," 83","Windsor",13,34,36,88,0,0,1,172,410
35102,"Windsor West/Windsor-Ouest"," 84","Windsor",11,44,32,101,2,1,0,191,476
35102,"Windsor West/Windsor-Ouest"," 85","Windsor",8,34,23,60,0,0,0,125,353
35102,"Windsor West/Windsor-Ouest"," 86","Windsor",19,46,33,99,1,0,2,200,451
35102,"Windsor West/Windsor-Ouest"," 87","Windsor",15,20,28,79,0,2,0,144,367
35102,"Windsor West/Windsor-Ouest"," 88","Windsor",15,38,44,55,2,1,0,155,323
35102,"Windsor West/Windsor-Ouest"," 89","Windsor",10,22,17,64,0,0,0,113,295
35102,"Windsor West/Windsor-Ouest"," 90","Windsor",7,20,20,28,0,0,2,77,222
35102,"Windsor West/Windsor-Ouest"," 91","Windsor",17,17,33,83,0,1,0,151,311
35102,"Windsor West/Windsor-Ouest"," 92","Windsor",10,26,29,126,0,0,0,191,386
35102,"Windsor West/Windsor-Ouest"," 93","Windsor",19,43,33,94,0,1,0,190,365
35102,"Windsor West/Windsor-Ouest"," 94","Windsor",15,22,31,91,0,0,2,161,356
35102,"Windsor West/Windsor-Ouest"," 95","Windsor",14,40,50,74,0,0,0,178,307
35102,"Windsor West/Windsor-Ouest"," 96","Windsor",28,44,43,105,0,0,1,221,374
35102,"Windsor West/Windsor-Ouest"," 97","Windsor",10,43,70,89,0,1,1,214,382
35102,"Windsor West/Windsor-Ouest"," 98","Windsor",27,36,65,96,0,0,0,224,381
35102,"Windsor West/Windsor-Ouest"," 99","Windsor",14,31,60,69,0,0,1,175,296
35102,"Windsor West/Windsor-Ouest"," 100","Windsor",17,44,48,102,0,0,1,212,371
35102,"Windsor West/Windsor-Ouest"," 101","Windsor",10,33,43,73,0,1,2,162,331
35102,"Windsor West/Windsor-Ouest"," 102","Windsor",17,34,55,91,1,0,2,200,398
35102,"Windsor West/Windsor-Ouest"," 103","Windsor",8,26,39,124,0,0,1,198,420
35102,"Windsor West/Windsor-Ouest"," 104","Windsor",9,15,39,105,0,0,0,168,383
35102,"Windsor West/Windsor-Ouest"," 105","Windsor",7,22,31,136,1,1,1,199,391
35102,"Windsor West/Windsor-Ouest"," 106","Windsor",14,29,42,125,1,0,0,211,431
35102,"Windsor West/Windsor-Ouest"," 107","Windsor",12,24,38,128,2,0,0,204,440
35102,"Windsor West/Windsor-Ouest"," 108","Windsor",10,33,37,117,0,1,2,200,507
35102,"Windsor West/Windsor-Ouest"," 109","Windsor",16,34,43,130,1,1,4,229,494
35102,"Windsor West/Windsor-Ouest"," 110","Windsor",12,12,37,140,2,1,0,204,459
35102,"Windsor West/Windsor-Ouest"," 111","Windsor",0,4,11,24,0,0,0,39,124
35102,"Windsor West/Windsor-Ouest"," 112","Windsor",5,9,30,85,2,1,0,132,327
35102,"Windsor West/Windsor-Ouest"," 113","Windsor",4,43,30,87,0,0,0,164,418
35102,"Windsor West/Windsor-Ouest"," 114","Windsor",8,60,46,111,1,1,0,227,499
35102,"Windsor West/Windsor-Ouest"," 115","Windsor",3,19,22,49,1,2,0,96,283
35102,"Windsor West/Windsor-Ouest"," 116","Windsor",6,16,18,98,1,2,2,143,357
35102,"Windsor West/Windsor-Ouest"," 117","Windsor",3,22,32,77,2,0,2,138,324
35102,"Windsor West/Windsor-Ouest"," 118","Windsor",13,23,36,166,0,0,3,241,500
35102,"Windsor West/Windsor-Ouest"," 119","Windsor",10,57,25,81,0,0,6,179,313
35102,"Windsor West/Windsor-Ouest"," 120","Windsor",10,20,19,74,2,1,1,127,315
35102,"Windsor West/Windsor-Ouest"," 121","Windsor",9,27,20,77,0,2,2,137,386
35102,"Windsor West/Windsor-Ouest"," 122","Windsor",4,16,43,84,0,0,2,149,227
35102,"Windsor West/Windsor-Ouest"," 123","Windsor",5,39,28,55,0,1,2,130,213
35102,"Windsor West/Windsor-Ouest"," 124","Windsor",8,30,56,116,0,4,3,217,568
35102,"Windsor West/Windsor-Ouest"," 125","Windsor",6,16,35,100,2,1,0,160,360
35102,"Windsor West/Windsor-Ouest"," 126","Windsor",9,36,42,161,0,0,0,248,555
35102,"Windsor West/Windsor-Ouest"," 127","Windsor",11,41,51,151,1,0,5,260,572
35102,"Windsor West/Windsor-Ouest"," 128","Windsor",11,19,30,148,0,1,1,210,445
35102,"Windsor West/Windsor-Ouest"," 129","Windsor",11,14,18,90,0,0,0,133,342
35102,"Windsor West/Windsor-Ouest"," 130","Windsor",5,15,20,46,1,0,0,87,272
35102,"Windsor West/Windsor-Ouest"," 131","Windsor",3,18,31,58,1,0,0,111,233
35102,"Windsor West/Windsor-Ouest"," 132","Windsor",9,21,34,100,0,0,3,167,410
35102,"Windsor West/Windsor-Ouest"," 133","Windsor",9,29,44,113,1,1,2,199,579
35102,"Windsor West/Windsor-Ouest"," 133-1","Windsor",8,35,50,97,1,1,1,193,544
35102,"Windsor West/Windsor-Ouest"," 134","Windsor",6,16,34,88,0,0,1,145,429
35102,"Windsor West/Windsor-Ouest"," 135","Windsor",15,28,23,93,0,0,1,160,400
35102,"Windsor West/Windsor-Ouest"," 135-1","Windsor",10,24,53,104,1,0,2,194,465
35102,"Windsor West/Windsor-Ouest"," 136","Windsor",3,24,36,107,0,0,1,171,495
35102,"Windsor West/Windsor-Ouest"," 137","Windsor",11,63,70,92,0,1,0,237,542
35102,"Windsor West/Windsor-Ouest"," 138","Windsor",8,70,118,57,0,0,2,255,492
35102,"Windsor West/Windsor-Ouest"," 139","Windsor",10,48,49,150,1,0,2,260,623
35102,"Windsor West/Windsor-Ouest"," 140","Windsor",7,56,61,97,0,1,4,226,450
35102,"Windsor West/Windsor-Ouest"," 141","Windsor",11,61,35,120,2,1,3,233,435
35102,"Windsor West/Windsor-Ouest"," 142","Windsor",5,21,18,89,1,0,5,139,408
35102,"Windsor West/Windsor-Ouest"," 143","Windsor",5,39,26,185,0,0,0,255,705
35102,"Windsor West/Windsor-Ouest"," 144","Windsor",11,43,45,125,0,0,0,224,592
35102,"Windsor West/Windsor-Ouest"," 145","Windsor",3,17,41,41,0,0,1,103,254
35102,"Windsor West/Windsor-Ouest"," 146","Windsor",7,27,45,63,0,1,2,145,247
35102,"Windsor West/Windsor-Ouest"," 147","Windsor",10,49,56,146,0,0,3,264,574
35102,"Windsor West/Windsor-Ouest"," 148","Windsor",13,71,49,117,0,1,2,253,565
35102,"Windsor West/Windsor-Ouest"," 149","Windsor",5,40,51,132,1,1,2,232,683
35102,"Windsor West/Windsor-Ouest"," 150","Windsor",6,19,50,85,0,0,0,160,519
35102,"Windsor West/Windsor-Ouest"," 151","Windsor",15,34,60,159,0,1,2,271,565
35102,"Windsor West/Windsor-Ouest"," 152","Windsor",14,56,47,115,0,1,0,233,479
35102,"Windsor West/Windsor-Ouest"," 153","Windsor",13,33,38,130,0,0,0,214,446
35102,"Windsor West/Windsor-Ouest"," 154","Windsor",Void/Supprimé,,,,,,,,
35102,"Windsor West/Windsor-Ouest"," 155","Windsor",6,37,68,130,0,0,3,244,533
35102,"Windsor West/Windsor-Ouest"," 156","Windsor",11,39,49,76,0,0,0,175,323
35102,"Windsor West/Windsor-Ouest"," 157","Windsor",10,47,39,83,0,2,4,185,335
35102,"Windsor West/Windsor-Ouest"," 158","Windsor",12,27,38,65,0,0,0,142,281
35102,"Windsor West/Windsor-Ouest"," 159","Windsor",9,42,35,115,0,0,2,203,396
35102,"Windsor West/Windsor-Ouest"," 160","Windsor",10,64,81,116,0,1,2,274,523
35102,"Windsor West/Windsor-Ouest"," 161","Windsor",10,45,39,55,0,1,0,150,281
35102,"Windsor West/Windsor-Ouest"," 162","Windsor",11,24,39,41,0,0,3,118,222
35102,"Windsor West/Windsor-Ouest"," 163","Windsor",9,49,64,107,0,0,0,229,417
35102,"Windsor West/Windsor-Ouest"," 164","Windsor",17,29,73,110,1,0,1,231,429
35102,"Windsor West/Windsor-Ouest"," 165","Windsor",16,42,48,103,0,0,2,211,445
35102,"Windsor West/Windsor-Ouest"," 166","Windsor",10,17,34,89,0,0,0,150,265
35102,"Windsor West/Windsor-Ouest"," 167","Windsor",8,42,47,89,0,1,1,188,318
35102,"Windsor West/Windsor-Ouest"," 168","Windsor",6,36,44,42,0,0,1,129,252
35102,"Windsor West/Windsor-Ouest"," 169","Windsor",9,41,52,97,0,0,1,200,374
35102,"Windsor West/Windsor-Ouest"," 170","Windsor",6,16,38,57,4,1,1,123,239
35102,"Windsor West/Windsor-Ouest"," 171","Windsor",9,20,48,94,0,0,0,171,368
35102,"Windsor West/Windsor-Ouest"," 172","Windsor",21,44,58,95,0,0,0,218,412
35102,"Windsor West/Windsor-Ouest"," 173","Windsor",9,53,71,86,0,1,0,220,452
35102,"Windsor West/Windsor-Ouest"," 174","Windsor",5,7,18,38,0,0,0,68,231
35102,"Windsor West/Windsor-Ouest"," 175","Windsor",4,35,38,88,1,1,1,168,336
35102,"Windsor West/Windsor-Ouest"," 176","Windsor",10,30,57,95,0,1,0,193,422
35102,"Windsor West/Windsor-Ouest"," 177","Windsor",9,27,49,72,1,0,1,159,294
35102,"Windsor West/Windsor-Ouest"," 178A","Windsor",8,46,81,118,2,0,0,255,430
35102,"Windsor West/Windsor-Ouest"," 178B","Windsor",4,5,7,33,0,1,0,50,164
35102,"Windsor West/Windsor-Ouest"," 179","Windsor",4,46,58,93,0,0,2,203,448
35102,"Windsor West/Windsor-Ouest"," 180","Windsor",14,39,57,98,0,0,1,209,403
35102,"Windsor West/Windsor-Ouest"," 181","Windsor",8,36,46,52,0,0,1,143,323
35102,"Windsor West/Windsor-Ouest"," 182","Windsor",21,58,56,85,0,0,0,220,433
35102,"Windsor West/Windsor-Ouest"," 183","Windsor",20,23,53,117,0,1,0,214,386
35102,"Windsor West/Windsor-Ouest"," 184","Windsor",20,30,55,124,0,0,0,229,420
35102,"Windsor West/Windsor-Ouest"," 185","Windsor",14,30,67,112,0,0,0,223,386
35102,"Windsor West/Windsor-Ouest"," 186","Windsor",14,37,71,94,1,0,0,217,367
35102,"Windsor West/Windsor-Ouest"," 187","Windsor",13,16,50,71,0,1,0,151,288
35102,"Windsor West/Windsor-Ouest"," 188","Windsor",12,42,83,103,0,0,0,240,478
35102,"Windsor West/Windsor-Ouest"," 189","Windsor",10,36,60,55,1,0,0,162,310
35102,"Windsor West/Windsor-Ouest"," 190","Windsor",12,40,61,91,0,1,0,205,442
35102,"Windsor West/Windsor-Ouest"," 191","Windsor",9,33,35,78,0,0,0,155,333
35102,"Windsor West/Windsor-Ouest"," 192","Windsor",4,49,46,66,1,0,0,166,345
35102,"Windsor West/Windsor-Ouest"," 193","Windsor",11,37,34,120,0,3,3,208,392
35102,"Windsor West/Windsor-Ouest"," 194","Windsor",5,30,52,98,0,0,0,185,343
35102,"Windsor West/Windsor-Ouest"," 195","Windsor",22,46,49,104,0,1,2,224,463
35102,"Windsor West/Windsor-Ouest"," 196","Windsor",15,41,65,106,0,1,0,228,589
35102,"Windsor West/Windsor-Ouest"," 197","Windsor",10,41,59,107,1,0,1,219,535
35102,"Windsor West/Windsor-Ouest"," 198","Windsor",15,31,70,76,2,0,2,196,500
35102,"Windsor West/Windsor-Ouest"," 199A","Windsor",4,14,48,76,0,0,0,142,446
35102,"Windsor West/Windsor-Ouest"," 199B","Windsor",7,38,37,80,2,0,0,164,435
35102,"Windsor West/Windsor-Ouest"," 199-1A","Windsor",2,8,15,64,0,0,0,89,320
35102,"Windsor West/Windsor-Ouest"," 199-1B","Windsor",4,9,26,63,0,0,0,102,290
35102,"Windsor West/Windsor-Ouest"," 199-2A","Windsor",5,13,38,60,0,0,0,116,349
35102,"Windsor West/Windsor-Ouest"," 199-2B","Windsor",2,11,20,63,0,0,0,96,334
35102,"Windsor West/Windsor-Ouest"," 200","Windsor",4,36,28,46,0,0,0,114,328
35102,"Windsor West/Windsor-Ouest"," 201","Windsor",3,61,87,78,0,0,3,232,473
35102,"Windsor West/Windsor-Ouest"," 202","Windsor",10,80,119,72,0,0,1,282,584
35102,"Windsor West/Windsor-Ouest"," 203","Windsor",20,53,107,117,0,0,0,297,560
35102,"Windsor West/Windsor-Ouest"," 204","Windsor",3,36,85,93,0,0,1,218,477
35102,"Windsor West/Windsor-Ouest"," 205","Windsor",6,38,51,108,0,1,0,204,470
35102,"Windsor West/Windsor-Ouest"," 205-1","Windsor",3,60,85,54,0,0,1,203,501
35102,"Windsor West/Windsor-Ouest"," 400","Windsor",Void/Supprimé,,,,,,,,
35102,"Windsor West/Windsor-Ouest"," 401","Windsor",Merged with No. 38/Fusionné avec le nº 38,,,,,,,,2
35102,"Windsor West/Windsor-Ouest"," 402","Windsor",6,22,37,41,0,0,0,106,187
35102,"Windsor West/Windsor-Ouest"," 403","Windsor",13,37,33,66,1,1,2,153,250
35102,"Windsor West/Windsor-Ouest"," 404","Windsor",Merged with No. 403/Fusionné avec le nº 403,,,,,,,,168
35102,"Windsor West/Windsor-Ouest"," 405","Windsor",Void/Supprimé,,,,,,,,
35102,"Windsor West/Windsor-Ouest"," 406","Windsor",9,40,28,62,1,1,7,148,281
35102,"Windsor West/Windsor-Ouest"," 407","Windsor",4,45,43,34,0,0,3,129,189
35102,"Windsor West/Windsor-Ouest"," 408","Windsor",5,30,18,76,2,2,3,136,257
35102,"Windsor West/Windsor-Ouest"," 409","Windsor",9,36,21,115,2,1,8,192,349
35102,"Windsor West/Windsor-Ouest"," 500","Mobile poll/Bureau itinérant",2,12,6,25,2,0,0,47,155
35102,"Windsor West/Windsor-Ouest"," 501","Mobile poll/Bureau itinérant",5,12,15,28,1,0,1,62,167
35102,"Windsor West/Windsor-Ouest"," 502","Mobile poll/Bureau itinérant",9,29,12,29,0,1,0,80,150
35102,"Windsor West/Windsor-Ouest"," 503","Mobile poll/Bureau itinérant",6,21,25,48,0,0,4,104,268
35102,"Windsor West/Windsor-Ouest"," 600","Windsor",14,44,42,162,1,1,3,267,
35102,"Windsor West/Windsor-Ouest"," 601","Windsor",17,60,54,158,1,2,7,299,
35102,"Windsor West/Windsor-Ouest"," 602","Windsor",12,43,38,183,1,1,1,279,
35102,"Windsor West/Windsor-Ouest"," 603","Windsor",9,65,50,162,3,4,0,293,
35102,"Windsor West/Windsor-Ouest"," 604","Windsor",16,58,70,127,0,0,1,272,
35102,"Windsor West/Windsor-Ouest"," 605","Windsor",12,81,107,225,0,2,1,428,
35102,"Windsor West/Windsor-Ouest"," 606","Windsor",21,50,75,180,1,0,4,331,
35102,"Windsor West/Windsor-Ouest"," 607","Windsor",40,155,213,333,1,0,5,747,
35102,"Windsor West/Windsor-Ouest"," 608","Windsor",30,167,270,307,1,0,3,778,
35102,"Windsor West/Windsor-Ouest",,Group 1/Groupe 1,7,35,41,38,0,0,5,126,231
35102,"Windsor West/Windsor-Ouest",,Group 2/Groupe 2,14,79,84,247,0,1,8,433,

