Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dorian Baxter,Lois Brown,Glenn Hubbers,Tim Jones,Ray Luff,Mike Seaward,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35053,"Newmarket--Aurora/Newmarket--Aurora"," 24","Newmarket",3,126,18,107,3,16,0,273,481
35053,"Newmarket--Aurora/Newmarket--Aurora"," 25","Newmarket",2,127,21,94,0,25,0,269,451
35053,"Newmarket--Aurora/Newmarket--Aurora"," 26","Newmarket",8,138,27,98,1,16,3,291,448
35053,"Newmarket--Aurora/Newmarket--Aurora"," 27","Newmarket",5,138,22,88,0,8,0,261,420
35053,"Newmarket--Aurora/Newmarket--Aurora"," 28","Newmarket",3,145,22,86,6,29,0,291,501
35053,"Newmarket--Aurora/Newmarket--Aurora"," 29","Newmarket",3,152,31,74,1,22,1,284,437
35053,"Newmarket--Aurora/Newmarket--Aurora"," 30","Newmarket",3,70,9,46,0,17,1,146,269
35053,"Newmarket--Aurora/Newmarket--Aurora"," 31","Newmarket",3,81,13,73,0,20,1,191,345
35053,"Newmarket--Aurora/Newmarket--Aurora"," 32","Newmarket",10,115,18,64,1,25,2,235,427
35053,"Newmarket--Aurora/Newmarket--Aurora"," 33","Newmarket",3,123,23,68,4,28,3,252,423
35053,"Newmarket--Aurora/Newmarket--Aurora"," 34","Newmarket",3,96,24,83,1,20,0,227,394
35053,"Newmarket--Aurora/Newmarket--Aurora"," 35","Newmarket",0,107,20,57,0,26,0,210,366
35053,"Newmarket--Aurora/Newmarket--Aurora"," 36","Newmarket",5,79,15,62,0,14,0,175,372
35053,"Newmarket--Aurora/Newmarket--Aurora"," 37","Newmarket",6,66,15,45,1,13,1,147,316
35053,"Newmarket--Aurora/Newmarket--Aurora"," 38","Newmarket",4,83,15,68,2,22,0,194,451
35053,"Newmarket--Aurora/Newmarket--Aurora"," 39","Newmarket",5,42,5,27,3,27,0,109,335
35053,"Newmarket--Aurora/Newmarket--Aurora"," 40","Newmarket",7,55,11,24,2,22,0,121,339
35053,"Newmarket--Aurora/Newmarket--Aurora"," 41","Newmarket",10,46,16,21,0,40,2,135,367
35053,"Newmarket--Aurora/Newmarket--Aurora"," 42","Newmarket",6,56,19,41,1,15,0,138,268
35053,"Newmarket--Aurora/Newmarket--Aurora"," 43","Newmarket",7,108,22,51,1,15,2,206,339
35053,"Newmarket--Aurora/Newmarket--Aurora"," 44","Newmarket",5,173,23,84,0,20,0,305,515
35053,"Newmarket--Aurora/Newmarket--Aurora"," 45","Newmarket",5,149,25,74,1,21,4,279,477
35053,"Newmarket--Aurora/Newmarket--Aurora"," 46","Newmarket",1,97,20,50,1,19,0,188,299
35053,"Newmarket--Aurora/Newmarket--Aurora"," 47","Newmarket",5,73,16,44,2,29,0,169,367
35053,"Newmarket--Aurora/Newmarket--Aurora"," 48","Newmarket",5,90,22,60,0,13,0,190,355
35053,"Newmarket--Aurora/Newmarket--Aurora"," 49","Newmarket",0,95,27,31,2,24,0,179,408
35053,"Newmarket--Aurora/Newmarket--Aurora"," 50","Newmarket",5,85,27,56,1,32,0,206,422
35053,"Newmarket--Aurora/Newmarket--Aurora"," 51","Newmarket",4,62,12,30,5,11,1,125,289
35053,"Newmarket--Aurora/Newmarket--Aurora"," 52","Newmarket",8,75,29,52,1,34,2,201,424
35053,"Newmarket--Aurora/Newmarket--Aurora"," 53","Newmarket",5,78,15,61,1,35,0,195,370
35053,"Newmarket--Aurora/Newmarket--Aurora"," 54","Newmarket",4,72,29,72,1,32,0,210,410
35053,"Newmarket--Aurora/Newmarket--Aurora"," 55","Newmarket",1,48,7,32,0,30,0,118,270
35053,"Newmarket--Aurora/Newmarket--Aurora"," 56","Newmarket",6,155,31,63,2,34,1,292,510
35053,"Newmarket--Aurora/Newmarket--Aurora"," 57","Newmarket",7,129,22,94,0,18,0,270,417
35053,"Newmarket--Aurora/Newmarket--Aurora"," 58","Newmarket",8,112,11,44,2,22,0,199,384
35053,"Newmarket--Aurora/Newmarket--Aurora"," 59","Newmarket",7,98,28,54,0,18,0,205,365
35053,"Newmarket--Aurora/Newmarket--Aurora"," 60","Newmarket",7,98,15,51,1,13,0,185,293
35053,"Newmarket--Aurora/Newmarket--Aurora"," 61","Newmarket",4,93,7,69,0,23,0,196,290
35053,"Newmarket--Aurora/Newmarket--Aurora"," 62","Newmarket",1,83,21,61,1,17,0,184,334
35053,"Newmarket--Aurora/Newmarket--Aurora"," 63","Newmarket",7,78,16,61,5,20,2,189,313
35053,"Newmarket--Aurora/Newmarket--Aurora"," 64","Newmarket",5,43,9,21,0,6,0,84,214
35053,"Newmarket--Aurora/Newmarket--Aurora"," 65","Newmarket",11,96,22,55,0,21,1,206,411
35053,"Newmarket--Aurora/Newmarket--Aurora"," 66","Newmarket",7,95,20,36,2,29,1,190,376
35053,"Newmarket--Aurora/Newmarket--Aurora"," 67","Newmarket",2,101,13,56,2,22,1,197,400
35053,"Newmarket--Aurora/Newmarket--Aurora"," 68","Newmarket",1,66,13,58,2,15,0,155,267
35053,"Newmarket--Aurora/Newmarket--Aurora"," 69","Newmarket",1,91,15,50,1,15,0,173,325
35053,"Newmarket--Aurora/Newmarket--Aurora"," 70","Newmarket",7,64,32,62,1,19,0,185,304
35053,"Newmarket--Aurora/Newmarket--Aurora"," 71","Newmarket",3,67,20,65,0,22,0,177,346
35053,"Newmarket--Aurora/Newmarket--Aurora"," 72","Newmarket",2,78,19,50,1,15,0,165,341
35053,"Newmarket--Aurora/Newmarket--Aurora"," 73","Newmarket",8,48,14,42,0,14,2,128,328
35053,"Newmarket--Aurora/Newmarket--Aurora"," 74","Newmarket",5,56,20,49,0,19,0,149,349
35053,"Newmarket--Aurora/Newmarket--Aurora"," 75","Newmarket",6,71,22,66,2,30,0,197,441
35053,"Newmarket--Aurora/Newmarket--Aurora"," 76","Newmarket",5,35,18,36,0,23,1,118,320
35053,"Newmarket--Aurora/Newmarket--Aurora"," 77","Newmarket",3,73,35,87,1,25,0,224,370
35053,"Newmarket--Aurora/Newmarket--Aurora"," 78","Newmarket",1,64,23,67,0,13,0,168,305
35053,"Newmarket--Aurora/Newmarket--Aurora"," 79","Newmarket",1,95,12,60,0,14,2,184,329
35053,"Newmarket--Aurora/Newmarket--Aurora"," 80","Newmarket",4,108,21,87,0,27,3,250,415
35053,"Newmarket--Aurora/Newmarket--Aurora"," 81","Newmarket",4,88,27,61,1,26,2,209,406
35053,"Newmarket--Aurora/Newmarket--Aurora"," 82","Newmarket",5,103,14,72,0,15,0,209,350
35053,"Newmarket--Aurora/Newmarket--Aurora"," 83","Newmarket",0,89,28,64,0,20,2,203,332
35053,"Newmarket--Aurora/Newmarket--Aurora"," 84","Newmarket",9,81,25,62,1,21,1,200,350
35053,"Newmarket--Aurora/Newmarket--Aurora"," 85","Newmarket",4,91,36,77,0,25,0,233,370
35053,"Newmarket--Aurora/Newmarket--Aurora"," 86","Newmarket",2,75,18,47,0,22,1,165,240
35053,"Newmarket--Aurora/Newmarket--Aurora"," 87","Newmarket",2,101,19,62,1,28,0,213,371
35053,"Newmarket--Aurora/Newmarket--Aurora"," 88","Newmarket",2,90,23,66,1,15,1,198,311
35053,"Newmarket--Aurora/Newmarket--Aurora"," 89","Newmarket",4,142,14,81,1,30,1,273,446
35053,"Newmarket--Aurora/Newmarket--Aurora"," 90","Newmarket",3,76,24,43,1,25,1,173,332
35053,"Newmarket--Aurora/Newmarket--Aurora"," 91","Newmarket",8,116,17,103,0,35,1,280,554
35053,"Newmarket--Aurora/Newmarket--Aurora"," 92","Newmarket",2,89,17,79,0,21,0,208,387
35053,"Newmarket--Aurora/Newmarket--Aurora"," 93","Newmarket",5,103,13,98,0,15,1,235,396
35053,"Newmarket--Aurora/Newmarket--Aurora"," 94","Newmarket",6,115,21,74,0,28,0,244,400
35053,"Newmarket--Aurora/Newmarket--Aurora"," 94-1","Newmarket",4,83,9,49,1,15,0,161,291
35053,"Newmarket--Aurora/Newmarket--Aurora"," 95","Newmarket",8,79,22,110,3,19,0,241,472
35053,"Newmarket--Aurora/Newmarket--Aurora"," 96","Newmarket",6,109,17,95,0,16,0,243,415
35053,"Newmarket--Aurora/Newmarket--Aurora"," 97A","Newmarket",7,62,12,45,0,13,0,139,285
35053,"Newmarket--Aurora/Newmarket--Aurora"," 97B","Newmarket",2,51,23,48,0,12,1,137,302
35053,"Newmarket--Aurora/Newmarket--Aurora"," 98","Newmarket",4,117,17,74,1,28,0,241,395
35053,"Newmarket--Aurora/Newmarket--Aurora"," 99","Newmarket",4,113,21,98,1,11,0,248,408
35053,"Newmarket--Aurora/Newmarket--Aurora"," 100","Newmarket",12,96,28,74,2,54,3,269,524
35053,"Newmarket--Aurora/Newmarket--Aurora"," 101","Newmarket",2,110,11,89,0,8,0,220,401
35053,"Newmarket--Aurora/Newmarket--Aurora"," 102","Newmarket",3,96,22,65,2,19,1,208,416
35053,"Newmarket--Aurora/Newmarket--Aurora"," 103","Newmarket",4,146,15,79,2,26,1,273,412
35053,"Newmarket--Aurora/Newmarket--Aurora"," 104","Newmarket",6,101,21,76,1,20,0,225,362
35053,"Newmarket--Aurora/Newmarket--Aurora"," 105","Newmarket",6,90,17,87,2,24,0,226,363
35053,"Newmarket--Aurora/Newmarket--Aurora"," 106","Newmarket",9,83,21,91,2,24,0,230,413
35053,"Newmarket--Aurora/Newmarket--Aurora"," 107","Newmarket",6,129,23,94,0,27,1,280,519
35053,"Newmarket--Aurora/Newmarket--Aurora"," 108","Newmarket",7,143,21,82,1,27,2,283,338
35053,"Newmarket--Aurora/Newmarket--Aurora"," 109","Newmarket",5,112,26,69,0,36,0,248,540
35053,"Newmarket--Aurora/Newmarket--Aurora"," 110A","Newmarket",4,178,19,97,0,17,3,318,503
35053,"Newmarket--Aurora/Newmarket--Aurora"," 110B","Newmarket",Merged with No. 108/Fusionné avec le nº 108,,,,,,,,199
35053,"Newmarket--Aurora/Newmarket--Aurora"," 111","Newmarket",6,184,12,97,0,5,0,304,516
35053,"Newmarket--Aurora/Newmarket--Aurora"," 112","Newmarket",3,116,6,60,1,21,0,207,366
35053,"Newmarket--Aurora/Newmarket--Aurora"," 113A","Newmarket",3,85,5,65,1,19,0,178,351
35053,"Newmarket--Aurora/Newmarket--Aurora"," 113B","Newmarket",4,93,6,72,3,26,2,206,332
35053,"Newmarket--Aurora/Newmarket--Aurora"," 114","Newmarket",7,123,19,75,1,22,0,247,417
35053,"Newmarket--Aurora/Newmarket--Aurora"," 115","Newmarket",2,130,8,51,0,7,1,199,337
35053,"Newmarket--Aurora/Newmarket--Aurora"," 116","Newmarket",7,117,9,82,0,10,1,226,378
35053,"Newmarket--Aurora/Newmarket--Aurora"," 116-1","Newmarket",2,106,7,68,0,12,0,195,357
35053,"Newmarket--Aurora/Newmarket--Aurora"," 117","Newmarket",2,156,16,93,0,6,0,273,447
35053,"Newmarket--Aurora/Newmarket--Aurora"," 118","Newmarket",1,122,7,82,1,8,0,221,361
35053,"Newmarket--Aurora/Newmarket--Aurora"," 119","Newmarket",5,138,14,74,2,9,2,244,492
35053,"Newmarket--Aurora/Newmarket--Aurora"," 120","Aurora",0,66,10,56,0,6,0,138,255
35053,"Newmarket--Aurora/Newmarket--Aurora"," 120-1","Aurora",7,142,12,72,1,7,1,242,391
35053,"Newmarket--Aurora/Newmarket--Aurora"," 121","Aurora",2,107,10,88,0,5,0,212,355
35053,"Newmarket--Aurora/Newmarket--Aurora"," 122","Aurora",2,86,11,89,0,10,1,199,322
35053,"Newmarket--Aurora/Newmarket--Aurora"," 123","Aurora",2,107,13,88,1,14,2,227,366
35053,"Newmarket--Aurora/Newmarket--Aurora"," 124","Aurora",4,125,25,105,1,20,1,281,405
35053,"Newmarket--Aurora/Newmarket--Aurora"," 125","Aurora",3,94,24,87,1,22,0,231,397
35053,"Newmarket--Aurora/Newmarket--Aurora"," 126","Aurora",Void/Supprimé,,,,,,,,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 127","Aurora",4,113,21,121,1,14,0,274,431
35053,"Newmarket--Aurora/Newmarket--Aurora"," 128","Aurora",2,137,20,124,1,12,0,296,478
35053,"Newmarket--Aurora/Newmarket--Aurora"," 129","Aurora",9,145,22,96,0,16,0,288,473
35053,"Newmarket--Aurora/Newmarket--Aurora"," 130","Aurora",3,120,26,98,0,20,1,268,441
35053,"Newmarket--Aurora/Newmarket--Aurora"," 131","Aurora",1,94,22,54,2,23,1,197,299
35053,"Newmarket--Aurora/Newmarket--Aurora"," 132","Aurora",2,86,27,93,0,30,1,239,408
35053,"Newmarket--Aurora/Newmarket--Aurora"," 133","Aurora",9,107,25,80,2,26,1,250,463
35053,"Newmarket--Aurora/Newmarket--Aurora"," 134","Aurora",6,88,21,74,0,19,2,210,383
35053,"Newmarket--Aurora/Newmarket--Aurora"," 135","Aurora",0,107,23,49,0,33,0,212,475
35053,"Newmarket--Aurora/Newmarket--Aurora"," 136","Aurora",4,122,23,137,0,10,0,296,461
35053,"Newmarket--Aurora/Newmarket--Aurora"," 137","Aurora",1,82,10,72,0,10,0,175,297
35053,"Newmarket--Aurora/Newmarket--Aurora"," 138","Aurora",5,40,15,38,2,24,0,124,365
35053,"Newmarket--Aurora/Newmarket--Aurora"," 138-1","Aurora",2,27,16,33,0,20,1,99,345
35053,"Newmarket--Aurora/Newmarket--Aurora"," 139","Aurora",4,62,18,63,1,17,0,165,384
35053,"Newmarket--Aurora/Newmarket--Aurora"," 140","Aurora",1,61,12,74,1,8,0,157,326
35053,"Newmarket--Aurora/Newmarket--Aurora"," 141","Aurora",1,120,13,67,1,13,1,216,355
35053,"Newmarket--Aurora/Newmarket--Aurora"," 141-1","Aurora",2,86,12,97,0,10,0,207,390
35053,"Newmarket--Aurora/Newmarket--Aurora"," 142A","Aurora",3,94,13,63,0,9,0,182,310
35053,"Newmarket--Aurora/Newmarket--Aurora"," 142B","Aurora",0,66,9,47,0,8,0,130,277
35053,"Newmarket--Aurora/Newmarket--Aurora"," 143","Aurora",4,84,23,59,0,7,2,179,330
35053,"Newmarket--Aurora/Newmarket--Aurora"," 144","Aurora",1,123,10,103,0,7,1,245,370
35053,"Newmarket--Aurora/Newmarket--Aurora"," 145","Aurora",1,101,24,97,1,20,0,244,371
35053,"Newmarket--Aurora/Newmarket--Aurora"," 146","Aurora",2,138,11,94,0,11,0,256,404
35053,"Newmarket--Aurora/Newmarket--Aurora"," 147","Aurora",1,108,8,67,3,8,0,195,305
35053,"Newmarket--Aurora/Newmarket--Aurora"," 148","Aurora",0,165,20,88,1,17,0,291,487
35053,"Newmarket--Aurora/Newmarket--Aurora"," 149","Aurora",4,111,29,112,1,28,1,286,443
35053,"Newmarket--Aurora/Newmarket--Aurora"," 150","Aurora",5,73,21,58,1,37,2,197,405
35053,"Newmarket--Aurora/Newmarket--Aurora"," 151","Aurora",10,98,14,85,0,20,1,228,475
35053,"Newmarket--Aurora/Newmarket--Aurora"," 152","Aurora",0,92,13,95,2,26,1,229,478
35053,"Newmarket--Aurora/Newmarket--Aurora"," 153","Aurora",5,73,18,62,0,22,0,180,372
35053,"Newmarket--Aurora/Newmarket--Aurora"," 154","Aurora",1,87,21,106,4,28,4,251,439
35053,"Newmarket--Aurora/Newmarket--Aurora"," 155","Aurora",4,100,27,99,0,22,0,252,421
35053,"Newmarket--Aurora/Newmarket--Aurora"," 156","Aurora",2,140,11,99,0,19,0,271,520
35053,"Newmarket--Aurora/Newmarket--Aurora"," 157","Aurora",2,95,12,101,1,18,1,230,374
35053,"Newmarket--Aurora/Newmarket--Aurora"," 158","Aurora",1,139,29,114,1,15,0,299,482
35053,"Newmarket--Aurora/Newmarket--Aurora"," 159A","Aurora",3,89,11,69,2,6,0,180,297
35053,"Newmarket--Aurora/Newmarket--Aurora"," 159B","Aurora",3,87,17,69,1,3,2,182,294
35053,"Newmarket--Aurora/Newmarket--Aurora"," 160","Aurora",2,141,26,94,0,26,0,289,477
35053,"Newmarket--Aurora/Newmarket--Aurora"," 161","Aurora",3,96,18,88,0,17,0,222,369
35053,"Newmarket--Aurora/Newmarket--Aurora"," 162","Aurora",5,124,21,118,1,12,1,282,444
35053,"Newmarket--Aurora/Newmarket--Aurora"," 163","Aurora",1,72,6,50,0,5,0,134,255
35053,"Newmarket--Aurora/Newmarket--Aurora"," 164","Aurora",3,98,15,71,0,20,1,208,438
35053,"Newmarket--Aurora/Newmarket--Aurora"," 165","Aurora",5,84,22,85,0,14,1,211,417
35053,"Newmarket--Aurora/Newmarket--Aurora"," 166","Aurora",2,70,9,49,1,12,1,144,275
35053,"Newmarket--Aurora/Newmarket--Aurora"," 167","Aurora",5,86,19,66,2,15,0,193,308
35053,"Newmarket--Aurora/Newmarket--Aurora"," 168","Aurora",6,114,24,112,0,12,2,270,425
35053,"Newmarket--Aurora/Newmarket--Aurora"," 169","Aurora",6,136,45,108,0,34,2,331,529
35053,"Newmarket--Aurora/Newmarket--Aurora"," 170","Aurora",0,115,26,91,0,14,2,248,411
35053,"Newmarket--Aurora/Newmarket--Aurora"," 171","Aurora",5,98,35,72,0,12,1,223,437
35053,"Newmarket--Aurora/Newmarket--Aurora"," 172","Aurora",2,89,18,56,1,19,0,185,303
35053,"Newmarket--Aurora/Newmarket--Aurora"," 172-1","Aurora",3,74,16,70,0,17,0,180,352
35053,"Newmarket--Aurora/Newmarket--Aurora"," 173","Aurora",3,88,23,81,0,11,1,207,389
35053,"Newmarket--Aurora/Newmarket--Aurora"," 173-1","Aurora",5,88,26,104,0,18,0,241,434
35053,"Newmarket--Aurora/Newmarket--Aurora"," 174","Aurora",1,85,13,69,2,15,1,186,348
35053,"Newmarket--Aurora/Newmarket--Aurora"," 175","Aurora",3,117,29,98,1,27,1,276,520
35053,"Newmarket--Aurora/Newmarket--Aurora"," 176","Aurora",2,121,31,95,1,17,3,270,511
35053,"Newmarket--Aurora/Newmarket--Aurora"," 177","Aurora",2,85,26,71,0,17,0,201,467
35053,"Newmarket--Aurora/Newmarket--Aurora"," 178","Aurora",2,76,15,74,0,17,1,185,401
35053,"Newmarket--Aurora/Newmarket--Aurora"," 179","Aurora",1,92,16,77,0,18,0,204,448
35053,"Newmarket--Aurora/Newmarket--Aurora"," 180","Aurora",3,61,15,69,0,10,0,158,305
35053,"Newmarket--Aurora/Newmarket--Aurora"," 180-1","Aurora",4,90,11,81,0,11,0,197,399
35053,"Newmarket--Aurora/Newmarket--Aurora"," 181","Aurora",4,70,18,99,4,26,1,222,446
35053,"Newmarket--Aurora/Newmarket--Aurora"," 181-1A","Aurora",6,92,4,75,0,24,0,201,445
35053,"Newmarket--Aurora/Newmarket--Aurora"," 181-1B","Aurora",3,84,7,101,1,23,1,220,453
35053,"Newmarket--Aurora/Newmarket--Aurora"," 181-1C","Aurora",3,78,9,76,1,15,0,182,422
35053,"Newmarket--Aurora/Newmarket--Aurora"," 182","Aurora",3,90,13,69,0,16,0,191,409
35053,"Newmarket--Aurora/Newmarket--Aurora"," 183","Aurora",2,121,22,97,3,23,1,269,517
35053,"Newmarket--Aurora/Newmarket--Aurora"," 184","Aurora",3,151,32,114,1,14,0,315,472
35053,"Newmarket--Aurora/Newmarket--Aurora"," 185","Aurora",4,79,33,95,1,22,1,235,387
35053,"Newmarket--Aurora/Newmarket--Aurora"," 186","Aurora",3,95,26,110,1,21,2,258,429
35053,"Newmarket--Aurora/Newmarket--Aurora"," 187","Aurora",1,97,22,108,2,12,0,242,464
35053,"Newmarket--Aurora/Newmarket--Aurora"," 188","Aurora",4,95,31,80,0,27,0,237,395
35053,"Newmarket--Aurora/Newmarket--Aurora"," 189A","Aurora",3,99,5,56,0,2,0,165,285
35053,"Newmarket--Aurora/Newmarket--Aurora"," 189B","Aurora",1,93,6,41,0,7,0,148,297
35053,"Newmarket--Aurora/Newmarket--Aurora"," 190","Aurora",1,103,7,58,0,6,0,175,325
35053,"Newmarket--Aurora/Newmarket--Aurora"," 191","Aurora",1,137,4,74,0,10,1,227,498
35053,"Newmarket--Aurora/Newmarket--Aurora"," 400","Aurora",2,18,4,21,1,1,4,51,186
35053,"Newmarket--Aurora/Newmarket--Aurora"," 500","Mobile poll/Bureau itinérant",4,72,11,47,1,18,6,159,205
35053,"Newmarket--Aurora/Newmarket--Aurora"," 501","Mobile poll/Bureau itinérant",14,24,4,37,2,10,1,92,220
35053,"Newmarket--Aurora/Newmarket--Aurora"," 502","Mobile poll/Bureau itinérant",6,66,3,34,0,9,2,120,186
35053,"Newmarket--Aurora/Newmarket--Aurora"," 503","Mobile poll/Bureau itinérant",8,47,6,23,1,5,1,91,181
35053,"Newmarket--Aurora/Newmarket--Aurora"," 504","Mobile poll/Bureau itinérant",6,43,3,43,0,11,1,107,166
35053,"Newmarket--Aurora/Newmarket--Aurora"," 505","Mobile poll/Bureau itinérant",0,24,0,17,2,4,4,51,109
35053,"Newmarket--Aurora/Newmarket--Aurora"," 600","Newmarket",3,243,25,126,2,14,0,413,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 601","Newmarket",8,244,30,144,4,29,1,460,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 602","Newmarket",9,206,31,104,4,38,1,393,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 603","Newmarket",18,316,36,182,0,45,2,599,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 604","Newmarket",12,279,39,179,2,49,1,561,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 605","Newmarket",6,200,22,138,2,22,0,390,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 606","Newmarket",7,198,24,112,1,16,1,359,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 607","Aurora",1,253,40,221,0,21,0,536,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 608","Aurora",8,333,53,258,1,30,0,683,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 609","Aurora",3,260,40,209,1,33,0,546,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 610","Aurora",0,171,26,146,1,34,1,379,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 611","Aurora",1,227,26,135,0,7,0,396,
35053,"Newmarket--Aurora/Newmarket--Aurora",,Group 1/Groupe 1,7,44,8,24,0,4,2,89,159
35053,"Newmarket--Aurora/Newmarket--Aurora",,Group 2/Groupe 2,8,296,47,221,0,47,8,627,

