Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jean-Pierre Bélisle,Yvon Breton,Nicole Demers,Alain Giguère,Alia Haddad,Eric Madelein,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24032,"Laval/Laval"," 40","Laval",43,0,71,23,53,9,7,206,369
24032,"Laval/Laval"," 41","Laval",21,2,82,24,62,9,5,205,397
24032,"Laval/Laval"," 42","Laval",43,1,97,28,74,5,5,253,391
24032,"Laval/Laval"," 43","Laval",49,1,81,38,45,4,0,218,330
24032,"Laval/Laval"," 44A","Laval",33,1,72,30,52,9,6,203,320
24032,"Laval/Laval"," 44B","Laval",24,0,53,31,66,7,5,186,325
24032,"Laval/Laval"," 45","Laval",61,2,118,41,69,7,2,300,451
24032,"Laval/Laval"," 46","Laval",36,0,47,24,67,6,0,180,358
24032,"Laval/Laval"," 47","Laval",40,0,87,27,72,14,1,241,431
24032,"Laval/Laval"," 48","Laval",28,1,91,20,51,13,10,214,408
24032,"Laval/Laval"," 49","Laval",47,0,80,34,80,12,3,256,416
24032,"Laval/Laval"," 50","Laval",37,1,63,23,68,4,2,198,399
24032,"Laval/Laval"," 51","Laval",28,0,72,24,42,4,5,175,344
24032,"Laval/Laval"," 52","Laval",40,0,49,29,58,3,2,181,311
24032,"Laval/Laval"," 53","Laval",56,1,103,29,68,5,1,263,467
24032,"Laval/Laval"," 54","Laval",27,0,73,27,97,11,1,236,386
24032,"Laval/Laval"," 55","Laval",41,1,73,23,46,8,3,195,367
24032,"Laval/Laval"," 56","Laval",37,1,71,31,105,7,1,253,452
24032,"Laval/Laval"," 57","Laval",Void/Supprimé,,,,,,,,
24032,"Laval/Laval"," 58","Laval",45,0,68,34,89,5,3,244,419
24032,"Laval/Laval"," 59","Laval",55,1,50,16,80,6,1,209,387
24032,"Laval/Laval"," 60","Laval",56,1,80,27,92,3,5,264,399
24032,"Laval/Laval"," 61","Laval",52,1,64,26,75,6,2,226,346
24032,"Laval/Laval"," 62","Laval",36,1,68,24,85,12,1,227,342
24032,"Laval/Laval"," 63","Laval",31,0,79,25,64,11,2,212,350
24032,"Laval/Laval"," 64","Laval",33,0,63,19,78,8,2,203,400
24032,"Laval/Laval"," 65","Laval",37,0,74,11,80,6,8,216,454
24032,"Laval/Laval"," 66","Laval",49,1,61,19,88,6,2,226,370
24032,"Laval/Laval"," 67","Laval",45,1,81,42,73,11,1,254,409
24032,"Laval/Laval"," 68","Laval",22,1,71,29,26,8,4,161,390
24032,"Laval/Laval"," 69","Laval",7,1,99,35,41,10,2,195,332
24032,"Laval/Laval"," 70","Laval",17,0,92,29,25,15,0,178,345
24032,"Laval/Laval"," 71","Laval",31,0,76,28,94,9,4,242,410
24032,"Laval/Laval"," 72","Laval",21,0,90,20,36,5,5,177,359
24032,"Laval/Laval"," 73","Laval",18,2,81,28,30,9,2,170,319
24032,"Laval/Laval"," 74","Laval",30,0,47,21,40,5,2,145,277
24032,"Laval/Laval"," 75","Laval",37,0,69,26,39,5,3,179,336
24032,"Laval/Laval"," 76A","Laval",32,0,72,23,42,10,3,182,349
24032,"Laval/Laval"," 76B","Laval",88,4,83,16,75,3,9,278,348
24032,"Laval/Laval"," 76C","Laval",83,5,58,18,99,5,7,275,338
24032,"Laval/Laval"," 77","Laval",38,0,126,43,57,9,6,279,506
24032,"Laval/Laval"," 78","Laval",44,0,58,20,40,6,2,170,331
24032,"Laval/Laval"," 79","Laval",54,2,155,44,52,13,3,323,601
24032,"Laval/Laval"," 80","Laval",69,0,39,33,129,7,0,277,366
24032,"Laval/Laval"," 81A","Laval",50,1,51,34,87,6,2,231,440
24032,"Laval/Laval"," 81B","Laval",62,0,71,37,102,8,2,282,472
24032,"Laval/Laval"," 81-1A","Laval",57,0,30,35,126,5,1,254,460
24032,"Laval/Laval"," 81-1B","Laval",Merged with No. 80/Fusionné avec le nº 80,,,,,,,,65
24032,"Laval/Laval"," 82","Laval",25,2,52,30,66,5,0,180,424
24032,"Laval/Laval"," 83A","Laval",72,0,79,35,76,5,2,269,484
24032,"Laval/Laval"," 83B","Laval",60,0,80,27,85,10,4,266,488
24032,"Laval/Laval"," 84","Laval",33,1,98,31,58,7,1,229,528
24032,"Laval/Laval"," 85","Laval",8,0,57,22,17,7,5,116,318
24032,"Laval/Laval"," 86A","Laval",51,1,86,36,82,6,2,264,506
24032,"Laval/Laval"," 86B","Laval",Merged with No. 87/Fusionné avec le nº 87,,,,,,,,133
24032,"Laval/Laval"," 87","Laval",44,3,70,19,86,12,2,236,401
24032,"Laval/Laval"," 88","Laval",21,0,54,16,19,5,3,118,336
24032,"Laval/Laval"," 89","Laval",29,0,49,31,70,4,7,190,427
24032,"Laval/Laval"," 90","Laval",22,2,42,23,63,4,2,158,372
24032,"Laval/Laval"," 91A","Laval",13,0,26,7,17,3,0,66,122
24032,"Laval/Laval"," 91B","Laval",34,1,52,13,48,2,5,155,244
24032,"Laval/Laval"," 92","Laval",39,1,44,9,41,0,1,135,384
24032,"Laval/Laval"," 93","Laval",34,1,51,13,84,6,3,192,388
24032,"Laval/Laval"," 94","Laval",41,0,45,30,78,12,0,206,399
24032,"Laval/Laval"," 95","Laval",37,1,63,26,79,3,5,214,360
24032,"Laval/Laval"," 96","Laval",25,0,52,11,52,4,3,147,282
24032,"Laval/Laval"," 97","Laval",30,1,45,26,43,6,3,154,368
24032,"Laval/Laval"," 98","Laval",19,1,50,26,33,6,6,141,385
24032,"Laval/Laval"," 99","Laval",51,2,50,24,55,3,2,187,399
24032,"Laval/Laval"," 100","Laval",13,2,65,22,24,1,2,129,316
24032,"Laval/Laval"," 101","Laval",30,2,71,11,45,8,3,170,378
24032,"Laval/Laval"," 102","Laval",43,1,43,17,53,4,1,162,318
24032,"Laval/Laval"," 103","Laval",31,2,58,36,76,6,1,210,374
24032,"Laval/Laval"," 104","Laval",25,1,95,30,23,2,8,184,388
24032,"Laval/Laval"," 105","Laval",14,0,63,18,20,4,7,126,293
24032,"Laval/Laval"," 106","Laval",24,0,82,26,36,7,3,178,361
24032,"Laval/Laval"," 107","Laval",16,0,88,19,28,3,2,156,370
24032,"Laval/Laval"," 108","Laval",35,0,84,41,73,7,4,244,530
24032,"Laval/Laval"," 109","Laval",33,0,83,24,44,8,3,195,445
24032,"Laval/Laval"," 110","Laval",37,0,84,34,75,5,1,236,461
24032,"Laval/Laval"," 111","Laval",54,0,59,24,98,2,1,238,369
24032,"Laval/Laval"," 112","Laval",13,0,73,22,37,6,2,153,368
24032,"Laval/Laval"," 113","Laval",41,0,85,20,73,8,0,227,405
24032,"Laval/Laval"," 114","Laval",28,0,89,22,19,4,2,164,370
24032,"Laval/Laval"," 115","Laval",11,1,105,19,18,6,4,164,335
24032,"Laval/Laval"," 116","Laval",39,1,150,49,65,10,1,315,636
24032,"Laval/Laval"," 117","Laval",41,0,89,25,48,8,4,215,394
24032,"Laval/Laval"," 118","Laval",15,1,52,19,31,5,1,124,222
24032,"Laval/Laval"," 119","Laval",29,0,98,28,53,8,4,220,430
24032,"Laval/Laval"," 120","Laval",23,1,87,26,64,7,2,210,319
24032,"Laval/Laval"," 121","Laval",39,1,70,24,78,17,2,231,356
24032,"Laval/Laval"," 122","Laval",32,3,46,31,35,8,6,161,344
24032,"Laval/Laval"," 123","Laval",37,0,70,30,53,9,6,205,317
24032,"Laval/Laval"," 124","Laval",34,1,52,21,60,4,10,182,352
24032,"Laval/Laval"," 125","Laval",19,1,62,25,30,5,2,144,361
24032,"Laval/Laval"," 126","Laval",33,0,86,23,52,11,2,207,391
24032,"Laval/Laval"," 127","Laval",16,0,79,20,45,6,1,167,359
24032,"Laval/Laval"," 128","Laval",16,0,63,26,52,3,1,161,307
24032,"Laval/Laval"," 129","Laval",41,0,77,24,58,11,2,213,385
24032,"Laval/Laval"," 130","Laval",29,0,51,24,55,3,3,165,327
24032,"Laval/Laval"," 131","Laval",16,2,99,29,28,3,0,177,434
24032,"Laval/Laval"," 132","Laval",27,0,81,22,34,9,4,177,484
24032,"Laval/Laval"," 133","Laval",30,2,77,22,57,8,1,197,397
24032,"Laval/Laval"," 134","Laval",30,0,63,30,68,14,8,213,356
24032,"Laval/Laval"," 135","Laval",14,0,43,14,15,7,5,98,184
24032,"Laval/Laval"," 136","Laval",22,0,79,34,44,9,5,193,373
24032,"Laval/Laval"," 137","Laval",24,1,90,34,51,6,4,210,422
24032,"Laval/Laval"," 138","Laval",28,0,80,27,43,3,2,183,317
24032,"Laval/Laval"," 139","Laval",12,0,87,22,35,9,1,166,298
24032,"Laval/Laval"," 140","Laval",29,0,82,26,74,12,2,225,399
24032,"Laval/Laval"," 141","Laval",45,1,85,31,61,11,4,238,367
24032,"Laval/Laval"," 142","Laval",36,0,55,25,47,3,2,168,252
24032,"Laval/Laval"," 143","Laval",33,1,80,17,58,7,4,200,404
24032,"Laval/Laval"," 144","Laval",24,0,60,14,30,3,4,135,293
24032,"Laval/Laval"," 145A","Laval",26,1,77,35,36,5,0,180,388
24032,"Laval/Laval"," 145B","Laval",18,2,39,5,26,1,0,91,130
24032,"Laval/Laval"," 146","Laval",19,1,46,22,53,4,2,147,354
24032,"Laval/Laval"," 147","Laval",13,1,72,23,45,2,2,158,415
24032,"Laval/Laval"," 148","Laval",13,1,65,21,38,4,6,148,370
24032,"Laval/Laval"," 149","Laval",25,0,89,13,39,6,4,176,311
24032,"Laval/Laval"," 150","Laval",40,1,72,32,71,9,2,227,377
24032,"Laval/Laval"," 151","Laval",25,1,45,11,30,2,2,116,290
24032,"Laval/Laval"," 152","Laval",36,1,113,37,56,3,1,247,411
24032,"Laval/Laval"," 153","Laval",28,0,119,35,45,5,11,243,402
24032,"Laval/Laval"," 154A","Laval",43,2,109,37,65,6,0,262,441
24032,"Laval/Laval"," 154B","Laval",Merged with No. 153/Fusionné avec le nº 153,,,,,,,,79
24032,"Laval/Laval"," 155","Laval",26,0,125,31,19,17,2,220,422
24032,"Laval/Laval"," 156","Laval",30,1,93,18,51,3,5,201,348
24032,"Laval/Laval"," 157","Laval",23,0,84,19,44,5,1,176,324
24032,"Laval/Laval"," 158","Laval",29,1,79,29,53,5,1,197,389
24032,"Laval/Laval"," 159","Laval",Void/Supprimé,,,,,,,,
24032,"Laval/Laval"," 160","Laval",18,1,63,40,60,9,0,191,308
24032,"Laval/Laval"," 161","Laval",42,3,53,33,64,6,1,202,346
24032,"Laval/Laval"," 162","Laval",27,1,64,23,73,3,2,193,337
24032,"Laval/Laval"," 163","Laval",39,0,118,34,113,14,3,321,544
24032,"Laval/Laval"," 164","Laval",48,1,88,26,89,10,5,267,401
24032,"Laval/Laval"," 165","Laval",57,0,85,33,81,9,2,267,459
24032,"Laval/Laval"," 166","Laval",17,1,70,26,45,6,2,167,313
24032,"Laval/Laval"," 167","Laval",39,0,78,23,53,5,3,201,370
24032,"Laval/Laval"," 168","Laval",42,0,57,31,63,7,3,203,358
24032,"Laval/Laval"," 169A","Laval",40,1,40,22,70,3,2,178,319
24032,"Laval/Laval"," 169B","Laval",39,1,55,21,73,1,0,190,327
24032,"Laval/Laval"," 170","Laval",39,1,52,12,78,9,3,194,385
24032,"Laval/Laval"," 171","Laval",32,4,39,26,61,7,3,172,325
24032,"Laval/Laval"," 172","Laval",40,2,27,24,83,5,5,186,369
24032,"Laval/Laval"," 173","Laval",45,0,56,39,73,19,1,233,504
24032,"Laval/Laval"," 174","Laval",24,2,55,23,38,8,1,151,327
24032,"Laval/Laval"," 175","Laval",28,2,19,20,66,5,3,143,260
24032,"Laval/Laval"," 176","Laval",50,1,73,30,90,7,4,255,400
24032,"Laval/Laval"," 177","Laval",67,0,70,29,82,8,6,262,490
24032,"Laval/Laval"," 178","Laval",45,3,62,24,69,4,0,207,389
24032,"Laval/Laval"," 179","Laval",31,1,51,16,62,1,2,164,322
24032,"Laval/Laval"," 180","Laval",31,2,66,32,47,4,1,183,359
24032,"Laval/Laval"," 181","Laval",29,0,90,25,32,11,6,193,431
24032,"Laval/Laval"," 182A","Laval",41,4,66,19,53,4,1,188,352
24032,"Laval/Laval"," 182B","Laval",55,2,72,23,87,4,15,258,345
24032,"Laval/Laval"," 183A","Laval",28,0,51,32,61,7,4,183,400
24032,"Laval/Laval"," 183B","Laval",83,3,79,30,159,5,5,364,426
24032,"Laval/Laval"," 184","Laval",51,2,35,21,43,9,2,163,288
24032,"Laval/Laval"," 185A","Laval",32,0,52,23,39,11,2,159,315
24032,"Laval/Laval"," 185B","Laval",31,0,25,9,39,2,2,108,130
24032,"Laval/Laval"," 185C","Laval",43,3,33,11,62,1,9,162,137
24032,"Laval/Laval"," 186","Laval",33,1,52,12,53,10,4,165,401
24032,"Laval/Laval"," 187","Laval",10,1,61,28,30,5,4,139,331
24032,"Laval/Laval"," 188","Laval",26,0,63,12,25,6,3,135,318
24032,"Laval/Laval"," 189","Laval",31,2,42,27,60,10,5,177,430
24032,"Laval/Laval"," 190","Laval",19,2,40,24,45,4,6,140,370
24032,"Laval/Laval"," 191","Laval",26,5,39,13,55,2,1,141,359
24032,"Laval/Laval"," 192","Laval",40,0,48,24,51,2,1,166,322
24032,"Laval/Laval"," 193","Laval",25,1,50,10,26,5,5,122,343
24032,"Laval/Laval"," 194","Laval",22,1,41,24,56,5,7,156,402
24032,"Laval/Laval"," 195","Laval",20,3,59,15,42,8,2,149,406
24032,"Laval/Laval"," 196","Laval",34,1,67,44,58,14,3,221,450
24032,"Laval/Laval"," 400","Laval",28,0,45,19,53,2,1,148,269
24032,"Laval/Laval"," 401","Laval",47,3,53,5,125,3,8,244,325
24032,"Laval/Laval"," 402","Laval",37,2,46,16,49,5,5,160,381
24032,"Laval/Laval"," 403","Laval",40,0,48,19,46,6,2,161,363
24032,"Laval/Laval"," 404","Laval",6,1,15,1,25,0,2,50,169
24032,"Laval/Laval"," 405","Laval",49,4,72,13,84,2,12,236,264
24032,"Laval/Laval"," 406","Laval",65,0,53,16,71,2,2,209,254
24032,"Laval/Laval"," 407","Laval",Merged with No. 185C/Fusionné avec le nº 185C,,,,,,,,131
24032,"Laval/Laval"," 408","Laval",40,4,49,10,108,1,5,217,273
24032,"Laval/Laval"," 500","Mobile poll/Bureau itinérant",7,2,7,5,10,3,5,39,104
24032,"Laval/Laval"," 501","Mobile poll/Bureau itinérant",12,0,14,3,28,2,2,61,123
24032,"Laval/Laval"," 600","Laval",176,5,416,84,199,18,9,907,
24032,"Laval/Laval"," 601","Laval",128,4,337,67,166,19,6,727,
24032,"Laval/Laval"," 602","Laval",125,2,235,47,111,16,6,542,
24032,"Laval/Laval"," 603","Laval",130,0,277,63,121,13,6,610,
24032,"Laval/Laval"," 604","Laval",125,4,186,41,169,6,2,533,
24032,"Laval/Laval"," 605","Laval",107,0,300,60,134,8,4,613,
24032,"Laval/Laval"," 606","Laval",87,0,191,30,69,8,4,389,
24032,"Laval/Laval"," 607","Laval",81,1,191,24,84,11,5,397,
24032,"Laval/Laval"," 608","Laval",83,1,301,41,129,16,3,574,
24032,"Laval/Laval"," 609","Laval",145,1,188,38,197,9,0,578,
24032,"Laval/Laval"," 610","Laval",84,0,117,31,92,8,3,335,
24032,"Laval/Laval",,Group 1/Groupe 1,31,0,39,10,33,4,3,120,183
24032,"Laval/Laval",,Group 2/Groupe 2,132,1,208,40,162,12,14,569,

