Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Leon Benoit,Adam Campbell,William Munsey,Ray Stone,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 80","Ryley",162,15,20,38,1,236,454
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 81","Holden",108,4,11,20,0,143,277
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 82","Holden",116,12,17,27,0,172,344
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 83","Bruce",104,8,5,27,1,145,343
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 84","Viking",97,2,12,13,0,124,219
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 85","Viking",125,4,15,7,1,152,303
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 86","Viking",54,2,3,9,0,68,169
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 87","Viking",96,2,11,6,0,115,234
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 88","Viking",158,8,14,25,0,205,443
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 89","Kinsella",89,2,5,3,0,99,269
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 90","Warwick",121,14,15,29,0,179,357
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 91","Inland",186,5,18,31,0,240,440
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 92","Vegreville",122,15,16,23,0,176,393
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 93","Vegreville",171,7,20,32,2,232,459
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 94","Vegreville",226,13,14,20,0,273,495
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 95","Vegreville",146,16,17,32,1,212,505
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 96","Vegreville",95,13,15,19,1,143,370
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 97","Vegreville",113,11,12,22,0,158,403
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 98","Vegreville",73,17,9,25,0,124,312
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 99","Vegreville",122,14,22,16,0,174,376
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 100","Vegreville",117,13,10,19,0,159,320
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 101","Vegreville",185,12,16,35,0,248,444
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 102","Lavoy",139,9,9,14,2,173,351
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 103","Ranfurly",83,3,7,8,0,101,209
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 104","Innisfree",78,9,12,19,0,118,197
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 105","Innisfree",112,7,10,23,1,153,306
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 106","Minburn",97,3,4,11,0,115,237
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 107","Mannville",134,6,22,9,0,171,387
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 108","Mannville",146,4,11,12,1,174,324
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 109","Mannville",114,0,3,8,0,125,261
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 110","Northern Valley",37,5,2,5,0,49,157
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 111","Clandonald",95,6,6,7,0,114,255
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 112","Clandonald",105,8,8,9,0,130,203
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 113","Vermilion",126,7,10,12,0,155,271
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 114","Borradaile",154,5,13,14,1,187,353
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 115","Vermilion",151,9,20,15,0,195,468
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 116","Vermilion",66,3,15,17,0,101,187
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 117","Vermilion",129,8,24,15,0,176,421
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 118","Vermilion",160,14,17,18,1,210,510
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 119","Vermilion",128,7,19,14,0,168,361
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 120","Vermilion",124,10,21,15,0,170,411
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 121","Vermilion",22,1,2,12,0,37,122
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 122","Vermilion",143,10,10,23,1,187,433
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 123","Vermilion",155,7,16,11,2,191,390
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 124","Vermilion",116,8,11,6,0,141,317
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 125","Dewberry",106,9,12,12,1,140,373
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 126","Lea Park",68,0,4,1,0,73,200
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 127","Streamstown",213,11,17,6,1,248,412
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 128","Marwayne",130,8,12,12,1,163,282
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 129","Marwayne",185,2,8,21,0,216,420
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 130","Islay",135,6,14,14,0,169,333
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 131","Kitscoty",164,0,13,8,0,185,358
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 132","Kitscoty",157,3,14,20,0,194,414
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 133","Kitscoty",Void/Supprimé,,,,,,
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 134","Kitscoty",241,15,14,21,2,293,592
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 135","Blackfoot",221,2,4,7,0,234,435
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 136","Paradise Valley",178,12,15,14,1,220,395
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 137","McLaughlin",129,2,2,10,0,143,233
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 138","Blackfoot",126,10,7,4,0,147,320
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 139","Lloydminster",113,7,8,10,0,138,317
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 140","Lloydminster",70,10,15,17,1,113,569
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 141","Lloydminster",50,4,6,4,0,64,194
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 142","Lloydminster",118,10,9,21,0,158,365
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 143","Lloydminster",117,11,15,19,0,162,421
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 144","Lloydminster",119,9,13,14,0,155,372
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 145","Lloydminster",133,5,17,15,0,170,465
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 146","Lloydminster",140,7,2,15,0,164,507
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 146-1","Lloydminster",172,5,9,12,1,199,386
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 147","Lloydminster",91,7,9,10,1,118,392
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 148","Lloydminster",103,13,10,14,1,141,391
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 149","Lloydminster",121,9,15,13,0,158,437
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 150","Lloydminster",172,6,18,16,0,212,391
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 151","Lloydminster",131,13,7,14,0,165,458
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 152","Lloydminster",41,7,2,18,1,69,345
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 153","Lloydminster",48,6,6,7,0,67,292
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 154","Lloydminster",115,10,12,15,1,153,329
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 155","Lloydminster",131,12,12,21,1,177,411
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 156","Lloydminster",68,5,11,11,0,95,281
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 157","Lloydminster",119,6,8,21,0,154,354
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 158","Lloydminster",98,10,2,13,0,123,280
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 159","Lloydminster",204,13,14,17,2,250,487
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 160","Lloydminster",201,9,9,22,0,241,522
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 160-1","Lloydminster",162,3,8,15,0,188,430
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 160-2","Lloydminster",320,13,18,27,0,378,858
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 161","Lloydminster",133,4,8,10,0,155,284
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 161-1","Lloydminster",270,10,15,29,0,324,758
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 162","Daysland",146,14,13,20,0,193,376
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 163","Daysland",190,19,19,30,0,258,514
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 164","Heisler",167,10,9,11,0,197,341
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 165","Strome",86,1,4,5,0,96,149
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 166","Strome",162,3,18,23,0,206,350
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 167","Forestburg",100,13,11,13,1,138,231
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 168","Forestburg",154,15,22,10,1,202,312
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 169","Forestburg",151,18,14,15,1,199,400
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 170","Killam",168,6,20,9,1,204,394
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 171","Killam",187,16,9,17,0,229,359
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 172","Killam",134,12,11,11,2,170,347
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 173","Sedgewick",144,6,26,24,0,200,352
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 174","Sedgewick",230,9,19,13,0,271,520
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 175","Lougheed",172,14,18,16,0,220,410
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 176","Hardisty",150,9,21,9,0,189,349
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 177","Hardisty",190,8,17,30,0,245,482
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 178","Bellshill",120,3,5,6,1,135,241
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 179","Galahad",103,21,16,17,0,157,264
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 180","Alliance",137,9,20,15,3,184,338
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 181","Jarrow",192,1,8,4,1,206,382
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 182","Irma",243,6,24,17,1,291,507
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 183","Gilt Edge",135,4,5,3,0,147,342
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 184","Fabyan",186,8,18,23,0,235,535
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 185","Greenshields",258,10,32,9,0,309,503
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 186","Edgerton",212,11,19,30,0,272,526
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 187","Dunn",68,5,13,2,0,88,216
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 188","Chauvin",120,5,5,11,1,142,244
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 189","Chauvin",105,7,7,10,0,129,261
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 190","Wainwright",106,9,9,19,0,143,399
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 191","Wainwright",84,4,13,14,1,116,242
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 192","Wainwright",116,13,20,19,0,168,393
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 193","Wainwright",212,13,23,14,0,262,523
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 194","Wainwright",80,8,8,20,0,116,290
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 195","Wainwright",130,4,14,9,0,157,404
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 196","Wainwright",106,6,9,11,0,132,350
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 197","Wainwright",173,17,13,15,0,218,478
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 198","Wainwright",149,15,19,23,0,206,401
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 199","Wainwright",136,13,15,15,2,181,408
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 200","Amisk",202,2,12,7,0,223,405
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 201","Hughenden",166,10,15,13,2,206,358
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 202","Metiskow",68,4,7,6,0,85,179
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 203","Czar",144,4,10,7,1,166,279
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 204","Cadogan",100,1,6,7,0,114,202
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 205","Green Glade",143,6,11,6,0,166,263
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 206","Provost",126,4,13,15,1,159,286
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 207","Provost",169,9,5,8,0,191,439
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 208","Provost",169,8,13,13,0,203,415
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 209","Provost",77,5,10,11,1,104,227
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 210","Hayter",181,1,12,8,0,202,403
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 500","Mobile poll/Bureau itinérant",77,6,2,7,0,92,130
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 501","Mobile poll/Bureau itinérant",63,10,2,6,0,81,118
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 502","Mobile poll/Bureau itinérant",67,6,0,6,1,80,90
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 503","Mobile poll/Bureau itinérant",103,7,4,7,0,121,165
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 504","Mobile poll/Bureau itinérant",70,7,2,9,2,90,98
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 505","Mobile poll/Bureau itinérant",50,4,2,9,3,68,114
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 506","Mobile poll/Bureau itinérant",50,5,1,9,1,66,84
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 507","Mobile poll/Bureau itinérant",110,14,6,10,0,140,145
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 508","Mobile poll/Bureau itinérant",77,7,6,5,1,96,135
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 509","Mobile poll/Bureau itinérant",52,5,1,2,1,61,98
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 510","Mobile poll/Bureau itinérant",46,5,1,3,0,55,79
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 511","Mobile poll/Bureau itinérant",42,8,4,10,1,65,100
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 512","Mobile poll/Bureau itinérant",118,5,4,11,0,138,174
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 600","Strathcona County--Ardrossan",251,32,51,46,1,381,
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 601","Strathcona County--Cooking Lake",268,17,33,31,0,349,
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 602","Lamont County",74,2,17,21,0,114,
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 603","Two Hills County No. 21",79,5,5,16,2,107,
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 604","Beaver County--Tofield",105,10,8,13,0,136,
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 605","Beaver County--Viking",105,8,8,9,1,131,
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 606","Minburn County--Vegreville",205,22,23,42,0,292,
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 607","Vermilion County No. 24--Vermilion",272,19,25,25,3,344,
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 608","Vermilion County No. 24--Kitscoty",122,1,12,12,0,147,
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 609","Lloydminster",253,15,23,22,1,314,
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 610","Lloydminster",202,7,30,15,0,254,
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 611","Flagstaff County",78,4,9,2,0,93,
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 612","Wainwright No. 61",111,0,4,5,0,120,
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 613","Wainwright",180,16,22,12,0,230,
48024,"Vegreville--Wainwright/Vegreville--Wainwright"," 614","Provost No. 52",46,5,0,4,1,56,
48024,"Vegreville--Wainwright/Vegreville--Wainwright",,Group 1/Groupe 1,66,3,8,6,3,86,199
48024,"Vegreville--Wainwright/Vegreville--Wainwright",,Group 2/Groupe 2,356,32,37,26,12,463,

