Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,DWight Dugas,Howard Galganov,Darlene Jalbert,Guy Lauzon,David Rawnsley,Denis Sabourin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 28","Winchester Springs",1,13,19,130,7,20,0,190,429
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 29","Limerick",1,14,8,128,8,30,0,189,331
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 30","Chesterville",0,7,22,102,5,17,1,154,310
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 31","Chesterville",1,16,36,166,9,18,1,247,438
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 32","Chesterville",0,16,15,118,20,33,1,203,351
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 33","Elma",0,14,18,131,11,18,1,193,330
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 34","Dunbar",0,27,26,129,22,19,0,223,376
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 35","Cahore",0,12,16,108,8,21,2,167,292
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 36","Crysler",0,11,24,132,9,73,0,249,378
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 37","Crysler",1,17,28,135,10,67,1,259,379
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 38","Berwick",1,6,12,121,9,24,0,173,295
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 39","Berwick",1,12,14,85,7,20,1,140,250
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 40","Lodi",0,6,15,116,13,40,0,190,372
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 41","Moose Creek",1,4,37,116,7,50,1,216,368
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 42","Tayside",0,10,19,168,14,61,0,272,455
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 43","Finch",0,17,19,143,4,24,1,208,346
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 44","Finch",0,5,18,122,9,21,0,175,381
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 45","Avonmore",0,13,29,117,11,40,1,211,387
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 46","Gravel Hill",0,11,19,112,8,49,0,199,328
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 47","Duff's Corners",1,17,24,98,10,31,0,181,298
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 48","Strathmore",0,15,22,100,1,61,0,199,305
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 49","Sandtown",0,17,17,87,11,14,0,146,273
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 50","Newington",0,22,20,124,10,17,0,193,339
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 51","Williamsburg",0,13,23,160,9,25,0,230,334
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 52","Boucks Hill",0,12,19,142,12,35,0,220,374
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 53","Gallingertown",0,11,26,106,15,33,1,192,391
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 54","Osnabruck Centre",0,30,18,130,5,16,0,199,433
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 55","Glen Becker",0,7,27,158,9,30,1,232,471
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 56","Morrisburg",0,10,21,102,7,28,0,168,392
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 57","Morrisburg",0,8,30,120,8,18,0,184,398
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 58","Morrisburg",0,8,15,126,11,29,0,189,371
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 59","Morrisburg",0,12,21,135,12,30,3,213,423
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 60","Morrisburg",0,6,20,72,3,21,0,122,329
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 61","Froatburn",0,9,17,80,10,11,0,127,283
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 62","Riverside Heights",0,18,28,158,6,29,0,239,430
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 63","Ingleside",0,13,31,141,11,35,0,231,472
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 64","Ingleside",0,11,19,103,6,37,0,176,408
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 65","Ingleside",0,18,31,124,14,19,0,206,395
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 66","Northfield",0,8,18,149,8,21,0,204,439
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 67","Bonville",0,12,40,132,8,36,1,229,456
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 68","Lunenburg",1,16,24,92,6,23,0,162,338
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 69","Harrisons Corners",0,31,33,128,5,34,1,232,496
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 70","St. Andrews",0,18,28,158,10,26,2,242,459
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 71","Vin Vista",0,38,24,123,11,29,0,225,441
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 71-1","Manning",0,12,18,71,9,30,0,140,249
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 72","Long Sault",0,33,29,147,15,45,0,269,450
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 73","Long Sault",1,18,22,118,6,26,0,191,359
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 74","Long Sault",0,23,29,164,19,50,2,287,517
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 75A","Lakeview Heights",0,10,33,90,8,25,2,168,323
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 75B","Lakeview Heights",0,9,23,78,3,19,0,132,256
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 76","St. Andrews",0,33,19,122,7,43,0,224,433
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 77","Rosedale Terrace",0,12,31,150,11,39,0,243,473
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 78","Rosedale Terrace",0,9,35,114,4,23,0,185,316
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 79","Grants Corners",0,11,29,132,7,32,0,211,409
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 80","Cornwall",0,13,38,115,10,37,0,213,472
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 81","Cornwall",2,13,43,124,6,55,2,245,480
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 82","Cornwall",0,16,54,123,9,44,1,247,469
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 83","Cornwall",0,18,42,112,9,47,5,233,464
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 84","Cornwall",0,18,44,87,6,59,3,217,427
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 85","Cornwall",1,11,24,52,4,26,0,118,271
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 85-1","Cornwall",1,16,43,123,6,69,0,258,432
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 86","Cornwall",0,11,35,99,21,54,0,220,393
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 87","Cornwall",0,16,18,147,19,67,0,267,454
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 88","Cornwall",1,10,29,129,11,48,0,228,404
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 89","Cornwall",0,24,21,123,9,50,0,227,374
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 90","Cornwall",0,18,24,128,11,22,3,206,378
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 91","Cornwall",0,24,20,68,2,26,2,142,299
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 92","Cornwall",1,7,39,83,6,30,2,168,351
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 93","Cornwall",0,25,33,112,2,48,0,220,397
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 94","Cornwall",0,7,42,75,2,33,0,159,377
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 95","Cornwall",0,17,44,95,10,60,2,228,437
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 96A","Cornwall",0,4,28,63,8,34,0,137,264
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 96B","Cornwall",0,6,32,95,4,31,0,168,352
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 97","Cornwall",0,3,20,66,6,39,2,136,299
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 98","Cornwall",0,13,33,103,1,27,1,178,383
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 99","Cornwall",2,13,41,79,3,30,0,168,381
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 100","Cornwall",0,5,26,48,4,31,1,115,324
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 101","Cornwall",0,7,29,77,1,23,4,141,325
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 102","Cornwall",0,12,39,82,3,26,2,164,356
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 103","Cornwall",2,11,34,101,3,21,0,172,341
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 104","Cornwall",0,12,40,73,3,31,0,159,327
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 105","Cornwall",0,7,28,63,0,46,0,144,350
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 106","Cornwall",1,2,34,67,1,21,0,126,308
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 107","Cornwall",0,10,19,92,2,33,1,157,395
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 108","Cornwall",1,4,33,94,3,37,2,174,378
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 109","Cornwall",0,9,30,84,5,31,0,159,322
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 110","Cornwall",1,2,37,76,4,20,0,140,336
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 111","Cornwall",1,5,37,61,3,39,1,147,400
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 112","Cornwall",1,10,40,80,2,30,1,164,357
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 113","Cornwall",1,4,24,58,2,21,2,112,373
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 114","Cornwall",0,6,13,70,2,26,1,118,249
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 115","Cornwall",0,5,24,58,5,22,0,114,339
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 116","Cornwall",0,6,30,63,3,16,1,119,346
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 117","Cornwall",3,11,18,66,6,17,0,121,365
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 118","Cornwall",1,8,28,58,5,21,0,121,312
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 119","Cornwall",0,6,30,41,3,20,0,100,325
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 120","Cornwall",0,8,29,53,5,14,1,110,411
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 121","Cornwall",0,6,40,61,2,16,0,125,341
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 122","Cornwall",0,6,24,52,4,31,0,117,276
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 123","Cornwall",0,7,26,39,0,15,0,87,251
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 124","Cornwall",3,10,12,40,2,13,0,80,256
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 125","Cornwall",1,8,27,60,3,41,2,142,388
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 126","Cornwall",0,8,29,47,7,23,0,114,281
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 127","Cornwall",0,6,14,43,1,23,2,89,235
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 128","Cornwall",0,11,31,94,1,53,5,195,304
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 129","Cornwall",0,10,27,54,8,31,4,134,318
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 130","Cornwall",2,14,20,43,7,13,0,99,319
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 131","Cornwall",0,7,46,74,7,25,0,159,297
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 132","Cornwall",0,3,32,78,11,22,1,147,333
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 133","Cornwall",0,5,21,58,6,23,1,114,312
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 134","Cornwall",0,9,28,89,5,46,0,177,335
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 135","Cornwall",0,6,26,58,8,34,0,132,326
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 136","Cornwall",0,4,23,53,8,17,1,106,301
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 137","Cornwall",0,4,21,52,8,38,2,125,303
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 138","Cornwall",1,0,21,43,3,29,0,97,247
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 139","Cornwall",1,6,39,95,11,69,5,226,395
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 140","Cornwall",1,4,39,45,11,32,0,132,367
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 141","Cornwall",3,9,36,48,4,52,0,152,362
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 142","Cornwall",2,5,13,21,1,19,0,61,226
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 143","Cornwall",0,4,29,91,3,31,0,158,444
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 144","Cornwall",1,3,45,77,3,46,1,176,387
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 145","Cornwall",1,3,21,61,2,44,0,132,282
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 146","Cornwall",0,5,23,119,7,56,0,210,367
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 147","Cornwall",0,12,26,81,6,52,2,179,337
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 148","Cornwall",0,7,19,55,3,41,0,125,398
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 149","Cornwall",2,6,24,80,1,46,3,162,330
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 150","Cornwall",1,6,29,87,4,35,0,162,378
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 151","Cornwall",2,5,19,49,1,30,0,106,296
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 152","Cornwall",0,3,36,80,6,86,2,213,344
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 153","Cornwall",1,5,41,63,2,36,0,148,408
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 154","Cornwall",0,3,39,36,2,25,1,106,275
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 155","Cornwall",1,5,22,27,0,16,1,72,273
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 156","Cornwall",1,3,31,32,3,18,0,88,356
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 157","Cornwall",1,3,31,37,2,29,2,105,353
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 158","Cornwall",3,4,18,27,2,23,0,77,276
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 159","Cornwall",0,5,29,45,3,20,3,105,294
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 160","Cornwall",0,10,36,115,11,84,3,259,440
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 161","Cornwall",3,3,41,54,5,41,2,149,334
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 162","Cornwall",2,7,41,91,6,44,1,192,415
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 163","Cornwall",0,9,35,121,7,71,1,244,429
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 164","Cornwall",0,8,29,110,1,49,0,197,379
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 165","Cornwall",0,7,23,68,2,19,0,119,328
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 166","Cornwall",1,8,43,104,2,63,1,222,398
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 167","Cornwall",2,6,39,89,9,60,1,206,312
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 168A","Cornwall",0,4,16,84,4,51,0,159,287
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 168B","Cornwall",0,4,20,91,3,52,0,170,300
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 169","Cornwall",1,6,26,76,6,39,2,156,331
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 170","Cornwall",0,11,23,62,4,42,0,142,385
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 171","Cornwall",0,3,27,81,8,34,1,154,278
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 172","Cornwall",2,6,28,59,4,38,0,137,291
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 173","Cornwall",4,7,70,105,10,46,1,243,508
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 174","Martintown",1,22,21,88,12,28,0,172,267
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 175","Martintown",0,36,45,138,14,44,2,279,504
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 176","Glenroy",0,10,12,72,12,52,0,158,278
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 177","Glenroy",0,25,33,152,8,50,1,269,453
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 178","Martintown",0,13,21,151,14,40,0,239,369
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 179","Williamstown",0,28,14,98,18,50,2,210,396
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 180","St. Raphaels",0,31,21,128,24,47,0,251,438
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 181","Glendale",1,7,37,99,11,40,1,196,358
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 182","Glendale",1,10,26,63,2,14,0,116,306
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 183","Summerstown Station",0,28,50,99,17,39,0,233,446
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 184","Tyotown",1,8,34,131,9,34,1,218,398
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 185","Paragon",0,21,32,104,8,45,0,210,372
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 186","Summerstown",0,18,31,96,4,27,0,176,316
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 187","Heritage",0,9,16,86,11,28,1,151,313
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 188","Cornwall Island",Merged with No. 141/Fusionné avec le nº 141,,,,,,,,120
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 189","Farlinger",0,14,14,138,9,62,0,237,395
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 189-1","Glen Walter",0,7,23,117,10,58,0,215,364
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 190","Parco Village",1,8,10,75,5,25,0,124,224
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 191","Glen Norman",1,5,41,128,14,76,2,267,471
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 192","Beauchamps",0,10,11,67,15,43,1,147,283
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 192-1","Glen Nevis",0,21,33,123,26,64,1,268,429
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 193","North Lancaster",0,9,25,92,9,48,0,183,336
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 194","Curry Hill",0,12,12,85,7,22,3,141,309
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 195","South Lancaster",0,17,24,134,16,41,0,232,424
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 196","Lancaster",0,4,21,73,2,24,0,124,290
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 197","Lancaster",0,5,10,50,6,25,1,97,234
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 198","Greg Quay",1,9,24,107,9,58,0,208,368
