Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Robert Bouchard,Stéphane Girard,Jean-Guy Maltais,Marc Pettersen,Jean-François Veilleux,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 27","Chicoutimi",52,8,48,24,0,0,132,253
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 28","Chicoutimi",88,18,41,27,2,6,182,322
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 29","Chicoutimi",85,11,69,35,2,2,204,314
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 30","Chicoutimi",91,16,69,44,8,1,229,352
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 31","Chicoutimi",108,17,64,40,2,8,239,450
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 32","Chicoutimi",111,14,51,22,3,0,201,383
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 33","Chicoutimi",95,11,78,42,2,3,231,395
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 34","Chicoutimi",87,27,61,47,4,3,229,365
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 35","Chicoutimi",104,22,79,41,4,4,254,397
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 36","Chicoutimi",84,16,54,34,2,3,193,289
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 37","Chicoutimi",117,25,83,47,7,1,280,479
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 38","Chicoutimi",83,12,46,25,4,0,170,285
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 39","Chicoutimi",112,11,78,40,8,7,256,415
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 40","Chicoutimi",77,17,70,31,8,6,209,368
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 41","Chicoutimi",103,25,108,23,0,3,262,453
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 42","Chicoutimi",114,21,105,54,5,4,303,479
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 43","Chicoutimi",92,19,79,29,5,1,225,258
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 44","Chicoutimi",110,11,78,29,4,7,239,398
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 45","Chicoutimi",109,17,82,45,6,5,264,433
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 46","Chicoutimi",83,17,93,34,6,3,236,331
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 47","Chicoutimi",89,26,80,43,10,7,255,411
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 48","Chicoutimi",120,18,66,37,10,3,254,440
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 49","Chicoutimi",138,25,82,26,13,6,290,497
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 50","Chicoutimi",84,17,60,24,4,4,193,337
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 51","Chicoutimi",139,34,96,43,12,8,332,541
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 52","Chicoutimi",134,26,112,34,3,3,312,548
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 53","Chicoutimi",49,21,43,28,6,2,149,324
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 54","Chicoutimi",82,33,57,36,9,1,218,379
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 55","Chicoutimi",78,16,50,24,2,2,172,330
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 56","Chicoutimi",59,12,40,18,6,3,138,288
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 57","Chicoutimi",64,14,39,15,3,1,136,220
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 58","Chicoutimi",56,23,51,24,3,5,162,328
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 59","Chicoutimi",116,28,109,33,6,7,299,472
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 60","Chicoutimi",97,16,101,30,2,2,248,375
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 61","Chicoutimi",72,27,82,16,2,6,205,357
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 62","Chicoutimi",91,15,54,15,8,6,189,336
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 63","Chicoutimi",65,9,35,9,8,1,127,289
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 64","Chicoutimi",76,22,55,20,2,2,177,327
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 65","Chicoutimi",85,16,26,12,5,6,150,300
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 66","Chicoutimi",96,16,63,28,6,4,213,466
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 67","Chicoutimi",87,28,77,44,3,3,242,444
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 68","Chicoutimi",153,27,134,33,6,6,359,601
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 69","Chicoutimi",75,19,96,13,7,4,214,391
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 69-1","Saguenay",72,18,67,24,10,6,197,385
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 70","Chicoutimi",74,21,45,20,3,0,163,293
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 71","Chicoutimi",89,13,49,14,6,4,175,371
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 72","Chicoutimi",62,11,35,19,1,0,128,248
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 73","Chicoutimi",62,9,31,47,3,3,155,296
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 74","Chicoutimi",109,19,40,48,9,6,231,506
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 75","Chicoutimi",107,15,44,26,13,2,207,436
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 76","Chicoutimi",74,7,37,20,2,1,141,355
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 77","Chicoutimi",111,8,49,21,5,5,199,442
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 78","Chicoutimi",98,17,42,25,5,0,187,419
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 79","Chicoutimi",102,5,29,16,4,2,158,371
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 80","Chicoutimi",122,14,33,14,4,9,196,400
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 81","Chicoutimi",Void/Supprimé,,,,,,,
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 82","Chicoutimi",110,12,53,57,6,5,243,490
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 83","Chicoutimi",58,6,38,31,9,6,148,273
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 84","Chicoutimi",55,7,44,24,6,1,137,340
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 85","Chicoutimi",86,15,32,16,9,1,159,364
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 86","Chicoutimi",104,22,101,37,5,3,272,423
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 87","Chicoutimi",89,26,85,27,7,3,237,351
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 88","Chicoutimi",56,16,45,15,4,0,136,279
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 89","Chicoutimi",107,25,84,41,3,8,268,392
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 90","Chicoutimi",109,31,81,23,8,1,253,418
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 91","Chicoutimi",85,12,48,10,2,0,157,263
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 92","Chicoutimi",58,8,47,66,4,3,186,344
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 93","Chicoutimi",109,9,73,31,6,0,228,371
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 94","Chicoutimi",118,25,111,43,4,4,305,491
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 95","Chicoutimi",89,29,73,53,13,1,258,423
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 96","Chicoutimi",106,17,80,34,8,3,248,373
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 97","Chicoutimi",85,24,106,55,12,6,288,446
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 98","Chicoutimi",78,14,51,33,8,5,189,332
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 99","Chicoutimi",71,13,89,38,2,3,216,390
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 100","Chicoutimi",116,15,79,37,6,9,262,476
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 101","Chicoutimi",79,25,90,30,6,4,234,419
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 102","Chicoutimi",76,9,52,24,7,5,173,366
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 103","Chicoutimi",76,14,63,25,10,1,189,367
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 104","Chicoutimi",60,15,43,24,7,5,154,313
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 105","Chicoutimi",81,24,66,34,8,1,214,304
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 106","Chicoutimi",73,18,81,26,2,3,203,373
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 107","Chicoutimi",76,11,53,17,2,2,161,259
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 108","Chicoutimi",58,15,40,22,3,2,140,306
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 109","Chicoutimi",74,15,62,19,2,7,179,333
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 110","Chicoutimi",61,4,14,10,10,0,99,267
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 111","Chicoutimi",67,12,63,13,2,2,159,267
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 112","Chicoutimi",88,18,60,22,8,2,198,327
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 113","Chicoutimi",64,7,48,34,5,3,161,293
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 114","Chicoutimi",83,11,70,21,7,2,194,351
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 115","Chicoutimi",69,10,61,35,3,4,182,356
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 116","Chicoutimi",118,32,129,62,9,6,356,515
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 117","Chicoutimi",68,12,54,21,8,1,164,268
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 118","Chicoutimi",107,12,70,24,6,1,220,403
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 119","Chicoutimi",84,15,64,16,8,7,194,335
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 120","Chicoutimi",93,17,76,34,5,2,227,378
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 121","Chicoutimi",88,15,57,37,11,0,208,368
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 122","Chicoutimi",112,30,103,61,4,7,317,453
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 123","Chicoutimi",108,14,68,29,13,2,234,387
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 124","Chicoutimi",89,23,55,31,6,1,205,336
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 125","Chicoutimi",86,13,126,68,3,2,298,482
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 126","Chicoutimi",89,20,122,46,5,8,290,484
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 126-1","Saguenay",94,14,95,45,3,2,253,441
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 127","Chicoutimi",98,13,108,63,7,0,289,413
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 128","Chicoutimi",81,16,151,52,5,2,307,467
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 129","Chicoutimi",137,26,126,58,6,4,357,530
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 130","Chicoutimi",101,35,100,24,10,3,273,445
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 131","Chicoutimi",118,23,122,34,12,4,313,480
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 132","Chicoutimi",128,27,115,37,2,2,311,484
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 133","Chicoutimi",65,12,67,15,3,2,164,253
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 134","Chicoutimi",97,14,82,30,4,0,227,346
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 135","Chicoutimi",66,15,68,28,10,3,190,326
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 136","Chicoutimi",80,20,70,20,1,3,194,375
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 137","Chicoutimi",105,31,87,10,7,5,245,451
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 138","Chicoutimi",86,18,76,21,6,1,208,385
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 139","Chicoutimi",98,18,73,30,1,0,220,384
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 140","Chicoutimi",97,24,88,30,7,2,248,398
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 141","Chicoutimi",80,15,66,17,3,0,181,329
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 142","Chicoutimi",57,16,87,31,2,2,195,288
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 143","Chicoutimi",84,13,87,24,10,3,221,374
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 144","Chicoutimi",57,18,59,27,3,2,166,244
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 145","Laterrière",70,16,87,21,9,4,207,328
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 146","Laterrière",61,20,86,29,4,3,203,392
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 147","Laterrière",129,28,97,44,5,5,308,495
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 148","Laterrière",98,25,104,38,6,3,274,442
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 149","Laterrière",87,19,67,17,1,3,194,376
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 150","Laterrière",111,46,108,22,16,8,311,568
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 151","Laterrière",130,38,99,24,1,7,299,562
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 152","Laterrière",158,28,89,44,13,6,338,576
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 153","Laterrière",122,24,120,29,9,1,305,558
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 154","La Baie",48,9,93,19,3,0,172,308
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 155","La Baie",62,12,68,12,0,6,160,321
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 156","La Baie",77,23,122,14,6,0,242,471
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 157","La Baie",27,19,72,13,4,2,137,283
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 158","La Baie",39,7,75,21,3,4,149,314
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 159","La Baie",61,6,41,13,5,4,130,255
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 160","La Baie",102,29,96,19,4,1,251,495
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 161","La Baie",139,17,98,12,9,1,276,468
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 162","Saint-Félix-d'Otis",118,18,77,34,4,3,254,496
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 162-1","Saint-Félix-d'Otis",47,7,27,7,3,3,94,212
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 163","Ferland",38,5,18,7,0,3,71,131
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 163-1","Ferland-et-Boilleau",68,9,73,13,1,8,172,313
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 164","La Baie",99,32,124,15,11,2,283,481
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 165","La Baie",72,13,70,25,4,2,186,312
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 166","La Baie",57,13,37,20,5,1,133,308
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 167","La Baie",60,22,51,18,3,0,154,271
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 168","La Baie",131,36,144,45,13,0,369,639
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 168-1","Saguenay",41,11,45,15,3,0,115,201
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 169","La Baie",120,19,81,28,3,7,258,462
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 170","La Baie",72,17,67,23,7,7,193,361
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 171","La Baie",76,11,67,30,4,6,194,368
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 172","La Baie",64,4,60,19,3,3,153,299
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 173","La Baie",56,7,54,11,6,4,138,269
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 174","La Baie",58,6,72,21,4,6,167,324
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 175","La Baie",82,10,86,22,1,5,206,391
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 176","La Baie",78,11,86,18,2,8,203,394
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 177","La Baie",60,18,46,13,1,1,139,250
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 178","La Baie",67,11,57,21,9,2,167,285
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 179","La Baie",60,15,72,22,6,6,181,410
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 180","La Baie",56,11,38,17,3,2,127,281
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 181","La Baie",52,12,31,15,6,2,118,235
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 182","La Baie",83,22,48,28,4,5,190,352
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 183","La Baie",71,13,58,26,3,5,176,369
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 184","La Baie",76,17,86,25,9,1,214,469
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 185","La Baie",130,26,101,46,9,3,315,496
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 186","La Baie",85,24,93,31,2,1,236,425
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 187","La Baie",58,26,70,22,8,6,190,329
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 188","La Baie",103,29,101,33,9,5,280,463
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 189","La Baie",84,13,63,34,4,2,200,391
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 190","La Baie",96,22,92,30,7,0,247,449
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 191","La Baie",67,21,86,26,3,3,206,348
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 192","La Baie",144,22,86,45,7,4,308,523
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 193","La Baie",95,18,101,31,6,4,255,456
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 194","Rivière-Éternité",76,8,91,24,0,4,203,396
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 195","L'Anse-Saint-Jean",82,16,73,39,5,5,220,435
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 196","L'Anse-Saint-Jean",42,13,28,8,5,1,97,178
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 197","L'Anse-Saint-Jean",36,15,70,31,6,1,159,328
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 198","Petit-Saguenay",64,13,61,17,5,3,163,285
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 199","Petit-Saguenay",88,8,48,20,1,3,168,345
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 400","Saguenay",52,6,56,37,3,1,155,184
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 401","Saguenay",71,9,89,45,3,13,230,286
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 500","Mobile poll/Bureau itinérant",8,3,13,7,2,1,34,56
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 501","Mobile poll/Bureau itinérant",27,6,22,14,0,5,74,156
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 502","Mobile poll/Bureau itinérant",11,8,6,11,0,1,37,84
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 600","Mont-Valin",47,9,49,8,3,0,116,
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 601","Sainte-Rose-du-Nord--Saint-Fulgence",100,11,116,22,8,3,260,
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 602","Saint-Honoré--Saguenay",120,9,128,54,3,3,317,
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 603","Saguenay",151,18,131,28,8,2,338,
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 604","Saguenay",106,10,131,34,4,4,289,
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 605","Saguenay",92,13,86,47,8,3,249,
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 606","Saguenay",138,22,136,49,3,3,351,
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 607","Saguenay",142,17,213,63,6,5,446,
24016,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 608","Saguenay",220,28,208,64,4,4,528,
