Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Maxime Clément,Peter Graham,Andrea Paine,Daniel Quinn,Francis Scarpaleggia,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 38","Pierrefonds",24,23,52,35,105,0,239,415
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 39","Pierrefonds",18,15,53,39,104,2,231,435
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 40","Kirkland",11,23,59,45,140,1,279,545
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 41","Kirkland",8,20,53,47,154,1,283,530
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 42","Kirkland",10,23,80,42,109,1,265,461
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 43","Kirkland",9,10,73,28,125,0,245,512
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 43-1","Kirkland",8,10,32,18,63,1,132,233
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 44","Kirkland",6,14,43,24,103,3,193,339
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 44-1","Kirkland",1,4,46,27,97,0,175,345
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 45","Kirkland",13,12,41,20,118,1,205,401
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 46","Pointe-Claire",8,19,37,53,104,1,222,435
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 47","Pointe-Claire",8,21,50,46,95,0,220,472
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 48","Pointe-Claire",3,5,35,30,69,0,142,295
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 49A","Pointe-Claire",4,3,21,6,36,1,71,195
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 49B","Pointe-Claire",3,2,43,4,80,0,132,168
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 49C","Pointe-Claire",1,0,28,6,50,0,85,100
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 49D","Pointe-Claire",3,5,60,13,99,0,180,233
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 49-1","Pointe-Claire",8,25,51,51,124,0,259,481
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 50","Kirkland",4,6,38,26,61,0,135,270
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 51A","Kirkland",11,18,51,25,94,1,200,309
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 51B","Kirkland",9,6,52,34,122,0,223,364
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 52","Kirkland",15,13,69,50,154,0,301,494
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 53","Kirkland",8,16,81,38,131,1,275,452
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 54","Kirkland",7,17,54,39,125,2,244,403
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 55A","Kirkland",1,12,23,13,53,0,102,188
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 55B","Kirkland",3,3,32,11,103,0,152,179
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 56","Pointe-Claire",1,11,64,32,103,0,211,542
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 57","Pointe-Claire",4,14,47,42,71,2,180,456
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 58","Pointe-Claire",14,41,50,46,128,0,279,523
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 59A","Pointe-Claire",2,7,17,36,46,2,110,156
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 59B","Pointe-Claire",3,3,30,10,80,0,126,227
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 60","Pointe-Claire",9,20,27,24,37,0,117,336
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 61","Pointe-Claire",7,24,57,70,83,1,242,383
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 62","Pointe-Claire",8,35,50,42,121,1,257,386
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 63","Kirkland",3,16,63,39,103,3,227,383
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 64","Kirkland",7,22,65,49,111,1,255,452
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 65","Kirkland",8,14,55,38,134,1,250,450
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 66","Kirkland",11,10,53,22,81,1,178,339
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 67","Kirkland",14,11,56,37,141,1,260,444
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 67-1","Kirkland",4,11,52,20,84,2,173,370
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 68","Kirkland",9,11,53,16,112,2,203,362
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 68-1","Kirkland",7,12,49,27,116,1,212,332
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 69","Kirkland",15,20,68,21,118,4,246,410
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 69-1","Kirkland",14,9,37,30,82,0,172,297
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 70","Kirkland",12,21,43,49,121,2,248,426
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 71","Kirkland",20,22,63,48,116,4,273,410
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 72","Kirkland",12,13,49,42,102,1,219,393
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 73","Kirkland",9,11,45,54,107,2,228,464
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 74","Kirkland",5,28,61,40,106,4,244,447
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 75","Kirkland",10,14,26,48,119,1,218,406
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 76","Kirkland",6,7,37,20,64,0,134,247
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 76-1","Kirkland",2,17,65,36,111,2,233,370
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 77A","Kirkland",9,13,53,15,76,1,167,270
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 77B","Kirkland",10,19,54,27,94,1,205,369
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 78","Kirkland",5,21,54,41,150,0,271,457
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 79","Kirkland",4,28,71,49,120,7,279,445
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 80","Kirkland",4,1,29,24,76,1,135,290
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 80-1","Kirkland",6,14,40,26,110,2,198,366
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 81","Kirkland",9,14,49,35,114,2,223,413
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 82","Kirkland",3,20,80,41,144,0,288,468
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 83","Senneville",18,29,63,23,83,0,216,364
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 84","Sainte-Anne-de-Bellevue",19,28,50,60,118,0,275,420
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 84-1","Sainte-Anne-de-Bellevue",19,10,35,35,69,0,168,268
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 85","Sainte-Anne-de-Bellevue",21,19,52,25,90,1,208,348
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 85-1","Sainte-Anne-de-Bellevue",20,17,52,36,64,1,190,306
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 86A","Baie-d'Urfé",10,14,57,27,74,0,182,281
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 86B","Baie-d'Urfé",6,13,35,21,82,0,157,279
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 87","Baie-d'Urfé",0,19,76,19,104,0,218,376
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 88","Baie-d'Urfé",7,13,69,20,129,2,240,388
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 89","Baie-d'Urfé",12,13,36,22,115,0,198,304
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 90","Baie-d'Urfé",7,27,89,44,126,0,293,460
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 91","Baie-d'Urfé",15,28,78,26,114,0,261,410
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 92","Baie-d'Urfé",10,25,38,34,113,0,220,408
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 93","Sainte-Anne-de-Bellevue",6,36,18,21,55,0,136,235
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 94","Sainte-Anne-de-Bellevue",23,36,25,52,71,1,208,381
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 95","Sainte-Anne-de-Bellevue",22,27,18,38,57,1,163,369
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 96","Sainte-Anne-de-Bellevue",22,41,17,44,53,3,180,316
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 97","Sainte-Anne-de-Bellevue",27,22,15,26,30,2,122,280
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 98","Sainte-Anne-de-Bellevue",30,13,26,21,52,1,143,279
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 98-1","Sainte-Anne-de-Bellevue",26,28,26,43,73,1,197,333
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 99","Senneville",14,23,52,27,95,3,214,357
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 100","Beaconsfield",5,20,99,22,108,0,254,478
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 101","Beaconsfield",6,16,65,26,77,0,190,323
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 101-1","Beaconsfield",0,13,65,19,80,0,177,290
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 102","Beaconsfield",3,30,80,44,136,0,293,491
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 103","Beaconsfield",6,22,93,31,115,0,267,488
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 104","Beaconsfield",17,27,64,41,120,2,271,432
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 105","Beaconsfield",11,33,62,43,94,1,244,420
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 106","Beaconsfield",7,23,66,45,117,0,258,427
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 107","Beaconsfield",11,15,60,51,131,2,270,441
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 108","Beaconsfield",7,20,49,27,103,0,206,340
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 109","Beaconsfield",6,21,65,14,126,1,233,389
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 110","Beaconsfield",7,14,55,36,136,1,249,492
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 111","Beaconsfield",8,29,54,31,123,0,245,433
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 112","Beaconsfield",4,22,49,25,79,0,179,343
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 113","Beaconsfield",6,14,31,32,86,0,169,304
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 114","Beaconsfield",5,34,69,32,149,0,289,467
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 115","Beaconsfield",4,26,64,37,113,3,247,493
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 116","Beaconsfield",10,20,74,38,138,1,281,454
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 117","Beaconsfield",3,3,47,11,77,0,141,236
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 117-1","Beaconsfield",12,26,94,46,144,1,323,506
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 118","Beaconsfield",6,33,55,37,100,2,233,366
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 119","Beaconsfield",12,46,66,44,96,0,264,442
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 120","Beaconsfield",10,23,50,38,130,0,251,410
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 121","Beaconsfield",10,31,64,39,108,0,252,440
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 122","Beaconsfield",15,18,71,37,145,2,288,479
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 123","Beaconsfield",12,30,76,45,146,0,309,493
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 124","Beaconsfield",6,36,50,52,117,1,262,433
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 125","Pointe-Claire",24,24,34,57,82,2,223,411
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 126","Pointe-Claire",15,14,35,21,91,2,178,399
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 127","Pointe-Claire",14,20,45,41,115,5,240,525
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 128","Pointe-Claire",6,55,51,42,114,0,268,430
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 129","Pointe-Claire",21,30,64,39,141,2,297,436
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 130","Pointe-Claire",13,31,62,35,187,0,328,528
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 131","Pointe-Claire",8,33,50,24,131,1,247,405
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 132","Pointe-Claire",18,52,52,47,126,0,295,479
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 133","Pointe-Claire",33,23,38,48,87,2,231,398
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 134","Beaconsfield",21,26,56,42,120,1,266,411
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 135","Beaconsfield",6,20,59,38,138,1,262,436
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 136","Beaconsfield",9,24,86,16,101,2,238,474
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 137","Beaconsfield",15,21,70,30,120,1,257,434
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 138","Beaconsfield",7,44,59,52,125,1,288,496
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 139","Beaconsfield",3,27,55,36,113,0,234,393
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 140","Beaconsfield",14,14,70,13,114,0,225,431
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 141","Pointe-Claire",11,18,30,50,67,0,176,399
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 142","Pointe-Claire",7,11,19,24,72,0,133,341
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 142-1","Pointe-Claire",5,10,32,23,73,0,143,292
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 143","Pointe-Claire",9,9,39,37,74,0,168,280
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 144","Pointe-Claire",5,5,43,29,94,0,176,350
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 144-1","Pointe-Claire",4,7,25,16,70,2,124,248
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 145","Pointe-Claire",17,14,43,33,83,3,193,328
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 145-1","Pointe-Claire",7,4,29,20,52,1,113,254
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 146","Pointe-Claire",14,12,25,41,69,2,163,317
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 147","Pointe-Claire",19,16,43,57,114,0,249,411
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 148","Pointe-Claire",7,27,61,50,122,3,270,443
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 149","Pointe-Claire",10,37,57,37,105,3,249,389
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 150","Pointe-Claire",17,34,60,50,110,0,271,425
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 151","Pointe-Claire",9,24,46,53,115,0,247,398
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 152","Pointe-Claire",3,38,82,52,111,0,286,459
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 153","Pointe-Claire",10,34,55,72,121,2,294,460
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 154","Pointe-Claire",8,37,47,63,112,0,267,431
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 155","Pointe-Claire",13,46,46,58,93,1,257,402
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 156","Pointe-Claire",12,25,36,41,84,2,200,441
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 157","Pointe-Claire",14,14,70,30,135,1,264,484
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 158","Pointe-Claire",14,23,42,27,107,0,213,363
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 159","Pointe-Claire",13,42,61,62,147,2,327,526
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 160","Pointe-Claire",2,9,49,31,118,1,210,432
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 161","Pointe-Claire",12,27,37,47,91,1,215,354
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 162","Pointe-Claire",17,32,55,67,122,1,294,465
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 163","Pointe-Claire",13,27,60,41,114,1,256,438
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 164","Pointe-Claire",7,13,37,52,119,1,229,380
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 165","Pointe-Claire",9,45,44,41,99,1,239,360
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 166","Pointe-Claire",13,49,58,93,105,2,320,474
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 167","Pointe-Claire",19,37,79,59,131,0,325,485
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 168","Pointe-Claire",4,16,40,45,47,1,153,249
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 169","Pointe-Claire",12,45,52,42,84,0,235,369
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 170","Pointe-Claire",8,18,26,14,39,2,107,175
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 171","Pointe-Claire",2,9,58,16,104,3,192,411
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 171-1","Pointe-Claire",6,14,49,31,92,3,195,404
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 172","Pointe-Claire",8,12,38,21,82,0,161,328
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 173","Pointe-Claire",24,28,53,48,119,1,273,485
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 400A","Sainte-Anne-de-Bellevue",5,5,12,2,32,1,57,127
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 400B","Sainte-Anne-de-Bellevue",6,2,15,10,40,2,75,132
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 400C","Sainte-Anne-de-Bellevue",6,5,9,3,24,2,49,72
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 500","Mobile poll/Bureau itinérant",4,3,6,0,11,2,26,56
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 501","Mobile poll/Bureau itinérant",3,4,20,3,35,4,69,119
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 502","Mobile poll/Bureau itinérant",10,0,10,5,25,2,52,47
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 503","Mobile poll/Bureau itinérant",0,5,15,9,37,0,66,112
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 600","Pierrefonds",67,36,220,100,319,4,746,
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 601","Pierrefonds",47,22,102,42,192,4,409,
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 602","Kirkland",14,22,110,50,241,0,437,
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 603","Kirkland",21,33,202,93,347,1,697,
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 604","Senneville--Sainte-Anne-de-Bellevue",41,45,95,71,173,2,427,
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 605","Baie-d'Urfé--Beaconsfield",27,68,242,70,449,1,857,
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 606","Beaconsfield",17,53,204,54,328,0,656,
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 607","Pointe-Claire",25,34,155,67,283,2,566,
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 608","Pointe-Claire",26,47,164,69,313,3,622,
24027,"Lac-Saint-Louis/Lac-Saint-Louis"," 609","Pointe-Claire",33,63,226,103,352,5,782,
24027,"Lac-Saint-Louis/Lac-Saint-Louis",,Group 1/Groupe 1,10,14,40,7,44,4,119,185
24027,"Lac-Saint-Louis/Lac-Saint-Louis",,Group 2/Groupe 2,11,42,131,65,216,13,478,

