Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Shelly Glover,Justin Gregoire,Marc Payette,Matt Schaubroeck,Raymond Simard,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46009,"Saint Boniface/Saint-Boniface"," 71","Winnipeg",92,0,14,40,47,0,193,344
46009,"Saint Boniface/Saint-Boniface"," 72","Winnipeg",56,1,20,46,57,0,180,364
46009,"Saint Boniface/Saint-Boniface"," 73","Winnipeg",77,0,26,44,58,0,205,411
46009,"Saint Boniface/Saint-Boniface"," 74","Winnipeg",100,0,13,31,95,0,239,384
46009,"Saint Boniface/Saint-Boniface"," 75","Winnipeg",112,0,22,48,113,0,295,424
46009,"Saint Boniface/Saint-Boniface"," 76","Winnipeg",107,2,18,38,110,1,276,430
46009,"Saint Boniface/Saint-Boniface"," 77","Winnipeg",103,0,9,15,69,0,196,293
46009,"Saint Boniface/Saint-Boniface"," 78","Winnipeg",62,0,13,6,95,0,176,246
46009,"Saint Boniface/Saint-Boniface"," 79","Winnipeg",102,1,13,38,70,0,224,432
46009,"Saint Boniface/Saint-Boniface"," 80","Winnipeg",121,0,16,37,62,1,237,418
46009,"Saint Boniface/Saint-Boniface"," 81","Winnipeg",54,0,14,24,38,0,130,266
46009,"Saint Boniface/Saint-Boniface"," 82","Winnipeg",136,4,8,41,72,3,264,387
46009,"Saint Boniface/Saint-Boniface"," 83","Winnipeg",86,3,4,26,45,0,164,354
46009,"Saint Boniface/Saint-Boniface"," 84","Winnipeg",29,0,3,31,33,1,97,277
46009,"Saint Boniface/Saint-Boniface"," 85","Winnipeg",64,1,11,32,52,1,161,359
46009,"Saint Boniface/Saint-Boniface"," 86","Winnipeg",98,2,11,33,79,1,224,385
46009,"Saint Boniface/Saint-Boniface"," 87","Winnipeg",78,1,8,17,57,1,162,297
46009,"Saint Boniface/Saint-Boniface"," 88","Winnipeg",90,1,15,38,49,1,194,331
46009,"Saint Boniface/Saint-Boniface"," 89","Winnipeg",181,2,19,71,88,3,364,532
46009,"Saint Boniface/Saint-Boniface"," 90","Winnipeg",71,1,15,39,66,1,193,366
46009,"Saint Boniface/Saint-Boniface"," 91","Winnipeg",84,3,12,36,52,0,187,347
46009,"Saint Boniface/Saint-Boniface"," 92","Winnipeg",136,0,9,4,109,1,259,350
46009,"Saint Boniface/Saint-Boniface"," 93","Winnipeg",98,0,16,24,65,1,204,351
46009,"Saint Boniface/Saint-Boniface"," 94","Winnipeg",92,6,16,51,56,0,221,394
46009,"Saint Boniface/Saint-Boniface"," 95","Winnipeg",102,0,17,45,62,1,227,381
46009,"Saint Boniface/Saint-Boniface"," 96A","Winnipeg",67,1,9,33,36,0,146,355
46009,"Saint Boniface/Saint-Boniface"," 96B","Winnipeg",Merged with No. 89/Fusionné avec le nº 89,,,,,,,191
46009,"Saint Boniface/Saint-Boniface"," 97","Winnipeg",55,1,1,34,37,0,128,248
46009,"Saint Boniface/Saint-Boniface"," 98","Winnipeg",80,3,11,45,47,1,187,472
46009,"Saint Boniface/Saint-Boniface"," 99","Winnipeg",83,2,13,22,49,1,170,328
46009,"Saint Boniface/Saint-Boniface"," 100","Winnipeg",54,3,5,26,53,0,141,268
46009,"Saint Boniface/Saint-Boniface"," 101","Winnipeg",86,1,12,21,80,0,200,327
46009,"Saint Boniface/Saint-Boniface"," 102","Winnipeg",74,0,11,34,67,0,186,309
46009,"Saint Boniface/Saint-Boniface"," 103","Winnipeg",77,0,6,5,80,0,168,239
46009,"Saint Boniface/Saint-Boniface"," 104","Winnipeg",117,0,17,15,51,2,202,289
46009,"Saint Boniface/Saint-Boniface"," 105","Winnipeg",89,0,7,34,55,0,185,282
46009,"Saint Boniface/Saint-Boniface"," 106","Winnipeg",111,0,15,24,76,2,228,368
46009,"Saint Boniface/Saint-Boniface"," 107A","Winnipeg",55,0,2,28,39,2,126,237
46009,"Saint Boniface/Saint-Boniface"," 107B","Winnipeg",48,0,7,11,30,0,96,127
46009,"Saint Boniface/Saint-Boniface"," 108","Winnipeg",84,0,8,44,61,0,197,409
46009,"Saint Boniface/Saint-Boniface"," 109","Winnipeg",112,2,10,41,84,1,250,465
46009,"Saint Boniface/Saint-Boniface"," 110","Winnipeg",114,3,13,29,94,0,253,407
46009,"Saint Boniface/Saint-Boniface"," 111","Winnipeg",81,0,9,39,64,0,193,535
46009,"Saint Boniface/Saint-Boniface"," 112","Winnipeg",Void/Supprimé,,,,,,,
46009,"Saint Boniface/Saint-Boniface"," 113","Winnipeg",98,4,12,60,72,2,248,589
46009,"Saint Boniface/Saint-Boniface"," 114","Winnipeg",52,2,6,27,44,0,131,397
46009,"Saint Boniface/Saint-Boniface"," 115","Winnipeg",53,0,9,31,52,2,147,342
46009,"Saint Boniface/Saint-Boniface"," 116","Winnipeg",69,2,6,40,54,0,171,294
46009,"Saint Boniface/Saint-Boniface"," 117","Winnipeg",64,5,4,40,32,1,146,241
46009,"Saint Boniface/Saint-Boniface"," 118","Winnipeg",68,4,8,38,52,1,171,371
46009,"Saint Boniface/Saint-Boniface"," 119","Winnipeg",93,1,9,32,79,0,214,358
46009,"Saint Boniface/Saint-Boniface"," 120","Winnipeg",158,2,11,28,109,0,308,445
46009,"Saint Boniface/Saint-Boniface"," 121","Winnipeg",88,0,3,17,42,0,150,242
46009,"Saint Boniface/Saint-Boniface"," 122","Winnipeg",104,0,12,39,68,0,223,375
46009,"Saint Boniface/Saint-Boniface"," 123","Winnipeg",134,0,16,31,87,1,269,480
46009,"Saint Boniface/Saint-Boniface"," 124","Winnipeg",126,0,16,31,80,1,254,426
46009,"Saint Boniface/Saint-Boniface"," 125","Winnipeg",172,1,8,66,140,1,388,678
46009,"Saint Boniface/Saint-Boniface"," 126","Winnipeg",95,7,4,39,61,2,208,348
46009,"Saint Boniface/Saint-Boniface"," 127","Winnipeg",117,1,7,52,81,0,258,430
46009,"Saint Boniface/Saint-Boniface"," 128","Winnipeg",122,1,11,32,55,0,221,379
46009,"Saint Boniface/Saint-Boniface"," 129","Winnipeg",110,0,12,30,57,0,209,336
46009,"Saint Boniface/Saint-Boniface"," 130","Winnipeg",134,2,13,49,88,0,286,489
46009,"Saint Boniface/Saint-Boniface"," 131","Winnipeg",99,2,14,39,70,1,225,405
46009,"Saint Boniface/Saint-Boniface"," 132","Winnipeg",34,1,2,26,27,0,90,164
46009,"Saint Boniface/Saint-Boniface"," 133","Winnipeg",137,0,14,28,56,0,235,452
46009,"Saint Boniface/Saint-Boniface"," 134","Winnipeg",137,1,15,31,118,2,304,489
46009,"Saint Boniface/Saint-Boniface"," 135","Winnipeg",79,1,5,25,47,0,157,345
46009,"Saint Boniface/Saint-Boniface"," 136","Winnipeg",109,0,16,29,70,0,224,295
46009,"Saint Boniface/Saint-Boniface"," 137","Winnipeg",144,0,14,26,93,0,277,402
46009,"Saint Boniface/Saint-Boniface"," 138","Winnipeg",182,0,12,18,83,0,295,466
46009,"Saint Boniface/Saint-Boniface"," 139","Winnipeg",177,3,20,29,74,0,303,538
46009,"Saint Boniface/Saint-Boniface"," 140","Winnipeg",86,0,13,42,56,0,197,403
46009,"Saint Boniface/Saint-Boniface"," 141","Winnipeg",88,0,10,18,62,0,178,386
46009,"Saint Boniface/Saint-Boniface"," 142","Winnipeg",145,0,7,26,98,0,276,406
46009,"Saint Boniface/Saint-Boniface"," 143","Winnipeg",115,0,12,7,73,6,213,325
46009,"Saint Boniface/Saint-Boniface"," 144","Winnipeg",99,0,5,28,61,0,193,307
46009,"Saint Boniface/Saint-Boniface"," 145","Winnipeg",111,0,5,26,96,1,239,360
46009,"Saint Boniface/Saint-Boniface"," 146","Winnipeg",119,0,9,20,68,0,216,344
46009,"Saint Boniface/Saint-Boniface"," 147","Winnipeg",113,2,6,23,85,0,229,349
46009,"Saint Boniface/Saint-Boniface"," 148","Winnipeg",153,0,12,20,122,0,307,468
46009,"Saint Boniface/Saint-Boniface"," 149","Winnipeg",140,1,8,33,93,1,276,464
46009,"Saint Boniface/Saint-Boniface"," 150","Winnipeg",100,0,3,8,86,2,199,390
46009,"Saint Boniface/Saint-Boniface"," 151","Winnipeg",91,0,7,16,57,0,171,248
46009,"Saint Boniface/Saint-Boniface"," 152","Winnipeg",182,3,10,27,100,2,324,471
46009,"Saint Boniface/Saint-Boniface"," 153","Winnipeg",127,2,6,19,66,1,221,355
46009,"Saint Boniface/Saint-Boniface"," 154","Winnipeg",201,1,7,18,96,0,323,545
46009,"Saint Boniface/Saint-Boniface"," 155","Winnipeg",190,2,11,25,117,0,345,553
46009,"Saint Boniface/Saint-Boniface"," 156","Winnipeg",174,0,12,28,75,0,289,497
46009,"Saint Boniface/Saint-Boniface"," 157","Winnipeg",124,2,16,15,87,1,245,406
46009,"Saint Boniface/Saint-Boniface"," 158","Winnipeg",86,0,4,6,28,0,124,243
46009,"Saint Boniface/Saint-Boniface"," 159","Winnipeg",155,1,14,33,101,1,305,534
46009,"Saint Boniface/Saint-Boniface"," 160","Winnipeg",152,0,6,11,67,0,236,383
46009,"Saint Boniface/Saint-Boniface"," 161","Winnipeg",128,2,7,18,67,0,222,429
46009,"Saint Boniface/Saint-Boniface"," 162A","Winnipeg",202,1,15,21,123,2,364,612
46009,"Saint Boniface/Saint-Boniface"," 162B","Winnipeg",202,0,4,22,118,0,346,560
46009,"Saint Boniface/Saint-Boniface"," 162-1","Winnipeg",242,1,11,31,106,0,391,627
46009,"Saint Boniface/Saint-Boniface"," 163","Winnipeg",88,1,8,27,43,0,167,326
46009,"Saint Boniface/Saint-Boniface"," 164","Winnipeg",88,0,6,7,56,0,157,274
46009,"Saint Boniface/Saint-Boniface"," 165","Winnipeg",127,0,8,10,63,0,208,346
46009,"Saint Boniface/Saint-Boniface"," 166","Winnipeg",159,0,5,18,49,1,232,367
46009,"Saint Boniface/Saint-Boniface"," 167","Winnipeg",165,0,17,39,114,0,335,518
46009,"Saint Boniface/Saint-Boniface"," 168","Winnipeg",128,2,7,13,61,0,211,366
46009,"Saint Boniface/Saint-Boniface"," 168-1","Winnipeg",108,0,2,10,45,0,165,284
46009,"Saint Boniface/Saint-Boniface"," 169","Winnipeg",149,0,17,22,45,0,233,385
46009,"Saint Boniface/Saint-Boniface"," 169-1A","Winnipeg",117,0,9,17,61,0,204,421
46009,"Saint Boniface/Saint-Boniface"," 169-1B","Winnipeg",137,0,5,13,70,0,225,451
46009,"Saint Boniface/Saint-Boniface"," 400","Winnipeg",90,0,2,23,55,0,170,250
46009,"Saint Boniface/Saint-Boniface"," 401","Winnipeg",92,2,4,25,67,0,190,243
46009,"Saint Boniface/Saint-Boniface"," 500","Mobile poll/Bureau itinérant",32,2,2,22,92,0,150,200
46009,"Saint Boniface/Saint-Boniface"," 501","Mobile poll/Bureau itinérant",28,0,5,10,175,5,223,175
46009,"Saint Boniface/Saint-Boniface"," 600","Winnipeg",144,2,16,45,291,0,498,
46009,"Saint Boniface/Saint-Boniface"," 601","Winnipeg",278,0,17,45,128,1,469,
46009,"Saint Boniface/Saint-Boniface"," 602","Winnipeg",146,4,20,47,157,0,374,
46009,"Saint Boniface/Saint-Boniface"," 603","Winnipeg",212,0,12,27,112,0,363,
46009,"Saint Boniface/Saint-Boniface"," 604","Winnipeg",224,1,15,61,99,1,401,
46009,"Saint Boniface/Saint-Boniface"," 605","Winnipeg",294,0,12,38,163,1,508,
46009,"Saint Boniface/Saint-Boniface"," 606","Winnipeg",537,1,22,41,242,1,844,
46009,"Saint Boniface/Saint-Boniface",,Group 1/Groupe 1,40,1,8,10,34,5,98,199
46009,"Saint Boniface/Saint-Boniface",,Group 2/Groupe 2,510,3,45,86,416,16,1076,

