Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,George Campbell,Brad Pye,Michael John Savage,Paul Shreenan,Wanda Webber,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 43A","Halifax",0,43,78,10,44,1,176,378
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 43B","Halifax",1,39,82,17,43,2,184,329
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 44","Halifax",1,33,101,13,67,0,215,360
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 45","Halifax",0,42,162,24,45,1,274,411
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 46","Halifax",1,39,159,23,48,1,271,386
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 47","Halifax",1,34,127,21,40,2,225,351
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 48","Halifax",2,27,126,1,44,1,201,319
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 49","Halifax",4,56,78,8,48,0,194,327
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 50","Halifax",1,62,82,7,23,1,176,274
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 51","Halifax",2,49,64,5,24,2,146,351
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 52","Halifax",1,42,54,10,31,0,138,321
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 53","Halifax",0,79,116,15,44,2,256,430
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 54","Halifax",0,45,15,7,4,1,72,281
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 55","Halifax",1,105,76,28,46,1,257,508
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 56","Halifax",Void/Supprimé,,,,,,,
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 57","Halifax",4,81,45,11,22,0,163,393
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 58","Halifax",1,38,17,1,12,0,69,309
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 58-1","Halifax",0,50,23,5,21,2,101,275
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 59","Halifax",0,33,27,8,20,2,90,212
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 59-1","Halifax",2,75,42,14,23,0,156,357
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 60","Halifax",3,80,58,17,21,0,179,365
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 61","Halifax",0,43,26,11,18,1,99,252
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 62","Halifax",0,52,40,15,22,0,129,265
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 63","Halifax",0,47,35,11,8,10,111,221
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 64","Halifax",0,50,45,13,19,1,128,261
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 65","Halifax",0,55,92,13,57,2,219,355
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 66","Halifax",0,67,80,13,35,1,196,330
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 67","Halifax",1,47,71,13,54,2,188,321
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 68","Halifax",2,76,80,10,48,1,217,347
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 69A","Halifax",2,68,106,9,59,1,245,430
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 69B","Mobile poll/Bureau itinérant",0,15,54,5,39,4,117,61
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 69C","Mobile poll/Bureau itinérant",Merged with No. 69B/Fusionné avec le nº 69B,,,,,,,51
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 69D","Mobile poll/Bureau itinérant",Merged with No. 69B/Fusionné avec le nº 69B,,,,,,,29
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 70","Halifax",0,50,72,19,28,2,171,284
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 71","Halifax",0,53,72,40,13,0,178,299
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 72","Halifax",1,50,71,16,26,0,164,320
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 73","Halifax",0,29,53,8,25,0,115,269
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 74","Halifax",0,49,28,1,21,0,99,306
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 75","Halifax",0,32,71,19,24,1,147,262
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 76","Halifax",3,30,109,13,45,0,200,369
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 77","Halifax",0,35,72,12,36,0,155,268
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 78","Halifax",0,22,116,19,41,4,202,318
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 79","Halifax",0,33,115,20,53,1,222,329
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 80","Halifax",0,57,117,12,35,1,222,351
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 81","Halifax",1,41,39,7,18,0,106,314
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 81-1","Halifax",1,35,26,4,18,0,84,226
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 82","Halifax",0,74,128,27,46,3,278,427
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 83","Halifax",0,69,152,26,39,3,289,480
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 84","Halifax",0,23,66,8,17,0,114,200
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 85","Halifax",2,61,64,13,9,1,150,268
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 86","Halifax",0,67,114,22,32,1,236,384
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 87","Halifax",0,76,107,17,22,0,222,431
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 88","Halifax",1,64,67,21,18,0,171,341
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 89","Halifax",0,21,66,11,40,0,138,282
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 89-1","Halifax",0,48,35,4,10,1,98,245
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 90","Halifax",0,69,90,34,31,2,226,376
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 91","Halifax",0,67,96,12,30,1,206,392
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 92","Halifax",0,61,106,23,35,2,227,348
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 93","Halifax",0,46,37,12,26,0,121,254
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 94","Halifax",1,69,40,8,21,2,141,300
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 95","Halifax",1,52,84,26,37,1,201,365
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 96","Halifax",3,51,54,15,24,1,148,332
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 97","Halifax",1,54,77,19,30,3,184,369
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 98A","Halifax",0,48,47,11,26,1,133,351
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 98B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,15
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 99","Halifax",2,41,65,18,27,0,153,320
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 100","Halifax",1,46,27,7,11,1,93,369
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 101","Halifax",0,42,40,4,24,0,110,270
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 102","Halifax",0,62,35,11,25,0,133,347
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 103","Halifax",0,85,96,16,59,1,257,512
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 104","Halifax",2,103,103,7,61,3,279,591
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 105","Halifax",1,68,30,6,43,1,149,261
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 106","Halifax",0,83,34,1,30,1,149,341
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 107","Halifax",0,58,14,7,18,1,98,284
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 108","Halifax",3,55,19,4,16,0,97,268
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 109","Halifax",1,38,25,5,14,0,83,254
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 110","Halifax",1,39,67,6,28,2,143,260
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 111","Halifax",0,56,64,20,49,1,190,362
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 112","Halifax",0,87,81,9,47,1,225,408
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 113","Halifax",1,60,67,11,39,1,179,372
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 114","Halifax",2,59,106,5,45,1,218,357
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 115","Halifax",0,64,79,8,57,3,211,379
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 116","Halifax",1,98,63,8,38,1,209,365
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 117","Halifax",1,82,70,18,44,3,218,375
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 118","Halifax",0,48,83,11,43,2,187,308
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 119","Halifax",2,41,66,7,54,0,170,305
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 120","Halifax",1,75,87,7,38,0,208,336
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 121","Halifax",0,55,80,11,33,0,179,311
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 122","Halifax",3,92,102,16,65,1,279,462
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 123","Halifax",2,60,77,9,47,0,195,322
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 124","Halifax",0,60,72,12,53,2,199,372
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 125","Halifax",4,54,89,11,56,3,217,342
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 126","Halifax",0,48,88,12,54,0,202,301
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 127","Halifax",1,43,53,11,46,0,154,312
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 128","Halifax",1,85,94,16,52,2,250,437
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 129","Halifax",0,60,89,13,62,1,225,354
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 130A","Halifax",0,32,71,9,77,0,189,302
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 130B","Halifax",0,45,83,12,40,0,180,297
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 130-1","Halifax",0,24,48,8,34,2,116,219
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 131","Halifax",0,41,145,20,61,0,267,482
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 132","Halifax",1,25,53,1,43,1,124,258
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 132-1","Halifax",1,33,65,7,48,0,154,241
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 133","Halifax",5,49,137,8,80,0,279,429
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 134","Halifax",0,42,121,10,91,3,267,457
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 134-1","Halifax",1,37,74,8,58,0,178,328
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 135","Halifax",0,92,70,15,59,0,236,474
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 136","Halifax",1,58,72,14,53,2,200,378
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 136-1","Halifax",0,35,61,5,42,0,143,293
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 137","Halifax",0,52,30,4,42,1,129,252
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 138","Halifax",1,114,80,8,74,0,277,523
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 139","Halifax",5,63,67,22,62,13,232,435
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 140","Halifax",1,84,37,6,25,1,154,308
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 140-1","Halifax",0,53,55,7,42,2,159,309
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 141","Halifax",0,45,26,7,15,2,95,189
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 142","Halifax",0,74,65,8,42,3,192,357
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 143","Halifax",2,95,71,12,31,0,211,421
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 144","Halifax",3,112,63,8,37,1,224,373
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 145","Halifax",0,72,34,15,43,0,164,345
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 145-1","Halifax",1,100,56,11,39,0,207,274
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 146","Halifax",4,86,61,13,45,0,209,405
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 147","Halifax",3,41,51,13,39,1,148,253
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 147-1","Halifax",0,30,26,4,17,0,77,223
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 148","Halifax",1,71,44,10,31,1,158,331
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 149","Halifax",2,75,45,9,36,1,168,322
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 150","Halifax",0,108,36,8,58,1,211,408
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 151","Halifax",2,91,35,11,48,1,188,317
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 152","Halifax",0,49,47,4,19,0,119,250
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 153","Halifax",5,99,55,18,72,0,249,457
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 154","Halifax",1,67,52,7,69,1,197,408
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 155","Halifax",0,86,79,13,66,0,244,480
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 156","Halifax",3,48,117,8,68,2,246,389
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 157","Halifax",0,38,56,5,47,0,146,255
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 158","Halifax",6,46,94,6,41,1,194,364
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 159","Halifax",1,64,84,8,43,0,200,291
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 160","Halifax",1,46,36,6,29,1,119,259
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 161","Halifax",0,27,53,5,39,0,124,217
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 162","Halifax",0,60,78,8,45,0,191,362
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 163","Halifax",1,58,135,12,70,0,276,424
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 164","Halifax",2,40,110,12,94,1,259,400
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 165","Halifax",2,36,108,10,51,1,208,348
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 166","Halifax",3,43,124,11,86,1,268,445
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 167","Halifax",0,39,45,6,49,0,139,211
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 168","Halifax",1,73,80,6,63,3,226,336
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 169","Halifax",0,68,79,13,74,0,234,356
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 170","Halifax",1,61,130,15,80,4,291,485
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 171","Halifax",1,42,139,12,73,2,269,425
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 172","Halifax",2,48,108,10,70,1,239,387
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 173","Halifax",1,98,73,7,51,0,230,398
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 174","Halifax",2,67,34,4,25,0,132,245
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 174-1","Halifax",0,41,56,6,45,1,149,260
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 175","Halifax",0,72,29,5,23,0,129,246
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 176","Halifax",0,51,36,4,36,1,128,243
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 176-1","Halifax",2,48,85,4,59,0,198,322
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 177","Halifax",0,63,88,20,41,0,212,376
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 178","Halifax",1,72,100,12,71,0,256,413
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 178-1A","Halifax",3,37,108,14,73,1,236,433
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 178-1B","Halifax",3,54,111,15,58,0,241,451
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 400","Halifax",1,56,41,3,14,1,116,194
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 500","Mobile poll/Bureau itinérant",2,24,20,4,10,1,61,99
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 501","Mobile poll/Bureau itinérant",2,18,32,2,20,1,75,161
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 502","Mobile poll/Bureau itinérant",1,59,39,3,35,1,138,207
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 503","Mobile poll/Bureau itinérant",2,8,31,0,24,1,66,79
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 600","Halifax",2,107,211,23,115,0,458,
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 601","Halifax",0,155,58,15,26,4,258,
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 602","Halifax",1,92,274,25,136,2,530,
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 603","Halifax",1,141,107,36,61,2,348,
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 604","Halifax",1,158,180,27,78,1,445,
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 605","Halifax",1,96,191,13,96,2,399,
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 606","Halifax",1,127,94,8,68,0,298,
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 607","Cole Harbour--Halifax",5,125,152,18,100,10,410,
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 608","Halifax",3,93,166,32,112,1,407,
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 609","Halifax",1,108,250,17,168,2,546,
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour",,Group 1/Groupe 1,2,63,120,26,249,13,473,1419
12003,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour",,Group 2/Groupe 2,3,225,347,33,159,12,779,

