Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jason Holley,Andrew House,Robert Karl O'Connor,Scott Simms,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 52","Tilting",5,18,0,66,0,89,177
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 53","Joe Batt's Arm-Barr'd Islands-Shoal Bay",9,8,2,83,2,104,283
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 54","Joe Batt's Arm-Barr'd Islands",9,13,0,95,3,120,317
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 55","Joe Batt's Arm",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 56","Fogo",9,6,2,54,1,72,312
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 57","Fogo",8,7,3,55,1,74,289
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 58","Island Harbour--Deep Bay",1,8,0,45,1,55,191
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 59","Seldom",8,8,1,80,0,97,345
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 60","Change Islands",3,9,0,72,0,84,248
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 61","Stag Harbour",8,15,1,44,0,68,144
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 62","Stoneville--Port Albert",17,14,0,53,1,85,351
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 63","Horwood",9,9,3,29,0,50,203
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 64","Clarke's Head",9,17,0,55,0,81,256
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 65","Victoria Cove",19,21,3,88,1,132,380
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 66","Davidsville",13,26,0,31,1,71,210
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 67","Frederickton",7,16,4,34,2,63,235
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 68","Noggin Cove",7,7,3,33,1,51,145
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 69","Carmanville",20,13,1,46,1,81,349
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 69-1","Gander Bay South",14,7,2,20,0,43,308
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 69-2","Carmanvillle",18,10,1,41,1,71,351
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 70","Ladle Cove--Aspen Cove",12,15,0,40,0,67,234
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 71","Musgrave Harbour",8,14,2,103,1,128,502
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 72","Musgrave Harbour",17,7,0,79,0,103,374
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 73","Musgrave Harbour",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 74","Deadman's Bay",8,5,1,34,0,48,119
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 75","Lumsden",14,13,2,140,0,169,408
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 76","Lumsden",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 77","Cape Freels",3,3,0,44,1,51,99
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 78","Newtown--Templeman",9,15,1,129,2,156,331
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 79","Pound Cove",2,5,0,51,0,58,146
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 80","Wesleyville",7,9,2,110,1,129,349
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 81","Brookfield",10,2,1,68,0,81,200
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 82","Badger's Quay",7,8,2,88,1,106,252
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 83","Badger's Quay--Pool's Island",16,19,1,159,0,195,418
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 84","Pool's Island",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 85","Greenspond",12,5,1,87,0,105,286
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 86","Valleyfield",9,14,2,92,1,118,292
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 87","Grand Falls-Windsor",20,21,6,105,0,152,438
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 88","Badger",13,9,1,91,0,114,276
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 89","Badger",46,26,2,148,0,222,488
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 90","Grand Falls-Windsor",32,26,3,216,1,278,607
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 91A","Grand Falls-Windsor",12,18,1,84,0,115,267
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 91B","Grand Falls-Windsor",11,20,1,56,0,88,284
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 92","Grand Falls-Windsor",14,25,4,98,0,141,316
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 93","Grand Falls-Windsor",21,12,1,79,0,113,310
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 94","Grand Falls-Windsor",25,7,1,68,0,101,352
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 95","Grand Falls-Windsor",28,29,5,129,0,191,373
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 96","Grand Falls-Windsor",16,21,3,155,0,195,442
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 97","Grand Falls-Windsor",26,27,5,118,1,177,375
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 97-1","Grand Falls-Windsor",21,33,5,136,2,197,489
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 98","Grand Falls-Windsor",18,16,0,97,3,134,370
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 99","Grand Falls-Windsor",21,9,2,111,0,143,418
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 100","Grand Falls-Windsor",23,20,0,87,0,130,474
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 101","Grand Falls-Windsor",13,10,1,84,0,108,315
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 102","Grand Falls-Windsor",17,21,0,62,0,100,302
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 103","Grand Falls-Windsor",25,12,5,112,0,154,390
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 104","Grand Falls-Windsor",20,27,2,161,3,213,440
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 105","Grand Falls-Windsor",26,35,11,182,0,254,554
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 106","Grand Falls-Windsor",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 107","Grand Falls-Windsor",25,33,10,190,0,258,471
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 108","Grand Falls-Windsor",26,23,2,149,0,200,455
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 109","Grand Falls-Windsor",23,17,4,114,0,158,328
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 110","Grand Falls-Windsor",15,17,5,103,0,140,342
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 111","Grand Falls-Windsor",11,17,1,90,5,124,289
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 112","Grand Falls-Windsor",11,20,3,145,4,183,372
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 113","Grand Falls-Windsor",15,37,7,138,2,199,406
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 114","Grand Falls-Windsor",25,19,3,147,0,194,441
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 115","Grand Falls-Windsor",15,13,2,85,0,115,307
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 116","Bishop's Falls",7,14,1,82,0,104,221
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 117","Bishop's Falls",5,16,2,123,0,146,352
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 118","Bishop's Falls",11,13,2,78,0,104,257
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 119","Bishop's Falls",16,12,2,149,1,180,494
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 120","Bishop's Falls",14,9,0,150,1,174,415
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 121","Bishop's Falls",16,12,0,134,0,162,387
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 122","Bishop's Falls",13,17,2,130,2,164,386
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 123","Bishop's Falls",18,13,2,156,0,189,382
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 124","Norris Arm",29,18,4,104,1,156,319
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 125","Norris Arm North",7,26,3,57,0,93,161
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 126","Norris Arm",20,20,0,124,1,165,409
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 127","Appleton",28,36,4,148,0,216,429
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 128","Glenwood",22,30,3,76,0,131,361
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 129","Glenwood",20,21,4,67,0,112,326
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 130","Benton",6,8,0,22,0,36,114
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 131","Gander",10,34,6,83,0,133,289
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 132","Gander",24,52,5,132,1,214,475
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 132-1","Gander",23,24,3,125,0,175,388
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 133","Gander",15,41,6,123,0,185,377
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 134","Gander",10,23,2,80,0,115,321
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 135","Gander",20,29,2,118,0,169,430
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 136","Gander",26,35,4,133,0,198,459
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 137","Gander",23,39,7,176,0,245,521
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 138","Gander",9,25,4,91,0,129,319
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 139","Gander",24,23,4,124,0,175,402
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 140","Gander",29,27,1,118,0,175,365
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 141","Gander",16,15,0,64,1,96,259
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 142","Gander",28,35,8,138,2,211,347
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 143","Gander",17,38,5,103,1,164,296
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 144","Gander",31,26,1,120,0,178,390
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 145","Gander",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 146","Gander",29,41,1,168,0,239,458
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 147","Gander",14,43,7,148,0,212,470
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 148","Gander",18,24,1,131,0,174,373
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 149","Gander",13,12,4,59,0,88,378
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 150","Gander",23,35,1,142,0,201,466
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 151","Centreville--Indian Bay",12,10,0,48,0,70,233
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 152","Wareham",8,6,1,91,3,109,274
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 153","Centreville",19,21,1,77,0,118,311
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 154","Centreville-Wareham-Trinity",13,12,0,63,0,88,287
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 155","Dover",15,3,3,42,0,63,365
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 156","Dover",6,3,0,38,0,47,199
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 157","Hare Bay",20,18,1,81,0,120,420
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 158","Hare Bay",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 159","Hare Bay",19,17,4,91,0,131,430
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 160","Hare Bay",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 161","Middle Brook",13,11,2,58,0,84,233
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 162","Middle Brook",29,23,6,117,1,176,474
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 163","Gambo",24,21,2,125,2,174,505
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 164","Gambo",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 165","Dark Cove",13,20,1,111,2,147,429
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 166","Gambo",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 167","Glovertown--Saunders Cove",15,19,3,84,0,121,303
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 168","Glovertown",13,33,2,81,1,130,373
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 169","Glovertown",28,29,2,99,0,158,415
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 170","Glovertown",13,20,4,92,0,129,294
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 171","Glovertown",15,8,1,95,0,119,256
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 172","Traytown",30,15,6,95,0,146,311
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 173","St. Brendan's",12,13,0,56,0,81,171
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 174","Sandringham",15,7,2,48,1,73,218
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 175","Burnside-St. Chads",2,6,3,30,0,41,70
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 176A","Eastport",12,11,1,86,0,110,227
