Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jeremy Arney,Dale P. Leier,Andrew Lewis,Gary Lunn,Dan Moreau,Patricia O'Brien,Briony Penn,Julian West,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 214","Saanich",2,1,32,66,1,0,64,23,0,189,422
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 215","Saanich",3,2,30,168,2,1,108,38,2,354,594
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 216","Saanich",0,6,34,74,0,1,87,39,1,242,401
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 217","Saanich",0,1,30,81,0,0,90,17,0,219,321
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 218","Saanich",0,0,27,65,0,0,82,12,3,189,314
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 500","Mobile poll/Bureau itinérant",1,0,11,11,0,0,18,2,0,43,50
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 501","Mobile poll/Bureau itinérant",Merged with No. 502B/Fusionné avec le nº 502B,,,,,,,,,,208
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 502A","Mobile poll/Bureau itinérant",1,3,7,109,1,2,34,9,0,166,159
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 502B","Mobile poll/Bureau itinérant",1,3,11,60,0,5,33,17,6,136,234
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 600","Ganges",6,3,112,275,0,3,505,12,0,916,
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 601","North Saanich",0,1,78,486,3,3,280,18,1,870,
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 602","Sidney",0,1,61,449,0,6,213,27,4,761,
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 603","Central Saanich",4,3,76,505,1,1,241,41,3,875,
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 604","Central Saanich",1,0,40,204,1,0,125,19,1,391,
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 605","Saanich--Cordova Bay",1,5,35,504,0,6,267,30,0,848,
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 606","Saanich--Lake Hill",2,0,44,309,0,4,192,27,2,580,
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 607","Saanich--Gordon Head",1,1,51,370,0,2,358,44,2,829,
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 608","Saanich--Lake Hill",1,5,52,213,3,0,196,72,2,544,
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 609","Saanich--Lake Hill",3,2,57,283,2,1,202,53,5,608,
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 610","North Galiano",0,0,44,91,0,0,131,3,0,269,
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 611","North Galiano",0,0,0,1,0,0,12,0,0,13,
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 612","North Galiano",1,0,24,46,1,0,68,7,1,148,
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands",,Group 1/Groupe 1,0,1,16,89,0,0,65,18,5,194,376
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands",,Group 2/Groupe 2,0,0,129,569,3,1,468,55,21,1246,

