Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Andrew Akpata,Penny Collenette,Paul Dewar,Jen Hunter,Brian McGarry,Pierre Soublière,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35062,"Ottawa Centre/Ottawa-Centre"," 54","Ottawa",0,40,77,33,37,1,1,189,489
35062,"Ottawa Centre/Ottawa-Centre"," 55","Ottawa",6,36,73,16,35,0,1,167,400
35062,"Ottawa Centre/Ottawa-Centre"," 56","Ottawa",0,55,117,17,21,2,2,214,385
35062,"Ottawa Centre/Ottawa-Centre"," 57","Ottawa",1,42,94,22,27,0,0,186,314
35062,"Ottawa Centre/Ottawa-Centre"," 58","Ottawa",1,50,95,22,35,1,0,204,440
35062,"Ottawa Centre/Ottawa-Centre"," 59","Ottawa",4,82,68,5,78,0,8,245,397
35062,"Ottawa Centre/Ottawa-Centre"," 60","Ottawa",0,40,86,7,33,1,2,169,366
35062,"Ottawa Centre/Ottawa-Centre"," 61","Ottawa",1,33,87,17,46,3,0,187,429
35062,"Ottawa Centre/Ottawa-Centre"," 62","Ottawa",1,45,104,26,31,0,2,209,473
35062,"Ottawa Centre/Ottawa-Centre"," 63","Ottawa",0,55,48,11,37,0,0,151,241
35062,"Ottawa Centre/Ottawa-Centre"," 64","Ottawa",1,47,66,10,42,0,0,166,295
35062,"Ottawa Centre/Ottawa-Centre"," 65","Ottawa",1,62,91,21,45,0,2,222,494
35062,"Ottawa Centre/Ottawa-Centre"," 66","Ottawa",1,44,107,23,34,0,1,210,391
35062,"Ottawa Centre/Ottawa-Centre"," 67","Ottawa",5,71,79,20,56,0,1,232,453
35062,"Ottawa Centre/Ottawa-Centre"," 68","Ottawa",2,81,83,11,48,1,1,227,438
35062,"Ottawa Centre/Ottawa-Centre"," 69","Ottawa",0,64,56,18,39,0,2,179,346
35062,"Ottawa Centre/Ottawa-Centre"," 70","Ottawa",2,47,56,12,43,0,0,160,313
35062,"Ottawa Centre/Ottawa-Centre"," 71","Ottawa",0,109,93,35,80,0,1,318,492
35062,"Ottawa Centre/Ottawa-Centre"," 72","Ottawa",1,83,112,45,60,1,0,302,521
35062,"Ottawa Centre/Ottawa-Centre"," 73","Ottawa",2,136,117,28,119,0,0,402,569
35062,"Ottawa Centre/Ottawa-Centre"," 74","Ottawa",1,80,124,29,59,0,4,297,483
35062,"Ottawa Centre/Ottawa-Centre"," 75","Ottawa",3,60,100,33,44,0,1,241,388
35062,"Ottawa Centre/Ottawa-Centre"," 76","Ottawa",1,47,89,22,13,0,0,172,283
35062,"Ottawa Centre/Ottawa-Centre"," 77","Ottawa",4,63,104,28,37,0,0,236,404
35062,"Ottawa Centre/Ottawa-Centre"," 78","Ottawa",2,79,76,16,31,0,2,206,369
35062,"Ottawa Centre/Ottawa-Centre"," 79","Ottawa",1,67,131,22,30,0,1,252,482
35062,"Ottawa Centre/Ottawa-Centre"," 80","Ottawa",1,61,78,22,50,0,0,212,361
35062,"Ottawa Centre/Ottawa-Centre"," 81","Ottawa",0,51,78,18,36,0,1,184,364
35062,"Ottawa Centre/Ottawa-Centre"," 82","Ottawa",4,62,95,43,23,1,0,228,420
35062,"Ottawa Centre/Ottawa-Centre"," 83","Ottawa",2,49,125,21,29,0,0,226,370
35062,"Ottawa Centre/Ottawa-Centre"," 84","Ottawa",1,59,127,29,34,2,1,253,379
35062,"Ottawa Centre/Ottawa-Centre"," 85","Ottawa",1,56,139,30,25,1,0,252,411
35062,"Ottawa Centre/Ottawa-Centre"," 86","Ottawa",5,33,101,23,32,1,1,196,340
35062,"Ottawa Centre/Ottawa-Centre"," 87","Ottawa",2,33,82,29,26,1,1,174,324
35062,"Ottawa Centre/Ottawa-Centre"," 88","Ottawa",1,42,79,33,38,0,3,196,330
35062,"Ottawa Centre/Ottawa-Centre"," 89","Ottawa",4,37,79,35,28,1,1,185,327
35062,"Ottawa Centre/Ottawa-Centre"," 90","Ottawa",3,36,82,20,15,1,0,157,335
35062,"Ottawa Centre/Ottawa-Centre"," 91","Ottawa",3,57,86,25,21,0,1,193,347
35062,"Ottawa Centre/Ottawa-Centre"," 92","Ottawa",0,52,109,23,32,0,0,216,444
35062,"Ottawa Centre/Ottawa-Centre"," 93","Ottawa",2,56,123,19,53,0,0,253,575
35062,"Ottawa Centre/Ottawa-Centre"," 94","Ottawa",1,52,64,15,27,0,1,160,310
35062,"Ottawa Centre/Ottawa-Centre"," 95","Ottawa",0,109,92,30,85,0,2,318,537
35062,"Ottawa Centre/Ottawa-Centre"," 96","Ottawa",0,65,75,13,33,0,0,186,322
35062,"Ottawa Centre/Ottawa-Centre"," 97","Ottawa",0,75,90,25,26,0,1,217,413
35062,"Ottawa Centre/Ottawa-Centre"," 98","Ottawa",3,67,130,26,48,1,0,275,488
35062,"Ottawa Centre/Ottawa-Centre"," 99","Ottawa",1,49,90,30,22,1,1,194,388
35062,"Ottawa Centre/Ottawa-Centre"," 100","Ottawa",2,56,89,29,39,0,3,218,389
35062,"Ottawa Centre/Ottawa-Centre"," 101","Ottawa",0,63,80,18,17,1,0,179,286
35062,"Ottawa Centre/Ottawa-Centre"," 102","Ottawa",0,64,122,22,35,2,0,245,434
35062,"Ottawa Centre/Ottawa-Centre"," 103","Ottawa",2,74,113,30,42,0,0,261,414
35062,"Ottawa Centre/Ottawa-Centre"," 104","Ottawa",1,62,73,20,25,0,0,181,330
35062,"Ottawa Centre/Ottawa-Centre"," 105","Ottawa",0,80,80,21,53,0,1,235,399
35062,"Ottawa Centre/Ottawa-Centre"," 106","Ottawa",0,21,25,7,16,1,0,70,120
35062,"Ottawa Centre/Ottawa-Centre"," 107","Ottawa",1,67,113,34,55,0,0,270,494
35062,"Ottawa Centre/Ottawa-Centre"," 108","Ottawa",1,84,75,31,64,0,1,256,444
35062,"Ottawa Centre/Ottawa-Centre"," 109","Ottawa",0,63,100,30,28,0,0,221,382
35062,"Ottawa Centre/Ottawa-Centre"," 110","Ottawa",Void/Supprimé,,,,,,,,
35062,"Ottawa Centre/Ottawa-Centre"," 111","Ottawa",0,48,57,19,31,0,0,155,241
35062,"Ottawa Centre/Ottawa-Centre"," 112","Ottawa",1,48,77,12,25,2,0,165,333
35062,"Ottawa Centre/Ottawa-Centre"," 113","Ottawa",1,75,144,46,29,0,2,297,361
35062,"Ottawa Centre/Ottawa-Centre"," 114","Ottawa",2,55,101,43,35,1,1,238,485
35062,"Ottawa Centre/Ottawa-Centre"," 115","Ottawa",3,54,106,26,29,2,0,220,469
35062,"Ottawa Centre/Ottawa-Centre"," 116","Ottawa",0,78,106,27,39,0,5,255,459
35062,"Ottawa Centre/Ottawa-Centre"," 117","Ottawa",1,71,67,20,36,0,1,196,356
35062,"Ottawa Centre/Ottawa-Centre"," 118","Ottawa",1,67,107,24,44,0,0,243,392
35062,"Ottawa Centre/Ottawa-Centre"," 119","Ottawa",0,97,68,22,38,0,1,226,339
35062,"Ottawa Centre/Ottawa-Centre"," 120","Ottawa",1,65,75,21,58,0,1,221,379
35062,"Ottawa Centre/Ottawa-Centre"," 121","Ottawa",0,67,91,34,47,0,1,240,377
35062,"Ottawa Centre/Ottawa-Centre"," 122","Ottawa",0,70,119,34,28,1,1,253,423
35062,"Ottawa Centre/Ottawa-Centre"," 123","Ottawa",0,91,65,29,55,0,0,240,346
35062,"Ottawa Centre/Ottawa-Centre"," 124","Ottawa",1,54,79,21,43,0,2,200,336
35062,"Ottawa Centre/Ottawa-Centre"," 125","Ottawa",4,64,99,33,55,1,0,256,374
35062,"Ottawa Centre/Ottawa-Centre"," 126","Ottawa",2,78,80,32,41,1,2,236,353
35062,"Ottawa Centre/Ottawa-Centre"," 127","Ottawa",2,54,126,26,37,1,0,246,376
35062,"Ottawa Centre/Ottawa-Centre"," 128","Ottawa",3,65,85,37,60,1,0,251,418
35062,"Ottawa Centre/Ottawa-Centre"," 129","Ottawa",1,55,85,18,54,1,1,215,370
35062,"Ottawa Centre/Ottawa-Centre"," 130","Ottawa",1,57,91,26,54,0,1,230,343
35062,"Ottawa Centre/Ottawa-Centre"," 131","Ottawa",1,52,80,25,41,1,0,200,312
35062,"Ottawa Centre/Ottawa-Centre"," 132","Ottawa",1,45,56,30,45,1,0,178,295
35062,"Ottawa Centre/Ottawa-Centre"," 132-1","Ottawa",0,53,49,13,64,2,2,183,280
35062,"Ottawa Centre/Ottawa-Centre"," 133","Ottawa",Void/Supprimé,,,,,,,,
35062,"Ottawa Centre/Ottawa-Centre"," 134","Ottawa",2,52,100,26,34,0,1,215,379
35062,"Ottawa Centre/Ottawa-Centre"," 135","Ottawa",1,117,112,32,56,0,1,319,490
35062,"Ottawa Centre/Ottawa-Centre"," 136","Ottawa",3,67,100,36,28,0,0,234,377
35062,"Ottawa Centre/Ottawa-Centre"," 137","Ottawa",Void/Supprimé,,,,,,,,
35062,"Ottawa Centre/Ottawa-Centre"," 138","Ottawa",2,60,88,26,25,1,0,202,349
35062,"Ottawa Centre/Ottawa-Centre"," 139","Ottawa",1,72,123,27,46,1,0,270,466
35062,"Ottawa Centre/Ottawa-Centre"," 140","Ottawa",0,50,82,18,21,0,2,173,280
35062,"Ottawa Centre/Ottawa-Centre"," 141","Ottawa",0,67,68,37,41,0,1,214,351
35062,"Ottawa Centre/Ottawa-Centre"," 142","Ottawa",0,48,96,27,26,1,0,198,341
35062,"Ottawa Centre/Ottawa-Centre"," 143","Ottawa",3,86,102,27,75,0,1,294,444
35062,"Ottawa Centre/Ottawa-Centre"," 144","Ottawa",0,56,81,16,52,1,1,207,301
35062,"Ottawa Centre/Ottawa-Centre"," 145","Ottawa",1,82,75,18,49,0,1,226,389
35062,"Ottawa Centre/Ottawa-Centre"," 146","Ottawa",0,72,73,21,57,0,1,224,377
35062,"Ottawa Centre/Ottawa-Centre"," 147","Ottawa",3,29,91,18,33,0,1,175,306
35062,"Ottawa Centre/Ottawa-Centre"," 148","Ottawa",6,47,121,27,50,1,0,252,484
35062,"Ottawa Centre/Ottawa-Centre"," 149","Ottawa",0,46,92,27,32,0,2,199,338
35062,"Ottawa Centre/Ottawa-Centre"," 150","Ottawa",1,95,103,22,82,0,0,303,447
35062,"Ottawa Centre/Ottawa-Centre"," 151","Ottawa",0,82,71,24,77,0,2,256,434
35062,"Ottawa Centre/Ottawa-Centre"," 152","Ottawa",0,52,96,32,85,0,0,265,396
35062,"Ottawa Centre/Ottawa-Centre"," 153","Ottawa",3,47,151,24,46,0,0,271,492
35062,"Ottawa Centre/Ottawa-Centre"," 154","Ottawa",3,49,140,32,46,0,2,272,478
35062,"Ottawa Centre/Ottawa-Centre"," 155","Ottawa",1,44,101,28,63,0,0,237,455
35062,"Ottawa Centre/Ottawa-Centre"," 156","Ottawa",2,38,93,26,53,0,1,213,345
35062,"Ottawa Centre/Ottawa-Centre"," 157","Ottawa",2,61,106,27,50,0,2,248,395
35062,"Ottawa Centre/Ottawa-Centre"," 158","Ottawa",2,60,94,19,78,0,0,253,479
35062,"Ottawa Centre/Ottawa-Centre"," 159","Ottawa",1,37,57,15,40,0,0,150,316
35062,"Ottawa Centre/Ottawa-Centre"," 159-1","Ottawa",3,29,63,22,31,0,3,151,299
35062,"Ottawa Centre/Ottawa-Centre"," 160","Ottawa",1,39,93,25,44,2,1,205,434
35062,"Ottawa Centre/Ottawa-Centre"," 161","Ottawa",2,64,81,33,43,0,0,223,444
35062,"Ottawa Centre/Ottawa-Centre"," 162","Ottawa",0,48,97,28,48,0,0,221,450
35062,"Ottawa Centre/Ottawa-Centre"," 163","Ottawa",1,56,74,23,69,0,2,225,393
35062,"Ottawa Centre/Ottawa-Centre"," 164","Ottawa",2,59,103,25,95,0,0,284,420
35062,"Ottawa Centre/Ottawa-Centre"," 165","Ottawa",0,30,70,16,51,0,1,168,315
35062,"Ottawa Centre/Ottawa-Centre"," 166","Ottawa",1,32,56,20,49,0,1,159,373
35062,"Ottawa Centre/Ottawa-Centre"," 167","Ottawa",4,29,77,15,54,1,0,180,391
35062,"Ottawa Centre/Ottawa-Centre"," 168","Ottawa",2,37,80,22,63,1,2,207,367
35062,"Ottawa Centre/Ottawa-Centre"," 169","Ottawa",0,46,71,12,86,1,7,223,305
35062,"Ottawa Centre/Ottawa-Centre"," 170","Ottawa",0,25,65,21,39,0,0,150,294
35062,"Ottawa Centre/Ottawa-Centre"," 171","Ottawa",2,59,125,39,69,0,1,295,434
35062,"Ottawa Centre/Ottawa-Centre"," 172","Ottawa",2,37,67,21,62,1,2,192,294
35062,"Ottawa Centre/Ottawa-Centre"," 173","Ottawa",1,26,75,11,54,0,0,167,249
35062,"Ottawa Centre/Ottawa-Centre"," 174","Ottawa",0,39,71,13,59,0,1,183,292
35062,"Ottawa Centre/Ottawa-Centre"," 175","Ottawa",1,59,75,19,46,0,0,200,357
35062,"Ottawa Centre/Ottawa-Centre"," 176","Ottawa",1,38,60,11,43,0,0,153,325
35062,"Ottawa Centre/Ottawa-Centre"," 177","Ottawa",2,42,61,16,52,0,0,173,367
35062,"Ottawa Centre/Ottawa-Centre"," 178","Ottawa",0,62,54,20,41,0,2,179,374
35062,"Ottawa Centre/Ottawa-Centre"," 179","Ottawa",1,35,60,10,27,0,0,133,328
35062,"Ottawa Centre/Ottawa-Centre"," 180","Ottawa",2,40,44,16,41,0,2,145,366
35062,"Ottawa Centre/Ottawa-Centre"," 181","Ottawa",0,61,53,13,65,0,1,193,343
35062,"Ottawa Centre/Ottawa-Centre"," 182","Ottawa",1,27,47,14,58,0,1,148,223
35062,"Ottawa Centre/Ottawa-Centre"," 183","Ottawa",0,23,34,5,37,0,0,99,193
35062,"Ottawa Centre/Ottawa-Centre"," 184","Ottawa",1,64,49,22,107,2,1,246,419
35062,"Ottawa Centre/Ottawa-Centre"," 185","Ottawa",3,75,64,14,81,0,0,237,422
35062,"Ottawa Centre/Ottawa-Centre"," 186","Ottawa",1,50,77,12,84,0,0,224,356
35062,"Ottawa Centre/Ottawa-Centre"," 187","Ottawa",1,34,52,20,34,0,0,141,351
35062,"Ottawa Centre/Ottawa-Centre"," 188","Ottawa",3,34,52,10,26,0,0,125,231
35062,"Ottawa Centre/Ottawa-Centre"," 189","Ottawa",1,60,81,13,28,0,0,183,449
35062,"Ottawa Centre/Ottawa-Centre"," 190","Ottawa",2,45,45,7,47,0,0,146,281
35062,"Ottawa Centre/Ottawa-Centre"," 191","Ottawa",0,52,92,26,72,0,2,244,389
35062,"Ottawa Centre/Ottawa-Centre"," 192","Ottawa",0,65,44,13,98,1,1,222,360
35062,"Ottawa Centre/Ottawa-Centre"," 193","Ottawa",2,84,55,18,158,0,0,317,468
35062,"Ottawa Centre/Ottawa-Centre"," 194","Ottawa",6,46,96,19,69,0,2,238,429
35062,"Ottawa Centre/Ottawa-Centre"," 195","Ottawa",2,43,19,18,78,0,0,160,260
35062,"Ottawa Centre/Ottawa-Centre"," 196","Ottawa",2,98,80,24,136,1,1,342,613
35062,"Ottawa Centre/Ottawa-Centre"," 197","Ottawa",5,59,57,11,71,0,0,203,355
35062,"Ottawa Centre/Ottawa-Centre"," 198","Ottawa",1,101,87,15,59,0,2,265,445
35062,"Ottawa Centre/Ottawa-Centre"," 199","Ottawa",5,47,99,28,39,0,0,218,384
35062,"Ottawa Centre/Ottawa-Centre"," 200","Ottawa",0,70,87,35,46,0,0,238,388
35062,"Ottawa Centre/Ottawa-Centre"," 201","Ottawa",2,66,156,46,54,1,0,325,554
35062,"Ottawa Centre/Ottawa-Centre"," 202","Ottawa",1,62,76,34,34,1,1,209,339
35062,"Ottawa Centre/Ottawa-Centre"," 203","Ottawa",0,65,120,31,60,0,0,276,439
35062,"Ottawa Centre/Ottawa-Centre"," 204","Ottawa",2,38,140,16,43,0,1,240,391
35062,"Ottawa Centre/Ottawa-Centre"," 205","Ottawa",1,87,108,27,52,0,0,275,424
35062,"Ottawa Centre/Ottawa-Centre"," 206","Ottawa",0,66,101,26,69,0,1,263,432
35062,"Ottawa Centre/Ottawa-Centre"," 207","Ottawa",1,78,99,13,35,0,1,227,321
35062,"Ottawa Centre/Ottawa-Centre"," 208","Ottawa",2,68,96,28,45,0,0,239,368
35062,"Ottawa Centre/Ottawa-Centre"," 209","Ottawa",1,51,141,38,26,0,0,257,354
35062,"Ottawa Centre/Ottawa-Centre"," 210","Ottawa",0,72,125,23,31,0,1,252,420
35062,"Ottawa Centre/Ottawa-Centre"," 211","Ottawa",1,77,118,28,50,0,1,275,419
35062,"Ottawa Centre/Ottawa-Centre"," 212","Ottawa",1,53,111,43,37,1,1,247,366
35062,"Ottawa Centre/Ottawa-Centre"," 213","Ottawa",1,53,126,31,34,0,1,246,367
35062,"Ottawa Centre/Ottawa-Centre"," 214","Ottawa",0,52,109,19,32,0,0,212,347
35062,"Ottawa Centre/Ottawa-Centre"," 215","Ottawa",1,51,126,40,49,1,1,269,401
35062,"Ottawa Centre/Ottawa-Centre"," 216","Ottawa",2,47,84,27,37,0,0,197,306
35062,"Ottawa Centre/Ottawa-Centre"," 217","Ottawa",0,48,90,17,30,0,0,185,288
35062,"Ottawa Centre/Ottawa-Centre"," 218","Ottawa",1,44,71,20,25,0,0,161,239
35062,"Ottawa Centre/Ottawa-Centre"," 219","Ottawa",3,56,105,24,38,0,3,229,331
35062,"Ottawa Centre/Ottawa-Centre"," 220","Ottawa",1,50,92,16,57,0,0,216,317
35062,"Ottawa Centre/Ottawa-Centre"," 400","Ottawa",0,21,31,6,37,0,1,96,120
35062,"Ottawa Centre/Ottawa-Centre"," 401","Ottawa",1,84,109,39,83,2,2,320,510
35062,"Ottawa Centre/Ottawa-Centre"," 402","Ottawa",2,70,65,14,47,0,0,198,290
35062,"Ottawa Centre/Ottawa-Centre"," 403","Ottawa",0,40,61,24,35,1,0,161,451
35062,"Ottawa Centre/Ottawa-Centre"," 404","Ottawa",1,64,75,28,37,0,0,205,313
35062,"Ottawa Centre/Ottawa-Centre"," 405","Ottawa",5,60,106,31,38,1,1,242,422
35062,"Ottawa Centre/Ottawa-Centre"," 406","Ottawa",2,60,60,28,42,1,2,195,299
35062,"Ottawa Centre/Ottawa-Centre"," 407","Ottawa",3,43,87,11,46,1,0,191,462
35062,"Ottawa Centre/Ottawa-Centre"," 408","Ottawa",6,84,108,30,40,1,2,271,321
35062,"Ottawa Centre/Ottawa-Centre"," 409","Ottawa",0,66,63,22,35,2,0,188,224
35062,"Ottawa Centre/Ottawa-Centre"," 410","Ottawa",2,35,91,26,31,1,0,186,214
35062,"Ottawa Centre/Ottawa-Centre"," 411","Ottawa",0,33,34,10,30,1,1,109,124
35062,"Ottawa Centre/Ottawa-Centre"," 412","Ottawa",3,39,51,15,83,0,2,193,335
35062,"Ottawa Centre/Ottawa-Centre"," 413","Ottawa",2,69,48,20,70,0,2,211,320
35062,"Ottawa Centre/Ottawa-Centre"," 414","Ottawa",1,31,48,16,40,0,1,137,327
35062,"Ottawa Centre/Ottawa-Centre"," 415","Ottawa",1,55,66,23,81,1,3,230,331
35062,"Ottawa Centre/Ottawa-Centre"," 416","Ottawa",1,32,54,22,41,0,2,152,328
35062,"Ottawa Centre/Ottawa-Centre"," 417","Ottawa",Void/Supprimé,,,,,,,,
35062,"Ottawa Centre/Ottawa-Centre"," 418","Ottawa",1,42,69,1,45,1,2,161,267
35062,"Ottawa Centre/Ottawa-Centre"," 419","Ottawa",0,26,23,9,17,0,0,75,107
35062,"Ottawa Centre/Ottawa-Centre"," 420","Ottawa",1,38,27,10,54,0,0,130,251
35062,"Ottawa Centre/Ottawa-Centre"," 421","Ottawa",1,29,34,2,40,1,1,108,173
35062,"Ottawa Centre/Ottawa-Centre"," 422","Ottawa",2,32,49,9,59,0,2,153,240
35062,"Ottawa Centre/Ottawa-Centre"," 423","Ottawa",0,25,21,3,25,0,2,76,93
35062,"Ottawa Centre/Ottawa-Centre"," 424","Ottawa",4,24,58,4,40,1,1,132,247
35062,"Ottawa Centre/Ottawa-Centre"," 425","Ottawa",1,42,57,19,40,0,0,159,222
35062,"Ottawa Centre/Ottawa-Centre"," 426","Ottawa",0,33,33,8,56,0,0,130,130
35062,"Ottawa Centre/Ottawa-Centre"," 500A","Mobile poll/Bureau itinérant",1,33,16,3,48,1,2,104,172
35062,"Ottawa Centre/Ottawa-Centre"," 500B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,14
35062,"Ottawa Centre/Ottawa-Centre"," 501","Mobile poll/Bureau itinérant",3,20,20,2,36,3,3,87,150
35062,"Ottawa Centre/Ottawa-Centre"," 502","Mobile poll/Bureau itinérant",3,51,14,1,8,2,0,79,128
35062,"Ottawa Centre/Ottawa-Centre"," 503","Mobile poll/Bureau itinérant",1,12,7,5,10,0,4,39,73
35062,"Ottawa Centre/Ottawa-Centre"," 504","Mobile poll/Bureau itinérant",0,12,15,0,36,0,0,63,98
35062,"Ottawa Centre/Ottawa-Centre"," 600","Ottawa",1,163,255,52,256,0,1,728,
35062,"Ottawa Centre/Ottawa-Centre"," 601","Ottawa",3,156,232,32,156,0,1,580,
35062,"Ottawa Centre/Ottawa-Centre"," 602","Ottawa",2,84,231,33,71,0,0,421,
35062,"Ottawa Centre/Ottawa-Centre"," 603","Ottawa",2,128,172,33,118,2,1,456,
35062,"Ottawa Centre/Ottawa-Centre"," 604","Ottawa",1,127,222,44,108,0,3,505,
35062,"Ottawa Centre/Ottawa-Centre"," 605","Ottawa",1,283,366,88,253,1,2,994,
35062,"Ottawa Centre/Ottawa-Centre"," 606","Ottawa",2,287,439,83,214,0,0,1025,
35062,"Ottawa Centre/Ottawa-Centre"," 607","Ottawa",0,103,248,37,139,1,3,531,
35062,"Ottawa Centre/Ottawa-Centre"," 608","Ottawa",0,113,195,33,182,0,0,523,
35062,"Ottawa Centre/Ottawa-Centre"," 609","Ottawa",1,194,256,49,311,0,0,811,
