Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peter Ferreira,Miguel Figueroa,Wendy Forrest,Simon Luisi,Theresa Rodrigues,Wayne Scott,Mario Silva,Sarah Thompson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35015,"Davenport/Davenport"," 33","York",36,1,1,0,26,20,71,2,0,157,285
35015,"Davenport/Davenport"," 34","York",60,1,3,0,24,14,125,1,2,230,407
35015,"Davenport/Davenport"," 35","York",64,2,2,1,27,21,116,1,0,234,463
35015,"Davenport/Davenport"," 36","York",49,0,0,0,11,25,69,1,1,156,300
35015,"Davenport/Davenport"," 37","York",57,4,1,0,25,14,89,1,1,192,380
35015,"Davenport/Davenport"," 38","York",46,0,0,0,20,12,97,1,2,178,363
35015,"Davenport/Davenport"," 39","York",34,0,3,0,28,10,78,1,3,157,297
35015,"Davenport/Davenport"," 40","Toronto",48,1,0,2,31,9,77,1,4,173,346
35015,"Davenport/Davenport"," 41","Toronto",43,1,1,1,30,14,106,0,1,197,401
35015,"Davenport/Davenport"," 42","Toronto",53,2,2,0,24,9,128,0,0,218,457
35015,"Davenport/Davenport"," 43","Toronto",48,0,2,1,23,18,104,0,2,198,353
35015,"Davenport/Davenport"," 44","Toronto",37,4,1,1,32,22,107,1,1,206,373
35015,"Davenport/Davenport"," 45","Toronto",32,0,1,1,21,9,91,0,1,156,393
35015,"Davenport/Davenport"," 46","Toronto",32,0,1,0,25,10,77,0,1,146,343
35015,"Davenport/Davenport"," 47","Toronto",62,0,0,0,16,10,88,0,1,177,368
35015,"Davenport/Davenport"," 48","Toronto",54,1,2,0,30,13,91,2,1,194,388
35015,"Davenport/Davenport"," 48-1","Toronto",35,0,2,0,7,2,66,0,0,112,272
35015,"Davenport/Davenport"," 49","Toronto",44,1,0,2,20,15,73,0,3,158,318
35015,"Davenport/Davenport"," 50","Toronto",33,0,1,0,23,10,66,0,1,134,281
35015,"Davenport/Davenport"," 51","Toronto",72,1,0,0,37,17,91,1,3,222,462
35015,"Davenport/Davenport"," 52","Toronto",53,0,2,2,21,17,107,3,0,205,445
35015,"Davenport/Davenport"," 53","Toronto",Void/Supprimé,,,,,,,,,,
35015,"Davenport/Davenport"," 54","Toronto",56,0,0,0,26,12,126,1,0,221,406
35015,"Davenport/Davenport"," 55","Toronto",59,0,1,1,18,18,107,1,0,205,390
35015,"Davenport/Davenport"," 56","Toronto",49,0,1,0,29,20,73,0,1,173,289
35015,"Davenport/Davenport"," 56-1","Toronto",41,0,0,0,13,10,42,0,2,108,225
35015,"Davenport/Davenport"," 57","Toronto",50,0,0,1,14,20,77,1,0,163,278
35015,"Davenport/Davenport"," 58","Toronto",31,0,0,0,23,18,64,0,0,136,280
35015,"Davenport/Davenport"," 59","Toronto",73,0,0,0,21,41,95,0,0,230,362
35015,"Davenport/Davenport"," 60","Toronto",51,0,1,0,24,11,61,0,0,148,245
35015,"Davenport/Davenport"," 61","Toronto",45,2,0,0,14,9,69,0,0,139,276
35015,"Davenport/Davenport"," 62","Toronto",59,0,0,0,19,35,93,1,1,208,384
35015,"Davenport/Davenport"," 63","Toronto",31,0,1,0,11,16,74,1,1,135,256
35015,"Davenport/Davenport"," 64","Toronto",37,0,2,0,6,24,68,0,0,137,260
35015,"Davenport/Davenport"," 65","Toronto",51,2,0,1,19,17,72,0,1,163,395
35015,"Davenport/Davenport"," 66","Toronto",Void/Supprimé,,,,,,,,,,
35015,"Davenport/Davenport"," 67","Toronto",70,1,0,1,18,7,117,0,0,214,464
35015,"Davenport/Davenport"," 67-1","Toronto",53,0,0,0,19,13,94,0,1,180,387
35015,"Davenport/Davenport"," 68","Toronto",46,0,1,0,10,16,52,0,0,125,297
35015,"Davenport/Davenport"," 69A","Toronto",67,1,1,0,17,12,68,0,0,166,391
35015,"Davenport/Davenport"," 69B","Toronto",39,0,1,0,29,20,87,1,0,177,387
35015,"Davenport/Davenport"," 70","Toronto",51,2,1,1,29,18,95,1,0,198,551
35015,"Davenport/Davenport"," 71","Toronto",54,2,1,0,29,8,106,0,3,203,461
35015,"Davenport/Davenport"," 72","Toronto",51,1,3,1,18,16,95,1,2,188,399
35015,"Davenport/Davenport"," 73","Toronto",80,2,3,0,21,37,154,0,3,300,539
35015,"Davenport/Davenport"," 74","Toronto",61,0,2,0,21,10,78,1,0,173,416
35015,"Davenport/Davenport"," 75","Toronto",43,0,0,1,8,13,71,0,0,136,284
35015,"Davenport/Davenport"," 76","Toronto",40,0,1,1,16,27,78,1,2,166,401
35015,"Davenport/Davenport"," 77A","Toronto",41,0,1,0,10,17,53,1,0,123,246
35015,"Davenport/Davenport"," 77B","Toronto",56,1,0,0,15,10,46,0,2,130,268
35015,"Davenport/Davenport"," 78A","Toronto",39,0,1,0,9,20,39,0,0,108,224
35015,"Davenport/Davenport"," 78B","Toronto",60,1,0,0,12,24,72,0,2,171,277
35015,"Davenport/Davenport"," 79","Toronto",67,1,0,0,20,20,78,0,1,187,349
35015,"Davenport/Davenport"," 79-1","Toronto",102,2,0,0,27,28,131,0,1,291,605
35015,"Davenport/Davenport"," 80A","Toronto",29,1,2,0,15,12,59,0,2,120,276
35015,"Davenport/Davenport"," 80B","Toronto",35,0,3,0,15,20,60,0,0,133,295
35015,"Davenport/Davenport"," 81A","Toronto",30,0,1,2,7,12,68,0,1,121,254
35015,"Davenport/Davenport"," 81B","Toronto",40,1,0,0,14,15,60,1,1,132,284
35015,"Davenport/Davenport"," 82","Toronto",54,0,0,1,28,26,47,0,0,156,371
35015,"Davenport/Davenport"," 83","Toronto",66,1,1,0,31,23,92,0,1,215,455
35015,"Davenport/Davenport"," 83-1","Toronto",56,4,2,3,21,4,97,4,5,196,375
35015,"Davenport/Davenport"," 84","Toronto",69,2,2,0,7,13,93,1,2,189,457
35015,"Davenport/Davenport"," 85","Toronto",Void/Supprimé,,,,,,,,,,
35015,"Davenport/Davenport"," 86","Toronto",89,1,1,0,24,35,78,0,0,228,476
35015,"Davenport/Davenport"," 86-1A","Toronto",43,1,2,0,7,3,33,0,1,90,203
35015,"Davenport/Davenport"," 86-1B","Toronto",30,1,0,0,14,4,34,1,1,85,220
35015,"Davenport/Davenport"," 87","Toronto",29,4,1,0,17,11,39,1,2,104,272
35015,"Davenport/Davenport"," 88","Toronto",40,0,2,0,15,19,63,1,0,140,344
35015,"Davenport/Davenport"," 88-1","Toronto",49,1,3,0,13,8,63,0,0,137,377
35015,"Davenport/Davenport"," 89","Toronto",82,1,3,3,22,32,79,0,0,222,497
35015,"Davenport/Davenport"," 90","Toronto",56,0,0,0,21,22,83,0,0,182,441
35015,"Davenport/Davenport"," 91","Toronto",50,2,2,0,22,21,133,0,0,230,538
35015,"Davenport/Davenport"," 92","Toronto",64,1,1,0,16,15,109,0,3,209,458
35015,"Davenport/Davenport"," 93","Toronto",69,0,5,0,14,28,115,0,1,232,550
35015,"Davenport/Davenport"," 94","Toronto",91,1,2,0,33,23,111,0,0,261,507
35015,"Davenport/Davenport"," 95","Toronto",63,0,0,1,33,21,97,0,2,217,442
35015,"Davenport/Davenport"," 96","Toronto",54,1,0,0,24,16,77,0,2,174,381
35015,"Davenport/Davenport"," 97","Toronto",78,0,2,2,30,26,105,0,5,248,516
35015,"Davenport/Davenport"," 98","Toronto",122,2,1,1,17,45,113,0,3,304,567
35015,"Davenport/Davenport"," 99","Toronto",91,0,1,0,25,34,107,0,1,259,512
35015,"Davenport/Davenport"," 100","Toronto",106,2,0,1,32,38,110,0,2,291,447
35015,"Davenport/Davenport"," 101","Toronto",73,2,0,0,24,21,96,1,0,217,430
35015,"Davenport/Davenport"," 102","Toronto",74,0,0,0,16,32,88,0,2,212,383
35015,"Davenport/Davenport"," 103","Toronto",81,1,1,2,16,33,111,0,2,247,448
35015,"Davenport/Davenport"," 104","Toronto",55,1,0,0,11,19,50,1,0,137,266
35015,"Davenport/Davenport"," 105","Toronto",91,2,0,0,20,37,104,0,2,256,491
35015,"Davenport/Davenport"," 106","Toronto",34,0,2,0,12,15,70,1,0,134,233
35015,"Davenport/Davenport"," 107","Toronto",80,2,1,1,7,19,84,0,0,194,361
35015,"Davenport/Davenport"," 108","Toronto",93,0,1,0,15,33,121,0,0,263,450
35015,"Davenport/Davenport"," 109","Toronto",59,0,0,1,18,18,79,2,1,178,401
35015,"Davenport/Davenport"," 110","Toronto",Void/Supprimé,,,,,,,,,,
35015,"Davenport/Davenport"," 111","Toronto",69,0,2,0,17,11,54,0,1,154,339
35015,"Davenport/Davenport"," 112","Toronto",59,2,1,0,35,40,77,0,0,214,369
35015,"Davenport/Davenport"," 113","Toronto",76,1,0,0,24,34,60,0,0,195,331
35015,"Davenport/Davenport"," 114A","Toronto",53,0,1,1,14,21,57,0,0,147,297
35015,"Davenport/Davenport"," 114B","Toronto",56,1,1,3,13,13,46,1,1,135,323
35015,"Davenport/Davenport"," 115","Toronto",56,1,1,2,22,38,91,0,0,211,408
35015,"Davenport/Davenport"," 116A","Toronto",47,0,1,0,11,18,30,2,0,109,217
35015,"Davenport/Davenport"," 116B","Toronto",51,0,0,0,7,19,61,0,0,138,266
35015,"Davenport/Davenport"," 117","Toronto",68,0,1,1,23,21,73,0,0,187,334
35015,"Davenport/Davenport"," 118","Toronto",38,2,0,2,21,18,65,2,1,149,336
35015,"Davenport/Davenport"," 119","Toronto",92,1,0,0,18,32,103,0,6,252,452
35015,"Davenport/Davenport"," 120","Toronto",77,3,0,1,26,36,119,0,2,264,451
35015,"Davenport/Davenport"," 121","Toronto",67,4,1,1,12,30,122,1,1,239,483
35015,"Davenport/Davenport"," 122","Toronto",44,0,0,0,9,21,40,2,0,116,233
35015,"Davenport/Davenport"," 123","Toronto",65,1,1,0,17,23,78,0,0,185,318
35015,"Davenport/Davenport"," 123-1","Toronto",84,0,0,0,8,29,85,1,3,210,335
35015,"Davenport/Davenport"," 124","Toronto",86,1,0,0,11,32,61,1,0,192,374
35015,"Davenport/Davenport"," 125","Toronto",91,0,1,0,10,36,93,1,1,233,384
35015,"Davenport/Davenport"," 126","Toronto",92,0,1,0,15,56,98,0,2,264,421
35015,"Davenport/Davenport"," 127","Toronto",64,0,1,1,8,25,51,1,4,155,271
35015,"Davenport/Davenport"," 128","Toronto",97,0,1,0,25,45,97,0,3,268,478
35015,"Davenport/Davenport"," 129A","Toronto",56,0,0,0,14,32,76,0,3,181,293
35015,"Davenport/Davenport"," 129B","Toronto",41,0,0,1,8,25,46,1,2,124,292
35015,"Davenport/Davenport"," 130A","Toronto",63,0,0,1,22,23,65,0,1,175,371
35015,"Davenport/Davenport"," 130B","Toronto",64,0,0,1,20,46,72,1,0,204,420
35015,"Davenport/Davenport"," 131","Toronto",59,0,1,0,11,29,82,0,2,184,391
35015,"Davenport/Davenport"," 132","Toronto",56,1,1,0,21,15,73,0,1,168,414
35015,"Davenport/Davenport"," 133","Toronto",66,2,2,3,18,29,74,0,0,194,350
35015,"Davenport/Davenport"," 133-1","Toronto",40,0,2,0,18,17,73,0,4,154,368
35015,"Davenport/Davenport"," 134","Toronto",42,0,0,1,9,33,81,1,2,169,337
35015,"Davenport/Davenport"," 135","Toronto",54,0,3,0,11,25,90,1,1,185,363
35015,"Davenport/Davenport"," 136","Toronto",59,0,0,0,14,20,78,0,0,171,342
35015,"Davenport/Davenport"," 136-1","Toronto",48,0,0,0,7,13,68,0,1,137,294
35015,"Davenport/Davenport"," 137","Toronto",84,2,1,2,30,23,98,2,3,245,565
35015,"Davenport/Davenport"," 138","Toronto",74,0,1,0,28,28,110,0,0,241,450
35015,"Davenport/Davenport"," 139","Toronto",73,1,2,1,12,17,57,1,0,164,312
35015,"Davenport/Davenport"," 140","Toronto",84,2,1,0,16,25,104,0,4,236,554
35015,"Davenport/Davenport"," 141","Toronto",67,1,1,2,14,19,102,1,2,209,360
35015,"Davenport/Davenport"," 142","Toronto",70,0,1,0,5,25,78,1,3,183,344
35015,"Davenport/Davenport"," 143","Toronto",69,2,0,0,4,30,72,0,2,179,310
35015,"Davenport/Davenport"," 144","Toronto",39,0,1,2,8,13,66,2,1,132,322
35015,"Davenport/Davenport"," 144-1","Toronto",44,0,0,1,21,18,59,0,0,143,311
35015,"Davenport/Davenport"," 145","Toronto",99,0,2,1,21,39,129,3,3,297,537
35015,"Davenport/Davenport"," 146","Toronto",83,1,0,0,21,23,96,0,0,224,421
35015,"Davenport/Davenport"," 147","Toronto",75,1,0,0,22,25,75,0,0,198,410
35015,"Davenport/Davenport"," 148","Toronto",69,4,0,0,16,34,72,2,0,197,347
35015,"Davenport/Davenport"," 149","Toronto",91,1,0,0,19,23,111,0,1,246,450
35015,"Davenport/Davenport"," 150","Toronto",60,1,1,0,20,26,92,0,0,200,362
35015,"Davenport/Davenport"," 151","Toronto",82,1,0,2,20,40,104,0,2,251,486
35015,"Davenport/Davenport"," 152","Toronto",64,2,0,0,21,40,119,0,1,247,454
35015,"Davenport/Davenport"," 153","Toronto",51,0,0,0,12,26,36,0,0,125,280
35015,"Davenport/Davenport"," 400","Toronto",64,3,3,1,14,4,67,2,5,163,322
35015,"Davenport/Davenport"," 401","Toronto",78,3,0,0,14,10,86,0,2,193,397
35015,"Davenport/Davenport"," 402","Toronto",15,0,0,0,6,6,20,0,0,47,92
35015,"Davenport/Davenport"," 403","Toronto",11,2,0,4,7,1,69,0,6,100,159
35015,"Davenport/Davenport"," 500","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,
35015,"Davenport/Davenport"," 600","York--Toronto",33,0,1,1,35,15,94,0,2,181,
35015,"Davenport/Davenport"," 601","York--Toronto",50,1,2,0,35,21,130,2,2,243,
35015,"Davenport/Davenport"," 602","Toronto",53,0,0,0,33,8,109,0,3,206,
35015,"Davenport/Davenport"," 603","Toronto",58,3,0,0,36,27,83,0,0,207,
35015,"Davenport/Davenport"," 604","Toronto",115,0,2,0,37,33,152,1,2,342,
35015,"Davenport/Davenport"," 605","Toronto",134,1,1,0,34,37,152,0,2,361,
35015,"Davenport/Davenport"," 606","Toronto",114,1,2,0,34,51,116,0,2,320,
35015,"Davenport/Davenport"," 607","York",96,0,1,1,26,39,128,2,0,293,
35015,"Davenport/Davenport",,Group 1/Groupe 1,9,0,0,0,16,15,29,0,3,72,93
35015,"Davenport/Davenport",,Group 2/Groupe 2,197,5,6,2,57,75,243,3,16,604,

