Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Tyrell Alexander,Antonio Artuso,Irwin Cotler,Diane Johnston,Maryse Lavallée,Nicolas Thibodeau,Rafael Tzoubari,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24044,"Mount Royal/Mont-Royal"," 21","Mont-Royal",20,1,118,1,33,26,35,0,234,414
24044,"Mount Royal/Mont-Royal"," 22","Mont-Royal",15,1,105,0,22,37,21,0,201,359
24044,"Mount Royal/Mont-Royal"," 23","Mont-Royal",7,0,87,0,16,16,21,0,147,365
24044,"Mount Royal/Mont-Royal"," 24","Mont-Royal",18,0,136,0,16,22,41,2,235,415
24044,"Mount Royal/Mont-Royal"," 25","Mont-Royal",10,0,97,1,20,11,35,0,174,344
24044,"Mount Royal/Mont-Royal"," 26","Mont-Royal",13,0,101,0,22,15,36,2,189,378
24044,"Mount Royal/Mont-Royal"," 27","Mont-Royal",6,0,113,0,10,10,45,0,184,316
24044,"Mount Royal/Mont-Royal"," 28","Mont-Royal",13,0,100,0,9,12,35,4,173,378
24044,"Mount Royal/Mont-Royal"," 29","Mont-Royal",10,0,83,0,13,23,20,0,149,347
24044,"Mount Royal/Mont-Royal"," 30","Mont-Royal",13,1,129,1,15,14,37,1,211,429
24044,"Mount Royal/Mont-Royal"," 31","Mont-Royal",10,0,114,2,12,9,66,0,213,401
24044,"Mount Royal/Mont-Royal"," 32","Mont-Royal",16,0,131,0,14,24,37,2,224,416
24044,"Mount Royal/Mont-Royal"," 33","Mont-Royal",21,1,108,0,28,31,26,3,218,393
24044,"Mount Royal/Mont-Royal"," 34","Mont-Royal",14,1,139,1,26,22,32,3,238,494
24044,"Mount Royal/Mont-Royal"," 35","Mont-Royal",6,0,90,1,7,14,17,0,135,319
24044,"Mount Royal/Mont-Royal"," 36","Mont-Royal",6,1,103,0,4,15,31,2,162,451
24044,"Mount Royal/Mont-Royal"," 37","Montréal",12,0,73,0,14,16,11,2,128,237
24044,"Mount Royal/Mont-Royal"," 38","Montréal",18,2,84,0,17,30,29,0,180,310
24044,"Mount Royal/Mont-Royal"," 39","Montréal",6,2,80,0,21,14,31,2,156,495
24044,"Mount Royal/Mont-Royal"," 40","Montréal",12,1,153,4,15,27,38,2,252,579
24044,"Mount Royal/Mont-Royal"," 41","Montréal",4,1,87,0,8,14,10,1,125,311
24044,"Mount Royal/Mont-Royal"," 42","Montréal",11,0,143,1,5,15,30,2,207,434
24044,"Mount Royal/Mont-Royal"," 43","Montréal",7,0,142,3,6,20,42,2,222,452
24044,"Mount Royal/Mont-Royal"," 44A","Montréal",7,1,81,0,2,18,24,1,134,296
24044,"Mount Royal/Mont-Royal"," 44B","Montréal",8,1,113,1,4,10,20,1,158,324
24044,"Mount Royal/Mont-Royal"," 45","Montréal",4,3,119,3,4,15,36,2,186,435
24044,"Mount Royal/Mont-Royal"," 46A","Montréal",0,1,90,0,3,8,23,2,127,290
24044,"Mount Royal/Mont-Royal"," 46B","Montréal",3,3,80,1,7,8,21,1,124,281
24044,"Mount Royal/Mont-Royal"," 47","Montréal",1,3,167,0,4,16,32,2,225,457
24044,"Mount Royal/Mont-Royal"," 48A","Montréal",3,0,63,1,7,14,16,5,109,257
24044,"Mount Royal/Mont-Royal"," 48B","Montréal",5,3,70,4,9,11,15,1,118,311
24044,"Mount Royal/Mont-Royal"," 49","Montréal",3,2,111,2,6,8,28,0,160,504
24044,"Mount Royal/Mont-Royal"," 50","Montréal",7,2,78,1,5,10,32,0,135,335
24044,"Mount Royal/Mont-Royal"," 51","Montréal",10,0,80,1,15,26,20,1,153,467
24044,"Mount Royal/Mont-Royal"," 52A","Montréal",3,0,63,0,8,14,18,1,107,351
24044,"Mount Royal/Mont-Royal"," 52B","Montréal",4,2,85,0,1,5,13,2,112,324
24044,"Mount Royal/Mont-Royal"," 53","Montréal",6,0,140,1,11,35,38,2,233,423
24044,"Mount Royal/Mont-Royal"," 54","Montréal",7,1,84,1,8,18,15,0,134,535
24044,"Mount Royal/Mont-Royal"," 55","Montréal",14,0,88,1,18,19,9,2,151,306
24044,"Mount Royal/Mont-Royal"," 56","Montréal",19,3,81,1,24,42,24,0,194,528
24044,"Mount Royal/Mont-Royal"," 57","Montréal",6,1,109,0,20,39,27,3,205,446
24044,"Mount Royal/Mont-Royal"," 58","Montréal",7,1,113,1,10,20,60,4,216,458
24044,"Mount Royal/Mont-Royal"," 59","Montréal",3,0,108,1,8,19,33,1,173,466
24044,"Mount Royal/Mont-Royal"," 60","Montréal",6,0,105,3,3,27,41,4,189,440
24044,"Mount Royal/Mont-Royal"," 61","Montréal",1,0,51,0,1,5,19,0,77,308
24044,"Mount Royal/Mont-Royal"," 62","Montréal",6,0,107,1,2,8,13,1,138,369
24044,"Mount Royal/Mont-Royal"," 63","Montréal",4,0,63,0,1,12,14,1,95,525
24044,"Mount Royal/Mont-Royal"," 64","Montréal",1,0,53,0,0,11,12,2,79,356
24044,"Mount Royal/Mont-Royal"," 65","Montréal",3,1,85,0,2,11,16,0,118,448
24044,"Mount Royal/Mont-Royal"," 66","Montréal",6,0,96,1,7,10,20,2,142,458
24044,"Mount Royal/Mont-Royal"," 67","Montréal",3,0,58,1,2,3,20,2,89,195
24044,"Mount Royal/Mont-Royal"," 68A","Montréal",6,1,86,0,2,10,19,1,125,290
24044,"Mount Royal/Mont-Royal"," 68B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,,,112
24044,"Mount Royal/Mont-Royal"," 69","Montréal",6,0,115,0,3,17,42,2,185,406
24044,"Mount Royal/Mont-Royal"," 70","Montréal",13,1,83,2,4,5,47,1,156,374
24044,"Mount Royal/Mont-Royal"," 71","Montréal",2,0,76,2,5,13,23,1,122,294
24044,"Mount Royal/Mont-Royal"," 72","Montréal",5,1,77,0,0,3,74,2,162,286
24044,"Mount Royal/Mont-Royal"," 73","Montréal",7,0,94,0,11,17,28,6,163,511
24044,"Mount Royal/Mont-Royal"," 74","Montréal",9,0,90,2,11,24,31,1,168,446
24044,"Mount Royal/Mont-Royal"," 75","Montréal",11,0,70,1,13,16,24,1,136,355
24044,"Mount Royal/Mont-Royal"," 76","Montréal",8,0,69,0,12,28,16,1,134,389
24044,"Mount Royal/Mont-Royal"," 77","Montréal",8,0,76,0,11,18,27,3,143,369
24044,"Mount Royal/Mont-Royal"," 78","Montréal",18,0,90,0,22,27,18,1,176,482
24044,"Mount Royal/Mont-Royal"," 79","Montréal",12,0,59,0,17,18,17,1,124,364
24044,"Mount Royal/Mont-Royal"," 80","Montréal",8,0,81,1,19,25,23,1,158,470
24044,"Mount Royal/Mont-Royal"," 81","Montréal",4,0,43,0,11,11,8,1,78,241
24044,"Mount Royal/Mont-Royal"," 82","Montréal",2,0,76,1,7,10,27,0,123,374
24044,"Mount Royal/Mont-Royal"," 83","Montréal",8,1,43,1,8,9,14,1,85,330
24044,"Mount Royal/Mont-Royal"," 84","Montréal",0,0,73,1,4,12,29,3,122,391
24044,"Mount Royal/Mont-Royal"," 85","Montréal",12,3,97,0,10,32,27,2,183,495
24044,"Mount Royal/Mont-Royal"," 86","Montréal",14,0,125,7,14,35,44,1,240,515
24044,"Mount Royal/Mont-Royal"," 87","Montréal",18,0,93,0,10,41,24,5,191,421
24044,"Mount Royal/Mont-Royal"," 88","Montréal",16,0,60,1,14,19,11,0,121,262
24044,"Mount Royal/Mont-Royal"," 89","Montréal",7,0,55,0,25,15,18,0,120,281
24044,"Mount Royal/Mont-Royal"," 90","Montréal",8,0,64,0,5,13,31,2,123,278
24044,"Mount Royal/Mont-Royal"," 91","Montréal",13,0,68,7,16,25,19,2,150,362
24044,"Mount Royal/Mont-Royal"," 92","Montréal",13,1,78,0,10,18,24,0,144,423
24044,"Mount Royal/Mont-Royal"," 93","Montréal",11,2,99,0,11,12,28,2,165,486
24044,"Mount Royal/Mont-Royal"," 94","Côte-Saint-Luc",8,1,86,0,2,10,85,0,192,538
24044,"Mount Royal/Mont-Royal"," 95","Hampstead",8,0,60,0,0,6,43,0,117,340
24044,"Mount Royal/Mont-Royal"," 96","Hampstead",13,0,120,1,4,13,63,0,214,548
24044,"Mount Royal/Mont-Royal"," 97","Côte-Saint-Luc",6,0,104,0,1,19,35,0,165,527
24044,"Mount Royal/Mont-Royal"," 98","Côte-Saint-Luc",4,1,62,1,1,4,22,3,98,263
24044,"Mount Royal/Mont-Royal"," 99","Hampstead",9,0,92,0,5,18,44,1,169,444
24044,"Mount Royal/Mont-Royal"," 100","Hampstead",5,0,95,0,7,12,29,0,148,363
24044,"Mount Royal/Mont-Royal"," 101","Hampstead",16,1,102,0,3,16,43,0,181,429
24044,"Mount Royal/Mont-Royal"," 102","Hampstead",11,1,107,0,6,8,58,0,191,430
24044,"Mount Royal/Mont-Royal"," 103","Hampstead",2,0,66,0,0,4,58,1,131,375
24044,"Mount Royal/Mont-Royal"," 104","Hampstead",4,0,44,0,0,4,35,0,87,340
24044,"Mount Royal/Mont-Royal"," 105","Hampstead",2,0,80,0,0,3,49,0,134,460
24044,"Mount Royal/Mont-Royal"," 106","Hampstead",3,0,41,0,0,0,45,0,89,335
24044,"Mount Royal/Mont-Royal"," 107","Hampstead",5,0,78,0,3,1,59,0,146,362
24044,"Mount Royal/Mont-Royal"," 108","Hampstead",4,0,67,0,2,14,48,0,135,395
24044,"Mount Royal/Mont-Royal"," 109","Hampstead",4,0,70,0,0,3,36,2,115,265
24044,"Mount Royal/Mont-Royal"," 110","Hampstead",4,1,73,0,1,1,35,0,115,385
24044,"Mount Royal/Mont-Royal"," 111","Côte-Saint-Luc",2,0,82,0,0,7,55,1,147,477
24044,"Mount Royal/Mont-Royal"," 112","Côte-Saint-Luc",4,0,87,0,0,1,47,0,139,389
24044,"Mount Royal/Mont-Royal"," 113A","Côte-Saint-Luc",1,0,36,0,0,3,30,0,70,288
24044,"Mount Royal/Mont-Royal"," 113B","Côte-Saint-Luc",1,0,49,0,1,4,39,2,96,296
24044,"Mount Royal/Mont-Royal"," 114","Côte-Saint-Luc",7,0,66,0,0,2,55,0,130,406
24044,"Mount Royal/Mont-Royal"," 115","Côte-Saint-Luc",1,0,23,0,0,4,19,0,47,201
24044,"Mount Royal/Mont-Royal"," 116","Côte-Saint-Luc",2,1,69,1,0,1,48,1,123,401
24044,"Mount Royal/Mont-Royal"," 117","Côte-Saint-Luc",4,0,54,0,0,6,38,0,102,422
24044,"Mount Royal/Mont-Royal"," 118","Côte-Saint-Luc",3,0,91,0,1,2,49,1,147,448
24044,"Mount Royal/Mont-Royal"," 119A","Côte-Saint-Luc",2,0,64,0,2,3,44,0,115,421
24044,"Mount Royal/Mont-Royal"," 119B","Côte-Saint-Luc",0,0,54,0,0,4,57,0,115,393
24044,"Mount Royal/Mont-Royal"," 120","Côte-Saint-Luc",5,0,64,0,4,14,46,1,134,419
24044,"Mount Royal/Mont-Royal"," 121","Côte-Saint-Luc",4,0,57,1,1,16,38,3,120,304
24044,"Mount Royal/Mont-Royal"," 122","Côte-Saint-Luc",0,0,49,0,2,6,44,1,102,202
24044,"Mount Royal/Mont-Royal"," 123","Côte-Saint-Luc",Merged with No. 122/Fusionné avec le nº 122,,,,,,,,,125
24044,"Mount Royal/Mont-Royal"," 124A","Côte-Saint-Luc",4,0,43,0,1,4,47,0,99,290
24044,"Mount Royal/Mont-Royal"," 124B","Côte-Saint-Luc",5,0,62,0,0,1,30,1,99,308
24044,"Mount Royal/Mont-Royal"," 125","Côte-Saint-Luc",11,0,97,0,1,7,56,0,172,366
24044,"Mount Royal/Mont-Royal"," 126","Côte-Saint-Luc",4,0,72,0,0,14,36,0,126,423
24044,"Mount Royal/Mont-Royal"," 127","Côte-Saint-Luc",12,2,82,0,1,6,44,0,147,408
24044,"Mount Royal/Mont-Royal"," 128","Côte-Saint-Luc",6,0,68,0,2,3,36,0,115,363
24044,"Mount Royal/Mont-Royal"," 129","Côte-Saint-Luc",4,0,79,0,2,15,24,1,125,324
24044,"Mount Royal/Mont-Royal"," 130A","Côte-Saint-Luc",5,0,72,0,1,24,33,1,136,331
24044,"Mount Royal/Mont-Royal"," 130B","Mobile poll/Bureau itinérant",Merged with No. 144B/Fusionné avec le nº 144B,,,,,,,,,99
24044,"Mount Royal/Mont-Royal"," 131","Côte-Saint-Luc",16,1,122,0,0,14,45,2,200,402
24044,"Mount Royal/Mont-Royal"," 132","Côte-Saint-Luc",12,0,52,0,0,9,39,1,113,421
24044,"Mount Royal/Mont-Royal"," 133","Côte-Saint-Luc",9,0,80,0,0,6,35,0,130,370
24044,"Mount Royal/Mont-Royal"," 134","Côte-Saint-Luc",3,0,75,0,0,5,48,2,133,358
24044,"Mount Royal/Mont-Royal"," 135","Côte-Saint-Luc",6,1,65,0,1,7,59,1,140,411
24044,"Mount Royal/Mont-Royal"," 136","Côte-Saint-Luc",4,0,67,0,1,6,40,1,119,379
24044,"Mount Royal/Mont-Royal"," 137","Côte-Saint-Luc",2,1,41,0,2,4,37,0,87,370
24044,"Mount Royal/Mont-Royal"," 138","Côte-Saint-Luc",1,1,45,0,0,2,31,0,80,351
24044,"Mount Royal/Mont-Royal"," 139","Côte-Saint-Luc",Merged with No. 138/Fusionné avec le nº 138,,,,,,,,,17
24044,"Mount Royal/Mont-Royal"," 140A","Côte-Saint-Luc",0,0,64,0,0,0,46,2,112,432
24044,"Mount Royal/Mont-Royal"," 140B","Côte-Saint-Luc",5,1,45,0,0,3,47,0,101,403
24044,"Mount Royal/Mont-Royal"," 140C","Mobile poll/Bureau itinérant",Merged with No. 408/Fusionné avec le nº 408,,,,,,,,,10
24044,"Mount Royal/Mont-Royal"," 141","Côte-Saint-Luc",6,0,83,0,1,3,45,0,138,420
24044,"Mount Royal/Mont-Royal"," 142","Côte-Saint-Luc",7,0,48,0,0,7,63,0,125,491
24044,"Mount Royal/Mont-Royal"," 143","Côte-Saint-Luc",4,0,58,0,1,5,36,1,105,372
24044,"Mount Royal/Mont-Royal"," 144A","Côte-Saint-Luc",Merged with No. 148/Fusionné avec le nº 148,,,,,,,,,89
24044,"Mount Royal/Mont-Royal"," 144B","Mobile poll/Bureau itinérant",1,2,90,4,3,5,27,4,136,119
24044,"Mount Royal/Mont-Royal"," 145","Côte-Saint-Luc",4,0,56,0,0,2,22,0,84,365
24044,"Mount Royal/Mont-Royal"," 146","Côte-Saint-Luc",2,0,62,0,0,6,39,1,110,410
24044,"Mount Royal/Mont-Royal"," 147","Côte-Saint-Luc",5,0,60,0,0,5,31,0,101,351
24044,"Mount Royal/Mont-Royal"," 148","Côte-Saint-Luc",2,0,65,0,2,9,39,2,119,344
24044,"Mount Royal/Mont-Royal"," 149","Côte-Saint-Luc",3,0,72,0,0,4,30,0,109,379
24044,"Mount Royal/Mont-Royal"," 150","Côte-Saint-Luc",0,0,87,1,0,5,24,0,117,295
24044,"Mount Royal/Mont-Royal"," 151","Côte-Saint-Luc",6,0,67,0,2,13,36,1,125,415
24044,"Mount Royal/Mont-Royal"," 152","Côte-Saint-Luc",6,0,64,0,0,6,28,1,105,330
24044,"Mount Royal/Mont-Royal"," 153","Côte-Saint-Luc",9,0,85,0,3,11,43,0,151,363
24044,"Mount Royal/Mont-Royal"," 154A","Côte-Saint-Luc",8,0,68,0,1,9,23,0,109,288
24044,"Mount Royal/Mont-Royal"," 154B","Côte-Saint-Luc",4,0,75,0,4,10,22,0,115,288
24044,"Mount Royal/Mont-Royal"," 155","Côte-Saint-Luc",10,0,119,1,1,22,57,1,211,449
24044,"Mount Royal/Mont-Royal"," 156","Côte-Saint-Luc",5,0,80,1,4,12,57,0,159,448
24044,"Mount Royal/Mont-Royal"," 157","Côte-Saint-Luc",4,0,52,0,3,19,29,1,108,267
24044,"Mount Royal/Mont-Royal"," 158","Côte-Saint-Luc",8,0,40,0,0,14,17,1,80,319
24044,"Mount Royal/Mont-Royal"," 159","Côte-Saint-Luc",9,2,101,0,4,26,60,4,206,538
24044,"Mount Royal/Mont-Royal"," 160","Côte-Saint-Luc",6,1,65,0,0,4,28,1,105,428
24044,"Mount Royal/Mont-Royal"," 161","Côte-Saint-Luc",7,0,70,1,4,15,38,3,138,450
24044,"Mount Royal/Mont-Royal"," 400","Montréal",Void/Supprimé,,,,,,,,,
24044,"Mount Royal/Mont-Royal"," 401","Hampstead",2,0,50,0,0,2,23,0,77,317
24044,"Mount Royal/Mont-Royal"," 402","Côte-Saint-Luc",1,0,66,1,1,4,30,0,103,262
24044,"Mount Royal/Mont-Royal"," 403","Côte-Saint-Luc",4,0,134,0,1,21,76,2,238,243
24044,"Mount Royal/Mont-Royal"," 404","Côte-Saint-Luc",Merged with No. 403/Fusionné avec le nº 403,,,,,,,,,235
24044,"Mount Royal/Mont-Royal"," 405","Côte-Saint-Luc",1,0,9,0,0,0,4,0,14,195
24044,"Mount Royal/Mont-Royal"," 406","Côte-Saint-Luc",4,0,44,0,1,6,20,0,75,246
24044,"Mount Royal/Mont-Royal"," 407","Côte-Saint-Luc",10,1,147,1,1,10,42,2,214,262
24044,"Mount Royal/Mont-Royal"," 408","Mobile poll/Bureau itinérant",0,0,50,0,0,1,4,2,57,271
24044,"Mount Royal/Mont-Royal"," 409","Côte-Saint-Luc",5,1,65,0,4,7,27,1,110,313
24044,"Mount Royal/Mont-Royal"," 410","Côte-Saint-Luc",0,1,31,1,1,10,15,1,60,206
24044,"Mount Royal/Mont-Royal"," 500","Mobile poll/Bureau itinérant",0,1,31,0,1,3,12,1,49,103
24044,"Mount Royal/Mont-Royal"," 501","Mobile poll/Bureau itinérant",4,3,109,5,5,7,33,3,169,340
24044,"Mount Royal/Mont-Royal"," 600","Mont-Royal",27,0,245,0,44,33,99,1,449,
24044,"Mount Royal/Mont-Royal"," 601","Mont-Royal",29,0,322,1,35,36,110,4,537,
24044,"Mount Royal/Mont-Royal"," 602","Mont-Royal",31,1,349,0,37,34,149,4,605,
24044,"Mount Royal/Mont-Royal"," 603","Montréal",9,0,81,0,4,7,80,5,186,
24044,"Mount Royal/Mont-Royal"," 604","Montréal",5,0,152,0,4,14,296,3,474,
24044,"Mount Royal/Mont-Royal"," 605","Montréal",19,1,205,0,25,29,172,5,456,
24044,"Mount Royal/Mont-Royal"," 606","Montréal",21,0,301,1,15,33,270,7,648,
24044,"Mount Royal/Mont-Royal"," 607","Hampstead",14,1,346,0,2,8,292,0,663,
24044,"Mount Royal/Mont-Royal"," 608","Hampstead",15,0,215,0,2,8,275,1,516,
24044,"Mount Royal/Mont-Royal"," 609","Côte-Saint-Luc",12,0,513,0,1,10,464,9,1009,
24044,"Mount Royal/Mont-Royal"," 610","Côte-Saint-Luc",15,1,520,0,2,16,572,4,1130,
24044,"Mount Royal/Mont-Royal"," 611","Côte-Saint-Luc",12,0,353,1,1,7,396,4,774,
24044,"Mount Royal/Mont-Royal",,Group 1/Groupe 1,4,0,54,1,5,9,10,6,89,127
24044,"Mount Royal/Mont-Royal",,Group 2/Groupe 2,37,0,1014,0,25,63,559,18,1716,

