Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Benoît Beauchamp,Lise Bissonnette,Robert Frégeau,Serge Ménard,Claude Moreau,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 14","Bois-des-Filion",21,15,34,138,21,7,236,424
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 15","Bois-des-Filion",24,6,20,104,10,3,167,346
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 16","Lorraine",33,10,45,112,10,7,217,364
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 17","Lorraine",29,15,44,154,32,1,275,461
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 18","Lorraine",23,10,72,83,37,1,226,349
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 19","Lorraine",22,10,46,99,30,2,209,347
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 20","Lorraine",27,15,73,106,29,3,253,393
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 21","Lorraine",20,7,45,114,15,2,203,343
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 22","Lorraine",29,9,74,114,32,0,258,422
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 23","Lorraine",22,23,75,71,51,2,244,415
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 24","Lorraine",24,10,108,80,69,0,291,507
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 25","Lorraine",31,6,73,73,48,2,233,358
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 26","Lorraine",20,10,54,118,33,4,239,383
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 27","Lorraine",19,9,79,72,40,2,221,400
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 28","Lorraine",24,6,76,102,35,0,243,354
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 29","Lorraine",30,9,92,113,53,2,299,486
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 30","Lorraine",26,10,60,92,22,2,212,358
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 31","Lorraine",12,7,42,66,36,2,165,277
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 32","Lorraine",21,13,69,72,39,2,216,360
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 33","Lorraine",34,14,82,118,46,2,296,498
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 34","Laval",56,8,60,149,28,3,304,504
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 35","Laval",28,6,48,118,29,6,235,393
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 36A","Laval",23,5,40,114,26,2,210,309
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 36B","Laval",18,6,29,96,15,0,164,273
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 37","Laval",19,11,46,162,38,3,279,559
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 38","Laval",37,17,12,139,27,6,238,403
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 39","Laval",29,8,70,118,36,5,266,455
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 40","Laval",32,9,55,129,36,1,262,407
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 41","Laval",30,5,38,86,25,0,184,419
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 42","Laval",39,8,75,113,33,2,270,557
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 43A","Laval",24,13,46,101,15,3,202,302
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 43B","Laval",27,10,39,122,20,2,220,304
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 44","Laval",56,6,68,159,40,2,331,535
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 45","Laval",54,12,83,142,46,6,343,558
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 46A","Laval",26,6,79,85,30,1,227,359
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 46B","Laval",32,7,58,72,22,3,194,334
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 47","Laval",39,11,96,149,52,2,349,518
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 48","Laval",28,4,46,120,20,4,222,529
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 49","Laval",36,9,67,96,29,3,240,453
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 50A","Laval",15,9,62,85,25,3,199,320
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 50B","Laval",23,3,48,76,26,2,178,269
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 51A","Laval",24,4,52,117,33,2,232,357
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 51B","Laval",24,8,64,82,31,2,211,350
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 52","Laval",26,11,72,120,39,3,271,466
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 53","Laval",44,8,73,176,36,2,339,526
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 54","Laval",20,1,60,86,40,1,208,354
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 55","Laval",58,15,82,155,37,4,351,491
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 56","Laval",50,14,118,142,48,0,372,566
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 57A","Laval",33,8,63,108,35,2,249,387
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 57B","Laval",19,4,50,37,42,3,155,235
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 58","Laval",29,5,57,84,42,2,219,343
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 59","Laval",40,12,87,165,41,5,350,529
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 60","Laval",29,16,82,112,55,6,300,453
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 61A","Laval",28,7,99,84,31,0,249,415
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 61B","Laval",35,7,72,92,27,1,234,404
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 62","Laval",38,14,88,90,39,6,275,399
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 63","Laval",56,9,67,135,46,7,320,461
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 64","Laval",40,11,93,116,42,2,304,423
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 65","Laval",49,14,70,133,38,2,306,432
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 66","Laval",38,13,119,124,40,0,334,501
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 67","Laval",48,3,47,152,16,5,271,415
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 68","Laval",27,9,84,123,40,2,285,429
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 69","Laval",19,11,48,53,32,2,165,241
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 70","Laval",39,8,73,113,24,1,258,405
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 71","Laval",37,7,89,128,37,1,299,400
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 72","Laval",33,7,102,123,45,1,311,388
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 73","Laval",33,10,48,103,19,1,214,341
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 74A","Laval",22,5,62,100,22,0,211,306
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 74B","Laval",22,9,42,95,23,3,194,286
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 75","Laval",36,13,130,150,45,1,375,534
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 76","Laval",57,18,71,139,35,2,322,511
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 77","Laval",31,8,46,133,30,4,252,362
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 78","Laval",27,7,39,93,10,2,178,308
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 79","Laval",41,7,46,136,26,2,258,381
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 80","Laval",41,10,82,166,34,5,338,496
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 81","Laval",36,15,41,99,27,0,218,403
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 82","Laval",28,11,51,105,20,3,218,369
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 83","Laval",32,2,49,120,37,4,244,449
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 84","Laval",24,5,40,80,20,0,169,343
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 85","Laval",27,6,70,74,23,1,201,359
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 86","Laval",35,11,55,118,23,1,243,369
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 87","Laval",25,13,38,94,15,1,186,316
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 88","Laval",17,13,46,102,19,2,199,346
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 89","Laval",23,12,59,99,35,3,231,359
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 90","Laval",37,13,72,114,18,6,260,407
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 91","Laval",52,8,46,92,41,1,240,401
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 92","Laval",37,12,43,75,29,5,201,353
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 93","Laval",25,4,64,82,21,0,196,344
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 94","Laval",49,9,59,161,28,2,308,527
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 95","Laval",30,20,44,121,31,4,250,403
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 96","Laval",32,14,66,106,26,3,247,423
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 97","Laval",49,9,54,90,19,0,221,379
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 98","Laval",60,8,102,124,37,4,335,606
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 99","Laval",51,9,132,90,49,3,334,625
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 99-1","Laval",46,14,102,118,37,3,320,502
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 100","Laval",27,14,20,140,29,2,232,394
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 101","Laval",37,11,44,167,31,5,295,471
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 102","Laval",51,12,39,99,11,2,214,421
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 103","Laval",38,3,54,105,43,4,247,438
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 104A","Laval",24,7,55,93,30,0,209,347
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 104B","Laval",28,5,54,81,26,1,195,314
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 105","Laval",40,5,87,120,36,2,290,489
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 106","Laval",48,11,62,172,35,3,331,558
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 107A","Laval",32,7,30,90,14,0,173,306
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 107B","Laval",22,8,23,77,14,0,144,292
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 108","Laval",42,9,42,145,19,4,261,465
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 109A","Laval",27,6,37,101,23,2,196,361
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 109B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,47
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 110","Laval",37,9,21,126,16,1,210,362
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 111","Laval",30,11,43,107,22,2,215,385
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 112","Laval",21,6,50,129,30,0,236,435
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 113","Laval",27,5,45,132,20,0,229,404
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 114","Rosemère",20,11,80,78,49,1,239,416
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 115","Rosemère",32,14,73,108,51,2,280,488
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 116A","Rosemère",32,4,68,48,44,2,198,330
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 116B","Rosemère",26,4,55,26,48,1,160,289
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 117","Rosemère",39,15,81,133,71,3,342,554
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 118","Rosemère",30,22,89,104,59,2,306,522
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 119","Rosemère",23,14,67,130,17,1,252,445
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 120","Rosemère",49,17,45,96,39,0,246,400
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 121","Rosemère",46,21,132,84,50,2,335,520
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 122","Rosemère",32,11,60,98,43,1,245,413
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 123","Rosemère",30,13,94,75,52,1,265,397
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 124","Rosemère",40,13,99,126,62,0,340,532
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 125","Rosemère",22,17,52,50,17,2,160,228
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 126","Rosemère",36,10,67,94,26,0,233,361
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 127","Rosemère",16,12,51,83,22,1,185,302
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 128","Rosemère",35,12,49,105,31,1,233,420
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 129A","Rosemère",23,10,50,78,33,3,197,320
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 129B","Rosemère",21,7,48,76,23,0,175,293
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 130A","Rosemère",26,7,52,69,25,2,181,314
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 130B","Rosemère",17,11,48,65,39,0,180,315
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 131","Rosemère",47,20,75,120,41,6,309,487
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 132","Rosemère",26,23,67,86,24,0,226,334
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 133","Rosemère",26,11,56,73,28,3,197,300
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 134","Rosemère",17,9,85,91,51,1,254,446
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 135","Rosemère",29,18,69,72,34,5,227,374
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 136","Rosemère",26,14,75,80,32,1,228,424
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 137","Rosemère",20,12,79,80,39,0,230,490
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 138","Sainte-Thérèse",33,4,37,114,27,6,221,374
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 139","Sainte-Thérèse",19,14,40,74,20,3,170,452
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 140","Sainte-Thérèse",18,5,60,86,38,4,211,426
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 141A","Sainte-Thérèse",29,9,37,98,19,0,192,329
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 141B","Sainte-Thérèse",27,6,38,74,18,2,165,306
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 142A","Sainte-Thérèse",31,7,83,96,42,3,262,453
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 142B","Sainte-Thérèse",29,8,71,81,36,5,230,425
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 143","Sainte-Thérèse",31,11,35,120,37,1,235,500
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 144","Sainte-Thérèse",26,2,22,89,20,2,161,381
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 145","Sainte-Thérèse",26,8,35,85,20,3,177,336
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 146","Sainte-Thérèse",30,9,34,119,16,1,209,421
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 147","Sainte-Thérèse",47,13,38,149,29,0,276,514
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 148","Sainte-Thérèse",29,3,36,121,26,6,221,398
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 149","Sainte-Thérèse",18,9,21,105,20,4,177,375
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 150","Sainte-Thérèse",30,6,17,95,22,2,172,317
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 151","Sainte-Thérèse",27,7,18,95,19,5,171,353
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 152","Sainte-Thérèse",21,13,20,95,21,8,178,409
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 153","Sainte-Thérèse",18,8,32,103,8,4,173,359
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 154A","Sainte-Thérèse",36,7,47,123,29,3,245,445
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 154B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,130
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 155A","Sainte-Thérèse",27,3,46,92,17,4,189,345
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 155B","Sainte-Thérèse",12,3,41,95,18,4,173,318
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 156","Sainte-Thérèse",48,8,30,131,33,5,255,573
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 157","Sainte-Thérèse",25,12,38,100,21,4,200,408
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 158","Sainte-Thérèse",21,9,36,83,24,7,180,376
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 159","Sainte-Thérèse",26,13,37,114,19,3,212,389
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 160A","Sainte-Thérèse",30,10,31,101,30,10,212,327
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 160B","Sainte-Thérèse",24,9,30,67,19,4,153,320
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 160C","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,91
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 161","Sainte-Thérèse",13,1,22,94,6,1,137,407
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 162","Sainte-Thérèse",20,6,61,98,41,2,228,289
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 163","Sainte-Thérèse",44,15,102,174,54,1,390,568
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 164","Sainte-Thérèse",32,12,63,138,47,1,293,394
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 165","Sainte-Thérèse",48,11,92,112,38,5,306,422
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 166","Sainte-Thérèse",43,13,74,133,47,1,311,478
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 167","Sainte-Thérèse",28,6,106,133,31,4,308,459
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 168","Sainte-Thérèse",19,12,67,98,34,0,230,330
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 169","Sainte-Thérèse",21,6,42,76,20,2,167,266
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 170","Sainte-Thérèse",28,5,54,138,20,2,247,371
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 171","Sainte-Thérèse",22,15,62,81,48,1,229,414
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 172","Sainte-Thérèse",19,14,43,93,21,0,190,332
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 173","Sainte-Thérèse",26,3,28,66,17,3,143,259
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 174","Sainte-Thérèse",30,9,26,96,21,3,185,347
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 175","Sainte-Thérèse",17,8,39,110,23,5,202,402
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 176","Sainte-Thérèse",21,10,22,103,14,2,172,418
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 177","Sainte-Thérèse",Void/Supprimé,,,,,,,
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 178","Sainte-Thérèse",24,6,19,93,14,4,160,338
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 179","Sainte-Thérèse",27,10,28,87,17,3,172,348
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 180","Sainte-Thérèse",18,5,35,91,21,4,174,389
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 181","Sainte-Thérèse",39,10,40,133,22,1,245,475
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 182","Sainte-Thérèse",36,9,61,139,43,6,294,525
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 183","Sainte-Thérèse",30,5,41,116,21,7,220,491
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 184","Sainte-Thérèse",27,9,28,112,24,4,204,431
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 400","Laval",11,0,47,47,21,7,133,174
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 401","Sainte-Thérèse",8,3,66,71,31,2,181,232
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 402","Sainte-Thérèse",7,3,45,27,23,5,110,132
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 403","Sainte-Thérèse",8,0,54,36,27,1,126,160
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 404","Sainte-Thérèse",6,3,60,39,25,3,136,173
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 405","Laval",17,5,70,46,33,4,175,206
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 406","Laval",10,3,117,59,33,1,223,284
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 500","Mobile poll/Bureau itinérant",1,14,55,26,11,10,117,95
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 501","Mobile poll/Bureau itinérant",7,2,55,43,28,4,139,106
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 502","Mobile poll/Bureau itinérant",10,4,64,42,17,1,138,153
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 503","Mobile poll/Bureau itinérant",5,9,21,30,11,0,76,250
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 504","Mobile poll/Bureau itinérant",9,5,55,38,32,0,139,172
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 600","Bois-des-Filion",37,10,54,237,67,2,407,
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 601","Lorraine",47,29,170,314,149,6,715,
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 602","Laval",84,28,215,444,153,20,944,
