Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Yonnel Bonaventure,Christiane Gagnon,Damien Rousseau,Catherine Roy-Goyette,Myriam Taschereau,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24052,"Québec/Québec"," 111","Québec",6,65,19,18,57,5,170,326
24052,"Québec/Québec"," 112","Québec",15,92,27,40,64,4,242,474
24052,"Québec/Québec"," 113","Québec",3,66,30,32,50,1,182,353
24052,"Québec/Québec"," 114","Québec",3,40,24,7,41,2,117,306
24052,"Québec/Québec"," 115","Québec",3,16,11,11,15,0,56,246
24052,"Québec/Québec"," 116","Québec",7,57,20,20,56,2,162,319
24052,"Québec/Québec"," 117","Québec",5,78,26,17,40,4,170,390
24052,"Québec/Québec"," 118","Québec",11,71,25,29,73,4,213,485
24052,"Québec/Québec"," 119","Québec",10,94,24,27,14,2,171,310
24052,"Québec/Québec"," 120","Québec",6,129,28,38,19,3,223,365
24052,"Québec/Québec"," 121","Québec",1,33,18,9,13,0,74,173
24052,"Québec/Québec"," 122","Québec",9,98,33,39,30,5,214,382
24052,"Québec/Québec"," 123","Québec",7,73,49,26,34,2,191,362
24052,"Québec/Québec"," 124","Québec",7,103,42,25,21,1,199,328
24052,"Québec/Québec"," 125","Québec",3,80,125,9,66,0,283,398
24052,"Québec/Québec"," 126","Québec",5,49,135,10,104,1,304,467
24052,"Québec/Québec"," 127","Québec",3,62,41,14,34,0,154,280
24052,"Québec/Québec"," 128","Québec",Void/Supprimé,,,,,,,
24052,"Québec/Québec"," 129","Québec",16,85,42,35,26,1,205,343
24052,"Québec/Québec"," 130","Québec",6,74,57,22,50,0,209,439
24052,"Québec/Québec"," 131","Québec",4,80,51,18,46,1,200,385
24052,"Québec/Québec"," 132","Québec",7,108,41,32,38,1,227,426
24052,"Québec/Québec"," 133","Québec",4,56,29,9,34,1,133,302
24052,"Québec/Québec"," 134","Québec",18,121,42,29,29,1,240,370
24052,"Québec/Québec"," 135","Québec",13,124,41,28,23,4,233,382
24052,"Québec/Québec"," 136","Québec",11,127,39,20,28,4,229,413
24052,"Québec/Québec"," 137","Québec",6,142,68,37,46,3,302,457
24052,"Québec/Québec"," 138","Québec",6,50,116,13,100,3,288,435
24052,"Québec/Québec"," 139","Québec",5,80,51,17,34,0,187,315
24052,"Québec/Québec"," 140","Québec",11,162,30,32,14,1,250,442
24052,"Québec/Québec"," 141","Québec",13,67,34,22,26,3,165,395
24052,"Québec/Québec"," 142","Québec",1,41,49,9,40,0,140,365
24052,"Québec/Québec"," 143","Québec",13,130,37,35,24,4,243,441
24052,"Québec/Québec"," 144","Québec",10,147,30,33,17,0,237,368
24052,"Québec/Québec"," 145A","Québec",5,107,53,22,42,2,231,365
24052,"Québec/Québec"," 145B","Mobile poll/Bureau itinérant",Merged with No. 504A/Fusionné avec le nº 504A,,,,,,,89
24052,"Québec/Québec"," 146","Québec",6,154,37,35,19,0,251,390
24052,"Québec/Québec"," 147","Québec",16,115,36,31,17,1,216,377
24052,"Québec/Québec"," 148","Québec",8,95,34,19,32,2,190,395
24052,"Québec/Québec"," 149","Québec",10,118,53,22,27,2,232,386
24052,"Québec/Québec"," 150","Québec",6,120,25,25,21,2,199,329
24052,"Québec/Québec"," 151","Québec",6,119,40,25,26,1,217,388
24052,"Québec/Québec"," 152A","Québec",4,60,85,10,39,2,200,258
24052,"Québec/Québec"," 152B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,105
24052,"Québec/Québec"," 153","Québec",2,77,18,21,19,0,137,249
24052,"Québec/Québec"," 154","Québec",5,116,27,27,24,1,200,392
24052,"Québec/Québec"," 155","Québec",5,78,30,20,17,2,152,300
24052,"Québec/Québec"," 156","Québec",3,81,24,6,25,1,140,247
24052,"Québec/Québec"," 157","Québec",1,95,52,18,39,0,205,369
24052,"Québec/Québec"," 158","Québec",Void/Supprimé,,,,,,,
24052,"Québec/Québec"," 159A","Québec",Merged with No. 159-2A/Fusionné avec le nº 159-2A,,,,,,,145
24052,"Québec/Québec"," 159B","Québec",4,59,53,15,43,0,174,381
24052,"Québec/Québec"," 159-1","Québec",2,94,100,26,86,1,309,475
24052,"Québec/Québec"," 159-2A","Québec",6,72,48,9,34,2,171,177
24052,"Québec/Québec"," 159-2B","Québec",3,106,106,14,83,3,315,446
24052,"Québec/Québec"," 160","Québec",Void/Supprimé,,,,,,,
24052,"Québec/Québec"," 161","Québec",12,166,35,45,17,3,278,444
24052,"Québec/Québec"," 162","Québec",2,151,28,36,17,1,235,382
24052,"Québec/Québec"," 163","Québec",7,107,19,22,26,2,183,393
24052,"Québec/Québec"," 164A","Québec",5,94,26,19,34,2,180,348
24052,"Québec/Québec"," 164B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,74
24052,"Québec/Québec"," 165","Québec",9,107,38,32,30,0,216,396
24052,"Québec/Québec"," 166","Québec",4,60,41,12,34,0,151,271
24052,"Québec/Québec"," 167","Québec",5,47,47,7,35,0,141,277
24052,"Québec/Québec"," 168","Québec",13,159,59,48,28,1,308,524
24052,"Québec/Québec"," 169A","Québec",12,119,36,39,11,6,223,382
24052,"Québec/Québec"," 169B","Mobile poll/Bureau itinérant",Merged with No. 502B/Fusionné avec le nº 502B,,,,,,,99
24052,"Québec/Québec"," 170","Québec",9,158,18,26,13,3,227,413
24052,"Québec/Québec"," 171","Québec",21,139,37,38,17,5,257,421
24052,"Québec/Québec"," 172","Québec",7,110,47,30,31,3,228,386
24052,"Québec/Québec"," 173","Québec",12,91,33,28,39,1,204,420
24052,"Québec/Québec"," 174","Québec",13,111,27,41,31,6,229,371
24052,"Québec/Québec"," 175A","Québec",1,38,19,11,14,0,83,131
24052,"Québec/Québec"," 175B","Québec",3,41,138,6,52,6,246,354
24052,"Québec/Québec"," 176","Québec",1,65,26,12,17,2,123,240
24052,"Québec/Québec"," 177","Québec",7,81,52,10,38,0,188,373
24052,"Québec/Québec"," 178","Québec",1,43,34,9,22,0,109,236
24052,"Québec/Québec"," 179","Québec",0,27,24,5,33,0,89,190
24052,"Québec/Québec"," 180","Québec",7,110,37,25,29,0,208,361
24052,"Québec/Québec"," 181","Québec",10,127,43,36,31,2,249,397
24052,"Québec/Québec"," 182","Québec",9,126,42,29,12,7,225,406
24052,"Québec/Québec"," 183","Québec",12,91,45,19,41,1,209,349
24052,"Québec/Québec"," 184","Québec",4,100,52,13,43,2,214,400
24052,"Québec/Québec"," 185","Québec",7,137,44,21,16,1,226,352
24052,"Québec/Québec"," 186","Québec",6,126,49,33,46,1,261,477
24052,"Québec/Québec"," 187","Québec",13,128,28,35,40,1,245,455
24052,"Québec/Québec"," 188","Québec",5,65,30,23,16,1,140,359
24052,"Québec/Québec"," 189","Québec",10,107,36,16,14,0,183,349
24052,"Québec/Québec"," 190","Québec",8,101,64,24,78,1,276,451
24052,"Québec/Québec"," 191","Québec",7,75,37,31,33,1,184,349
24052,"Québec/Québec"," 192","Québec",12,71,30,23,24,3,163,334
24052,"Québec/Québec"," 193A","Québec",4,49,53,14,28,0,148,269
24052,"Québec/Québec"," 193B","Mobile poll/Bureau itinérant",Merged with No. 502B/Fusionné avec le nº 502B,,,,,,,50
24052,"Québec/Québec"," 194","Québec",13,136,20,34,19,4,226,391
24052,"Québec/Québec"," 195","Québec",11,131,18,35,23,1,219,418
24052,"Québec/Québec"," 196","Québec",15,156,22,36,16,1,246,380
24052,"Québec/Québec"," 197","Québec",14,152,20,34,12,0,232,398
24052,"Québec/Québec"," 198","Québec",9,167,31,39,22,2,270,500
24052,"Québec/Québec"," 199","Québec",14,151,31,43,10,0,249,425
24052,"Québec/Québec"," 200","Québec",10,129,24,31,14,2,210,416
24052,"Québec/Québec"," 201","Québec",19,73,38,26,38,4,198,426
24052,"Québec/Québec"," 202","Québec",10,75,65,28,51,1,230,390
24052,"Québec/Québec"," 203","Québec",9,59,31,33,38,3,173,287
24052,"Québec/Québec"," 204","Québec",6,73,54,28,68,1,230,388
24052,"Québec/Québec"," 400","Québec",2,18,59,4,32,1,116,311
24052,"Québec/Québec"," 500","Mobile poll/Bureau itinérant",3,12,28,1,19,1,64,80
24052,"Québec/Québec"," 501","Mobile poll/Bureau itinérant",2,34,44,5,40,0,125,120
24052,"Québec/Québec"," 502A","Mobile poll/Bureau itinérant",2,14,9,1,10,0,36,104
24052,"Québec/Québec"," 502B","Mobile poll/Bureau itinérant",7,34,45,11,30,8,135,57
24052,"Québec/Québec"," 503","Mobile poll/Bureau itinérant",2,35,41,6,33,3,120,151
24052,"Québec/Québec"," 504A","Mobile poll/Bureau itinérant",1,13,44,1,18,0,77,65
24052,"Québec/Québec"," 504B","Mobile poll/Bureau itinérant",1,14,75,1,19,1,111,154
24052,"Québec/Québec"," 505","Mobile poll/Bureau itinérant",1,19,50,8,70,1,149,250
24052,"Québec/Québec"," 600","Québec",8,116,41,24,162,3,354,
24052,"Québec/Québec"," 601","Québec",7,112,35,26,144,0,324,
24052,"Québec/Québec"," 602","Québec",5,160,56,34,160,5,420,
24052,"Québec/Québec"," 603","Québec",5,111,40,23,171,3,353,
24052,"Québec/Québec"," 604","Québec",3,81,27,72,127,3,313,
24052,"Québec/Québec"," 605","Québec",6,134,78,25,203,6,452,
24052,"Québec/Québec"," 606","Québec",2,75,38,12,138,2,267,
24052,"Québec/Québec"," 607","Québec",7,74,45,21,156,13,316,
24052,"Québec/Québec"," 608","Québec",8,149,53,37,86,4,337,
24052,"Québec/Québec"," 609","Québec",9,119,26,18,38,1,211,
24052,"Québec/Québec"," 610","Québec",7,113,34,13,89,2,258,
24052,"Québec/Québec"," 611","Québec",6,89,18,20,53,1,187,
24052,"Québec/Québec"," 612","Québec",8,101,60,21,79,1,270,
24052,"Québec/Québec"," 613","Québec",3,111,29,13,41,1,198,
24052,"Québec/Québec"," 614","Québec",8,151,91,23,93,2,368,
24052,"Québec/Québec"," 615","Québec",12,246,116,29,129,3,535,
24052,"Québec/Québec"," 616","Québec",7,209,132,16,105,3,472,
24052,"Québec/Québec"," 617","Québec",8,235,76,20,95,2,436,
24052,"Québec/Québec"," 618","Québec",11,154,126,22,148,0,461,
24052,"Québec/Québec"," 619","Québec",7,157,66,25,80,3,338,
24052,"Québec/Québec"," 620","Québec",7,211,56,22,71,3,370,
24052,"Québec/Québec"," 621","Québec",7,198,176,29,111,0,521,
24052,"Québec/Québec"," 622","Québec",6,188,48,26,41,0,309,
24052,"Québec/Québec"," 623","Québec",6,164,22,25,35,0,252,
24052,"Québec/Québec",,Group 1/Groupe 1,13,95,42,23,149,8,330,551
24052,"Québec/Québec",,Group 2/Groupe 2,15,203,62,41,122,20,463,

