Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Salma Ataullahjan,Navdeep Bains,Karan Pandher,Tim Sullivan,Grace Yogaretnam,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 412","Mississauga",15,37,13,0,1,1,67,193
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 500","Mobile poll/Bureau itinérant",40,38,20,1,7,5,111,271
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 501","Mobile poll/Bureau itinérant",23,23,4,2,2,1,55,138
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 600","Brampton",104,213,35,4,21,2,379,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 601","Brampton--Mississauga",108,348,27,5,18,1,507,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 602","Mississauga",90,219,25,1,13,0,348,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 603","Mississauga",106,153,20,3,8,2,292,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 604","Mississauga",106,125,30,0,18,3,282,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 605","Mississauga",132,178,39,6,20,5,380,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 606","Mississauga",182,331,44,3,56,0,616,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 607","Mississauga",106,246,37,2,26,2,419,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 608","Mississauga",128,196,35,2,26,1,388,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 609","Mississauga",114,153,33,2,21,4,327,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 610","Mississauga",129,202,45,4,22,0,402,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 611","Mississauga",94,115,29,2,23,0,263,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 612","Mississauga",81,124,24,0,19,3,251,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 613","Mississauga",270,296,50,5,44,5,670,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud",,Group 1/Groupe 1,16,20,3,2,3,1,45,73
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud",,Group 2/Groupe 2,65,76,16,2,7,5,171,

