Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Steven Elgersma,Diane Finley,Eric Hoskins,Stephana Johnston,Gary McHale,Ian Nichols,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 68","Nanticoke",3,119,83,8,10,22,0,245,411
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 69","Simcoe",2,80,91,5,5,25,0,208,436
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 70","Delhi",0,93,80,14,8,15,1,211,489
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 71","Delhi",1,76,40,7,5,5,1,135,311
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 72","Simcoe",0,101,79,2,4,20,1,207,416
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 73","Simcoe",5,81,73,4,2,31,0,196,370
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 74","Simcoe",4,92,65,8,9,9,0,187,389
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 75","Simcoe",1,51,50,4,5,8,0,119,337
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 76","Simcoe",2,76,82,7,7,31,1,206,363
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 77","Simcoe",1,65,93,4,4,30,0,197,440
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 78","Simcoe",0,54,72,9,7,31,2,175,391
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 79","Simcoe",0,82,48,3,5,22,1,161,312
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 80","Simcoe",1,102,91,4,5,15,0,218,381
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 81","Simcoe",2,71,121,5,2,15,0,216,386
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 82","Simcoe",1,92,125,3,3,15,0,239,377
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 83","Simcoe",1,42,43,3,3,15,0,107,345
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 84","Simcoe",1,33,40,12,2,15,1,104,306
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 85","Simcoe",2,52,45,11,7,26,0,143,411
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 86","Simcoe",0,48,80,8,12,26,1,175,388
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 87","Simcoe",1,78,84,6,4,18,1,192,431
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 88","Simcoe",1,36,62,1,4,14,0,118,306
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 89","Simcoe",0,66,79,8,6,5,0,164,321
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 90","Simcoe",1,85,94,7,4,13,0,204,341
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 91","Simcoe",2,67,59,10,2,33,1,174,448
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 92","Simcoe",0,54,49,6,5,14,1,129,327
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 93","Simcoe",1,40,52,6,1,15,3,118,351
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 94","Simcoe",0,41,54,7,5,10,0,117,306
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 95","Simcoe",1,83,116,4,4,13,0,221,430
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 96","Simcoe",3,77,93,1,4,4,0,182,344
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 97","Simcoe",1,93,99,10,1,16,1,221,379
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 98","Simcoe",0,26,25,1,2,4,0,58,206
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 99","Simcoe",4,31,35,4,4,18,1,97,293
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 100","Simcoe",0,41,41,8,0,18,0,108,244
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 101","Simcoe",0,79,68,5,5,19,0,176,338
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 102","Simcoe",1,118,102,15,4,25,0,265,505
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 103","Nanticoke",0,60,90,9,6,9,2,176,349
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 104","Nanticoke",2,87,58,8,3,9,1,168,292
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 105A","Nanticoke",3,147,65,8,6,6,4,239,389
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 105B","Mobile poll/Bureau itinérant",Merged with No. 504B/Fusionné avec le nº 504B,,,,,,,,57
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 106","Nanticoke",1,126,68,14,6,30,0,245,434
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 107","Nanticoke",2,120,81,14,10,22,3,252,444
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 108A","Nanticoke",0,93,50,15,6,18,0,182,306
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 108B","Nanticoke",1,95,37,9,6,19,0,167,299
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 109","Nanticoke",2,104,78,13,3,42,1,243,468
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 110","Nanticoke",0,54,71,20,7,24,3,179,352
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 111","Nanticoke",1,92,81,10,5,16,0,205,363
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 112","Nanticoke",1,61,79,17,1,21,1,181,333
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 113","Nanticoke",3,52,44,9,5,18,0,131,253
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 114","Nanticoke",3,94,54,14,2,51,1,219,420
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 115","Nanticoke",2,113,88,16,7,29,5,260,456
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 116","Nanticoke",0,131,90,16,6,34,0,277,449
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 117","Nanticoke",1,133,55,17,12,53,2,273,460
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 118","Nanticoke",3,128,67,21,11,29,3,262,448
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 119","Nanticoke",0,69,49,9,30,25,1,183,314
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 120","Nanticoke",4,91,66,7,45,24,0,237,428
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 121","Nanticoke",10,112,69,7,26,29,0,253,410
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 122","Nanticoke",0,107,85,11,40,43,0,286,535
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 123","Nanticoke",1,40,40,5,19,23,0,128,239
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 124A","Nanticoke",0,67,54,10,24,33,0,188,337
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 124B","Nanticoke",0,62,59,4,16,30,3,174,302
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 125","Nanticoke",2,75,57,13,26,25,2,200,369
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 126","Nanticoke",4,113,47,4,37,12,1,218,454
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 127","Nanticoke",2,93,72,14,45,42,1,269,499
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 128","Nanticoke",1,52,42,4,32,41,0,172,293
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 129","Nanticoke",4,71,36,7,47,27,0,192,337
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 130","Haldimand",1,52,73,10,41,16,0,193,327
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 131A","Haldimand",0,58,62,9,32,28,0,189,328
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 131B","Haldimand",0,63,49,5,29,26,0,172,279
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 132","Haldimand",3,51,53,6,41,37,0,191,423
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 133","Haldimand",2,63,69,9,35,25,1,204,347
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 134","Haldimand",1,38,34,7,17,24,1,122,337
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 135","Haldimand",7,39,41,9,49,11,1,157,310
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 136","Haldimand",5,98,70,4,65,24,0,266,455
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 137","Haldimand",4,65,60,8,83,17,0,237,399
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 138","Haldimand",2,50,60,6,106,19,1,244,428
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 139","Haldimand",2,71,91,7,89,23,1,284,474
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 140","Haldimand",1,50,85,5,103,21,2,267,430
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 141","Haldimand",0,28,59,9,59,19,0,174,308
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 142","Haldimand",2,65,64,10,83,25,1,250,448
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 143","Haldimand",1,48,67,8,56,19,1,200,366
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 144A","Haldimand",1,35,42,7,74,22,4,185,315
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 144B","Haldimand",1,32,43,6,69,18,0,169,282
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 145","Haldimand",0,32,50,6,87,21,1,197,301
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 146","Haldimand",2,53,58,7,66,26,2,214,359
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 147","Haldimand",5,59,77,12,77,34,2,266,436
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 148","Haldimand",0,27,43,5,53,29,0,157,284
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 149","Haldimand",5,62,103,7,74,19,1,271,426
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 150","Haldimand",1,37,83,5,104,18,1,249,417
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 151","Haldimand",4,57,87,13,71,31,0,263,433
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 152","Haldimand",1,18,40,7,28,23,3,120,293
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 153","Haldimand",2,36,67,7,47,26,4,189,368
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 154","Haldimand",2,46,73,9,77,37,2,246,415
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 155","Haldimand",0,43,65,15,103,20,1,247,444
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 156","Haldimand",5,78,55,10,57,29,3,237,473
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 157","Haldimand",2,58,76,7,66,21,2,232,409
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 158","Haldimand",3,57,48,8,31,16,0,163,289
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 159","Haldimand",1,106,48,16,71,47,2,291,521
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 160","Haldimand",1,61,61,6,31,17,0,177,336
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 161","Haldimand",3,91,51,9,52,33,3,242,442
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 162","Haldimand",0,67,43,9,43,9,2,173,290
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 163","Haldimand",0,107,57,11,62,30,1,268,459
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 164","Haldimand",7,52,56,14,37,37,2,205,414
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 165","Haldimand",4,98,76,18,51,45,3,295,470
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 166","Haldimand",4,75,75,9,27,19,0,209,367
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 167","Haldimand",7,47,32,4,21,16,0,127,273
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 168","Haldimand",2,58,40,6,17,25,0,148,278
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 169","Haldimand",1,84,55,7,40,22,0,209,378
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 170","Haldimand",0,76,53,7,66,25,0,227,419
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 171","Haldimand",4,57,36,7,40,18,0,162,283
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 172","Haldimand",2,82,48,18,63,33,0,246,392
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 173","Haldimand",3,62,46,6,37,28,3,185,349
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 173-1","Haldimand",1,31,26,4,24,16,0,102,201
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 174","Haldimand",4,84,67,7,63,59,2,286,541
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 175","Haldimand",3,91,61,6,59,32,0,252,436
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 176A","Haldimand",3,53,44,5,24,11,0,140,293
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 176B","Haldimand",1,57,28,3,35,11,0,135,255
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 177","Dunnville",3,120,47,7,30,35,0,242,426
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 178","Dunnville",0,69,74,13,17,17,0,190,398
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 179","Dunnville",5,96,57,7,34,39,0,238,440
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 180","Dunnville",3,91,52,6,34,15,0,201,407
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 181","Dunnville",9,156,27,12,15,19,0,238,372
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 182","Dunnville",4,91,24,10,11,22,2,164,306
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 183","Dunnville",11,141,43,7,12,38,0,252,454
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 184","Dunnville",16,126,36,3,9,25,1,216,355
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 185","Dunnville",11,81,41,7,20,27,0,187,320
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 186","Dunnville",12,136,52,11,20,29,2,262,446
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 187A","Dunnville",1,65,29,7,11,27,0,140,303
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 187B","Dunnville",3,58,25,5,16,26,0,133,286
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 187-1","Dunnville",3,33,7,4,18,16,0,81,257
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 188","Dunnville",4,98,54,5,28,27,1,217,401
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 189","Dunnville",1,50,33,4,21,23,0,132,401
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 190","Dunnville",8,102,55,9,32,36,2,244,498
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 191","Dunnville",1,98,52,11,18,33,1,214,396
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 192","Dunnville",7,62,42,4,21,35,0,171,376
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 193","Dunnville",4,102,81,8,34,24,2,255,428
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 194","Dunnville",1,25,27,6,13,30,2,104,298
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 195","Dunnville",7,49,40,7,18,27,0,148,286
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 196A","Dunnville",0,11,11,1,0,0,0,23,62
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 196B","Dunnville",2,52,32,3,10,18,0,117,221
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 197","Dunnville",5,65,46,7,23,31,0,177,405
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 198","Dunnville",1,65,37,8,25,24,0,160,379
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 199","Dunnville",3,51,44,5,14,21,1,139,346
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 400","Simcoe",2,19,23,4,5,3,4,60,180
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 401","Dunnville",1,16,25,1,2,1,2,48,126
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 500A","Mobile poll/Bureau itinérant",0,8,3,2,1,0,0,14,56
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 500B","Mobile poll/Bureau itinérant",2,8,7,0,0,1,0,18,58
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 501","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 502","Mobile poll/Bureau itinérant",0,41,52,1,2,7,3,106,186
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 503","Mobile poll/Bureau itinérant",3,19,29,2,2,2,0,57,126
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 504A","Mobile poll/Bureau itinérant",1,12,10,1,2,6,3,35,77
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 504B","Mobile poll/Bureau itinérant",3,31,22,4,2,7,2,71,86
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 600","Delhi",4,211,197,14,3,32,6,467,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 601","Delhi",1,129,87,8,3,30,0,258,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 602","Langton",3,293,99,13,0,24,1,433,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 603","Port Rowan",1,237,131,18,8,22,1,418,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 604","Port Dover",1,177,140,17,13,11,1,360,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 605","Port Dover",0,144,139,9,6,19,2,319,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 606","Simcoe",1,182,209,14,10,27,2,445,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 607","Simcoe",6,252,244,12,12,44,2,572,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 608","Simcoe",3,187,141,5,3,18,1,358,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 609","Waterford",6,182,129,30,6,30,0,383,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 610","Hagersville",4,165,128,15,73,48,4,437,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 611","Caledonia",1,76,133,7,113,31,0,361,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 612","Caledonia",1,63,87,5,77,19,1,253,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 613","Cayuga",3,205,165,19,72,47,2,513,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 614","Dunnville",5,205,88,16,47,49,2,412,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 615","Dunnville",4,177,141,15,47,46,3,433,
35028,"Haldimand--Norfolk/Haldimand--Norfolk",,Group 1/Groupe 1,0,45,23,5,2,13,1,89,196
35028,"Haldimand--Norfolk/Haldimand--Norfolk",,Group 2/Groupe 2,10,292,333,26,26,59,3,749,

