Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Daniel Allain,Carl Bainbridge,Alison Ménard,Brian Murphy,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 48","Moncton",38,46,34,89,1,208,435
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 49","Moncton",38,28,18,66,3,153,349
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 50","Moncton",38,20,17,64,0,139,302
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 51","Moncton",53,21,21,87,2,184,293
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 52","Moncton",34,18,26,131,0,209,380
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 53A","Moncton",8,24,6,25,1,64,70
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 53B","Moncton",42,49,39,117,2,249,478
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 54","Moncton",45,48,23,82,2,200,488
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 55","Moncton",84,39,27,69,0,219,443
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 56","Moncton",94,24,16,166,4,304,505
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 57","Moncton",82,70,30,97,0,279,532
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 58","Moncton",98,59,39,96,4,296,534
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 59","Moncton",50,34,20,77,2,183,361
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 59-1","Moncton",70,30,10,69,2,181,316
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 60","Moncton",70,21,14,57,1,163,422
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 61","Moncton",105,60,18,91,2,276,488
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 61-1","Moncton",76,14,19,84,0,193,306
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 62","Moncton",128,39,25,133,2,327,510
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 63","Moncton",120,43,19,135,2,319,478
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 63-1","Moncton",80,17,13,70,0,180,316
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 64","Moncton",82,28,16,78,0,204,371
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 65","Moncton",93,42,18,69,2,224,494
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 66","Moncton",25,15,5,17,0,62,219
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 67","Moncton",48,31,5,77,1,162,326
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 68","Moncton",65,35,19,108,1,228,475
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 69","Moncton",56,14,14,76,0,160,271
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 70","Moncton",85,38,15,70,1,209,359
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 71","Moncton",44,37,5,63,4,153,253
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 72","Moncton",51,22,11,64,0,148,307
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 73","Moncton",60,75,22,88,1,246,570
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 74A","Moncton",20,18,14,52,2,106,267
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 74B","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,128
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 75","Moncton",28,52,8,60,2,150,398
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 76","Moncton",45,29,5,46,1,126,356
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 77","Moncton",64,33,12,46,3,158,335
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 78","Moncton",42,50,15,65,2,174,434
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 79","Moncton",39,24,16,72,2,153,272
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 80","Moncton",51,39,9,118,3,220,368
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 81","Moncton",43,38,10,71,0,162,350
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 82","Moncton",27,16,22,57,2,124,253
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 83","Moncton",71,32,20,91,4,218,414
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 84","Moncton",47,37,14,76,5,179,373
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 85","Moncton",89,23,13,55,1,181,319
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 86","Moncton",59,61,31,108,0,259,522
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 87","Moncton",70,35,36,67,2,210,433
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 88","Moncton",79,31,12,62,2,186,315
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 89","Moncton",83,49,6,71,3,212,367
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 90A","Moncton",154,43,22,56,2,277,472
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 90B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,12
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 91","Moncton",50,40,5,29,2,126,333
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 92","Moncton",121,35,16,56,2,230,390
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 93","Moncton",95,49,24,31,0,199,396
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 94","Moncton",110,44,20,35,2,211,371
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 95","Moncton",97,16,22,110,0,245,414
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 96","Moncton",59,30,17,45,1,152,341
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 97","Moncton",57,28,13,48,0,146,433
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 98","Moncton",41,31,25,43,0,140,325
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 99","Moncton",70,46,18,115,0,249,521
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 100","Moncton",33,34,26,80,1,174,389
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 101","Moncton",42,35,31,95,0,203,423
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 102","Moncton",42,33,20,51,0,146,376
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 103","Moncton",30,20,35,78,0,163,312
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 104","Moncton",31,20,20,109,0,180,353
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 105","Moncton",15,21,17,55,1,109,264
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 106","Moncton",23,12,18,49,0,102,309
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 107","Moncton",24,27,23,46,0,120,261
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 108","Moncton",25,14,7,24,0,70,247
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 109","Moncton",21,13,7,38,0,79,232
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 110","Moncton",30,28,21,57,0,136,363
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 111","Moncton",51,36,9,69,2,167,358
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 112","Moncton",56,44,16,93,0,209,485
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 113","Moncton",48,33,41,62,0,184,466
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 114","Moncton",42,14,7,56,2,121,344
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 115","Moncton",54,46,13,62,0,175,405
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 116","Moncton",42,36,28,48,1,155,372
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 117","Moncton",59,28,44,75,1,207,465
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 118","Moncton",73,28,28,70,1,200,362
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 119","Moncton",62,19,30,63,0,174,327
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 120","Moncton",Void/Supprimé,,,,,,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 121","Moncton",131,23,16,109,2,281,483
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 122","Moncton",117,24,16,96,3,256,467
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 123","Moncton",49,32,15,50,0,146,308
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 123-1","Moncton",50,17,17,46,0,130,272
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 124","Moncton",64,19,19,80,1,183,314
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 124-1","Moncton",65,21,9,51,0,146,257
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 125","Moncton",71,30,34,72,1,208,359
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 126","Moncton",44,27,15,46,1,133,329
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 127A","Riverview",62,26,8,26,0,122,237
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 127B","Riverview",63,33,17,37,0,150,312
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 128","Riverview",57,33,15,33,3,141,314
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 128-1","Riverview",85,23,18,53,0,179,265
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 129","Riverview",94,40,19,28,0,181,321
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 130","Riverview",83,36,26,42,1,188,382
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 131","Riverview",76,40,21,43,1,181,292
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 132","Riverview",104,40,18,26,2,190,334
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 133A","Riverview",79,25,20,31,0,155,301
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 133B","Riverview",56,31,10,21,0,118,260
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 134","Riverview",38,16,7,21,0,82,206
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 135","Riverview",114,52,17,57,4,244,463
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 136","Riverview",81,23,23,35,0,162,309
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 137","Riverview",67,32,19,51,0,169,278
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 138","Riverview",122,34,21,73,0,250,426
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 139","Riverview",88,31,40,54,1,214,367
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 140","Riverview",83,40,21,37,2,183,401
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 141","Riverview",125,44,32,72,1,274,478
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 142","Riverview",80,33,20,42,0,175,302
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 143","Riverview",110,28,23,62,0,223,361
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 144","Riverview",69,25,17,42,2,155,324
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 145","Riverview",111,32,31,62,2,238,397
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 146","Riverview",96,32,25,68,0,221,404
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 147","Dieppe",57,25,13,96,0,191,412
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 148","Dieppe",52,33,18,98,1,202,380
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 149","Dieppe",27,22,6,49,2,106,234
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 150","Dieppe",29,31,11,55,1,127,311
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 151","Dieppe",90,36,23,132,0,281,492
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 152","Dieppe",85,38,21,125,2,271,474
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 152-1","Dieppe",70,24,18,134,0,246,407
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 153","Dieppe",84,45,28,151,0,308,493
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 154","Dieppe",53,44,19,112,2,230,401
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 155","Dieppe",39,23,3,74,0,139,229
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 155-1","Dieppe",67,34,19,98,2,220,412
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 156","Dieppe",52,33,8,65,1,159,333
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 156-1","Dieppe",32,18,10,46,1,107,268
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 157","Dieppe",50,28,16,63,0,157,374
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 158","Dieppe",58,26,13,60,3,160,298
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 159","Dieppe",40,14,6,90,2,152,217
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 160","Dieppe",51,19,20,161,0,251,375
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 161A","Dieppe",31,28,14,59,0,132,261
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 161B","Dieppe",40,34,16,68,5,163,337
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 161-1","Dieppe",74,54,25,171,2,326,486
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 162","Dieppe",79,52,23,157,5,316,547
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 162-1A","Dieppe",63,40,25,104,0,232,361
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 162-1B","Dieppe",64,31,13,106,0,214,310
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 163","Dieppe",59,47,15,118,0,239,410
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 163-1","Dieppe",47,25,9,131,1,213,356
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 164","Dieppe",116,54,27,164,0,361,557
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 165A","Dieppe",67,22,9,91,0,189,344
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 165B","Dieppe",70,21,18,96,0,205,320
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 165-1","Dieppe",59,21,13,116,0,209,298
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 165-2","Dieppe",31,13,13,75,2,134,216
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 166","Dieppe",65,65,16,77,2,225,421
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 166-1","Dieppe",113,39,21,83,2,258,477
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 167","Dieppe",70,51,20,123,3,267,435
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 168","Dieppe",66,41,17,61,3,188,380
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 169","Dieppe",59,39,5,58,3,164,319
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 400","Moncton",131,20,14,79,4,248,366
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 401","Moncton",33,24,7,75,4,143,223
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 500","Mobile poll/Bureau itinérant",27,12,2,34,6,81,130
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 501","Mobile poll/Bureau itinérant",30,13,5,40,0,88,121
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 502","Mobile poll/Bureau itinérant",44,5,1,34,1,85,135
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 503","Mobile poll/Bureau itinérant",28,3,1,14,0,46,87
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 504","Mobile poll/Bureau itinérant",11,6,5,35,0,57,25
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 505","Mobile poll/Bureau itinérant",56,6,3,36,5,106,200
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 506","Mobile poll/Bureau itinérant",39,2,3,75,1,120,183
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 507","Mobile poll/Bureau itinérant",19,13,2,30,2,66,105
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 508","Mobile poll/Bureau itinérant",25,7,3,67,2,104,140
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 600","Moncton",371,104,48,279,2,804,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 601","Moncton",167,57,32,159,0,415,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 602","Moncton",249,75,35,274,4,637,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 603","Moncton",103,44,24,224,4,399,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 604","Moncton",290,86,44,311,10,741,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 605","Moncton",229,53,28,258,4,572,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 606","Moncton",281,40,33,160,3,517,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 607","Moncton",195,71,36,275,1,578,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 608","Riverview",400,78,45,203,0,726,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 609","Dieppe",191,57,20,375,2,645,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 610","Dieppe",212,103,50,410,4,779,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe",,Group 1/Groupe 1,88,29,14,55,13,199,387
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe",,Group 2/Groupe 2,284,91,53,326,7,761,

