Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jerry Bance,Derek Lee,Alan Mercer,Attila Nagy,Ryan Sloan,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 41","Scarborough",35,97,0,8,14,1,155,360
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 42","Scarborough",33,125,2,6,37,0,203,438
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 43","Scarborough",68,119,1,4,30,1,223,493
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 44","Scarborough",50,162,2,5,30,0,249,496
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 45","Scarborough",43,141,2,8,43,2,239,461
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 46","Scarborough",58,124,3,4,29,0,218,473
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 47","Scarborough",31,141,1,8,22,1,204,457
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 48","Scarborough",35,133,2,3,33,0,206,449
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 49","Scarborough",55,152,4,8,52,1,272,502
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 50","Scarborough",36,120,2,13,32,2,205,427
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 51","Scarborough",31,104,3,5,40,0,183,424
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 52","Scarborough",38,125,4,7,25,1,200,416
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 53","Scarborough",34,142,4,7,34,2,223,497
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 54","Scarborough",44,130,2,6,14,0,196,466
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 55","Scarborough",72,94,3,13,41,3,226,509
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 56","Scarborough",42,106,0,11,15,1,175,422
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 57","Scarborough",58,139,3,5,30,1,236,493
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 58","Scarborough",40,144,0,8,22,5,219,493
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 59A","Scarborough",54,53,3,5,11,1,127,387
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 59B","Scarborough",26,44,0,1,15,0,86,283
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 59-1","Scarborough",16,35,1,2,16,0,70,156
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 60","Scarborough",54,105,2,1,16,2,180,468
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 60-1","Scarborough",36,79,1,2,18,1,137,384
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 61","Scarborough",53,171,3,1,42,4,274,592
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 62","Scarborough",23,49,0,3,12,0,87,192
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 63","Scarborough",45,91,3,7,43,0,189,337
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 64","Scarborough",69,143,2,13,34,2,263,533
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 65","Scarborough",44,136,0,7,20,1,208,450
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 66A","Scarborough",43,103,1,5,31,5,188,416
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 66B","Scarborough",35,124,2,2,36,1,200,383
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 66-1","Scarborough",21,64,1,2,20,0,108,219
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 67","Scarborough",57,148,2,9,42,0,258,552
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 68","Scarborough",51,153,0,10,31,3,248,548
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 69","Scarborough",42,152,1,7,31,0,233,518
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 70","Scarborough",42,86,2,5,9,0,144,425
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 71","Scarborough",34,88,2,8,41,5,178,531
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 72","Scarborough",11,32,0,1,5,1,50,141
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 73","Scarborough",37,115,0,2,20,6,180,489
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 73-1","Scarborough",63,117,1,6,45,0,232,464
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 74","Scarborough",36,118,0,6,38,2,200,390
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 75","Scarborough",40,97,0,5,26,0,168,366
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 76","Scarborough",40,102,0,7,34,3,186,468
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 77A","Scarborough",16,71,1,3,29,0,120,351
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 77B","Scarborough",37,67,0,3,24,1,132,365
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 78","Scarborough",Void/Supprimé,,,,,,,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 79","Scarborough",45,117,1,7,24,1,195,424
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 80","Scarborough",31,89,2,3,21,1,147,359
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 80-1","Scarborough",16,44,2,2,11,2,77,234
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81","Scarborough",59,127,2,5,28,5,226,546
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-1","Scarborough",55,108,1,5,30,2,201,470
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-2A","Scarborough",28,91,1,4,24,3,151,385
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-2B","Scarborough",38,127,1,5,42,1,214,400
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-3","Scarborough",65,157,0,6,25,3,256,604
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-4","Scarborough",46,172,2,6,32,0,258,533
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-5","Scarborough",40,159,3,2,31,1,236,551
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-6","Scarborough",40,149,1,3,23,4,220,428
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-7","Scarborough",41,116,4,6,47,0,214,450
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-8","Scarborough",51,174,1,2,40,2,270,519
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-9","Scarborough",70,134,2,2,41,1,250,542
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 82A","Scarborough",32,124,1,6,16,0,179,313
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 82B","Scarborough",41,136,2,6,22,4,211,333
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 83","Scarborough",24,105,4,0,18,0,151,384
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 84","Scarborough",41,94,1,5,24,1,166,415
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 84-1","Scarborough",37,75,0,2,20,0,134,284
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 85","Scarborough",53,108,6,9,47,0,223,521
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 86","Scarborough",49,128,4,9,26,0,216,505
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 87","Scarborough",45,152,1,5,40,0,243,510
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 88","Scarborough",34,114,0,6,42,0,196,437
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 89","Scarborough",41,83,0,9,35,0,168,520
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 90A","Scarborough",43,72,2,3,21,5,146,348
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 90B","Scarborough",36,111,1,1,35,1,185,383
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 91","Scarborough",16,57,1,0,20,0,94,311
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 91-1","Scarborough",58,139,2,4,34,1,238,362
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 92","Scarborough",62,141,3,5,44,1,256,583
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 93","Scarborough",30,108,0,1,17,1,157,418
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 94","Scarborough",72,97,2,11,27,2,211,424
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 95","Scarborough",32,97,1,1,32,0,163,311
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 96","Scarborough",70,106,5,3,23,3,210,479
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 97","Scarborough",22,80,0,3,25,1,131,340
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 98","Scarborough",28,117,0,3,22,2,172,411
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 99","Scarborough",38,139,2,6,39,2,226,544
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 100","Scarborough",33,145,1,5,32,1,217,485
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 101","Scarborough",58,140,1,4,32,2,237,494
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 102","Scarborough",58,131,0,19,31,2,241,487
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 103","Scarborough",16,117,2,3,37,6,181,421
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 104","Scarborough",41,115,0,10,25,1,192,386
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 105","Scarborough",39,107,5,5,27,3,186,407
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 106","Scarborough",Void/Supprimé,,,,,,,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 107","Scarborough",30,126,1,4,17,0,178,492
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 108","Scarborough",16,64,1,4,19,1,105,312
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 109","Scarborough",48,130,2,9,47,1,237,530
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 110","Scarborough",47,105,2,3,33,0,190,458
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 111","Scarborough",38,85,1,5,36,0,165,436
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 112","Scarborough",45,105,0,10,40,1,201,493
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 113","Scarborough",36,99,1,5,27,4,172,403
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 114","Scarborough",45,143,2,2,31,1,224,479
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 115","Scarborough",25,99,2,6,35,0,167,443
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 116","Scarborough",31,139,5,5,26,2,208,421
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 117","Scarborough",30,65,4,3,27,1,130,338
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 118A","Scarborough",24,55,1,7,16,0,103,293
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 118B","Scarborough",60,76,0,3,19,0,158,383
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 119","Scarborough",29,54,2,11,41,0,137,302
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 120","Scarborough",58,98,3,14,38,1,212,483
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 121","Scarborough",48,97,1,7,29,2,184,381
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 122","Scarborough",45,104,2,16,30,2,199,459
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 123","Scarborough",33,54,1,7,38,1,134,366
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 124","Scarborough",46,103,1,4,22,0,176,382
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 125","Scarborough",56,97,0,5,36,1,195,428
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 126","Scarborough",33,44,0,3,25,0,105,323
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 127","Scarborough",37,104,1,3,39,4,188,425
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 128","Scarborough",45,172,1,3,45,5,271,521
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 129","Scarborough",46,181,1,4,24,3,259,511
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 130","Scarborough",62,115,0,4,47,1,229,485
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 131","Scarborough",43,160,6,11,37,1,258,493
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 132","Scarborough",29,159,1,11,44,1,245,548
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 133","Scarborough",50,144,3,11,38,1,247,481
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 134","Scarborough",33,93,5,8,28,1,168,441
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 135","Scarborough",44,129,0,3,35,1,212,542
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 136","Scarborough",68,177,3,20,53,2,323,567
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 137","Scarborough",31,64,1,8,24,1,129,403
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 138","Scarborough",48,121,0,4,35,2,210,494
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 139","Scarborough",18,70,6,2,18,2,116,326
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 140","Scarborough",Void/Supprimé,,,,,,,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 141","Scarborough",41,100,1,4,26,0,172,487
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 142","Scarborough",39,125,1,10,29,1,205,447
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 143","Scarborough",55,87,1,5,22,0,170,402
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 144","Scarborough",35,125,1,5,23,0,189,409
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 145","Scarborough",68,117,2,5,22,1,215,478
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 146","Scarborough",44,120,1,8,33,4,210,419
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 147","Scarborough",52,122,2,6,35,0,217,478
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 148","Scarborough",38,132,0,5,28,0,203,436
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 149","Scarborough",67,134,3,6,27,0,237,506
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 149-1A","Scarborough",19,60,0,3,24,1,107,301
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 149-1B","Scarborough",36,67,0,6,20,0,129,328
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 149-2A","Scarborough",43,110,3,2,27,5,190,444
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 149-2B","Scarborough",27,122,2,6,22,1,180,434
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 149-2C","Scarborough",29,109,2,5,27,1,173,419
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 149-3A","Scarborough",32,41,0,7,33,0,113,325
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 149-3B","Scarborough",30,90,2,6,29,2,159,315
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 150","Scarborough",Void/Supprimé,,,,,,,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 150-1","Scarborough",40,68,1,2,10,0,121,409
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 400","Scarborough",36,60,4,0,3,1,104,173
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 401","Scarborough",37,74,3,4,12,3,133,509
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 402","Scarborough",28,79,1,1,17,0,126,485
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 403","Scarborough",43,79,1,4,16,0,143,410
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 404","Scarborough",32,90,1,7,18,0,148,439
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 405","Scarborough",33,97,2,3,25,1,161,565
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 406","Scarborough",45,97,1,4,34,0,181,502
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 407","Scarborough",15,65,2,0,25,0,107,339
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 408","Scarborough",18,54,2,4,22,0,100,341
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 409","Scarborough",52,82,2,6,24,1,167,479
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 410","Scarborough",34,91,1,6,26,2,160,399
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 411","Scarborough",64,91,1,4,24,1,185,562
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 412","Scarborough",60,71,1,3,13,1,149,222
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 413","Scarborough",29,83,1,1,14,0,128,393
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 414","Scarborough",37,68,2,5,33,0,145,405
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 415","Scarborough",26,98,0,1,17,1,143,399
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 416","Scarborough",58,99,0,8,29,0,194,480
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 417","Scarborough",22,58,0,0,25,0,105,268
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 418","Scarborough",18,34,2,0,9,0,63,212
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 419","Scarborough",30,68,1,6,15,2,122,189
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 420","Scarborough",39,92,6,4,17,0,158,244
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 600","Scarborough",92,287,3,21,45,1,449,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 601","Scarborough",120,337,3,9,56,2,527,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 602","Scarborough",123,316,3,23,45,5,515,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 603","Scarborough",86,181,0,11,34,1,313,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 604","Scarborough",171,369,3,14,65,4,626,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 605","Scarborough",85,224,3,11,51,2,376,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 606","Scarborough",85,184,2,15,30,0,316,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 607","Scarborough",122,248,2,6,60,0,438,
35083,"Scarborough--Rouge River/Scarborough--Rouge River",,Group 1/Groupe 1,14,26,0,1,5,1,47,89
35083,"Scarborough--Rouge River/Scarborough--Rouge River",,Group 2/Groupe 2,78,194,3,13,36,5,329,

