Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Drew Adamick,Bev Collins,Douglas Gook,Dick Harris,Amber Van Drielen,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59004,"Cariboo--Prince George/Cariboo--Prince George"," 42","Barlow Creek",Void/Supprimé,,,,,,,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 43","Barlow Creek",19,63,2,122,11,0,217,440
59004,"Cariboo--Prince George/Cariboo--Prince George"," 44","Quesnel",17,102,6,103,3,2,233,459
59004,"Cariboo--Prince George/Cariboo--Prince George"," 45","Quesnel",13,42,0,110,4,0,169,389
59004,"Cariboo--Prince George/Cariboo--Prince George"," 46","Quesnel",10,66,1,106,8,0,191,395
59004,"Cariboo--Prince George/Cariboo--Prince George"," 47","Quesnel",13,37,6,71,3,0,130,343
59004,"Cariboo--Prince George/Cariboo--Prince George"," 48","Quesnel",16,55,5,57,5,0,138,435
59004,"Cariboo--Prince George/Cariboo--Prince George"," 49","Quesnel",22,57,1,86,9,1,176,435
59004,"Cariboo--Prince George/Cariboo--Prince George"," 50","Quesnel",15,64,3,64,9,0,155,382
59004,"Cariboo--Prince George/Cariboo--Prince George"," 51","Quesnel",22,50,1,76,5,0,154,325
59004,"Cariboo--Prince George/Cariboo--Prince George"," 52","Quesnel",23,57,2,77,11,0,170,372
59004,"Cariboo--Prince George/Cariboo--Prince George"," 53","Quesnel",5,29,1,52,2,0,89,225
59004,"Cariboo--Prince George/Cariboo--Prince George"," 54","Quesnel",23,51,11,101,12,0,198,393
59004,"Cariboo--Prince George/Cariboo--Prince George"," 55A","Quesnel",5,41,4,68,11,4,133,300
59004,"Cariboo--Prince George/Cariboo--Prince George"," 55B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,40
59004,"Cariboo--Prince George/Cariboo--Prince George"," 56","Quesnel",12,58,6,136,9,1,222,404
59004,"Cariboo--Prince George/Cariboo--Prince George"," 57","Quesnel",21,66,8,116,4,0,215,346
59004,"Cariboo--Prince George/Cariboo--Prince George"," 58","Quesnel",14,56,9,155,9,1,244,423
59004,"Cariboo--Prince George/Cariboo--Prince George"," 59","Dog Creek",8,14,2,130,8,0,162,295
59004,"Cariboo--Prince George/Cariboo--Prince George"," 60","Vanderhoof",12,17,1,122,7,0,159,289
59004,"Cariboo--Prince George/Cariboo--Prince George"," 61","Six Mile Meadow 6",Void/Supprimé,,,,,,,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 62","Chilco",11,10,2,105,7,0,135,251
59004,"Cariboo--Prince George/Cariboo--Prince George"," 63","Vanderhoof",28,42,3,197,10,1,281,506
59004,"Cariboo--Prince George/Cariboo--Prince George"," 64","Vanderhoof",15,20,1,88,14,0,138,271
59004,"Cariboo--Prince George/Cariboo--Prince George"," 65","Vanderhoof",11,20,3,150,15,0,199,326
59004,"Cariboo--Prince George/Cariboo--Prince George"," 66","Vanderhoof",21,28,4,127,7,1,188,353
59004,"Cariboo--Prince George/Cariboo--Prince George"," 67","Vanderhoof",28,38,1,138,21,0,226,520
59004,"Cariboo--Prince George/Cariboo--Prince George"," 68A","Vanderhoof",8,16,1,52,7,0,84,232
59004,"Cariboo--Prince George/Cariboo--Prince George"," 68B","Vanderhoof",10,7,1,90,2,0,110,262
59004,"Cariboo--Prince George/Cariboo--Prince George"," 69","Vanderhoof",26,39,2,144,8,0,219,421
59004,"Cariboo--Prince George/Cariboo--Prince George"," 70","Vanderhoof",4,9,1,109,4,0,127,217
59004,"Cariboo--Prince George/Cariboo--Prince George"," 71","Nulki",8,16,1,42,8,0,75,212
59004,"Cariboo--Prince George/Cariboo--Prince George"," 72","Weneez",4,13,2,102,6,0,127,271
59004,"Cariboo--Prince George/Cariboo--Prince George"," 73","Mapes",7,11,4,69,12,1,104,206
59004,"Cariboo--Prince George/Cariboo--Prince George"," 74","Finmoore",13,45,2,106,12,0,178,330
59004,"Cariboo--Prince George/Cariboo--Prince George"," 75","Telachick",10,18,0,39,8,2,77,168
59004,"Cariboo--Prince George/Cariboo--Prince George"," 76","Nechako",13,3,3,51,4,0,74,162
59004,"Cariboo--Prince George/Cariboo--Prince George"," 77","Miworth",20,47,3,94,19,2,185,324
59004,"Cariboo--Prince George/Cariboo--Prince George"," 78","Prince George",29,31,3,103,11,1,178,306
59004,"Cariboo--Prince George/Cariboo--Prince George"," 79","Prince George",33,57,5,144,12,1,252,542
59004,"Cariboo--Prince George/Cariboo--Prince George"," 80","Prince George",11,36,5,102,8,0,162,343
59004,"Cariboo--Prince George/Cariboo--Prince George"," 81","Prince George",3,20,3,52,4,2,84,193
59004,"Cariboo--Prince George/Cariboo--Prince George"," 82","Prince George",20,28,3,114,10,1,176,382
59004,"Cariboo--Prince George/Cariboo--Prince George"," 83A","Prince George",20,34,1,117,12,3,187,381
59004,"Cariboo--Prince George/Cariboo--Prince George"," 83B","Prince George",27,43,3,118,9,1,201,410
59004,"Cariboo--Prince George/Cariboo--Prince George"," 84","Prince George",12,48,1,125,16,4,206,417
59004,"Cariboo--Prince George/Cariboo--Prince George"," 85","Prince George",35,42,3,158,14,2,254,534
59004,"Cariboo--Prince George/Cariboo--Prince George"," 86","Prince George",41,38,1,121,11,2,214,453
59004,"Cariboo--Prince George/Cariboo--Prince George"," 87","Prince George",16,38,5,52,9,1,121,248
59004,"Cariboo--Prince George/Cariboo--Prince George"," 88","Prince George",45,43,4,128,11,1,232,371
59004,"Cariboo--Prince George/Cariboo--Prince George"," 89","Prince George",14,36,1,57,6,0,114,261
59004,"Cariboo--Prince George/Cariboo--Prince George"," 90","Prince George",17,43,0,66,15,0,141,251
59004,"Cariboo--Prince George/Cariboo--Prince George"," 91","Prince George",13,44,4,68,9,1,139,248
59004,"Cariboo--Prince George/Cariboo--Prince George"," 92","Prince George",39,40,1,136,13,0,229,421
59004,"Cariboo--Prince George/Cariboo--Prince George"," 93","Prince George",30,20,4,98,8,2,162,290
59004,"Cariboo--Prince George/Cariboo--Prince George"," 94","Prince George",30,33,4,74,10,0,151,273
59004,"Cariboo--Prince George/Cariboo--Prince George"," 95","Prince George",34,59,3,88,23,0,207,385
59004,"Cariboo--Prince George/Cariboo--Prince George"," 96","Prince George",20,44,5,92,11,0,172,345
59004,"Cariboo--Prince George/Cariboo--Prince George"," 97","Prince George",21,79,4,98,21,0,223,431
59004,"Cariboo--Prince George/Cariboo--Prince George"," 98","Prince George",45,49,6,104,10,0,214,386
59004,"Cariboo--Prince George/Cariboo--Prince George"," 99","Prince George",18,63,0,86,5,0,172,339
59004,"Cariboo--Prince George/Cariboo--Prince George"," 100","Prince George",23,64,5,111,14,0,217,415
59004,"Cariboo--Prince George/Cariboo--Prince George"," 101","Prince George",31,82,5,134,20,0,272,489
59004,"Cariboo--Prince George/Cariboo--Prince George"," 102","Prince George",16,39,4,107,15,0,181,358
59004,"Cariboo--Prince George/Cariboo--Prince George"," 103","Beaverley",36,63,3,178,26,1,307,522
59004,"Cariboo--Prince George/Cariboo--Prince George"," 104","Beaverley",22,48,4,107,7,0,188,354
59004,"Cariboo--Prince George/Cariboo--Prince George"," 105","Mud River",11,13,2,79,4,0,109,196
59004,"Cariboo--Prince George/Cariboo--Prince George"," 106","Beaverley",26,41,6,163,14,2,252,496
59004,"Cariboo--Prince George/Cariboo--Prince George"," 107","Baldy Hughes",16,8,2,57,11,0,94,186
59004,"Cariboo--Prince George/Cariboo--Prince George"," 108","Hixon",Void/Supprimé,,,,,,,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 109","Buckhorn",Void/Supprimé,,,,,,,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 110","Prince George",36,45,3,132,20,2,238,527
59004,"Cariboo--Prince George/Cariboo--Prince George"," 111","Prince George",36,45,4,172,19,1,277,503
59004,"Cariboo--Prince George/Cariboo--Prince George"," 112","Prince George",20,35,7,75,6,0,143,268
59004,"Cariboo--Prince George/Cariboo--Prince George"," 113","Prince George",33,47,3,125,11,0,219,435
59004,"Cariboo--Prince George/Cariboo--Prince George"," 114","Prince George",10,39,2,59,11,0,121,238
59004,"Cariboo--Prince George/Cariboo--Prince George"," 115","Prince George",22,29,2,73,6,0,132,291
59004,"Cariboo--Prince George/Cariboo--Prince George"," 116","Prince George",26,45,2,82,8,2,165,359
59004,"Cariboo--Prince George/Cariboo--Prince George"," 117","Prince George",27,48,2,82,7,1,167,342
59004,"Cariboo--Prince George/Cariboo--Prince George"," 118","Prince George",21,44,0,77,5,0,147,313
59004,"Cariboo--Prince George/Cariboo--Prince George"," 119","Prince George",13,54,2,76,7,1,153,342
59004,"Cariboo--Prince George/Cariboo--Prince George"," 120","Prince George",21,45,3,54,9,0,132,284
59004,"Cariboo--Prince George/Cariboo--Prince George"," 121","Prince George",18,38,2,41,10,0,109,302
59004,"Cariboo--Prince George/Cariboo--Prince George"," 122","Prince George",22,39,0,84,1,0,146,264
59004,"Cariboo--Prince George/Cariboo--Prince George"," 123","Prince George",27,50,5,110,12,2,206,376
59004,"Cariboo--Prince George/Cariboo--Prince George"," 124","Prince George",10,33,2,57,22,0,124,265
59004,"Cariboo--Prince George/Cariboo--Prince George"," 125","Prince George",5,34,2,40,6,1,88,287
59004,"Cariboo--Prince George/Cariboo--Prince George"," 126A","Prince George",13,33,4,47,12,0,109,290
59004,"Cariboo--Prince George/Cariboo--Prince George"," 126B","Prince George",16,30,10,48,16,0,120,313
59004,"Cariboo--Prince George/Cariboo--Prince George"," 127","Prince George",29,69,5,136,14,3,256,488
59004,"Cariboo--Prince George/Cariboo--Prince George"," 128","Prince George",43,59,3,103,16,2,226,458
59004,"Cariboo--Prince George/Cariboo--Prince George"," 129","Prince George",19,63,4,98,23,0,207,358
59004,"Cariboo--Prince George/Cariboo--Prince George"," 130","Prince George",32,47,11,84,20,1,195,407
59004,"Cariboo--Prince George/Cariboo--Prince George"," 131","Prince George",39,48,8,98,22,1,216,353
59004,"Cariboo--Prince George/Cariboo--Prince George"," 132","Prince George",26,58,3,79,17,0,183,365
59004,"Cariboo--Prince George/Cariboo--Prince George"," 133","Prince George",8,28,2,33,4,0,75,256
59004,"Cariboo--Prince George/Cariboo--Prince George"," 134","Prince George",22,64,2,90,18,1,197,425
59004,"Cariboo--Prince George/Cariboo--Prince George"," 135","Prince George",13,54,1,62,15,1,146,297
59004,"Cariboo--Prince George/Cariboo--Prince George"," 136","Prince George",25,56,1,98,14,6,200,357
59004,"Cariboo--Prince George/Cariboo--Prince George"," 137","Prince George",13,35,3,63,13,1,128,272
59004,"Cariboo--Prince George/Cariboo--Prince George"," 138","Prince George",28,55,2,95,11,2,193,379
59004,"Cariboo--Prince George/Cariboo--Prince George"," 139","Prince George",25,44,4,63,14,1,151,337
59004,"Cariboo--Prince George/Cariboo--Prince George"," 140","Prince George",17,40,4,58,17,1,137,299
59004,"Cariboo--Prince George/Cariboo--Prince George"," 141","Prince George",13,29,2,43,5,0,92,209
59004,"Cariboo--Prince George/Cariboo--Prince George"," 142","Prince George",26,70,1,147,19,0,263,531
59004,"Cariboo--Prince George/Cariboo--Prince George"," 143","Prince George",32,59,2,128,15,0,236,432
59004,"Cariboo--Prince George/Cariboo--Prince George"," 144","Prince George",50,54,1,124,15,1,245,462
59004,"Cariboo--Prince George/Cariboo--Prince George"," 145","Prince George",5,33,3,58,8,0,107,222
59004,"Cariboo--Prince George/Cariboo--Prince George"," 146","Prince George",24,45,1,80,7,1,158,295
59004,"Cariboo--Prince George/Cariboo--Prince George"," 147","Prince George",20,43,2,53,17,0,135,349
59004,"Cariboo--Prince George/Cariboo--Prince George"," 148","Prince George",Void/Supprimé,,,,,,,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 149","Prince George",20,61,1,60,18,1,161,447
59004,"Cariboo--Prince George/Cariboo--Prince George"," 150","Prince George",11,45,3,27,18,1,105,296
59004,"Cariboo--Prince George/Cariboo--Prince George"," 151","Prince George",48,51,7,44,13,2,165,352
59004,"Cariboo--Prince George/Cariboo--Prince George"," 152","Prince George",29,65,1,86,22,0,203,346
59004,"Cariboo--Prince George/Cariboo--Prince George"," 153","Prince George",9,47,3,47,14,0,120,291
59004,"Cariboo--Prince George/Cariboo--Prince George"," 154","Prince George",18,66,5,86,17,0,192,468
59004,"Cariboo--Prince George/Cariboo--Prince George"," 155","Prince George",16,39,3,37,15,1,111,348
59004,"Cariboo--Prince George/Cariboo--Prince George"," 156","Prince George",8,58,2,49,19,0,136,450
59004,"Cariboo--Prince George/Cariboo--Prince George"," 157","Prince George",17,68,1,77,12,0,175,474
59004,"Cariboo--Prince George/Cariboo--Prince George"," 158","Prince George",25,41,1,86,15,3,171,353
59004,"Cariboo--Prince George/Cariboo--Prince George"," 159","Prince George",12,31,1,47,8,0,99,318
59004,"Cariboo--Prince George/Cariboo--Prince George"," 160","Prince George",13,57,3,73,24,2,172,393
59004,"Cariboo--Prince George/Cariboo--Prince George"," 161","Prince George",12,58,3,60,13,1,147,356
59004,"Cariboo--Prince George/Cariboo--Prince George"," 162","Prince George",23,49,2,89,16,0,179,413
59004,"Cariboo--Prince George/Cariboo--Prince George"," 163","Prince George",21,50,3,70,14,0,158,369
59004,"Cariboo--Prince George/Cariboo--Prince George"," 164","Prince George",28,48,3,97,25,1,202,383
59004,"Cariboo--Prince George/Cariboo--Prince George"," 165A","Prince George",32,33,0,58,10,0,133,266
59004,"Cariboo--Prince George/Cariboo--Prince George"," 165B","Prince George",20,58,1,46,26,0,151,164
59004,"Cariboo--Prince George/Cariboo--Prince George"," 166","Prince George",10,32,1,83,5,0,131,332
59004,"Cariboo--Prince George/Cariboo--Prince George"," 167","Prince George",9,19,1,74,5,1,109,285
59004,"Cariboo--Prince George/Cariboo--Prince George"," 168","Prince George",17,44,1,99,11,3,175,356
59004,"Cariboo--Prince George/Cariboo--Prince George"," 169","Prince George",20,44,10,79,10,1,164,476
59004,"Cariboo--Prince George/Cariboo--Prince George"," 170","Prince George",29,37,4,97,9,1,177,357
59004,"Cariboo--Prince George/Cariboo--Prince George"," 171","Prince George",16,37,1,82,17,1,154,278
59004,"Cariboo--Prince George/Cariboo--Prince George"," 172","Prince George",34,51,5,163,23,3,279,467
59004,"Cariboo--Prince George/Cariboo--Prince George"," 173","Riske Creek",6,13,0,31,2,0,52,122
59004,"Cariboo--Prince George/Cariboo--Prince George"," 174","Williams Lake",8,20,1,47,17,1,94,254
59004,"Cariboo--Prince George/Cariboo--Prince George"," 175","McLeese Lake",3,35,9,128,16,0,191,286
59004,"Cariboo--Prince George/Cariboo--Prince George"," 176","Big Lake Ranch",16,65,3,140,14,0,238,370
59004,"Cariboo--Prince George/Cariboo--Prince George"," 177","Likely",14,43,1,101,9,0,168,299
59004,"Cariboo--Prince George/Cariboo--Prince George"," 178","Horsefly",10,33,3,104,8,1,159,264
59004,"Cariboo--Prince George/Cariboo--Prince George"," 179","Horsefly",10,34,2,83,14,1,144,243
59004,"Cariboo--Prince George/Cariboo--Prince George"," 180","Miocene",19,57,3,113,20,0,212,364
59004,"Cariboo--Prince George/Cariboo--Prince George"," 181","Soda Creek",22,52,0,59,7,0,140,290
59004,"Cariboo--Prince George/Cariboo--Prince George"," 182","Williams Lake",15,50,2,124,12,0,203,442
59004,"Cariboo--Prince George/Cariboo--Prince George"," 183","Williams Lake",10,36,2,104,16,0,168,380
59004,"Cariboo--Prince George/Cariboo--Prince George"," 184","Pine Valley",8,13,2,52,9,0,84,191
59004,"Cariboo--Prince George/Cariboo--Prince George"," 185","Dugan Lake",5,19,3,91,4,1,123,201
59004,"Cariboo--Prince George/Cariboo--Prince George"," 186","Williams Lake",11,36,0,44,2,0,93,298
59004,"Cariboo--Prince George/Cariboo--Prince George"," 187","Williams Lake",11,71,4,95,19,0,200,515
59004,"Cariboo--Prince George/Cariboo--Prince George"," 188","Williams Lake",17,42,2,99,8,0,168,334
59004,"Cariboo--Prince George/Cariboo--Prince George"," 189","Williams Lake",17,52,4,113,13,0,199,399
59004,"Cariboo--Prince George/Cariboo--Prince George"," 190","Williams Lake",34,27,8,143,6,1,219,397
59004,"Cariboo--Prince George/Cariboo--Prince George"," 190-1","Williams Lake",19,58,3,166,15,0,261,594
59004,"Cariboo--Prince George/Cariboo--Prince George"," 191","Williams Lake",13,39,5,72,10,1,140,300
59004,"Cariboo--Prince George/Cariboo--Prince George"," 192","Williams Lake",13,46,0,74,5,0,138,358
59004,"Cariboo--Prince George/Cariboo--Prince George"," 193","Williams Lake",20,69,3,77,11,0,180,461
59004,"Cariboo--Prince George/Cariboo--Prince George"," 194","Williams Lake",13,64,2,93,6,0,178,371
59004,"Cariboo--Prince George/Cariboo--Prince George"," 195","Williams Lake",21,56,2,83,8,1,171,308
59004,"Cariboo--Prince George/Cariboo--Prince George"," 196","Williams Lake",12,43,4,97,7,0,163,376
59004,"Cariboo--Prince George/Cariboo--Prince George"," 197","Williams Lake",24,73,4,103,11,0,215,487
59004,"Cariboo--Prince George/Cariboo--Prince George"," 198","Williams Lake",16,44,2,109,4,0,175,341
59004,"Cariboo--Prince George/Cariboo--Prince George"," 199","Williams Lake",18,61,4,81,5,1,170,377
59004,"Cariboo--Prince George/Cariboo--Prince George"," 200","Williams Lake",21,46,7,97,6,0,177,382
59004,"Cariboo--Prince George/Cariboo--Prince George"," 201","Williams Lake",17,50,4,68,8,0,147,337
59004,"Cariboo--Prince George/Cariboo--Prince George"," 202A","Williams Lake",18,28,2,60,7,0,115,337
59004,"Cariboo--Prince George/Cariboo--Prince George"," 202B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,27
59004,"Cariboo--Prince George/Cariboo--Prince George"," 203","Williams Lake",13,25,2,47,4,0,91,219
59004,"Cariboo--Prince George/Cariboo--Prince George"," 204","Williams Lake",13,39,2,43,19,0,116,284
59004,"Cariboo--Prince George/Cariboo--Prince George"," 205","Williams Lake",17,57,5,82,15,0,176,391
59004,"Cariboo--Prince George/Cariboo--Prince George"," 206","Williams Lake",16,46,6,155,9,1,233,419
59004,"Cariboo--Prince George/Cariboo--Prince George"," 207","Williams Lake",18,38,4,100,8,0,168,383
59004,"Cariboo--Prince George/Cariboo--Prince George"," 208","Williams Lake",16,53,8,136,12,1,226,420
59004,"Cariboo--Prince George/Cariboo--Prince George"," 209","South Williams Lake",Void/Supprimé,,,,,,,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 210","Williams Lake",5,53,4,113,8,1,184,365
59004,"Cariboo--Prince George/Cariboo--Prince George"," 211","Williams Lake",21,46,1,90,8,0,166,355
59004,"Cariboo--Prince George/Cariboo--Prince George"," 212","Williams Lake",22,44,3,157,12,0,238,455
59004,"Cariboo--Prince George/Cariboo--Prince George"," 213","Springhouse",21,49,6,148,16,0,240,381
59004,"Cariboo--Prince George/Cariboo--Prince George"," 214","Springhouse",9,32,0,112,18,0,171,300
59004,"Cariboo--Prince George/Cariboo--Prince George"," 215","Springhouse",Void/Supprimé,,,,,,,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 216","Alkali Lake",6,57,3,18,17,0,101,231
59004,"Cariboo--Prince George/Cariboo--Prince George"," 217","Dog Creek",5,24,1,7,1,0,38,86
59004,"Cariboo--Prince George/Cariboo--Prince George"," 218","Williams Lake",15,23,0,66,7,0,111,206
59004,"Cariboo--Prince George/Cariboo--Prince George"," 219","150 Mile House",20,57,1,115,13,1,207,388
59004,"Cariboo--Prince George/Cariboo--Prince George"," 220","150 Mile House",28,73,4,202,18,0,325,519
59004,"Cariboo--Prince George/Cariboo--Prince George"," 221","Dugan Lake",11,60,4,91,21,2,189,391
59004,"Cariboo--Prince George/Cariboo--Prince George"," 500","Mobile poll/Bureau itinérant",3,9,1,20,4,0,37,64
59004,"Cariboo--Prince George/Cariboo--Prince George"," 501","Mobile poll/Bureau itinérant",7,14,3,24,2,3,53,95
59004,"Cariboo--Prince George/Cariboo--Prince George"," 502","Mobile poll/Bureau itinérant",13,23,8,22,3,0,69,79
59004,"Cariboo--Prince George/Cariboo--Prince George"," 503","Mobile poll/Bureau itinérant",13,17,7,23,3,0,63,82
59004,"Cariboo--Prince George/Cariboo--Prince George"," 600","Hagensborg",3,5,0,24,8,0,40,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 601","Chilcotin",4,6,1,22,4,0,37,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 602","Quesnel",18,89,4,240,8,3,362,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 603","Quesnel",19,85,4,221,13,0,342,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 604","Vanderhoof",15,28,1,181,11,0,236,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 605","Prince George",50,68,2,297,24,3,444,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 606","Prince George",34,58,1,165,21,1,280,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 607","Prince George",35,68,3,178,23,0,307,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 608","Prince George",30,65,2,164,22,2,285,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 609","Prince George",38,79,3,179,12,0,311,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 610","Williams Lake",49,110,12,338,19,3,531,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 611","Williams Lake",32,96,7,254,15,1,405,
59004,"Cariboo--Prince George/Cariboo--Prince George",,Group 1/Groupe 1,16,39,1,48,11,2,117,200
59004,"Cariboo--Prince George/Cariboo--Prince George",,Group 2/Groupe 2,58,128,11,319,36,12,564,

