Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Valerie Kennedy,James Rajotte,Hana Razga,Donna Lynn Smith,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48014,"Edmonton--Leduc/Edmonton--Leduc"," 25","Edmonton",21,169,17,43,0,250,504
48014,"Edmonton--Leduc/Edmonton--Leduc"," 26","Edmonton",22,147,19,58,1,247,529
48014,"Edmonton--Leduc/Edmonton--Leduc"," 27","Edmonton",15,123,14,62,0,214,457
48014,"Edmonton--Leduc/Edmonton--Leduc"," 28","Edmonton",10,145,28,65,0,248,529
48014,"Edmonton--Leduc/Edmonton--Leduc"," 29","Edmonton",13,118,30,56,1,218,504
48014,"Edmonton--Leduc/Edmonton--Leduc"," 30","Edmonton",20,120,18,53,0,211,375
48014,"Edmonton--Leduc/Edmonton--Leduc"," 31","Edmonton",14,200,18,32,0,264,419
48014,"Edmonton--Leduc/Edmonton--Leduc"," 32","Edmonton",10,100,14,42,0,166,352
48014,"Edmonton--Leduc/Edmonton--Leduc"," 33","Edmonton",10,132,16,60,0,218,438
48014,"Edmonton--Leduc/Edmonton--Leduc"," 34","Edmonton",19,168,13,53,0,253,454
48014,"Edmonton--Leduc/Edmonton--Leduc"," 35","Edmonton",12,184,19,56,1,272,487
48014,"Edmonton--Leduc/Edmonton--Leduc"," 36","Edmonton",16,153,19,64,0,252,509
48014,"Edmonton--Leduc/Edmonton--Leduc"," 37","Edmonton",16,130,18,35,0,199,365
48014,"Edmonton--Leduc/Edmonton--Leduc"," 38","Edmonton",9,93,10,44,0,156,354
48014,"Edmonton--Leduc/Edmonton--Leduc"," 39","Edmonton",8,137,10,34,0,189,370
48014,"Edmonton--Leduc/Edmonton--Leduc"," 40","Edmonton",21,198,24,58,1,302,595
48014,"Edmonton--Leduc/Edmonton--Leduc"," 41","Edmonton",13,213,40,89,0,355,838
48014,"Edmonton--Leduc/Edmonton--Leduc"," 42","Edmonton",26,204,63,110,0,403,921
48014,"Edmonton--Leduc/Edmonton--Leduc"," 43","Edmonton",7,190,15,48,0,260,512
48014,"Edmonton--Leduc/Edmonton--Leduc"," 44","Edmonton",50,171,36,68,1,326,469
48014,"Edmonton--Leduc/Edmonton--Leduc"," 45","Edmonton",41,174,34,68,0,317,444
48014,"Edmonton--Leduc/Edmonton--Leduc"," 46","Edmonton",16,62,13,38,2,131,198
48014,"Edmonton--Leduc/Edmonton--Leduc"," 47","Edmonton",16,172,27,50,0,265,484
48014,"Edmonton--Leduc/Edmonton--Leduc"," 48","Edmonton",21,137,9,41,0,208,365
48014,"Edmonton--Leduc/Edmonton--Leduc"," 49","Edmonton",7,164,15,55,1,242,393
48014,"Edmonton--Leduc/Edmonton--Leduc"," 50","Edmonton",22,76,16,48,1,163,419
48014,"Edmonton--Leduc/Edmonton--Leduc"," 51","Edmonton",9,42,25,16,0,92,300
48014,"Edmonton--Leduc/Edmonton--Leduc"," 52","Edmonton",18,66,26,27,1,138,507
48014,"Edmonton--Leduc/Edmonton--Leduc"," 53","Edmonton",26,145,53,73,0,297,531
48014,"Edmonton--Leduc/Edmonton--Leduc"," 54","Edmonton",8,34,20,19,0,81,295
48014,"Edmonton--Leduc/Edmonton--Leduc"," 55","Edmonton",27,96,22,40,0,185,351
48014,"Edmonton--Leduc/Edmonton--Leduc"," 56","Edmonton",20,63,30,23,1,137,261
48014,"Edmonton--Leduc/Edmonton--Leduc"," 57","Edmonton",15,94,17,23,0,149,360
48014,"Edmonton--Leduc/Edmonton--Leduc"," 58","Edmonton",9,97,20,32,0,158,313
48014,"Edmonton--Leduc/Edmonton--Leduc"," 59","Edmonton",12,86,9,36,0,143,238
48014,"Edmonton--Leduc/Edmonton--Leduc"," 60","Edmonton",14,96,22,34,0,166,387
48014,"Edmonton--Leduc/Edmonton--Leduc"," 61","Edmonton",19,105,32,25,0,181,363
48014,"Edmonton--Leduc/Edmonton--Leduc"," 62","Edmonton",10,72,27,35,0,144,240
48014,"Edmonton--Leduc/Edmonton--Leduc"," 63","Edmonton",19,109,38,30,0,196,428
48014,"Edmonton--Leduc/Edmonton--Leduc"," 64","Edmonton",25,90,54,53,0,222,508
48014,"Edmonton--Leduc/Edmonton--Leduc"," 65","Edmonton",18,101,31,35,0,185,285
48014,"Edmonton--Leduc/Edmonton--Leduc"," 66","Edmonton",19,106,28,44,0,197,320
48014,"Edmonton--Leduc/Edmonton--Leduc"," 67","Edmonton",22,107,20,44,0,193,339
48014,"Edmonton--Leduc/Edmonton--Leduc"," 68","Edmonton",18,52,34,27,0,131,379
48014,"Edmonton--Leduc/Edmonton--Leduc"," 69","Edmonton",19,53,40,32,0,144,308
48014,"Edmonton--Leduc/Edmonton--Leduc"," 70","Edmonton",22,80,31,50,0,183,298
48014,"Edmonton--Leduc/Edmonton--Leduc"," 71","Edmonton",21,97,19,40,0,177,279
48014,"Edmonton--Leduc/Edmonton--Leduc"," 72","Edmonton",21,113,31,48,1,214,367
48014,"Edmonton--Leduc/Edmonton--Leduc"," 73","Edmonton",19,92,34,35,0,180,345
48014,"Edmonton--Leduc/Edmonton--Leduc"," 74","Edmonton",30,129,33,56,0,248,383
48014,"Edmonton--Leduc/Edmonton--Leduc"," 75","Edmonton",31,142,41,58,1,273,413
48014,"Edmonton--Leduc/Edmonton--Leduc"," 76","Edmonton",29,116,16,59,0,220,347
48014,"Edmonton--Leduc/Edmonton--Leduc"," 77","Edmonton",25,133,26,38,0,222,364
48014,"Edmonton--Leduc/Edmonton--Leduc"," 78","Edmonton",31,119,27,47,1,225,345
48014,"Edmonton--Leduc/Edmonton--Leduc"," 79","Edmonton",29,157,25,59,0,270,378
48014,"Edmonton--Leduc/Edmonton--Leduc"," 80","Edmonton",22,95,26,30,1,174,331
48014,"Edmonton--Leduc/Edmonton--Leduc"," 81","Edmonton",21,114,47,50,2,234,395
48014,"Edmonton--Leduc/Edmonton--Leduc"," 82","Edmonton",16,36,28,21,0,101,252
48014,"Edmonton--Leduc/Edmonton--Leduc"," 83","Edmonton",11,100,22,49,0,182,339
48014,"Edmonton--Leduc/Edmonton--Leduc"," 84","Edmonton",15,138,22,37,0,212,335
48014,"Edmonton--Leduc/Edmonton--Leduc"," 85","Edmonton",11,43,24,13,1,92,233
48014,"Edmonton--Leduc/Edmonton--Leduc"," 86","Edmonton",15,95,30,33,0,173,330
48014,"Edmonton--Leduc/Edmonton--Leduc"," 87","Edmonton",13,94,28,26,0,161,304
48014,"Edmonton--Leduc/Edmonton--Leduc"," 88","Edmonton",24,116,50,38,1,229,396
48014,"Edmonton--Leduc/Edmonton--Leduc"," 89","Edmonton",12,80,22,29,0,143,339
48014,"Edmonton--Leduc/Edmonton--Leduc"," 90","Edmonton",9,18,21,18,0,66,331
48014,"Edmonton--Leduc/Edmonton--Leduc"," 91","Edmonton",8,79,33,42,0,162,390
48014,"Edmonton--Leduc/Edmonton--Leduc"," 92","Edmonton",15,107,34,49,0,205,377
48014,"Edmonton--Leduc/Edmonton--Leduc"," 93","Edmonton",10,140,44,40,0,234,348
48014,"Edmonton--Leduc/Edmonton--Leduc"," 94","Edmonton",8,119,23,46,0,196,308
48014,"Edmonton--Leduc/Edmonton--Leduc"," 95","Edmonton",18,122,35,42,0,217,355
48014,"Edmonton--Leduc/Edmonton--Leduc"," 96","Edmonton",12,77,26,36,1,152,255
48014,"Edmonton--Leduc/Edmonton--Leduc"," 97","Edmonton",23,116,36,45,0,220,343
48014,"Edmonton--Leduc/Edmonton--Leduc"," 98","Edmonton",11,136,29,70,0,246,439
48014,"Edmonton--Leduc/Edmonton--Leduc"," 99","Edmonton",6,135,21,59,0,221,381
48014,"Edmonton--Leduc/Edmonton--Leduc"," 100","Edmonton",26,105,31,40,0,202,427
48014,"Edmonton--Leduc/Edmonton--Leduc"," 101","Edmonton",6,25,12,4,0,47,196
48014,"Edmonton--Leduc/Edmonton--Leduc"," 102","Edmonton",Merged with No. 101/Fusionné avec le nº 101,,,,,,4
48014,"Edmonton--Leduc/Edmonton--Leduc"," 103","Edmonton",14,226,45,80,1,366,646
48014,"Edmonton--Leduc/Edmonton--Leduc"," 104","Edmonton",7,54,24,8,1,94,301
48014,"Edmonton--Leduc/Edmonton--Leduc"," 105","Edmonton",7,103,24,38,0,172,351
48014,"Edmonton--Leduc/Edmonton--Leduc"," 106","Edmonton",13,110,30,29,0,182,357
48014,"Edmonton--Leduc/Edmonton--Leduc"," 107","Edmonton",18,89,35,21,0,163,463
48014,"Edmonton--Leduc/Edmonton--Leduc"," 108","Edmonton",16,55,28,21,0,120,377
48014,"Edmonton--Leduc/Edmonton--Leduc"," 109","Edmonton",17,90,39,31,2,179,410
48014,"Edmonton--Leduc/Edmonton--Leduc"," 110","Edmonton",7,140,16,26,0,189,342
48014,"Edmonton--Leduc/Edmonton--Leduc"," 111","Edmonton",24,125,54,33,0,236,487
48014,"Edmonton--Leduc/Edmonton--Leduc"," 112","Edmonton",16,106,29,39,1,191,337
48014,"Edmonton--Leduc/Edmonton--Leduc"," 113","Edmonton",15,128,24,32,1,200,357
48014,"Edmonton--Leduc/Edmonton--Leduc"," 114","Edmonton",13,135,45,50,1,244,475
48014,"Edmonton--Leduc/Edmonton--Leduc"," 115","Edmonton",13,127,11,67,0,218,379
48014,"Edmonton--Leduc/Edmonton--Leduc"," 116","Edmonton",27,221,31,54,3,336,540
48014,"Edmonton--Leduc/Edmonton--Leduc"," 117","Edmonton",20,349,77,87,0,533,930
48014,"Edmonton--Leduc/Edmonton--Leduc"," 118","Edmonton",Void/Supprimé,,,,,,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 119","Edmonton",19,145,25,45,1,235,453
48014,"Edmonton--Leduc/Edmonton--Leduc"," 120","Edmonton",7,129,17,57,1,211,413
48014,"Edmonton--Leduc/Edmonton--Leduc"," 121","Edmonton",18,187,20,70,0,295,534
48014,"Edmonton--Leduc/Edmonton--Leduc"," 122","Edmonton",19,193,18,45,0,275,535
48014,"Edmonton--Leduc/Edmonton--Leduc"," 123","Edmonton",8,113,12,34,0,167,362
48014,"Edmonton--Leduc/Edmonton--Leduc"," 124","Edmonton",12,124,23,40,0,199,371
48014,"Edmonton--Leduc/Edmonton--Leduc"," 125","Edmonton",10,130,18,39,0,197,363
48014,"Edmonton--Leduc/Edmonton--Leduc"," 126","Edmonton",14,116,14,41,1,186,357
48014,"Edmonton--Leduc/Edmonton--Leduc"," 127","Edmonton",12,178,27,58,1,276,517
48014,"Edmonton--Leduc/Edmonton--Leduc"," 128","Edmonton",11,98,21,53,0,183,383
48014,"Edmonton--Leduc/Edmonton--Leduc"," 129","Edmonton",12,74,6,23,0,115,239
48014,"Edmonton--Leduc/Edmonton--Leduc"," 130","Edmonton",20,130,21,35,0,206,419
48014,"Edmonton--Leduc/Edmonton--Leduc"," 131A","Edmonton",6,100,15,40,1,162,544
48014,"Edmonton--Leduc/Edmonton--Leduc"," 131B","Edmonton",6,113,12,28,0,159,531
48014,"Edmonton--Leduc/Edmonton--Leduc"," 132","Edmonton",20,235,28,118,1,402,906
48014,"Edmonton--Leduc/Edmonton--Leduc"," 133","Edmonton",9,161,16,43,1,230,572
48014,"Edmonton--Leduc/Edmonton--Leduc"," 134","Edmonton",45,171,41,51,1,309,650
48014,"Edmonton--Leduc/Edmonton--Leduc"," 135","Edmonton",22,144,33,53,0,252,577
48014,"Edmonton--Leduc/Edmonton--Leduc"," 136","Edmonton",19,156,31,52,0,258,457
48014,"Edmonton--Leduc/Edmonton--Leduc"," 137","Edmonton",4,136,19,45,1,205,368
48014,"Edmonton--Leduc/Edmonton--Leduc"," 138","Edmonton",26,189,18,61,0,294,568
48014,"Edmonton--Leduc/Edmonton--Leduc"," 139","Edmonton",4,157,13,52,0,226,446
48014,"Edmonton--Leduc/Edmonton--Leduc"," 140A","Edmonton",14,190,20,58,0,282,586
48014,"Edmonton--Leduc/Edmonton--Leduc"," 140B","Edmonton",15,178,31,64,0,288,620
48014,"Edmonton--Leduc/Edmonton--Leduc"," 141","Edmonton",59,209,64,52,0,384,821
48014,"Edmonton--Leduc/Edmonton--Leduc"," 142","Edmonton",38,184,61,53,0,336,827
48014,"Edmonton--Leduc/Edmonton--Leduc"," 143A","Edmonton",12,156,41,37,1,247,605
48014,"Edmonton--Leduc/Edmonton--Leduc"," 143B","Edmonton",9,143,25,38,0,215,629
48014,"Edmonton--Leduc/Edmonton--Leduc"," 144","Edmonton",21,170,28,31,1,251,678
48014,"Edmonton--Leduc/Edmonton--Leduc"," 145A","Edmonton",20,107,49,44,1,221,554
48014,"Edmonton--Leduc/Edmonton--Leduc"," 145B","Edmonton",10,128,22,40,0,200,488
48014,"Edmonton--Leduc/Edmonton--Leduc"," 146","Edmonton",3,12,2,7,0,24,67
48014,"Edmonton--Leduc/Edmonton--Leduc"," 147","Edmonton",18,168,41,41,0,268,543
48014,"Edmonton--Leduc/Edmonton--Leduc"," 148","Edmonton",19,245,59,62,0,385,781
48014,"Edmonton--Leduc/Edmonton--Leduc"," 149","Edmonton",11,145,15,37,3,211,368
48014,"Edmonton--Leduc/Edmonton--Leduc"," 150","Edmonton",19,155,24,41,0,239,574
48014,"Edmonton--Leduc/Edmonton--Leduc"," 151","Edmonton",2,63,16,13,0,94,213
48014,"Edmonton--Leduc/Edmonton--Leduc"," 152","Edmonton",9,101,24,52,1,187,396
48014,"Edmonton--Leduc/Edmonton--Leduc"," 153","Edmonton",10,198,26,50,0,284,513
48014,"Edmonton--Leduc/Edmonton--Leduc"," 154","Edmonton",20,155,34,47,0,256,586
48014,"Edmonton--Leduc/Edmonton--Leduc"," 155","Edmonton",13,184,8,50,0,255,457
48014,"Edmonton--Leduc/Edmonton--Leduc"," 156","Edmonton",31,289,49,64,2,435,998
48014,"Edmonton--Leduc/Edmonton--Leduc"," 157","Edmonton",22,343,30,77,1,473,883
48014,"Edmonton--Leduc/Edmonton--Leduc"," 158","Edmonton",3,164,29,30,1,227,450
48014,"Edmonton--Leduc/Edmonton--Leduc"," 159","Edmonton",22,196,53,57,0,328,712
48014,"Edmonton--Leduc/Edmonton--Leduc"," 160","Edmonton",14,164,38,42,1,259,551
48014,"Edmonton--Leduc/Edmonton--Leduc"," 161","Devon",26,152,17,14,1,210,400
48014,"Edmonton--Leduc/Edmonton--Leduc"," 162","Devon",33,145,33,19,0,230,508
48014,"Edmonton--Leduc/Edmonton--Leduc"," 163","Devon",27,147,33,15,0,222,460
48014,"Edmonton--Leduc/Edmonton--Leduc"," 164","Devon",23,157,19,14,1,214,434
48014,"Edmonton--Leduc/Edmonton--Leduc"," 165","Devon",20,180,36,19,0,255,483
48014,"Edmonton--Leduc/Edmonton--Leduc"," 166","Devon",22,151,20,6,0,199,421
48014,"Edmonton--Leduc/Edmonton--Leduc"," 167","Devon",31,181,53,16,0,281,612
48014,"Edmonton--Leduc/Edmonton--Leduc"," 168","Leduc",Void/Supprimé,,,,,,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 169A","Devon",22,225,34,19,1,301,608
48014,"Edmonton--Leduc/Edmonton--Leduc"," 169B","Devon",11,197,26,21,0,255,550
48014,"Edmonton--Leduc/Edmonton--Leduc"," 170","Leduc County",9,120,7,12,0,148,258
48014,"Edmonton--Leduc/Edmonton--Leduc"," 171","Leduc County",11,118,7,4,0,140,252
48014,"Edmonton--Leduc/Edmonton--Leduc"," 172","Leduc",28,214,46,34,0,322,810
48014,"Edmonton--Leduc/Edmonton--Leduc"," 173","Leduc",11,140,18,14,0,183,367
48014,"Edmonton--Leduc/Edmonton--Leduc"," 174","Leduc",11,131,12,8,0,162,347
48014,"Edmonton--Leduc/Edmonton--Leduc"," 175","Leduc",22,242,22,21,1,308,546
48014,"Edmonton--Leduc/Edmonton--Leduc"," 176","Leduc",14,308,24,29,0,375,630
48014,"Edmonton--Leduc/Edmonton--Leduc"," 177","Leduc",22,173,26,18,1,240,478
48014,"Edmonton--Leduc/Edmonton--Leduc"," 178A","Leduc",19,257,27,6,1,310,607
48014,"Edmonton--Leduc/Edmonton--Leduc"," 178B","Leduc",29,235,27,22,0,313,632
48014,"Edmonton--Leduc/Edmonton--Leduc"," 179","Leduc",14,145,24,9,0,192,421
48014,"Edmonton--Leduc/Edmonton--Leduc"," 180","Leduc",11,109,16,8,0,144,379
48014,"Edmonton--Leduc/Edmonton--Leduc"," 181","Leduc",20,101,22,13,0,156,382
48014,"Edmonton--Leduc/Edmonton--Leduc"," 182","Leduc",12,145,21,13,0,191,378
48014,"Edmonton--Leduc/Edmonton--Leduc"," 183","Leduc",7,186,16,15,0,224,481
48014,"Edmonton--Leduc/Edmonton--Leduc"," 184","Leduc",11,89,11,10,1,122,325
48014,"Edmonton--Leduc/Edmonton--Leduc"," 185","Leduc",9,89,20,14,2,134,371
48014,"Edmonton--Leduc/Edmonton--Leduc"," 186","Leduc",18,104,20,15,1,158,468
48014,"Edmonton--Leduc/Edmonton--Leduc"," 187","Leduc",14,158,23,21,2,218,448
48014,"Edmonton--Leduc/Edmonton--Leduc"," 188","Leduc",29,198,39,26,2,294,551
48014,"Edmonton--Leduc/Edmonton--Leduc"," 189","Leduc",16,136,24,12,0,188,435
48014,"Edmonton--Leduc/Edmonton--Leduc"," 190","Leduc",13,149,14,14,1,191,414
48014,"Edmonton--Leduc/Edmonton--Leduc"," 191","Leduc",12,119,25,12,0,168,349
48014,"Edmonton--Leduc/Edmonton--Leduc"," 192","Leduc",22,170,28,14,1,235,431
48014,"Edmonton--Leduc/Edmonton--Leduc"," 193","Leduc",20,183,25,13,0,241,472
48014,"Edmonton--Leduc/Edmonton--Leduc"," 194","Leduc",14,184,29,8,0,235,555
48014,"Edmonton--Leduc/Edmonton--Leduc"," 195","Leduc",28,190,39,16,1,274,572
48014,"Edmonton--Leduc/Edmonton--Leduc"," 196","Leduc",7,73,25,12,0,117,272
48014,"Edmonton--Leduc/Edmonton--Leduc"," 197","Leduc",11,155,20,12,0,198,440
48014,"Edmonton--Leduc/Edmonton--Leduc"," 198","Leduc",17,174,21,13,0,225,422
48014,"Edmonton--Leduc/Edmonton--Leduc"," 199","Leduc",29,204,26,13,0,272,574
48014,"Edmonton--Leduc/Edmonton--Leduc"," 200","Leduc",8,194,32,17,0,251,483
48014,"Edmonton--Leduc/Edmonton--Leduc"," 201","Leduc",12,128,26,8,0,174,338
48014,"Edmonton--Leduc/Edmonton--Leduc"," 202","Leduc County",22,188,22,17,0,249,433
48014,"Edmonton--Leduc/Edmonton--Leduc"," 203","Leduc County",11,96,10,7,0,124,186
48014,"Edmonton--Leduc/Edmonton--Leduc"," 400","Edmonton",6,52,9,16,0,83,191
48014,"Edmonton--Leduc/Edmonton--Leduc"," 401","Edmonton",6,38,6,4,0,54,171
48014,"Edmonton--Leduc/Edmonton--Leduc"," 402","Edmonton",7,34,4,16,2,63,139
48014,"Edmonton--Leduc/Edmonton--Leduc"," 500","Mobile poll/Bureau itinérant",7,159,10,19,0,195,306
48014,"Edmonton--Leduc/Edmonton--Leduc"," 501","Mobile poll/Bureau itinérant",1,39,4,8,1,53,99
48014,"Edmonton--Leduc/Edmonton--Leduc"," 502","Mobile poll/Bureau itinérant",3,118,8,25,0,154,206
48014,"Edmonton--Leduc/Edmonton--Leduc"," 503","Mobile poll/Bureau itinérant",4,65,20,29,3,121,237
48014,"Edmonton--Leduc/Edmonton--Leduc"," 504","Mobile poll/Bureau itinérant",9,128,19,48,1,205,302
48014,"Edmonton--Leduc/Edmonton--Leduc"," 600","Edmonton",36,202,33,75,1,347,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 601","Edmonton",35,268,18,81,1,403,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 602","Edmonton",25,341,22,114,0,502,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 603","Edmonton",29,227,51,67,0,374,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 604","Edmonton",27,217,53,93,0,390,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 605","Edmonton",45,216,30,57,0,348,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 606","Edmonton",23,261,42,64,0,390,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 607","Edmonton",51,432,66,121,0,670,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 608","Devon",16,216,18,33,0,283,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 609","Leduc",31,432,52,22,0,537,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 610","Leduc",29,219,22,17,0,287,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 611","Edmonton",17,248,12,63,0,340,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 612","Edmonton",37,397,62,101,0,597,
48014,"Edmonton--Leduc/Edmonton--Leduc",,Group 1/Groupe 1,7,41,8,36,8,100,160
48014,"Edmonton--Leduc/Edmonton--Leduc",,Group 2/Groupe 2,45,388,58,109,20,620,

