Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Michelle Bilek,M.A. Bonnie Brown,Blake Poland,Terence Young,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35060,"Oakville/Oakville"," 73","Oakville",2,70,10,138,0,220,341
35060,"Oakville/Oakville"," 74","Oakville",9,71,22,156,0,258,407
35060,"Oakville/Oakville"," 75","Oakville",21,97,22,122,1,263,412
35060,"Oakville/Oakville"," 76","Oakville",3,137,24,163,0,327,524
35060,"Oakville/Oakville"," 77","Oakville",10,60,14,105,0,189,318
35060,"Oakville/Oakville"," 78","Oakville",5,105,19,110,0,239,415
35060,"Oakville/Oakville"," 79","Oakville",10,128,36,91,2,267,414
35060,"Oakville/Oakville"," 80","Oakville",6,40,6,95,0,147,271
35060,"Oakville/Oakville"," 81","Oakville",12,110,24,168,0,314,495
35060,"Oakville/Oakville"," 82","Oakville",9,69,10,110,0,198,327
35060,"Oakville/Oakville"," 83","Oakville",16,115,31,75,0,237,370
35060,"Oakville/Oakville"," 84","Oakville",16,32,6,33,4,91,229
35060,"Oakville/Oakville"," 85","Oakville",34,54,26,44,0,158,305
35060,"Oakville/Oakville"," 86","Oakville",26,58,13,52,0,149,367
35060,"Oakville/Oakville"," 87","Oakville",29,82,28,62,1,202,352
35060,"Oakville/Oakville"," 88","Oakville",21,41,23,84,3,172,295
35060,"Oakville/Oakville"," 89","Oakville",29,56,24,66,0,175,355
35060,"Oakville/Oakville"," 90","Oakville",39,99,34,100,1,273,551
35060,"Oakville/Oakville"," 91","Oakville",Void/Supprimé,,,,,,
35060,"Oakville/Oakville"," 92","Oakville",13,91,17,128,2,251,386
35060,"Oakville/Oakville"," 93","Oakville",5,77,21,146,0,249,416
35060,"Oakville/Oakville"," 94","Oakville",8,68,18,57,2,153,285
35060,"Oakville/Oakville"," 95","Oakville",21,96,13,78,2,210,374
35060,"Oakville/Oakville"," 96","Oakville",28,51,21,54,0,154,267
35060,"Oakville/Oakville"," 97","Oakville",32,92,36,66,1,227,432
35060,"Oakville/Oakville"," 98","Oakville",28,66,25,84,1,204,374
35060,"Oakville/Oakville"," 99","Oakville",38,65,47,102,3,255,444
35060,"Oakville/Oakville"," 100","Oakville",23,43,20,78,0,164,307
35060,"Oakville/Oakville"," 101","Oakville",24,74,26,136,1,261,397
35060,"Oakville/Oakville"," 102","Oakville",42,93,29,95,0,259,405
35060,"Oakville/Oakville"," 103","Oakville",33,65,28,110,2,238,377
35060,"Oakville/Oakville"," 104","Oakville",16,83,26,88,2,215,318
35060,"Oakville/Oakville"," 105","Oakville",3,47,11,91,0,152,237
35060,"Oakville/Oakville"," 105-1","Oakville",6,76,11,138,0,231,407
35060,"Oakville/Oakville"," 106","Oakville",12,62,10,77,1,162,390
35060,"Oakville/Oakville"," 107A","Oakville",24,72,10,46,2,154,289
35060,"Oakville/Oakville"," 107B","Oakville",20,49,8,52,0,129,302
35060,"Oakville/Oakville"," 108","Oakville",22,92,31,115,0,260,439
35060,"Oakville/Oakville"," 109","Oakville",6,52,6,71,0,135,215
35060,"Oakville/Oakville"," 110","Oakville",12,97,25,124,0,258,450
35060,"Oakville/Oakville"," 111","Oakville",23,130,31,134,0,318,489
35060,"Oakville/Oakville"," 112","Oakville",5,126,28,150,1,310,507
35060,"Oakville/Oakville"," 113","Oakville",26,73,28,74,2,203,382
35060,"Oakville/Oakville"," 114","Oakville",35,107,27,70,1,240,473
35060,"Oakville/Oakville"," 115A","Oakville",22,49,14,47,0,132,264
35060,"Oakville/Oakville"," 115B","Oakville",22,61,15,37,0,135,278
35060,"Oakville/Oakville"," 116","Oakville",18,72,28,48,0,166,363
35060,"Oakville/Oakville"," 117","Oakville",16,55,26,83,1,181,383
35060,"Oakville/Oakville"," 118","Oakville",15,51,11,62,1,140,270
35060,"Oakville/Oakville"," 119","Oakville",22,78,8,53,1,162,318
35060,"Oakville/Oakville"," 120","Oakville",33,78,13,63,1,188,327
35060,"Oakville/Oakville"," 121","Oakville",30,90,21,97,1,239,398
35060,"Oakville/Oakville"," 122","Oakville",20,77,21,64,1,183,346
35060,"Oakville/Oakville"," 123","Oakville",26,79,36,94,4,239,405
35060,"Oakville/Oakville"," 124","Oakville",9,79,24,107,2,221,355
35060,"Oakville/Oakville"," 125","Oakville",8,89,21,150,0,268,447
35060,"Oakville/Oakville"," 126","Oakville",11,80,15,117,1,224,357
35060,"Oakville/Oakville"," 127","Oakville",12,76,25,117,1,231,385
35060,"Oakville/Oakville"," 128","Oakville",15,118,15,87,1,236,389
35060,"Oakville/Oakville"," 129","Oakville",12,96,23,116,1,248,372
35060,"Oakville/Oakville"," 130","Oakville",13,88,20,101,0,222,340
35060,"Oakville/Oakville"," 131","Oakville",21,105,29,158,0,313,519
35060,"Oakville/Oakville"," 131-1","Oakville",17,69,16,99,1,202,432
35060,"Oakville/Oakville"," 132","Oakville",17,108,19,96,0,240,401
35060,"Oakville/Oakville"," 133","Oakville",14,104,19,126,0,263,417
35060,"Oakville/Oakville"," 134","Oakville",32,90,15,114,1,252,360
35060,"Oakville/Oakville"," 135","Oakville",6,102,15,86,0,209,337
35060,"Oakville/Oakville"," 136","Oakville",13,76,13,88,0,190,286
35060,"Oakville/Oakville"," 137","Oakville",7,130,20,138,1,296,498
35060,"Oakville/Oakville"," 138","Oakville",14,92,10,108,0,224,389
35060,"Oakville/Oakville"," 139","Oakville",6,71,22,153,0,252,429
35060,"Oakville/Oakville"," 140","Oakville",17,126,31,119,0,293,471
35060,"Oakville/Oakville"," 141","Oakville",18,96,18,90,0,222,382
35060,"Oakville/Oakville"," 142","Oakville",27,59,31,108,4,229,450
35060,"Oakville/Oakville"," 143","Oakville",18,120,7,137,0,282,458
35060,"Oakville/Oakville"," 144","Oakville",21,89,12,88,0,210,399
35060,"Oakville/Oakville"," 145","Oakville",6,54,11,69,0,140,277
35060,"Oakville/Oakville"," 146","Oakville",9,58,13,80,1,161,350
35060,"Oakville/Oakville"," 147","Oakville",19,96,24,115,0,254,505
35060,"Oakville/Oakville"," 148","Oakville",15,74,17,124,0,230,389
35060,"Oakville/Oakville"," 149","Oakville",14,89,20,89,0,212,406
35060,"Oakville/Oakville"," 150","Oakville",23,101,12,140,0,276,461
35060,"Oakville/Oakville"," 151","Oakville",21,107,39,130,2,299,494
35060,"Oakville/Oakville"," 152","Oakville",12,72,17,110,0,211,396
35060,"Oakville/Oakville"," 153","Oakville",19,100,19,152,1,291,510
35060,"Oakville/Oakville"," 154","Oakville",Void/Supprimé,,,,,,
35060,"Oakville/Oakville"," 155","Oakville",10,72,27,86,1,196,394
35060,"Oakville/Oakville"," 156","Oakville",25,51,23,73,0,172,321
35060,"Oakville/Oakville"," 157","Oakville",25,47,15,76,1,164,344
35060,"Oakville/Oakville"," 158","Oakville",14,80,26,76,4,200,340
35060,"Oakville/Oakville"," 159","Oakville",21,75,16,91,1,204,333
35060,"Oakville/Oakville"," 160","Oakville",23,86,14,91,1,215,371
35060,"Oakville/Oakville"," 161","Oakville",12,60,13,93,0,178,312
35060,"Oakville/Oakville"," 162","Oakville",17,82,33,105,1,238,399
35060,"Oakville/Oakville"," 163","Oakville",19,69,28,86,1,203,324
35060,"Oakville/Oakville"," 164","Oakville",15,68,19,73,2,177,322
35060,"Oakville/Oakville"," 165","Oakville",16,61,22,86,2,187,365
35060,"Oakville/Oakville"," 166","Oakville",15,25,3,29,0,72,247
35060,"Oakville/Oakville"," 167","Oakville",22,73,14,74,1,184,346
35060,"Oakville/Oakville"," 168","Oakville",27,82,23,100,1,233,378
35060,"Oakville/Oakville"," 169","Oakville",21,65,20,129,0,235,375
35060,"Oakville/Oakville"," 170","Oakville",19,76,20,108,1,224,398
35060,"Oakville/Oakville"," 171","Oakville",8,90,29,100,0,227,366
35060,"Oakville/Oakville"," 172","Oakville",22,75,19,105,1,222,355
35060,"Oakville/Oakville"," 173","Oakville",20,96,33,109,2,260,403
35060,"Oakville/Oakville"," 174","Oakville",30,123,21,132,0,306,429
35060,"Oakville/Oakville"," 175","Oakville",20,86,27,115,2,250,372
35060,"Oakville/Oakville"," 176","Oakville",23,76,9,101,0,209,347
35060,"Oakville/Oakville"," 177","Oakville",15,53,25,105,1,199,322
35060,"Oakville/Oakville"," 178","Oakville",16,98,23,106,0,243,372
35060,"Oakville/Oakville"," 179","Oakville",10,64,16,73,0,163,264
35060,"Oakville/Oakville"," 180A","Oakville",25,83,28,79,0,215,388
35060,"Oakville/Oakville"," 180B","Oakville",Merged with No. 402/Fusionné avec le nº 402,,,,,,142
35060,"Oakville/Oakville"," 180-1","Oakville",10,104,10,133,2,259,333
35060,"Oakville/Oakville"," 181","Oakville",14,96,22,93,0,225,387
35060,"Oakville/Oakville"," 182","Oakville",14,64,25,93,1,197,403
35060,"Oakville/Oakville"," 183","Oakville",Void/Supprimé,,,,,,
35060,"Oakville/Oakville"," 184","Oakville",Void/Supprimé,,,,,,
35060,"Oakville/Oakville"," 185","Oakville",3,62,12,66,3,146,266
35060,"Oakville/Oakville"," 186","Oakville",16,64,22,91,0,193,312
35060,"Oakville/Oakville"," 187","Oakville",19,54,21,80,1,175,354
35060,"Oakville/Oakville"," 188","Oakville",Void/Supprimé,,,,,,
35060,"Oakville/Oakville"," 189","Oakville",25,70,13,86,3,197,336
35060,"Oakville/Oakville"," 190","Oakville",27,64,14,89,0,194,380
35060,"Oakville/Oakville"," 191","Oakville",25,86,27,93,1,232,428
35060,"Oakville/Oakville"," 192","Oakville",Void/Supprimé,,,,,,
35060,"Oakville/Oakville"," 193","Oakville",27,73,31,82,1,214,375
35060,"Oakville/Oakville"," 194","Oakville",13,98,44,129,0,284,484
35060,"Oakville/Oakville"," 195","Oakville",11,78,15,145,0,249,401
35060,"Oakville/Oakville"," 196","Oakville",30,90,15,89,0,224,371
35060,"Oakville/Oakville"," 197","Oakville",33,91,27,109,2,262,463
35060,"Oakville/Oakville"," 197-1A","Oakville",13,79,8,87,1,188,345
35060,"Oakville/Oakville"," 197-1B","Oakville",17,84,15,103,1,220,419
35060,"Oakville/Oakville"," 197-2A","Oakville",14,69,17,75,1,176,336
35060,"Oakville/Oakville"," 197-2B","Oakville",14,55,11,73,0,153,330
35060,"Oakville/Oakville"," 197-2C","Oakville",13,59,9,65,0,146,309
35060,"Oakville/Oakville"," 198","Oakville",23,103,27,124,0,277,468
35060,"Oakville/Oakville"," 199","Oakville",2,66,8,122,1,199,380
35060,"Oakville/Oakville"," 199-1","Oakville",14,77,19,112,1,223,390
35060,"Oakville/Oakville"," 200","Oakville",7,55,16,123,2,203,386
35060,"Oakville/Oakville"," 400","Oakville",18,86,16,101,1,222,285
35060,"Oakville/Oakville"," 401","Oakville",32,44,23,45,0,144,220
35060,"Oakville/Oakville"," 402","Oakville",31,77,9,75,10,202,149
35060,"Oakville/Oakville"," 403","Oakville",24,72,14,65,2,177,244
35060,"Oakville/Oakville"," 404","Oakville",2,60,13,128,1,204,249
35060,"Oakville/Oakville"," 405","Oakville",4,50,6,130,0,190,265
35060,"Oakville/Oakville"," 406","Oakville",9,80,8,86,1,184,275
35060,"Oakville/Oakville"," 500","Mobile poll/Bureau itinérant",15,36,5,44,3,103,156
35060,"Oakville/Oakville"," 501","Mobile poll/Bureau itinérant",15,37,6,30,2,90,192
35060,"Oakville/Oakville"," 502","Mobile poll/Bureau itinérant",4,29,2,44,0,79,156
35060,"Oakville/Oakville"," 503","Mobile poll/Bureau itinérant",5,70,11,82,1,169,211
35060,"Oakville/Oakville"," 600","Oakville",31,320,53,394,0,798,
35060,"Oakville/Oakville"," 601","Oakville",19,274,43,500,1,837,
35060,"Oakville/Oakville"," 602","Oakville",19,146,30,156,0,351,
35060,"Oakville/Oakville"," 603","Oakville",28,109,37,198,1,373,
35060,"Oakville/Oakville"," 604","Oakville",26,207,48,338,0,619,
35060,"Oakville/Oakville"," 605","Oakville",29,248,43,336,2,658,
35060,"Oakville/Oakville"," 606","Oakville",25,165,32,297,1,520,
35060,"Oakville/Oakville"," 607","Oakville",28,231,43,328,0,630,
35060,"Oakville/Oakville"," 608","Oakville",48,241,43,316,3,651,
35060,"Oakville/Oakville"," 609","Oakville",48,295,49,414,1,807,
35060,"Oakville/Oakville",,Group 1/Groupe 1,7,38,7,76,3,131,234
35060,"Oakville/Oakville",,Group 2/Groupe 2,37,314,40,405,12,808,

