Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Amy Darwish,Béatrice Guay-Pepper,Frédéric Isaya,Antoine Kaluzny,Yves Le Seigle,Kristina Vitelli,Lise Zarac,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24029,"LaSalle--Émard/LaSalle--Émard"," 95","LaSalle",28,49,11,5,1,5,138,7,244,552
24029,"LaSalle--Émard/LaSalle--Émard"," 96","LaSalle",32,17,21,6,1,4,106,1,188,403
24029,"LaSalle--Émard/LaSalle--Émard"," 97A","LaSalle",15,21,24,1,1,6,37,0,105,247
24029,"LaSalle--Émard/LaSalle--Émard"," 97B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,,,93
24029,"LaSalle--Émard/LaSalle--Émard"," 98","LaSalle",31,43,48,1,0,8,75,3,209,418
24029,"LaSalle--Émard/LaSalle--Émard"," 99","LaSalle",53,40,77,2,0,9,123,3,307,538
24029,"LaSalle--Émard/LaSalle--Émard"," 100","LaSalle",15,24,16,0,0,7,34,2,98,334
24029,"LaSalle--Émard/LaSalle--Émard"," 101","LaSalle",25,27,20,0,1,6,59,2,140,328
24029,"LaSalle--Émard/LaSalle--Émard"," 102","LaSalle",28,32,24,8,1,8,57,1,159,378
24029,"LaSalle--Émard/LaSalle--Émard"," 103","LaSalle",21,41,65,4,2,8,66,0,207,461
24029,"LaSalle--Émard/LaSalle--Émard"," 104","LaSalle",24,32,48,4,1,8,67,3,187,389
24029,"LaSalle--Émard/LaSalle--Émard"," 105","LaSalle",38,32,78,2,2,8,88,2,250,434
24029,"LaSalle--Émard/LaSalle--Émard"," 106","LaSalle",31,28,74,4,0,11,73,4,225,407
24029,"LaSalle--Émard/LaSalle--Émard"," 107","LaSalle",21,24,47,3,0,8,59,5,167,372
24029,"LaSalle--Émard/LaSalle--Émard"," 108","LaSalle",20,26,27,2,1,8,67,3,154,313
24029,"LaSalle--Émard/LaSalle--Émard"," 109","LaSalle",40,17,20,1,0,8,74,2,162,372
24029,"LaSalle--Émard/LaSalle--Émard"," 110","LaSalle",26,30,28,2,0,10,103,3,202,408
24029,"LaSalle--Émard/LaSalle--Émard"," 111","LaSalle",23,30,67,2,1,7,62,2,194,394
24029,"LaSalle--Émard/LaSalle--Émard"," 112","LaSalle",24,40,23,1,1,4,112,0,205,418
24029,"LaSalle--Émard/LaSalle--Émard"," 113","LaSalle",30,37,15,2,0,0,80,0,164,405
24029,"LaSalle--Émard/LaSalle--Émard"," 114","LaSalle",24,39,20,3,0,10,55,2,153,355
24029,"LaSalle--Émard/LaSalle--Émard"," 115","LaSalle",13,29,26,1,0,2,82,1,154,335
24029,"LaSalle--Émard/LaSalle--Émard"," 116","LaSalle",29,33,30,5,1,4,92,1,195,405
24029,"LaSalle--Émard/LaSalle--Émard"," 117","LaSalle",23,23,9,2,0,3,83,2,145,345
24029,"LaSalle--Émard/LaSalle--Émard"," 118","LaSalle",36,23,55,8,1,14,73,4,214,446
24029,"LaSalle--Émard/LaSalle--Émard"," 119","LaSalle",17,33,54,6,0,9,102,2,223,393
24029,"LaSalle--Émard/LaSalle--Émard"," 120","LaSalle",24,28,43,4,1,10,62,3,175,306
24029,"LaSalle--Émard/LaSalle--Émard"," 121","LaSalle",34,25,76,1,0,16,62,2,216,330
24029,"LaSalle--Émard/LaSalle--Émard"," 122","LaSalle",37,25,62,1,0,11,65,0,201,342
24029,"LaSalle--Émard/LaSalle--Émard"," 123","LaSalle",31,37,37,6,0,7,52,1,171,396
24029,"LaSalle--Émard/LaSalle--Émard"," 124","LaSalle",40,24,83,4,0,3,74,2,230,373
24029,"LaSalle--Émard/LaSalle--Émard"," 125","LaSalle",34,32,92,5,0,7,64,3,237,409
24029,"LaSalle--Émard/LaSalle--Émard"," 126","LaSalle",38,26,67,2,0,8,73,2,216,422
24029,"LaSalle--Émard/LaSalle--Émard"," 127","LaSalle",26,24,47,6,0,6,59,2,170,468
24029,"LaSalle--Émard/LaSalle--Émard"," 128","LaSalle",15,35,33,0,1,10,90,0,184,508
24029,"LaSalle--Émard/LaSalle--Émard"," 129","LaSalle",18,32,16,3,0,4,69,0,142,305
24029,"LaSalle--Émard/LaSalle--Émard"," 130","LaSalle",17,36,24,1,0,5,108,0,191,364
24029,"LaSalle--Émard/LaSalle--Émard"," 131","LaSalle",23,40,25,5,0,6,106,0,205,357
24029,"LaSalle--Émard/LaSalle--Émard"," 132","LaSalle",30,29,28,5,0,4,93,2,191,348
24029,"LaSalle--Émard/LaSalle--Émard"," 133","LaSalle",11,7,9,1,0,2,63,0,93,222
24029,"LaSalle--Émard/LaSalle--Émard"," 134","LaSalle",20,26,27,2,0,5,73,2,155,351
24029,"LaSalle--Émard/LaSalle--Émard"," 135","LaSalle",20,42,43,0,1,8,59,4,177,377
24029,"LaSalle--Émard/LaSalle--Émard"," 136","LaSalle",20,32,33,0,2,12,71,3,173,393
24029,"LaSalle--Émard/LaSalle--Émard"," 137","LaSalle",31,42,27,2,2,9,78,2,193,398
24029,"LaSalle--Émard/LaSalle--Émard"," 138","LaSalle",21,27,37,2,0,4,75,2,168,345
24029,"LaSalle--Émard/LaSalle--Émard"," 139","LaSalle",27,34,16,4,2,5,83,2,173,379
24029,"LaSalle--Émard/LaSalle--Émard"," 140","LaSalle",41,37,58,2,0,4,74,3,219,366
24029,"LaSalle--Émard/LaSalle--Émard"," 141","LaSalle",36,33,46,3,0,12,74,2,206,419
24029,"LaSalle--Émard/LaSalle--Émard"," 142","LaSalle",39,29,43,4,1,9,87,1,213,361
24029,"LaSalle--Émard/LaSalle--Émard"," 143","LaSalle",22,19,33,3,1,8,51,0,137,379
24029,"LaSalle--Émard/LaSalle--Émard"," 144","LaSalle",18,39,47,3,1,6,71,1,186,377
24029,"LaSalle--Émard/LaSalle--Émard"," 145","LaSalle",38,26,48,4,0,3,69,1,189,395
24029,"LaSalle--Émard/LaSalle--Émard"," 146","LaSalle",30,27,52,5,1,4,66,3,188,327
24029,"LaSalle--Émard/LaSalle--Émard"," 147","LaSalle",30,31,55,0,0,13,99,2,230,364
24029,"LaSalle--Émard/LaSalle--Émard"," 148","LaSalle",Merged with No. 152/Fusionné avec le nº 152,,,,,,,,,257
24029,"LaSalle--Émard/LaSalle--Émard"," 149","LaSalle",37,35,56,5,0,14,76,1,224,396
24029,"LaSalle--Émard/LaSalle--Émard"," 150","LaSalle",52,38,75,6,3,18,79,6,277,459
24029,"LaSalle--Émard/LaSalle--Émard"," 151","LaSalle",25,18,57,11,0,6,74,1,192,325
24029,"LaSalle--Émard/LaSalle--Émard"," 152","LaSalle",35,31,107,10,1,21,123,8,336,266
24029,"LaSalle--Émard/LaSalle--Émard"," 153","LaSalle",25,51,65,5,1,8,64,2,221,432
24029,"LaSalle--Émard/LaSalle--Émard"," 154","LaSalle",39,20,61,1,1,13,59,3,197,366
24029,"LaSalle--Émard/LaSalle--Émard"," 155","LaSalle",29,26,89,0,1,17,61,7,230,397
24029,"LaSalle--Émard/LaSalle--Émard"," 156","LaSalle",36,29,61,3,1,7,70,1,208,361
24029,"LaSalle--Émard/LaSalle--Émard"," 157","LaSalle",43,24,75,2,0,12,60,3,219,397
24029,"LaSalle--Émard/LaSalle--Émard"," 158","LaSalle",24,36,44,7,2,14,67,3,197,401
24029,"LaSalle--Émard/LaSalle--Émard"," 159","LaSalle",32,19,76,3,0,5,60,3,198,338
24029,"LaSalle--Émard/LaSalle--Émard"," 160","LaSalle",27,24,65,0,1,7,66,3,193,343
24029,"LaSalle--Émard/LaSalle--Émard"," 161","LaSalle",24,48,41,6,1,13,69,6,208,440
24029,"LaSalle--Émard/LaSalle--Émard"," 162","LaSalle",29,18,52,1,0,9,85,1,195,372
24029,"LaSalle--Émard/LaSalle--Émard"," 163","LaSalle",Merged with No. 174/Fusionné avec le nº 174,,,,,,,,,154
24029,"LaSalle--Émard/LaSalle--Émard"," 164","LaSalle",38,52,28,4,0,6,91,3,222,554
24029,"LaSalle--Émard/LaSalle--Émard"," 165","LaSalle",22,29,32,4,0,9,88,2,186,350
24029,"LaSalle--Émard/LaSalle--Émard"," 166","LaSalle",22,41,35,1,0,6,80,3,188,373
24029,"LaSalle--Émard/LaSalle--Émard"," 167","LaSalle",17,52,33,2,1,6,87,0,198,390
24029,"LaSalle--Émard/LaSalle--Émard"," 168","LaSalle",35,46,36,1,0,10,137,4,269,436
24029,"LaSalle--Émard/LaSalle--Émard"," 169","LaSalle",38,33,66,4,1,5,37,4,188,353
24029,"LaSalle--Émard/LaSalle--Émard"," 170","LaSalle",23,29,58,3,1,8,82,3,207,385
24029,"LaSalle--Émard/LaSalle--Émard"," 171","LaSalle",31,24,50,5,0,9,78,2,199,316
24029,"LaSalle--Émard/LaSalle--Émard"," 172","LaSalle",24,35,47,4,0,4,108,3,225,377
24029,"LaSalle--Émard/LaSalle--Émard"," 173","LaSalle",24,58,51,1,0,15,126,4,279,459
24029,"LaSalle--Émard/LaSalle--Émard"," 174","LaSalle",25,38,27,3,0,7,107,1,208,312
24029,"LaSalle--Émard/LaSalle--Émard"," 175","LaSalle",24,32,45,6,1,9,59,6,182,370
24029,"LaSalle--Émard/LaSalle--Émard"," 176","LaSalle",18,31,21,3,1,4,61,1,140,307
24029,"LaSalle--Émard/LaSalle--Émard"," 177","LaSalle",16,27,17,7,2,5,106,6,186,328
24029,"LaSalle--Émard/LaSalle--Émard"," 178","LaSalle",27,46,24,2,1,6,109,3,218,429
24029,"LaSalle--Émard/LaSalle--Émard"," 179","LaSalle",33,55,36,8,2,9,131,4,278,503
24029,"LaSalle--Émard/LaSalle--Émard"," 180","LaSalle",27,47,34,2,0,7,102,1,220,378
24029,"LaSalle--Émard/LaSalle--Émard"," 181","LaSalle",21,50,37,4,1,8,77,6,204,389
24029,"LaSalle--Émard/LaSalle--Émard"," 182","LaSalle",15,26,48,3,0,5,32,2,131,299
24029,"LaSalle--Émard/LaSalle--Émard"," 183","LaSalle",38,31,87,6,0,9,66,6,243,418
24029,"LaSalle--Émard/LaSalle--Émard"," 184","LaSalle",30,26,50,11,2,4,77,3,203,371
24029,"LaSalle--Émard/LaSalle--Émard"," 185","LaSalle",35,32,40,4,0,14,82,4,211,397
24029,"LaSalle--Émard/LaSalle--Émard"," 186","LaSalle",21,29,53,4,3,4,58,5,177,337
24029,"LaSalle--Émard/LaSalle--Émard"," 187","LaSalle",29,40,51,5,0,11,98,3,237,472
24029,"LaSalle--Émard/LaSalle--Émard"," 188","LaSalle",35,33,55,6,0,6,77,3,215,360
24029,"LaSalle--Émard/LaSalle--Émard"," 189","LaSalle",22,23,45,4,1,14,91,6,206,347
24029,"LaSalle--Émard/LaSalle--Émard"," 190","LaSalle",31,32,39,6,1,12,96,3,220,439
24029,"LaSalle--Émard/LaSalle--Émard"," 191","LaSalle",31,67,40,6,1,13,133,2,293,478
24029,"LaSalle--Émard/LaSalle--Émard"," 400","LaSalle",9,39,55,2,1,4,121,8,239,308
24029,"LaSalle--Émard/LaSalle--Émard"," 401","LaSalle",18,47,60,2,1,8,131,12,279,192
24029,"LaSalle--Émard/LaSalle--Émard"," 500","Mobile poll/Bureau itinérant",6,12,14,4,4,4,50,5,99,75
24029,"LaSalle--Émard/LaSalle--Émard"," 600","Montréal",48,69,161,6,0,18,171,15,488,
24029,"LaSalle--Émard/LaSalle--Émard"," 601","LaSalle",47,110,90,5,2,18,249,8,529,
24029,"LaSalle--Émard/LaSalle--Émard"," 602","Montréal",70,128,246,9,2,22,273,12,762,
24029,"LaSalle--Émard/LaSalle--Émard"," 603","LaSalle",53,147,114,9,1,27,266,8,625,
24029,"LaSalle--Émard/LaSalle--Émard"," 604","LaSalle",35,64,118,16,1,18,185,1,438,
24029,"LaSalle--Émard/LaSalle--Émard"," 605","LaSalle",45,85,52,9,0,10,159,0,360,
24029,"LaSalle--Émard/LaSalle--Émard"," 606","LaSalle",85,146,123,21,3,22,313,7,720,
24029,"LaSalle--Émard/LaSalle--Émard"," 607","LaSalle",76,139,139,6,1,16,298,8,683,
24029,"LaSalle--Émard/LaSalle--Émard",,Group 1/Groupe 1,10,30,21,0,0,8,34,5,108,183
24029,"LaSalle--Émard/LaSalle--Émard",,Group 2/Groupe 2,42,61,92,10,1,9,167,12,394,

