Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Sharon L. Howe,Kaitlin Kettenbach,Ellen Parker,Kevin Sorenson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48010,"Crowfoot/Crowfoot"," 107","Carbon",6,21,14,192,1,234,422
48010,"Crowfoot/Crowfoot"," 108","Carbon",4,7,6,186,0,203,319
48010,"Crowfoot/Crowfoot"," 109","Rowley",4,12,6,203,0,225,458
48010,"Crowfoot/Crowfoot"," 110","Delia",10,24,19,187,1,241,451
48010,"Crowfoot/Crowfoot"," 111","Morrin",4,7,17,183,0,211,340
48010,"Crowfoot/Crowfoot"," 112","Munson",1,18,16,172,0,207,347
48010,"Crowfoot/Crowfoot"," 113","Drumheller--Nacmine",14,18,18,192,0,242,448
48010,"Crowfoot/Crowfoot"," 114","Rosedale",14,22,13,204,0,253,476
48010,"Crowfoot/Crowfoot"," 115","Drumheller",11,19,23,139,1,193,340
48010,"Crowfoot/Crowfoot"," 116","Craigmyle",9,10,10,155,1,185,405
48010,"Crowfoot/Crowfoot"," 117","Drumheller",12,19,21,183,2,237,501
48010,"Crowfoot/Crowfoot"," 118","Drumheller",11,18,18,145,1,193,365
48010,"Crowfoot/Crowfoot"," 119","Drumheller",9,9,30,203,1,252,541
48010,"Crowfoot/Crowfoot"," 120","Drumheller",6,15,18,113,0,152,434
48010,"Crowfoot/Crowfoot"," 121","Drumheller",11,19,10,137,0,177,481
48010,"Crowfoot/Crowfoot"," 122","Drumheller",2,7,18,104,0,131,308
48010,"Crowfoot/Crowfoot"," 123","Drumheller",10,7,9,122,0,148,368
48010,"Crowfoot/Crowfoot"," 124","Drumheller",4,15,7,127,1,154,369
48010,"Crowfoot/Crowfoot"," 125","Drumheller",14,12,19,179,0,224,371
48010,"Crowfoot/Crowfoot"," 126","Drumheller",6,10,18,155,0,189,449
48010,"Crowfoot/Crowfoot"," 127","Drumheller",9,10,22,111,0,152,358
48010,"Crowfoot/Crowfoot"," 128","Hanna",14,13,16,314,0,357,705
48010,"Crowfoot/Crowfoot"," 129","Hanna",10,10,15,204,0,239,423
48010,"Crowfoot/Crowfoot"," 130","Hanna",10,11,21,166,0,208,364
48010,"Crowfoot/Crowfoot"," 131","Hanna",5,11,15,164,0,195,310
48010,"Crowfoot/Crowfoot"," 132","Hanna",5,15,7,169,0,196,312
48010,"Crowfoot/Crowfoot"," 133","Hanna",5,11,14,112,0,142,267
48010,"Crowfoot/Crowfoot"," 134","Hanna",2,3,6,106,0,117,238
48010,"Crowfoot/Crowfoot"," 135","Spondin",Void/Supprimé,,,,,,
48010,"Crowfoot/Crowfoot"," 136","Scotfield",Merged with No. 193/Fusionné avec le nº 193,,,,,,71
48010,"Crowfoot/Crowfoot"," 137","Beiseker",1,4,1,115,1,122,170
48010,"Crowfoot/Crowfoot"," 138","Beiseker",16,19,25,276,1,337,594
48010,"Crowfoot/Crowfoot"," 139","Irricana",5,27,27,197,0,256,461
48010,"Crowfoot/Crowfoot"," 140","Irricana",4,23,26,210,2,265,444
48010,"Crowfoot/Crowfoot"," 141","Irricana",6,17,4,164,0,191,488
48010,"Crowfoot/Crowfoot"," 142","Keoma",6,20,8,210,0,244,361
48010,"Crowfoot/Crowfoot"," 143","Conrich",22,10,12,173,0,217,358
48010,"Crowfoot/Crowfoot"," 144","Dalroy",4,15,12,141,1,173,308
48010,"Crowfoot/Crowfoot"," 145","Chestermere",39,12,22,320,0,393,610
48010,"Crowfoot/Crowfoot"," 145-1","Rocky View No. 44",2,3,3,12,1,21,45
48010,"Crowfoot/Crowfoot"," 145-2","Rocky View No. 44",Merged with No. 145-9A/Fusionné avec le nº 145-9A,,,,,,27
48010,"Crowfoot/Crowfoot"," 145-3","Rocky View No. 44",Merged with No. 145-9B/Fusionné avec le nº 145-9B,,,,,,20
48010,"Crowfoot/Crowfoot"," 145-4","Rocky View No. 44",Merged with No. 145-9C/Fusionné avec le nº 145-9C,,,,,,8
48010,"Crowfoot/Crowfoot"," 145-5","Rocky View No. 44",Merged with No. 145-9C/Fusionné avec le nº 145-9C,,,,,,10
48010,"Crowfoot/Crowfoot"," 145-6","Chestermere",17,8,11,140,2,178,420
48010,"Crowfoot/Crowfoot"," 145-7","Chestermere",19,6,21,137,1,184,412
48010,"Crowfoot/Crowfoot"," 145-8","Chestermere",22,14,20,223,4,283,692
48010,"Crowfoot/Crowfoot"," 145-9A","Chestermere",17,7,12,124,1,161,377
48010,"Crowfoot/Crowfoot"," 145-9B","Chestermere",14,13,15,140,0,182,402
48010,"Crowfoot/Crowfoot"," 145-9C","Chestermere",10,17,16,132,0,175,414
48010,"Crowfoot/Crowfoot"," 146","Chestermere",9,11,10,211,0,241,549
48010,"Crowfoot/Crowfoot"," 146-1","Chestermere",7,8,14,141,0,170,392
48010,"Crowfoot/Crowfoot"," 146-2A","Chestermere",14,9,13,113,0,149,424
48010,"Crowfoot/Crowfoot"," 146-2B","Chestermere",21,4,18,104,0,147,440
48010,"Crowfoot/Crowfoot"," 146-2C","Chestermere",17,7,8,118,0,150,406
48010,"Crowfoot/Crowfoot"," 147","Chestermere",10,7,8,171,0,196,411
48010,"Crowfoot/Crowfoot"," 147-1","Chestermere",12,10,11,133,0,166,381
48010,"Crowfoot/Crowfoot"," 148","Chestermere",12,15,9,213,2,251,566
48010,"Crowfoot/Crowfoot"," 149","Chestermere",7,5,11,150,0,173,469
48010,"Crowfoot/Crowfoot"," 149-1","Chestermere",11,3,12,135,0,161,369
48010,"Crowfoot/Crowfoot"," 150","Chestermere",4,9,6,131,0,150,298
48010,"Crowfoot/Crowfoot"," 151","Chestermere",14,11,9,175,0,209,509
48010,"Crowfoot/Crowfoot"," 152","Chestermere",8,7,12,187,0,214,276
48010,"Crowfoot/Crowfoot"," 152-1","Rocky View No. 44",12,12,14,154,1,193,422
48010,"Crowfoot/Crowfoot"," 153","Inverlake",Merged with No. 152/Fusionné avec le nº 152,,,,,,98
48010,"Crowfoot/Crowfoot"," 154","Indus",12,15,16,193,0,236,515
48010,"Crowfoot/Crowfoot"," 155A","Langdon",15,17,23,266,2,323,588
48010,"Crowfoot/Crowfoot"," 155B","Langdon",5,15,26,252,0,298,608
48010,"Crowfoot/Crowfoot"," 156A","Langdon",9,13,16,206,0,244,529
48010,"Crowfoot/Crowfoot"," 156B","Langdon",7,26,18,176,0,227,504
48010,"Crowfoot/Crowfoot"," 156C","Langdon",13,16,20,186,0,235,525
48010,"Crowfoot/Crowfoot"," 157","Indus",1,2,3,76,0,82,143
48010,"Crowfoot/Crowfoot"," 158","Indus",7,14,7,203,1,232,355
48010,"Crowfoot/Crowfoot"," 159","Rockyford",2,12,2,59,0,75,225
48010,"Crowfoot/Crowfoot"," 160","Rockyford",6,25,12,207,0,250,437
48010,"Crowfoot/Crowfoot"," 161","Strathmore",5,23,12,231,0,271,659
48010,"Crowfoot/Crowfoot"," 162","Strathmore",9,13,15,284,1,322,561
48010,"Crowfoot/Crowfoot"," 163A","Strathmore",11,28,24,244,0,307,693
48010,"Crowfoot/Crowfoot"," 163B","Strathmore",13,16,24,213,1,267,631
48010,"Crowfoot/Crowfoot"," 164","Strathmore",11,15,27,248,0,301,612
48010,"Crowfoot/Crowfoot"," 165","Strathmore",13,20,33,205,0,271,668
48010,"Crowfoot/Crowfoot"," 166","Strathmore",10,10,26,150,0,196,441
48010,"Crowfoot/Crowfoot"," 167","Strathmore",12,12,30,228,2,284,604
48010,"Crowfoot/Crowfoot"," 168","Strathmore",9,8,23,233,0,273,540
48010,"Crowfoot/Crowfoot"," 169","Strathmore",7,13,18,176,0,214,365
48010,"Crowfoot/Crowfoot"," 170","Strathmore",11,18,21,171,0,221,496
48010,"Crowfoot/Crowfoot"," 171","Strathmore",9,9,18,149,1,186,425
48010,"Crowfoot/Crowfoot"," 172","Strathmore",8,6,24,190,1,229,442
48010,"Crowfoot/Crowfoot"," 173","Strathmore",10,9,10,143,0,172,407
48010,"Crowfoot/Crowfoot"," 174","Strathmore",19,24,26,268,0,337,729
48010,"Crowfoot/Crowfoot"," 175","Strathmore",8,11,4,102,2,127,323
48010,"Crowfoot/Crowfoot"," 176","Strathmore",16,22,39,309,0,386,767
48010,"Crowfoot/Crowfoot"," 177A","Strathmore",Merged with No. 175/Fusionné avec le nº 175,,,,,,302
48010,"Crowfoot/Crowfoot"," 177B","Strathmore",8,21,21,321,0,371,479
48010,"Crowfoot/Crowfoot"," 178","Standard",8,16,14,223,1,262,428
48010,"Crowfoot/Crowfoot"," 179","Langdon",4,3,4,75,0,86,154
48010,"Crowfoot/Crowfoot"," 180","Namaka",9,19,9,216,0,253,429
48010,"Crowfoot/Crowfoot"," 181","Carseland",4,13,2,101,1,121,188
48010,"Crowfoot/Crowfoot"," 182","Carseland",16,30,22,256,2,326,658
48010,"Crowfoot/Crowfoot"," 183","Gleichen",16,17,27,163,2,225,670
48010,"Crowfoot/Crowfoot"," 184","Dalum",Merged with No. 185/Fusionné avec le nº 185,,,,,,121
48010,"Crowfoot/Crowfoot"," 185","Dalum",8,11,8,128,0,155,132
48010,"Crowfoot/Crowfoot"," 186","Chancellor",4,4,3,93,0,104,160
48010,"Crowfoot/Crowfoot"," 187","Hussar",4,9,6,133,0,152,250
48010,"Crowfoot/Crowfoot"," 188","Hussar",1,3,4,100,1,109,213
48010,"Crowfoot/Crowfoot"," 189","Hussar",2,5,4,101,0,112,300
48010,"Crowfoot/Crowfoot"," 190","Hussar",Merged with No. 188/Fusionné avec le nº 188,,,,,,171
48010,"Crowfoot/Crowfoot"," 191","Sunnynook",2,5,0,94,0,101,168
48010,"Crowfoot/Crowfoot"," 192","Cessford",2,4,3,122,1,132,221
48010,"Crowfoot/Crowfoot"," 193","Youngstown",2,15,9,211,0,237,329
48010,"Crowfoot/Crowfoot"," 194","New Brigden",1,6,6,126,0,139,226
48010,"Crowfoot/Crowfoot"," 195","Cereal",3,7,8,122,0,140,250
48010,"Crowfoot/Crowfoot"," 196","Oyen",16,13,9,159,0,197,338
48010,"Crowfoot/Crowfoot"," 197","Oyen",10,8,11,149,1,179,298
48010,"Crowfoot/Crowfoot"," 198","Oyen",5,7,4,98,0,114,229
48010,"Crowfoot/Crowfoot"," 199","Cappon",1,2,0,71,0,74,127
48010,"Crowfoot/Crowfoot"," 200","Acadia",5,4,5,170,0,184,377
48010,"Crowfoot/Crowfoot"," 500","Mobile poll/Bureau itinérant",5,1,5,18,2,31,164
48010,"Crowfoot/Crowfoot"," 501","Mobile poll/Bureau itinérant",4,1,7,97,1,110,164
48010,"Crowfoot/Crowfoot"," 502","Mobile poll/Bureau itinérant",10,3,6,97,2,118,219
48010,"Crowfoot/Crowfoot"," 503","Mobile poll/Bureau itinérant",0,0,3,32,1,36,45
48010,"Crowfoot/Crowfoot"," 504","Mobile poll/Bureau itinérant",4,2,5,64,1,76,90
48010,"Crowfoot/Crowfoot"," 505","Mobile poll/Bureau itinérant",5,2,1,93,2,103,166
48010,"Crowfoot/Crowfoot"," 506","Mobile poll/Bureau itinérant",5,5,4,66,2,82,94
48010,"Crowfoot/Crowfoot"," 507","Mobile poll/Bureau itinérant",4,3,3,97,1,108,183
48010,"Crowfoot/Crowfoot"," 508","Mobile poll/Bureau itinérant",2,1,0,31,1,35,43
48010,"Crowfoot/Crowfoot"," 509","Mobile poll/Bureau itinérant",8,4,4,52,1,69,81
48010,"Crowfoot/Crowfoot"," 510","Mobile poll/Bureau itinérant",6,3,11,87,1,108,145
48010,"Crowfoot/Crowfoot"," 511","Mobile poll/Bureau itinérant",8,1,1,72,0,82,140
48010,"Crowfoot/Crowfoot"," 512","Mobile poll/Bureau itinérant",5,1,3,33,0,42,67
48010,"Crowfoot/Crowfoot"," 513","Mobile poll/Bureau itinérant",1,0,2,36,0,39,93
48010,"Crowfoot/Crowfoot"," 600","Camrose County No. 22",21,19,23,187,0,250,
48010,"Crowfoot/Crowfoot"," 601","Camrose",11,18,34,258,1,322,
48010,"Crowfoot/Crowfoot"," 602","Camrose",29,18,39,266,1,353,
48010,"Crowfoot/Crowfoot"," 603","Settler County No. 6",11,26,29,321,2,389,
48010,"Crowfoot/Crowfoot"," 604","Paintearth County No. 18",2,7,9,79,0,97,
48010,"Crowfoot/Crowfoot"," 605","Kneehill County",6,15,10,508,0,539,
48010,"Crowfoot/Crowfoot"," 606","Drumheller",1,1,0,29,0,31,
48010,"Crowfoot/Crowfoot"," 607","Drumheller",19,25,19,286,0,349,
48010,"Crowfoot/Crowfoot"," 608","Hanna",3,4,13,163,0,183,
48010,"Crowfoot/Crowfoot"," 609","Rocky View No. 44",12,17,18,324,1,372,
48010,"Crowfoot/Crowfoot"," 610","Chestermere",14,18,9,256,2,299,
48010,"Crowfoot/Crowfoot"," 611","Strathmore--Wheatland County",21,32,24,567,2,646,
48010,"Crowfoot/Crowfoot"," 612","Hussar--Wheatland County",0,4,2,25,0,31,
48010,"Crowfoot/Crowfoot"," 613","Oyen--Acadia No. 34",0,2,0,12,0,14,
48010,"Crowfoot/Crowfoot",,Group 1/Groupe 1,16,6,4,41,1,68,99
48010,"Crowfoot/Crowfoot",,Group 2/Groupe 2,19,17,32,321,26,415,

