Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Françoise Boivin,David Inglis,Richard Nadeau,Michel Simard,Denis Tassé,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24020,"Gatineau/Gatineau"," 46","Gatineau",38,4,62,45,21,2,172,341
24020,"Gatineau/Gatineau"," 47","Gatineau",47,3,58,41,16,3,168,355
24020,"Gatineau/Gatineau"," 48","Gatineau",48,6,43,39,29,4,169,467
24020,"Gatineau/Gatineau"," 49","Gatineau",45,4,44,24,36,3,156,422
24020,"Gatineau/Gatineau"," 50","Gatineau",56,11,59,26,34,4,190,453
24020,"Gatineau/Gatineau"," 51","Gatineau",45,2,36,53,24,2,162,364
24020,"Gatineau/Gatineau"," 52","Gatineau",38,12,57,63,41,2,213,366
24020,"Gatineau/Gatineau"," 53","Gatineau",60,9,45,30,30,0,174,352
24020,"Gatineau/Gatineau"," 54","Gatineau",40,8,35,15,23,2,123,224
24020,"Gatineau/Gatineau"," 55","Gatineau",63,7,61,36,23,1,191,357
24020,"Gatineau/Gatineau"," 56","Gatineau",51,3,51,49,22,0,176,347
24020,"Gatineau/Gatineau"," 57","Gatineau",41,6,40,55,36,2,180,355
24020,"Gatineau/Gatineau"," 58","Gatineau",35,5,42,60,43,3,188,294
24020,"Gatineau/Gatineau"," 59","Gatineau",32,7,35,49,27,1,151,347
24020,"Gatineau/Gatineau"," 60","Gatineau",25,0,35,25,17,1,103,366
24020,"Gatineau/Gatineau"," 61","Gatineau",42,6,42,75,52,2,219,379
24020,"Gatineau/Gatineau"," 62","Gatineau",31,2,41,16,20,0,110,292
24020,"Gatineau/Gatineau"," 63","Gatineau",29,2,27,40,25,1,124,307
24020,"Gatineau/Gatineau"," 64","Gatineau",37,2,20,25,21,1,106,267
24020,"Gatineau/Gatineau"," 65","Gatineau",53,2,39,44,34,2,174,394
24020,"Gatineau/Gatineau"," 66","Gatineau",29,5,34,31,13,2,114,363
24020,"Gatineau/Gatineau"," 67","Gatineau",33,6,42,26,24,2,133,348
24020,"Gatineau/Gatineau"," 68","Gatineau",65,4,49,83,43,1,245,367
24020,"Gatineau/Gatineau"," 69","Gatineau",94,9,84,88,78,0,353,576
24020,"Gatineau/Gatineau"," 70","Gatineau",23,1,24,46,15,0,109,266
24020,"Gatineau/Gatineau"," 71","Gatineau",64,4,59,56,35,2,220,358
24020,"Gatineau/Gatineau"," 72","Gatineau",43,6,39,44,26,1,159,246
24020,"Gatineau/Gatineau"," 73","Gatineau",43,4,34,27,13,1,122,232
24020,"Gatineau/Gatineau"," 74","Gatineau",63,8,77,46,26,0,220,439
24020,"Gatineau/Gatineau"," 75","Gatineau",42,8,61,68,27,0,206,379
24020,"Gatineau/Gatineau"," 76","Gatineau",50,5,63,40,21,0,179,392
24020,"Gatineau/Gatineau"," 77","Gatineau",49,2,76,70,37,3,237,353
24020,"Gatineau/Gatineau"," 78","Gatineau",43,7,61,33,18,0,162,345
24020,"Gatineau/Gatineau"," 79","Gatineau",63,8,53,55,44,3,226,411
24020,"Gatineau/Gatineau"," 80","Gatineau",50,1,58,53,34,0,196,326
24020,"Gatineau/Gatineau"," 81","Gatineau",91,5,43,70,28,1,238,438
24020,"Gatineau/Gatineau"," 82","Gatineau",33,7,45,32,16,1,134,397
24020,"Gatineau/Gatineau"," 83","Gatineau",45,2,32,49,33,3,164,306
24020,"Gatineau/Gatineau"," 83-1","Gatineau",65,1,60,103,53,1,283,584
24020,"Gatineau/Gatineau"," 84","Gatineau",69,10,56,68,22,5,230,349
24020,"Gatineau/Gatineau"," 85","Gatineau",55,13,60,56,40,0,224,363
24020,"Gatineau/Gatineau"," 86","Gatineau",Merged with No. 86-1A/Fusionné avec le nº 86-1A,,,,,,,90
24020,"Gatineau/Gatineau"," 86-1A","Gatineau",63,3,51,111,67,3,298,419
24020,"Gatineau/Gatineau"," 86-1B","Gatineau",54,3,60,124,61,3,305,443
24020,"Gatineau/Gatineau"," 87","Gatineau",26,3,22,47,20,0,118,253
24020,"Gatineau/Gatineau"," 88","Gatineau",47,2,41,45,20,4,159,367
24020,"Gatineau/Gatineau"," 89","Gatineau",40,2,36,16,19,1,114,398
24020,"Gatineau/Gatineau"," 90","Gatineau",48,3,36,46,21,1,155,297
24020,"Gatineau/Gatineau"," 91A","Gatineau",37,6,39,63,32,1,178,304
24020,"Gatineau/Gatineau"," 91B","Gatineau",53,6,45,54,35,0,193,344
24020,"Gatineau/Gatineau"," 92","Gatineau",70,2,36,56,36,3,203,465
24020,"Gatineau/Gatineau"," 93","Gatineau",29,4,28,24,14,1,100,332
24020,"Gatineau/Gatineau"," 94","Gatineau",48,5,55,38,28,1,175,341
24020,"Gatineau/Gatineau"," 95","Gatineau",51,5,48,47,27,0,178,359
24020,"Gatineau/Gatineau"," 96","Gatineau",32,3,50,28,20,2,135,353
24020,"Gatineau/Gatineau"," 97","Gatineau",40,4,25,30,17,2,118,243
24020,"Gatineau/Gatineau"," 98","Gatineau",43,5,37,55,20,1,161,298
24020,"Gatineau/Gatineau"," 99","Gatineau",13,1,19,22,17,0,72,254
24020,"Gatineau/Gatineau"," 100","Gatineau",36,6,45,57,30,0,174,324
24020,"Gatineau/Gatineau"," 101","Gatineau",44,7,34,51,42,2,180,341
24020,"Gatineau/Gatineau"," 102","Gatineau",32,10,39,42,35,0,158,360
24020,"Gatineau/Gatineau"," 103","Gatineau",41,7,51,43,22,0,164,355
24020,"Gatineau/Gatineau"," 104A","Gatineau",32,0,32,36,25,2,127,297
24020,"Gatineau/Gatineau"," 104B","Gatineau",46,5,40,33,25,2,151,345
24020,"Gatineau/Gatineau"," 105","Gatineau",28,5,26,17,11,3,90,257
24020,"Gatineau/Gatineau"," 106","Gatineau",25,7,38,31,21,2,124,313
24020,"Gatineau/Gatineau"," 107","Gatineau",40,4,52,39,19,1,155,422
24020,"Gatineau/Gatineau"," 108","Gatineau",36,3,54,31,18,4,146,346
24020,"Gatineau/Gatineau"," 109","Gatineau",62,12,85,63,40,0,262,498
24020,"Gatineau/Gatineau"," 110","Gatineau",86,6,44,48,30,6,220,421
24020,"Gatineau/Gatineau"," 111","Gatineau",71,8,60,47,51,4,241,410
24020,"Gatineau/Gatineau"," 112","Gatineau",65,4,60,44,38,2,213,396
24020,"Gatineau/Gatineau"," 113","Gatineau",38,1,36,33,20,0,128,264
24020,"Gatineau/Gatineau"," 114","Gatineau",49,3,58,25,14,4,153,289
24020,"Gatineau/Gatineau"," 115","Gatineau",60,5,74,47,53,2,241,397
24020,"Gatineau/Gatineau"," 116","Gatineau",82,5,80,53,46,2,268,463
24020,"Gatineau/Gatineau"," 117","Gatineau",80,7,49,50,34,3,223,340
24020,"Gatineau/Gatineau"," 117-1","Gatineau",37,2,75,68,33,2,217,340
24020,"Gatineau/Gatineau"," 118","Gatineau",96,10,72,84,26,4,292,426
24020,"Gatineau/Gatineau"," 119","Gatineau",73,12,76,29,25,5,220,351
24020,"Gatineau/Gatineau"," 120","Gatineau",65,4,65,35,34,3,206,334
24020,"Gatineau/Gatineau"," 121","Gatineau",83,4,91,61,32,1,272,461
24020,"Gatineau/Gatineau"," 122","Gatineau",74,12,55,44,31,1,217,375
24020,"Gatineau/Gatineau"," 123","Gatineau",77,11,60,87,36,0,271,439
24020,"Gatineau/Gatineau"," 123-1","Gatineau",94,8,88,80,56,5,331,589
24020,"Gatineau/Gatineau"," 124","Gatineau",80,7,53,71,32,2,245,424
24020,"Gatineau/Gatineau"," 125","Gatineau",74,5,76,37,25,2,219,393
24020,"Gatineau/Gatineau"," 126","Gatineau",81,6,87,53,29,5,261,393
24020,"Gatineau/Gatineau"," 127","Gatineau",76,7,82,56,47,2,270,421
24020,"Gatineau/Gatineau"," 128","Gatineau",60,7,81,60,39,1,248,385
24020,"Gatineau/Gatineau"," 129","Gatineau",69,6,71,41,20,0,207,372
24020,"Gatineau/Gatineau"," 130","Gatineau",76,7,62,35,24,2,206,427
24020,"Gatineau/Gatineau"," 131","Gatineau",36,6,48,22,17,0,129,339
24020,"Gatineau/Gatineau"," 132","Gatineau",51,2,53,25,21,1,153,331
24020,"Gatineau/Gatineau"," 133","Gatineau",67,4,52,40,37,3,203,342
24020,"Gatineau/Gatineau"," 134","Gatineau",40,3,41,27,9,0,120,290
24020,"Gatineau/Gatineau"," 135","Gatineau",59,9,51,35,22,1,177,401
24020,"Gatineau/Gatineau"," 136","Gatineau",Void/Supprimé,,,,,,,
24020,"Gatineau/Gatineau"," 137","Gatineau",50,3,53,33,18,3,160,355
24020,"Gatineau/Gatineau"," 138","Gatineau",56,5,81,43,28,1,214,367
24020,"Gatineau/Gatineau"," 139","Gatineau",78,4,87,55,31,1,256,462
24020,"Gatineau/Gatineau"," 139-1A","Gatineau",71,10,67,48,24,0,220,356
24020,"Gatineau/Gatineau"," 139-1B","Gatineau",79,7,70,65,38,3,262,413
24020,"Gatineau/Gatineau"," 140","Gatineau",38,3,41,35,11,1,129,295
24020,"Gatineau/Gatineau"," 141","Gatineau",75,8,104,54,33,0,274,596
24020,"Gatineau/Gatineau"," 142","Gatineau",68,4,94,56,31,3,256,391
24020,"Gatineau/Gatineau"," 143","Gatineau",65,8,56,45,32,1,207,358
24020,"Gatineau/Gatineau"," 144","Gatineau",64,9,59,55,17,6,210,333
24020,"Gatineau/Gatineau"," 145","Gatineau",48,4,25,44,23,2,146,321
24020,"Gatineau/Gatineau"," 146","Gatineau",41,5,50,51,28,0,175,323
24020,"Gatineau/Gatineau"," 147","Gatineau",42,8,52,59,33,2,196,378
24020,"Gatineau/Gatineau"," 148","Gatineau",48,6,51,37,31,1,174,340
24020,"Gatineau/Gatineau"," 149","Gatineau",42,5,51,67,30,0,195,358
24020,"Gatineau/Gatineau"," 150","Gatineau",45,5,51,45,29,2,177,303
24020,"Gatineau/Gatineau"," 151","Gatineau",53,5,30,55,32,0,175,308
24020,"Gatineau/Gatineau"," 152","Gatineau",42,5,51,37,33,1,169,378
24020,"Gatineau/Gatineau"," 153","Gatineau",42,2,46,25,15,3,133,423
24020,"Gatineau/Gatineau"," 154","Gatineau",53,6,63,33,12,4,171,407
24020,"Gatineau/Gatineau"," 155","Gatineau",17,1,36,14,12,1,81,228
24020,"Gatineau/Gatineau"," 156","Gatineau",53,5,61,45,21,2,187,351
24020,"Gatineau/Gatineau"," 157","Gatineau",54,0,49,32,30,3,168,323
24020,"Gatineau/Gatineau"," 158","Gatineau",31,5,29,34,26,1,126,268
24020,"Gatineau/Gatineau"," 159","Gatineau",59,5,59,43,26,2,194,435
24020,"Gatineau/Gatineau"," 160","Gatineau",66,3,27,33,30,3,162,325
24020,"Gatineau/Gatineau"," 161","Gatineau",45,2,38,42,23,1,151,328
24020,"Gatineau/Gatineau"," 162","Gatineau",49,6,44,43,18,0,160,302
24020,"Gatineau/Gatineau"," 163","Gatineau",30,6,62,27,14,3,142,356
24020,"Gatineau/Gatineau"," 164","Gatineau",40,5,37,39,26,0,147,328
24020,"Gatineau/Gatineau"," 165","Gatineau",66,4,46,36,36,1,189,327
24020,"Gatineau/Gatineau"," 166","Gatineau",62,7,75,49,25,1,219,503
24020,"Gatineau/Gatineau"," 167","Gatineau",34,5,36,17,17,0,109,326
24020,"Gatineau/Gatineau"," 168","Gatineau",36,3,48,37,32,0,156,385
24020,"Gatineau/Gatineau"," 169","Gatineau",33,4,31,34,25,0,127,243
24020,"Gatineau/Gatineau"," 170","Gatineau",29,6,56,28,17,0,136,331
24020,"Gatineau/Gatineau"," 171","Gatineau",49,3,63,36,25,1,177,347
24020,"Gatineau/Gatineau"," 172","Gatineau",55,3,28,29,30,2,147,330
24020,"Gatineau/Gatineau"," 173","Gatineau",56,10,78,48,30,3,225,459
24020,"Gatineau/Gatineau"," 174","Gatineau",46,11,40,31,16,2,146,279
24020,"Gatineau/Gatineau"," 175","Gatineau",29,9,45,39,18,0,140,276
24020,"Gatineau/Gatineau"," 176","Gatineau",31,2,59,33,12,3,140,381
24020,"Gatineau/Gatineau"," 177","Gatineau",19,4,37,14,17,0,91,273
24020,"Gatineau/Gatineau"," 178","Gatineau",42,3,33,23,22,2,125,375
24020,"Gatineau/Gatineau"," 179","Gatineau",31,2,50,16,21,2,122,321
24020,"Gatineau/Gatineau"," 180","Gatineau",35,4,34,25,6,1,105,297
24020,"Gatineau/Gatineau"," 181","Gatineau",20,4,41,29,15,0,109,272
24020,"Gatineau/Gatineau"," 182","Gatineau",52,6,54,39,27,3,181,354
24020,"Gatineau/Gatineau"," 183","Gatineau",42,9,46,29,20,3,149,304
24020,"Gatineau/Gatineau"," 184","Gatineau",27,1,66,32,17,1,144,297
24020,"Gatineau/Gatineau"," 185","Gatineau",74,10,96,50,43,5,278,587
24020,"Gatineau/Gatineau"," 185-1","Gatineau",77,5,94,62,25,3,266,521
24020,"Gatineau/Gatineau"," 186","Gatineau",55,3,93,44,50,2,247,449
24020,"Gatineau/Gatineau"," 187","Gatineau",63,1,91,63,52,5,275,488
24020,"Gatineau/Gatineau"," 188","Gatineau",73,4,66,55,38,3,239,428
24020,"Gatineau/Gatineau"," 189","Gatineau",62,5,90,47,25,3,232,423
24020,"Gatineau/Gatineau"," 190","Gatineau",60,3,74,32,14,1,184,359
24020,"Gatineau/Gatineau"," 191","Gatineau",58,1,47,53,25,1,185,333
24020,"Gatineau/Gatineau"," 192A","Gatineau",57,6,57,27,25,3,175,346
24020,"Gatineau/Gatineau"," 192B","Gatineau",59,4,55,38,25,0,181,354
24020,"Gatineau/Gatineau"," 193","Gatineau",46,1,47,36,20,1,151,315
24020,"Gatineau/Gatineau"," 194","Gatineau",40,2,25,22,20,1,110,261
24020,"Gatineau/Gatineau"," 195","Gatineau",62,4,48,32,32,3,181,345
24020,"Gatineau/Gatineau"," 196","Gatineau",70,4,79,48,30,0,231,340
24020,"Gatineau/Gatineau"," 197","Gatineau",57,7,94,45,27,0,230,386
24020,"Gatineau/Gatineau"," 198","Gatineau",55,4,72,56,17,1,205,326
24020,"Gatineau/Gatineau"," 199","Gatineau",44,9,56,37,46,3,195,366
24020,"Gatineau/Gatineau"," 200","Gatineau",63,2,61,38,19,2,185,354
24020,"Gatineau/Gatineau"," 201","Gatineau",33,7,39,36,23,0,138,362
24020,"Gatineau/Gatineau"," 202","Gatineau",22,5,53,38,18,0,136,375
24020,"Gatineau/Gatineau"," 203","Gatineau",55,4,68,29,34,5,195,385
24020,"Gatineau/Gatineau"," 204","Gatineau",32,3,33,27,30,0,125,289
24020,"Gatineau/Gatineau"," 205A","Gatineau",57,9,55,45,23,0,189,369
24020,"Gatineau/Gatineau"," 205B","Gatineau",80,2,56,48,26,3,215,434
24020,"Gatineau/Gatineau"," 205-1","Gatineau",75,2,93,49,33,1,253,451
24020,"Gatineau/Gatineau"," 205-2","Gatineau",81,3,82,51,44,2,263,429
24020,"Gatineau/Gatineau"," 206","Gatineau",96,13,123,67,42,3,344,594
24020,"Gatineau/Gatineau"," 207","Gatineau",44,5,54,36,44,0,183,429
24020,"Gatineau/Gatineau"," 208","Gatineau",51,6,48,32,14,0,151,297
24020,"Gatineau/Gatineau"," 209","Gatineau",70,7,63,33,35,2,210,451
24020,"Gatineau/Gatineau"," 210","Gatineau",57,2,55,28,22,0,164,344
24020,"Gatineau/Gatineau"," 211","Gatineau",91,6,86,42,39,3,267,484
24020,"Gatineau/Gatineau"," 212A","Gatineau",48,3,44,24,24,1,144,292
24020,"Gatineau/Gatineau"," 212B","Gatineau",51,2,58,26,29,3,169,368
24020,"Gatineau/Gatineau"," 213","Gatineau",67,2,59,49,22,2,201,302
24020,"Gatineau/Gatineau"," 214","Gatineau",72,2,46,36,40,1,197,372
24020,"Gatineau/Gatineau"," 215","Gatineau",55,4,66,36,26,1,188,327
24020,"Gatineau/Gatineau"," 216","Gatineau",48,1,36,33,45,1,164,359
24020,"Gatineau/Gatineau"," 217","Gatineau",43,5,43,30,16,0,137,369
24020,"Gatineau/Gatineau"," 218","Gatineau",27,4,29,36,23,0,119,285
24020,"Gatineau/Gatineau"," 500","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,79
24020,"Gatineau/Gatineau"," 501","Mobile poll/Bureau itinérant",12,1,2,37,13,2,67,144
24020,"Gatineau/Gatineau"," 502","Mobile poll/Bureau itinérant",2,0,7,15,4,1,29,141
24020,"Gatineau/Gatineau"," 503","Mobile poll/Bureau itinérant",6,3,9,36,17,5,76,181
24020,"Gatineau/Gatineau"," 600","Gatineau",143,15,294,191,135,4,782,
24020,"Gatineau/Gatineau"," 601","Gatineau",136,15,189,215,194,5,754,
24020,"Gatineau/Gatineau"," 602","Gatineau",97,3,114,120,82,4,420,
24020,"Gatineau/Gatineau"," 603","Gatineau",92,11,98,94,84,3,382,
24020,"Gatineau/Gatineau"," 604","Gatineau",143,20,184,255,180,2,784,
24020,"Gatineau/Gatineau"," 605","Gatineau",82,8,99,140,84,3,416,
24020,"Gatineau/Gatineau"," 606","Gatineau",102,12,112,134,118,3,481,
24020,"Gatineau/Gatineau"," 607","Gatineau",125,11,152,112,91,6,497,
24020,"Gatineau/Gatineau"," 608","Gatineau",150,9,199,215,147,6,726,
24020,"Gatineau/Gatineau"," 609","Gatineau",71,10,128,143,90,3,445,
24020,"Gatineau/Gatineau"," 610","Gatineau",103,11,149,101,106,3,473,
24020,"Gatineau/Gatineau"," 611","Gatineau",89,1,117,75,86,0,368,
24020,"Gatineau/Gatineau"," 612","Gatineau",95,6,105,62,62,3,333,
24020,"Gatineau/Gatineau",,Group 1/Groupe 1,28,13,47,57,128,11,284,516
24020,"Gatineau/Gatineau",,Group 2/Groupe 2,219,18,300,330,215,21,1103,

