Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ernest Oliver Rathwell,Scott Reid,David Remington,Chris Walker,Sandra Willard,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 72","Carleton Place",2,114,25,15,29,0,185,375
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 73","Carleton Place",4,144,44,24,27,1,244,409
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 74","Carleton Place",0,203,36,33,25,0,297,492
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 75","Carleton Place",4,140,31,18,12,0,205,380
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 76","Carleton Place",1,68,22,16,14,1,122,356
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 77","Carleton Place",1,123,25,27,24,1,201,407
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 78","Carleton Place",1,94,23,13,18,0,149,315
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 79","Carleton Place",1,86,19,15,26,1,148,298
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 80","Carleton Place",0,130,44,18,24,0,216,435
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 81","Carleton Place",1,256,50,24,37,1,369,616
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 82","Carleton Place",0,94,18,18,17,0,147,296
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 83","Carleton Place",2,81,18,21,22,0,144,317
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 84","Carleton Place",2,138,38,35,23,2,238,435
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 85","Carleton Place",2,104,26,22,19,2,175,359
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 86","Carleton Place",1,192,35,23,29,0,280,481
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 87","Carleton Place",2,96,33,33,19,1,184,325
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 88","Carleton Place",0,136,19,11,21,1,188,366
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 89","Smiths Falls",3,79,25,13,15,0,135,329
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 90","Smiths Falls",0,90,18,14,24,1,147,369
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 91","Smiths Falls",2,43,15,10,23,1,94,331
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 92","Smiths Falls",3,69,24,7,46,2,151,398
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 93","Smiths Falls",2,92,28,8,30,1,161,440
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 94","Smiths Falls",1,98,27,13,42,1,182,434
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 95","Smiths Falls",4,109,9,11,34,0,167,333
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 96","Smiths Falls",0,72,38,14,22,1,147,346
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 97","Smiths Falls",1,83,33,14,17,0,148,397
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 98","Smiths Falls",2,74,24,11,31,0,142,384
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 99","Smiths Falls",3,79,20,6,25,0,133,295
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 100","Smiths Falls",1,135,37,16,36,0,225,443
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 101","Smiths Falls",2,107,35,12,20,0,176,346
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 102","Smiths Falls",1,206,47,13,32,1,300,587
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 103","Smiths Falls",2,83,38,6,21,2,152,362
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 104","Smiths Falls",0,148,74,19,24,0,265,443
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 105","Smiths Falls",3,153,51,15,55,0,277,542
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 106","Perth",1,91,30,14,26,1,163,263
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 107","Perth",3,199,60,24,13,3,302,503
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 108","Perth",0,109,34,46,21,1,211,414
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 109","Perth",1,82,35,24,17,1,160,324
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 110","Perth",0,61,26,8,13,0,108,240
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 111","Perth",3,110,33,13,16,1,176,474
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 111-1","Perth",Void/Supprimé,,,,,,,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 112","Perth",0,99,24,13,13,0,149,307
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 113","Perth",0,79,30,11,17,0,137,317
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 114","Perth",0,72,33,23,14,0,142,332
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 115","Perth",1,106,36,21,22,0,186,441
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 116","Perth",1,79,48,22,18,1,169,376
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 117","Perth",0,92,56,16,19,1,184,423
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 118","Perth",1,80,32,10,16,0,139,301
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 119","Perth",4,141,38,20,22,0,225,431
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 120","Erinsville",2,123,94,18,43,0,280,425
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 121","Tamworth",3,132,70,18,43,1,267,500
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 122","Bellheck",2,106,58,13,50,0,229,359
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 123","Chippewa",0,74,29,18,30,0,151,263
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 124","Enterprise",1,88,25,15,35,0,164,313
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 125","Croydon",2,88,40,18,15,1,164,341
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 126","Milsap",0,79,59,15,43,0,196,404
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 127","Stone Mills",2,84,43,20,22,0,171,321
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 128","Moscow",4,123,72,10,42,3,254,450
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 129","Colebrook",2,93,48,21,45,1,210,394
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 130","Yarker",1,86,54,27,42,2,212,359
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 131","Camden East",0,84,63,25,27,0,199,361
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 132","Camden East",3,80,79,19,16,0,197,315
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 133","Newburgh",1,45,56,19,40,0,161,295
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 134","Newburgh",2,32,46,8,36,0,124,227
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 135","Strathcona",0,34,20,2,19,0,75,138
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 136","Glendower",1,71,59,15,28,0,174,422
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 137","Bedford",3,107,69,29,24,1,233,414
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 138","Bellrock",2,63,36,16,24,0,141,295
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 139","Verona",0,90,39,16,30,0,175,334
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 139-1","South Frontenac",1,49,27,5,13,0,95,196
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 140","South Frontenac",0,67,19,10,21,1,118,215
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 141","Holleford",1,80,44,15,12,0,152,268
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 142","Piccadilly",2,80,37,17,25,0,161,317
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 142-1","South Frontenac",2,61,51,18,10,0,142,254
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 143","Desert Lake",0,70,45,26,22,0,163,353
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 144","Raymond's Corners",0,135,58,27,39,0,259,435
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 144-1","Perth Road Village",0,49,41,18,8,0,116,179
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 145","Keelerville",3,117,82,46,29,2,279,499
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 146","Battersea",0,81,46,12,16,0,155,255
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 147","South Frontenac",1,50,36,5,22,1,115,194
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 148","Loughborough",1,101,42,19,28,1,192,403
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 149","Missouri",1,73,65,22,28,0,189,401
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 150","Moons Corners",1,107,58,15,38,1,220,485
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 151","Sydenham",0,42,25,15,25,0,107,266
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 151-1","South Frontenac",1,66,40,15,14,1,137,304
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 152","South Frontenac",1,85,75,27,30,0,218,390
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 152-1","South Frontenac",1,28,24,10,9,0,72,157
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 153","Hartington",0,79,26,9,21,0,135,213
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 154","Harrowsmith",0,69,23,13,26,0,131,233
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 155","Harrowsmith",1,77,35,12,41,1,167,290
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 156","Petworth",2,98,61,24,29,0,214,436
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 157","Star Corners",0,101,53,30,46,0,230,422
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 158","Murvale",1,99,61,14,49,0,224,420
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 159","Raiton",2,127,59,27,39,1,255,477
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 160","Raiton",2,85,73,27,36,0,223,448
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 161","Davidsons Beach",0,103,45,15,14,0,177,376
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 162","Inverary",0,98,56,18,29,0,201,355
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 163","Latimer",1,141,78,24,57,0,301,484
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 164","Sunbury",0,81,54,8,28,0,171,284
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 164-1","South Frontenac",2,76,44,19,25,0,166,263
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 165","Milburn",2,83,45,16,29,0,175,331
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 165-1","South Frontenac",1,94,78,21,33,0,227,432
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 166","Ida Hill",1,88,51,14,37,0,191,408
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 167","Greater Napanee",0,154,31,17,27,1,230,407
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 168","Greater Napanee",0,116,37,10,27,2,192,397
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 169","Greater Napanee",1,142,54,16,41,1,255,463
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 170","Greater Napanee",1,77,26,15,26,0,145,347
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 171","Greater Napanee",2,113,35,6,25,0,181,394
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 171-1","Greater Napanee",0,34,8,4,21,1,68,216
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 172","Greater Napanee",1,106,61,6,33,0,207,365
