Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,David Andres,Inky Mark,Wendy Menzies,Charles Prefontaine,Kate Storey,Ron Strynadka,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 34","Ethelbert",14,98,18,1,6,44,0,181,306
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 35","Fork River",1,84,7,1,9,22,0,124,226
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 36","San Clara",2,90,39,0,10,16,0,157,288
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 37","Zelena",1,76,10,0,5,16,0,108,211
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 38","Roblin",0,68,6,0,9,10,0,93,229
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 39","Roblin",3,87,19,0,5,30,0,144,278
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 40","Roblin",1,75,17,0,4,19,1,117,210
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 41","Roblin",5,150,13,1,21,25,2,217,470
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 42","Roblin",3,108,19,0,7,22,0,159,265
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 43","Roblin",3,32,6,0,4,10,0,55,85
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 44","Bield",2,54,6,0,4,5,0,71,242
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 45","Valley River 63A",0,8,16,0,7,28,0,59,115
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 46","Shell Valley--Dropmore",3,152,17,0,21,28,0,221,422
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 47","Grandview",1,91,11,0,26,23,0,152,260
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 48","Grandview",4,112,19,0,25,47,1,208,391
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 49","Grandview",1,95,16,0,17,47,1,177,302
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 50","Drifting River",3,95,13,0,11,22,0,144,258
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 51","Gilbert Plains",5,136,32,2,23,48,0,246,396
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 52","Gilbert Plains",2,65,9,0,10,18,1,105,168
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 53","Birchview",2,84,12,0,14,33,0,145,291
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 54","Ashville",1,94,9,0,12,26,0,142,256
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 55","Sifton",2,99,14,2,10,58,0,185,279
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 56","Valley River",3,90,12,1,14,30,0,150,290
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 57","Spruce Bluff",1,127,17,0,11,17,2,175,351
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 58","Dauphin",0,91,16,0,8,15,1,131,223
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 59","Eclipse",2,70,11,0,7,21,1,112,216
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 60","Dauphin",6,119,14,0,13,24,1,177,304
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 61","Ochre River",3,179,32,0,17,30,0,261,469
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 62","Dauphin",3,74,20,0,4,30,1,132,342
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 63","Dauphin",6,54,13,0,3,22,0,98,231
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 64","Dauphin",1,46,14,1,6,16,1,85,232
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 65","Dauphin",2,54,21,0,8,23,0,108,268
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 66","Dauphin",5,84,8,0,9,26,0,132,284
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 67","Dauphin",0,91,21,0,11,50,2,175,368
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 68","Dauphin",3,101,26,0,12,33,0,175,388
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 69","Dauphin",5,102,28,0,21,37,5,198,380
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 70","Dauphin",1,79,32,0,19,17,1,149,315
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 71","Dauphin",1,89,18,2,20,33,1,164,387
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 72","Dauphin",1,26,9,1,3,25,2,67,209
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 73","Dauphin",4,104,22,0,18,29,0,177,375
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 74","Dauphin",1,84,31,1,17,26,0,160,333
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 75","Dauphin",5,135,42,0,26,38,1,247,466
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 76","Dauphin",7,97,22,0,9,36,0,171,348
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 77","Dauphin",0,93,18,0,2,40,0,153,359
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 78","Dauphin",2,129,46,1,12,41,0,231,429
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 79","Waterhen 45",1,11,61,1,1,26,0,101,212
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 80","Waterhen",1,56,9,0,3,36,0,105,202
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 81","Toutes Aides",2,58,14,1,1,26,0,102,171
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 82","Rorketon",2,63,11,0,9,31,1,117,213
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 83","Crane River 51",1,10,25,2,6,36,0,80,336
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 84","Ste. Rose",1,140,38,1,11,22,0,213,370
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 85","Ste. Rose du Lac",1,27,10,0,0,11,2,51,151
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 86","Ste. Rose du Lac",3,49,29,0,4,20,0,105,261
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 87","Ste. Rose du Lac",5,80,37,0,3,16,2,143,362
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 88","Eddystone",0,48,18,0,4,9,0,79,129
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 89","Makinak",1,67,7,2,6,15,1,99,191
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 90","Laurier",4,95,31,0,15,28,0,173,346
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 91","Shellmouth--Boulton",5,179,24,0,18,22,0,248,420
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 92","Harrowby",0,102,16,0,17,12,0,147,258
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 93","Russell",0,111,25,0,8,15,1,160,250
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 94","Russell",2,185,23,0,12,38,1,261,508
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 95","Russell",2,159,23,3,2,17,2,208,345
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 96","Binscarth",0,68,13,0,3,16,0,100,192
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 97","Binscarth",1,148,20,1,9,13,0,192,342
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 98","Angusville",1,132,10,0,9,24,0,176,315
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 99A","Waywayseecappo First Nation",0,3,16,0,1,33,0,53,211
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 99B","Waywayseecappo First Nation",1,9,7,0,7,16,0,40,238
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 99C","Waywayseecappo First Nation",1,6,12,0,3,20,0,42,223
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 100","Rossburn",0,110,16,1,18,28,0,173,353
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 101","Rossburn",1,137,16,0,11,22,0,187,403
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 102","Oakburn",1,70,15,0,8,16,1,111,188
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 103","Horod",1,39,3,0,7,19,0,69,147
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 104A","Keeseekoowenin--Elphinstone",1,39,5,1,0,8,2,56,178
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 104B","Keeseekoowenin--Elphinstone",0,6,19,0,2,29,1,57,191
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 105","Sandy Lake ",0,166,26,0,15,18,1,226,384
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 106","Onanole",0,79,14,0,5,15,0,113,179
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 107","Onanole",1,155,44,0,45,27,1,273,474
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 108A","Ebb and Flow 52",0,13,29,3,1,46,0,92,269
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 108B","Ebb and Flow 52",0,14,26,4,0,42,0,86,266
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 109","Alonsa",0,36,14,0,3,14,0,67,266
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 110","McCreary",0,34,19,0,6,7,0,66,126
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 111","McCreary",1,112,56,0,14,27,0,210,363
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 112","McCreary",0,62,28,1,5,22,0,118,253
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 113","Alonsa",2,101,13,0,7,39,0,162,329
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 114","Amaranth",1,73,18,1,2,18,2,115,228
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 115A","Sandy Bay 5",1,2,12,0,0,10,0,25,189
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 115B","Sandy Bay 5",0,1,4,0,1,13,0,19,213
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 115C","Sandy Bay 5",0,0,9,1,2,3,0,15,196
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 115D","Sandy Bay 5",0,0,0,0,1,8,0,9,253
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 115E","Sandy Bay 5",0,2,3,0,1,1,0,7,147
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 116A","Sandy Bay 5",0,0,5,2,0,10,0,17,83
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 116B","Sandy Bay 5",Merged with No. 116A/Fusionné avec le nº 116A,,,,,,,,74
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 116C","Sandy Bay 5",Merged with No. 116A/Fusionné avec le nº 116A,,,,,,,,104
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 117","St-Lazare",4,131,54,1,10,23,1,224,385
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 118","Foxwarren",2,114,11,0,8,10,0,145,271
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 119","Solsgirth",1,107,23,0,9,26,0,166,303
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 120","Birtle",0,64,9,0,4,26,0,103,183
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 121","Birtle",1,101,13,0,7,25,0,147,265
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 122","McAuley",1,98,12,1,6,16,0,134,247
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 123","Beulah",1,53,13,0,6,21,0,94,250
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 124","Miniota",1,186,16,0,26,33,1,263,544
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 125","Shoal Lake",2,77,8,0,5,23,0,115,160
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 126","Shoal Lake",0,103,11,1,7,22,1,145,262
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 127","Shoal Lake",1,102,16,0,5,17,0,141,232
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 128","Strathclair",1,88,7,1,11,12,0,120,194
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 129","Strathclair",1,112,21,0,12,16,0,162,285
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 130","Oakner",0,131,20,0,19,12,0,182,306
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 131","Hamiota",1,138,21,0,13,17,0,190,325
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 132","Hamiota",0,98,14,0,9,20,0,141,231
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 133","Cardale",1,34,22,0,13,7,0,77,122
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 134","Oak River",0,105,13,0,20,20,0,158,273
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 135","Moline",3,115,25,0,21,20,1,185,274
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 136","Rapid City",3,113,20,0,19,33,0,188,364
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 137","Rolling River 67",0,5,18,0,20,26,0,69,138
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 138","Erickson",3,114,27,0,20,28,0,192,295
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 139","Erickson",2,124,29,1,21,42,0,219,478
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 140","Newdale",0,108,33,0,19,19,0,179,345
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 141","Clanwilliam",3,156,21,0,21,21,0,222,454
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 142","Minnedosa",3,72,12,1,10,14,0,112,231
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 143","Minnedosa",0,94,32,0,11,13,0,150,273
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 144","Minnedosa",3,56,18,1,11,22,0,111,194
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 145","Minnedosa",0,85,27,0,16,22,0,150,246
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 146","Minnedosa",1,95,34,0,18,35,0,183,412
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 147","Minnedosa",1,108,20,0,10,22,0,161,291
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 148","Minnedosa",1,70,25,0,14,30,0,140,237
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 149","Moore Park",3,125,21,1,17,20,1,188,343
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 150","Riding Mountain",3,85,16,0,5,11,0,120,245
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 151","Kelwood",0,55,19,0,5,9,0,88,161
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 152","Glenella",5,139,34,2,8,17,0,205,327
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 153","Franklin",Void/Supprimé,,,,,,,,
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 154","Birnie",0,65,11,0,6,8,0,90,273
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 155","Eden",1,72,24,1,15,17,0,130,365
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 156","Howden",1,162,43,1,7,13,2,229,428
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 157","Arden",1,85,4,0,6,9,0,105,250
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 158","Neepawa",3,108,12,0,4,16,1,144,288
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 159","Neepawa",0,76,29,1,4,5,0,115,215
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 160","Neepawa",0,73,22,0,5,16,3,119,239
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 161","Neepawa",0,104,68,2,11,18,0,203,392
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 162","Neepawa",1,79,24,1,3,7,1,116,231
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 163","Neepawa",1,77,54,0,6,9,1,148,303
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 164","Neepawa",0,34,12,0,11,4,0,61,199
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 165","Neepawa",0,102,25,1,8,12,0,148,234
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 166","Neepawa",1,120,52,2,5,10,1,191,349
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 167","Neepawa",Void/Supprimé,,,,,,,,
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 168","Mentmore",1,62,35,0,7,3,0,108,233
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 169","Mekiwin",0,82,14,0,4,8,1,109,191
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 170","Plumas",0,167,28,1,4,16,1,217,351
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 171","Ogilvie--Mayfield",1,166,21,1,7,5,1,202,416
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 172","Langruth",3,98,15,0,4,10,0,130,265
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 173","Mayfield",Void/Supprimé,,,,,,,,
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 174","Gladstone",0,97,25,0,6,16,1,145,258
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 175","Gladstone",2,127,28,1,12,18,0,188,388
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 176","Muir",1,70,9,0,5,2,0,87,230
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 177","Westbourne",2,74,10,0,3,6,0,95,225
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 500","Mobile poll/Bureau itinérant",2,26,7,0,6,11,1,53,147
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 501","Mobile poll/Bureau itinérant",1,28,3,1,4,14,1,52,110
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 502","Mobile poll/Bureau itinérant",0,46,14,1,1,9,0,71,139
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 503","Mobile poll/Bureau itinérant",3,21,8,0,0,5,4,41,148
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 504","Mobile poll/Bureau itinérant",5,31,23,1,2,18,0,80,155
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 505","Mobile poll/Bureau itinérant",2,29,16,0,0,8,4,59,95
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 506","Mobile poll/Bureau itinérant",1,36,3,1,1,2,2,46,80
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 507","Mobile poll/Bureau itinérant",1,20,8,0,2,3,0,34,77
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 508","Mobile poll/Bureau itinérant",1,31,7,0,2,2,0,43,84
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 509","Mobile poll/Bureau itinérant",2,31,11,0,7,7,1,59,97
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 510","Mobile poll/Bureau itinérant",0,54,13,0,1,13,0,81,133
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 511","Mobile poll/Bureau itinérant",0,88,31,0,2,8,1,130,193
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 512","Mobile poll/Bureau itinérant",3,64,17,0,2,28,0,114,166
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 513","Mobile poll/Bureau itinérant",2,84,14,3,3,33,0,139,194
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 600","Barrows",Combined with No. 602/Jumelé avec le nº 602,,,,,,,,
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 601","Pelican Rapids",0,1,3,0,0,4,0,8,
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 602","Birch River--Mafeking",0,13,0,0,0,22,0,35,
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 603","Swan River",0,200,38,0,22,47,1,308,
46004,"Dauphin--Swan River--Marquette/Dauphin--Swan River--Marquette"," 604","Cowan",0,40,1,0,3,8,0,52,
