Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Michael Byers,Adriane Carr,John Clarke,Hedy Fry,Michael Hill,Lorne Mayencourt,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59029,Vancouver Centre/Vancouver-Centre, 30-1,Vancouver,32,18,4,72,0,87,0,213,243
59029,Vancouver Centre/Vancouver-Centre,31,Vancouver,55,58,2,81,1,44,1,242,398
59029,Vancouver Centre/Vancouver-Centre,32,Vancouver,86,50,0,73,0,31,0,240,463
59029,Vancouver Centre/Vancouver-Centre,33,Vancouver,72,58,1,87,0,42,1,261,531
59029,Vancouver Centre/Vancouver-Centre,34,Vancouver,44,34,0,78,0,44,1,201,464
59029,Vancouver Centre/Vancouver-Centre,35,Vancouver,Merged with No. 35-1/Fusionné avec le nº 35-1,,,,,,,,208
59029,Vancouver Centre/Vancouver-Centre, 35-1,Vancouver,26,24,2,74,0,52,2,180,296
59029,Vancouver Centre/Vancouver-Centre, 35-2,Vancouver,24,18,1,48,3,38,0,132,302
59029,Vancouver Centre/Vancouver-Centre,36,Vancouver,32,28,0,70,0,60,2,192,548
59029,Vancouver Centre/Vancouver-Centre, 36-1,Vancouver,27,16,2,71,0,88,3,207,464
59029,Vancouver Centre/Vancouver-Centre,37,Vancouver,21,17,0,63,0,87,0,188,427
59029,Vancouver Centre/Vancouver-Centre,38,Vancouver,25,29,1,76,0,29,0,160,308
59029,Vancouver Centre/Vancouver-Centre, 38-1,Vancouver,Merged with No. 38/Fusionné avec le nº 38,,,,,,,,48
59029,Vancouver Centre/Vancouver-Centre, 38-2,Vancouver,49,50,3,103,3,153,0,361,695
59029,Vancouver Centre/Vancouver-Centre,39,Vancouver,45,48,3,60,0,69,0,225,464
59029,Vancouver Centre/Vancouver-Centre,40,Vancouver,32,48,1,45,0,35,0,161,325
59029,Vancouver Centre/Vancouver-Centre,41,Vancouver,48,40,1,67,0,22,0,178,339
59029,Vancouver Centre/Vancouver-Centre,42,Vancouver,48,43,1,46,0,30,1,169,322
59029,Vancouver Centre/Vancouver-Centre,43,Vancouver,62,57,1,78,1,50,1,250,477
59029,Vancouver Centre/Vancouver-Centre,44,Vancouver,71,44,1,95,0,30,3,244,489
59029,Vancouver Centre/Vancouver-Centre,45,Vancouver,36,40,1,95,0,31,0,203,332
59029,Vancouver Centre/Vancouver-Centre,46,Vancouver,68,51,0,66,2,29,1,217,403
59029,Vancouver Centre/Vancouver-Centre,47,Vancouver,42,31,0,87,0,32,1,193,393
59029,Vancouver Centre/Vancouver-Centre,48,Vancouver,45,56,0,108,0,49,0,258,477
59029,Vancouver Centre/Vancouver-Centre,49,Vancouver,49,50,0,77,0,48,1,225,497
59029,Vancouver Centre/Vancouver-Centre,50,Vancouver,69,61,1,70,0,38,0,239,473
59029,Vancouver Centre/Vancouver-Centre,51,Vancouver,38,47,0,74,0,33,0,192,348
59029,Vancouver Centre/Vancouver-Centre,52,Vancouver,55,61,2,89,0,31,0,238,421
59029,Vancouver Centre/Vancouver-Centre,53,Vancouver,89,47,1,77,0,31,0,245,416
59029,Vancouver Centre/Vancouver-Centre,54,Vancouver,62,41,1,85,1,31,2,223,355
59029,Vancouver Centre/Vancouver-Centre,55,Vancouver,52,74,1,122,0,46,1,296,509
59029,Vancouver Centre/Vancouver-Centre,56,Vancouver,60,43,2,73,0,22,1,201,447
59029,Vancouver Centre/Vancouver-Centre,57,Vancouver,46,42,1,63,0,20,0,172,304
59029,Vancouver Centre/Vancouver-Centre,58,Vancouver,81,53,0,72,0,33,1,240,507
59029,Vancouver Centre/Vancouver-Centre,59,Vancouver,52,37,1,47,0,25,2,164,377
59029,Vancouver Centre/Vancouver-Centre,60,Vancouver,62,49,2,63,0,34,0,210,394
59029,Vancouver Centre/Vancouver-Centre,61,Vancouver,58,72,0,60,0,33,0,223,411
59029,Vancouver Centre/Vancouver-Centre,62,Vancouver,85,92,3,87,1,61,0,329,434
59029,Vancouver Centre/Vancouver-Centre, 62-1,Vancouver,Merged with No. 62/Fusionné avec le nº 62,,,,,,,,196
59029,Vancouver Centre/Vancouver-Centre,63,Vancouver,73,61,1,78,0,41,1,255,483
59029,Vancouver Centre/Vancouver-Centre,64,Vancouver,61,44,1,86,0,39,1,232,452
59029,Vancouver Centre/Vancouver-Centre,65,Vancouver,74,55,0,103,0,34,0,266,469
59029,Vancouver Centre/Vancouver-Centre,66,Vancouver,34,43,0,64,0,22,1,164,331
59029,Vancouver Centre/Vancouver-Centre,67,Vancouver,52,42,0,67,0,37,2,200,374
59029,Vancouver Centre/Vancouver-Centre,68,Vancouver,40,41,1,61,0,15,0,158,334
59029,Vancouver Centre/Vancouver-Centre,69,Vancouver,58,59,0,89,0,73,1,280,481
59029,Vancouver Centre/Vancouver-Centre,70,Vancouver,Merged with No. 70-1/Fusionné avec le nº 70-1,,,,,,,,226
59029,Vancouver Centre/Vancouver-Centre, 70-1,Vancouver,58,71,0,122,2,73,2,328,380
59029,Vancouver Centre/Vancouver-Centre,71,Vancouver,65,29,2,104,1,59,0,260,483
59029,Vancouver Centre/Vancouver-Centre,72,Vancouver,56,43,2,63,1,31,0,196,375
59029,Vancouver Centre/Vancouver-Centre,73,Vancouver,61,30,1,85,2,46,3,228,393
59029,Vancouver Centre/Vancouver-Centre,74,Vancouver,56,58,2,87,2,37,1,243,508
59029,Vancouver Centre/Vancouver-Centre,75,Vancouver,28,24,3,81,0,68,0,204,485
59029,Vancouver Centre/Vancouver-Centre,76,Vancouver,10,13,0,41,0,64,0,128,295
59029,Vancouver Centre/Vancouver-Centre, 76-1,Vancouver,11,24,1,41,0,42,1,120,294
59029,Vancouver Centre/Vancouver-Centre,77,Vancouver,25,24,1,64,0,76,1,191,452
59029,Vancouver Centre/Vancouver-Centre,78,Vancouver,Merged with No. 78-1/Fusionné avec le nº 78-1,,,,,,,,265
59029,Vancouver Centre/Vancouver-Centre, 78-1,Vancouver,59,36,0,74,1,62,1,233,367
59029,Vancouver Centre/Vancouver-Centre,79,Vancouver,46,41,1,60,1,36,0,185,402
59029,Vancouver Centre/Vancouver-Centre,80,Vancouver,35,26,0,66,0,52,2,181,444
59029,Vancouver Centre/Vancouver-Centre,81,Vancouver,40,16,4,60,0,34,0,154,444
59029,Vancouver Centre/Vancouver-Centre, 81-1,Vancouver,51,43,2,67,0,64,0,227,277
59029,Vancouver Centre/Vancouver-Centre,82,Vancouver,Merged with No. 81-1/Fusionné avec le nº 81-1,,,,,,,,137
59029,Vancouver Centre/Vancouver-Centre, 82-1,Vancouver,46,61,4,108,1,60,1,281,604
59029,Vancouver Centre/Vancouver-Centre,83,Vancouver,28,37,0,81,0,41,0,187,387
59029,Vancouver Centre/Vancouver-Centre, 83-1,Vancouver,48,22,1,67,0,33,1,172,512
59029,Vancouver Centre/Vancouver-Centre,84,Vancouver,9,16,0,35,0,102,0,162,360
59029,Vancouver Centre/Vancouver-Centre, 84-1,Vancouver,19,25,3,74,1,67,1,190,429
59029,Vancouver Centre/Vancouver-Centre, 84-2,Vancouver,18,14,0,61,1,76,0,170,404
59029,Vancouver Centre/Vancouver-Centre, 84-3,Vancouver,15,30,0,85,1,79,2,212,490
59029,Vancouver Centre/Vancouver-Centre,85,Vancouver,28,22,0,82,0,132,0,264,549
59029,Vancouver Centre/Vancouver-Centre,86,Vancouver,25,31,1,61,1,46,0,165,306
59029,Vancouver Centre/Vancouver-Centre,87,Vancouver,40,51,2,110,0,103,2,308,637
59029,Vancouver Centre/Vancouver-Centre,88,Vancouver,Merged with No. 88-1/Fusionné avec le nº 88-1,,,,,,,,169
59029,Vancouver Centre/Vancouver-Centre, 88-1,Vancouver,33,48,1,101,0,101,0,284,397
59029,Vancouver Centre/Vancouver-Centre,89,Vancouver,24,42,1,61,0,34,0,162,320
59029,Vancouver Centre/Vancouver-Centre,90,Vancouver,31,39,5,88,0,52,1,216,427
59029,Vancouver Centre/Vancouver-Centre, 90-1,Vancouver,Merged with No. 90-2/Fusionné avec le nº 90-2,,,,,,,,197
59029,Vancouver Centre/Vancouver-Centre, 90-2,Vancouver,45,43,0,86,0,85,0,259,363
59029,Vancouver Centre/Vancouver-Centre,91,Vancouver,26,23,1,57,0,48,0,155,345
59029,Vancouver Centre/Vancouver-Centre,92,Vancouver,25,19,2,52,0,64,0,162,307
59029,Vancouver Centre/Vancouver-Centre, 92-1,Vancouver,62,22,1,54,2,43,2,186,393
59029,Vancouver Centre/Vancouver-Centre,93,Vancouver,Merged with No. 93-1/Fusionné avec le nº 93-1,,,,,,,,98
59029,Vancouver Centre/Vancouver-Centre, 93-1,Vancouver,19,30,2,85,1,115,1,253,458
59029,Vancouver Centre/Vancouver-Centre,94,Vancouver,21,25,1,52,0,62,1,162,318
59029,Vancouver Centre/Vancouver-Centre, 94-1,Vancouver,38,39,2,107,0,129,2,317,734
59029,Vancouver Centre/Vancouver-Centre,95,Vancouver,25,16,2,42,0,50,1,136,286
59029,Vancouver Centre/Vancouver-Centre,96,Vancouver,59,39,1,83,0,50,0,232,469
59029,Vancouver Centre/Vancouver-Centre,97,Vancouver,49,31,0,72,1,23,2,178,334
59029,Vancouver Centre/Vancouver-Centre,98,Vancouver,61,44,1,48,0,42,4,200,240
59029,Vancouver Centre/Vancouver-Centre,99,Vancouver,46,45,0,95,0,39,0,225,429
59029,Vancouver Centre/Vancouver-Centre,100,Vancouver,59,43,3,105,0,54,1,265,581
59029,Vancouver Centre/Vancouver-Centre,101,Vancouver,Merged with No. 98/Fusionné avec le nº 98,,,,,,,,219
59029,Vancouver Centre/Vancouver-Centre, 101-1,Vancouver,79,35,4,101,0,58,2,279,550
59029,Vancouver Centre/Vancouver-Centre,102,Vancouver,28,44,1,68,0,51,0,192,346
59029,Vancouver Centre/Vancouver-Centre, 102-1,Vancouver,Merged with No. 102/Fusionné avec le nº 102,,,,,,,,164
59029,Vancouver Centre/Vancouver-Centre, 102-2,Vancouver,16,15,1,36,0,56,0,124,372
59029,Vancouver Centre/Vancouver-Centre,103,Vancouver,9,29,2,37,0,46,0,123,560
59029,Vancouver Centre/Vancouver-Centre, 103-1,Vancouver,Merged with No. 103-2/Fusionné avec le nº 103-2,,,,,,,,246
59029,Vancouver Centre/Vancouver-Centre, 103-2,Vancouver,49,36,1,64,0,47,0,197,262
59029,Vancouver Centre/Vancouver-Centre,104,Vancouver,45,50,5,110,0,75,2,287,561
59029,Vancouver Centre/Vancouver-Centre, 104-1,Vancouver,26,23,0,60,0,61,0,170,355
59029,Vancouver Centre/Vancouver-Centre,105,Vancouver,41,50,3,95,1,73,1,264,525
59029,Vancouver Centre/Vancouver-Centre,106,Vancouver,47,41,7,98,0,88,0,281,600
59029,Vancouver Centre/Vancouver-Centre,107,Vancouver,38,37,1,57,0,53,0,186,378
59029,Vancouver Centre/Vancouver-Centre, 107-1,Vancouver,22,35,1,61,0,66,0,185,357
59029,Vancouver Centre/Vancouver-Centre,108,Vancouver,37,28,0,64,0,70,1,200,428
59029,Vancouver Centre/Vancouver-Centre,109,Vancouver,20,13,1,19,0,17,0,70,288
59029,Vancouver Centre/Vancouver-Centre, 109-1,Vancouver,44,37,4,93,1,64,0,243,234
59029,Vancouver Centre/Vancouver-Centre, 109-2,Vancouver,Merged with No. 109-1/Fusionné avec le nº 109-1,,,,,,,,187
59029,Vancouver Centre/Vancouver-Centre,110,Vancouver,Merged with No. 109-1/Fusionné avec le nº 109-1,,,,,,,,90
59029,Vancouver Centre/Vancouver-Centre,111,Vancouver,67,51,4,128,2,104,5,361,441
59029,Vancouver Centre/Vancouver-Centre, 111-1,Vancouver,Merged with No. 111/Fusionné avec le nº 111,,,,,,,,312
59029,Vancouver Centre/Vancouver-Centre,112,Vancouver,40,40,1,82,0,89,0,252,455
59029,Vancouver Centre/Vancouver-Centre, 112-1,Vancouver,Merged with No. 186-1/Fusionné avec le nº 186-1,,,,,,,,26
59029,Vancouver Centre/Vancouver-Centre,113,Vancouver,25,62,0,77,1,90,0,255,404
59029,Vancouver Centre/Vancouver-Centre,114,Vancouver,33,56,1,61,0,59,0,210,371
59029,Vancouver Centre/Vancouver-Centre,115,Vancouver,36,45,0,70,1,53,1,206,359
59029,Vancouver Centre/Vancouver-Centre,116,Vancouver,49,56,2,75,0,55,0,237,394
59029,Vancouver Centre/Vancouver-Centre,117,Vancouver,36,43,1,72,0,42,0,194,366
59029,Vancouver Centre/Vancouver-Centre,118,Vancouver,54,36,0,62,2,39,0,193,351
59029,Vancouver Centre/Vancouver-Centre,119,Vancouver,53,56,4,88,0,36,0,237,396
59029,Vancouver Centre/Vancouver-Centre,120,Vancouver,52,41,3,65,0,41,1,203,389
59029,Vancouver Centre/Vancouver-Centre,121,Vancouver,83,49,2,84,0,51,0,269,464
59029,Vancouver Centre/Vancouver-Centre,122,Vancouver,52,49,4,105,0,43,1,254,450
59029,Vancouver Centre/Vancouver-Centre,123,Vancouver,54,53,2,86,0,49,2,246,449
59029,Vancouver Centre/Vancouver-Centre,124,Vancouver,37,59,0,66,3,38,0,203,362
59029,Vancouver Centre/Vancouver-Centre,125,Vancouver,27,33,1,49,0,33,0,143,325
59029,Vancouver Centre/Vancouver-Centre,126,Vancouver,46,38,0,77,0,34,2,197,347
59029,Vancouver Centre/Vancouver-Centre,127,Vancouver,49,53,0,67,0,52,1,222,399
59029,Vancouver Centre/Vancouver-Centre,128,Vancouver,46,33,2,74,0,61,1,217,369
59029,Vancouver Centre/Vancouver-Centre,129,Vancouver,15,18,2,57,0,88,0,180,310
59029,Vancouver Centre/Vancouver-Centre,130,Vancouver,22,26,0,82,0,58,0,188,324
59029,Vancouver Centre/Vancouver-Centre,131,Vancouver,56,48,1,108,0,70,7,290,550
59029,Vancouver Centre/Vancouver-Centre,132,Vancouver,Merged with No. 132-1/Fusionné avec le nº 132-1,,,,,,,,259
59029,Vancouver Centre/Vancouver-Centre, 132-1,Vancouver,50,43,2,88,0,92,0,275,317
59029,Vancouver Centre/Vancouver-Centre,133,Vancouver,37,33,2,54,0,47,0,173,378
59029,Vancouver Centre/Vancouver-Centre, 133-1,Vancouver,20,29,0,83,0,74,0,206,375
59029,Vancouver Centre/Vancouver-Centre,134,Vancouver,56,41,0,121,0,95,1,314,296
59029,Vancouver Centre/Vancouver-Centre, 134-1,Vancouver,Merged with No. 134/Fusionné avec le nº 134,,,,,,,,222
59029,Vancouver Centre/Vancouver-Centre,135,Vancouver,41,48,0,76,0,53,0,218,367
59029,Vancouver Centre/Vancouver-Centre, 135-1,Vancouver,24,32,0,58,0,37,0,151,289
59029,Vancouver Centre/Vancouver-Centre,136,Vancouver,38,50,1,69,1,62,0,221,409
59029,Vancouver Centre/Vancouver-Centre,137,Vancouver,26,45,0,80,1,40,0,192,347
59029,Vancouver Centre/Vancouver-Centre,138,Vancouver,17,43,0,66,0,62,0,188,343
59029,Vancouver Centre/Vancouver-Centre,139,Vancouver,25,39,1,49,3,64,0,181,327
59029,Vancouver Centre/Vancouver-Centre,140,Vancouver,32,50,1,70,0,66,0,219,422
59029,Vancouver Centre/Vancouver-Centre,141,Vancouver,37,52,1,81,0,69,1,241,422
59029,Vancouver Centre/Vancouver-Centre,142,Vancouver,37,66,1,82,1,37,1,225,424
59029,Vancouver Centre/Vancouver-Centre,143,Vancouver,74,45,3,81,0,56,5,264,427
59029,Vancouver Centre/Vancouver-Centre,144,Vancouver,39,48,1,84,1,79,0,252,451
59029,Vancouver Centre/Vancouver-Centre,145,Vancouver,53,56,1,101,0,72,3,286,544
59029,Vancouver Centre/Vancouver-Centre,146,Vancouver,54,58,0,92,0,54,0,258,493
59029,Vancouver Centre/Vancouver-Centre,147,Vancouver,65,46,1,83,0,54,0,249,460
59029,Vancouver Centre/Vancouver-Centre,148,Vancouver,35,47,1,56,0,32,0,171,281
59029,Vancouver Centre/Vancouver-Centre,149,Vancouver,41,43,0,90,0,75,1,250,415
59029,Vancouver Centre/Vancouver-Centre,150,Vancouver,30,38,0,98,0,30,0,196,363
59029,Vancouver Centre/Vancouver-Centre,151,Vancouver,68,49,3,91,0,55,1,267,509
59029,Vancouver Centre/Vancouver-Centre,152,Vancouver,65,64,1,102,0,51,0,283,520
59029,Vancouver Centre/Vancouver-Centre,153,Vancouver,73,60,3,68,0,43,3,250,462
59029,Vancouver Centre/Vancouver-Centre,154,Vancouver,62,67,2,83,0,52,0,266,458
59029,Vancouver Centre/Vancouver-Centre,155,Vancouver,54,51,1,112,1,66,1,286,504
59029,Vancouver Centre/Vancouver-Centre,156,Vancouver,60,61,2,84,1,74,0,282,541
59029,Vancouver Centre/Vancouver-Centre,157,Vancouver,60,61,1,96,1,45,0,264,506
59029,Vancouver Centre/Vancouver-Centre,158,Vancouver,71,77,1,92,0,35,1,277,491
59029,Vancouver Centre/Vancouver-Centre,159,Vancouver,54,48,1,97,0,30,0,230,437
59029,Vancouver Centre/Vancouver-Centre,160,Vancouver,39,50,0,60,0,30,0,179,416
59029,Vancouver Centre/Vancouver-Centre,161,Vancouver,79,90,1,98,0,92,2,362,613
59029,Vancouver Centre/Vancouver-Centre,162,Vancouver,80,45,1,86,0,51,1,264,404
59029,Vancouver Centre/Vancouver-Centre,163,Vancouver,89,43,0,65,1,50,0,248,370
59029,Vancouver Centre/Vancouver-Centre,164,Vancouver,72,49,1,65,0,38,0,225,369
59029,Vancouver Centre/Vancouver-Centre,165,Vancouver,44,36,0,61,0,60,1,202,349
59029,Vancouver Centre/Vancouver-Centre,166,Vancouver,28,25,0,55,0,79,0,187,343
59029,Vancouver Centre/Vancouver-Centre,167,Vancouver,51,31,2,67,1,53,0,205,368
59029,Vancouver Centre/Vancouver-Centre,168,Vancouver,31,41,1,70,1,67,0,211,437
59029,Vancouver Centre/Vancouver-Centre,169,Vancouver,45,49,3,80,0,59,0,236,426
59029,Vancouver Centre/Vancouver-Centre, 169-1,Vancouver,36,34,0,78,0,58,0,206,370
59029,Vancouver Centre/Vancouver-Centre,170,Vancouver,50,42,0,82,1,53,1,229,386
59029,Vancouver Centre/Vancouver-Centre,171,Vancouver,43,57,2,73,1,66,0,242,413
59029,Vancouver Centre/Vancouver-Centre,172,Vancouver,65,40,2,76,0,65,0,248,416
59029,Vancouver Centre/Vancouver-Centre,173,Vancouver,37,33,0,71,1,80,0,222,344
59029,Vancouver Centre/Vancouver-Centre,174,Vancouver,52,44,1,104,0,82,0,283,535
59029,Vancouver Centre/Vancouver-Centre,175,Vancouver,40,33,1,110,0,72,0,256,488
59029,Vancouver Centre/Vancouver-Centre,176,Vancouver,38,41,1,84,0,61,0,225,424
59029,Vancouver Centre/Vancouver-Centre,177,Vancouver,55,33,3,79,0,57,0,227,409
59029,Vancouver Centre/Vancouver-Centre,178,Vancouver,31,19,0,37,0,13,0,100,189
59029,Vancouver Centre/Vancouver-Centre, 178-1,Vancouver,63,48,3,60,0,72,2,248,460
59029,Vancouver Centre/Vancouver-Centre,179,Vancouver,52,49,2,74,0,55,1,233,414
59029,Vancouver Centre/Vancouver-Centre,180,Vancouver,53,66,2,93,0,62,3,279,516
59029,Vancouver Centre/Vancouver-Centre,181,Vancouver,59,33,0,98,1,51,2,244,407
59029,Vancouver Centre/Vancouver-Centre,182,Vancouver,Merged with No. 182-1/Fusionné avec le nº 182-1,,,,,,,,228
59029,Vancouver Centre/Vancouver-Centre, 182-1,Vancouver,80,60,3,110,0,95,0,348,364
59029,Vancouver Centre/Vancouver-Centre,183,Vancouver,41,45,7,84,0,75,1,253,382
59029,Vancouver Centre/Vancouver-Centre, 183-1,Vancouver,Merged with No. 183/Fusionné avec le nº 183,,,,,,,,194
59029,Vancouver Centre/Vancouver-Centre,184,Vancouver,49,31,2,82,0,93,0,257,508
59029,Vancouver Centre/Vancouver-Centre,185,Vancouver,35,40,5,81,2,91,1,255,480
59029,Vancouver Centre/Vancouver-Centre,186,Vancouver,83,50,0,84,2,94,2,315,590
59029,Vancouver Centre/Vancouver-Centre, 186-1,Vancouver,43,40,5,90,2,108,1,289,297
59029,Vancouver Centre/Vancouver-Centre,187,Vancouver,47,44,1,80,1,40,2,215,462
59029,Vancouver Centre/Vancouver-Centre,188,Vancouver,71,60,4,91,2,44,1,273,474
59029,Vancouver Centre/Vancouver-Centre,189,Vancouver,59,46,0,69,0,32,0,206,348
59029,Vancouver Centre/Vancouver-Centre,190,Vancouver,89,57,0,85,0,52,0,283,472
59029,Vancouver Centre/Vancouver-Centre,191,Vancouver,Void/Supprimé,,,,,,,,
59029,Vancouver Centre/Vancouver-Centre,192,Vancouver,Void/Supprimé,,,,,,,,
59029,Vancouver Centre/Vancouver-Centre,193,Vancouver,79,39,1,103,0,26,0,248,378
59029,Vancouver Centre/Vancouver-Centre,194,Vancouver,Merged with No. 195/Fusionné avec le nº 195,,,,,,,,222
59029,Vancouver Centre/Vancouver-Centre,195,Vancouver,88,79,1,109,0,42,3,322,370
59029,Vancouver Centre/Vancouver-Centre,196,Vancouver,66,76,1,93,0,49,0,285,228
59029,Vancouver Centre/Vancouver-Centre,197,Vancouver,Merged with No. 196/Fusionné avec le nº 196,,,,,,,,220
59029,Vancouver Centre/Vancouver-Centre,400,Vancouver,12,14,1,35,0,38,2,102,214
59029,Vancouver Centre/Vancouver-Centre,401,Mobile poll/Bureau itinérant,Merged with No. 500/Fusionné avec le nº 500,,,,,,,,93
59029,Vancouver Centre/Vancouver-Centre,402,Vancouver,Merged with No. 102-2/Fusionné avec le nº 102-2,,,,,,,,2
59029,Vancouver Centre/Vancouver-Centre,403,Vancouver,Merged with No. 186-1/Fusionné avec le nº 186-1,,,,,,,,245
59029,Vancouver Centre/Vancouver-Centre,404,Vancouver,14,20,0,41,1,38,0,114,179
59029,Vancouver Centre/Vancouver-Centre,405,Vancouver,Merged with No. 404/Fusionné avec le nº 404,,,,,,,,15
59029,Vancouver Centre/Vancouver-Centre,406,Vancouver,Merged with No. 404/Fusionné avec le nº 404,,,,,,,,36
59029,Vancouver Centre/Vancouver-Centre,407,Vancouver,10,7,1,25,0,27,0,70,125
59029,Vancouver Centre/Vancouver-Centre,408,Vancouver,3,11,0,23,0,12,1,50,111
59029,Vancouver Centre/Vancouver-Centre,409,Vancouver,9,15,1,19,1,19,1,65,134
59029,Vancouver Centre/Vancouver-Centre,410,Vancouver,7,16,0,13,0,19,0,55,109
59029,Vancouver Centre/Vancouver-Centre,500,Mobile poll/Bureau itinérant,29,8,1,32,1,38,0,109,126
59029,Vancouver Centre/Vancouver-Centre,501,Mobile poll/Bureau itinérant,17,5,4,15,0,17,0,58,171
59029,Vancouver Centre/Vancouver-Centre,502,Mobile poll/Bureau itinérant,16,4,2,19,1,31,0,73,152
59029,Vancouver Centre/Vancouver-Centre,503,Mobile poll/Bureau itinérant,19,11,4,23,4,26,3,90,163
59029,Vancouver Centre/Vancouver-Centre,504,Mobile poll/Bureau itinérant,21,4,5,10,1,12,1,54,71
59029,Vancouver Centre/Vancouver-Centre,600,Vancouver,233,115,6,280,0,212,0,846,
59029,Vancouver Centre/Vancouver-Centre,601,Vancouver,191,114,5,208,4,132,0,654,
59029,Vancouver Centre/Vancouver-Centre,602,Vancouver,60,41,3,115,0,178,0,397,
59029,Vancouver Centre/Vancouver-Centre,603,Vancouver,183,93,0,233,1,136,1,647,
59029,Vancouver Centre/Vancouver-Centre,604,Vancouver,120,66,0,191,0,66,0,443,
59029,Vancouver Centre/Vancouver-Centre,605,Vancouver,46,28,3,83,0,59,0,219,
59029,Vancouver Centre/Vancouver-Centre,606,Vancouver,26,27,2,53,0,62,0,170,
59029,Vancouver Centre/Vancouver-Centre,607,Vancouver,52,29,0,71,0,71,2,225,
59029,Vancouver Centre/Vancouver-Centre,608,Vancouver,74,58,4,165,0,185,1,487,
59029,Vancouver Centre/Vancouver-Centre,609,Vancouver,92,65,3,134,0,111,2,407,
59029,Vancouver Centre/Vancouver-Centre,610,Vancouver,98,77,2,191,0,161,1,530,
59029,Vancouver Centre/Vancouver-Centre,611,Vancouver,143,92,1,241,0,205,0,682,
59029,Vancouver Centre/Vancouver-Centre,612,Vancouver,87,64,8,165,0,175,3,502,
59029,Vancouver Centre/Vancouver-Centre,613,Vancouver,108,67,0,172,0,151,0,498,
59029,Vancouver Centre/Vancouver-Centre,,Group 1/Groupe 1,46,24,2,74,1,38,4,189,272
