Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Diana Cabott,Ron Cannan,Mark Haley,Tish Lakes,Angela Reid,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 19","Kelowna",33,103,0,17,18,1,172,334
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 19-1","Kelowna",28,62,0,13,18,0,121,239
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 20A","Kelowna",38,143,1,42,39,0,263,457
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 20B","Kelowna",24,147,0,25,28,0,224,452
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 21","Kelowna",16,94,0,23,16,0,149,315
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 21-1A","Kelowna",31,37,0,28,38,0,134,156
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 21-1B","Kelowna",34,34,4,26,33,1,132,168
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 22","Kelowna",31,81,0,36,43,0,191,338
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 23","Kelowna",36,152,3,34,32,0,257,412
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 24","Kelowna",22,119,1,27,34,0,203,355
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 24-1","Kelowna",28,78,0,22,17,0,145,284
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 25","Kelowna",44,138,0,31,26,0,239,455
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 26","Kelowna",15,119,1,22,32,0,189,325
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 26-1","Kelowna",20,106,0,30,23,0,179,300
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 27","Kelowna",20,135,1,42,35,1,234,389
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 28","Kelowna",35,104,0,28,31,2,200,396
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 29","Kelowna",16,95,0,23,29,0,163,356
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 30","Kelowna",17,59,1,17,14,1,109,255
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 30-1","Kelowna",24,76,1,30,23,0,154,382
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 31","Kelowna",28,116,0,32,31,0,207,401
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 32","Kelowna",52,135,2,41,35,0,265,556
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 33","Kelowna",18,44,0,29,35,0,126,275
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 34A","Kelowna",25,87,1,13,14,0,140,268
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 34B","Kelowna",26,92,0,18,24,0,160,284
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 35","Kelowna",40,171,0,58,44,0,313,542
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 36","Kelowna",35,165,0,25,35,0,260,434
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 37","Kelowna",47,168,0,24,31,0,270,451
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 38A","Kelowna",30,152,0,27,24,1,234,475
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 38B","Kelowna",39,136,0,27,33,1,236,466
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 39","Kelowna",38,172,1,41,34,1,287,532
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 40","Kelowna",30,68,0,25,13,1,137,264
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 40-1","Kelowna",44,139,0,46,27,0,256,429
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 41","Kelowna",41,150,1,36,38,0,266,435
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 42","Kelowna",18,91,2,52,25,0,188,380
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 43A","Kelowna",35,156,0,15,32,0,238,369
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 43B","Kelowna",40,140,0,18,19,1,218,372
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 44","Kelowna",6,82,0,10,14,0,112,224
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 45A","Kelowna",12,49,0,19,16,0,96,277
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 45B","Kelowna",21,54,0,23,14,1,113,276
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 46A","Kelowna",17,87,1,27,19,0,151,272
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 46B","Kelowna",15,75,0,35,18,0,143,309
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 47A","Kelowna",13,71,0,24,14,1,123,262
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 47B","Kelowna",8,66,1,30,17,1,123,303
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 48","Kelowna",23,86,0,44,31,1,185,412
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 48-1","Kelowna",26,63,0,29,7,0,125,267
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 49","Kelowna",18,94,0,40,20,0,172,381
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 49-1","Kelowna",13,80,0,15,11,0,119,245
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 50","Kelowna",28,120,0,29,21,0,198,456
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 51","Kelowna",26,75,1,45,30,1,178,441
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 52","Kelowna",19,55,1,32,29,0,136,359
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 53A","Kelowna",13,48,0,33,24,0,118,237
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 53B","Kelowna",17,65,0,29,18,0,129,272
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 54","Kelowna",55,142,1,51,61,1,311,480
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 55","Kelowna",32,98,2,28,13,0,173,314
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 56A","Kelowna",26,105,2,17,20,3,173,319
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 56B","Kelowna",23,124,1,15,16,1,180,314
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 56-1","Kelowna",38,129,0,25,24,2,218,436
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 57","Kelowna",33,134,1,26,28,0,222,406
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 58","Kelowna",43,162,0,23,22,1,251,486
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 59","Kelowna",26,86,1,42,36,0,191,442
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 60","Kelowna",19,111,2,47,38,3,220,509
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 61","Kelowna",27,99,2,25,24,0,177,484
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 62","Kelowna",30,78,4,30,38,1,181,370
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 63","Kelowna",24,44,0,37,38,0,143,335
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 64","Kelowna",22,35,1,21,38,1,118,238
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 64-1","Kelowna",22,41,2,29,37,0,131,271
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 65","Kelowna",29,77,0,30,30,2,168,343
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 66","Kelowna",17,44,0,25,11,0,97,182
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 67","Kelowna",23,55,1,29,28,0,136,310
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 68","Kelowna",29,84,1,21,28,0,163,360
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 69","Kelowna",33,93,4,45,34,1,210,502
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 70","Kelowna",38,79,1,44,28,2,192,407
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 71","Kelowna",25,84,4,57,31,1,202,448
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 72","Kelowna",26,110,1,44,43,0,224,435
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 73","Kelowna",39,105,1,51,33,1,230,487
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 74","Kelowna",48,153,1,52,49,0,303,492
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 75A","Kelowna",14,64,0,25,26,0,129,272
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 75B","Kelowna",17,73,1,26,14,0,131,289
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 76","Kelowna",17,72,2,10,13,0,114,202
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 76-1","Kelowna",29,77,0,9,19,1,135,306
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 77","Kelowna",5,41,0,19,18,0,83,258
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 78","Kelowna",17,59,1,27,22,0,126,335
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 79","Kelowna",23,103,1,62,23,1,213,468
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 80","Kelowna",18,61,0,44,14,1,138,370
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 81","Kelowna",16,93,1,54,27,1,192,429
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 82","Kelowna",30,147,2,55,24,2,260,516
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 83","Kelowna",15,109,0,57,31,2,214,449
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 84","Kelowna",22,105,1,32,33,0,193,467
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 85","Kelowna",23,110,0,41,25,0,199,380
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 86A","Kelowna",22,107,1,23,13,0,166,302
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 86B","Kelowna",10,88,0,26,18,0,142,299
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 87","Kelowna",48,118,3,28,52,0,249,411
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 88","Kelowna",24,45,0,20,14,0,103,311
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 89","Kelowna",21,48,0,34,29,0,132,320
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 90","Kelowna",41,77,1,30,46,0,195,398
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 91","Kelowna",32,110,2,41,37,1,223,418
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 92","Kelowna",23,58,1,44,37,0,163,354
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 93","Kelowna",30,30,2,48,23,3,136,347
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 94A","Kelowna",29,54,0,24,24,0,131,274
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 94B","Kelowna",19,73,0,23,20,1,136,286
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 95","Kelowna",32,41,3,31,38,0,145,366
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 96","Kelowna",39,54,1,33,47,0,174,401
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 97","Kelowna",51,125,0,46,35,0,257,440
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 98","Kelowna",42,124,2,29,13,3,213,345
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 99","Kelowna",17,46,0,28,23,0,114,243
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 100","Kelowna",20,93,0,26,21,1,161,279
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 101","Kelowna",12,29,0,28,26,1,96,245
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 102","Kelowna",26,86,2,42,38,0,194,346
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 103","Kelowna",32,111,0,26,29,1,199,443
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 104","Kelowna",39,172,0,21,20,0,252,448
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 104-1","Kelowna",34,144,1,27,19,1,226,497
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 105A","Kelowna",13,122,0,21,11,0,167,330
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 105B","Kelowna",12,115,0,29,9,0,165,349
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 106","Kelowna",21,93,2,62,32,0,210,512
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 107","Kelowna",16,109,0,37,23,1,186,454
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 107-1","Kelowna",13,49,0,19,13,0,94,207
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 108","Kelowna",12,64,1,37,16,1,131,373
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 109","Kelowna",27,89,0,44,51,1,212,452
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 110","Kelowna",30,103,5,43,40,1,222,516
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 111","Kelowna",21,94,0,50,34,1,200,404
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 112","Kelowna",36,114,1,41,36,0,228,452
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 113","Kelowna",27,58,0,27,24,1,137,311
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 114","Kelowna",13,115,0,41,26,1,196,392
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 115","Kelowna",12,53,0,28,32,0,125,351
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 115-1","Kelowna",22,106,0,21,15,2,166,343
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 116","Kelowna",20,92,1,55,23,1,192,413
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 117A","Kelowna",20,75,1,12,19,0,127,261
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 117B","Kelowna",16,116,0,19,16,0,167,328
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 118","Kelowna",41,68,0,26,33,0,168,334
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 119","Kelowna",29,69,3,51,47,0,199,468
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 120","Kelowna",39,100,1,41,53,2,236,520
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 121","Kelowna",41,134,0,21,21,0,217,356
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 122","Kelowna",26,49,0,26,16,3,120,242
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 122-1","Kelowna",39,129,0,46,29,1,244,372
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 123","Kelowna",40,146,0,35,43,0,264,472
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 124A","Kelowna",19,63,1,27,15,0,125,274
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 124B","Kelowna",20,61,0,22,14,0,117,252
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 125","Kelowna",38,174,0,32,44,1,289,447
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 126","Kelowna",44,149,2,26,30,0,251,419
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 127","Kelowna",21,110,1,30,25,1,188,450
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 128","Kelowna",20,92,1,40,17,0,170,441
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 129","Kelowna",28,107,0,39,26,0,200,446
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 130","Kelowna",18,121,3,29,30,0,201,426
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 131","Kelowna",30,106,3,36,29,0,204,445
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 132","Kelowna",29,130,1,58,28,0,246,492
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 133","Kelowna",27,107,1,66,31,0,232,422
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 134","Kelowna",20,109,0,39,30,0,198,415
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 135","Kelowna",17,88,0,45,38,1,189,406
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 136","Kelowna",25,127,2,51,35,0,240,442
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 137","Kelowna",36,89,5,28,33,0,191,339
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 138","Kelowna",32,61,0,23,37,2,155,323
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 139","Kelowna",2,13,0,11,9,0,35,112
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 140","Kelowna",16,59,0,20,13,0,108,212
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 141","Kelowna",23,51,0,12,20,1,107,238
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 142","Kelowna",24,78,1,43,43,1,190,417
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 143","Kelowna",32,81,4,48,62,1,228,501
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 144","Kelowna",42,168,1,24,30,0,265,447
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 145","Kelowna",21,139,1,19,4,1,185,307
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 146","Kelowna",18,73,0,31,17,1,140,252
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 147","Kelowna",27,131,1,19,8,1,187,292
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 148","Kelowna",36,124,1,24,16,0,201,333
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 149","Kelowna",34,144,0,31,24,2,235,480
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 149-1","Kelowna",47,239,2,18,18,2,326,495
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 150","Kelowna",32,100,2,33,18,0,185,317
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 151","Kelowna",38,170,4,30,34,0,276,462
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 152A","Kelowna",26,101,1,16,14,1,159,258
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 152B","Kelowna",42,81,0,15,10,0,148,271
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 153","Kelowna",15,39,0,30,27,0,111,256
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 154A","Kelowna",20,75,0,23,24,0,142,267
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 154B","Kelowna",27,74,0,27,21,0,149,283
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 155","Kelowna",28,168,1,33,15,0,245,415
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 156","Kelowna",52,180,3,35,34,0,304,530
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 157","Kelowna",33,137,2,24,40,0,236,487
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 158","Kelowna",42,141,2,26,30,0,241,476
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 159A","Kelowna",20,82,0,24,32,0,158,304
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 159B","Kelowna",14,77,0,26,23,1,141,275
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 160A","Kelowna",17,99,0,27,20,2,165,323
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 160B","Kelowna",17,91,0,24,10,0,142,297
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 161A","Kelowna",10,110,1,31,13,0,165,298
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 161B","Kelowna",17,94,0,31,16,0,158,316
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 161-1","Kelowna",28,89,0,48,21,0,186,354
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 162","Kelowna",29,153,1,46,37,0,266,508
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 163","Kelowna",47,136,2,41,29,0,255,488
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 164","Kelowna",30,126,1,28,24,0,209,429
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 165","Kelowna",53,115,0,28,23,0,219,415
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 166","Kelowna",42,110,0,21,29,0,202,401
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 167A","Kelowna",35,93,1,20,28,0,177,303
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 167B","Kelowna",28,92,0,22,14,0,156,259
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 168A","Kelowna",25,86,0,7,26,0,144,261
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 168B","Kelowna",30,85,0,5,25,0,145,266
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 169","Kelowna",37,135,0,27,31,0,230,382
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 170","Kelowna",24,89,0,13,29,0,155,271
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 171","Kelowna",49,127,1,16,27,1,221,380
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 172A","Kelowna",18,69,0,18,24,0,129,270
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 172B","Kelowna",34,98,1,10,40,0,183,327
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 173A","Kelowna",23,89,0,17,16,0,145,279
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 173B","Kelowna",23,94,0,9,23,1,150,274
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 174","Kelowna",28,116,0,24,41,0,209,396
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 175","Kelowna",25,84,0,21,33,1,164,288
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 176","Kelowna",54,145,0,16,41,1,257,434
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 177","Kelowna",25,81,0,20,17,0,143,248
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 177-1","Kelowna",16,62,1,14,11,0,104,204
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 178","Kelowna",37,133,2,25,28,1,226,386
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 178-1","Kelowna",58,215,0,10,29,0,312,487
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 179","Kelowna",25,91,0,38,27,0,181,340
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 180","Kelowna",40,201,0,46,46,0,333,495
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 181","Kelowna",66,183,1,15,22,2,289,429
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 182A","Kelowna",25,91,1,5,17,0,139,252
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 182B","Kelowna",31,83,0,11,30,0,155,288
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 183A","Kelowna",37,71,0,7,22,0,137,248
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 183B","Kelowna",35,87,0,8,24,0,154,295
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 184A","Kelowna",20,114,0,17,23,0,174,298
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 184B","Kelowna",37,100,0,14,32,0,183,345
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 184-1","Kelowna",50,120,0,13,33,0,216,329
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 185","Kelowna",19,51,0,13,22,0,105,195
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 186A","Kelowna",24,100,1,14,14,0,153,267
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 186B","Kelowna",24,115,0,12,13,0,164,272
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 186-1A","Kelowna",19,121,0,13,23,0,176,298
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 186-1B","Kelowna",46,126,0,18,32,2,224,383
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 186-1C","Kelowna",23,113,0,10,16,2,164,330
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 187","Kelowna",30,110,1,21,34,1,197,308
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 187-1","Kelowna",39,194,0,26,37,0,296,491
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 188","Kelowna",45,130,0,22,49,0,246,425
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 189","Kelowna",32,145,0,16,32,0,225,332
