Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jason Becevello,Rick Chue,Chai Kalevar,George Khouri,Dan McTeague,Andrea Moffat,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 43B","Pickering",6,0,0,55,69,20,0,150,276
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 44","Pickering",13,1,0,78,94,20,2,208,403
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 45","Pickering",24,0,0,111,136,17,1,289,478
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 46A","Pickering",21,0,0,34,69,15,0,139,260
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 46B","Pickering",8,0,0,38,65,14,2,127,241
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 47","Pickering",21,0,0,100,137,26,0,284,480
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 48","Pickering",13,0,1,81,96,13,0,204,327
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 49","Pickering",11,0,1,47,76,14,0,149,301
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 50","Pickering",15,0,0,111,108,24,2,260,437
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 51","Pickering",7,0,0,41,70,20,2,140,359
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 51-1","Pickering",9,0,0,53,77,18,1,158,249
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 52","Pickering",10,0,0,80,96,34,0,220,436
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 53","Pickering",10,0,1,58,77,23,2,171,353
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 54","Pickering",14,2,0,47,54,16,0,133,263
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 55","Pickering",16,3,0,67,78,22,3,189,357
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 56","Pickering",25,2,1,82,97,32,0,239,418
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 57","Pickering",21,0,0,78,111,44,1,255,433
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 58","Pickering",7,4,0,66,85,11,1,174,366
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 59","Pickering",33,0,0,104,153,32,0,322,502
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 60A","Pickering",8,0,0,65,77,19,0,169,283
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 60B","Pickering",9,0,0,77,59,18,1,164,289
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 61","Pickering",9,1,1,62,101,4,0,178,327
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 62","Pickering",10,2,0,79,61,10,0,162,299
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 63","Pickering",20,1,0,125,97,16,2,261,400
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 64","Pickering",21,0,1,94,112,17,0,245,393
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 65","Pickering",7,0,0,54,57,15,2,135,298
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 66A","Pickering",5,0,0,41,80,15,0,141,253
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 66B","Pickering",5,0,0,40,65,12,0,122,242
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 67","Pickering",7,1,0,70,109,26,0,213,387
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 68A","Pickering",4,0,4,67,62,10,0,147,288
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 68B","Pickering",11,0,0,53,85,19,0,168,299
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 69","Pickering",13,0,0,37,77,29,0,156,346
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 70","Pickering",14,0,0,65,100,19,0,198,354
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 71","Pickering",17,0,0,112,133,32,0,294,476
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 72A","Pickering",9,0,0,59,86,12,0,166,282
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 72B","Pickering",9,0,0,46,75,6,1,137,258
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 73","Pickering",9,0,0,87,98,17,0,211,358
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 74","Pickering",10,0,2,48,92,18,2,172,349
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 75","Pickering",18,0,1,54,103,27,2,205,449
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 75-1","Pickering",17,2,0,63,125,36,0,243,487
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 76A","Pickering",2,1,2,54,76,14,0,149,273
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 76B","Pickering",8,0,0,51,62,7,0,128,263
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 77","Pickering",10,0,3,82,95,16,0,206,421
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 77-1","Pickering",5,0,0,31,45,9,0,90,158
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 78","Pickering",19,2,0,45,110,13,0,189,331
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 78-1","Pickering",7,0,0,41,98,10,1,157,262
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 79","Pickering",11,0,0,66,115,14,1,207,358
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 80","Pickering",20,0,0,93,142,14,0,269,487
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 81","Pickering",4,1,0,55,100,11,0,171,302
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 82","Pickering",13,0,0,46,89,18,0,166,323
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 83A","Pickering",6,1,2,32,94,14,1,150,266
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 83B","Pickering",5,0,1,32,99,15,1,153,265
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 84","Pickering",17,0,1,80,125,25,0,248,457
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 85A","Pickering",12,1,0,46,72,9,0,140,245
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 85B","Pickering",11,0,0,59,89,14,1,174,286
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 86","Pickering",14,0,2,89,148,21,3,277,407
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 87A","Pickering",16,2,0,52,59,18,0,147,247
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 87B","Pickering",9,4,1,37,62,18,1,132,259
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 88A","Pickering",7,0,0,67,67,13,1,155,277
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 88B","Pickering",9,1,0,49,73,10,0,142,258
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 89","Pickering",20,0,1,78,123,18,0,240,460
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 90","Pickering",7,1,1,45,65,9,0,128,269
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 90-1","Pickering",4,1,0,43,84,12,0,144,307
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 91","Pickering",7,0,1,60,96,17,0,181,362
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 92","Pickering",20,0,0,55,76,21,1,173,359
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 93","Pickering",14,2,0,57,89,12,0,174,408
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 94","Pickering",4,0,0,70,72,15,0,161,308
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 95A","Pickering",12,1,0,40,66,19,0,138,245
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 95B","Pickering",7,0,0,38,92,13,1,151,253
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 96","Pickering",6,1,0,44,120,13,0,184,368
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 97","Pickering",3,1,0,54,60,6,0,124,213
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 98A","Pickering",15,2,0,62,64,8,0,151,261
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 98B","Pickering",7,0,0,48,75,11,0,141,251
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 99","Scarborough",8,5,0,41,137,21,0,212,409
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 100","Scarborough",9,0,0,29,97,13,3,151,325
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 101","Scarborough",5,1,1,50,143,34,1,235,449
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 102","Scarborough",19,1,0,49,155,39,0,263,431
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 103","Scarborough",11,1,0,36,142,45,1,236,427
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 104A","Scarborough",1,1,1,25,57,18,0,103,257
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 104B","Scarborough",6,0,0,30,43,18,0,97,253
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 104-1","Scarborough",2,0,1,31,56,6,1,97,324
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 105","Scarborough",9,3,2,62,125,32,1,234,382
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 106","Scarborough",16,1,1,41,155,33,1,248,489
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 107","Scarborough",5,0,2,47,102,35,0,191,391
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 108","Scarborough",11,1,0,51,62,40,0,165,439
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 109","Scarborough",8,2,0,26,50,23,2,111,196
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 110","Scarborough",14,2,1,33,135,18,0,203,359
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 110-1","Scarborough",7,0,1,33,91,10,0,142,272
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 111","Scarborough",9,1,1,24,102,10,0,147,311
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 112","Scarborough",4,0,1,50,93,13,0,161,324
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 113","Scarborough",8,1,0,34,131,27,1,202,392
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 113-1","Scarborough",8,0,0,30,90,29,0,157,293
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 114","Scarborough",6,0,2,32,81,14,0,135,261
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 114-1","Scarborough",4,1,0,24,111,8,0,148,312
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 115","Scarborough",6,0,1,35,152,31,0,225,415
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 116","Scarborough",8,1,1,46,104,18,4,182,341
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 116-1","Scarborough",16,3,1,81,178,31,2,312,589
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 117","Scarborough",9,1,2,32,95,16,1,156,318
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 118A","Scarborough",4,1,2,28,96,16,1,148,268
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 118B","Scarborough",9,1,1,30,97,18,0,156,272
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 119A","Scarborough",7,0,0,23,87,16,2,135,275
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 119B","Scarborough",1,3,0,27,64,16,0,111,261
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 120","Scarborough",15,2,1,32,131,29,1,211,424
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 121","Scarborough",18,0,0,41,103,18,0,180,381
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 122","Scarborough",7,0,5,61,149,19,0,241,441
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 123A","Scarborough",10,1,0,31,98,13,1,154,246
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 123B","Scarborough",5,3,0,32,61,22,0,123,250
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 124","Scarborough",12,1,1,37,119,25,0,195,396
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 125","Scarborough",6,1,1,37,130,17,0,192,367
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 126","Scarborough",4,0,1,29,128,23,3,188,411
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 127","Scarborough",1,0,0,30,90,10,1,132,257
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 128","Scarborough",13,0,1,35,79,17,1,146,277
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 128-1","Scarborough",16,0,1,64,84,14,2,181,313
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 129","Scarborough",20,1,0,99,150,28,0,298,523
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 130","Scarborough",16,0,2,88,127,27,0,260,521
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 131","Scarborough",22,1,0,85,120,25,1,254,518
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 132","Scarborough",2,0,4,62,146,8,0,222,413
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 133","Scarborough",25,3,1,102,193,41,3,368,660
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 134","Scarborough",15,1,0,64,81,14,1,176,295
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 135","Scarborough",10,1,2,51,62,21,2,149,330
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 136","Scarborough",4,0,0,28,87,18,0,137,286
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 137","Scarborough",12,0,1,39,84,11,0,147,345
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 138","Scarborough",28,0,0,77,140,14,0,259,429
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 139","Scarborough",13,1,0,40,68,15,0,137,269
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 140","Scarborough",19,2,0,85,105,11,0,222,350
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 141","Scarborough",22,0,0,116,88,21,2,249,409
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 142","Scarborough",29,1,0,70,105,29,4,238,401
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 143","Scarborough",15,0,1,78,120,43,1,258,425
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 144","Scarborough",18,0,0,66,112,31,0,227,420
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 145","Scarborough",22,1,0,104,109,20,2,258,388
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 146","Scarborough",20,0,0,97,86,35,0,238,398
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 147A","Scarborough",13,0,0,44,58,9,3,127,284
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 147B","Scarborough",12,2,2,52,52,14,1,135,299
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 148A","Scarborough",9,0,0,35,101,24,1,170,305
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 148B","Scarborough",9,2,0,29,60,7,1,108,278
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 149","Scarborough",19,0,0,90,94,23,2,228,443
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 150","Scarborough",21,1,0,66,70,8,2,168,317
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 151","Scarborough",17,1,1,76,106,19,0,220,354
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 152","Scarborough",10,2,2,81,139,37,0,271,452
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 153","Scarborough",16,2,1,46,63,15,0,143,339
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 153-1","Scarborough",13,0,2,40,82,19,0,156,269
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 154","Scarborough",8,1,1,79,77,28,0,194,375
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 155A","Scarborough",13,1,0,59,61,12,2,148,271
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 155B","Scarborough",7,0,1,37,90,23,0,158,275
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 156","Scarborough",11,0,0,70,76,16,1,174,347
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 157","Scarborough",15,1,1,80,75,23,0,195,382
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 158","Scarborough",19,5,0,73,122,12,0,231,419
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 159","Scarborough",12,0,1,64,120,12,1,210,390
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 160","Scarborough",19,2,1,93,93,20,0,228,400
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 161","Scarborough",20,0,0,65,112,18,0,215,378
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 162A","Scarborough",10,0,1,30,54,18,0,113,244
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 162B","Scarborough",11,1,1,34,52,15,0,114,257
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 163A","Scarborough",7,1,0,28,66,11,0,113,252
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 163B","Scarborough",10,1,1,30,71,19,0,132,269
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 163-1","Scarborough",7,1,0,74,102,16,1,201,437
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 164","Scarborough",18,0,1,64,73,13,1,170,297
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 165","Scarborough",18,0,0,87,81,28,0,214,404
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 166","Scarborough",12,0,0,85,84,22,0,203,313
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 167","Scarborough",16,0,0,84,92,11,0,203,346
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 168","Scarborough",2,0,0,50,49,9,1,111,205
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 169","Scarborough",15,0,2,92,127,19,0,255,404
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 170","Scarborough",21,2,0,41,74,17,0,155,273
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 170-1","Scarborough",7,0,0,52,106,16,1,182,294
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 171","Scarborough",15,0,0,104,109,21,0,249,403
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 400","Pickering",9,0,2,131,100,19,1,262,340
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 401","Pickering",10,0,1,114,101,16,4,246,365
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 402","Pickering",11,0,0,44,54,14,0,123,279
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 403","Scarborough",6,0,0,40,54,26,0,126,337
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 404","Scarborough",11,1,0,65,84,18,2,181,300
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 405","Scarborough",15,0,1,61,64,42,0,183,294
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 406","Scarborough",6,1,0,45,122,39,0,213,354
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 407","Pickering",8,2,2,95,100,27,1,235,336
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 600","Pickering",32,7,1,163,275,39,2,519,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 601","Pickering",28,2,0,171,209,39,2,451,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 602","Pickering",35,3,2,185,191,24,1,441,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 603","Pickering",27,1,0,201,239,36,3,507,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 604","Pickering",40,1,0,140,281,27,0,489,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 605","Scarborough",9,3,3,86,202,25,2,330,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 606","Scarborough",26,1,0,133,323,27,1,511,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 607","Scarborough",54,1,1,292,385,46,2,781,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 608","Scarborough",22,3,0,226,299,62,2,614,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est",,Group 1/Groupe 1,5,0,0,26,30,7,4,72,125
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est",,Group 2/Groupe 2,20,3,0,124,261,44,3,455,

