Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Céline Brault,Lawrence Cannon,Cindy Duncan McMillan,Benoit Legros,André Sylvestre,Marius Tremblay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24050,"Pontiac/Pontiac"," 65","Clarendon",18,75,19,1,2,2,0,117,211
24050,"Pontiac/Pontiac"," 66","Clarendon",10,122,15,1,9,5,0,162,289
24050,"Pontiac/Pontiac"," 67","Vinton",22,57,31,0,5,3,0,118,271
24050,"Pontiac/Pontiac"," 68","Campbell's Bay",20,106,47,0,2,5,2,182,391
24050,"Pontiac/Pontiac"," 69","Campbell's Bay",18,62,29,1,3,7,1,121,298
24050,"Pontiac/Pontiac"," 70","Grand-Calumet",41,80,39,2,4,23,2,191,399
24050,"Pontiac/Pontiac"," 71","Grand-Calumet",14,38,22,0,4,11,0,89,192
24050,"Pontiac/Pontiac"," 72","Bryson",23,58,29,0,7,4,0,121,295
24050,"Pontiac/Pontiac"," 72-1","Bryson",23,65,22,0,2,6,0,118,260
24050,"Pontiac/Pontiac"," 73","Portage-du-Fort",19,49,28,0,5,3,0,104,191
24050,"Pontiac/Pontiac"," 74","Litchfield",3,84,16,0,3,1,0,107,238
24050,"Pontiac/Pontiac"," 75","Shawville",5,92,22,0,3,1,0,123,347
24050,"Pontiac/Pontiac"," 76","Shawville",8,90,25,1,3,3,0,130,340
24050,"Pontiac/Pontiac"," 77","Shawville",6,81,25,0,6,2,0,120,274
24050,"Pontiac/Pontiac"," 78","Shawville",15,160,24,0,2,2,3,206,391
24050,"Pontiac/Pontiac"," 79","Clarendon",6,80,21,0,4,0,0,111,193
24050,"Pontiac/Pontiac"," 80","Lac-des-Loups",23,62,60,0,5,65,4,219,479
24050,"Pontiac/Pontiac"," 81","Sainte-Sophie--East Aldfield",14,56,27,3,6,41,2,149,282
24050,"Pontiac/Pontiac"," 82","Duclos",29,35,32,0,9,63,1,169,330
24050,"Pontiac/Pontiac"," 83","Wakefield",Merged with No. 83-1/Fusionné avec le nº 83-1,,,,,,,,283
24050,"Pontiac/Pontiac"," 83-1","La Pêche",49,92,114,0,62,19,0,336,288
24050,"Pontiac/Pontiac"," 84","Masham",25,52,31,1,15,30,0,154,320
24050,"Pontiac/Pontiac"," 84-1","La Pêche",30,31,34,3,8,24,1,131,282
24050,"Pontiac/Pontiac"," 85","Masham",19,58,39,0,6,36,1,159,350
24050,"Pontiac/Pontiac"," 86","Masham",24,35,32,4,8,43,3,149,317
24050,"Pontiac/Pontiac"," 87","Masham",32,65,41,6,7,51,5,207,449
24050,"Pontiac/Pontiac"," 88","Masham",18,40,23,4,7,30,0,122,249
24050,"Pontiac/Pontiac"," 89","Wakefield",12,56,58,3,17,19,2,167,326
24050,"Pontiac/Pontiac"," 90","Wakefield",59,125,166,1,72,25,0,448,468
24050,"Pontiac/Pontiac"," 90-1","La Pêche",Merged with No. 90/Fusionné avec le nº 90,,,,,,,,284
24050,"Pontiac/Pontiac"," 91","Wakefield",25,109,102,0,23,18,1,278,479
24050,"Pontiac/Pontiac"," 92","Wakefield",Merged with No. 92-1/Fusionné avec le nº 92-1,,,,,,,,348
24050,"Pontiac/Pontiac"," 92-1","La Pêche",66,100,179,1,48,28,2,424,405
24050,"Pontiac/Pontiac"," 93","Bristol",22,80,36,0,2,2,0,142,301
24050,"Pontiac/Pontiac"," 94","Bristol",19,131,19,1,5,1,0,176,333
24050,"Pontiac/Pontiac"," 95","Bristol",12,87,26,0,6,1,1,133,250
24050,"Pontiac/Pontiac"," 96","Quyon",36,151,70,1,5,21,5,289,518
24050,"Pontiac/Pontiac"," 97","Quyon",17,89,21,1,14,12,6,160,407
24050,"Pontiac/Pontiac"," 98","Quyon",27,93,48,0,6,11,0,185,307
24050,"Pontiac/Pontiac"," 98-1","Pontiac",12,60,28,0,2,0,0,102,179
24050,"Pontiac/Pontiac"," 99","Luskville",17,65,54,1,6,26,2,171,354
24050,"Pontiac/Pontiac"," 99-1","Pontiac",23,37,25,0,6,36,1,128,235
24050,"Pontiac/Pontiac"," 100","Luskville",36,85,75,0,10,34,1,241,460
24050,"Pontiac/Pontiac"," 101","Luskville",44,49,51,1,13,25,0,183,486
24050,"Pontiac/Pontiac"," 102","Luskville",41,82,80,1,16,22,1,243,456
24050,"Pontiac/Pontiac"," 103","Luskville",27,72,72,2,12,32,0,217,425
24050,"Pontiac/Pontiac"," 103-1","Luskville",31,80,44,0,6,15,0,176,338
24050,"Pontiac/Pontiac"," 104","Chelsea",21,58,54,1,15,21,1,171,270
24050,"Pontiac/Pontiac"," 105","Chelsea",47,71,124,0,37,14,1,294,404
24050,"Pontiac/Pontiac"," 106","Chelsea",38,66,123,0,34,18,1,280,410
24050,"Pontiac/Pontiac"," 107","Chelsea",23,33,32,0,9,18,0,115,318
24050,"Pontiac/Pontiac"," 107-1","Chelsea",34,33,56,0,12,15,0,150,328
24050,"Pontiac/Pontiac"," 108","Chelsea",42,43,135,0,21,18,0,259,406
24050,"Pontiac/Pontiac"," 109","Chelsea",49,43,131,0,34,23,0,280,424
24050,"Pontiac/Pontiac"," 110","Chelsea",39,89,103,1,16,16,0,264,384
24050,"Pontiac/Pontiac"," 110-1","Chelsea",38,44,93,0,20,28,0,223,321
24050,"Pontiac/Pontiac"," 111","Chelsea",50,63,53,0,10,27,1,204,453
24050,"Pontiac/Pontiac"," 112","Chelsea",24,22,68,0,22,21,0,157,267
24050,"Pontiac/Pontiac"," 112-1","Chelsea",35,41,43,1,16,22,0,158,234
24050,"Pontiac/Pontiac"," 113","Chelsea",25,39,32,0,6,10,0,112,272
24050,"Pontiac/Pontiac"," 114","Chelsea",16,32,53,0,14,27,0,142,310
24050,"Pontiac/Pontiac"," 114-1","Chelsea",20,26,39,0,7,15,0,107,227
24050,"Pontiac/Pontiac"," 115","Cantley",26,43,57,0,35,30,0,191,350
24050,"Pontiac/Pontiac"," 115-1","Cantley",25,31,46,0,21,33,1,157,298
24050,"Pontiac/Pontiac"," 116","Cantley",32,44,29,0,9,54,1,169,394
24050,"Pontiac/Pontiac"," 117","Cantley",34,38,40,0,10,54,1,177,351
24050,"Pontiac/Pontiac"," 117-1","Cantley",23,26,31,0,10,44,0,134,331
24050,"Pontiac/Pontiac"," 118","Cantley",56,57,81,0,15,84,0,293,527
24050,"Pontiac/Pontiac"," 118-1","Cantley",36,56,59,0,14,76,1,242,505
24050,"Pontiac/Pontiac"," 119","Cantley",45,45,16,0,8,54,2,170,322
24050,"Pontiac/Pontiac"," 119-1","Cantley",37,23,32,1,12,48,0,153,293
24050,"Pontiac/Pontiac"," 120","Cantley",53,59,87,0,19,57,3,278,515
24050,"Pontiac/Pontiac"," 121","Cantley",26,31,42,2,16,52,1,170,370
24050,"Pontiac/Pontiac"," 121-1","Cantley",22,22,34,0,14,53,1,146,252
24050,"Pontiac/Pontiac"," 122","Cantley",44,48,58,0,9,73,1,233,510
24050,"Pontiac/Pontiac"," 123","Cantley",58,32,37,1,5,39,4,176,370
24050,"Pontiac/Pontiac"," 123-1","Cantley",39,49,42,0,16,79,0,225,404
24050,"Pontiac/Pontiac"," 124","Cantley",54,37,43,0,11,63,3,211,483
24050,"Pontiac/Pontiac"," 125","Val-des-Monts",14,78,57,0,8,16,1,174,356
24050,"Pontiac/Pontiac"," 126","Notre-Dame-de-la-Salette",47,38,29,0,8,48,1,171,315
24050,"Pontiac/Pontiac"," 127","Notre-Dame-de-la-Salette",22,44,23,0,4,46,1,140,280
24050,"Pontiac/Pontiac"," 128","Val-des-Monts",25,32,52,0,5,38,2,154,343
24050,"Pontiac/Pontiac"," 128-1","Val-des-Monts",15,47,41,0,8,29,0,140,290
24050,"Pontiac/Pontiac"," 129","Val-des-Monts",38,39,42,0,15,79,5,218,424
24050,"Pontiac/Pontiac"," 130","Val-des-Monts",27,29,33,0,12,42,0,143,301
24050,"Pontiac/Pontiac"," 130-1","Val-des-Monts",23,24,20,0,5,39,0,111,253
24050,"Pontiac/Pontiac"," 131","Val-des-Monts",20,29,30,1,15,49,0,144,328
24050,"Pontiac/Pontiac"," 132","Val-des-Monts",Merged with No. 132-1/Fusionné avec le nº 132-1,,,,,,,,261
24050,"Pontiac/Pontiac"," 132-1","Val-des-Monts",32,45,83,1,26,71,1,259,391
24050,"Pontiac/Pontiac"," 133","Val-des-Monts",29,17,33,0,5,31,1,116,281
24050,"Pontiac/Pontiac"," 133-1","Val-des-Monts",26,35,21,0,9,43,0,134,381
24050,"Pontiac/Pontiac"," 134","Val-des-Monts",37,44,48,0,12,32,2,175,333
24050,"Pontiac/Pontiac"," 135","Val-des-Monts",54,48,53,0,15,74,1,245,414
24050,"Pontiac/Pontiac"," 135-1","Val-des-Monts",Merged with No. 135/Fusionné avec le nº 135,,,,,,,,140
24050,"Pontiac/Pontiac"," 136","Val-des-Monts",84,88,79,0,22,108,3,384,440
24050,"Pontiac/Pontiac"," 136-1","Val-des-Monts",Merged with No. 136/Fusionné avec le nº 136,,,,,,,,362
24050,"Pontiac/Pontiac"," 137","Val-des-Monts",24,11,18,0,8,32,0,93,247
24050,"Pontiac/Pontiac"," 137-1","Val-des-Monts",30,33,32,0,11,48,0,154,333
24050,"Pontiac/Pontiac"," 138","Val-des-Monts",54,65,71,0,17,100,2,309,386
24050,"Pontiac/Pontiac"," 138-1","Val-des-Monts",Merged with No. 138/Fusionné avec le nº 138,,,,,,,,279
24050,"Pontiac/Pontiac"," 139","Val-des-Monts",45,41,55,0,5,96,1,243,536
24050,"Pontiac/Pontiac"," 140","Val-des-Monts",46,30,53,0,8,85,2,224,520
24050,"Pontiac/Pontiac"," 141","L'Ange-Gardien",33,47,46,0,19,40,1,186,338
24050,"Pontiac/Pontiac"," 141-1","L'Ange-Gardien",22,38,20,0,9,12,0,101,228
24050,"Pontiac/Pontiac"," 142","L'Ange-Gardien",18,18,16,0,6,32,1,91,196
24050,"Pontiac/Pontiac"," 143","L'Ange-Gardien",20,47,30,1,8,48,1,155,320
24050,"Pontiac/Pontiac"," 143-1","L'Ange-Gardien",22,39,23,0,5,34,1,124,285
24050,"Pontiac/Pontiac"," 144","L'Ange-Gardien",37,45,34,2,7,66,3,194,373
24050,"Pontiac/Pontiac"," 145","L'Ange-Gardien",38,37,51,0,8,52,2,188,420
24050,"Pontiac/Pontiac"," 145-1","L'Ange-Gardien",23,27,25,1,6,37,0,119,205
24050,"Pontiac/Pontiac"," 146","L'Ange-Gardien",39,50,49,0,3,50,4,195,385
24050,"Pontiac/Pontiac"," 147","L'Ange-Gardien",50,59,52,1,17,76,0,255,473
24050,"Pontiac/Pontiac"," 147-1","L'Ange-Gardien",28,42,39,0,4,47,0,160,331
24050,"Pontiac/Pontiac"," 148","Buckingham",32,50,33,1,13,54,0,183,422
24050,"Pontiac/Pontiac"," 149","Buckingham",35,43,35,0,10,55,1,179,340
24050,"Pontiac/Pontiac"," 150","Buckingham",40,41,32,0,9,42,2,166,399
24050,"Pontiac/Pontiac"," 151","Buckingham",23,66,24,0,6,54,1,174,331
24050,"Pontiac/Pontiac"," 152","Buckingham",23,58,38,0,9,50,3,181,315
24050,"Pontiac/Pontiac"," 153","Buckingham",46,52,27,0,12,52,2,191,363
24050,"Pontiac/Pontiac"," 154","Buckingham",50,46,44,0,10,70,2,222,443
24050,"Pontiac/Pontiac"," 155","Buckingham",57,37,42,0,7,83,0,226,501
24050,"Pontiac/Pontiac"," 156","Buckingham",26,19,15,2,5,38,2,107,340
24050,"Pontiac/Pontiac"," 157","Buckingham",46,27,20,1,5,52,1,152,307
24050,"Pontiac/Pontiac"," 158","Buckingham",31,41,44,0,5,42,0,163,355
24050,"Pontiac/Pontiac"," 159","Buckingham",39,59,27,0,9,47,1,182,416
24050,"Pontiac/Pontiac"," 160","Buckingham",16,43,22,0,3,27,5,116,415
24050,"Pontiac/Pontiac"," 161","Buckingham",20,44,31,1,2,28,1,127,308
24050,"Pontiac/Pontiac"," 162","Buckingham",33,39,30,1,9,52,1,165,346
24050,"Pontiac/Pontiac"," 163","Buckingham",27,28,38,0,3,36,4,136,400
24050,"Pontiac/Pontiac"," 164","Buckingham",34,69,33,2,8,62,1,209,385
24050,"Pontiac/Pontiac"," 165","Buckingham",30,30,27,1,9,56,0,153,374
24050,"Pontiac/Pontiac"," 166","Buckingham",39,64,42,1,12,67,0,225,405
24050,"Pontiac/Pontiac"," 167","Buckingham",11,31,22,1,11,46,1,123,318
24050,"Pontiac/Pontiac"," 168","Buckingham",18,29,34,0,7,40,1,129,326
24050,"Pontiac/Pontiac"," 169","Buckingham",16,40,21,0,9,39,1,126,310
24050,"Pontiac/Pontiac"," 170","Buckingham",20,28,35,0,8,39,2,132,348
24050,"Pontiac/Pontiac"," 171","Buckingham",38,41,43,0,7,52,1,182,441
24050,"Pontiac/Pontiac"," 172","Masson-Angers",68,47,39,1,7,74,5,241,433
24050,"Pontiac/Pontiac"," 172-1","Gatineau",58,51,49,1,4,102,4,269,440
24050,"Pontiac/Pontiac"," 173","Masson-Angers",63,41,33,0,2,70,4,213,361
24050,"Pontiac/Pontiac"," 174","Masson-Angers",57,23,35,0,2,78,3,198,318
24050,"Pontiac/Pontiac"," 175","Masson-Angers",22,54,29,0,4,38,8,155,272
24050,"Pontiac/Pontiac"," 175-1","Gatineau",39,24,22,0,5,41,2,133,238
24050,"Pontiac/Pontiac"," 176","Masson-Angers",39,34,38,0,13,55,4,183,392
24050,"Pontiac/Pontiac"," 177","Masson-Angers",29,36,19,0,1,53,2,140,286
24050,"Pontiac/Pontiac"," 178","Masson-Angers",34,52,32,1,3,66,1,189,317
24050,"Pontiac/Pontiac"," 179","Masson-Angers",15,24,32,0,5,38,1,115,319
24050,"Pontiac/Pontiac"," 180","Masson-Angers",35,29,23,1,4,28,0,120,303
24050,"Pontiac/Pontiac"," 181","Masson-Angers",16,17,24,0,7,27,1,92,262
24050,"Pontiac/Pontiac"," 182","Masson-Angers",28,44,31,0,7,59,1,170,306
24050,"Pontiac/Pontiac"," 182-1","Gatineau",17,19,17,0,7,50,2,112,291
24050,"Pontiac/Pontiac"," 183","Masson-Angers",33,33,24,0,3,49,1,143,338
24050,"Pontiac/Pontiac"," 184","Masson-Angers",36,18,31,0,4,59,2,150,376
24050,"Pontiac/Pontiac"," 185","Masson-Angers",19,28,16,1,2,48,2,116,229
24050,"Pontiac/Pontiac"," 186","Masson-Angers",25,17,22,0,4,34,1,103,220
24050,"Pontiac/Pontiac"," 187","Masson-Angers",44,36,26,0,2,64,0,172,460
24050,"Pontiac/Pontiac"," 188","Masson-Angers",39,36,61,0,12,66,2,216,392
24050,"Pontiac/Pontiac"," 189","Masson-Angers",37,58,31,1,4,49,0,180,372
24050,"Pontiac/Pontiac"," 190","Masson-Angers",25,33,38,0,4,69,3,172,357
24050,"Pontiac/Pontiac"," 191","Masson-Angers",29,52,33,1,2,46,0,163,393
24050,"Pontiac/Pontiac"," 192","Masson-Angers",42,80,42,1,7,67,0,239,505
24050,"Pontiac/Pontiac"," 500","Mobile poll/Bureau itinérant",3,19,21,2,2,3,0,50,124
24050,"Pontiac/Pontiac"," 501","Mobile poll/Bureau itinérant",2,3,18,1,0,2,5,31,84
24050,"Pontiac/Pontiac"," 502","Mobile poll/Bureau itinérant",3,17,16,1,0,2,1,40,68
24050,"Pontiac/Pontiac"," 503","Mobile poll/Bureau itinérant",8,27,17,0,1,1,1,55,67
24050,"Pontiac/Pontiac"," 504","Mobile poll/Bureau itinérant",0,0,0,0,0,0,0,0,22
24050,"Pontiac/Pontiac"," 600","Déléage",10,62,38,0,4,52,2,168,
24050,"Pontiac/Pontiac"," 601","Déléage",22,105,62,1,5,89,1,285,
24050,"Pontiac/Pontiac"," 602","Maniwaki",23,189,139,1,12,97,5,466,
24050,"Pontiac/Pontiac"," 603","Gracefield",26,96,47,0,7,48,3,227,
24050,"Pontiac/Pontiac"," 604","Low",8,71,21,0,7,17,0,124,
24050,"Pontiac/Pontiac"," 605","Rapides-des-Joachims",1,5,2,0,1,5,1,15,
24050,"Pontiac/Pontiac"," 606","Fort-Coulonge",43,242,115,2,8,33,1,444,
24050,"Pontiac/Pontiac"," 607","Fort-Coulonge",11,50,23,0,2,1,0,87,
24050,"Pontiac/Pontiac"," 608","Shawville",19,178,56,0,10,11,0,274,
24050,"Pontiac/Pontiac"," 609","Shawville",10,216,54,0,6,3,0,289,
24050,"Pontiac/Pontiac"," 610","Wakefield",20,93,74,0,16,16,0,219,
24050,"Pontiac/Pontiac"," 611","Masham",23,97,46,3,5,56,3,233,
24050,"Pontiac/Pontiac"," 612","Luskville",25,102,71,0,12,52,0,262,
24050,"Pontiac/Pontiac"," 613","Chelsea",30,87,78,0,19,20,0,234,
24050,"Pontiac/Pontiac"," 614","Chelsea",38,120,107,0,27,45,1,338,
24050,"Pontiac/Pontiac"," 615","Cantley",52,108,92,2,22,117,2,395,
24050,"Pontiac/Pontiac"," 616","Cantley",33,65,81,0,26,65,0,270,
24050,"Pontiac/Pontiac"," 617","Val-des-Monts",10,55,52,0,12,37,0,166,
24050,"Pontiac/Pontiac"," 618","Val-des-Monts",29,79,53,0,14,79,0,254,
24050,"Pontiac/Pontiac"," 619","L'Ange-Gardien",21,85,58,1,11,65,0,241,
24050,"Pontiac/Pontiac"," 620","Buckingham",42,99,67,1,13,53,1,276,
24050,"Pontiac/Pontiac"," 621","Buckingham",10,49,22,0,4,17,0,102,
24050,"Pontiac/Pontiac"," 622","Buckingham",15,78,41,0,8,44,2,188,
24050,"Pontiac/Pontiac"," 623","Buckingham",15,107,64,1,2,52,1,242,
24050,"Pontiac/Pontiac"," 624","Angers",35,49,24,0,0,51,2,161,
24050,"Pontiac/Pontiac"," 625","Angers",32,55,23,0,6,49,2,167,
24050,"Pontiac/Pontiac"," 626","Masson",8,40,11,0,0,30,2,91,
24050,"Pontiac/Pontiac"," 627","Masson",9,43,18,1,3,43,2,119,
24050,"Pontiac/Pontiac",,Group 1/Groupe 1,15,56,29,0,9,13,2,124,257
24050,"Pontiac/Pontiac",,Group 2/Groupe 2,39,171,119,2,16,100,12,459,

