Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ruby Dhalla,Dave Finlay,Parm Gill,Dimitrios Kabitsis,Mani Singh,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35007,"Brampton--Springdale/Brampton--Springdale"," 64","Brampton",90,25,89,1,13,2,220,431
35007,"Brampton--Springdale/Brampton--Springdale"," 65","Brampton",103,27,108,0,25,2,265,469
35007,"Brampton--Springdale/Brampton--Springdale"," 66","Brampton",57,25,63,0,17,1,163,324
35007,"Brampton--Springdale/Brampton--Springdale"," 67","Brampton",56,30,57,1,34,0,178,373
35007,"Brampton--Springdale/Brampton--Springdale"," 68","Brampton",47,30,77,0,18,0,172,381
35007,"Brampton--Springdale/Brampton--Springdale"," 69","Brampton",46,12,74,0,23,2,157,291
35007,"Brampton--Springdale/Brampton--Springdale"," 70","Brampton",98,25,120,0,20,0,263,458
35007,"Brampton--Springdale/Brampton--Springdale"," 71","Brampton",65,23,64,0,24,0,176,367
35007,"Brampton--Springdale/Brampton--Springdale"," 72","Brampton",73,30,84,0,28,1,216,406
35007,"Brampton--Springdale/Brampton--Springdale"," 73","Brampton",58,7,42,1,16,3,127,261
35007,"Brampton--Springdale/Brampton--Springdale"," 73-1","Brampton",100,24,50,0,23,1,198,364
35007,"Brampton--Springdale/Brampton--Springdale"," 74A","Brampton",71,7,41,0,20,1,140,240
35007,"Brampton--Springdale/Brampton--Springdale"," 74B","Brampton",78,5,48,2,19,2,154,324
35007,"Brampton--Springdale/Brampton--Springdale"," 75","Brampton",48,11,55,1,18,0,133,299
35007,"Brampton--Springdale/Brampton--Springdale"," 75-1","Brampton",62,10,38,0,16,3,129,305
35007,"Brampton--Springdale/Brampton--Springdale"," 76","Brampton",83,26,78,1,28,3,219,419
35007,"Brampton--Springdale/Brampton--Springdale"," 77","Brampton",72,29,75,0,25,0,201,390
35007,"Brampton--Springdale/Brampton--Springdale"," 78","Brampton",70,25,66,0,32,1,194,426
35007,"Brampton--Springdale/Brampton--Springdale"," 79","Brampton",73,30,87,1,41,1,233,434
35007,"Brampton--Springdale/Brampton--Springdale"," 80","Brampton",62,29,70,3,24,1,189,383
35007,"Brampton--Springdale/Brampton--Springdale"," 81","Brampton",64,37,89,1,29,2,222,404
35007,"Brampton--Springdale/Brampton--Springdale"," 82","Brampton",64,7,47,9,7,0,134,303
35007,"Brampton--Springdale/Brampton--Springdale"," 82-1","Brampton",37,13,32,2,15,0,99,202
35007,"Brampton--Springdale/Brampton--Springdale"," 83","Brampton",87,4,37,1,20,2,151,302
35007,"Brampton--Springdale/Brampton--Springdale"," 83-1","Brampton",43,16,38,0,16,0,113,283
35007,"Brampton--Springdale/Brampton--Springdale"," 84","Brampton",87,6,57,1,21,0,172,364
35007,"Brampton--Springdale/Brampton--Springdale"," 85","Brampton",54,8,56,0,18,0,136,355
35007,"Brampton--Springdale/Brampton--Springdale"," 86","Brampton",80,12,37,1,20,3,153,391
35007,"Brampton--Springdale/Brampton--Springdale"," 87","Brampton",102,14,70,0,25,3,214,408
35007,"Brampton--Springdale/Brampton--Springdale"," 88","Brampton",60,37,86,1,18,0,202,499
35007,"Brampton--Springdale/Brampton--Springdale"," 89","Brampton",41,20,58,0,25,0,144,386
35007,"Brampton--Springdale/Brampton--Springdale"," 90","Brampton",83,7,50,0,16,0,156,351
35007,"Brampton--Springdale/Brampton--Springdale"," 90-1","Brampton",51,10,58,0,15,0,134,275
35007,"Brampton--Springdale/Brampton--Springdale"," 91","Brampton",84,11,64,0,38,2,199,478
35007,"Brampton--Springdale/Brampton--Springdale"," 92","Brampton",79,10,73,1,18,1,182,412
35007,"Brampton--Springdale/Brampton--Springdale"," 93","Brampton",51,8,46,1,9,2,117,289
35007,"Brampton--Springdale/Brampton--Springdale"," 93-1","Brampton",44,8,40,0,10,2,104,217
35007,"Brampton--Springdale/Brampton--Springdale"," 94","Brampton",63,25,60,0,19,1,168,366
35007,"Brampton--Springdale/Brampton--Springdale"," 95","Brampton",81,10,49,0,16,2,158,343
35007,"Brampton--Springdale/Brampton--Springdale"," 95-1","Brampton",50,7,44,0,8,1,110,207
35007,"Brampton--Springdale/Brampton--Springdale"," 96","Brampton",107,17,87,2,17,2,232,454
35007,"Brampton--Springdale/Brampton--Springdale"," 97","Brampton",112,16,74,0,44,1,247,437
35007,"Brampton--Springdale/Brampton--Springdale"," 98","Brampton",90,24,81,1,38,1,235,444
35007,"Brampton--Springdale/Brampton--Springdale"," 99","Brampton",109,17,114,0,26,1,267,449
35007,"Brampton--Springdale/Brampton--Springdale"," 100","Brampton",83,26,85,1,22,1,218,397
35007,"Brampton--Springdale/Brampton--Springdale"," 101","Brampton",56,8,58,0,31,4,157,339
35007,"Brampton--Springdale/Brampton--Springdale"," 102","Brampton",117,9,52,2,12,1,193,411
35007,"Brampton--Springdale/Brampton--Springdale"," 103","Brampton",87,14,72,1,18,1,193,423
35007,"Brampton--Springdale/Brampton--Springdale"," 104","Brampton",106,17,63,1,23,1,211,418
35007,"Brampton--Springdale/Brampton--Springdale"," 105","Brampton",111,30,80,1,30,1,253,475
35007,"Brampton--Springdale/Brampton--Springdale"," 106","Brampton",109,19,95,0,17,1,241,452
35007,"Brampton--Springdale/Brampton--Springdale"," 107","Brampton",79,17,79,1,27,0,203,387
35007,"Brampton--Springdale/Brampton--Springdale"," 108","Brampton",100,25,54,1,37,2,219,418
35007,"Brampton--Springdale/Brampton--Springdale"," 109","Brampton",109,17,79,0,51,3,259,496
35007,"Brampton--Springdale/Brampton--Springdale"," 110","Brampton",79,22,107,0,11,0,219,451
35007,"Brampton--Springdale/Brampton--Springdale"," 111","Brampton",64,13,50,1,17,0,145,287
35007,"Brampton--Springdale/Brampton--Springdale"," 111-1","Brampton",67,6,39,2,5,0,119,216
35007,"Brampton--Springdale/Brampton--Springdale"," 112","Brampton",72,26,80,1,28,2,209,407
35007,"Brampton--Springdale/Brampton--Springdale"," 113","Brampton",94,29,94,2,19,0,238,465
35007,"Brampton--Springdale/Brampton--Springdale"," 114","Brampton",78,18,88,0,22,1,207,349
35007,"Brampton--Springdale/Brampton--Springdale"," 115","Brampton",94,27,125,1,27,0,274,433
35007,"Brampton--Springdale/Brampton--Springdale"," 116","Brampton",75,25,127,1,28,6,262,460
35007,"Brampton--Springdale/Brampton--Springdale"," 117","Brampton",67,27,55,0,29,2,180,410
35007,"Brampton--Springdale/Brampton--Springdale"," 118","Brampton",92,6,77,0,18,2,195,506
35007,"Brampton--Springdale/Brampton--Springdale"," 118-1","Brampton",88,3,57,0,16,5,169,350
35007,"Brampton--Springdale/Brampton--Springdale"," 118-2","Brampton",82,3,69,0,20,0,174,420
35007,"Brampton--Springdale/Brampton--Springdale"," 119","Brampton",72,16,37,0,20,2,147,351
35007,"Brampton--Springdale/Brampton--Springdale"," 120","Brampton",64,18,73,2,26,0,183,375
35007,"Brampton--Springdale/Brampton--Springdale"," 121","Brampton",72,16,71,1,20,1,181,392
35007,"Brampton--Springdale/Brampton--Springdale"," 122","Brampton",103,13,86,0,31,1,234,472
35007,"Brampton--Springdale/Brampton--Springdale"," 122-1","Brampton",95,12,59,1,22,1,190,521
35007,"Brampton--Springdale/Brampton--Springdale"," 122-2A","Brampton",50,8,32,0,15,0,105,295
35007,"Brampton--Springdale/Brampton--Springdale"," 122-2B","Brampton",70,3,37,0,19,0,129,343
35007,"Brampton--Springdale/Brampton--Springdale"," 123","Brampton",64,15,57,1,21,2,160,348
35007,"Brampton--Springdale/Brampton--Springdale"," 124","Brampton",85,15,54,1,34,5,194,380
35007,"Brampton--Springdale/Brampton--Springdale"," 125","Brampton",78,22,75,0,21,2,198,449
35007,"Brampton--Springdale/Brampton--Springdale"," 126","Brampton",57,8,48,0,18,2,133,418
35007,"Brampton--Springdale/Brampton--Springdale"," 127","Brampton",38,14,62,1,17,1,133,373
35007,"Brampton--Springdale/Brampton--Springdale"," 128","Brampton",30,8,42,0,13,0,93,293
35007,"Brampton--Springdale/Brampton--Springdale"," 129","Brampton",93,11,51,1,26,2,184,471
35007,"Brampton--Springdale/Brampton--Springdale"," 130","Brampton",44,12,43,2,20,2,123,371
35007,"Brampton--Springdale/Brampton--Springdale"," 131","Brampton",58,16,52,2,30,1,159,409
35007,"Brampton--Springdale/Brampton--Springdale"," 132","Brampton",46,8,43,1,9,0,107,311
35007,"Brampton--Springdale/Brampton--Springdale"," 133","Brampton",75,13,50,1,31,1,171,464
35007,"Brampton--Springdale/Brampton--Springdale"," 134","Brampton",43,14,47,1,25,0,130,336
35007,"Brampton--Springdale/Brampton--Springdale"," 135","Brampton",47,27,93,0,38,0,205,402
35007,"Brampton--Springdale/Brampton--Springdale"," 136","Brampton",61,27,63,2,28,2,183,424
35007,"Brampton--Springdale/Brampton--Springdale"," 137","Brampton",50,24,64,1,23,0,162,345
35007,"Brampton--Springdale/Brampton--Springdale"," 138","Brampton",42,21,45,0,25,2,135,320
35007,"Brampton--Springdale/Brampton--Springdale"," 139","Brampton",48,23,50,0,21,2,144,320
35007,"Brampton--Springdale/Brampton--Springdale"," 140","Brampton",61,35,73,0,22,0,191,411
35007,"Brampton--Springdale/Brampton--Springdale"," 141","Brampton",63,19,78,0,31,2,193,350
35007,"Brampton--Springdale/Brampton--Springdale"," 142","Brampton",66,18,58,0,20,2,164,376
35007,"Brampton--Springdale/Brampton--Springdale"," 143","Brampton",62,22,62,1,28,0,175,474
35007,"Brampton--Springdale/Brampton--Springdale"," 144","Brampton",52,36,55,0,54,1,198,519
35007,"Brampton--Springdale/Brampton--Springdale"," 145","Brampton",47,14,45,0,25,0,131,309
35007,"Brampton--Springdale/Brampton--Springdale"," 146","Brampton",Void/Supprimé,,,,,,,
35007,"Brampton--Springdale/Brampton--Springdale"," 147","Brampton",Void/Supprimé,,,,,,,
35007,"Brampton--Springdale/Brampton--Springdale"," 148","Brampton",Void/Supprimé,,,,,,,
35007,"Brampton--Springdale/Brampton--Springdale"," 149","Brampton",39,8,35,0,25,1,108,317
35007,"Brampton--Springdale/Brampton--Springdale"," 150","Brampton",68,26,62,1,28,6,191,539
35007,"Brampton--Springdale/Brampton--Springdale"," 151","Brampton",83,17,44,1,14,0,159,326
35007,"Brampton--Springdale/Brampton--Springdale"," 151-1","Brampton",35,6,27,0,16,2,86,222
35007,"Brampton--Springdale/Brampton--Springdale"," 152","Brampton",66,21,46,0,12,2,147,312
35007,"Brampton--Springdale/Brampton--Springdale"," 152-1","Brampton",38,6,42,0,16,1,103,240
35007,"Brampton--Springdale/Brampton--Springdale"," 153","Brampton",19,15,33,0,15,4,86,217
35007,"Brampton--Springdale/Brampton--Springdale"," 153-1","Brampton",32,7,17,0,8,2,66,159
35007,"Brampton--Springdale/Brampton--Springdale"," 154","Brampton",76,39,103,2,30,2,252,524
35007,"Brampton--Springdale/Brampton--Springdale"," 155","Brampton",44,19,72,0,28,0,163,388
35007,"Brampton--Springdale/Brampton--Springdale"," 156","Brampton",41,12,48,0,13,4,118,277
35007,"Brampton--Springdale/Brampton--Springdale"," 157","Brampton",49,14,49,1,20,0,133,303
35007,"Brampton--Springdale/Brampton--Springdale"," 158","Brampton",68,10,46,0,15,4,143,336
35007,"Brampton--Springdale/Brampton--Springdale"," 159","Brampton",69,15,46,0,13,6,149,305
35007,"Brampton--Springdale/Brampton--Springdale"," 159-1","Brampton",48,7,43,0,15,0,113,215
35007,"Brampton--Springdale/Brampton--Springdale"," 160","Brampton",75,22,63,0,35,1,196,471
35007,"Brampton--Springdale/Brampton--Springdale"," 161","Brampton",Void/Supprimé,,,,,,,
35007,"Brampton--Springdale/Brampton--Springdale"," 162","Brampton",81,9,75,2,33,2,202,472
35007,"Brampton--Springdale/Brampton--Springdale"," 163","Brampton",77,13,51,1,42,2,186,466
35007,"Brampton--Springdale/Brampton--Springdale"," 164","Brampton",48,17,63,0,16,2,146,318
35007,"Brampton--Springdale/Brampton--Springdale"," 165","Brampton",54,10,37,2,24,1,128,285
35007,"Brampton--Springdale/Brampton--Springdale"," 165-1","Brampton",16,4,27,1,5,1,54,179
35007,"Brampton--Springdale/Brampton--Springdale"," 166","Brampton",Void/Supprimé,,,,,,,
35007,"Brampton--Springdale/Brampton--Springdale"," 167A","Brampton",40,8,20,1,14,0,83,238
35007,"Brampton--Springdale/Brampton--Springdale"," 167B","Brampton",12,7,53,1,3,3,79,131
35007,"Brampton--Springdale/Brampton--Springdale"," 168","Brampton",90,16,68,1,33,0,208,443
35007,"Brampton--Springdale/Brampton--Springdale"," 169","Brampton",67,7,57,2,30,2,165,426
35007,"Brampton--Springdale/Brampton--Springdale"," 170","Brampton",48,11,27,0,14,2,102,256
35007,"Brampton--Springdale/Brampton--Springdale"," 170-1","Brampton",34,12,33,0,9,0,88,212
35007,"Brampton--Springdale/Brampton--Springdale"," 171","Brampton",46,16,44,0,23,0,129,289
35007,"Brampton--Springdale/Brampton--Springdale"," 400","Brampton",67,9,51,0,23,0,150,318
35007,"Brampton--Springdale/Brampton--Springdale"," 401","Brampton",129,9,51,0,26,1,216,429
35007,"Brampton--Springdale/Brampton--Springdale"," 402","Brampton",49,8,36,0,26,0,119,254
35007,"Brampton--Springdale/Brampton--Springdale"," 403","Brampton",49,9,38,0,22,1,119,216
35007,"Brampton--Springdale/Brampton--Springdale"," 404","Brampton",39,5,27,1,22,0,94,230
35007,"Brampton--Springdale/Brampton--Springdale"," 405","Brampton",71,15,74,0,28,3,191,301
35007,"Brampton--Springdale/Brampton--Springdale"," 406","Brampton",51,7,31,0,19,2,110,239
35007,"Brampton--Springdale/Brampton--Springdale"," 407","Brampton",103,14,79,0,22,3,221,332
35007,"Brampton--Springdale/Brampton--Springdale"," 408","Brampton",71,14,69,1,28,2,185,326
35007,"Brampton--Springdale/Brampton--Springdale"," 409","Brampton",72,10,39,1,26,1,149,271
35007,"Brampton--Springdale/Brampton--Springdale"," 410","Brampton",66,19,76,0,30,3,194,286
35007,"Brampton--Springdale/Brampton--Springdale"," 411","Brampton",46,15,50,0,10,0,121,202
35007,"Brampton--Springdale/Brampton--Springdale"," 412","Brampton",41,14,36,0,25,0,116,207
35007,"Brampton--Springdale/Brampton--Springdale"," 413","Brampton",52,14,32,1,43,1,143,282
35007,"Brampton--Springdale/Brampton--Springdale"," 500","Mobile poll/Bureau itinérant",31,7,32,1,3,2,76,143
35007,"Brampton--Springdale/Brampton--Springdale"," 501","Mobile poll/Bureau itinérant",33,6,21,0,7,6,73,194
35007,"Brampton--Springdale/Brampton--Springdale"," 502","Mobile poll/Bureau itinérant",16,2,18,0,3,1,40,108
35007,"Brampton--Springdale/Brampton--Springdale"," 600","Brampton",50,1,87,0,12,2,152,
35007,"Brampton--Springdale/Brampton--Springdale"," 601","Brampton",106,3,209,1,24,6,349,
35007,"Brampton--Springdale/Brampton--Springdale"," 602","Brampton",92,4,162,0,10,1,269,
35007,"Brampton--Springdale/Brampton--Springdale"," 603","Brampton",104,11,182,1,26,5,329,
35007,"Brampton--Springdale/Brampton--Springdale"," 604","Brampton",141,7,236,1,11,15,411,
35007,"Brampton--Springdale/Brampton--Springdale"," 605","Brampton",194,18,321,0,18,8,559,
35007,"Brampton--Springdale/Brampton--Springdale"," 606","Brampton",136,11,132,1,9,0,289,
35007,"Brampton--Springdale/Brampton--Springdale"," 607","Brampton",153,20,154,1,19,1,348,
35007,"Brampton--Springdale/Brampton--Springdale"," 608","Brampton",68,6,77,0,14,0,165,
35007,"Brampton--Springdale/Brampton--Springdale"," 609","Brampton",91,20,121,0,19,0,251,
35007,"Brampton--Springdale/Brampton--Springdale"," 610","Brampton",144,56,202,1,34,0,437,
35007,"Brampton--Springdale/Brampton--Springdale"," 611","Brampton",118,35,152,0,24,3,332,
35007,"Brampton--Springdale/Brampton--Springdale"," 612","Brampton",81,8,79,0,16,0,184,
35007,"Brampton--Springdale/Brampton--Springdale"," 613","Brampton",59,4,96,1,18,1,179,
35007,"Brampton--Springdale/Brampton--Springdale"," 614","Brampton",66,10,62,0,11,0,149,
35007,"Brampton--Springdale/Brampton--Springdale"," 615","Brampton",117,9,125,0,15,1,267,
35007,"Brampton--Springdale/Brampton--Springdale"," 616","Brampton",42,14,56,0,8,0,120,
35007,"Brampton--Springdale/Brampton--Springdale"," 617","Brampton",77,13,64,0,36,1,191,
35007,"Brampton--Springdale/Brampton--Springdale"," 618","Brampton",23,4,24,0,5,0,56,
35007,"Brampton--Springdale/Brampton--Springdale"," 619","Brampton",42,12,62,1,20,3,140,
35007,"Brampton--Springdale/Brampton--Springdale"," 620","Brampton",62,20,59,1,11,2,155,
35007,"Brampton--Springdale/Brampton--Springdale"," 621","Brampton",46,6,58,0,15,0,125,
35007,"Brampton--Springdale/Brampton--Springdale",,Group 1/Groupe 1,25,6,31,0,5,2,69,122
35007,"Brampton--Springdale/Brampton--Springdale",,Group 2/Groupe 2,200,15,325,1,21,21,583,

