Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jamilé Ghaddar,Gordon Guyatt,Arlene MacFarlane-VanderBeek,Peter Ormond,David Sweet,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,56,Flamborough,0,29,20,16,94,2,161,259
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,57,Flamborough,0,20,28,11,118,2,179,296
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,58,Flamborough,1,26,19,17,52,0,115,312
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,59,Flamborough,1,49,61,30,114,1,256,482
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,60,Flamborough,0,17,46,18,68,0,149,273
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,61,Flamborough,2,31,20,14,43,0,110,247
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,62,Flamborough,0,29,77,36,174,2,318,616
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,63,Flamborough,0,31,58,22,132,0,243,427
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 64A,Flamborough,0,30,42,10,84,0,166,324
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 64B,Flamborough,1,26,25,13,118,0,183,343
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,65,Flamborough,0,46,41,31,108,0,226,450
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,66,Flamborough,0,25,53,12,129,0,219,401
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,67,Flamborough,0,33,51,31,156,0,271,500
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,68,Flamborough,0,25,27,10,68,1,131,211
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,69,Flamborough,0,39,60,21,101,1,222,376
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,70,Flamborough,1,19,25,20,63,1,129,240
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,71,Flamborough,1,30,53,17,128,2,231,408
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,72,Flamborough,0,30,69,23,120,0,242,377
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,73,Flamborough,0,25,39,10,89,0,163,277
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,74,Flamborough,0,26,27,8,73,0,134,269
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,75,Flamborough,0,20,56,19,165,2,262,501
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,76,Dundas,1,42,41,47,83,1,215,329
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,77,Dundas,1,46,46,21,98,0,212,351
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,78,Hamilton ,Void/Supprimé,,,,,,,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,79,Dundas,0,39,92,29,91,1,252,461
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,80,Dundas,1,43,104,26,95,0,269,416
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,81,Dundas,1,77,54,29,78,0,239,361
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,82,Dundas,3,60,65,37,84,0,249,430
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,83,Dundas,3,63,46,30,77,1,220,389
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,84,Dundas,1,59,45,12,50,0,167,336
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,85,Dundas,0,42,40,14,40,0,136,314
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,86,Dundas,0,56,65,22,73,1,217,368
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,87,Dundas,0,59,67,25,62,0,213,363
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,88,Dundas,1,30,30,9,45,0,115,279
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,89,Dundas,0,43,33,10,23,0,109,310
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,90,Dundas,0,36,57,13,65,1,172,310
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,91,Dundas,0,59,102,28,103,0,292,435
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 91-1,Dundas,Void/Supprimé,,,,,,,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,92,Dundas,0,37,91,32,89,1,250,369
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,93,Dundas,2,43,58,12,84,2,201,334
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,94,Dundas,0,31,93,24,84,0,232,392
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,95,Dundas,0,39,56,25,66,0,186,334
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,96,Dundas,0,40,86,44,119,1,290,469
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,97,Dundas,0,53,83,36,90,2,264,424
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,98,Hamilton ,0,53,64,32,55,0,204,317
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,99,Hamilton ,2,58,61,36,37,1,195,293
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,100,Hamilton ,0,56,86,35,60,0,237,338
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,101,Hamilton ,0,50,121,30,64,1,266,430
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,102,Hamilton ,1,67,67,16,43,1,195,273
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,103,Hamilton ,2,51,75,34,50,0,212,364
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,104,Hamilton ,0,53,73,31,54,2,213,346
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,105,Hamilton ,1,53,80,25,39,1,199,339
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,106,Hamilton ,0,56,81,25,49,0,211,345
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,107,Hamilton ,0,58,92,11,62,0,223,365
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,108,Hamilton ,1,74,76,35,61,0,247,355
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,109,Hamilton ,1,53,49,11,24,1,139,511
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,110,Hamilton ,0,40,50,26,55,1,172,336
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,111,Hamilton ,1,63,85,17,60,0,226,478
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,112,Hamilton ,0,51,83,28,69,1,232,356
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,113,Hamilton ,2,54,108,31,55,1,251,352
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,114,Hamilton ,0,41,44,11,33,0,129,197
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,115,Hamilton ,0,53,91,26,55,0,225,424
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,116,Hamilton ,0,48,50,23,42,0,163,328
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,117,Hamilton ,1,51,73,15,62,3,205,370
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,118,Hamilton ,0,62,72,25,63,3,225,391
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,119,Hamilton ,1,52,116,22,78,1,270,443
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,120,Hamilton ,1,43,37,18,43,0,142,338
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,121,Hamilton ,1,41,47,26,45,1,161,325
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,122,Hamilton ,Void/Supprimé,,,,,,,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,123,Hamilton ,1,84,72,27,74,0,258,604
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,124,Hamilton ,0,81,48,16,38,2,185,393
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,125,Hamilton ,0,110,110,42,165,0,427,664
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,126,Hamilton ,Void/Supprimé,,,,,,,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,127,Hamilton ,0,33,54,16,65,1,169,285
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,128,Hamilton ,1,60,48,17,69,1,196,366
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,129,Hamilton ,0,54,61,27,89,0,231,355
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,130,Hamilton ,0,53,54,38,61,2,208,403
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,131,Hamilton ,1,35,42,10,37,1,126,252
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,132,Dundas,1,76,124,36,141,1,379,662
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,133,Dundas,1,33,79,15,168,0,296,479
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,134,Dundas,0,54,66,33,69,2,224,361
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 135A,Dundas,1,43,72,26,65,0,207,311
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 135B,Dundas,0,59,73,31,70,0,233,349
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,136,Dundas,0,34,103,23,79,0,239,356
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,137,Dundas,0,59,48,22,45,0,174,334
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,138,Dundas,1,44,38,19,58,0,160,325
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,139,Dundas,0,49,98,29,45,1,222,381
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,140,Dundas,0,82,67,23,56,0,228,382
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,141,Dundas,1,80,63,31,93,2,270,499
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,142,Dundas,2,42,57,18,93,0,212,399
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,143,Dundas,0,49,47,20,73,3,192,405
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 143-1A,Dundas,1,31,73,11,67,2,185,263
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 143-1B,Mobile poll/Bureau itinérant,Merged with No. 505/Fusionné avec le nº 505,,,,,,,93
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,144,Dundas,1,47,55,22,66,0,191,439
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,145,Dundas,0,51,52,24,112,0,239,456
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,146,Dundas,0,48,52,20,74,0,194,365
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,147,Dundas,0,25,63,28,98,0,214,405
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,148,Dundas,2,45,70,17,93,0,227,451
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,149,Dundas,0,26,65,11,84,0,186,314
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,150,Dundas,0,23,43,12,84,0,162,313
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,151,Dundas,3,40,37,15,59,0,154,279
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,152,Dundas,0,29,98,28,115,0,270,504
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,153,Dundas,1,29,48,19,82,0,179,330
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,154,Dundas,0,42,65,22,58,0,187,325
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,155,Dundas,0,44,59,14,53,0,170,339
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,156,Ancaster,0,30,86,21,110,0,247,516
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,157,Ancaster,0,40,61,8,84,1,194,376
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,158,Ancaster,0,15,85,5,103,0,208,359
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,159,Ancaster,0,10,78,23,121,0,232,415
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,160,Ancaster,1,25,98,21,125,0,270,451
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,161,Ancaster,0,23,100,21,173,2,319,579
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,162,Ancaster,0,26,87,24,113,0,250,450
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,163,Ancaster,0,28,79,31,139,1,278,455
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,164,Ancaster,1,24,63,27,118,1,234,419
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,165,Ancaster,0,25,74,23,84,0,206,364
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,166,Ancaster,1,18,86,24,100,1,230,429
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,167,Ancaster,2,60,42,19,76,1,200,359
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,168,Ancaster,0,32,88,13,149,0,282,505
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,169,Ancaster,Void/Supprimé,,,,,,,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,170,Ancaster,0,23,90,19,177,1,310,510
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,171,Ancaster,0,46,67,22,104,0,239,375
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,172,Ancaster,0,34,62,16,106,2,220,397
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,173,Ancaster,1,45,60,21,116,0,243,395
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,174,Ancaster,0,34,123,17,112,1,287,497
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,175,Ancaster,2,31,53,27,102,0,215,323
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,176,Ancaster,0,19,23,12,80,0,134,228
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,177,Ancaster,1,44,89,22,138,0,294,483
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,178,Ancaster,0,44,61,31,121,0,257,437
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,179,Ancaster,2,28,44,12,118,0,204,352
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,180,Ancaster,0,38,104,20,122,3,287,477
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,181,Ancaster,0,58,54,23,111,1,247,418
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,182,Flamborough,0,36,36,23,118,0,213,323
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,183,Flamborough,2,29,27,24,85,0,167,276
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,184,Flamborough,0,30,27,18,123,0,198,361
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,185,Flamborough,1,24,53,22,89,0,189,285
