Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Wayne Clements,Mary Trapani Hynes,Alex Kovalenko,Eugene McDermott,Yasmin Ratansi,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35016,"Don Valley East/Don Valley-Est"," 52","North York",9,10,0,107,77,0,203,355
35016,"Don Valley East/Don Valley-Est"," 53","North York",23,14,1,64,98,2,202,365
35016,"Don Valley East/Don Valley-Est"," 54","North York",24,24,0,95,110,0,253,553
35016,"Don Valley East/Don Valley-Est"," 55","North York",20,18,1,87,105,0,231,360
35016,"Don Valley East/Don Valley-Est"," 56","North York",15,41,2,60,77,1,196,494
35016,"Don Valley East/Don Valley-Est"," 57","North York",13,36,3,46,86,0,184,526
35016,"Don Valley East/Don Valley-Est"," 58","North York",14,37,1,40,60,2,154,418
35016,"Don Valley East/Don Valley-Est"," 59","North York",10,52,1,48,113,1,225,410
35016,"Don Valley East/Don Valley-Est"," 60","North York",3,18,0,28,54,0,103,197
35016,"Don Valley East/Don Valley-Est"," 61","North York",6,22,2,43,58,0,131,366
35016,"Don Valley East/Don Valley-Est"," 62","North York",10,25,2,53,101,3,194,380
35016,"Don Valley East/Don Valley-Est"," 63","North York",18,32,0,68,78,0,196,397
35016,"Don Valley East/Don Valley-Est"," 64","North York",26,14,1,71,122,1,235,391
35016,"Don Valley East/Don Valley-Est"," 65","North York",16,16,0,54,101,0,187,371
35016,"Don Valley East/Don Valley-Est"," 66","North York",22,15,3,58,83,1,182,322
35016,"Don Valley East/Don Valley-Est"," 67","North York",9,32,1,59,111,0,212,403
35016,"Don Valley East/Don Valley-Est"," 68","North York",7,19,0,35,109,1,171,324
35016,"Don Valley East/Don Valley-Est"," 69","North York",22,17,2,68,91,1,201,436
35016,"Don Valley East/Don Valley-Est"," 70","North York",25,30,2,41,128,0,226,441
35016,"Don Valley East/Don Valley-Est"," 71","North York",22,45,6,100,142,1,316,535
35016,"Don Valley East/Don Valley-Est"," 72","North York",8,26,2,70,86,2,194,373
35016,"Don Valley East/Don Valley-Est"," 73","North York",23,25,0,73,122,0,243,489
35016,"Don Valley East/Don Valley-Est"," 74","North York",15,51,3,28,106,0,203,369
35016,"Don Valley East/Don Valley-Est"," 75","North York",9,35,3,44,113,2,206,417
35016,"Don Valley East/Don Valley-Est"," 76","North York",Void/Supprimé,,,,,,,
35016,"Don Valley East/Don Valley-Est"," 77","North York",Void/Supprimé,,,,,,,
35016,"Don Valley East/Don Valley-Est"," 78","North York",Void/Supprimé,,,,,,,
35016,"Don Valley East/Don Valley-Est"," 79","North York",3,28,0,54,106,2,193,389
35016,"Don Valley East/Don Valley-Est"," 80","North York",22,8,0,94,107,0,231,402
35016,"Don Valley East/Don Valley-Est"," 81","North York",18,20,1,89,91,0,219,385
35016,"Don Valley East/Don Valley-Est"," 82","North York",17,10,0,86,78,1,192,308
35016,"Don Valley East/Don Valley-Est"," 83","North York",24,22,1,91,109,0,247,380
35016,"Don Valley East/Don Valley-Est"," 84","North York",38,11,0,120,90,0,259,395
35016,"Don Valley East/Don Valley-Est"," 85","North York",21,19,0,110,101,2,253,461
35016,"Don Valley East/Don Valley-Est"," 86","North York",30,13,0,72,116,1,232,440
35016,"Don Valley East/Don Valley-Est"," 87","North York",15,33,1,49,76,2,176,361
35016,"Don Valley East/Don Valley-Est"," 88","North York",10,38,1,54,76,0,179,445
35016,"Don Valley East/Don Valley-Est"," 89","North York",8,26,0,51,84,0,169,444
35016,"Don Valley East/Don Valley-Est"," 90","North York",15,9,0,73,94,0,191,332
35016,"Don Valley East/Don Valley-Est"," 90-1","North York",10,19,0,19,59,2,109,269
35016,"Don Valley East/Don Valley-Est"," 91","North York",38,20,0,73,115,0,246,374
35016,"Don Valley East/Don Valley-Est"," 92","North York",23,29,1,56,88,1,198,399
35016,"Don Valley East/Don Valley-Est"," 93","North York",10,36,2,37,36,0,121,248
35016,"Don Valley East/Don Valley-Est"," 93-1","North York",15,20,1,59,102,1,198,417
35016,"Don Valley East/Don Valley-Est"," 93-2","North York",11,28,0,60,88,1,188,391
35016,"Don Valley East/Don Valley-Est"," 94","North York",15,32,0,42,88,1,178,353
35016,"Don Valley East/Don Valley-Est"," 95","North York",11,28,1,50,115,1,206,365
35016,"Don Valley East/Don Valley-Est"," 96","North York",16,19,3,67,104,1,210,375
35016,"Don Valley East/Don Valley-Est"," 97","North York",17,19,1,57,80,2,176,323
35016,"Don Valley East/Don Valley-Est"," 98","North York",8,21,0,35,79,2,145,297
35016,"Don Valley East/Don Valley-Est"," 99A","North York",5,24,1,51,71,0,152,307
35016,"Don Valley East/Don Valley-Est"," 99B","North York",7,20,0,40,47,1,115,263
35016,"Don Valley East/Don Valley-Est"," 100","North York",13,25,4,51,90,2,185,360
35016,"Don Valley East/Don Valley-Est"," 101","North York",12,48,16,38,50,1,165,410
35016,"Don Valley East/Don Valley-Est"," 102","North York",8,30,2,69,108,0,217,400
35016,"Don Valley East/Don Valley-Est"," 103","North York",15,32,0,93,109,0,249,444
35016,"Don Valley East/Don Valley-Est"," 104","North York",9,34,1,60,82,0,186,365
35016,"Don Valley East/Don Valley-Est"," 105","North York",10,19,0,32,44,0,105,296
35016,"Don Valley East/Don Valley-Est"," 106","North York",8,32,0,29,51,0,120,485
35016,"Don Valley East/Don Valley-Est"," 107","North York",12,29,0,55,64,1,161,359
35016,"Don Valley East/Don Valley-Est"," 108","North York",13,38,0,37,45,1,134,417
35016,"Don Valley East/Don Valley-Est"," 109","North York",14,12,1,101,119,1,248,378
35016,"Don Valley East/Don Valley-Est"," 110","North York",4,32,6,41,66,0,149,414
35016,"Don Valley East/Don Valley-Est"," 110-1","North York",1,13,2,19,31,0,66,192
35016,"Don Valley East/Don Valley-Est"," 111","North York",11,18,1,56,86,0,172,358
35016,"Don Valley East/Don Valley-Est"," 112","North York",8,16,2,31,69,0,126,483
35016,"Don Valley East/Don Valley-Est"," 113","North York",14,18,0,50,78,0,160,330
35016,"Don Valley East/Don Valley-Est"," 114","North York",11,26,1,36,55,0,129,335
35016,"Don Valley East/Don Valley-Est"," 115","North York",17,34,2,57,98,2,210,410
35016,"Don Valley East/Don Valley-Est"," 116","North York",24,56,0,77,79,1,237,558
35016,"Don Valley East/Don Valley-Est"," 117","North York",17,17,3,57,58,2,154,439
35016,"Don Valley East/Don Valley-Est"," 118","North York",9,40,0,32,52,2,135,320
35016,"Don Valley East/Don Valley-Est"," 119","North York",24,6,0,98,104,0,232,359
35016,"Don Valley East/Don Valley-Est"," 120","North York",18,9,0,97,91,1,216,356
35016,"Don Valley East/Don Valley-Est"," 121","North York",15,10,1,95,87,0,208,346
35016,"Don Valley East/Don Valley-Est"," 122","North York",13,23,2,44,59,1,142,268
35016,"Don Valley East/Don Valley-Est"," 122-1","North York",21,30,1,41,69,0,162,419
35016,"Don Valley East/Don Valley-Est"," 123","North York",19,24,0,62,83,0,188,337
35016,"Don Valley East/Don Valley-Est"," 124","North York",12,33,1,59,106,0,211,466
35016,"Don Valley East/Don Valley-Est"," 125","North York",6,23,0,36,61,2,128,315
35016,"Don Valley East/Don Valley-Est"," 126","North York",7,18,0,44,65,0,134,448
35016,"Don Valley East/Don Valley-Est"," 127","North York",16,18,1,81,117,0,233,407
35016,"Don Valley East/Don Valley-Est"," 128","North York",20,6,0,104,91,0,221,367
35016,"Don Valley East/Don Valley-Est"," 129","North York",14,22,1,54,67,3,161,380
35016,"Don Valley East/Don Valley-Est"," 130","North York",20,23,1,73,95,0,212,363
35016,"Don Valley East/Don Valley-Est"," 131","North York",10,23,0,40,64,1,138,300
35016,"Don Valley East/Don Valley-Est"," 132","North York",29,34,0,48,44,0,155,313
35016,"Don Valley East/Don Valley-Est"," 133","North York",15,30,1,45,82,1,174,394
35016,"Don Valley East/Don Valley-Est"," 134","North York",31,19,0,111,119,2,282,458
35016,"Don Valley East/Don Valley-Est"," 135","North York",21,22,1,107,118,3,272,429
35016,"Don Valley East/Don Valley-Est"," 136","North York",17,34,0,69,101,0,221,448
35016,"Don Valley East/Don Valley-Est"," 137","North York",18,24,1,78,105,0,226,377
35016,"Don Valley East/Don Valley-Est"," 138","North York",13,22,2,74,95,0,206,349
35016,"Don Valley East/Don Valley-Est"," 139","North York",15,19,1,66,93,0,194,343
35016,"Don Valley East/Don Valley-Est"," 140","North York",5,17,1,20,44,0,87,245
35016,"Don Valley East/Don Valley-Est"," 141","North York",4,16,2,19,61,1,103,334
35016,"Don Valley East/Don Valley-Est"," 142","North York",8,27,0,71,114,2,222,402
35016,"Don Valley East/Don Valley-Est"," 143","North York",22,49,1,80,98,3,253,528
35016,"Don Valley East/Don Valley-Est"," 144","North York",4,20,4,67,86,1,182,331
35016,"Don Valley East/Don Valley-Est"," 145","North York",11,13,1,98,68,1,192,307
35016,"Don Valley East/Don Valley-Est"," 146","North York",29,25,1,92,88,0,235,413
35016,"Don Valley East/Don Valley-Est"," 147","North York",23,23,1,60,98,0,205,371
35016,"Don Valley East/Don Valley-Est"," 148","North York",12,49,2,35,85,0,183,488
35016,"Don Valley East/Don Valley-Est"," 149","North York",15,31,2,42,59,1,150,352
35016,"Don Valley East/Don Valley-Est"," 149-1","North York",Void/Supprimé,,,,,,,
35016,"Don Valley East/Don Valley-Est"," 150","North York",7,20,0,67,90,0,184,319
35016,"Don Valley East/Don Valley-Est"," 151","North York",11,23,2,45,49,0,130,300
35016,"Don Valley East/Don Valley-Est"," 152","North York",15,41,0,69,61,1,187,472
35016,"Don Valley East/Don Valley-Est"," 153","North York",15,34,3,42,119,3,216,433
35016,"Don Valley East/Don Valley-Est"," 153-1","North York",5,14,0,26,125,1,171,325
35016,"Don Valley East/Don Valley-Est"," 154","North York",14,42,1,29,82,0,168,436
35016,"Don Valley East/Don Valley-Est"," 155","North York",18,29,5,68,81,1,202,480
35016,"Don Valley East/Don Valley-Est"," 156","North York",5,15,1,41,113,0,175,368
35016,"Don Valley East/Don Valley-Est"," 157","North York",9,47,1,53,106,3,219,522
35016,"Don Valley East/Don Valley-Est"," 400","North York",6,7,2,61,53,0,129,207
35016,"Don Valley East/Don Valley-Est"," 401","North York",8,28,1,78,134,1,250,412
35016,"Don Valley East/Don Valley-Est"," 402","North York",10,41,0,46,78,0,175,375
35016,"Don Valley East/Don Valley-Est"," 403","North York",15,24,1,38,89,0,167,365
35016,"Don Valley East/Don Valley-Est"," 404","North York",9,23,0,40,59,0,131,311
35016,"Don Valley East/Don Valley-Est"," 405","North York",5,29,0,29,38,1,102,281
35016,"Don Valley East/Don Valley-Est"," 406","North York",16,26,1,48,87,1,179,317
35016,"Don Valley East/Don Valley-Est"," 407","North York",15,37,4,45,106,0,207,327
35016,"Don Valley East/Don Valley-Est"," 408","North York",9,24,4,25,98,0,160,290
35016,"Don Valley East/Don Valley-Est"," 409","North York",8,36,0,22,68,6,140,322
35016,"Don Valley East/Don Valley-Est"," 410","North York",3,30,2,32,99,3,169,334
35016,"Don Valley East/Don Valley-Est"," 411","North York",13,24,0,24,77,1,139,416
35016,"Don Valley East/Don Valley-Est"," 412","North York",2,14,0,22,59,1,98,374
35016,"Don Valley East/Don Valley-Est"," 413","North York",Void/Supprimé,,,,,,,
35016,"Don Valley East/Don Valley-Est"," 414","North York",9,16,4,36,162,5,232,356
35016,"Don Valley East/Don Valley-Est"," 415","North York",Void/Supprimé,,,,,,,
35016,"Don Valley East/Don Valley-Est"," 416","North York",Void/Supprimé,,,,,,,
35016,"Don Valley East/Don Valley-Est"," 417","North York",17,18,0,59,69,0,163,355
35016,"Don Valley East/Don Valley-Est"," 418","North York",5,28,1,20,52,2,108,321
35016,"Don Valley East/Don Valley-Est"," 419","North York",9,22,0,27,32,1,91,284
35016,"Don Valley East/Don Valley-Est"," 420","North York",11,13,0,110,93,1,228,405
35016,"Don Valley East/Don Valley-Est"," 421","North York",3,16,0,21,48,2,90,262
35016,"Don Valley East/Don Valley-Est"," 422","North York",4,29,0,17,52,0,102,303
35016,"Don Valley East/Don Valley-Est"," 423","North York",13,26,1,66,93,2,201,330
35016,"Don Valley East/Don Valley-Est"," 424","North York",16,13,0,44,59,0,132,260
35016,"Don Valley East/Don Valley-Est"," 425","North York",6,10,1,34,35,0,86,152
35016,"Don Valley East/Don Valley-Est"," 426","North York",10,30,0,28,58,1,127,281
35016,"Don Valley East/Don Valley-Est"," 427","North York",9,19,1,28,78,0,135,259
35016,"Don Valley East/Don Valley-Est"," 428","North York",3,12,0,70,83,0,168,275
35016,"Don Valley East/Don Valley-Est"," 500","Mobile poll/Bureau itinérant",2,15,3,25,42,8,95,163
35016,"Don Valley East/Don Valley-Est"," 501","Mobile poll/Bureau itinérant",2,5,0,10,16,1,34,223
35016,"Don Valley East/Don Valley-Est"," 600","North York",21,31,0,168,177,1,398,
35016,"Don Valley East/Don Valley-Est"," 601","North York",9,21,2,87,111,0,230,
35016,"Don Valley East/Don Valley-Est"," 602","North York",19,37,3,91,170,1,321,
35016,"Don Valley East/Don Valley-Est"," 603","North York",17,32,1,175,155,2,382,
35016,"Don Valley East/Don Valley-Est"," 604","North York",12,14,5,62,81,0,174,
35016,"Don Valley East/Don Valley-Est"," 605","North York",38,52,0,190,186,2,468,
35016,"Don Valley East/Don Valley-Est"," 606","North York",24,51,5,117,254,2,453,
35016,"Don Valley East/Don Valley-Est"," 607","North York",29,39,0,216,247,1,532,
35016,"Don Valley East/Don Valley-Est"," 608","North York",22,25,1,133,162,1,344,
35016,"Don Valley East/Don Valley-Est"," 609","North York",15,28,0,52,92,0,187,
35016,"Don Valley East/Don Valley-Est",,Group 1/Groupe 1,6,5,1,32,33,5,82,128
35016,"Don Valley East/Don Valley-Est",,Group 2/Groupe 2,25,38,2,83,177,5,330,

