Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Carole Devine,Denis Gagné,Cheryl Gallant,Ben Hoffman,Sue McSheffrey,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 42","Locksley",15,0,43,5,10,0,73,135
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 42-1","Laurentian Valley",55,1,189,23,33,1,302,481
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 43","Davis Mills",12,0,67,8,12,0,99,172
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 43-1","Laurentian Valley",36,0,163,13,11,0,223,392
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 44","Hiam",42,1,161,19,21,0,244,402
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 45","Forest Lea",53,1,135,17,25,1,232,411
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 46","Laurentian Valley",23,1,60,2,6,2,94,177
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 47","Hamiltonsfield",21,1,60,3,11,1,97,180
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 47-1","Laurentian Valley",58,0,148,11,36,3,256,499
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 48","Hampelsfield",44,0,162,21,35,2,264,516
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 49","Stonebrook",43,3,88,7,11,0,152,265
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 50","Kathmae Siding",48,0,123,21,27,0,219,457
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 51","Pleasant View",32,3,60,4,7,0,106,196
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 52","Pleasant View",96,0,147,17,34,1,295,523
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 53","Cotnam Island",80,2,167,23,27,0,299,560
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 54","Micksburg",52,2,167,15,31,0,267,478
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 55","Pembroke",26,0,57,3,12,1,99,278
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 56","Pembroke",59,1,105,11,23,0,199,386
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 57","Pembroke",13,1,43,6,16,0,79,235
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 58","Pembroke",44,1,70,13,20,0,148,419
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 59","Pembroke",40,1,99,16,19,2,177,403
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 60","Pembroke",78,1,114,23,30,2,248,553
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 61","Pembroke",31,0,50,8,22,1,112,372
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 62","Pembroke",27,1,42,7,13,1,91,281
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 63","Pembroke",21,0,39,9,20,0,89,278
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 64","Pembroke",27,2,37,5,16,0,87,280
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 65","Pembroke",51,2,101,26,17,0,197,431
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 66","Pembroke",82,1,98,13,17,1,212,461
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 67","Pembroke",47,0,76,8,30,0,161,394
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 68","Pembroke",56,1,109,13,15,2,196,367
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 69","Pembroke",76,2,80,29,17,1,205,431
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 70","Pembroke",73,0,66,18,26,1,184,386
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 71","Pembroke",27,0,48,9,17,0,101,283
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 72","Pembroke",33,2,71,14,23,1,144,348
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 73","Pembroke",35,0,65,8,19,0,127,312
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 74","Pembroke",27,1,68,9,22,1,128,282
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 75","Pembroke",27,1,67,17,16,1,129,322
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 76","Pembroke",24,0,94,14,28,1,161,352
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 77","Pembroke",33,2,90,7,11,1,144,344
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 78","Pembroke",42,0,83,8,27,0,160,361
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 79","Pembroke",80,1,105,17,23,0,226,496
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 80","Pembroke",69,0,85,17,26,0,197,412
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 81","Pembroke",67,2,71,22,9,1,172,325
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 82","Pembroke",56,0,111,6,22,2,197,342
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 83","Pembroke",46,2,116,13,26,0,203,440
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 84","Airy",44,3,106,11,21,2,187,346
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 85","Whitney",35,2,70,11,26,0,144,264
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 86","Madawaska",32,0,126,10,22,2,192,359
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 87","Siberia",17,0,38,7,5,0,67,170
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 88","Paugh Lake",67,6,168,21,27,3,292,578
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 89","Tramore",37,1,181,15,23,1,258,360
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 90","Round Lake Centre",44,0,215,15,30,2,306,486
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 91","Old Killaloe",22,0,81,23,11,0,137,206
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 92","Killaloe Station",42,2,98,8,29,2,181,305
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 93","Killaloe Station",31,0,80,11,18,0,140,236
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 94","Simpsons",28,0,88,29,13,0,158,304
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 95","Wilno",28,2,84,20,9,1,144,278
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 96","Siberia",53,0,148,21,16,1,239,494
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 97","Barry's Bay",49,1,89,8,18,2,167,299
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 98","Barry's Bay",27,2,94,9,19,2,153,358
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 99","Barry's Bay",37,0,64,4,11,1,117,256
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 100","Halfway",79,0,140,28,35,1,283,559
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 101","Brudenell",22,2,101,16,18,1,160,244
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 102","Combermere",45,0,198,21,18,1,283,440
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 103","Jewellville",19,0,209,21,20,0,269,435
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 104","Quadeville",13,1,138,6,16,0,174,245
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 105","Hardwood Lake",13,0,118,9,20,0,160,265
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 106","Deacon",31,0,99,8,30,1,169,291
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 107","Golden Lake",35,2,144,17,30,0,228,363
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 108","Zadow",37,1,82,21,17,0,158,330
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 109","Pikwakanagan",17,0,26,10,41,0,94,256
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 110","Germanicus",33,1,135,11,21,0,201,367
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 111","Slabtown",53,2,239,27,39,2,362,547
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 112","Mink Lake",54,1,183,18,28,0,284,586
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 113","Eganville",28,1,65,11,9,0,114,279
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 114","Eganville",54,1,114,24,22,0,215,423
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 115A","Eganville",45,1,92,7,16,0,161,346
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 115B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,28
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 116","Donegal",52,5,136,8,24,0,225,417
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 117","Lake Clear",37,4,110,21,21,3,196,340
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 118","Clontarf",18,0,57,19,5,1,100,194
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 119","McGrath",28,1,108,7,17,0,161,306
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 120","Hyndford",22,0,78,14,11,0,125,258
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 121","Griffith",13,1,91,8,15,0,128,183
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 122","Matawatchan",14,0,94,13,8,0,129,190
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 123","Mount St. Patrick",28,1,90,4,5,1,129,177
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 124","Westmeath",61,1,132,25,36,1,256,442
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 125","La Passe",84,2,157,13,23,2,281,472
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 126","Rocher Fendu",38,0,139,17,17,0,211,384
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 127","Beachburg",57,1,181,16,19,0,274,447
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 128","Beachburg",24,2,72,9,18,1,126,219
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 129","Perretton",15,1,126,12,24,1,179,277
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 130","Snake River",35,1,143,9,11,0,199,345
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 131","Foresters Falls",24,3,159,20,42,0,248,382
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 132","Ross",30,1,181,20,12,0,244,479
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 133","Cobden",37,0,107,3,28,1,176,375
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 134","Cobden",32,1,118,7,18,1,177,342
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 135","Osceola",38,0,98,23,11,0,170,301
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 136","Pine Valley",22,1,55,9,12,0,99,138
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 137","Douglas",58,0,194,27,26,1,306,475
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 138","Haley Station",38,2,174,18,29,1,262,451
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 139","McLarens Settlement",17,2,98,10,24,0,151,261
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 140","Fremo Corners",25,1,137,13,31,0,207,321
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 141","Admaston",16,0,109,13,17,0,155,247
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 142","Rosebank",12,2,70,3,14,0,101,145
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 143","Chenaux",33,5,164,10,41,0,253,527
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 144","Castleford",40,5,240,26,37,0,348,594
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 145","Renfrew",23,3,79,13,37,0,155,335
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 146","Renfrew",10,2,76,6,26,1,121,271
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 147","Renfrew",18,2,98,17,38,0,173,407
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 148","Renfrew",33,0,111,16,39,1,200,421
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 149","Renfrew",30,2,84,13,28,2,159,374
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 150","Renfrew",34,0,103,15,26,0,178,370
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 151","Renfrew",35,2,88,9,44,0,178,405
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 152","Renfrew",19,3,53,6,28,3,112,346
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 153","Renfrew",18,0,84,18,38,0,158,369
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 154","Renfrew",26,1,92,13,49,0,181,363
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 155","Renfrew",28,0,132,4,49,3,216,471
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 156","Renfrew",19,1,102,12,33,2,169,381
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 157","Renfrew",33,2,158,13,30,0,236,459
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 158","Renfrew",37,2,113,23,26,0,201,390
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 159","Renfrew",51,1,115,20,35,1,223,417
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 160","Renfrew",38,0,131,22,29,0,220,388
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 160-1","Renfrew",32,2,103,11,20,0,168,304
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 161","Ferguslea",27,1,213,26,48,0,315,570
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 162","Horton",18,2,130,15,33,2,200,372
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 163","Mayhew",21,1,153,13,21,1,210,375
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 164","Barrett Chute",18,3,84,12,5,0,122,173
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 165","Ashdad",34,3,192,29,25,1,284,489
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 166","Barryvale",24,1,102,18,12,2,159,247
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 167","Springtown",50,1,141,25,44,3,264,413
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 168","White Lake",40,1,223,17,34,0,315,506
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 169","Waba",31,0,277,35,43,0,386,661
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 170","Burnstown",32,0,139,30,25,0,226,375
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 171","Glasgow Station",23,3,144,15,21,0,206,315
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 172","Stewartville",38,1,213,20,16,1,289,452
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 173","Dewars",40,1,200,22,31,1,295,548
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 174","Pinegrove",30,2,164,22,30,0,248,495
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 175","Pinegrove",24,1,67,15,14,0,121,263
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 176","Arnprior",44,0,238,19,53,0,354,664
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 177","Arnprior",33,2,123,15,19,2,194,370
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 178","Arnprior",31,0,102,17,23,0,173,421
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 179","Arnprior",22,1,95,13,19,0,150,387
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 180","Arnprior",28,0,156,18,32,0,234,453
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 181","McNab/Braeside",35,0,173,17,39,0,264,483
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 182","McNab/Braeside",35,0,150,19,23,0,227,373
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 183","McNab/Braeside",46,1,210,26,29,1,313,482
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 184","Sandy Hook",42,2,131,25,29,1,230,452
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 185","Arnprior",27,0,119,13,29,0,188,445
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 186","Arnprior",40,3,88,30,31,0,192,360
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 187","Arnprior",38,0,87,24,28,1,178,311
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 188","Arnprior",39,4,125,19,40,0,227,505
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 189","Arnprior",16,1,54,14,16,0,101,239
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 190","Arnprior",22,0,74,9,20,0,125,304
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 191","Arnprior",57,1,163,10,21,0,252,471
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 192","Arnprior",55,0,163,11,34,0,263,554
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 193","Arnprior",43,0,154,17,31,0,245,447
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 400","Renfrew",18,2,49,1,7,2,79,165
