Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Baird,Frances Coates,Alex McDonald,David Page,David Pratt,Marlene Rivier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 49","Ottawa",92,15,1,0,111,16,0,235,369
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 50","Ottawa",67,9,0,2,66,15,0,159,264
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 51","Ottawa",81,15,0,1,75,14,1,187,296
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 52","Ottawa",74,10,0,1,107,27,0,219,358
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 53","Ottawa",78,23,2,3,81,42,0,229,382
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 54","Ottawa",80,15,0,0,56,25,1,177,273
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 55","Ottawa",65,10,2,1,61,10,0,149,230
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 56","Ottawa",126,5,1,3,95,27,0,257,455
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 57","Ottawa",106,8,0,2,82,13,0,211,302
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 58","Ottawa",114,14,1,1,89,33,1,253,441
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 59","Ottawa",78,33,0,1,86,34,0,232,412
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 60","Ottawa",63,16,0,0,73,26,0,178,294
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 61","Ottawa",106,7,1,2,45,19,0,180,278
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 62","Ottawa",79,11,0,0,42,20,1,153,250
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 63","Ottawa",73,18,0,2,52,23,1,169,266
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 64","Ottawa",95,29,1,0,81,41,2,249,479
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 65","Ottawa",53,5,0,0,34,22,0,114,287
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 66","Ottawa",93,16,0,0,98,22,1,230,437
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 67","Ottawa",45,8,0,0,46,28,0,127,395
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 68","Ottawa",34,6,0,2,32,19,0,93,278
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 69","Ottawa",45,2,0,4,62,29,2,144,310
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 70","Ottawa",80,12,2,2,96,19,3,214,412
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 71","Ottawa",63,9,2,1,83,23,4,185,327
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 72","Ottawa",46,2,1,3,148,36,1,237,551
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 73","Ottawa",62,12,1,3,69,29,0,176,364
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 74","Nepean",97,5,0,0,103,7,1,213,338
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 75","Nepean",110,19,0,4,89,12,1,235,368
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 76","Nepean",64,12,0,0,96,11,1,184,295
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 77","Nepean",100,7,0,0,66,11,0,184,320
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 78","Nepean",73,10,0,1,57,15,0,156,363
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 79","Nepean",92,15,0,2,42,12,3,166,370
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 80","Nepean",91,8,2,0,79,22,3,205,320
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 81","Nepean",77,25,0,1,104,29,1,237,428
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 82","Nepean",82,18,1,2,93,13,0,209,276
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 83","Nepean",115,13,0,0,90,27,1,246,408
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 84","Nepean",92,12,1,0,60,33,3,201,328
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 85","Nepean",136,25,0,0,102,15,0,278,420
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 86","Nepean",67,12,3,2,49,35,2,170,330
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 87","Nepean",69,11,0,0,46,26,0,152,312
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 88","Nepean",115,8,0,1,127,6,1,258,384
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 89","Nepean",120,19,0,3,110,10,3,265,378
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 90","Nepean",98,19,0,5,101,17,0,240,397
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 91","Ottawa",102,10,1,2,95,22,1,233,331
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 92","Ottawa",96,20,0,1,93,26,1,237,316
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 93","Ottawa",67,19,0,1,44,32,1,164,538
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 94","Ottawa",94,20,0,2,68,25,1,210,343
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 95","Ottawa",75,15,0,3,73,22,0,188,394
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 96","Ottawa",78,22,0,1,47,23,2,173,274
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 97","Ottawa",60,11,1,2,40,28,0,142,391
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 98","Ottawa",63,13,0,0,41,26,0,143,268
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 99","Ottawa",95,18,0,1,55,22,0,191,314
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 100","Ottawa",98,29,0,1,54,23,1,206,303
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 101","Ottawa",116,13,0,2,64,34,0,229,391
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 102","Ottawa",87,12,0,2,53,14,0,168,295
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 103","Ottawa",95,16,0,3,93,17,0,224,390
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 104","Ottawa",120,28,2,1,77,27,0,255,461
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 105","Ottawa",55,8,3,0,54,25,0,145,358
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 106","Ottawa",75,12,0,2,43,29,2,163,382
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 107","Ottawa",83,15,0,3,50,57,0,208,523
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 108","Ottawa",89,11,1,0,76,12,4,193,294
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 109","Ottawa",74,12,0,2,74,48,0,210,382
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 110","Ottawa",90,20,0,0,52,39,0,201,385
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 111","Ottawa",54,6,3,0,54,25,1,143,260
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 112","Ottawa",54,11,1,5,51,27,3,152,297
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 113","Ottawa",75,19,0,3,71,26,0,194,397
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 114","Ottawa",77,9,0,2,56,31,3,178,316
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 115","Ottawa",91,21,0,1,60,30,1,204,367
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 116","Ottawa",90,17,0,2,71,41,0,221,431
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 117","Ottawa",48,9,1,1,78,41,1,179,539
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 118","Ottawa",48,3,0,1,33,19,1,105,324
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 119","Ottawa",15,3,1,2,28,12,1,62,188
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 120","Ottawa",47,8,1,3,103,34,2,198,420
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 121","Ottawa",184,27,3,4,152,41,4,415,655
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 122","Ottawa",137,25,1,8,163,37,1,372,617
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 123","Ottawa",66,11,0,0,91,21,0,189,328
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 124","Ottawa",89,18,2,1,138,38,0,286,549
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 125","Ottawa",108,14,0,2,70,20,2,216,402
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 126","Ottawa",102,15,0,0,84,30,2,233,354
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 127","Ottawa",91,13,0,4,91,17,0,216,320
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 128","Ottawa",75,21,0,1,100,24,3,224,361
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 129","Ottawa",57,17,0,0,49,52,1,176,373
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 130","Ottawa",214,9,0,3,106,27,3,362,509
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 131","Ottawa",87,12,0,0,68,21,0,188,324
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 132","Ottawa",84,19,1,1,76,14,1,196,283
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 133","Ottawa",109,13,1,0,100,27,2,252,378
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 134","Ottawa",90,16,0,1,78,13,0,198,283
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 135","Ottawa",100,11,0,2,71,23,0,207,331
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 136","Ottawa",79,10,1,0,78,23,1,192,370
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 137","Ottawa",107,14,1,1,76,25,2,226,333
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 138","Ottawa",80,29,0,1,91,35,1,237,494
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 139","Nepean",73,8,1,3,70,14,0,169,340
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 140","Nepean",79,12,0,1,73,24,0,189,392
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 141","Nepean",90,9,0,0,74,10,2,185,322
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 142","Nepean",38,8,1,1,43,35,0,126,383
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 143","Nepean",29,6,2,1,47,25,0,110,354
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 144","Nepean",62,8,0,3,27,22,1,123,249
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 145","Nepean",68,11,2,3,81,39,3,207,416
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 146","Nepean",42,7,0,0,52,30,1,132,283
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 147","Nepean",93,9,0,1,86,30,0,219,381
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 148","Nepean",105,30,2,2,124,29,0,292,561
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 149","Nepean",73,16,0,3,68,30,0,190,405
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 150","Nepean",93,19,1,1,81,19,1,215,341
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 151","Nepean",99,18,1,2,85,24,1,230,368
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 152","Nepean",98,12,0,2,118,17,0,247,381
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 153","Nepean",112,22,4,6,93,22,0,259,385
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 154","Nepean",120,15,0,2,85,19,4,245,372
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 155","Nepean",54,12,0,2,69,34,2,173,429
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 156","Nepean",36,10,0,1,34,18,1,100,308
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 157","Nepean",130,10,0,0,89,15,1,245,467
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 158","Nepean",67,12,0,1,52,43,0,175,396
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 159","Nepean",104,22,0,2,58,34,1,221,386
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 160","Nepean",111,15,1,5,67,31,0,230,348
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 161","Nepean",110,12,0,0,68,21,1,212,377
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 162","Nepean",116,20,1,1,62,16,0,216,379
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 163","Nepean",127,7,0,0,70,28,3,235,381
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 164","Nepean",110,21,0,1,63,12,1,208,371
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 165","Nepean",87,8,1,0,82,17,1,196,365
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 166","Nepean",74,12,0,1,86,18,0,191,351
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 167","Nepean",Void/Supprimé,,,,,,,,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 168","Nepean",48,15,1,0,33,36,1,134,396
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 169","Ottawa",Void/Supprimé,,,,,,,,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 170","Nepean",96,6,0,2,66,19,1,190,289
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 171","Nepean",79,13,3,1,99,29,1,225,372
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 172","Nepean",60,8,1,1,58,26,0,154,364
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 173","Nepean",121,20,1,3,133,25,1,304,527
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 174","Nepean",108,13,0,0,54,8,0,183,302
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 175","Nepean",82,4,0,1,67,10,0,164,324
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 176","Nepean",107,9,0,0,86,10,2,214,375
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 177","Nepean",86,20,0,3,99,24,2,234,455
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 178","Nepean",127,16,0,1,100,22,1,267,427
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 179","Nepean",128,26,0,2,98,9,0,263,417
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 180","Nepean",112,18,0,1,124,19,2,276,420
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 181","Nepean",137,7,0,1,88,11,0,244,412
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 182","Nepean",131,12,0,1,51,15,6,216,396
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 183","Nepean",96,12,1,4,94,26,1,234,408
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 184","Nepean",112,16,1,2,73,17,0,221,360
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 185","Nepean",76,10,0,4,56,8,1,155,289
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 186","Nepean",149,7,1,2,57,16,2,234,373
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 187","Nepean",120,14,0,0,60,16,3,213,345
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 188","Nepean",103,12,0,1,63,25,1,205,322
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 189","Nepean",81,8,1,1,58,13,0,162,330
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 190","Nepean",90,13,1,0,59,47,0,210,412
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 191","Nepean",90,11,0,2,68,16,1,188,356
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 192","Nepean",86,11,0,0,64,13,1,175,250
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 193","Nepean",95,18,0,0,101,29,0,243,354
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 194","Nepean",106,7,0,3,86,22,0,224,379
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 195","Nepean",142,24,0,3,100,24,1,294,415
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 196","Nepean",69,6,0,0,58,12,2,147,284
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 197","Nepean",97,6,1,0,89,21,0,214,362
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 198","Nepean",128,16,1,0,67,15,2,229,351
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 199","Nepean",114,21,2,3,84,24,1,249,446
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 200","Nepean",118,8,0,1,119,18,1,265,426
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 201","Nepean",70,3,0,0,58,11,0,142,282
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 202","Nepean",108,17,1,4,84,30,0,244,377
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 400","Ottawa",106,8,0,1,78,13,0,206,292
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 401","Ottawa",86,4,1,2,74,32,0,199,321
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 402","Ottawa",88,5,0,3,49,42,0,187,313
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 403","Ottawa",101,9,0,0,67,30,2,209,302
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 404","Ottawa",64,8,1,1,59,23,0,156,263
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 405","Ottawa",50,7,2,1,50,35,5,150,290
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 406","Ottawa",75,10,0,1,61,12,0,159,243
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 407","Ottawa",96,11,3,1,73,22,0,206,303
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 408","Ottawa",Void/Supprimé,,,,,,,,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 409","Ottawa",108,11,0,2,81,22,2,226,302
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 410","Ottawa",100,8,0,2,74,22,1,207,287
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 411","Ottawa",57,3,0,0,33,54,0,147,237
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 412","Ottawa",112,15,0,2,78,19,0,226,301
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 413","Ottawa",134,19,2,1,68,15,2,241,316
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 414","Ottawa",108,9,2,2,88,16,2,227,307
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 415","Ottawa",90,20,0,4,56,42,5,217,346
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 416","Ottawa",137,12,0,3,100,30,3,285,420
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 417","Nepean",Void/Supprimé,,,,,,,,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 418","Ottawa",92,10,2,4,74,49,0,231,382
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 419","Ottawa",88,1,0,1,47,9,1,147,185
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 420","Ottawa",62,15,0,5,43,32,1,158,266
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 421","Ottawa",20,4,3,0,51,24,1,103,224
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 422","Ottawa",40,5,0,0,37,13,0,95,148
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 423","Ottawa",46,16,0,3,31,33,0,129,221
