Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rachid Arab,Dona Cadman,Psam Frank,Alex Joehl,Dan Kashagama,Bernadette Keenan,Nikolas Langlands,Marc Muhammad,Kevin Pielak,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59028,"Surrey North/Surrey-Nord"," 49","Surrey",72,76,1,2,13,3,1,25,2,3,198,438
59028,"Surrey North/Surrey-Nord"," 50","Surrey",71,73,1,1,13,0,4,10,2,1,176,381
59028,"Surrey North/Surrey-Nord"," 51","Surrey",39,28,1,4,6,1,0,17,1,1,98,292
59028,"Surrey North/Surrey-Nord"," 52","Surrey",71,106,1,1,15,3,0,13,0,2,212,506
59028,"Surrey North/Surrey-Nord"," 53","Surrey",47,58,0,2,7,0,1,17,4,0,136,356
59028,"Surrey North/Surrey-Nord"," 54","Surrey",51,66,0,3,12,0,0,12,2,2,148,359
59028,"Surrey North/Surrey-Nord"," 55","Surrey",48,58,0,1,7,2,0,19,0,0,135,432
59028,"Surrey North/Surrey-Nord"," 56","Surrey",32,24,2,2,9,3,0,11,1,0,84,292
59028,"Surrey North/Surrey-Nord"," 57","Surrey",45,38,0,0,5,2,1,12,2,1,106,317
59028,"Surrey North/Surrey-Nord"," 58","Surrey",61,86,0,1,11,0,1,16,1,0,177,456
59028,"Surrey North/Surrey-Nord"," 59","Surrey",51,140,0,2,8,2,4,29,2,2,240,570
59028,"Surrey North/Surrey-Nord"," 60","Surrey",46,111,0,1,9,1,0,16,0,2,186,364
59028,"Surrey North/Surrey-Nord"," 60-1","Surrey",52,109,0,1,10,3,1,34,6,1,217,512
59028,"Surrey North/Surrey-Nord"," 61","Surrey",37,140,0,1,11,1,1,22,6,0,219,415
59028,"Surrey North/Surrey-Nord"," 62","Surrey",71,99,0,3,17,0,0,20,0,1,211,406
59028,"Surrey North/Surrey-Nord"," 63","Surrey",56,74,0,1,16,0,2,24,3,0,176,446
59028,"Surrey North/Surrey-Nord"," 64","Surrey",98,78,1,0,11,1,2,51,8,4,254,543
59028,"Surrey North/Surrey-Nord"," 65","Surrey",60,91,0,0,15,3,0,21,3,1,194,305
59028,"Surrey North/Surrey-Nord"," 66","Surrey",71,78,1,1,10,3,4,18,1,4,191,320
59028,"Surrey North/Surrey-Nord"," 67","Surrey",74,61,0,0,14,2,2,30,3,1,187,368
59028,"Surrey North/Surrey-Nord"," 68","Surrey",104,95,0,1,10,3,3,27,0,2,245,449
59028,"Surrey North/Surrey-Nord"," 69","Surrey",82,105,1,1,13,2,2,22,2,3,233,527
59028,"Surrey North/Surrey-Nord"," 70","Surrey",76,65,0,3,12,3,3,14,5,2,183,333
59028,"Surrey North/Surrey-Nord"," 71","Surrey",77,64,1,3,14,1,1,37,1,2,201,359
59028,"Surrey North/Surrey-Nord"," 72","Surrey",63,95,0,2,6,1,0,36,3,0,206,355
59028,"Surrey North/Surrey-Nord"," 73","Surrey",79,64,1,2,15,1,2,28,3,1,196,380
59028,"Surrey North/Surrey-Nord"," 73-1","Surrey",68,67,0,4,11,1,1,52,3,7,214,391
59028,"Surrey North/Surrey-Nord"," 74","Surrey",86,82,0,1,16,1,0,45,2,3,236,512
59028,"Surrey North/Surrey-Nord"," 75","Surrey",89,65,1,4,9,0,1,48,0,4,221,472
59028,"Surrey North/Surrey-Nord"," 76","Surrey",84,65,0,5,8,1,0,45,0,2,210,457
59028,"Surrey North/Surrey-Nord"," 77","Surrey",100,72,2,0,5,0,1,50,2,4,236,498
59028,"Surrey North/Surrey-Nord"," 78","Surrey",63,101,0,1,17,3,2,27,1,3,218,409
59028,"Surrey North/Surrey-Nord"," 79","Surrey",72,76,2,4,4,1,0,54,1,4,218,456
59028,"Surrey North/Surrey-Nord"," 80","Surrey",119,103,2,1,15,0,0,23,2,2,267,477
59028,"Surrey North/Surrey-Nord"," 81","Surrey",95,64,1,2,13,2,1,39,1,1,219,387
59028,"Surrey North/Surrey-Nord"," 82","Surrey",107,92,1,4,14,1,0,40,0,2,261,566
59028,"Surrey North/Surrey-Nord"," 83","Surrey",87,86,3,2,3,0,0,74,3,5,263,539
59028,"Surrey North/Surrey-Nord"," 84","Surrey",72,74,1,2,15,2,3,37,5,2,213,462
59028,"Surrey North/Surrey-Nord"," 85","Surrey",64,84,0,1,17,0,1,24,5,5,201,364
59028,"Surrey North/Surrey-Nord"," 86","Surrey",46,77,0,3,16,3,1,15,2,3,166,383
59028,"Surrey North/Surrey-Nord"," 87","Surrey",59,46,0,0,10,0,0,8,0,2,125,316
59028,"Surrey North/Surrey-Nord"," 88","Surrey",37,83,3,0,13,0,0,20,9,0,165,295
59028,"Surrey North/Surrey-Nord"," 89","Surrey",41,58,2,1,9,2,1,10,2,0,126,331
59028,"Surrey North/Surrey-Nord"," 90A","Surrey",37,69,0,2,10,0,1,22,7,0,148,328
59028,"Surrey North/Surrey-Nord"," 90B","Surrey",39,56,1,1,12,0,1,20,3,1,134,310
59028,"Surrey North/Surrey-Nord"," 91","Surrey",63,75,0,3,8,1,1,19,6,1,177,426
59028,"Surrey North/Surrey-Nord"," 92A","Surrey",50,56,0,1,6,0,0,19,4,1,137,395
59028,"Surrey North/Surrey-Nord"," 92B","Surrey",47,45,2,0,15,1,1,20,3,1,135,390
59028,"Surrey North/Surrey-Nord"," 93A","Surrey",47,69,0,1,5,2,0,17,5,0,146,312
59028,"Surrey North/Surrey-Nord"," 93B","Surrey",59,54,0,0,11,0,0,15,2,0,141,321
59028,"Surrey North/Surrey-Nord"," 94","Surrey",57,47,1,0,12,2,0,5,3,0,127,344
59028,"Surrey North/Surrey-Nord"," 95","Surrey",98,60,0,0,7,0,0,19,4,1,189,331
59028,"Surrey North/Surrey-Nord"," 96","Surrey",35,37,1,3,10,2,0,8,5,0,101,299
59028,"Surrey North/Surrey-Nord"," 96-1","Surrey",81,77,0,1,14,2,0,21,4,2,202,415
59028,"Surrey North/Surrey-Nord"," 97","Surrey",57,77,1,1,17,0,0,18,2,0,173,356
59028,"Surrey North/Surrey-Nord"," 98","Surrey",56,104,0,2,9,4,2,28,1,1,207,456
59028,"Surrey North/Surrey-Nord"," 99","Surrey",78,146,1,2,5,1,0,22,6,1,262,498
59028,"Surrey North/Surrey-Nord"," 100","Surrey",64,104,0,4,11,0,0,22,4,0,209,435
59028,"Surrey North/Surrey-Nord"," 101","Surrey",56,108,0,3,14,3,0,22,0,0,206,363
59028,"Surrey North/Surrey-Nord"," 102","Surrey",52,123,0,2,16,1,2,22,3,1,222,450
59028,"Surrey North/Surrey-Nord"," 102-1","Surrey",50,114,0,1,11,1,1,31,4,0,213,404
59028,"Surrey North/Surrey-Nord"," 103","Surrey",71,83,0,2,11,3,1,32,2,3,208,438
59028,"Surrey North/Surrey-Nord"," 104","Surrey",26,85,1,0,7,0,0,14,1,5,139,256
59028,"Surrey North/Surrey-Nord"," 105","Surrey",57,101,0,1,14,2,0,23,2,0,200,389
59028,"Surrey North/Surrey-Nord"," 106","Surrey",57,64,1,3,6,0,1,22,1,0,155,397
59028,"Surrey North/Surrey-Nord"," 107","Surrey",Merged with No. 85/Fusionné avec le nº 85,,,,,,,,,,,87
59028,"Surrey North/Surrey-Nord"," 108","Surrey",101,100,0,0,9,0,2,33,6,1,252,498
59028,"Surrey North/Surrey-Nord"," 109","Surrey",96,89,0,3,10,0,2,38,1,3,242,483
59028,"Surrey North/Surrey-Nord"," 110A","Surrey",38,47,1,1,1,1,1,18,2,0,110,319
59028,"Surrey North/Surrey-Nord"," 110B","Surrey",37,44,1,1,5,0,1,25,2,0,116,305
59028,"Surrey North/Surrey-Nord"," 111","Surrey",57,61,0,5,3,0,2,32,2,2,164,407
59028,"Surrey North/Surrey-Nord"," 111-1","Surrey",131,44,0,1,1,1,0,44,4,4,230,423
59028,"Surrey North/Surrey-Nord"," 112","Surrey",67,73,0,3,6,4,1,59,2,1,216,475
59028,"Surrey North/Surrey-Nord"," 113","Surrey",125,60,1,2,7,0,2,71,1,0,269,403
59028,"Surrey North/Surrey-Nord"," 114","Surrey",81,62,0,6,8,3,3,31,5,1,200,403
59028,"Surrey North/Surrey-Nord"," 115","Surrey",88,72,0,2,9,0,0,24,3,2,200,433
59028,"Surrey North/Surrey-Nord"," 116","Surrey",112,74,0,4,9,6,0,48,3,3,259,570
59028,"Surrey North/Surrey-Nord"," 117","Surrey",63,28,1,3,4,1,1,57,0,1,159,312
59028,"Surrey North/Surrey-Nord"," 117-1","Surrey",54,75,0,3,13,1,1,30,1,0,178,305
59028,"Surrey North/Surrey-Nord"," 118","Surrey",85,103,0,4,16,1,1,56,2,10,278,556
59028,"Surrey North/Surrey-Nord"," 119","Surrey",99,117,2,4,9,0,0,74,11,1,317,575
59028,"Surrey North/Surrey-Nord"," 120","Surrey",82,90,0,0,7,1,0,35,0,1,216,479
59028,"Surrey North/Surrey-Nord"," 121","Surrey",60,72,0,1,10,1,3,30,1,2,180,443
59028,"Surrey North/Surrey-Nord"," 122","Surrey",94,78,0,1,14,2,7,37,3,4,240,500
59028,"Surrey North/Surrey-Nord"," 122-1","Surrey",69,98,1,4,8,3,2,33,0,0,218,498
59028,"Surrey North/Surrey-Nord"," 123","Surrey",76,60,0,4,7,1,0,43,2,2,195,443
59028,"Surrey North/Surrey-Nord"," 124","Surrey",81,77,1,1,18,0,1,32,2,1,214,499
59028,"Surrey North/Surrey-Nord"," 125A","Surrey",88,61,0,1,2,2,0,30,0,3,187,317
59028,"Surrey North/Surrey-Nord"," 125B","Surrey",72,28,0,0,4,0,0,36,1,0,141,320
59028,"Surrey North/Surrey-Nord"," 126","Surrey",86,74,0,1,14,1,0,37,3,0,216,510
59028,"Surrey North/Surrey-Nord"," 127","Surrey",132,56,0,3,6,1,0,51,2,1,252,446
59028,"Surrey North/Surrey-Nord"," 128","Surrey",93,55,4,10,8,0,0,47,2,1,220,477
59028,"Surrey North/Surrey-Nord"," 129","Surrey",50,31,2,1,5,2,0,28,1,0,120,347
59028,"Surrey North/Surrey-Nord"," 130","Surrey",79,60,2,1,19,0,5,17,5,1,189,529
59028,"Surrey North/Surrey-Nord"," 131","Surrey",96,73,1,2,13,1,3,39,0,2,230,420
59028,"Surrey North/Surrey-Nord"," 132","Surrey",69,66,1,0,10,1,1,33,5,0,186,352
59028,"Surrey North/Surrey-Nord"," 132-1","Surrey",51,79,0,2,13,2,0,22,1,1,171,315
59028,"Surrey North/Surrey-Nord"," 133","Surrey",83,87,1,3,18,2,1,35,0,3,233,487
59028,"Surrey North/Surrey-Nord"," 134","Surrey",98,72,0,2,7,1,0,44,5,1,230,487
59028,"Surrey North/Surrey-Nord"," 135","Surrey",79,74,4,2,5,1,0,43,2,0,210,443
59028,"Surrey North/Surrey-Nord"," 135-1","Surrey",72,47,0,1,1,0,0,25,1,0,147,380
59028,"Surrey North/Surrey-Nord"," 136","Surrey",120,48,0,3,11,2,1,80,1,0,266,520
59028,"Surrey North/Surrey-Nord"," 137","Surrey",123,43,0,5,2,0,1,53,1,4,232,464
59028,"Surrey North/Surrey-Nord"," 138","Surrey",85,45,0,5,13,3,2,50,1,0,204,432
59028,"Surrey North/Surrey-Nord"," 139","Surrey",112,83,0,1,13,4,1,52,4,4,274,498
59028,"Surrey North/Surrey-Nord"," 140","Surrey",92,97,1,1,15,0,0,35,0,2,243,462
59028,"Surrey North/Surrey-Nord"," 141","Surrey",117,91,0,4,6,3,2,66,1,3,293,605
59028,"Surrey North/Surrey-Nord"," 142","Surrey",102,35,0,3,4,2,0,54,2,3,205,444
59028,"Surrey North/Surrey-Nord"," 143","Surrey",47,17,0,6,0,0,1,37,1,0,109,249
59028,"Surrey North/Surrey-Nord"," 144","Surrey",109,71,0,4,10,3,0,69,6,1,273,526
59028,"Surrey North/Surrey-Nord"," 145","Surrey",67,80,1,2,11,0,0,63,0,4,228,587
59028,"Surrey North/Surrey-Nord"," 146","Surrey",146,62,1,2,3,1,0,89,3,7,314,614
59028,"Surrey North/Surrey-Nord"," 147","Surrey",72,91,0,1,10,2,3,32,0,0,211,413
59028,"Surrey North/Surrey-Nord"," 148A","Surrey",62,41,4,5,3,5,0,41,2,2,165,303
59028,"Surrey North/Surrey-Nord"," 148B","Surrey",65,31,0,7,4,0,2,55,0,2,166,324
59028,"Surrey North/Surrey-Nord"," 400","Surrey",34,56,1,1,5,1,0,19,2,0,119,234
59028,"Surrey North/Surrey-Nord"," 401","Surrey",Void/Supprimé,,,,,,,,,,,
59028,"Surrey North/Surrey-Nord"," 500","Mobile poll/Bureau itinérant",13,18,1,2,6,2,0,6,0,9,57,163
59028,"Surrey North/Surrey-Nord"," 501","Mobile poll/Bureau itinérant",15,14,1,0,2,2,0,7,1,1,43,120
59028,"Surrey North/Surrey-Nord"," 502","Mobile poll/Bureau itinérant",12,22,2,6,3,1,1,6,2,6,61,80
59028,"Surrey North/Surrey-Nord"," 503","Mobile poll/Bureau itinérant",30,83,0,1,9,0,1,12,2,2,140,220
59028,"Surrey North/Surrey-Nord"," 504","Mobile poll/Bureau itinérant",30,51,0,2,6,1,0,8,1,2,101,151
59028,"Surrey North/Surrey-Nord"," 505","Mobile poll/Bureau itinérant",14,17,0,1,1,4,2,5,1,0,45,101
59028,"Surrey North/Surrey-Nord"," 600","Surrey",59,116,1,1,9,3,0,20,1,0,210,
59028,"Surrey North/Surrey-Nord"," 601","Surrey",55,82,0,2,11,2,0,12,5,0,169,
59028,"Surrey North/Surrey-Nord"," 602","Surrey",74,110,0,1,11,0,0,24,12,0,232,
59028,"Surrey North/Surrey-Nord"," 603","Surrey",90,221,0,1,11,8,4,24,8,6,373,
59028,"Surrey North/Surrey-Nord"," 604","Surrey",82,85,1,0,15,3,1,33,2,2,224,
59028,"Surrey North/Surrey-Nord"," 605","Surrey",87,101,0,1,13,0,0,24,4,1,231,
59028,"Surrey North/Surrey-Nord"," 606","Surrey",99,180,1,3,17,2,0,49,2,3,356,
59028,"Surrey North/Surrey-Nord"," 607","Surrey",180,139,0,3,13,6,1,91,3,1,437,
59028,"Surrey North/Surrey-Nord"," 608","Surrey",92,79,0,2,8,1,2,45,0,2,231,
59028,"Surrey North/Surrey-Nord",,Group 1/Groupe 1,29,31,0,4,17,0,0,23,0,8,112,172
59028,"Surrey North/Surrey-Nord",,Group 2/Groupe 2,105,141,0,0,18,3,1,44,3,9,324,

