Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Brigitte Sansoucy,Jacques Tétreault,Ève-Mary Thaï Thi Lac,Denise Tremblay,René Vincelette,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 12","Sainte-Hélène-de-Bagot",25,10,84,23,32,6,180,320
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 13","Sainte-Hélène-de-Bagot",29,2,106,23,52,8,220,397
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 14","Saint-Nazaire-d'Acton",28,12,89,36,35,3,203,356
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 15","Saint-Nazaire-d'Acton",34,5,83,18,38,1,179,297
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 16A","Saint-Théodore-d'Acton",20,8,75,13,35,3,154,298
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 16B","Saint-Théodore-d'Acton",20,7,73,10,29,5,144,263
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 17","Saint-Théodore-d'Acton",23,5,71,26,24,3,152,283
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 18","Saint-Théodore-d'Acton",23,8,97,17,50,0,195,302
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 19","Saint-André-d'Acton",24,8,85,31,63,7,218,399
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 19-1","Saint-André-d'Acton",11,6,56,16,22,2,113,221
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 20A","Acton Vale",26,4,68,17,30,5,150,298
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 20B","Acton Vale",23,10,73,18,24,2,150,273
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 21","Acton Vale",35,7,84,24,53,5,208,344
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 22","Acton Vale",39,12,107,18,34,2,212,361
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 22-1","Acton Vale",17,4,54,9,37,1,122,199
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 23","Acton Vale",31,12,107,30,66,4,250,453
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 24","Acton Vale",14,5,94,17,44,6,180,409
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 25","Acton Vale",24,14,95,27,41,8,209,473
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 26","Acton Vale",40,10,126,33,52,8,269,533
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 27","Acton Vale",15,12,120,17,40,3,207,442
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 28","Saint-André-d'Acton",33,15,108,20,55,6,237,501
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 29","Sainte-Christine",23,9,75,26,39,4,176,270
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 30","Sainte-Christine",16,7,84,23,35,6,171,301
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 31","Saint-Liboire",29,12,108,23,35,2,209,414
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 31-1","Saint-Liboire",16,4,48,14,15,1,98,161
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 32","Saint-Liboire",49,8,137,34,45,3,276,459
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 33","Saint-Liboire",36,12,106,17,50,3,224,332
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 33-1","Saint-Liboire",16,7,64,25,30,1,143,220
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 34","Saint-Liboire",59,18,117,30,59,4,287,509
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 35","Upton",15,2,51,33,34,1,136,239
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 36","Upton",12,9,59,24,39,5,148,280
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 36-1","Upton",18,7,81,23,44,4,177,330
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 37","Upton",28,10,71,36,39,6,190,300
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 38","Upton",38,9,104,22,41,6,220,403
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 39","Saint-André-d'Acton",29,8,99,24,53,3,216,417
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 40","Saint-André-d'Acton",35,7,84,17,36,5,184,428
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 41","Saint-Simon",23,9,63,26,27,3,151,261
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 42","Saint-Simon",24,4,63,21,38,7,157,265
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 43","Saint-Simon",28,4,129,27,41,7,236,379
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 44","Sainte-Rosalie",42,9,104,16,53,7,231,369
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 44-1","Sainte-Rosalie",26,9,102,19,55,2,213,388
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 45A","Sainte-Rosalie",37,7,113,13,37,3,210,362
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 45B","Sainte-Rosalie",45,8,126,24,22,9,234,388
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 46","Sainte-Rosalie",21,6,95,30,36,1,189,348
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 47","Sainte-Rosalie",32,8,80,21,54,3,198,378
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 48","Sainte-Rosalie",33,3,111,25,61,5,238,392
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 49","Sainte-Rosalie",63,5,143,36,35,5,287,444
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 50","Sainte-Rosalie",50,9,157,37,68,8,329,535
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 51","Sainte-Rosalie",46,3,136,30,58,8,281,549
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 52","Sainte-Rosalie",29,11,115,25,45,4,229,365
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 53","Saint-Hyacinthe",67,9,193,36,62,11,378,550
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 54","Saint-Hyacinthe",40,7,151,29,64,3,294,434
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 55","Saint-Hyacinthe",13,14,61,21,28,3,140,283
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 56","Saint-Hyacinthe",22,6,110,21,36,4,199,369
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 57","Saint-Hyacinthe",20,6,91,23,38,1,179,355
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 58","Saint-Hyacinthe",39,10,102,22,38,5,216,378
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 59","Saint-Hyacinthe",15,2,89,34,28,6,174,351
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 60","Saint-Hyacinthe",27,4,120,15,37,1,204,379
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 61","Saint-Hyacinthe",51,13,128,32,27,4,255,493
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 61-1","Saint-Hyacinthe",40,5,132,24,30,5,236,422
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 62","Saint-Hyacinthe",22,6,83,15,18,4,148,308
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 62-1","Saint-Hyacinthe",53,12,97,28,51,5,246,393
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 63","Saint-Hyacinthe",29,6,89,24,45,4,197,404
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 64","Saint-Hyacinthe",26,7,82,22,48,2,187,364
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 65","Saint-Hyacinthe",21,5,91,27,35,6,185,362
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 66","Saint-Hyacinthe",34,13,88,28,38,7,208,362
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 67","Saint-Hyacinthe",44,11,123,30,34,3,245,394
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 68","Saint-Hyacinthe",19,6,80,25,38,5,173,365
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 69","Saint-Hyacinthe",28,5,70,36,42,7,188,308
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 70","Saint-Hyacinthe",35,10,118,43,43,7,256,467
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 71","Saint-Hyacinthe",29,6,100,39,49,4,227,388
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 72","Saint-Hyacinthe",59,8,166,44,55,4,336,512
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 73","Saint-Hyacinthe",61,7,196,33,41,8,346,488
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 74","Saint-Hyacinthe",52,13,155,54,54,4,332,486
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 75","Saint-Hyacinthe",21,13,125,41,40,5,245,360
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 76","Saint-Hyacinthe",35,4,89,36,69,3,236,376
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 77","Saint-Hyacinthe",38,10,113,22,22,0,205,347
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 78A","Saint-Hyacinthe",23,4,63,16,24,3,133,257
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 78B","Saint-Hyacinthe",42,7,73,27,24,5,178,288
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 79A","Saint-Hyacinthe",23,5,73,22,36,3,162,265
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 79B","Saint-Hyacinthe",22,3,62,27,27,4,145,220
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 79-1","Saint-Hyacinthe",52,12,94,28,31,1,218,324
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 80","Saint-Hyacinthe",33,9,106,42,79,1,270,474
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 81","Saint-Hyacinthe",24,7,93,36,48,2,210,429
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 82","Saint-Hyacinthe",25,8,101,21,36,2,193,376
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 83","Saint-Hyacinthe",26,8,100,35,39,2,210,412
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 84A","Saint-Hyacinthe",13,3,53,11,19,8,107,242
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 84B","Saint-Hyacinthe",15,2,60,14,14,1,106,244
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 85","Saint-Hyacinthe",18,2,52,7,11,9,99,208
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 86","Saint-Hyacinthe",7,3,71,13,19,2,115,292
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 87","Saint-Hyacinthe",12,4,87,18,25,7,153,405
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 88","Saint-Hyacinthe",22,2,83,23,27,6,163,341
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 89","Saint-Hyacinthe",18,7,51,11,18,5,110,279
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 90A","Saint-Hyacinthe",9,7,36,16,14,0,82,254
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 90B","Saint-Hyacinthe",14,5,49,8,11,1,88,232
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 91","Saint-Hyacinthe",20,12,83,10,32,2,159,446
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 92","Saint-Hyacinthe",Void/Supprimé,,,,,,,
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 93","Saint-Hyacinthe",25,5,85,13,17,5,150,333
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 94","Saint-Hyacinthe",15,5,75,32,43,3,173,372
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 95A","Saint-Hyacinthe",12,6,60,59,77,6,220,303
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 95B","Saint-Hyacinthe",12,4,54,47,74,5,196,266
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 95-1","Saint-Hyacinthe",29,3,70,32,45,5,184,340
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 96","Saint-Hyacinthe",16,6,92,8,30,4,156,399
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 97","Saint-Hyacinthe",18,5,95,24,54,0,196,345
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 98","Saint-Hyacinthe",19,7,86,13,26,1,152,318
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 99","Saint-Hyacinthe",32,2,92,31,40,4,201,315
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 100","Saint-Hyacinthe",31,10,91,31,41,11,215,449
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 101","Saint-Hyacinthe",29,9,86,24,40,4,192,417
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 102","Saint-Hyacinthe",37,7,83,41,51,6,225,361
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 103A","Saint-Hyacinthe",21,2,78,26,33,3,163,306
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 103B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,9
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 104","Saint-Hyacinthe",20,4,97,22,28,9,180,359
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 105","Saint-Hyacinthe",28,10,117,28,22,10,215,412
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 106","Saint-Hyacinthe",28,12,113,18,39,10,220,346
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 107","Saint-Hyacinthe",24,4,129,30,46,2,235,351
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 108","Saint-Hyacinthe",31,7,91,15,31,7,182,326
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 109A","Saint-Hyacinthe",18,8,71,20,26,2,145,270
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 109B","Saint-Hyacinthe",16,4,68,25,23,4,140,258
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 110","Saint-Hyacinthe",28,5,74,33,49,4,193,364
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 111","Saint-Hyacinthe",31,10,115,48,48,5,257,442
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 112","Saint-Hyacinthe",23,9,98,18,24,5,177,349
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 113","Saint-Hyacinthe",20,14,101,25,31,3,194,373
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 114","Saint-Hyacinthe",8,5,41,9,5,0,68,114
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 115","Saint-Hyacinthe",19,2,78,12,33,1,145,282
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 116","Saint-Hyacinthe",32,13,112,34,41,9,241,426
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 117","Saint-Hyacinthe",15,4,86,16,16,3,140,266
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 118","Saint-Hyacinthe",20,5,69,17,22,2,135,239
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 119","Saint-Hyacinthe",23,9,67,20,27,0,146,267
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 120","Saint-Hyacinthe",19,5,54,18,31,2,129,265
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 121","Saint-Hyacinthe",36,11,140,41,64,1,293,516
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 122","Saint-Hyacinthe",37,6,64,23,34,5,169,300
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 123","Saint-Hyacinthe",28,8,100,34,54,7,231,408
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 124","Saint-Hyacinthe",31,7,118,34,33,2,225,424
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 125","Saint-Hyacinthe",33,3,109,32,39,5,221,368
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 126","Saint-Hyacinthe",34,8,108,36,60,7,253,384
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 127","Saint-Hyacinthe",59,12,139,53,59,3,325,508
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 128","Saint-Hyacinthe",27,6,82,41,30,5,191,304
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 129","Saint-Hyacinthe",32,4,152,37,44,4,273,449
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 129-1","Saint-Hyacinthe",11,1,43,9,14,0,78,136
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 130A","Saint-Hyacinthe",52,4,166,29,69,4,324,513
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 130B","Mobile poll/Bureau itinérant",Merged with No. 500A/Fusionné avec le nº 500A,,,,,,,24
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 131","Saint-Hyacinthe",41,13,135,27,44,8,268,429
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 132A","La Présentation",39,3,71,23,34,0,170,277
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 132B","La Présentation",43,8,80,20,24,3,178,287
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 133","La Présentation",28,5,75,32,62,3,205,312
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 133-1","La Présentation",42,5,114,35,30,5,231,338
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 134","La Présentation",56,10,130,46,66,8,316,559
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 135","Saint-Thomas-d'Aquin",45,7,105,37,32,7,233,378
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 136","Saint-Hyacinthe-le-Confesseur",27,8,55,25,51,2,168,292
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 137","Saint-Hyacinthe-le-Confesseur",19,12,67,11,26,2,137,291
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 138","Saint-Thomas-d'Aquin",66,7,128,41,88,4,334,509
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 139","Saint-Thomas-d'Aquin",45,2,96,45,58,9,255,389
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 140","Saint-Thomas-d'Aquin",69,4,172,39,64,6,354,554
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 141","Saint-Thomas-d'Aquin",18,3,62,19,23,3,128,262
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 141-1","Saint-Hyacinthe",40,5,135,32,50,4,266,438
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 141-2","Saint-Hyacinthe",52,5,94,41,52,16,260,455
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 142","Saint-Thomas-d'Aquin",Void/Supprimé,,,,,,,
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 143","Saint-Thomas-d'Aquin",Void/Supprimé,,,,,,,
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 144","Sainte-Madeleine",37,10,110,21,40,1,219,395
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 144-1","Sainte-Madeleine",22,10,120,24,31,7,214,375
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 145","Sainte-Madeleine",44,6,95,29,47,1,222,411
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 146","Sainte-Madeleine",33,7,102,23,27,4,196,323
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 146-1","Sainte-Madeleine",29,9,80,24,25,3,170,304
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 147","Sainte-Marie-Madeleine",41,12,122,28,44,6,253,524
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 148","Sainte-Marie-Madeleine",28,3,82,14,23,5,155,290
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 148-1","Sainte-Marie-Madeleine",38,6,61,15,22,4,146,240
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 149","Sainte-Marie-Madeleine",16,9,90,19,40,8,182,356
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 150A","Sainte-Marie-Madeleine",39,5,85,33,34,1,197,340
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 150B","Sainte-Marie-Madeleine",29,14,86,22,43,3,197,322
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 151","Saint-Damase",38,5,125,34,60,0,262,454
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 152","Saint-Damase",21,8,72,34,40,5,180,314
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 153","Saint-Damase",23,2,128,31,36,6,226,344
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 154","Saint-Damase",36,13,137,35,43,1,265,434
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 155A","Saint-Damase",20,2,71,23,15,4,135,225
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 155B","Saint-Damase",15,2,45,27,23,0,112,161
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 156","Saint-Dominique",38,10,101,37,31,1,218,359
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 157","Saint-Dominique",25,7,100,23,48,1,204,364
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 158","Saint-Dominique",17,5,127,23,37,7,216,405
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 158-1","Saint-Dominique",34,3,93,20,24,3,177,273
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 159","Saint-Dominique",13,11,103,21,54,2,204,342
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 160","Saint-Hyacinthe-le-Confesseur",28,3,94,23,48,6,202,323
24063,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 161","Notre-Dame-de-Saint-Hyacinthe",35,6,113,38,49,7,248,409
