Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Andy Bruziewicz,Pat Davidson,Christopher Desormeaux-Malm,Tim Fugard,Allan McKeown,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35078,"Sarnia--Lambton/Sarnia--Lambton"," 98","Sarnia",34,70,0,18,7,0,129,323
35078,"Sarnia--Lambton/Sarnia--Lambton"," 99","Sarnia",87,69,2,39,29,3,229,467
35078,"Sarnia--Lambton/Sarnia--Lambton"," 100","Sarnia",58,39,0,25,10,2,134,325
35078,"Sarnia--Lambton/Sarnia--Lambton"," 101","Sarnia",71,38,2,22,15,0,148,369
35078,"Sarnia--Lambton/Sarnia--Lambton"," 102","Sarnia",82,39,4,39,16,2,182,509
35078,"Sarnia--Lambton/Sarnia--Lambton"," 103","Sarnia",30,63,5,42,17,1,158,454
35078,"Sarnia--Lambton/Sarnia--Lambton"," 104","Sarnia",41,51,0,15,10,0,117,277
35078,"Sarnia--Lambton/Sarnia--Lambton"," 105","Sarnia",46,41,2,20,8,1,118,340
35078,"Sarnia--Lambton/Sarnia--Lambton"," 106","Sarnia",48,41,1,23,18,1,132,371
35078,"Sarnia--Lambton/Sarnia--Lambton"," 107A","Sarnia",66,63,0,24,12,1,166,330
35078,"Sarnia--Lambton/Sarnia--Lambton"," 107B","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,,143
35078,"Sarnia--Lambton/Sarnia--Lambton"," 108","Sarnia",76,58,2,17,16,0,169,415
35078,"Sarnia--Lambton/Sarnia--Lambton"," 109","Sarnia",68,87,2,32,18,2,209,412
35078,"Sarnia--Lambton/Sarnia--Lambton"," 110","Sarnia",66,76,2,37,14,0,195,389
35078,"Sarnia--Lambton/Sarnia--Lambton"," 111","Sarnia",51,65,3,22,14,1,156,372
35078,"Sarnia--Lambton/Sarnia--Lambton"," 112","Sarnia",55,38,1,16,15,0,125,516
35078,"Sarnia--Lambton/Sarnia--Lambton"," 113","Sarnia",49,46,0,26,10,0,131,309
35078,"Sarnia--Lambton/Sarnia--Lambton"," 114","Sarnia",46,42,0,24,6,0,118,363
35078,"Sarnia--Lambton/Sarnia--Lambton"," 115","Sarnia",66,48,2,22,11,0,149,357
35078,"Sarnia--Lambton/Sarnia--Lambton"," 116","Sarnia",52,41,1,17,8,2,121,384
35078,"Sarnia--Lambton/Sarnia--Lambton"," 117","Sarnia",58,64,3,13,12,0,150,402
35078,"Sarnia--Lambton/Sarnia--Lambton"," 118","Sarnia",52,36,1,12,10,0,111,313
35078,"Sarnia--Lambton/Sarnia--Lambton"," 119","Sarnia",55,23,2,13,14,1,108,390
35078,"Sarnia--Lambton/Sarnia--Lambton"," 120","Sarnia 45",70,55,1,32,12,0,170,547
35078,"Sarnia--Lambton/Sarnia--Lambton"," 121","Sarnia",19,101,0,47,19,0,186,346
35078,"Sarnia--Lambton/Sarnia--Lambton"," 122","Sarnia",21,128,2,82,26,0,259,449
35078,"Sarnia--Lambton/Sarnia--Lambton"," 123","Sarnia",26,108,1,73,24,0,232,473
35078,"Sarnia--Lambton/Sarnia--Lambton"," 124","Sarnia",37,111,0,68,32,1,249,468
35078,"Sarnia--Lambton/Sarnia--Lambton"," 125","Sarnia",30,95,0,47,30,1,203,316
35078,"Sarnia--Lambton/Sarnia--Lambton"," 126","Sarnia",21,88,1,46,14,0,170,285
35078,"Sarnia--Lambton/Sarnia--Lambton"," 127","Sarnia",64,119,2,52,39,0,276,547
35078,"Sarnia--Lambton/Sarnia--Lambton"," 128","Sarnia",54,103,0,64,16,0,237,444
35078,"Sarnia--Lambton/Sarnia--Lambton"," 129","Sarnia",68,97,2,57,24,0,248,467
35078,"Sarnia--Lambton/Sarnia--Lambton"," 130A","Sarnia",22,83,4,27,2,0,138,249
35078,"Sarnia--Lambton/Sarnia--Lambton"," 130B","Sarnia",20,133,1,66,11,1,232,412
35078,"Sarnia--Lambton/Sarnia--Lambton"," 131","Sarnia",42,125,2,80,31,0,280,572
35078,"Sarnia--Lambton/Sarnia--Lambton"," 132","Sarnia",18,87,6,33,8,0,152,287
35078,"Sarnia--Lambton/Sarnia--Lambton"," 133","Sarnia",24,98,7,49,17,1,196,365
35078,"Sarnia--Lambton/Sarnia--Lambton"," 134","Sarnia",54,108,1,36,11,0,210,425
35078,"Sarnia--Lambton/Sarnia--Lambton"," 135A","Sarnia",28,89,3,25,11,0,156,335
35078,"Sarnia--Lambton/Sarnia--Lambton"," 135B","Sarnia",26,101,2,34,9,0,172,329
35078,"Sarnia--Lambton/Sarnia--Lambton"," 136A","Sarnia",57,257,4,60,12,0,390,477
35078,"Sarnia--Lambton/Sarnia--Lambton"," 136B","Sarnia",27,86,2,29,16,0,160,235
35078,"Sarnia--Lambton/Sarnia--Lambton"," 137","Sarnia",22,84,9,25,10,1,151,290
35078,"Sarnia--Lambton/Sarnia--Lambton"," 138","Sarnia",27,128,6,19,9,0,189,361
35078,"Sarnia--Lambton/Sarnia--Lambton"," 139","Plympton",28,97,6,54,16,0,201,307
35078,"Sarnia--Lambton/Sarnia--Lambton"," 140","Plympton",20,81,1,33,12,0,147,251
35078,"Sarnia--Lambton/Sarnia--Lambton"," 141","Plympton",40,180,0,70,21,0,311,491
35078,"Sarnia--Lambton/Sarnia--Lambton"," 142","Plympton",33,153,0,56,22,1,265,427
35078,"Sarnia--Lambton/Sarnia--Lambton"," 143","Plympton",53,176,3,70,34,2,338,547
35078,"Sarnia--Lambton/Sarnia--Lambton"," 144","Plympton",41,180,8,43,18,0,290,531
35078,"Sarnia--Lambton/Sarnia--Lambton"," 145","Plympton",22,130,6,47,10,1,216,330
35078,"Sarnia--Lambton/Sarnia--Lambton"," 146","Plympton",17,85,10,11,11,3,137,265
35078,"Sarnia--Lambton/Sarnia--Lambton"," 147","Plympton",13,106,13,23,15,0,170,259
35078,"Sarnia--Lambton/Sarnia--Lambton"," 148","Wyoming",20,173,13,52,8,1,267,436
35078,"Sarnia--Lambton/Sarnia--Lambton"," 149","Wyoming",23,127,11,29,5,0,195,353
35078,"Sarnia--Lambton/Sarnia--Lambton"," 150","Wyoming",15,161,13,36,7,0,232,417
35078,"Sarnia--Lambton/Sarnia--Lambton"," 151","Wyoming",41,171,7,33,7,1,260,459
35078,"Sarnia--Lambton/Sarnia--Lambton"," 152","Plympton",15,136,16,55,11,2,235,440
35078,"Sarnia--Lambton/Sarnia--Lambton"," 153","Enniskillen",32,109,3,36,10,0,190,347
35078,"Sarnia--Lambton/Sarnia--Lambton"," 154","Petrolia",52,99,2,27,18,1,199,387
35078,"Sarnia--Lambton/Sarnia--Lambton"," 155","Petrolia",43,163,2,59,22,0,289,544
35078,"Sarnia--Lambton/Sarnia--Lambton"," 156A","Enniskillen",26,117,2,28,11,2,186,340
35078,"Sarnia--Lambton/Sarnia--Lambton"," 156B","Enniskillen",39,117,2,39,17,2,216,412
35078,"Sarnia--Lambton/Sarnia--Lambton"," 157","Petrolia",47,143,0,34,10,0,234,407
35078,"Sarnia--Lambton/Sarnia--Lambton"," 158","Petrolia",Void/Supprimé,,,,,,,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 159","Petrolia",58,125,1,33,15,0,232,452
35078,"Sarnia--Lambton/Sarnia--Lambton"," 160","Petrolia",43,99,0,32,18,2,194,400
35078,"Sarnia--Lambton/Sarnia--Lambton"," 161","Petrolia",43,77,1,34,11,1,167,362
35078,"Sarnia--Lambton/Sarnia--Lambton"," 162A","Petrolia",21,96,0,50,18,1,186,335
35078,"Sarnia--Lambton/Sarnia--Lambton"," 162B","Petrolia",27,75,1,22,10,0,135,275
35078,"Sarnia--Lambton/Sarnia--Lambton"," 163","Petrolia",Void/Supprimé,,,,,,,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 164","Petrolia",72,167,1,42,17,0,299,513
35078,"Sarnia--Lambton/Sarnia--Lambton"," 165","Petrolia",Void/Supprimé,,,,,,,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 166","Enniskillen",Void/Supprimé,,,,,,,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 167","Enniskillen",25,145,6,55,8,1,240,369
35078,"Sarnia--Lambton/Sarnia--Lambton"," 168","Enniskillen",29,127,1,20,8,0,185,304
35078,"Sarnia--Lambton/Sarnia--Lambton"," 169","Enniskillen",44,165,2,37,17,1,266,478
35078,"Sarnia--Lambton/Sarnia--Lambton"," 170","Oil Springs",31,106,1,22,4,0,164,297
35078,"Sarnia--Lambton/Sarnia--Lambton"," 171","Oil Springs",32,120,1,16,7,0,176,250
35078,"Sarnia--Lambton/Sarnia--Lambton"," 172","Enniskillen",Void/Supprimé,,,,,,,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 173","Moore",38,73,1,33,10,2,157,323
35078,"Sarnia--Lambton/Sarnia--Lambton"," 174","Moore",69,130,3,49,16,5,272,540
35078,"Sarnia--Lambton/Sarnia--Lambton"," 175","Moore",40,86,0,37,12,0,175,359
35078,"Sarnia--Lambton/Sarnia--Lambton"," 176","Moore",13,70,0,18,12,0,113,198
35078,"Sarnia--Lambton/Sarnia--Lambton"," 177","Moore",49,89,0,26,9,1,174,374
35078,"Sarnia--Lambton/Sarnia--Lambton"," 178","Moore",48,93,1,40,13,0,195,419
35078,"Sarnia--Lambton/Sarnia--Lambton"," 179","Moore",55,120,2,49,19,0,245,556
35078,"Sarnia--Lambton/Sarnia--Lambton"," 180","Moore",66,125,2,37,11,0,241,455
35078,"Sarnia--Lambton/Sarnia--Lambton"," 181","Moore",91,154,0,52,19,0,316,608
35078,"Sarnia--Lambton/Sarnia--Lambton"," 182A","Corunna",35,101,0,42,13,0,191,369
35078,"Sarnia--Lambton/Sarnia--Lambton"," 182B","Corunna",24,128,4,47,11,0,214,385
35078,"Sarnia--Lambton/Sarnia--Lambton"," 183","Mooretown",35,85,0,25,11,0,156,312
35078,"Sarnia--Lambton/Sarnia--Lambton"," 184","Courtright",46,84,1,31,7,1,170,347
35078,"Sarnia--Lambton/Sarnia--Lambton"," 185","Courtright",43,90,3,22,11,0,169,374
35078,"Sarnia--Lambton/Sarnia--Lambton"," 186","Corunna",55,145,2,30,20,0,252,514
35078,"Sarnia--Lambton/Sarnia--Lambton"," 187","Moore",43,133,5,58,11,0,250,463
35078,"Sarnia--Lambton/Sarnia--Lambton"," 188","Courtright",31,67,2,23,4,0,127,267
35078,"Sarnia--Lambton/Sarnia--Lambton"," 189","Brigden",50,134,2,35,11,0,232,408
35078,"Sarnia--Lambton/Sarnia--Lambton"," 190","Brigden",38,127,1,28,7,0,201,412
35078,"Sarnia--Lambton/Sarnia--Lambton"," 191","Bradshaw",33,94,2,35,6,1,171,331
35078,"Sarnia--Lambton/Sarnia--Lambton"," 192","Wilkesport",37,107,2,24,18,1,189,334
35078,"Sarnia--Lambton/Sarnia--Lambton"," 193","Sombra",54,159,2,54,27,0,296,496
35078,"Sarnia--Lambton/Sarnia--Lambton"," 194","Sombra",19,54,6,9,5,0,93,149
35078,"Sarnia--Lambton/Sarnia--Lambton"," 195","Port Lambton",28,136,4,48,12,0,228,357
35078,"Sarnia--Lambton/Sarnia--Lambton"," 196","Port Lambton",43,124,1,61,10,2,241,429
35078,"Sarnia--Lambton/Sarnia--Lambton"," 197","Babys Point",42,191,0,60,17,2,312,495
35078,"Sarnia--Lambton/Sarnia--Lambton"," 198","Becher",25,101,4,41,14,0,185,326
35078,"Sarnia--Lambton/Sarnia--Lambton"," 500","Mobile poll/Bureau itinérant",21,96,3,57,6,2,185,383
35078,"Sarnia--Lambton/Sarnia--Lambton"," 501","Mobile poll/Bureau itinérant",13,38,2,11,2,0,66,131
35078,"Sarnia--Lambton/Sarnia--Lambton"," 502","Mobile poll/Bureau itinérant",28,74,1,25,8,0,136,201
35078,"Sarnia--Lambton/Sarnia--Lambton"," 503","Mobile poll/Bureau itinérant",15,48,0,12,6,0,81,145
35078,"Sarnia--Lambton/Sarnia--Lambton"," 504","Mobile poll/Bureau itinérant",37,64,3,30,6,3,143,203
35078,"Sarnia--Lambton/Sarnia--Lambton"," 505","Mobile poll/Bureau itinérant",10,34,3,20,2,0,69,122
35078,"Sarnia--Lambton/Sarnia--Lambton"," 506","Mobile poll/Bureau itinérant",2,69,2,15,6,4,98,212
35078,"Sarnia--Lambton/Sarnia--Lambton"," 600","Sarnia",62,261,0,109,21,0,453,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 601","Sarnia",81,362,3,136,26,2,610,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 602","Sarnia",99,360,2,152,36,0,649,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 603","Sarnia",137,288,6,143,42,3,619,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 604","Sarnia",143,191,4,69,32,1,440,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 605","Sarnia",109,274,8,87,19,1,498,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 606","Sarnia",78,457,6,178,44,4,767,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 607","Plympton",29,270,5,71,14,1,390,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 608","Petrolia",70,393,3,81,23,3,573,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 609","St. Clair",85,423,5,112,17,2,644,
35078,"Sarnia--Lambton/Sarnia--Lambton",,Group 1/Groupe 1,27,85,0,41,14,2,169,269
35078,"Sarnia--Lambton/Sarnia--Lambton",,Group 2/Groupe 2,108,329,9,160,38,11,655,

