Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peter Deslauriers,Jessica Gal,Rachel Hoffman,Marlene Jennings,Carmine Pontillo,Eric Taillefer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 25","Dorval",30,12,0,60,28,13,2,145,412
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 26","Dorval",33,23,2,71,31,28,0,188,392
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 27","Dorval",26,19,0,101,38,23,2,209,355
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 28","Dorval",35,9,0,101,40,15,4,204,389
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 29","Dorval",30,21,0,70,41,35,4,201,343
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 30","Dorval",38,21,1,43,27,13,1,144,391
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 31","Dorval",35,16,1,77,28,65,4,226,342
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 32","Dorval",30,18,0,80,29,27,5,189,330
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 33","Dorval",29,14,4,91,31,18,0,187,610
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 34","Dorval",25,12,0,72,58,36,2,205,414
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 35","Dorval",33,7,1,118,50,27,1,237,382
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 36","Lachine",27,8,0,94,23,26,0,178,384
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 37","Lachine",37,17,1,110,29,43,1,238,400
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 38","Lachine",49,17,2,134,54,45,2,303,463
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 39","Lachine",40,16,3,122,51,70,3,305,427
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 40","Lachine",43,29,0,136,43,65,1,317,454
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 41","Lachine",45,31,0,100,33,60,3,272,408
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 42","Lachine",42,27,2,128,28,53,3,283,420
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 43","Lachine",45,20,1,120,47,62,0,295,462
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 44","Lachine",34,22,0,91,59,58,0,264,433
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 45","Lachine",36,23,0,93,26,50,2,230,371
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 46","Lachine",44,21,0,91,37,56,3,252,389
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 47","Lachine",32,19,1,93,39,67,1,252,398
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 48","Lachine",37,16,0,77,24,27,3,184,412
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 49","Lachine",32,16,0,84,31,45,0,208,357
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 50","Lachine",32,18,0,114,26,39,3,232,420
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 51","Lachine",33,11,0,73,23,51,1,192,346
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 52","Lachine",31,16,1,109,21,40,1,219,442
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 53","Lachine",24,13,0,56,25,48,0,166,312
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 54A","Lachine",36,11,0,77,38,58,3,223,365
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 54B","Lachine",34,8,0,104,36,61,2,245,408
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 55","Lachine",29,13,0,114,35,73,1,265,464
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 56","Lachine",59,15,0,106,41,55,3,279,551
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 57","Lachine",17,3,0,46,27,22,1,116,320
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 58","Lachine",13,8,0,43,30,13,6,113,278
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 59","Lachine",10,2,0,20,22,2,1,57,202
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 60","Lachine",29,31,1,87,34,55,1,238,359
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 61","Lachine",31,23,1,96,21,51,1,224,407
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 62","Lachine",44,4,0,78,31,45,1,203,371
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 63","Lachine",20,3,0,69,30,33,1,156,282
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 64","Lachine",34,12,1,30,25,70,5,177,409
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 65","Lachine",39,6,0,82,27,44,3,201,496
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 66","Lachine",22,5,0,70,22,43,3,165,396
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 67","Lachine",17,7,0,60,22,35,1,142,385
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 68","Lachine",52,15,1,83,39,55,8,253,512
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 69","Lachine",13,4,1,43,21,21,0,103,347
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 70","Lachine",18,3,0,86,30,25,3,165,413
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 71","Lachine",23,5,0,67,16,26,1,138,366
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 72","Lachine",8,6,2,43,14,58,1,132,356
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 73","Lachine",19,8,0,20,9,20,0,76,222
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 74","Lachine",15,14,0,36,17,32,2,116,359
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 75","Lachine",8,5,0,51,22,33,5,124,362
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 76","Lachine",18,1,2,36,16,55,3,131,289
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 77","Lachine",33,11,0,48,12,52,0,156,336
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 78","Lachine",39,19,0,121,43,73,4,299,643
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 79","Lachine",32,16,0,56,25,84,0,213,374
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 80A","Lachine",14,10,0,47,20,39,0,130,320
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 80B","Lachine",8,3,1,108,29,34,0,183,393
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 81","Lachine",52,12,0,88,27,58,4,241,501
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 82","Lachine",51,10,1,71,19,108,6,266,516
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 83","Lachine",30,9,1,69,19,90,1,219,482
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 84","Lachine",Void/Supprimé,,,,,,,,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 85","Lachine",31,10,0,40,13,85,7,186,379
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 86","Lachine",23,9,0,38,24,74,6,174,349
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 87","Lachine",20,7,0,37,14,75,5,158,349
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 88","Lachine",22,14,0,40,15,80,3,174,401
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 89","Lachine",32,16,0,44,14,77,2,185,458
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 90","Lachine",20,11,0,51,16,82,2,182,336
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 91","Lachine",26,4,0,42,17,71,2,162,372
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 92","Lachine",36,6,1,63,25,71,5,207,409
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 93","Lachine",43,10,2,66,21,77,3,222,387
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 94","Lachine",24,10,3,58,13,111,2,221,390
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 95","Lachine",29,6,0,53,28,78,0,194,361
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 96","Lachine",35,5,0,92,20,107,3,262,481
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 97","Lachine",27,1,1,44,35,103,6,217,415
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 98","Lachine",27,10,1,46,13,53,0,150,339
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 99","Lachine",28,12,1,53,27,85,7,213,350
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 100","Lachine",47,5,2,63,22,100,6,245,456
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 101","Lachine",30,9,0,53,27,82,1,202,338
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 102","Lachine",39,4,0,54,29,72,2,200,370
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 103","Lachine",20,10,3,30,8,78,0,149,351
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 104","Lachine",35,11,0,58,32,90,0,226,465
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 105","Saint-Pierre",48,22,4,65,14,25,0,178,421
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 106","Saint-Pierre",46,14,0,60,25,77,7,229,461
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 107","Saint-Pierre",26,6,0,47,14,59,3,155,374
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 108","Saint-Pierre",19,5,1,32,14,41,4,116,274
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 109","Saint-Pierre",27,11,1,44,20,71,6,180,390
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 110","Saint-Pierre",26,6,0,55,19,68,6,180,357
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 111","Saint-Pierre",17,6,0,34,12,62,4,135,305
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 112","Saint-Pierre",20,3,1,53,15,60,5,157,326
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 113","Saint-Pierre",39,15,2,64,22,91,4,237,493
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 114","Saint-Pierre",Void/Supprimé,,,,,,,,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 115","Montréal",17,7,2,97,38,7,0,168,380
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 116","Montréal",15,11,1,91,21,2,0,141,289
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 117","Montréal",28,16,2,90,23,4,1,164,467
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 118","Montréal-Ouest",33,12,0,83,35,10,0,173,345
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 119","Montréal-Ouest",22,13,1,114,48,1,0,199,359
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 120","Montréal",31,29,2,84,16,5,0,167,335
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 121","Montréal",41,14,2,89,23,9,0,178,362
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 122","Montréal",37,24,2,96,34,11,0,204,404
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 123","Montréal",25,23,2,107,27,13,2,199,426
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 124","Montréal-Ouest",27,31,0,105,41,5,2,211,431
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 125","Montréal-Ouest",13,10,1,81,53,1,3,162,342
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 126","Montréal-Ouest",39,36,2,147,52,4,1,281,488
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 127","Montréal",28,17,0,110,34,7,0,196,320
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 128","Montréal",31,19,1,81,40,6,0,178,365
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 129","Montréal",48,42,1,164,40,15,1,311,480
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 130","Montréal-Ouest",17,26,2,135,51,7,0,238,433
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 131","Montréal-Ouest",32,44,0,130,35,8,0,249,382
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 132","Montréal-Ouest",24,35,0,104,31,4,0,198,349
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 133","Montréal-Ouest",34,39,0,144,38,9,0,264,377
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 134","Montréal-Ouest",23,30,2,105,60,10,0,230,379
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 135","Montréal",19,34,0,91,39,11,1,195,281
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 136","Montréal",33,20,0,109,29,11,0,202,402
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 137","Montréal",18,19,2,70,14,5,1,129,269
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 138","Montréal",25,16,1,82,24,5,0,153,488
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 139","Montréal",46,21,0,90,29,8,1,195,480
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 140A","Montréal",32,5,4,113,28,9,5,196,447
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 140B","Mobile poll/Bureau itinérant",Merged with No. 506/Fusionné avec le nº 506,,,,,,,,12
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 141","Montréal",28,9,1,137,41,4,4,224,479
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 142","Montréal",16,10,2,159,90,7,4,288,549
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 143","Montréal",Void/Supprimé,,,,,,,,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 144","Montréal",30,12,2,95,52,9,0,200,350
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 145","Montréal",26,9,0,103,19,11,3,171,432
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 146","Montréal",20,10,5,116,13,1,3,168,430
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 147","Montréal",30,14,0,128,35,6,2,215,434
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 148","Montréal",50,17,2,122,37,12,2,242,461
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 149","Montréal",22,20,1,92,17,10,0,162,348
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 150","Montréal",20,13,2,77,16,0,1,129,377
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 151","Montréal",38,15,0,86,22,6,1,168,364
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 152","Montréal",39,18,0,112,23,8,4,204,433
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 153","Montréal",12,21,0,108,20,6,3,170,345
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 154","Montréal",49,27,2,104,49,9,0,240,470
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 155","Montréal",20,19,1,79,20,8,1,148,306
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 156","Montréal",29,21,0,89,37,13,3,192,330
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 157","Montréal",54,26,3,141,49,14,1,288,452
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 158","Montréal",37,28,0,125,48,22,0,260,403
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 159","Montréal",27,18,0,54,18,13,0,130,317
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 160","Montréal",53,29,1,113,26,11,0,233,470
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 161","Montréal",27,7,0,44,21,10,2,111,268
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 162","Montréal",47,23,1,81,24,12,1,189,400
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 163","Montréal",16,10,0,86,20,5,0,137,304
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 164","Montréal",31,20,1,90,22,9,3,176,380
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 165","Montréal",23,11,1,62,24,17,3,141,226
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 166","Montréal",22,10,1,96,29,3,3,164,355
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 167","Montréal",32,13,0,98,22,10,2,177,402
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 168","Montréal",21,21,1,104,18,3,0,168,326
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 169","Montréal",26,23,2,92,32,15,0,190,344
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 170","Montréal",37,15,2,83,30,11,3,181,395
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 171","Montréal",19,12,2,95,28,4,2,162,327
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 172","Montréal",25,15,0,87,28,5,1,161,323
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 173","Montréal",47,22,0,81,20,8,0,178,386
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 174","Montréal",31,25,1,97,19,13,3,189,367
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 175","Montréal",28,18,0,91,23,12,0,172,339
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 176","Montréal",29,23,0,62,8,26,0,148,290
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 177","Montréal",50,29,0,89,18,22,0,208,422
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 178","Montréal",30,13,3,76,28,4,1,155,420
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 179","Montréal",41,18,1,85,18,24,1,188,274
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 180","Montréal",28,24,0,92,27,22,0,193,324
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 181","Montréal",38,26,1,139,10,30,1,245,412
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 182","Montréal",16,13,1,116,28,12,0,186,474
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 183","Montréal",45,21,0,72,22,8,1,169,372
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 184","Montréal",60,32,1,106,33,21,4,257,473
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 185","Montréal",39,8,1,64,18,4,0,134,381
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 186","Montréal",23,11,1,54,18,7,1,115,368
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 187","Montréal",30,12,0,67,30,3,2,144,435
