Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Laura Colella,Garnet Colly,Lucie Le Tourneau,Frank Monteleone,Massimo Pacetti,Farid Salem,Joseph Young,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 191","Montréal",13,0,18,7,65,48,0,2,153,399
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 192","Montréal",17,1,30,5,110,29,2,3,197,429
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 193","Montréal",15,3,28,8,98,21,1,3,177,401
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 400","Saint-Léonard",21,1,100,4,176,73,2,19,396,549
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 401","Montréal",4,0,24,1,54,28,0,1,112,127
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 402","Montréal",4,0,2,2,30,1,0,2,41,60
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 600","Saint-Léonard",16,0,37,8,137,44,0,4,246,
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 601","Saint-Léonard",25,1,55,9,179,34,1,7,311,
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 602","Saint-Léonard",22,0,71,4,253,58,1,4,413,
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 603","Saint-Léonard",13,0,41,3,99,39,0,1,196,
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 604","Saint-Léonard",25,0,23,6,99,34,0,2,189,
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 605","Saint-Léonard",33,0,67,9,179,38,0,5,331,
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 606","Montréal",16,1,22,6,115,51,1,3,215,
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 607","Montréal",20,1,15,2,71,18,0,1,128,
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 608","Saint-Léonard",26,1,46,9,110,30,0,1,223,
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 609","Saint-Léonard",18,0,28,3,118,56,1,1,225,
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 610","Montréal",9,0,17,6,56,16,1,2,107,
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel",,Group 1/Groupe 1,4,1,11,6,38,17,0,7,84,122
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel",,Group 2/Groupe 2,14,1,31,0,95,34,0,5,180,

