Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dan Bouchard,Stockwell Day,Valerie Hallford,Ralph Poynting,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 55","Westbank",44,214,34,33,2,327,583
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 56","Westbank",8,49,8,6,0,71,137
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 57","Westbank",24,134,26,23,0,207,404
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 58A","Westbank",10,122,26,22,3,183,345
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 58B","Westbank",15,171,28,22,1,237,398
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 59","Tsinstikeptum 9",Void/Supprimé,,,,,,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 60A","West Kelowna",17,109,18,24,0,168,325
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 60B","West Kelowna",26,100,11,23,0,160,299
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 60-1","West Kelowna",29,134,29,31,0,223,415
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 61","West Kelowna",25,161,46,28,0,260,480
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 61-1","West Kelowna",28,180,29,51,0,288,551
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 62","West Kelowna",36,170,38,27,0,271,479
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 63","West Kelowna",40,131,56,36,1,264,499
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 64","Tsinstikeptum 10",28,144,30,49,1,252,556
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 65","Tsinstikeptum 10",9,98,25,26,0,158,355
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 66A","Westbank",17,153,30,23,1,224,360
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 66B","Westbank",10,152,29,17,0,208,371
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 67","Westbank",7,142,26,21,1,197,364
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 67-1","Westbank",16,153,14,38,1,222,488
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 68A","Tsinstikeptum 9",9,83,17,16,0,125,307
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 68B","Tsinstikeptum 9",14,104,15,14,0,147,331
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 68C","Tsinstikeptum 9",12,99,15,12,0,138,344
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 69","Westbank",26,138,23,40,0,227,508
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 70","Tsinstikeptum 9",8,59,16,18,0,101,208
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 71","Tsinstikeptum 9",28,71,16,39,0,154,495
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 72A","Westbank",13,114,35,12,0,174,288
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 72B","Westbank",10,126,27,10,0,173,293
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 72-1","Westbank",8,93,21,6,0,128,287
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 73","Tsinstikeptum 9",9,79,10,31,0,129,248
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 74","Tsinstikeptum 9",15,37,9,26,0,87,225
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 75A","Tsinstikeptum 9",24,82,11,35,1,153,349
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 75B","Tsinstikeptum 9",19,86,13,39,0,157,378
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 76","Westbank",32,104,18,39,0,193,512
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 77A","Lakeview Heights",16,116,35,7,0,174,310
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 77B","Lakeview Heights",18,90,14,16,0,138,272
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 78","Lakeview Heights",15,161,32,24,0,232,457
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 79","Lakeview Heights",17,106,17,7,0,147,248
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 80","Lakeview Heights",19,139,39,25,0,222,433
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 81","Lakeview Heights",31,122,32,50,0,235,444
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 82A","Lakeview Heights",24,69,17,18,0,128,259
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 82B","Lakeview Heights",22,58,25,11,2,118,259
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 83","Westbank",15,71,7,23,0,116,240
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 84","Lakeview Heights",37,116,35,26,0,214,445
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 85","Lakeview Heights",27,140,43,26,0,236,454
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 86","Casa Loma",21,107,25,10,0,163,322
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 87","Summerland",49,133,14,31,0,227,432
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 88","Naramata",59,78,43,10,0,190,327
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 89","Summerland",42,178,24,25,1,270,425
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 90","Summerland",44,137,34,33,2,250,443
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 91","Summerland",49,123,32,32,0,236,418
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 92","Summerland",35,60,22,23,0,140,240
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 93","Summerland",42,90,32,43,0,207,355
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 94A","Summerland",47,96,15,31,1,190,313
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 94B","Summerland",35,74,20,25,0,154,284
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 95","Summerland",30,112,36,36,1,215,378
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 96A","Summerland",32,102,14,44,0,192,346
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 96B","Mobile poll/Bureau itinérant",Merged with No. 505/Fusionné avec le nº 505,,,,,,10
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 97","Summerland",43,142,18,37,0,240,439
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 98","Summerland",34,178,43,48,0,303,524
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 99","Summerland",44,145,41,53,0,283,498
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 100","Summerland",18,77,14,21,0,130,217
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 101A","Summerland",26,84,11,19,1,141,243
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 101B","Summerland",23,102,14,27,0,166,280
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 102","Summerland",30,71,11,25,1,138,250
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 103","Summerland",25,96,19,52,1,193,338
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 104A","Summerland",26,74,14,23,0,137,256
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 104B","Summerland",21,74,11,27,0,133,246
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 104-1","Summerland",47,134,42,31,0,254,458
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 105A","Summerland",26,86,22,24,0,158,272
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 105B","Summerland",22,72,24,20,0,138,262
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 106A","Summerland",36,82,21,15,1,155,257
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 106B","Summerland",24,89,22,20,1,156,246
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 107","Naramata",54,57,23,25,0,159,245
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 108","Penticton 1",Void/Supprimé,,,,,,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 109A","Penticton 1",36,82,16,24,1,159,347
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 109B","Penticton 1",19,86,23,39,1,168,343
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 109-1","Penticton 1",38,95,24,36,0,193,260
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 110","Penticton 1",25,101,32,25,0,183,303
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 111","Penticton 1",31,93,14,18,0,156,239
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 112A","Penticton 1",6,145,10,11,1,173,267
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 112B","Penticton 1",23,133,19,14,0,189,289
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 113","Penticton 1",Void/Supprimé,,,,,,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 114","Penticton",53,113,37,22,0,225,372
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 115","Naramata",51,89,28,20,0,188,304
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 116","Naramata",65,136,58,41,1,301,448
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 117","Penticton",45,131,53,29,2,260,489
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 118A","Penticton",33,114,22,8,0,177,305
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 118B","Penticton",23,70,20,8,0,121,260
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 119","Penticton",28,69,18,36,0,151,352
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 120","Penticton",29,77,24,32,0,162,332
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 121","Penticton",31,72,19,18,0,140,287
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 122","Penticton",36,68,32,27,0,163,388
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 123","Penticton",46,107,26,38,0,217,410
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 124","Penticton",52,151,46,41,2,292,481
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 125","Penticton",44,96,28,17,0,185,325
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 126","Penticton",42,65,22,37,1,167,423
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 127","Penticton",62,92,37,38,1,230,484
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 128","Penticton",39,69,24,41,1,174,398
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 129","Penticton",32,78,22,45,0,177,395
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 130","Penticton",39,77,13,33,0,162,364
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 131","Penticton",32,67,29,42,0,170,363
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 132A","Penticton",25,60,24,32,0,141,300
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 132B","Penticton",21,52,9,48,0,130,257
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 133","Penticton",30,63,14,43,1,151,373
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 134","Penticton",57,94,28,71,1,251,509
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 135","Penticton",36,123,18,33,2,212,454
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 136","Penticton",36,97,24,29,2,188,352
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 137","Penticton",37,92,25,41,0,195,443
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 138A","Penticton",19,83,9,50,2,163,385
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 138B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,49
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 139","Penticton",17,48,12,27,2,106,314
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 140","Penticton",28,86,16,42,0,172,385
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 141","Penticton",26,75,16,44,2,163,305
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 142","Penticton",22,90,10,36,1,159,365
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 143","Penticton",35,70,16,52,1,174,388
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 144","Penticton",31,86,25,33,1,176,356
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 145","Penticton",50,98,12,53,0,213,387
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 146","Penticton",33,73,23,41,1,171,345
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 147","Penticton",47,116,24,47,0,234,467
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 148","Penticton",45,133,27,36,1,242,424
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 149","Penticton",25,119,19,28,0,191,375
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 150","Penticton",57,145,18,50,1,271,521
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 151","Penticton",26,90,21,36,2,175,354
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 152","Penticton",50,112,24,42,2,230,462
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 153","Penticton",34,100,11,24,0,169,313
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 154","Penticton",33,123,15,36,0,207,437
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 155A","Penticton",27,118,30,34,0,209,387
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 155B","Penticton",21,108,25,29,2,185,368
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 156A","Penticton",13,65,11,26,2,117,250
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 156B","Penticton",25,64,9,27,0,125,254
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 157","Penticton",16,132,29,33,3,213,388
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 158","Penticton",13,88,17,25,1,144,301
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 159A","Penticton",11,119,30,32,0,192,298
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 159B","Penticton",16,103,23,25,0,167,284
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 160A","Penticton",27,161,26,19,0,233,406
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 160B","Penticton",26,115,33,14,1,189,399
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 161","Penticton",33,141,28,46,0,248,478
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 162","Penticton",19,92,20,29,1,161,297
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 163","Penticton",27,105,26,41,0,199,425
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 164","Penticton",32,80,28,36,0,176,422
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 165","Penticton",25,62,15,22,0,124,287
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 166","Penticton",7,78,15,23,0,123,282
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 167A","Penticton",11,87,15,18,0,131,267
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 167B","Penticton",16,69,18,32,0,135,264
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 168","Penticton",26,168,18,49,0,261,523
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 169","Penticton",29,83,23,28,0,163,362
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 170","Penticton",24,67,7,14,0,112,278
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 171","Penticton",16,138,31,37,1,223,445
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 172","Penticton",26,120,26,57,0,229,516
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 173","Penticton",21,84,26,21,0,152,329
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 174","Penticton",33,130,23,39,1,226,454
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 175A","Kaleden",54,158,37,43,1,293,445
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 175B","Kaleden",50,128,30,36,0,244,410
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 175-1","Kaleden",35,105,14,33,0,187,348
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 176","Kaleden",Void/Supprimé,,,,,,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 177","Kaleden",31,78,23,27,0,159,251
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 178A","Okanagan Falls",23,113,27,33,0,196,344
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 178B","Okanagan Falls",28,121,19,17,0,185,317
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 179A","Okanagan Falls",40,102,25,32,0,199,360
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 179B","Okanagan Falls",18,98,25,35,2,178,365
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 180","Okanagan Falls",45,163,27,86,0,321,538
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 181","Okanagan Falls",16,78,11,23,0,128,230
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 182","Okanagan Falls",27,115,18,33,0,193,298
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 182-1","Okanagan Falls",25,85,20,43,0,173,332
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 500","Mobile poll/Bureau itinérant",10,44,14,11,1,80,224
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 501","Mobile poll/Bureau itinérant",6,90,15,25,1,137,194
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 502","Mobile poll/Bureau itinérant",13,108,18,32,1,172,192
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 503","Mobile poll/Bureau itinérant",5,29,6,10,0,50,70
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 504","Mobile poll/Bureau itinérant",9,33,6,24,0,72,145
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 505","Mobile poll/Bureau itinérant",15,77,12,20,3,127,172
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 506","Mobile poll/Bureau itinérant",3,35,17,11,0,66,164
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 507","Mobile poll/Bureau itinérant",4,65,17,24,3,113,278
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 508","Mobile poll/Bureau itinérant",Merged with No. 509/Fusionné avec le nº 509,,,,,,47
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 509","Mobile poll/Bureau itinérant",3,55,10,14,3,85,57
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 600","Logan Lake",14,94,11,31,1,151,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 601","Merritt",30,335,40,89,0,494,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 602","West Kelowna",67,512,97,71,2,749,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 603","Westbank",85,806,126,106,6,1129,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 604","Peachland",28,241,46,27,0,342,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 605","Summerland",81,505,89,87,3,765,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 606","Penticton--Naramata",26,97,26,24,0,173,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 607","Penticton",40,202,47,84,1,374,
