Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Guy Bergeron,Gabriel Biron,Steven Blaney,Lynne Champoux-Williams,Pauline Côté,Normand Fournier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 34","Lévis",68,35,58,4,46,0,2,213,426
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 35","Lévis",47,26,79,7,80,0,9,248,418
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 36","Lévis",65,29,58,6,27,0,1,186,338
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 37","Lévis",53,24,60,0,43,1,1,182,378
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 38","Lévis",61,19,71,10,38,0,5,204,380
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 39","Lévis",54,25,86,7,31,0,4,207,337
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 40","Lévis",51,28,75,9,26,0,8,197,381
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 41","Lévis",89,30,75,7,42,0,8,251,532
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 42","Lévis",57,30,66,5,33,0,1,192,351
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 43","Lévis",97,33,53,6,33,0,2,224,388
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 44","Lévis",61,22,64,6,31,1,0,185,342
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 45","Lévis",131,37,73,7,28,2,0,278,413
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 46","Lévis",87,27,70,7,30,0,0,221,407
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 47","Lévis",63,20,46,3,23,0,5,160,270
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 48","Lévis",62,28,65,7,47,0,1,210,398
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 49","Lévis",58,18,25,6,19,0,0,126,324
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 50","Lévis",39,13,25,2,10,0,0,89,194
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 51","Lévis",60,29,66,3,28,0,4,190,430
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 52","Lévis",21,18,40,3,21,0,3,106,231
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 53","Lévis",43,17,59,1,22,0,4,146,319
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 54","Lévis",44,20,80,3,24,0,2,173,372
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 55","Lévis",51,18,62,2,36,0,4,173,384
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 56","Lévis",58,37,87,7,32,0,4,225,387
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 57","Lévis",34,11,60,2,19,2,2,130,254
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 58","Lévis",46,21,75,5,40,0,3,190,366
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 59","Lévis",42,17,77,3,19,0,6,164,403
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 60","Lévis",43,25,66,10,35,0,1,180,393
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 61","Lévis",40,24,72,7,36,0,3,182,302
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 62","Lévis",63,21,69,3,24,1,1,182,345
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 63","Lévis",55,24,69,5,24,0,1,178,310
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 64","Lévis",43,18,46,5,17,0,2,131,302
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 65","Lévis",63,18,87,4,32,0,3,207,490
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 66","Lévis",40,22,90,1,25,0,3,181,346
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 67","Lévis",46,26,77,6,17,0,2,174,314
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 68","Lévis",66,38,134,8,48,1,6,301,518
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 69","Lévis",64,32,74,6,20,1,7,204,445
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 70","Lévis",25,16,58,1,18,1,1,120,313
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 71A","Lévis",51,34,82,3,33,0,5,208,383
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 71B","Lévis",47,35,96,8,22,0,2,210,381
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 72A","Lévis",33,18,53,5,16,1,2,128,324
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 72B","Lévis",41,11,65,3,17,0,3,140,310
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 73","Lévis",27,15,47,1,5,1,4,100,232
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 74","Lévis",90,36,139,4,40,0,9,318,509
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 75","Lévis",54,26,94,5,30,0,4,213,485
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 76","Lévis",56,30,68,7,27,1,1,190,469
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 77","Lévis",46,19,62,3,21,0,4,155,295
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 78A","Lévis",36,14,62,41,0,0,2,155,322
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 78B","Lévis",46,17,68,4,38,0,3,176,306
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 79","Lévis",42,20,69,3,19,2,2,157,364
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 80","Lévis",58,17,88,3,24,0,3,193,330
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 81","Lévis",61,36,104,6,35,0,3,245,463
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 81-1","Lévis",77,37,137,7,24,0,3,285,589
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 82","Lévis",62,46,97,6,36,1,8,256,427
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 83","Lévis",68,23,98,7,20,0,5,221,402
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 84","Lévis",57,45,123,5,31,0,2,263,420
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 85A","Lévis",60,20,121,6,21,0,4,232,399
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 85B","Lévis",55,25,106,5,22,1,4,218,387
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 86","Lévis",67,36,139,3,19,2,0,266,457
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 86-1","Lévis",52,39,95,5,32,0,2,225,399
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 87","Lévis",47,15,57,1,2,0,6,128,331
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 88","Lévis",33,9,106,2,16,0,3,169,410
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 89","Saint-Romuald",57,17,57,7,37,1,2,178,290
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 90","Saint-Romuald",82,31,95,6,49,1,3,267,490
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 91","Saint-Romuald",64,24,82,11,43,1,0,225,463
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 92","Saint-Romuald",73,23,94,8,40,0,0,238,495
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 93","Saint-Romuald",46,14,49,5,24,1,0,139,266
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 94","Saint-Romuald",84,23,103,3,34,0,0,247,430
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 95","Saint-Romuald",73,21,69,4,34,0,0,201,431
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 96","Saint-Romuald",73,31,76,5,37,0,6,228,419
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 97","Saint-Romuald",31,26,79,5,17,0,0,158,376
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 98","Saint-Romuald",45,18,70,4,25,1,3,166,351
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 99","Saint-Romuald",42,23,64,8,15,0,4,156,330
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 100","Saint-Romuald",63,33,92,5,34,1,4,232,364
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 100-1A","Lévis",48,29,67,6,29,0,5,184,338
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 100-1B","Lévis",48,29,63,8,20,0,3,171,335
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 101","Saint-Romuald",75,34,81,2,38,1,0,231,362
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 102","Saint-Romuald",75,25,82,10,60,0,2,254,379
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 103","Saint-Romuald",54,37,64,5,44,0,8,212,410
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 104","Saint-Romuald",47,20,60,7,34,0,5,173,250
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 105","Saint-Romuald",64,27,111,9,42,0,5,258,475
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 106","Saint-Romuald",35,18,57,4,10,1,1,126,299
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 107","Saint-Romuald",50,28,61,3,25,0,4,171,342
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 108","Saint-Romuald",68,35,81,4,34,1,0,223,475
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 109","Saint-Romuald",75,46,131,6,45,0,0,303,511
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 110","Saint-Romuald",73,37,85,6,36,1,0,238,393
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 111","Saint-Romuald",71,22,98,8,39,0,0,238,424
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 112","Saint-Romuald",71,33,110,9,42,0,4,269,497
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 113","Pintendre",52,39,93,4,26,0,6,220,386
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 114","Pintendre",71,44,122,5,25,0,4,271,443
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 115","Pintendre",85,32,148,4,24,3,6,302,494
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 116","Pintendre",61,27,161,5,38,2,6,300,504
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 117","Pintendre",37,30,94,2,23,1,3,190,304
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 118","Pintendre",94,62,130,9,46,0,8,349,683
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 119","Pintendre",63,45,173,7,45,1,8,342,584
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 120","Pintendre",115,53,154,9,33,0,4,368,679
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 121","Pintendre",53,24,100,3,11,0,3,194,373
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 122","Pintendre",37,16,77,6,20,0,0,156,325
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 123","Pintendre",62,15,79,2,23,1,2,184,310
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 124","Saint-Henri",46,15,91,3,32,0,1,188,349
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 125","Saint-Henri",33,28,89,7,29,0,6,192,355
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 126","Saint-Henri",47,15,136,8,35,3,4,248,409
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 127A","Saint-Henri",34,25,109,4,23,0,1,196,367
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 127B","Mobile poll/Bureau itinérant",1,6,25,0,25,0,0,57,38
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 128","Saint-Henri",44,30,194,4,27,0,8,307,519
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 129","Saint-Henri",48,24,129,4,25,0,5,235,474
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 130","Saint-Henri",52,28,112,6,30,0,1,229,372
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 131","Saint-Henri",82,27,138,3,33,0,7,290,470
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 132","Saint-Vallier",71,27,81,11,48,0,2,240,432
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 133","Saint-Vallier",56,14,83,6,36,0,2,197,369
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 134","La Durantaye",43,14,126,2,21,1,5,212,353
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 135","La Durantaye",19,12,53,2,21,0,4,111,228
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 136","Saint-Michel-de-Bellechasse",60,14,79,8,27,1,0,189,321
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 137","Saint-Michel-de-Bellechasse",42,7,70,9,30,0,3,161,242
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 138","Saint-Michel-de-Bellechasse",93,15,121,9,42,1,3,284,448
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 139","Saint-Michel-de-Bellechasse",36,14,90,5,23,0,0,168,303
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 140","Beaumont",52,27,111,5,33,0,2,230,375
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 141","Beaumont",35,26,114,9,33,0,0,217,325
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 142","Beaumont",47,18,111,3,29,0,5,213,339
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 143","Beaumont",89,37,96,17,30,0,11,280,428
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 144","Beaumont",45,24,87,3,19,1,2,181,358
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 145","Saint-Charles-de-Bellechasse",33,22,85,5,26,0,6,177,331
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 146","Saint-Charles-de-Bellechasse",58,22,85,7,27,1,4,204,322
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 147","Saint-Charles-de-Bellechasse",22,16,83,2,16,0,1,140,227
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 148","Saint-Charles-de-Bellechasse",58,32,154,5,40,1,5,295,431
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 149","Saint-Charles-de-Bellechasse",49,23,110,3,24,3,3,215,363
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 150","Saint-Raphaël",51,15,84,11,15,0,4,180,362
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 151","Saint-Raphaël",29,21,94,4,27,0,3,178,381
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 152","Saint-Raphaël",25,14,70,3,16,1,4,133,315
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 153","Saint-Raphaël",22,11,80,1,23,1,1,139,308
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 154","Saint-Raphaël",34,18,78,5,20,0,3,158,442
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 155","Saint-Gervais",37,9,85,4,16,0,1,152,286
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 156","Saint-Gervais",31,21,144,5,34,1,5,241,428
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 157","Saint-Gervais",39,20,109,3,42,0,2,215,408
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 158","Saint-Gervais",32,15,133,1,16,0,4,201,346
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 159","Saint-Nérée",30,6,84,3,21,0,3,147,273
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 160","Saint-Nérée",44,14,105,3,25,2,4,197,351
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 161","Armagh",21,23,61,4,22,0,1,132,245
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 162","Armagh",45,12,113,8,36,0,4,218,392
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 163","Armagh",23,9,86,4,14,0,1,137,270
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 164","Armagh",25,21,98,6,27,2,3,182,322
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 165","Saint-Anselme",50,22,135,3,22,1,1,234,389
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 166","Saint-Anselme",53,21,112,6,33,0,2,227,351
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 167A","Saint-Anselme",31,15,97,3,22,0,3,171,312
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 167B","Mobile poll/Bureau itinérant",Merged with No. 127B/Fusionné avec le nº 127B,,,,,,,,29
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 168","Saint-Anselme",30,25,102,4,27,0,1,189,340
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 169","Saint-Anselme",41,28,180,2,49,1,4,305,473
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 170","Saint-Anselme",14,16,73,3,31,1,2,140,264
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 171","Saint-Anselme",28,17,140,7,42,0,4,238,413
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 172","Honfleur",40,22,125,1,29,0,2,219,319
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 173","Honfleur",30,14,84,4,49,1,5,187,297
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 174A","Sainte-Claire",30,15,90,4,45,0,1,185,347
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 174B","Mobile poll/Bureau itinérant",Merged with No. 127B/Fusionné avec le nº 127B,,,,,,,,33
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 175","Sainte-Claire",39,17,141,5,34,3,8,247,417
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 176","Sainte-Claire",49,29,116,6,48,3,4,255,428
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 177","Sainte-Claire",23,17,60,2,13,0,0,115,205
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 178","Sainte-Claire",55,23,113,4,20,1,2,218,373
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 179","Sainte-Claire",37,15,107,4,18,0,3,184,309
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 180","Sainte-Claire",34,16,100,1,22,0,4,177,332
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 181","Saint-Lazare",18,20,101,7,46,0,2,194,279
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 182","Saint-Lazare",35,16,99,5,40,0,4,199,309
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 183","Saint-Lazare",34,17,128,3,57,0,1,240,348
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 184","Saint-Damien-de-Buckland",34,26,108,3,40,1,1,213,359
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 185","Saint-Damien-de-Buckland",31,18,96,5,51,0,1,202,494
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 186","Saint-Damien-de-Buckland",35,11,116,1,17,0,3,183,337
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 187","Saint-Damien-de-Buckland",27,17,84,1,23,0,1,153,317
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 188","Saint-Damien-de-Buckland",14,10,63,0,11,0,0,98,223
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 189","Buckland",40,6,100,2,43,0,1,192,348
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 190","Buckland",18,15,94,1,35,0,4,167,266
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 191","Saint-Philémon",28,9,76,4,22,0,3,142,245
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 192","Saint-Philémon",44,12,111,8,35,0,7,217,405
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 193","Saint-Magloire",20,9,43,2,17,2,2,95,132
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 194","Saint-Magloire",62,17,136,3,41,0,3,262,428
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 195","Sainte-Sabine",50,15,102,4,50,0,1,222,337
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 196","Saint-Luc-de-Bellechasse",45,11,112,5,24,1,3,201,372
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 197","Saint-Nazaire-de-Dorchester",44,17,81,3,32,0,4,181,287
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 198","Saint-Malachie",31,17,74,8,30,1,1,162,312
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 199","Saint-Malachie",12,16,95,4,22,0,3,152,268
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 200","Saint-Malachie",53,33,143,1,38,0,4,272,516
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 201","Saint-Léon-de-Standon",25,15,83,6,23,2,0,154,248
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 202","Saint-Léon-de-Standon",34,16,127,2,21,0,2,202,349
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 203","Saint-Léon-de-Standon",35,15,120,4,14,0,5,193,370
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 204","Saint-Camille-de-Lellis",30,5,93,0,26,0,2,156,296
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 205","Saint-Camille-de-Lellis",37,16,121,3,30,0,5,212,383
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 206","Saint-Cyprien",42,23,117,4,35,1,4,226,485
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 207","Sainte-Justine",38,16,107,1,23,0,0,185,330
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 208","Sainte-Justine",22,8,102,7,20,0,6,165,284
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 209","Sainte-Justine",49,18,160,6,24,1,4,262,408
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 210","Sainte-Justine",34,23,146,5,30,0,4,242,400
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 211","Lac-Etchemin",17,8,60,5,15,0,2,107,291
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 212","Lac-Etchemin",19,9,90,1,16,0,1,136,367
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 213","Lac-Etchemin",48,16,123,8,18,1,5,219,488
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 214","Lac-Etchemin",43,3,78,4,25,0,1,154,293
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 215","Lac-Etchemin",22,8,60,2,15,0,2,109,277
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 216","Lac-Etchemin",32,14,68,4,32,0,2,152,317
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 217","Lac-Etchemin",26,7,62,3,14,0,2,114,245
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 218","Lac-Etchemin",18,17,103,7,24,0,3,172,292
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 219","Lac-Etchemin",37,17,174,9,38,0,7,282,557
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 219-1","Lac-Etchemin",23,3,48,3,5,0,1,83,155
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 220","Sainte-Rose-de-Watford",16,16,70,2,27,0,1,132,243
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 221","Sainte-Rose-de-Watford",33,6,89,8,20,1,3,160,335
