Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Robert Wayne Boucher,Andrew Graham,Nancy MacIntosh,Greg Thompson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 56","Springfield",23,40,43,87,0,193,313
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 57","Keirsteadville",19,61,41,152,4,277,508
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 58","Hatfield Point",6,24,27,122,2,181,314
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 59","Kars",6,21,37,53,1,118,203
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 60","Central Greenwich",9,47,29,99,0,184,297
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 61","Greenwich Hill",10,29,32,135,1,207,399
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 62","Public Landing",7,28,18,79,0,132,321
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 63","Morrisdale",21,58,36,112,0,227,437
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 64","Nerepis",20,72,21,140,1,254,464
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 65","Nerepis",4,48,39,89,1,181,388
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 66","Grand Bay-Westfield",8,40,39,128,0,215,372
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 67","Grand Bay-Westfield",20,25,34,107,1,187,309
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 68","Grand Bay-Westfield",9,32,43,91,1,176,365
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 69","Grand Bay-Westfield",10,45,62,87,3,207,374
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 70","Grand Bay-Westfield",12,48,45,119,4,228,438
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 71","Grand Bay-Westfield",11,41,27,67,0,146,337
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 72","Grand Bay-Westfield",14,34,33,82,2,165,383
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 73","Grand Bay-Westfield",13,61,40,80,2,196,454
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 74","Grand Bay-Westfield",16,58,25,110,2,211,467
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 75","Musquash",20,82,34,103,1,240,414
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 76","Chance Harbour",16,22,33,118,1,190,316
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 77","Dipper Harbour",5,33,21,82,0,141,217
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 78","Maces Bay",10,28,24,109,1,172,280
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 79","Lepreau",11,36,37,147,1,232,383
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 80","Utopia",1,20,21,85,4,131,260
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 81","Pennfield Ridge",7,18,24,107,1,157,298
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 82","Seeleys Cove",9,54,38,141,6,248,457
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 83","Beaver Harbour",7,33,18,143,0,201,383
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 84","Pennfield",4,38,36,108,2,188,375
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 85","Blacks Harbour",4,32,17,138,1,192,388
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 86","Blacks Harbour",10,25,43,129,2,209,365
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 87","Back Bay",5,14,6,87,1,113,217
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 88","Letete",18,40,27,176,1,262,475
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 89","St. George",14,27,29,113,1,184,366
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 90","St. George",8,36,38,112,3,197,379
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 91","St. George",7,32,35,138,1,213,399
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 92","St. George",5,20,26,131,4,186,408
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 93","St. George",7,24,47,152,5,235,471
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 94","Bonny River",13,54,35,127,1,230,340
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 95","Rollingdam",5,27,32,92,0,156,264
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 96","Lawrence Station",2,26,30,92,1,151,302
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 97","Oak Hill",3,23,9,134,1,170,285
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 98","Pomeroy Ridge",5,18,29,116,3,171,343
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 99","Moores Mills",10,39,22,147,1,219,369
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 100","Central Tower Hill",2,18,22,76,1,119,202
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 101","Oak Bay",10,47,42,175,4,278,469
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 102","Oak Haven",4,19,10,78,0,111,241
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 103","Valley Road",1,17,24,112,0,154,308
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 104","Old Ridge",7,28,21,135,0,191,347
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 105","Mayfield--Heathland",4,21,13,152,0,190,428
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 106","Upper Mills",10,26,26,148,0,210,478
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 107","St. Stephen",9,28,26,96,1,160,335
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 108","St. Stephen",3,29,21,82,3,138,319
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 109","St. Stephen",5,13,24,59,1,102,260
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 110","St. Stephen",3,21,8,54,0,86,223
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 111","St. Stephen",5,28,18,90,0,141,280
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 112","St. Stephen",4,18,16,67,0,105,264
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 113","St. Stephen",8,20,28,89,3,148,303
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 114","St. Stephen",2,15,28,90,0,135,289
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 115","St. Stephen",11,21,25,114,0,171,327
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 116","St. Stephen",5,24,22,79,0,130,281
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 117","St. Stephen",7,27,21,84,0,139,306
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 118","St. Stephen",7,15,35,105,1,163,353
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 119","The Ledge",13,35,48,141,1,238,413
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 120","Bayside--Waweig",11,46,24,129,2,212,370
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 121","Elmsville",7,32,15,70,4,128,218
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 122","Bocabec",18,41,42,121,1,223,384
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 123","Chamcook",16,24,48,121,1,210,383
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 124","St. Andrews",25,40,56,119,2,242,446
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 125","St. Andrews",24,43,48,85,4,204,358
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 126","St. Andrews",28,34,41,76,1,180,303
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 127","St. Andrews",19,32,49,90,0,190,330
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 128","Deer Island",3,13,12,118,2,148,355
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 129","Deer Island",7,17,20,93,0,137,256
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 130","Campobello",7,13,14,83,1,118,325
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 131","Campobello",0,12,8,68,0,88,254
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 132","Campobello",2,7,11,71,1,92,253
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 133","North Head",19,27,35,129,0,210,487
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 134","Castalia",7,24,21,122,0,174,378
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 135","Woodwards Cove",5,15,20,102,0,142,329
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 136","Ingalls Head",2,20,20,93,0,135,341
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 137","Seal Cove",6,19,40,113,0,178,364
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 138","White Head Island",1,9,6,68,0,84,123
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 500","Mobile poll/Bureau itinérant",3,3,17,21,0,44,115
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 501","Mobile poll/Bureau itinérant",1,5,24,26,2,58,128
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 502","Mobile poll/Bureau itinérant",2,5,16,47,1,71,122
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 503","Mobile poll/Bureau itinérant",1,0,7,29,0,37,91
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 504","Mobile poll/Bureau itinérant",2,1,3,19,1,26,33
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 600","Hanwell",19,61,116,190,1,387,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 601","Dumfries--Prince William",4,3,11,44,0,62,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 602","McAdam",2,9,9,80,0,100,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 603","Harvey Station",5,13,23,61,0,102,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 604","Fredericton Junction--Tracy",2,5,29,75,1,112,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 605","Gagetown",2,8,8,54,0,72,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 606","Cambridge-Narrows",4,27,42,95,0,168,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 607","Studholm",7,22,39,100,2,170,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 608","Kars",1,12,25,70,0,108,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 609","Grand Bay--Westfield",29,84,110,310,0,533,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 610","Blacks Harbor--Musquash",8,25,40,149,3,225,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 611","St. George",12,25,38,194,2,271,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 612","Western Charlotte",4,12,38,103,2,159,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 613","St. Stephen",9,15,54,198,0,276,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 614","Saint Andrews",19,30,78,152,1,280,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 615","Deer Island",4,4,14,38,0,60,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 616","Campobello",3,3,15,43,0,64,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 617","Grand Manan",5,10,19,104,0,138,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 618","Nasonworth",8,17,43,58,0,126,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest",,Group 1/Groupe 1,9,7,21,85,3,125,341
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest",,Group 2/Groupe 2,10,28,73,176,9,296,

