Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peggy Askin,John Chan,Eric Donovan,Doug James,Jason E. McNeil,Jim Prentice,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 74","Calgary",1,27,34,23,0,143,0,228,435
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 75","Calgary",1,36,27,23,4,132,0,223,435
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 76","Calgary",2,23,15,33,2,155,0,230,378
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 77","Calgary",0,24,39,6,1,121,0,191,345
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 78","Calgary",0,23,40,32,0,166,2,263,552
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 79","Calgary",0,14,15,26,1,84,1,141,262
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 80","Calgary",0,9,29,27,1,120,0,186,285
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 81","Calgary",0,11,14,24,2,121,1,173,272
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 82","Calgary",2,17,35,36,0,129,1,220,352
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 83","Calgary",0,30,28,17,5,101,1,182,263
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 84","Calgary",0,23,18,16,2,76,1,136,241
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 85","Calgary",0,28,16,31,3,97,0,175,304
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 86","Calgary",0,18,33,19,1,107,0,178,309
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 87","Calgary",0,19,24,35,2,124,0,204,314
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 88","Calgary",0,21,25,14,0,94,1,155,240
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 89","Calgary",0,17,36,35,0,127,0,215,314
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 90","Calgary",1,33,32,31,0,139,0,236,379
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 91","Calgary",1,27,34,31,5,137,4,239,388
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 92","Calgary",0,31,20,13,1,61,0,126,248
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 93","Calgary",0,29,34,33,1,115,0,212,384
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 94","Calgary",0,21,35,41,2,115,1,215,341
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 95","Calgary",1,25,32,22,1,121,0,202,347
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 96","Calgary",0,25,27,32,0,113,0,197,389
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 97","Calgary",1,25,39,30,1,140,1,237,354
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 98","Calgary",0,19,19,23,1,86,0,148,236
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 99","Calgary",2,31,27,27,1,122,0,210,360
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 100","Calgary",0,21,30,27,0,138,0,216,365
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 101","Calgary",3,31,15,22,1,159,0,231,379
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 102","Calgary",1,20,25,42,0,197,0,285,435
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 103","Calgary",Void/Supprimé,,,,,,,,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 104","Calgary",0,22,22,22,0,112,0,178,291
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 105","Calgary",2,20,23,32,0,73,1,151,291
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 106","Calgary",0,27,33,30,1,80,1,172,370
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 107","Calgary",0,28,40,28,0,96,2,194,359
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 108","Calgary",0,28,32,23,0,54,1,138,253
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 109","Calgary",0,42,40,44,4,173,1,304,545
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 110","Calgary",0,51,42,25,1,108,1,228,444
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 111","Calgary",1,29,41,28,1,148,0,248,400
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 112","Calgary",1,25,28,26,0,64,0,144,272
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 113","Calgary",2,26,33,30,3,154,0,248,400
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 114","Calgary",1,30,20,8,1,82,0,142,234
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 115","Calgary",1,23,20,5,1,30,0,80,257
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 116","Calgary",2,23,38,24,2,94,0,183,323
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 117","Calgary",1,20,27,15,1,106,1,171,307
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 118","Calgary",0,27,28,18,1,91,0,165,312
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 119","Calgary",0,23,33,26,2,99,1,184,308
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 120","Calgary",1,34,29,14,1,87,2,168,303
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 121","Calgary",1,21,25,13,1,72,1,134,243
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 122","Calgary",0,21,13,13,0,92,1,140,315
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 123","Calgary",2,9,26,16,2,123,0,178,322
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 124","Calgary",0,18,25,9,1,137,1,191,368
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 125","Calgary",1,13,22,13,2,110,1,162,307
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 126","Calgary",1,16,19,15,0,122,1,174,316
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 127","Calgary",0,9,13,12,3,96,0,133,260
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 128","Calgary",2,20,17,12,0,66,0,117,353
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 129","Calgary",1,22,20,31,1,110,1,186,573
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 130","Calgary",0,11,10,6,2,55,0,84,262
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 131","Calgary",1,21,12,16,1,88,1,140,374
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 132","Calgary",0,9,5,8,1,40,0,63,252
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 133","Calgary",0,11,11,17,2,43,0,84,239
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 134","Calgary",0,12,17,13,3,60,1,106,286
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 135","Calgary",1,24,22,14,5,78,0,144,345
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 136","Calgary",0,28,22,12,0,95,2,159,385
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 137","Calgary",1,34,22,11,1,70,2,141,364
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 138","Calgary",0,26,21,15,0,79,0,141,374
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 139","Calgary",2,49,27,20,0,85,2,185,400
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 140","Calgary",0,51,24,10,4,103,0,192,423
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 141","Calgary",1,44,31,14,2,134,2,228,425
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 142","Calgary",0,33,35,19,3,107,1,198,337
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 143","Calgary",1,46,35,30,3,100,0,215,524
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 144","Calgary",1,33,27,16,0,97,0,174,363
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 145","Calgary",1,41,29,12,0,75,0,158,369
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 146","Calgary",0,30,33,27,1,129,0,220,408
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 147","Calgary",0,33,37,22,0,98,1,191,354
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 148","Calgary",1,24,36,38,3,91,0,193,348
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 149","Calgary",0,23,31,21,0,87,0,162,329
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 150","Calgary",0,24,39,26,1,81,0,171,324
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 151","Calgary",2,40,48,34,0,111,0,235,393
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 152","Calgary",2,23,40,16,2,53,1,137,280
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 153","Calgary",1,39,30,24,0,76,1,171,350
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 154","Calgary",1,30,35,14,2,77,0,159,299
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 155","Calgary",0,20,47,36,2,219,0,324,560
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 156","Calgary",0,15,36,32,1,158,2,244,380
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 157","Calgary",0,17,42,24,3,117,2,205,322
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 158","Calgary",0,17,32,30,2,125,1,207,329
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 159","Calgary",1,45,48,31,1,124,0,250,455
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 160","Calgary",1,32,62,33,3,126,0,257,461
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 161","Calgary",2,29,40,44,0,119,1,235,399
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 162","Calgary",0,26,36,40,0,76,1,179,351
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 163","Calgary",0,32,46,26,0,113,1,218,412
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 164","Calgary",0,51,49,36,2,119,0,257,446
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 165","Calgary",0,38,42,27,0,128,2,237,439
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 166","Calgary",0,35,52,21,0,87,0,195,408
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 167","Calgary",0,24,28,16,1,53,1,123,232
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 168","Calgary",0,45,40,48,2,100,2,237,451
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 169","Calgary",0,10,28,25,1,82,1,147,239
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 170","Calgary",0,26,36,32,2,94,0,190,355
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 171","Calgary",0,40,66,33,1,120,1,261,497
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 172","Calgary",1,36,30,21,2,85,0,175,288
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 173","Calgary",0,44,36,34,0,98,0,212,424
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 174","Calgary",0,31,33,30,2,124,0,220,451
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 175","Calgary",1,60,35,25,1,104,2,228,386
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 176","Calgary",3,56,50,16,4,97,0,226,519
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 177","Calgary",1,32,25,10,2,65,0,135,319
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 178","Calgary",0,45,42,16,0,78,0,181,351
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 179","Calgary",1,21,34,13,1,46,0,116,260
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 180","Calgary",0,48,50,31,1,55,0,185,360
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 181","Calgary",2,36,47,34,2,136,0,257,431
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 182","Calgary",0,27,51,25,1,124,1,229,344
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 183","Calgary",1,32,41,17,2,200,0,293,431
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 184","Calgary",3,71,55,50,2,85,0,266,417
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 185","Calgary",0,39,56,34,1,87,0,217,361
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 186","Calgary",1,48,54,49,2,85,2,241,450
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 187","Calgary",1,40,52,50,1,81,0,225,406
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 188","Calgary",0,42,33,45,1,89,0,210,483
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 189","Calgary",0,25,41,28,1,75,0,170,309
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 190","Calgary",1,39,50,30,0,49,0,169,345
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 191","Calgary",1,41,54,25,1,61,1,184,347
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 192","Calgary",0,24,34,25,1,37,0,121,223
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 193","Calgary",3,52,43,36,2,58,0,194,330
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 194","Calgary",0,27,47,27,0,62,2,165,339
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 195","Calgary",1,57,67,32,2,72,1,232,413
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 196","Calgary",0,39,22,17,0,101,0,179,366
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 197","Calgary",0,62,34,15,1,82,1,195,441
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 198","Calgary",0,41,32,13,2,91,1,180,404
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 199","Calgary",0,18,27,14,0,99,2,160,321
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 200","Calgary",0,31,22,22,1,83,1,160,309
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 201","Calgary",0,31,29,31,1,131,0,223,436
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 202","Calgary",0,35,37,23,2,69,0,166,420
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 203","Calgary",1,60,23,15,1,47,0,147,363
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 204","Calgary",1,32,45,23,1,100,1,203,376
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 205","Calgary",0,27,25,34,3,72,1,162,335
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 206","Calgary",0,49,25,25,1,97,1,198,515
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 207","Calgary",1,35,36,25,2,104,0,203,445
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 208","Calgary",0,44,52,37,0,111,3,247,466
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 209","Calgary",2,41,39,23,1,65,0,171,357
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 210","Calgary",2,23,44,44,0,101,0,214,414
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 211","Calgary",2,26,18,20,0,60,0,126,293
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 212","Calgary",0,33,43,19,1,87,0,183,355
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 213","Calgary",0,15,14,16,0,33,0,78,235
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 214","Calgary",0,28,17,19,2,30,0,96,245
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 215","Calgary",0,35,37,30,2,81,0,185,480
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 216","Calgary",1,28,25,13,0,178,0,245,417
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 217","Calgary",2,11,14,20,8,96,0,151,273
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 218","Calgary",0,17,6,8,0,74,0,105,248
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 219","Calgary",2,55,31,19,1,107,1,216,450
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 220","Calgary",2,49,46,26,1,93,1,218,423
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 221","Calgary",1,52,46,38,3,108,1,249,451
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 222","Calgary",0,25,32,10,0,126,0,193,331
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 223","Calgary",0,12,29,13,2,96,1,153,338
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 224","Calgary",0,24,26,6,1,69,0,126,268
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 225","Calgary",0,37,34,21,4,106,2,204,356
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 226","Calgary",0,55,54,30,4,111,0,254,506
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 227","Calgary",1,20,23,31,4,48,0,127,358
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 228","Calgary",2,13,37,23,1,80,0,156,336
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 229","Calgary",0,25,28,19,4,79,0,155,357
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 230","Calgary",1,29,50,21,1,97,0,199,463
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 231","Calgary",0,44,44,31,2,90,1,212,439
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 232","Calgary",0,42,40,21,4,86,1,194,401
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 233","Calgary",1,52,34,16,3,96,2,204,387
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 234","Calgary",0,26,22,12,2,113,0,175,386
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 235","Calgary",3,32,18,20,0,98,0,171,292
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 236","Calgary",2,27,53,19,1,89,1,192,457
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 237A","Calgary",0,36,25,27,0,71,2,161,369
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 237B","Calgary",0,33,31,27,2,83,0,176,395
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 238","Calgary",Void/Supprimé,,,,,,,,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 400","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,,,122
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 401","Calgary",5,63,35,21,2,123,2,251,337
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 500","Mobile poll/Bureau itinérant",1,20,3,17,1,159,0,201,275
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 501","Mobile poll/Bureau itinérant",0,19,5,18,1,125,0,168,242
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 502","Mobile poll/Bureau itinérant",1,11,4,13,2,63,1,95,141
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 503","Mobile poll/Bureau itinérant",5,7,2,21,2,108,2,147,236
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 504","Mobile poll/Bureau itinérant",6,18,7,24,3,172,3,233,269
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 600","Calgary",0,38,48,34,0,211,0,331,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 601","Calgary",0,17,25,40,2,276,0,360,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 602","Calgary",2,49,40,25,2,281,0,399,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 603","Calgary",2,30,28,31,1,170,1,263,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 604","Calgary",0,27,37,43,0,212,0,319,
