Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Eric Gillespie,Joyce Morocco,Rob Nicholson,Shawn Willick,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35054,"Niagara Falls/Niagara Falls"," 28","Niagara Falls",49,66,153,6,0,274,484
35054,"Niagara Falls/Niagara Falls"," 29","Niagara Falls",20,55,117,12,0,204,355
35054,"Niagara Falls/Niagara Falls"," 30","Niagara Falls",48,76,148,30,3,305,558
35054,"Niagara Falls/Niagara Falls"," 31","Niagara Falls",28,65,80,13,3,189,346
35054,"Niagara Falls/Niagara Falls"," 32","Niagara Falls",29,75,123,16,0,243,421
35054,"Niagara Falls/Niagara Falls"," 33","Niagara Falls",45,75,126,16,0,262,444
35054,"Niagara Falls/Niagara Falls"," 34","Niagara Falls",20,75,109,9,2,215,359
35054,"Niagara Falls/Niagara Falls"," 35","Niagara Falls",32,76,118,12,0,238,395
35054,"Niagara Falls/Niagara Falls"," 36","Niagara Falls",30,59,95,7,2,193,373
35054,"Niagara Falls/Niagara Falls"," 37","Niagara Falls",18,42,127,5,0,192,359
35054,"Niagara Falls/Niagara Falls"," 38","Niagara Falls",23,86,158,16,1,284,531
35054,"Niagara Falls/Niagara Falls"," 39","Niagara Falls",34,99,104,10,1,248,514
35054,"Niagara Falls/Niagara Falls"," 40","Niagara Falls",44,62,62,9,0,177,383
35054,"Niagara Falls/Niagara Falls"," 41","Niagara Falls",37,54,78,14,1,184,337
35054,"Niagara Falls/Niagara Falls"," 42","Niagara Falls",43,98,89,7,0,237,371
35054,"Niagara Falls/Niagara Falls"," 43","Niagara Falls",32,47,82,10,0,171,337
35054,"Niagara Falls/Niagara Falls"," 44","Niagara Falls",26,31,68,6,1,132,307
35054,"Niagara Falls/Niagara Falls"," 45","Niagara Falls",48,69,95,11,1,224,436
35054,"Niagara Falls/Niagara Falls"," 46","Niagara Falls",19,69,133,9,1,231,449
35054,"Niagara Falls/Niagara Falls"," 46-1","Niagara Falls",13,50,120,6,0,189,380
35054,"Niagara Falls/Niagara Falls"," 47","Niagara Falls",34,59,141,6,3,243,462
35054,"Niagara Falls/Niagara Falls"," 48","Niagara Falls",38,89,148,22,1,298,524
35054,"Niagara Falls/Niagara Falls"," 49","Niagara Falls",38,55,123,16,0,232,384
35054,"Niagara Falls/Niagara Falls"," 50","Niagara Falls",38,58,108,14,0,218,448
35054,"Niagara Falls/Niagara Falls"," 51","Niagara Falls",48,50,102,16,0,216,438
35054,"Niagara Falls/Niagara Falls"," 52","Niagara Falls",57,23,68,15,0,163,386
35054,"Niagara Falls/Niagara Falls"," 53","Niagara Falls",39,38,81,17,1,176,350
35054,"Niagara Falls/Niagara Falls"," 54","Niagara Falls",41,50,120,18,0,229,435
35054,"Niagara Falls/Niagara Falls"," 55","Niagara Falls",29,91,127,11,2,260,453
35054,"Niagara Falls/Niagara Falls"," 56","Niagara Falls",26,43,97,5,0,171,311
35054,"Niagara Falls/Niagara Falls"," 57","Niagara Falls",46,53,119,18,2,238,391
35054,"Niagara Falls/Niagara Falls"," 58","Niagara Falls",35,61,74,13,1,184,313
35054,"Niagara Falls/Niagara Falls"," 59","Niagara Falls",17,56,52,8,1,134,353
35054,"Niagara Falls/Niagara Falls"," 60","Niagara Falls",27,45,71,19,1,163,280
35054,"Niagara Falls/Niagara Falls"," 61","Niagara Falls",19,47,77,15,0,158,299
35054,"Niagara Falls/Niagara Falls"," 62","Niagara Falls",57,60,79,22,2,220,436
35054,"Niagara Falls/Niagara Falls"," 63","Niagara Falls",29,45,75,2,3,154,362
35054,"Niagara Falls/Niagara Falls"," 64","Niagara Falls",41,50,99,10,0,200,342
35054,"Niagara Falls/Niagara Falls"," 65","Niagara Falls",19,21,59,5,0,104,277
35054,"Niagara Falls/Niagara Falls"," 66","Niagara Falls",20,42,62,14,1,139,344
35054,"Niagara Falls/Niagara Falls"," 67","Niagara Falls",27,41,75,7,1,151,327
35054,"Niagara Falls/Niagara Falls"," 67-1A","Niagara Falls",37,49,101,15,1,203,399
35054,"Niagara Falls/Niagara Falls"," 67-1B","Niagara Falls",23,54,90,7,0,174,383
35054,"Niagara Falls/Niagara Falls"," 67-1C","Niagara Falls",35,52,88,13,0,188,418
35054,"Niagara Falls/Niagara Falls"," 68A","Niagara Falls",26,53,81,8,2,170,327
35054,"Niagara Falls/Niagara Falls"," 68B","Niagara Falls",17,58,80,2,5,162,339
35054,"Niagara Falls/Niagara Falls"," 68-1","Niagara Falls",29,48,77,11,1,166,405
35054,"Niagara Falls/Niagara Falls"," 69","Niagara Falls",42,40,87,6,1,176,433
35054,"Niagara Falls/Niagara Falls"," 70","Niagara Falls",30,32,103,23,2,190,443
35054,"Niagara Falls/Niagara Falls"," 71","Niagara Falls",32,25,72,9,3,141,411
35054,"Niagara Falls/Niagara Falls"," 72","Niagara Falls",61,75,99,18,1,254,558
35054,"Niagara Falls/Niagara Falls"," 73A","Niagara Falls",24,52,73,7,1,157,345
35054,"Niagara Falls/Niagara Falls"," 73B","Niagara Falls",39,31,65,6,1,142,352
35054,"Niagara Falls/Niagara Falls"," 73-1","Niagara Falls",21,38,72,12,0,143,319
35054,"Niagara Falls/Niagara Falls"," 74","Niagara Falls",22,55,62,8,0,147,291
35054,"Niagara Falls/Niagara Falls"," 75","Niagara Falls",49,80,116,13,3,261,517
35054,"Niagara Falls/Niagara Falls"," 76","Niagara Falls",23,58,83,15,1,180,285
35054,"Niagara Falls/Niagara Falls"," 77","Niagara Falls",46,47,83,17,0,193,382
35054,"Niagara Falls/Niagara Falls"," 78","Niagara Falls",30,61,73,22,0,186,353
35054,"Niagara Falls/Niagara Falls"," 79","Niagara Falls",32,69,89,14,2,206,348
35054,"Niagara Falls/Niagara Falls"," 80","Niagara Falls",46,38,72,15,1,172,304
35054,"Niagara Falls/Niagara Falls"," 81","Niagara Falls",47,51,59,17,1,175,349
35054,"Niagara Falls/Niagara Falls"," 82","Niagara Falls",21,89,90,11,1,212,428
35054,"Niagara Falls/Niagara Falls"," 83","Niagara Falls",46,43,68,14,5,176,367
35054,"Niagara Falls/Niagara Falls"," 84","Niagara Falls",45,79,102,4,0,230,446
35054,"Niagara Falls/Niagara Falls"," 85","Niagara Falls",39,66,97,13,2,217,370
35054,"Niagara Falls/Niagara Falls"," 86","Niagara Falls",33,63,48,14,1,159,353
35054,"Niagara Falls/Niagara Falls"," 87","Niagara Falls",49,54,67,19,2,191,405
35054,"Niagara Falls/Niagara Falls"," 88","Niagara Falls",30,60,38,16,0,144,337
35054,"Niagara Falls/Niagara Falls"," 89","Niagara Falls",26,36,32,12,0,106,308
35054,"Niagara Falls/Niagara Falls"," 90","Niagara Falls",34,35,49,8,0,126,358
35054,"Niagara Falls/Niagara Falls"," 91","Niagara Falls",48,52,98,16,1,215,472
35054,"Niagara Falls/Niagara Falls"," 92","Niagara Falls",37,38,69,10,0,154,297
35054,"Niagara Falls/Niagara Falls"," 93","Niagara Falls",26,37,87,14,1,165,377
35054,"Niagara Falls/Niagara Falls"," 94","Niagara Falls",42,24,59,10,1,136,294
35054,"Niagara Falls/Niagara Falls"," 95","Niagara Falls",22,40,54,12,0,128,244
35054,"Niagara Falls/Niagara Falls"," 96","Niagara Falls",39,47,78,13,0,177,347
35054,"Niagara Falls/Niagara Falls"," 97","Niagara Falls",45,50,95,26,1,217,436
35054,"Niagara Falls/Niagara Falls"," 98","Niagara Falls",30,47,61,32,4,174,449
35054,"Niagara Falls/Niagara Falls"," 99","Niagara Falls",40,31,56,25,0,152,353
35054,"Niagara Falls/Niagara Falls"," 100","Niagara Falls",47,52,74,13,1,187,353
35054,"Niagara Falls/Niagara Falls"," 101","Niagara Falls",25,65,100,22,0,212,422
35054,"Niagara Falls/Niagara Falls"," 102","Niagara Falls",30,71,95,10,2,208,391
35054,"Niagara Falls/Niagara Falls"," 103","Niagara Falls",23,49,71,9,0,152,306
35054,"Niagara Falls/Niagara Falls"," 104","Niagara Falls",52,33,79,21,3,188,396
35054,"Niagara Falls/Niagara Falls"," 105","Niagara Falls",52,38,59,17,1,167,369
35054,"Niagara Falls/Niagara Falls"," 106","Niagara Falls",31,23,57,17,4,132,271
35054,"Niagara Falls/Niagara Falls"," 107","Niagara Falls",52,50,98,16,5,221,442
35054,"Niagara Falls/Niagara Falls"," 108","Niagara Falls",40,56,80,19,2,197,423
35054,"Niagara Falls/Niagara Falls"," 109","Niagara Falls",49,55,57,13,0,174,379
35054,"Niagara Falls/Niagara Falls"," 110","Niagara Falls",13,37,31,5,2,88,299
35054,"Niagara Falls/Niagara Falls"," 111","Niagara Falls",37,48,39,18,3,145,364
35054,"Niagara Falls/Niagara Falls"," 112","Niagara Falls",63,40,61,20,3,187,445
35054,"Niagara Falls/Niagara Falls"," 113","Niagara Falls",43,47,46,11,0,147,359
35054,"Niagara Falls/Niagara Falls"," 114","Niagara Falls",44,58,108,16,0,226,498
35054,"Niagara Falls/Niagara Falls"," 115","Niagara Falls",49,23,44,14,1,131,389
35054,"Niagara Falls/Niagara Falls"," 116","Niagara Falls",43,64,85,19,1,212,446
35054,"Niagara Falls/Niagara Falls"," 117","Niagara Falls",49,48,37,20,0,154,377
35054,"Niagara Falls/Niagara Falls"," 118","Niagara Falls",46,37,38,13,0,134,395
35054,"Niagara Falls/Niagara Falls"," 119","Niagara Falls",34,26,45,20,0,125,306
35054,"Niagara Falls/Niagara Falls"," 120","Niagara Falls",18,39,37,13,0,107,293
35054,"Niagara Falls/Niagara Falls"," 121","Niagara Falls",17,28,37,8,0,90,368
35054,"Niagara Falls/Niagara Falls"," 122","Niagara Falls",29,24,43,6,1,103,334
35054,"Niagara Falls/Niagara Falls"," 123","Niagara Falls",43,35,50,15,0,143,399
35054,"Niagara Falls/Niagara Falls"," 124","Niagara Falls",48,38,52,7,4,149,410
35054,"Niagara Falls/Niagara Falls"," 125","Niagara Falls",43,37,51,17,1,149,326
35054,"Niagara Falls/Niagara Falls"," 126","Niagara Falls",26,27,41,15,1,110,319
35054,"Niagara Falls/Niagara Falls"," 127","Niagara Falls",42,50,80,19,0,191,377
35054,"Niagara Falls/Niagara Falls"," 128","Niagara Falls",51,37,52,19,2,161,368
35054,"Niagara Falls/Niagara Falls"," 129","Niagara Falls",29,31,40,13,3,116,360
35054,"Niagara Falls/Niagara Falls"," 130","Niagara Falls",23,37,50,20,1,131,354
35054,"Niagara Falls/Niagara Falls"," 131","Niagara Falls",40,43,60,14,1,158,322
35054,"Niagara Falls/Niagara Falls"," 132","Niagara Falls",38,39,53,12,0,142,311
35054,"Niagara Falls/Niagara Falls"," 133","Niagara Falls",37,42,28,9,0,116,285
35054,"Niagara Falls/Niagara Falls"," 134","Niagara Falls",31,32,40,13,0,116,308
35054,"Niagara Falls/Niagara Falls"," 135","Niagara Falls",28,27,35,14,0,104,314
35054,"Niagara Falls/Niagara Falls"," 136","Niagara Falls",30,43,59,12,0,144,364
35054,"Niagara Falls/Niagara Falls"," 137","Niagara Falls",17,28,36,5,0,86,232
35054,"Niagara Falls/Niagara Falls"," 138","Niagara Falls",22,35,34,4,0,95,297
35054,"Niagara Falls/Niagara Falls"," 139","Niagara Falls",43,68,110,11,3,235,458
35054,"Niagara Falls/Niagara Falls"," 140","Niagara Falls",33,50,75,10,0,168,317
35054,"Niagara Falls/Niagara Falls"," 141","Niagara Falls",37,54,109,7,0,207,380
35054,"Niagara Falls/Niagara Falls"," 142","Niagara Falls",30,38,51,15,1,135,330
35054,"Niagara Falls/Niagara Falls"," 143","Niagara Falls",36,49,56,10,10,161,401
35054,"Niagara Falls/Niagara Falls"," 144","Niagara Falls",44,53,82,20,0,199,452
35054,"Niagara Falls/Niagara Falls"," 145","Niagara Falls",34,40,81,16,1,172,421
35054,"Niagara Falls/Niagara Falls"," 146","Niagara Falls",35,40,50,10,0,135,371
35054,"Niagara Falls/Niagara Falls"," 147","Niagara Falls",32,44,54,10,1,141,377
35054,"Niagara Falls/Niagara Falls"," 148","Niagara Falls",43,60,104,18,1,226,510
35054,"Niagara Falls/Niagara Falls"," 149","Niagara Falls",26,26,35,9,0,96,229
35054,"Niagara Falls/Niagara Falls"," 150","Niagara Falls",36,37,52,14,0,139,314
35054,"Niagara Falls/Niagara Falls"," 151","Niagara Falls",49,37,64,14,2,166,400
35054,"Niagara Falls/Niagara Falls"," 152","Niagara Falls",31,38,59,6,1,135,302
35054,"Niagara Falls/Niagara Falls"," 153","Niagara Falls",38,34,76,12,0,160,326
35054,"Niagara Falls/Niagara Falls"," 154","Niagara Falls",40,25,52,9,0,126,358
35054,"Niagara Falls/Niagara Falls"," 155","Niagara Falls",42,62,81,13,2,200,352
35054,"Niagara Falls/Niagara Falls"," 156","Niagara Falls",28,43,54,11,0,136,292
35054,"Niagara Falls/Niagara Falls"," 157","Niagara Falls",46,55,91,28,2,222,488
35054,"Niagara Falls/Niagara Falls"," 158","Niagara Falls",52,50,52,11,0,165,367
35054,"Niagara Falls/Niagara Falls"," 159","Niagara Falls",33,64,79,8,0,184,323
35054,"Niagara Falls/Niagara Falls"," 160","Niagara Falls",44,54,74,13,3,188,358
35054,"Niagara Falls/Niagara Falls"," 161","Niagara Falls",50,38,30,10,3,131,343
35054,"Niagara Falls/Niagara Falls"," 162","Niagara Falls",38,28,53,11,2,132,337
35054,"Niagara Falls/Niagara Falls"," 163","Niagara Falls",35,50,66,19,0,170,391
35054,"Niagara Falls/Niagara Falls"," 164","Niagara Falls",34,59,93,20,0,206,360
35054,"Niagara Falls/Niagara Falls"," 165","Niagara Falls",44,72,129,14,0,259,405
35054,"Niagara Falls/Niagara Falls"," 166","Niagara Falls",43,37,89,12,0,181,405
35054,"Niagara Falls/Niagara Falls"," 167","Niagara Falls",42,32,60,21,0,155,319
35054,"Niagara Falls/Niagara Falls"," 168","Niagara Falls",28,36,63,16,1,144,345
35054,"Niagara Falls/Niagara Falls"," 169","Niagara Falls",25,47,61,9,0,142,339
35054,"Niagara Falls/Niagara Falls"," 170","Niagara Falls",35,47,81,15,0,178,314
35054,"Niagara Falls/Niagara Falls"," 171","Niagara Falls",30,57,58,15,0,160,356
35054,"Niagara Falls/Niagara Falls"," 172","Niagara Falls",51,46,104,16,1,218,439
35054,"Niagara Falls/Niagara Falls"," 173","Niagara Falls",13,34,73,11,0,131,235
35054,"Niagara Falls/Niagara Falls"," 174","Niagara Falls",62,49,86,20,0,217,353
35054,"Niagara Falls/Niagara Falls"," 175","Niagara Falls",35,23,91,22,0,171,348
35054,"Niagara Falls/Niagara Falls"," 176","Niagara Falls",58,40,124,38,1,261,500
35054,"Niagara Falls/Niagara Falls"," 177","Niagara Falls",28,62,138,28,2,258,527
35054,"Niagara Falls/Niagara Falls"," 178","Fort Erie",36,43,99,29,0,207,445
35054,"Niagara Falls/Niagara Falls"," 179A","Fort Erie",30,45,66,31,0,172,302
35054,"Niagara Falls/Niagara Falls"," 179B","Fort Erie",29,34,92,31,0,186,325
35054,"Niagara Falls/Niagara Falls"," 180A","Fort Erie",26,31,93,14,0,164,343
35054,"Niagara Falls/Niagara Falls"," 180B","Fort Erie",37,24,113,31,0,205,354
35054,"Niagara Falls/Niagara Falls"," 181","Fort Erie",49,20,126,24,0,219,404
35054,"Niagara Falls/Niagara Falls"," 182","Fort Erie",29,40,85,16,0,170,364
35054,"Niagara Falls/Niagara Falls"," 183A","Fort Erie",26,15,73,16,0,130,295
35054,"Niagara Falls/Niagara Falls"," 183B","Fort Erie",25,32,64,13,1,135,284
35054,"Niagara Falls/Niagara Falls"," 184","Fort Erie",Void/Supprimé,,,,,,
35054,"Niagara Falls/Niagara Falls"," 185","Fort Erie",50,32,78,26,0,186,470
35054,"Niagara Falls/Niagara Falls"," 186","Fort Erie",46,37,99,29,0,211,474
35054,"Niagara Falls/Niagara Falls"," 187","Fort Erie",27,26,61,22,1,137,309
35054,"Niagara Falls/Niagara Falls"," 188","Fort Erie",33,25,53,16,1,128,311
35054,"Niagara Falls/Niagara Falls"," 189","Fort Erie",36,21,28,17,0,102,256
35054,"Niagara Falls/Niagara Falls"," 190","Fort Erie",51,26,51,21,0,149,374
35054,"Niagara Falls/Niagara Falls"," 191","Fort Erie",38,44,56,16,1,155,404
35054,"Niagara Falls/Niagara Falls"," 192","Fort Erie",48,47,57,14,0,166,427
35054,"Niagara Falls/Niagara Falls"," 193A","Fort Erie",30,45,92,16,2,185,356
35054,"Niagara Falls/Niagara Falls"," 193B","Fort Erie",28,45,79,24,0,176,345
35054,"Niagara Falls/Niagara Falls"," 194","Fort Erie",25,62,127,25,0,239,461
35054,"Niagara Falls/Niagara Falls"," 195","Fort Erie",46,42,110,29,1,228,486
35054,"Niagara Falls/Niagara Falls"," 196","Fort Erie",45,45,125,31,1,247,532
35054,"Niagara Falls/Niagara Falls"," 197","Fort Erie",52,48,93,31,0,224,508
35054,"Niagara Falls/Niagara Falls"," 198A","Fort Erie",50,31,62,24,1,168,413
35054,"Niagara Falls/Niagara Falls"," 198B","Fort Erie",38,44,55,20,3,160,394
35054,"Niagara Falls/Niagara Falls"," 199","Fort Erie",46,39,87,21,0,193,408
35054,"Niagara Falls/Niagara Falls"," 200","Fort Erie",38,49,102,31,1,221,449
35054,"Niagara Falls/Niagara Falls"," 201","Fort Erie",44,38,50,21,2,155,345
35054,"Niagara Falls/Niagara Falls"," 202","Fort Erie",28,36,58,43,1,166,324
35054,"Niagara Falls/Niagara Falls"," 203","Fort Erie",16,28,68,26,0,138,360
35054,"Niagara Falls/Niagara Falls"," 204","Fort Erie",16,33,43,22,0,114,263
35054,"Niagara Falls/Niagara Falls"," 205","Fort Erie",28,29,38,12,0,107,305
35054,"Niagara Falls/Niagara Falls"," 206","Fort Erie",43,34,41,21,0,139,366
35054,"Niagara Falls/Niagara Falls"," 207","Fort Erie",43,40,64,22,0,169,340
35054,"Niagara Falls/Niagara Falls"," 208","Fort Erie",35,42,52,30,0,159,405
35054,"Niagara Falls/Niagara Falls"," 209","Fort Erie",24,36,51,29,0,140,392
35054,"Niagara Falls/Niagara Falls"," 210","Fort Erie",35,44,63,24,0,166,385
35054,"Niagara Falls/Niagara Falls"," 211","Fort Erie",31,51,82,17,1,182,381
35054,"Niagara Falls/Niagara Falls"," 212","Fort Erie",40,34,73,21,2,170,409
35054,"Niagara Falls/Niagara Falls"," 213","Fort Erie",18,35,61,7,0,121,308
35054,"Niagara Falls/Niagara Falls"," 214","Fort Erie",30,40,75,28,1,174,372
35054,"Niagara Falls/Niagara Falls"," 215","Fort Erie",32,37,111,20,2,202,399
35054,"Niagara Falls/Niagara Falls"," 216","Fort Erie",28,51,96,12,0,187,366
35054,"Niagara Falls/Niagara Falls"," 217","Fort Erie",41,46,100,29,2,218,407
35054,"Niagara Falls/Niagara Falls"," 218","Fort Erie",31,52,82,37,0,202,391
35054,"Niagara Falls/Niagara Falls"," 219","Fort Erie",48,44,85,26,1,204,456
35054,"Niagara Falls/Niagara Falls"," 220","Fort Erie",50,43,76,23,2,194,455
35054,"Niagara Falls/Niagara Falls"," 221","Fort Erie",34,39,90,24,2,189,440
35054,"Niagara Falls/Niagara Falls"," 222","Fort Erie",34,58,85,9,1,187,456
35054,"Niagara Falls/Niagara Falls"," 223A","Fort Erie",29,46,78,12,2,167,342
35054,"Niagara Falls/Niagara Falls"," 223B","Fort Erie",28,49,69,11,0,157,330
35054,"Niagara Falls/Niagara Falls"," 224","Fort Erie",34,51,105,17,0,207,451
35054,"Niagara Falls/Niagara Falls"," 225A","Fort Erie",24,24,49,17,0,114,310
35054,"Niagara Falls/Niagara Falls"," 225B","Fort Erie",18,31,53,10,1,113,277
35054,"Niagara Falls/Niagara Falls"," 400","Fort Erie",56,71,202,16,0,345,505
35054,"Niagara Falls/Niagara Falls"," 401","Niagara Falls",5,18,16,2,1,42,151
35054,"Niagara Falls/Niagara Falls"," 402","Niagara Falls",12,16,22,7,3,60,151
35054,"Niagara Falls/Niagara Falls"," 403","Niagara-on-the-Lake",8,28,104,6,0,146,197
35054,"Niagara Falls/Niagara Falls"," 500","Mobile poll/Bureau itinérant",4,13,12,0,2,31,122
35054,"Niagara Falls/Niagara Falls"," 501","Mobile poll/Bureau itinérant",11,34,35,2,3,85,127
35054,"Niagara Falls/Niagara Falls"," 502","Mobile poll/Bureau itinérant",4,13,31,4,0,52,104
35054,"Niagara Falls/Niagara Falls"," 503","Mobile poll/Bureau itinérant",4,13,22,1,0,40,152
35054,"Niagara Falls/Niagara Falls"," 504","Mobile poll/Bureau itinérant",10,17,25,2,1,55,156
35054,"Niagara Falls/Niagara Falls"," 505","Mobile poll/Bureau itinérant",11,40,62,11,6,130,199
35054,"Niagara Falls/Niagara Falls"," 506","Mobile poll/Bureau itinérant",12,14,10,3,1,40,122
35054,"Niagara Falls/Niagara Falls"," 507","Mobile poll/Bureau itinérant",7,13,9,0,5,34,149
35054,"Niagara Falls/Niagara Falls"," 508","Mobile poll/Bureau itinérant",18,20,36,3,0,77,159
35054,"Niagara Falls/Niagara Falls"," 509","Mobile poll/Bureau itinérant",8,13,31,0,1,53,174
35054,"Niagara Falls/Niagara Falls"," 510","Mobile poll/Bureau itinérant",11,16,15,3,0,45,83
35054,"Niagara Falls/Niagara Falls"," 600","Niagara-on-the-Lake",44,287,477,70,2,880,
35054,"Niagara Falls/Niagara Falls"," 601","Niagara Falls",60,189,260,25,1,535,
35054,"Niagara Falls/Niagara Falls"," 602","Niagara Falls",73,161,310,30,2,576,
35054,"Niagara Falls/Niagara Falls"," 603","Niagara Falls",45,84,193,10,2,334,
35054,"Niagara Falls/Niagara Falls"," 604","Niagara Falls",64,123,177,25,1,390,
35054,"Niagara Falls/Niagara Falls"," 605","Niagara Falls",40,84,142,32,1,299,
35054,"Niagara Falls/Niagara Falls"," 606","Niagara Falls",47,92,172,25,0,336,
35054,"Niagara Falls/Niagara Falls"," 607","Niagara Falls",16,57,124,11,0,208,
35054,"Niagara Falls/Niagara Falls"," 608","Niagara Falls",13,33,78,16,0,140,
35054,"Niagara Falls/Niagara Falls"," 609","Fort Erie",74,112,270,42,1,499,
35054,"Niagara Falls/Niagara Falls"," 610","Fort Erie",63,126,205,37,1,432,
35054,"Niagara Falls/Niagara Falls"," 611","Niagara-on-the-Lake",13,57,137,14,0,221,
35054,"Niagara Falls/Niagara Falls"," 612","Niagara Falls",58,117,219,32,3,429,
35054,"Niagara Falls/Niagara Falls"," 613","Fort Erie",20,55,134,22,0,231,
35054,"Niagara Falls/Niagara Falls",,Group 1/Groupe 1,18,39,73,11,3,144,255
35054,"Niagara Falls/Niagara Falls",,Group 2/Groupe 2,67,178,263,53,8,569,

