Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Johanne Deschamps,David Dupras,Pierre Gfeller,Guy Joncas,Jacques Rigal,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24030,Laurentides--Labelle/Laurentides--Labelle, 35B,Mobile poll/Bureau itinérant,Merged with No. 508/Fusionné avec le nº 508,,,,,,,48
24030,Laurentides--Labelle/Laurentides--Labelle,36,Mont-Laurier,91,10,57,17,5,1,181,349
24030,Laurentides--Labelle/Laurentides--Labelle,37,Mont-Laurier,108,10,53,19,10,4,204,346
24030,Laurentides--Labelle/Laurentides--Labelle,38,Mont-Laurier,130,11,88,10,2,4,245,439
24030,Laurentides--Labelle/Laurentides--Labelle,39,Mont-Laurier,62,10,30,7,5,1,115,235
24030,Laurentides--Labelle/Laurentides--Labelle,40,Beaux-Rivages,97,12,38,13,4,2,166,353
24030,Laurentides--Labelle/Laurentides--Labelle, 40-1,Beaux-Rivages,64,8,32,10,3,2,119,306
24030,Laurentides--Labelle/Laurentides--Labelle,41,Lac-des-Écorces,44,11,14,7,5,1,82,201
24030,Laurentides--Labelle/Laurentides--Labelle,42,Lac-des-Écorces,70,9,37,18,2,4,140,338
24030,Laurentides--Labelle/Laurentides--Labelle, 43A,Beaux-Rivages,66,11,30,15,2,0,124,248
24030,Laurentides--Labelle/Laurentides--Labelle, 43B,Beaux-Rivages,69,13,27,17,3,2,131,259
24030,Laurentides--Labelle/Laurentides--Labelle,44,Val-Barrette,85,18,39,8,7,3,160,272
24030,Laurentides--Labelle/Laurentides--Labelle, 44-1,Val-Barrette,92,6,30,15,1,1,145,238
24030,Laurentides--Labelle/Laurentides--Labelle,45,Kiamika,85,4,55,16,1,1,162,312
24030,Laurentides--Labelle/Laurentides--Labelle, 45-1,Kiamika,82,14,63,6,1,2,168,303
24030,Laurentides--Labelle/Laurentides--Labelle,46,Saint-Aimé-du-Lac-des-Îles,70,11,22,24,2,0,129,251
24030,Laurentides--Labelle/Laurentides--Labelle,47,Saint-Aimé-du-Lac-des-Îles,93,21,49,26,3,0,192,371
24030,Laurentides--Labelle/Laurentides--Labelle,48,Notre-Dame-de-Pontmain,43,8,34,18,3,2,108,209
24030,Laurentides--Labelle/Laurentides--Labelle, 48-1,Notre-Dame-de-Pontmain,93,15,46,34,3,4,195,389
24030,Laurentides--Labelle/Laurentides--Labelle,49,Lac-du-Cerf,86,14,53,13,4,4,174,368
24030,Laurentides--Labelle/Laurentides--Labelle,50,Notre-Dame-du-Laus,82,26,33,28,3,4,176,329
24030,Laurentides--Labelle/Laurentides--Labelle, 50-1,Notre-Dame-du-Laus,45,12,25,23,2,0,107,240
24030,Laurentides--Labelle/Laurentides--Labelle,51,Notre-Dame-du-Laus,92,25,49,29,3,0,198,381
24030,Laurentides--Labelle/Laurentides--Labelle,52,Notre-Dame-du-Laus,82,15,29,35,1,0,162,299
24030,Laurentides--Labelle/Laurentides--Labelle,53,L'Ascension,92,12,39,22,6,2,173,345
24030,Laurentides--Labelle/Laurentides--Labelle,54,L'Ascension,63,12,51,29,6,5,166,300
24030,Laurentides--Labelle/Laurentides--Labelle,55,La Macaza,67,14,71,23,13,1,189,321
24030,Laurentides--Labelle/Laurentides--Labelle,56,La Macaza,94,10,87,22,6,0,219,438
24030,Laurentides--Labelle/Laurentides--Labelle,57,Rivière-Rouge,101,14,56,15,6,3,195,454
24030,Laurentides--Labelle/Laurentides--Labelle,58,Rivière-Rouge,57,6,39,6,10,2,120,230
24030,Laurentides--Labelle/Laurentides--Labelle,59,Sainte-Véronique,108,12,73,23,4,3,223,403
24030,Laurentides--Labelle/Laurentides--Labelle,60,Sainte-Véronique,72,16,73,32,2,1,196,335
24030,Laurentides--Labelle/Laurentides--Labelle,61,Rivière-Rouge,38,0,35,8,3,2,86,208
24030,Laurentides--Labelle/Laurentides--Labelle,62,Lac-Saguay,131,11,72,21,5,4,244,392
24030,Laurentides--Labelle/Laurentides--Labelle,63,Nominingue,71,8,74,17,11,2,183,330
24030,Laurentides--Labelle/Laurentides--Labelle, 64A,Lac-Nominingue,57,3,47,17,6,0,130,242
24030,Laurentides--Labelle/Laurentides--Labelle, 64B,Lac-Nominingue,64,3,47,14,4,0,132,239
24030,Laurentides--Labelle/Laurentides--Labelle,65,Marchand,110,18,77,25,6,0,236,458
24030,Laurentides--Labelle/Laurentides--Labelle,66,L'Annonciation,52,2,49,9,5,2,119,389
24030,Laurentides--Labelle/Laurentides--Labelle,67,L'Annonciation,58,4,45,14,4,1,126,287
24030,Laurentides--Labelle/Laurentides--Labelle,68,L'Annonciation,45,5,44,2,6,1,103,284
24030,Laurentides--Labelle/Laurentides--Labelle,69,L'Annonciation,31,5,19,9,1,1,66,164
24030,Laurentides--Labelle/Laurentides--Labelle,70,L'Annonciation,87,17,68,14,4,5,195,381
24030,Laurentides--Labelle/Laurentides--Labelle,71,Nominingue,99,5,100,19,5,1,229,458
24030,Laurentides--Labelle/Laurentides--Labelle,72,Nominingue,94,19,75,13,2,2,205,344
24030,Laurentides--Labelle/Laurentides--Labelle, 72-1,Lac-Ernest,69,9,43,8,0,1,130,203
24030,Laurentides--Labelle/Laurentides--Labelle, 73A,La Minerve,60,3,53,25,7,1,149,243
24030,Laurentides--Labelle/Laurentides--Labelle, 73B,La Minerve,68,14,60,16,11,4,173,255
24030,Laurentides--Labelle/Laurentides--Labelle,74,Rivière-Rouge,62,13,51,10,2,1,139,300
24030,Laurentides--Labelle/Laurentides--Labelle,75,Labelle,71,15,58,6,5,4,159,328
24030,Laurentides--Labelle/Laurentides--Labelle, 75-1,Labelle,48,8,28,9,6,0,99,227
24030,Laurentides--Labelle/Laurentides--Labelle,76,Labelle,82,18,53,20,4,5,182,380
24030,Laurentides--Labelle/Laurentides--Labelle,77,Labelle,56,12,51,18,2,1,140,339
24030,Laurentides--Labelle/Laurentides--Labelle, 78A,Labelle,82,5,27,5,3,2,124,260
24030,Laurentides--Labelle/Laurentides--Labelle, 78B,Labelle,63,5,47,6,5,4,130,245
24030,Laurentides--Labelle/Laurentides--Labelle,79,La Minerve,91,10,69,41,7,6,224,334
24030,Laurentides--Labelle/Laurentides--Labelle, 79-1,La Minerve,62,9,35,6,4,1,117,202
24030,Laurentides--Labelle/Laurentides--Labelle,80,Labelle,49,6,30,11,2,0,98,199
24030,Laurentides--Labelle/Laurentides--Labelle,81,La Conception,89,24,45,19,9,1,187,313
24030,Laurentides--Labelle/Laurentides--Labelle, 81-1,La Conception,73,9,37,25,2,1,147,216
24030,Laurentides--Labelle/Laurentides--Labelle,82,La Conception,131,29,60,20,12,1,253,456
24030,Laurentides--Labelle/Laurentides--Labelle,83,Mont-Tremblant,99,20,39,35,6,1,200,457
24030,Laurentides--Labelle/Laurentides--Labelle,84,Mont-Tremblant,50,21,77,29,9,1,187,391
24030,Laurentides--Labelle/Laurentides--Labelle,85,Lac-Tremblant-Nord,36,27,83,43,9,0,198,322
24030,Laurentides--Labelle/Laurentides--Labelle,86,Mont-Tremblant,42,14,97,25,7,0,185,381
24030,Laurentides--Labelle/Laurentides--Labelle,87,Saint-Jovite,64,16,39,16,11,0,146,309
24030,Laurentides--Labelle/Laurentides--Labelle, 87-1,Saint-Jovite,69,18,56,8,12,3,166,343
24030,Laurentides--Labelle/Laurentides--Labelle, 88A,Saint-Jovite,88,20,64,31,15,4,222,427
24030,Laurentides--Labelle/Laurentides--Labelle, 88B,Saint-Jovite,30,3,37,19,4,2,95,122
24030,Laurentides--Labelle/Laurentides--Labelle, 89A,Saint-Jovite,73,19,32,13,6,0,143,298
24030,Laurentides--Labelle/Laurentides--Labelle, 89B,Saint-Jovite,62,13,36,10,8,1,130,292
24030,Laurentides--Labelle/Laurentides--Labelle,90,Saint-Jovite,94,21,45,20,4,6,190,396
24030,Laurentides--Labelle/Laurentides--Labelle, 91A,Saint-Jovite,47,15,39,19,2,1,123,269
24030,Laurentides--Labelle/Laurentides--Labelle, 91B,Saint-Jovite,58,13,30,12,7,2,122,269
24030,Laurentides--Labelle/Laurentides--Labelle,92,Saint-Jovite,84,26,45,14,8,5,182,360
24030,Laurentides--Labelle/Laurentides--Labelle,93,Saint-Jovite,106,36,56,35,7,3,243,456
24030,Laurentides--Labelle/Laurentides--Labelle,94,Saint-Jovite,65,20,47,16,5,1,154,368
24030,Laurentides--Labelle/Laurentides--Labelle,95,Saint-Jovite,79,23,59,36,7,2,206,449
24030,Laurentides--Labelle/Laurentides--Labelle,96,Saint-Jovite,67,12,49,21,5,4,158,334
24030,Laurentides--Labelle/Laurentides--Labelle, 96-1,Saint-Jovite,61,14,22,10,4,2,113,316
24030,Laurentides--Labelle/Laurentides--Labelle, 96-2,Saint-Jovite,29,15,22,8,1,0,75,155
24030,Laurentides--Labelle/Laurentides--Labelle,97,Saint-Jovite,77,26,28,23,12,1,167,382
24030,Laurentides--Labelle/Laurentides--Labelle, 97-1,Saint-Jovite,76,25,55,25,9,0,190,380
24030,Laurentides--Labelle/Laurentides--Labelle,98,Brébeuf,68,32,28,18,13,1,160,280
24030,Laurentides--Labelle/Laurentides--Labelle, 99A,Brébeuf,75,15,33,19,4,4,150,256
24030,Laurentides--Labelle/Laurentides--Labelle, 99B,Brébeuf,80,19,34,14,9,5,161,258
24030,Laurentides--Labelle/Laurentides--Labelle,100,Vendée,122,37,54,48,5,3,269,444
24030,Laurentides--Labelle/Laurentides--Labelle,101,Saint-Rémi-d'Amherst,120,34,49,22,10,7,242,422
24030,Laurentides--Labelle/Laurentides--Labelle, 101-1,Saint-Rémi-d'Amherst,99,28,33,19,5,3,187,326
24030,Laurentides--Labelle/Laurentides--Labelle,102,Boileau,Void/Supprimé,,,,,,,
24030,Laurentides--Labelle/Laurentides--Labelle,103,Huberdeau,63,17,12,6,5,1,104,264
24030,Laurentides--Labelle/Laurentides--Labelle,104,Gray Valley,107,21,54,30,8,6,226,465
24030,Laurentides--Labelle/Laurentides--Labelle, 105A,Arundel,30,13,63,19,8,2,135,247
24030,Laurentides--Labelle/Laurentides--Labelle, 105B,Arundel,40,8,61,25,11,0,145,251
24030,Laurentides--Labelle/Laurentides--Labelle, 106A,Weir,41,13,46,15,4,1,120,245
24030,Laurentides--Labelle/Laurentides--Labelle, 106B,Weir,38,15,39,10,8,3,113,241
24030,Laurentides--Labelle/Laurentides--Labelle,107,Lac-Supérieur,111,28,56,30,21,2,248,465
24030,Laurentides--Labelle/Laurentides--Labelle, 108A,Lac-Supérieur,59,10,26,17,7,0,119,236
24030,Laurentides--Labelle/Laurentides--Labelle, 108B,Lac-Supérieur,65,12,35,13,11,1,137,261
24030,Laurentides--Labelle/Laurentides--Labelle,109,Lac-Supérieur,119,26,43,18,19,4,229,471
24030,Laurentides--Labelle/Laurentides--Labelle,110,Saint-Faustin,119,36,56,17,12,2,242,462
24030,Laurentides--Labelle/Laurentides--Labelle,111,Lac-Carré,66,21,30,20,5,0,142,322
24030,Laurentides--Labelle/Laurentides--Labelle,112,Lac-Carré,102,29,23,17,9,2,182,433
24030,Laurentides--Labelle/Laurentides--Labelle, 113A,Saint-Faustin,56,16,28,12,3,0,115,274
24030,Laurentides--Labelle/Laurentides--Labelle, 113B,Saint-Faustin,61,12,23,15,5,3,119,272
24030,Laurentides--Labelle/Laurentides--Labelle,114,Saint-Faustin,105,26,40,26,8,3,208,455
24030,Laurentides--Labelle/Laurentides--Labelle,115,Saint-Faustin,56,16,28,12,3,0,115,288
24030,Laurentides--Labelle/Laurentides--Labelle,116,Val-des-Lacs,45,3,11,9,2,1,71,165
24030,Laurentides--Labelle/Laurentides--Labelle, 116-1,Val-des-Lacs,150,26,31,13,11,0,231,442
24030,Laurentides--Labelle/Laurentides--Labelle,117,Saint-Donat,Void/Supprimé,,,,,,,
24030,Laurentides--Labelle/Laurentides--Labelle,118,Lantier,61,10,21,16,6,2,116,222
24030,Laurentides--Labelle/Laurentides--Labelle, 118-1,Lantier,116,22,43,19,16,6,222,411
24030,Laurentides--Labelle/Laurentides--Labelle,119,Sainte-Lucie-des-Laurentides,137,28,54,25,23,7,274,470
24030,Laurentides--Labelle/Laurentides--Labelle,120,Sainte-Lucie-des-Laurentides,127,19,23,19,10,6,204,340
24030,Laurentides--Labelle/Laurentides--Labelle, 120-1,Sainte-Lucie-des-Laurentides,35,10,17,7,5,0,74,137
24030,Laurentides--Labelle/Laurentides--Labelle,121,Sainte-Agathe-des-Monts,62,15,21,16,5,2,121,264
24030,Laurentides--Labelle/Laurentides--Labelle,122,Sainte-Agathe-des-Monts,37,18,5,11,3,0,74,193
24030,Laurentides--Labelle/Laurentides--Labelle,123,Sainte-Agathe-des-Monts,42,7,16,8,6,0,79,218
24030,Laurentides--Labelle/Laurentides--Labelle, 123-1,Sainte-Agathe-des-Monts,119,17,39,19,15,4,213,405
24030,Laurentides--Labelle/Laurentides--Labelle,124,Ivry,69,14,32,18,9,1,143,283
24030,Laurentides--Labelle/Laurentides--Labelle,125,Sainte-Agathe-des-Monts,51,15,20,16,9,1,112,241
24030,Laurentides--Labelle/Laurentides--Labelle, 126A,Sainte-Agathe-des-Monts,74,12,18,13,6,0,123,261
24030,Laurentides--Labelle/Laurentides--Labelle, 126B,Sainte-Agathe-des-Monts,55,17,22,5,13,1,113,246
24030,Laurentides--Labelle/Laurentides--Labelle, 127A,Sainte-Agathe-des-Monts,64,6,16,9,6,1,102,246
24030,Laurentides--Labelle/Laurentides--Labelle, 127B,Sainte-Agathe-des-Monts,43,7,20,17,5,3,95,259
24030,Laurentides--Labelle/Laurentides--Labelle, 128A,Sainte-Agathe-des-Monts,94,15,69,33,11,3,225,453
24030,Laurentides--Labelle/Laurentides--Labelle, 128B,Sainte-Agathe-des-Monts,25,2,32,8,1,2,70,101
24030,Laurentides--Labelle/Laurentides--Labelle,129,Sainte-Agathe-des-Monts,83,11,36,16,10,2,158,418
24030,Laurentides--Labelle/Laurentides--Labelle,130,Sainte-Agathe-des-Monts,35,11,20,10,3,1,80,189
24030,Laurentides--Labelle/Laurentides--Labelle,131,Sainte-Agathe-des-Monts,59,5,27,15,4,1,111,317
24030,Laurentides--Labelle/Laurentides--Labelle,132,Sainte-Agathe-des-Monts,87,12,20,15,5,0,139,384
24030,Laurentides--Labelle/Laurentides--Labelle,133,Sainte-Agathe-des-Monts,88,22,33,15,4,1,163,430
24030,Laurentides--Labelle/Laurentides--Labelle,134,Sainte-Agathe-des-Monts,54,14,27,13,6,2,116,338
24030,Laurentides--Labelle/Laurentides--Labelle,135,Sainte-Agathe-des-Monts,58,17,23,17,11,5,131,274
24030,Laurentides--Labelle/Laurentides--Labelle,136,Sainte-Agathe-des-Monts,51,9,23,8,4,1,96,337
24030,Laurentides--Labelle/Laurentides--Labelle,137,Sainte-Agathe-des-Monts,66,18,48,18,6,0,156,349
24030,Laurentides--Labelle/Laurentides--Labelle,138,Sainte-Agathe-des-Monts,61,14,47,28,6,3,159,362
24030,Laurentides--Labelle/Laurentides--Labelle,139,Sainte-Agathe-des-Monts,116,21,29,25,10,5,206,425
24030,Laurentides--Labelle/Laurentides--Labelle,140,Sainte-Agathe-des-Monts,121,34,25,11,7,1,199,457
24030,Laurentides--Labelle/Laurentides--Labelle,141,Sainte-Agathe-des-Monts,107,21,44,17,11,0,200,433
24030,Laurentides--Labelle/Laurentides--Labelle,142,Sainte-Agathe-des-Monts,58,14,47,14,8,3,144,340
24030,Laurentides--Labelle/Laurentides--Labelle,143,Val-David,103,21,26,13,22,4,189,321
24030,Laurentides--Labelle/Laurentides--Labelle, 143-1,Val-David,91,19,30,19,18,1,178,344
24030,Laurentides--Labelle/Laurentides--Labelle,144,Val-David,103,24,27,16,24,1,195,350
24030,Laurentides--Labelle/Laurentides--Labelle,145,Val-David,131,17,57,40,5,4,254,454
24030,Laurentides--Labelle/Laurentides--Labelle,146,Val-David,128,19,45,23,26,2,243,392
24030,Laurentides--Labelle/Laurentides--Labelle,147,Val-David,117,20,34,23,26,2,222,363
24030,Laurentides--Labelle/Laurentides--Labelle, 147-1,Val-David,79,22,35,10,20,1,167,298
24030,Laurentides--Labelle/Laurentides--Labelle,148,Val-David,74,14,28,24,15,1,156,329
24030,Laurentides--Labelle/Laurentides--Labelle, 148-1,Val-David,65,17,40,16,25,2,165,309
24030,Laurentides--Labelle/Laurentides--Labelle,149,Val-David,85,12,14,10,12,0,133,284
24030,Laurentides--Labelle/Laurentides--Labelle, 149-1,Val-David,53,21,25,22,10,0,131,268
24030,Laurentides--Labelle/Laurentides--Labelle,150,Val-Morin,107,28,43,24,13,0,215,402
24030,Laurentides--Labelle/Laurentides--Labelle,151,Val-Morin,71,19,24,19,20,3,156,320
24030,Laurentides--Labelle/Laurentides--Labelle, 152A,Val-Morin,68,21,31,18,13,2,153,245
24030,Laurentides--Labelle/Laurentides--Labelle, 152B,Val-Morin,59,20,29,15,6,3,132,266
24030,Laurentides--Labelle/Laurentides--Labelle,153,Val-Morin,107,18,51,29,14,3,222,395
24030,Laurentides--Labelle/Laurentides--Labelle,154,Val-Morin,107,33,53,25,10,3,231,460
24030,Laurentides--Labelle/Laurentides--Labelle,155,Sainte-Marguerite-du-Lac-Masson,64,7,29,19,3,0,122,276
24030,Laurentides--Labelle/Laurentides--Labelle,156,Sainte-Marguerite-du-Lac-Masson,69,8,18,8,6,0,109,257
24030,Laurentides--Labelle/Laurentides--Labelle, 156-1,Sainte-Marguerite-du-Lac-Masson,123,21,41,37,14,1,237,470
24030,Laurentides--Labelle/Laurentides--Labelle,157,Sainte-Marguerite-du-Lac-Masson,103,20,35,14,15,5,192,423
24030,Laurentides--Labelle/Laurentides--Labelle,158,Sainte-Marguerite-du-Lac-Masson,94,22,22,18,6,0,162,362
24030,Laurentides--Labelle/Laurentides--Labelle,159,Sainte-Marguerite--Estérel,82,16,59,42,6,1,206,455
24030,Laurentides--Labelle/Laurentides--Labelle,160,Sainte-Adèle,59,11,18,8,9,2,107,235
24030,Laurentides--Labelle/Laurentides--Labelle, 160-1,Sainte-Adèle,128,34,43,36,7,2,250,459
24030,Laurentides--Labelle/Laurentides--Labelle,161,Sainte-Adèle,118,39,37,17,10,3,224,420
24030,Laurentides--Labelle/Laurentides--Labelle, 161-1,Sainte-Adèle,79,11,22,15,8,1,136,254
24030,Laurentides--Labelle/Laurentides--Labelle,162,Sainte-Adèle,123,28,20,27,11,9,218,422
24030,Laurentides--Labelle/Laurentides--Labelle,163,Sainte-Adèle,97,31,42,23,16,2,211,467
24030,Laurentides--Labelle/Laurentides--Labelle,164,Sainte-Adèle,95,20,35,16,6,1,173,339
24030,Laurentides--Labelle/Laurentides--Labelle, 164-1,Sainte-Adèle,43,15,53,22,5,0,138,251
24030,Laurentides--Labelle/Laurentides--Labelle,165,Sainte-Adèle,42,30,42,24,6,4,148,292
24030,Laurentides--Labelle/Laurentides--Labelle, 165-1,Sainte-Adèle,100,26,70,43,9,0,248,459
24030,Laurentides--Labelle/Laurentides--Labelle,166,Sainte-Adèle,46,17,24,17,2,1,107,234
24030,Laurentides--Labelle/Laurentides--Labelle, 166-1,Sainte-Adèle,80,22,42,24,7,1,176,365
24030,Laurentides--Labelle/Laurentides--Labelle,167,Sainte-Adèle,95,24,33,20,6,4,182,372
24030,Laurentides--Labelle/Laurentides--Labelle,168,Sainte-Adèle,78,29,42,31,9,1,190,372
24030,Laurentides--Labelle/Laurentides--Labelle,169,Sainte-Adèle,69,14,40,36,4,0,163,290
24030,Laurentides--Labelle/Laurentides--Labelle,170,Sainte-Adèle,38,6,22,10,1,4,81,196
24030,Laurentides--Labelle/Laurentides--Labelle, 170-1,Sainte-Adèle,46,12,23,5,3,2,91,251
24030,Laurentides--Labelle/Laurentides--Labelle,171,Sainte-Adèle,89,21,45,27,11,3,196,444
24030,Laurentides--Labelle/Laurentides--Labelle,172,Sainte-Adèle,69,29,36,17,4,1,156,397
24030,Laurentides--Labelle/Laurentides--Labelle, 172-1,Sainte-Adèle,38,10,52,21,0,1,122,252
24030,Laurentides--Labelle/Laurentides--Labelle,173,Sainte-Adèle,70,17,57,22,11,1,178,348
24030,Laurentides--Labelle/Laurentides--Labelle,174,Sainte-Adèle,76,16,45,20,5,2,164,399
24030,Laurentides--Labelle/Laurentides--Labelle,175,Sainte-Adèle,72,22,43,27,5,0,169,342
24030,Laurentides--Labelle/Laurentides--Labelle, 175-1,Sainte-Adèle,56,18,40,23,13,1,151,317
24030,Laurentides--Labelle/Laurentides--Labelle,176,Sainte-Adèle,111,27,40,22,6,0,206,389
24030,Laurentides--Labelle/Laurentides--Labelle,177,Sainte-Adèle,91,31,52,22,10,1,207,404
24030,Laurentides--Labelle/Laurentides--Labelle, 177-1,Sainte-Adèle,54,19,52,19,6,0,150,309
24030,Laurentides--Labelle/Laurentides--Labelle,178,Saint-Sauveur,45,12,57,28,9,0,151,276
24030,Laurentides--Labelle/Laurentides--Labelle, 179A,Saint-Sauveur,59,17,40,16,2,1,135,283
24030,Laurentides--Labelle/Laurentides--Labelle, 179B,Saint-Sauveur,59,17,40,16,2,1,135,274
24030,Laurentides--Labelle/Laurentides--Labelle,180,Saint-Sauveur,82,17,65,48,6,1,219,479
24030,Laurentides--Labelle/Laurentides--Labelle, 181A,Saint-Sauveur,32,3,36,26,0,2,99,227
24030,Laurentides--Labelle/Laurentides--Labelle, 181B,Saint-Sauveur,30,9,35,30,1,4,109,228
24030,Laurentides--Labelle/Laurentides--Labelle, 182A,Saint-Sauveur,35,12,37,36,7,1,128,249
24030,Laurentides--Labelle/Laurentides--Labelle, 182B,Saint-Sauveur,37,7,33,32,3,1,113,259
24030,Laurentides--Labelle/Laurentides--Labelle, 183A,Saint-Sauveur,61,14,38,21,6,3,143,267
24030,Laurentides--Labelle/Laurentides--Labelle, 183B,Saint-Sauveur,48,20,21,34,5,1,129,255
24030,Laurentides--Labelle/Laurentides--Labelle,184,Saint-Sauveur,42,16,65,35,8,2,168,335
24030,Laurentides--Labelle/Laurentides--Labelle, 184-1,Saint-Sauveur,48,30,27,18,4,0,127,295
24030,Laurentides--Labelle/Laurentides--Labelle,185,Saint-Sauveur,57,14,49,35,4,0,159,317
24030,Laurentides--Labelle/Laurentides--Labelle,186,Saint-Sauveur,74,25,39,24,5,1,168,319
24030,Laurentides--Labelle/Laurentides--Labelle,187,Saint-Sauveur,79,23,35,36,11,1,185,375
24030,Laurentides--Labelle/Laurentides--Labelle,188,Saint-Sauveur,55,21,40,22,1,2,141,318
