Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,François Bédard,Denis Courteau,Anne-Marie Day,Denise Legros,Daniel Petit,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 40","Saint-Émile",3,70,31,29,122,5,260,436
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 41","Saint-Émile",5,58,41,25,84,2,215,411
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 42","Saint-Émile",0,26,18,10,81,0,135,245
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 43","Saint-Émile",4,61,27,12,56,7,167,327
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 44","Saint-Émile",2,46,37,17,100,3,205,404
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 45","Saint-Émile",9,57,48,32,157,4,307,577
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 46","Saint-Émile",7,41,28,20,86,4,186,360
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 47","Saint-Émile",3,72,23,9,88,5,200,427
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 48A","Charlesbourg",8,67,57,30,78,2,242,374
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 48B","Mobile poll/Bureau itinérant",Merged with No. 159B/Fusionné avec le nº 159B,,,,,,,23
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 49","Charlesbourg",12,70,35,37,109,5,268,440
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 50","Charlesbourg",4,57,18,28,78,4,189,348
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 51","Charlesbourg",3,74,31,7,108,1,224,428
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 52","Charlesbourg",7,68,45,34,109,4,267,495
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 53","Charlesbourg",6,107,45,30,82,4,274,480
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 54","Charlesbourg",9,121,50,33,127,2,342,595
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 55","Charlesbourg",3,97,48,33,99,6,286,483
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 56","Charlesbourg",4,41,22,22,53,4,146,336
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 57","Charlesbourg",3,39,33,23,58,4,160,345
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 58","Charlesbourg",6,74,29,28,76,2,215,463
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 59","Charlesbourg",11,97,50,41,95,3,297,566
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 60","Charlesbourg",3,63,27,19,77,3,192,318
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 61","Charlesbourg",1,48,25,15,95,4,188,319
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 62","Charlesbourg",1,73,35,25,107,3,244,421
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 63","Charlesbourg",13,99,52,31,103,2,300,445
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 64","Charlesbourg",5,62,21,32,70,3,193,320
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 65","Charlesbourg",1,49,29,25,74,2,180,374
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 66","Charlesbourg",7,58,15,22,101,2,205,394
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 67","Charlesbourg",2,41,29,18,74,3,167,358
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 68","Charlesbourg",8,53,32,34,65,3,195,350
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 69","Charlesbourg",5,53,46,28,99,6,237,395
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 70","Charlesbourg",5,52,14,22,77,6,176,332
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 71","Charlesbourg",7,85,35,34,104,2,267,494
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 72","Charlesbourg",5,144,54,52,127,5,387,621
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 73","Charlesbourg",6,84,37,29,88,7,251,395
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 74","Charlesbourg",6,69,33,20,76,5,209,444
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 75A","Charlesbourg",4,72,36,31,100,8,251,430
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 75B","Charlesbourg",6,72,32,29,97,5,241,455
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 76","Charlesbourg",5,48,36,25,66,4,184,378
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 77","Charlesbourg",1,51,24,18,65,4,163,350
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 78","Charlesbourg",6,84,40,29,68,8,235,402
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 79","Charlesbourg",5,33,26,22,58,7,151,359
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 80","Charlesbourg",8,19,18,11,41,1,98,253
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 81","Charlesbourg",2,53,22,31,76,0,184,330
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 82","Charlesbourg",4,47,35,27,58,2,173,306
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 83","Charlesbourg",2,39,26,29,72,4,172,313
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 84","Charlesbourg",2,57,22,26,62,4,173,308
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 85","Charlesbourg",4,62,29,28,94,3,220,332
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 86","Charlesbourg",3,63,36,15,69,7,193,320
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 87","Charlesbourg",3,26,21,20,64,1,135,344
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 88","Charlesbourg",3,44,20,26,82,6,181,325
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 89","Charlesbourg",11,49,11,10,39,6,126,360
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 90","Charlesbourg",1,42,23,16,75,2,159,281
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 91","Charlesbourg",6,50,25,59,93,5,238,443
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 92","Charlesbourg",10,43,24,23,68,4,172,368
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 93","Charlesbourg",6,68,35,26,85,4,224,552
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 94","Charlesbourg",7,81,34,24,66,0,212,363
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 95","Charlesbourg",8,68,24,34,103,1,238,422
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 96","Charlesbourg",8,86,32,38,73,4,241,422
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 97","Charlesbourg",3,68,43,25,71,4,214,393
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 98","Charlesbourg",7,88,38,32,102,6,273,501
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 99","Charlesbourg",2,66,36,23,69,1,197,327
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 100","Charlesbourg",10,99,33,37,110,2,291,474
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 101","Charlesbourg",6,74,58,32,109,8,287,484
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 102","Charlesbourg",6,130,51,42,154,3,386,632
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 102-1","Charlesbourg",3,80,39,34,166,7,329,553
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 103","Charlesbourg",2,49,30,32,56,3,172,374
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 104A","Charlesbourg",6,50,20,25,58,4,163,335
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 104B","Charlesbourg",3,54,31,31,70,1,190,354
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 105","Charlesbourg",4,52,25,28,79,4,192,409
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 106","Charlesbourg",7,76,34,34,79,4,234,385
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 107","Charlesbourg",6,90,24,35,80,3,238,383
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 108","Charlesbourg",5,65,24,38,99,6,237,377
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 109","Charlesbourg",6,74,46,45,86,2,259,424
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 110","Charlesbourg",7,37,32,31,94,3,204,335
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 111","Charlesbourg",8,61,20,31,82,0,202,334
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 112","Charlesbourg",7,47,35,38,76,2,205,413
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 113","Charlesbourg",5,86,30,45,60,0,226,338
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 114","Charlesbourg",9,62,22,33,65,3,194,290
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 115","Charlesbourg",2,49,19,27,51,2,150,298
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 116","Charlesbourg",8,51,20,34,57,2,172,328
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 117","Charlesbourg",5,54,33,26,70,5,193,342
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 118","Charlesbourg",8,36,18,9,46,3,120,264
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 119","Charlesbourg",7,68,33,36,51,4,199,371
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 120","Charlesbourg",2,61,34,23,59,2,181,404
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 121","Charlesbourg",1,55,23,25,69,5,178,371
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 122","Charlesbourg",4,60,17,33,59,0,173,310
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 123","Charlesbourg",6,81,27,38,56,4,212,351
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 124","Charlesbourg",5,63,41,22,55,3,189,304
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 125A","Charlesbourg",5,55,20,33,71,3,187,324
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 125B","Charlesbourg",6,67,15,35,79,1,203,322
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 126","Charlesbourg",6,47,31,29,43,0,156,331
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 127","Charlesbourg",2,87,33,56,85,1,264,453
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 128","Charlesbourg",3,63,33,53,94,1,247,391
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 129","Charlesbourg",2,67,11,42,59,3,184,302
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 130","Charlesbourg",5,60,28,52,63,1,209,325
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 131","Charlesbourg",7,64,25,23,62,5,186,386
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 132","Charlesbourg",4,59,18,26,72,2,181,293
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 133","Charlesbourg",9,62,26,22,51,1,171,333
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 134","Charlesbourg",8,67,42,49,68,3,237,373
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 135","Charlesbourg",2,51,32,44,65,5,199,350
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 136","Charlesbourg",3,87,25,32,79,2,228,409
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 137","Charlesbourg",2,37,20,13,38,0,110,383
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 138","Charlesbourg",4,78,20,22,66,0,190,293
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 139","Charlesbourg",5,60,23,24,65,3,180,313
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 140","Charlesbourg",1,74,30,30,83,1,219,356
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 141","Charlesbourg",9,66,28,26,83,7,219,365
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 142","Charlesbourg",9,74,27,49,69,2,230,379
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 143","Charlesbourg",5,54,25,26,71,5,186,409
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 144","Charlesbourg",3,37,20,11,57,2,130,336
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 145","Charlesbourg",5,61,36,28,119,4,253,623
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 146","Charlesbourg",4,53,24,25,36,3,145,401
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 147","Charlesbourg",3,65,13,22,47,3,153,334
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 148","Charlesbourg",6,72,24,48,84,2,236,392
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 149","Charlesbourg",6,51,17,38,67,0,179,306
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 150","Charlesbourg",8,78,32,30,82,2,232,370
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 151","Charlesbourg",3,69,16,33,67,1,189,324
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 152","Charlesbourg",7,86,29,33,67,0,222,386
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 153","Charlesbourg",4,61,24,29,73,1,192,334
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 154","Charlesbourg",10,72,26,39,54,3,204,356
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 155","Charlesbourg",5,64,29,47,68,1,214,333
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 156","Charlesbourg",3,62,24,31,75,0,195,322
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 157","Charlesbourg",6,61,22,24,59,3,175,323
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 158","Charlesbourg",8,43,38,18,43,2,152,344
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 159A","Charlesbourg",2,39,17,30,55,3,146,337
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 159B","Mobile poll/Bureau itinérant",2,6,2,67,18,4,99,95
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 160","Charlesbourg",Void/Supprimé,,,,,,,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 161","Charlesbourg",3,72,21,33,77,4,210,550
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 161-1","Charlesbourg",9,63,32,61,107,4,276,533
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 162","Charlesbourg",2,42,23,22,70,2,161,276
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 163","Charlesbourg",4,50,30,24,48,4,160,331
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 164","Charlesbourg",5,35,21,18,31,2,112,266
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 165","Charlesbourg",7,61,21,38,67,4,198,488
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 166","Charlesbourg",4,84,28,43,65,0,224,511
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 167","Charlesbourg",6,51,19,19,69,4,168,342
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 168","Charlesbourg",6,46,19,15,65,1,152,378
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 169","Charlesbourg",12,52,34,20,68,10,196,357
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 170","Charlesbourg",9,53,22,30,67,2,183,328
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 171","Charlesbourg",4,49,21,28,51,6,159,326
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 172","Charlesbourg",6,43,31,31,56,5,172,321
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 173","Charlesbourg",1,32,31,20,65,4,153,383
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 174","Charlesbourg",5,52,13,34,54,1,159,367
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 175","Charlesbourg",10,26,15,17,55,4,127,362
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 176","Charlesbourg",6,38,28,23,55,2,152,408
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 177","Charlesbourg",4,51,20,27,42,1,145,391
