Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Amy Collard,Lisa Raitt,Tony Rodrigues,Garth Turner,Rob Wagner,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35030,"Halton/Halton"," 84","Milton",21,119,1,96,17,0,254,261
35030,"Halton/Halton"," 85","Milton",Merged with No. 84/Fusionné avec le nº 84,,,,,,,280
35030,"Halton/Halton"," 86A","Milton",9,84,5,112,36,0,246,568
35030,"Halton/Halton"," 86B","Milton",25,103,1,101,29,2,261,558
35030,"Halton/Halton"," 86C","Milton",14,106,0,88,32,0,240,537
35030,"Halton/Halton"," 86D","Milton",15,114,0,85,29,0,243,570
35030,"Halton/Halton"," 86E","Milton",8,95,1,98,32,1,235,573
35030,"Halton/Halton"," 86F","Milton",19,110,0,92,23,1,245,554
35030,"Halton/Halton"," 86-1","Milton",26,142,2,136,50,2,358,704
35030,"Halton/Halton"," 86-2","Milton",Merged with No. 86-3/Fusionné avec le nº 86-3,,,,,,,273
35030,"Halton/Halton"," 86-3","Milton",12,162,1,153,21,0,349,388
35030,"Halton/Halton"," 86-4","Milton",9,90,1,80,16,0,196,391
35030,"Halton/Halton"," 86-5","Milton",20,145,2,165,37,2,371,737
35030,"Halton/Halton"," 86-6","Milton",18,84,3,95,29,0,229,494
35030,"Halton/Halton"," 87","Milton",9,111,1,59,18,1,199,385
35030,"Halton/Halton"," 88","Milton",6,68,1,44,11,1,131,295
35030,"Halton/Halton"," 89A","Milton",24,130,2,112,46,0,314,566
35030,"Halton/Halton"," 89B","Milton",25,109,4,129,27,0,294,574
35030,"Halton/Halton"," 90","Oakville",11,83,3,99,13,2,211,376
35030,"Halton/Halton"," 91","Oakville",32,99,1,93,31,1,257,531
35030,"Halton/Halton"," 92","Oakville",16,91,0,102,21,0,230,421
35030,"Halton/Halton"," 93","Oakville",11,83,0,108,25,2,229,396
35030,"Halton/Halton"," 94","Oakville",16,111,0,99,14,0,240,435
35030,"Halton/Halton"," 95","Oakville",14,88,1,90,19,0,212,377
35030,"Halton/Halton"," 96","Oakville",12,104,4,123,15,1,259,485
35030,"Halton/Halton"," 97","Oakville",11,47,1,89,23,6,177,427
35030,"Halton/Halton"," 98","Oakville",17,110,7,162,25,2,323,509
35030,"Halton/Halton"," 99","Oakville",24,93,0,121,24,0,262,480
35030,"Halton/Halton"," 100","Oakville",18,123,0,135,30,3,309,577
35030,"Halton/Halton"," 100-1","Oakville",21,72,1,66,24,0,184,435
35030,"Halton/Halton"," 101","Oakville",9,91,0,56,20,0,176,369
35030,"Halton/Halton"," 102","Oakville",17,110,1,106,17,0,251,435
35030,"Halton/Halton"," 103","Oakville",16,70,1,62,11,1,161,290
35030,"Halton/Halton"," 104","Oakville",19,111,0,94,16,2,242,424
35030,"Halton/Halton"," 105","Oakville",7,60,0,57,19,1,144,313
35030,"Halton/Halton"," 106","Oakville",10,80,0,89,16,0,195,352
35030,"Halton/Halton"," 107","Oakville",19,67,0,84,22,1,193,344
35030,"Halton/Halton"," 108","Oakville",27,85,1,81,28,1,223,534
35030,"Halton/Halton"," 109","Oakville",23,96,0,101,32,0,252,489
35030,"Halton/Halton"," 110","Oakville",Merged with No. 111/Fusionné avec le nº 111,,,,,,,84
35030,"Halton/Halton"," 110-1A","Oakville",16,132,2,114,24,1,289,620
35030,"Halton/Halton"," 110-1B","Oakville",20,123,0,118,30,0,291,606
35030,"Halton/Halton"," 110-2","Oakville",31,153,3,129,33,2,351,754
35030,"Halton/Halton"," 110-3A","Oakville",17,155,1,116,17,0,306,593
35030,"Halton/Halton"," 110-3B","Oakville",15,145,1,131,19,0,311,571
35030,"Halton/Halton"," 110-3C","Oakville",8,149,0,120,24,1,302,555
35030,"Halton/Halton"," 111","Oakville",16,124,0,90,19,0,249,439
35030,"Halton/Halton"," 112","Oakville",23,129,1,141,34,1,329,645
35030,"Halton/Halton"," 113","Oakville",9,93,2,92,12,3,211,349
35030,"Halton/Halton"," 114","Oakville",21,167,1,147,21,1,358,637
35030,"Halton/Halton"," 115","Oakville",8,182,0,92,11,2,295,544
35030,"Halton/Halton"," 116","Oakville",Void/Supprimé,,,,,,,
35030,"Halton/Halton"," 117","Oakville",3,112,0,94,13,0,222,450
35030,"Halton/Halton"," 118","Oakville",30,139,0,118,30,0,317,587
35030,"Halton/Halton"," 119","Oakville",23,124,0,121,18,0,286,443
35030,"Halton/Halton"," 120","Oakville",14,106,1,82,16,0,219,385
35030,"Halton/Halton"," 120-1","Oakville",11,82,1,43,13,1,151,306
35030,"Halton/Halton"," 121","Oakville",12,79,0,60,15,1,167,353
35030,"Halton/Halton"," 122","Oakville",22,110,2,96,23,1,254,420
35030,"Halton/Halton"," 123","Oakville",21,70,1,85,15,0,192,376
35030,"Halton/Halton"," 124","Oakville",19,138,0,97,18,0,272,460
35030,"Halton/Halton"," 125","Oakville",15,93,1,91,23,0,223,408
35030,"Halton/Halton"," 126","Oakville",16,98,0,86,25,0,225,460
35030,"Halton/Halton"," 127","Oakville",31,130,1,131,28,1,322,583
35030,"Halton/Halton"," 128","Oakville",11,103,0,85,18,0,217,351
35030,"Halton/Halton"," 129","Oakville",11,99,0,112,18,1,241,388
35030,"Halton/Halton"," 130","Oakville",22,115,2,71,22,1,233,427
35030,"Halton/Halton"," 131","Oakville",17,106,1,96,14,0,234,351
35030,"Halton/Halton"," 132","Oakville",21,139,2,124,18,0,304,497
35030,"Halton/Halton"," 133","Oakville",18,132,0,69,18,2,239,438
35030,"Halton/Halton"," 134","Oakville",7,100,1,110,17,2,237,436
35030,"Halton/Halton"," 135","Oakville",7,98,1,76,5,1,188,386
35030,"Halton/Halton"," 135-1","Oakville",16,67,0,67,19,0,169,338
35030,"Halton/Halton"," 136","Oakville",10,161,0,79,4,0,254,488
35030,"Halton/Halton"," 137","Oakville",11,143,2,83,14,0,253,415
35030,"Halton/Halton"," 138","Oakville",18,107,3,94,21,1,244,437
35030,"Halton/Halton"," 139","Oakville",25,99,3,88,16,0,231,423
35030,"Halton/Halton"," 140","Oakville",13,57,1,79,16,0,166,287
35030,"Halton/Halton"," 141","Oakville",21,133,0,109,18,1,282,524
35030,"Halton/Halton"," 142","Oakville",34,82,0,144,20,1,281,470
35030,"Halton/Halton"," 143","Oakville",24,113,2,132,33,1,305,614
35030,"Halton/Halton"," 144","Oakville",11,69,1,75,5,1,162,330
35030,"Halton/Halton"," 145","Oakville",22,158,0,119,14,1,314,624
35030,"Halton/Halton"," 146","Oakville",Void/Supprimé,,,,,,,
35030,"Halton/Halton"," 147","Oakville",Void/Supprimé,,,,,,,
35030,"Halton/Halton"," 148","Oakville",16,40,0,53,12,0,121,222
35030,"Halton/Halton"," 149","Oakville",13,126,0,142,18,2,301,304
35030,"Halton/Halton"," 150","Oakville",Merged with No. 149/Fusionné avec le nº 149,,,,,,,269
35030,"Halton/Halton"," 151","Oakville",Merged with No. 152/Fusionné avec le nº 152,,,,,,,231
35030,"Halton/Halton"," 152","Oakville",12,163,2,114,26,1,318,309
35030,"Halton/Halton"," 153","Oakville",22,186,0,134,15,1,358,343
35030,"Halton/Halton"," 154","Oakville",Merged with No. 153/Fusionné avec le nº 153,,,,,,,270
35030,"Halton/Halton"," 155","Oakville",12,64,1,75,15,0,167,314
35030,"Halton/Halton"," 156","Oakville",26,101,4,70,17,1,219,420
35030,"Halton/Halton"," 157","Oakville",18,92,0,54,12,0,176,339
35030,"Halton/Halton"," 158","Oakville",14,71,0,88,20,0,193,329
35030,"Halton/Halton"," 159","Oakville",12,80,0,72,18,0,182,336
35030,"Halton/Halton"," 160","Oakville",Merged with No. 161/Fusionné avec le nº 161,,,,,,,255
35030,"Halton/Halton"," 161","Oakville",19,150,2,125,21,2,319,358
35030,"Halton/Halton"," 162","Oakville",19,72,0,101,20,2,214,429
35030,"Halton/Halton"," 163A","Oakville",18,106,0,94,13,4,235,455
35030,"Halton/Halton"," 163B","Oakville",13,99,0,84,11,0,207,390
35030,"Halton/Halton"," 163-1","Oakville",11,109,1,71,11,0,203,473
35030,"Halton/Halton"," 163-2","Oakville",20,106,1,96,23,1,247,536
35030,"Halton/Halton"," 164","Oakville",15,106,2,70,29,0,222,449
35030,"Halton/Halton"," 165","Oakville",14,105,0,79,12,2,212,389
35030,"Halton/Halton"," 166","Burlington",12,76,1,43,7,2,141,268
35030,"Halton/Halton"," 167","Burlington",19,133,0,77,8,1,238,415
35030,"Halton/Halton"," 168","Burlington",8,158,3,93,12,2,276,451
35030,"Halton/Halton"," 169","Burlington",24,135,0,79,11,1,250,371
35030,"Halton/Halton"," 170","Burlington",15,115,3,58,8,0,199,378
35030,"Halton/Halton"," 171","Burlington",24,144,3,65,19,3,258,499
35030,"Halton/Halton"," 172A","Burlington",29,133,2,130,36,0,330,657
35030,"Halton/Halton"," 172B","Burlington",21,165,3,91,31,1,312,665
35030,"Halton/Halton"," 172C","Burlington",18,133,4,129,31,1,316,654
35030,"Halton/Halton"," 173","Burlington",12,154,0,72,13,0,251,465
35030,"Halton/Halton"," 174","Burlington",5,135,0,81,11,2,234,446
35030,"Halton/Halton"," 175","Burlington",7,107,1,66,5,0,186,346
35030,"Halton/Halton"," 176","Burlington",5,140,0,59,10,1,215,414
35030,"Halton/Halton"," 177","Burlington",7,126,0,75,10,0,218,398
35030,"Halton/Halton"," 178","Burlington",9,109,1,71,3,0,193,382
35030,"Halton/Halton"," 179","Burlington",14,196,3,95,23,0,331,601
35030,"Halton/Halton"," 180","Burlington",9,149,0,103,11,1,273,459
35030,"Halton/Halton"," 180-1","Burlington",9,130,1,66,6,1,213,389
35030,"Halton/Halton"," 181","Burlington",12,169,2,95,11,0,289,488
35030,"Halton/Halton"," 182","Burlington",23,130,2,88,15,0,258,453
35030,"Halton/Halton"," 183","Burlington",12,192,1,120,24,1,350,599
35030,"Halton/Halton"," 184","Burlington",16,135,1,53,17,2,224,481
35030,"Halton/Halton"," 184-1","Burlington",12,79,0,62,25,1,179,422
35030,"Halton/Halton"," 185","Burlington",18,94,0,49,34,0,195,394
35030,"Halton/Halton"," 186","Burlington",20,103,1,51,13,0,188,392
35030,"Halton/Halton"," 187","Burlington",17,164,2,106,23,0,312,509
35030,"Halton/Halton"," 188","Burlington",12,92,0,84,20,0,208,361
35030,"Halton/Halton"," 189","Burlington",13,128,0,93,26,1,261,450
35030,"Halton/Halton"," 190","Burlington",20,128,2,111,26,3,290,602
35030,"Halton/Halton"," 191","Burlington",Void/Supprimé,,,,,,,
35030,"Halton/Halton"," 192","Burlington",25,141,0,138,21,0,325,555
35030,"Halton/Halton"," 193","Burlington",13,154,0,105,30,0,302,591
35030,"Halton/Halton"," 194","Burlington",12,177,2,107,22,2,322,577
35030,"Halton/Halton"," 195","Burlington",18,147,1,78,23,2,269,462
35030,"Halton/Halton"," 196","Burlington",16,106,1,53,16,0,192,329
35030,"Halton/Halton"," 197","Burlington",Void/Supprimé,,,,,,,
35030,"Halton/Halton"," 198","Burlington",25,117,2,99,28,1,272,455
35030,"Halton/Halton"," 199","Burlington",11,102,0,68,20,0,201,363
35030,"Halton/Halton"," 200","Burlington",Void/Supprimé,,,,,,,
35030,"Halton/Halton"," 201","Burlington",18,156,1,100,11,0,286,480
35030,"Halton/Halton"," 201-1","Burlington",25,128,1,104,18,1,277,484
35030,"Halton/Halton"," 202","Burlington",19,154,2,98,32,0,305,561
35030,"Halton/Halton"," 202-1","Burlington",11,83,0,62,19,1,176,337
35030,"Halton/Halton"," 203A","Burlington",7,108,0,57,17,2,191,357
35030,"Halton/Halton"," 203B","Burlington",17,85,1,81,10,0,194,340
35030,"Halton/Halton"," 204","Burlington",15,100,1,99,24,2,241,476
35030,"Halton/Halton"," 204-1","Burlington",13,93,3,66,10,0,185,341
35030,"Halton/Halton"," 204-2","Burlington",20,139,0,122,29,0,310,584
35030,"Halton/Halton"," 205","Burlington",18,144,1,72,19,1,255,224
35030,"Halton/Halton"," 206","Burlington",Merged with No. 205/Fusionné avec le nº 205,,,,,,,213
35030,"Halton/Halton"," 207","Burlington",27,133,1,90,18,1,270,245
35030,"Halton/Halton"," 208","Burlington",Merged with No. 207/Fusionné avec le nº 207,,,,,,,219
35030,"Halton/Halton"," 209A","Burlington",13,82,0,70,29,0,194,349
35030,"Halton/Halton"," 209B","Burlington",15,85,0,63,17,0,180,328
35030,"Halton/Halton"," 210A","Burlington",5,59,3,54,27,0,148,338
35030,"Halton/Halton"," 210B","Burlington",9,62,2,53,20,0,146,321
35030,"Halton/Halton"," 211","Burlington",29,140,2,93,37,0,301,546
35030,"Halton/Halton"," 212","Burlington",14,75,2,55,22,1,169,369
35030,"Halton/Halton"," 213","Burlington",25,97,1,76,25,1,225,462
35030,"Halton/Halton"," 214","Burlington",16,114,0,99,34,1,264,460
35030,"Halton/Halton"," 215","Burlington",11,140,1,91,22,0,265,431
35030,"Halton/Halton"," 216","Burlington",19,87,0,88,16,0,210,390
35030,"Halton/Halton"," 217","Burlington",9,50,0,51,53,1,164,375
35030,"Halton/Halton"," 218","Burlington",10,57,3,35,19,3,127,293
35030,"Halton/Halton"," 219","Burlington",15,167,7,103,23,0,315,556
35030,"Halton/Halton"," 220","Burlington",12,102,0,87,28,2,231,439
35030,"Halton/Halton"," 221","Burlington",22,112,2,86,26,0,248,437
35030,"Halton/Halton"," 222","Burlington",13,120,0,100,26,0,259,421
35030,"Halton/Halton"," 223","Burlington",15,108,0,108,18,2,251,454
35030,"Halton/Halton"," 224","Burlington",17,124,0,85,34,0,260,459
35030,"Halton/Halton"," 225","Burlington",11,68,0,50,9,0,138,265
35030,"Halton/Halton"," 226","Burlington",23,119,0,102,13,1,258,421
35030,"Halton/Halton"," 227","Burlington",16,98,2,117,21,0,254,450
35030,"Halton/Halton"," 228","Burlington",32,120,2,68,39,0,261,535
35030,"Halton/Halton"," 229","Burlington",13,142,0,104,35,1,295,499
35030,"Halton/Halton"," 230","Burlington",21,154,2,96,8,0,281,449
35030,"Halton/Halton"," 231","Burlington",10,66,1,55,32,0,164,439
35030,"Halton/Halton"," 232","Burlington",19,119,3,78,36,2,257,571
35030,"Halton/Halton"," 233","Burlington",16,77,0,73,28,1,195,464
35030,"Halton/Halton"," 234","Burlington",12,79,1,69,36,3,200,369
35030,"Halton/Halton"," 235","Burlington",18,115,1,81,29,0,244,444
35030,"Halton/Halton"," 236","Burlington",15,139,0,91,24,0,269,476
35030,"Halton/Halton"," 237","Burlington",Void/Supprimé,,,,,,,
35030,"Halton/Halton"," 500","Mobile poll/Bureau itinérant",7,46,4,28,8,1,94,294
35030,"Halton/Halton"," 501","Mobile poll/Bureau itinérant",2,40,3,41,10,1,97,300
35030,"Halton/Halton"," 502","Mobile poll/Bureau itinérant",2,32,0,22,12,2,70,325
35030,"Halton/Halton"," 503","Mobile poll/Bureau itinérant",11,92,1,50,17,1,172,305
35030,"Halton/Halton"," 504","Mobile poll/Bureau itinérant",0,16,0,11,1,0,28,160
35030,"Halton/Halton"," 600","Campbellville",22,236,3,120,18,0,399,
35030,"Halton/Halton"," 601","Lowville",28,220,2,124,18,0,392,
35030,"Halton/Halton"," 602","Milton",24,225,3,118,24,0,394,
35030,"Halton/Halton"," 603","Milton",19,132,1,86,23,1,262,
35030,"Halton/Halton"," 604","Milton",50,271,2,213,42,0,578,
35030,"Halton/Halton"," 605","Milton",29,262,0,177,43,2,513,
35030,"Halton/Halton"," 606","Milton",33,166,4,120,20,0,343,
35030,"Halton/Halton"," 607","Milton",40,225,1,182,33,1,482,
35030,"Halton/Halton"," 608","Oakville",19,193,0,184,32,1,429,
35030,"Halton/Halton"," 609","Oakville",41,267,1,274,55,1,639,
35030,"Halton/Halton"," 610","Oakville",32,269,2,181,34,0,518,
35030,"Halton/Halton"," 611","Oakville",20,170,2,98,23,0,313,
35030,"Halton/Halton"," 612","Oakville",25,189,0,144,22,1,381,
35030,"Halton/Halton"," 613","Oakville",24,274,3,219,38,3,561,
35030,"Halton/Halton"," 614","Burlington",12,77,0,65,8,1,163,
35030,"Halton/Halton"," 615","Burlington",18,160,2,115,25,2,322,
35030,"Halton/Halton"," 616","Burlington",12,381,0,206,17,0,616,
35030,"Halton/Halton"," 617","Burlington",24,267,0,153,35,1,480,
35030,"Halton/Halton"," 618","Burlington",22,220,4,133,34,2,415,
35030,"Halton/Halton"," 619","Burlington",24,183,1,172,23,2,405,
35030,"Halton/Halton",,Group 1/Groupe 1,5,62,0,32,5,7,111,168
35030,"Halton/Halton",,Group 2/Groupe 2,24,289,3,236,51,6,609,

