Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Robert Gauthier,Michel Guimond,Jacques Legros,Guy-Léonard Tremblay,Jonathan Tremblay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 38","Port-au-Persil",38,101,10,25,8,2,184,496
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 39","Saint-Fidèle",17,58,0,27,8,1,111,192
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 40","Saint-Fidèle",26,132,5,58,7,2,230,470
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 41","Saint-Aimé-des-Lacs",32,115,5,43,11,0,206,485
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 42","Clermont",19,99,9,17,10,1,155,358
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 43","Clermont",15,82,2,24,8,6,137,283
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 44","Clermont",6,83,7,24,9,2,131,289
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 45","Clermont",27,90,7,49,10,1,184,342
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 46","Clermont",35,81,2,30,5,5,158,334
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 47","Clermont",33,100,5,33,13,12,196,408
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 48","Clermont",32,116,5,49,11,7,220,497
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 49","Saint-Aimé-des-Lacs",20,105,5,35,11,0,176,341
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 50","Sainte-Agnès",28,122,9,43,10,2,214,479
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 51","Notre-Dame-des-Monts",11,118,7,25,15,3,179,321
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 52","Notre-Dame-des-Monts",20,90,3,26,10,1,150,332
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 53","Saint-Hilarion",25,115,10,42,11,3,206,410
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 54","Saint-Hilarion",20,80,3,25,7,0,135,264
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 55","Saint-Hilarion",19,60,1,31,2,1,114,234
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 56","Rivière-Malbaie",5,47,1,13,3,6,75,236
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 57","Cap-à-l'Aigle",26,112,2,21,22,4,187,415
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 58","Cap-à-l'Aigle",24,65,6,22,10,0,127,248
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 59","Rivière-Malbaie",37,104,5,33,9,5,193,435
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 60","Rivière-Malbaie",43,131,8,42,11,3,238,503
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 61","Rivière-Malbaie",19,93,2,30,10,1,155,362
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 62","La Malbaie-Pointe-au-Pic",31,100,3,27,10,1,172,362
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 63","La Malbaie-Pointe-au-Pic",22,100,5,42,13,1,183,434
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 64","La Malbaie-Pointe-au-Pic",22,77,4,18,9,7,137,355
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 65","Rivière-Malbaie",14,42,3,20,7,1,87,223
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 66","Rivière-Malbaie",36,61,5,47,8,2,159,304
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 67","La Malbaie-Pointe-au-Pic",23,61,8,29,4,0,125,265
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 68","La Malbaie-Pointe-au-Pic",8,42,1,15,11,2,79,210
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 69","La Malbaie-Pointe-au-Pic",41,153,10,58,20,1,283,581
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 70","La Malbaie-Pointe-au-Pic",15,36,0,8,3,1,63,314
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 71","La Malbaie-Pointe-au-Pic",35,86,6,25,10,1,163,389
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 72","La Malbaie-Pointe-au-Pic",17,73,2,14,7,0,113,241
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 73","La Malbaie-Pointe-au-Pic",18,49,5,21,6,0,99,193
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 74","Saint-Irénée",14,59,2,24,2,1,102,192
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 75","Saint-Irénée",43,130,10,33,25,0,241,377
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 76","Les Éboulements",26,66,6,37,8,4,147,246
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 77","Les Éboulements",47,115,6,53,8,3,232,366
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 78","Les Éboulements",55,142,10,54,18,2,281,433
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 79","Saint-Bernard-sur-Mer",22,66,3,42,5,0,138,277
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 80","Pointe-des-Roches",31,102,4,49,12,1,199,453
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 81","Cap-à-la-Branche",35,76,2,25,15,0,153,349
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 82","Saint-Urbain",41,90,2,39,7,4,183,374
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 83","Saint-Urbain",13,100,5,44,2,1,165,309
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 84","Saint-Urbain",23,141,12,58,5,2,241,479
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 85","Baie-Saint-Paul",18,47,9,17,11,0,102,229
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 86","Baie-Saint-Paul",10,63,7,28,9,1,118,270
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 87","Baie-Saint-Paul",52,138,6,43,13,3,255,514
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 88","Baie-Saint-Paul",22,116,1,27,14,0,180,378
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 89","Baie-Saint-Paul",13,72,3,19,0,1,108,247
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 90","Baie-Saint-Paul",20,57,4,27,6,2,116,331
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 91","Baie-Saint-Paul",27,102,8,33,18,3,191,443
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 92","Baie-Saint-Paul",15,67,3,27,10,1,123,276
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 93","Baie-Saint-Paul",9,61,5,22,3,2,102,276
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 94","Baie-Saint-Paul",25,71,2,24,10,4,136,361
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 95","Baie-Saint-Paul",46,163,5,47,26,1,288,586
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 96","Baie-Saint-Paul",24,143,13,55,14,4,253,545
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 97","Baie-Saint-Paul",15,41,4,18,4,2,84,201
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 97-1","Baie-Saint-Paul",20,80,9,20,10,1,140,446
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 98","Baie-Saint-Paul",33,90,3,44,10,2,182,421
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 99","Baie-Saint-Paul",24,115,7,37,7,1,191,407
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 100","Petite-Rivière-Saint-François",45,54,3,35,9,0,146,308
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 101","Petite-Rivière-Saint-François",43,63,3,45,6,3,163,329
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 102","Stoneham-et-Tewkesbury",Void/Supprimé,,,,,,,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 103","Sainte-Anne-de-Beaupré",20,96,5,49,13,3,186,332
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 104","Sainte-Anne-de-Beaupré",9,34,2,38,10,1,94,222
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 105","Sainte-Anne-de-Beaupré",11,73,5,63,17,2,171,318
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 106","Sainte-Anne-de-Beaupré",12,74,2,53,13,5,159,360
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 107","Sainte-Anne-de-Beaupré",11,29,5,19,7,2,73,190
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 108","Sainte-Anne-de-Beaupré",20,73,8,47,11,4,163,386
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 109","Sainte-Anne-de-Beaupré",27,118,4,81,17,5,252,511
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 110","Château-Richer",20,74,6,71,22,3,196,368
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 111","Château-Richer",31,95,3,81,24,5,239,458
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 112","Château-Richer",22,82,8,72,28,10,222,445
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 113","Château-Richer",10,42,3,39,18,4,116,216
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 114","Château-Richer",18,79,2,58,18,5,180,348
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 115","Château-Richer",30,89,3,63,33,4,222,389
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 116","Château-Richer",39,116,9,105,27,5,301,522
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 117","Château-Richer",15,45,3,46,8,3,120,311
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 118","Saint-Tite-des-Caps",8,52,2,41,5,0,108,278
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 119","Saint-Tite-des-Caps",23,73,3,44,10,1,154,293
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 120","Saint-Tite-des-Caps",17,99,2,68,12,1,199,390
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 121","Saint-Ferréol-les-Neiges",31,99,6,47,20,2,205,478
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 121-1","Saint-Ferréol-les-Neiges",22,36,3,50,17,1,129,269
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 122","Saint-Tite-des-Caps",11,52,2,31,3,3,102,198
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 123","Saint-Ferréol-les-Neiges",25,65,2,33,15,1,141,336
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 124","Saint-Ferréol-les-Neiges",44,79,17,76,24,1,241,512
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 125","Saint-Ferréol-les-Neiges",51,65,13,66,19,1,215,404
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 125-1","Saint-Ferréol-les-Neiges",36,64,6,39,16,5,166,325
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 126","Saint-Joachim",21,104,3,34,17,1,180,330
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 127","Saint-Joachim",33,158,5,87,31,1,315,504
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 128","Saint-Joachim",21,109,4,57,8,4,203,348
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 129","Beaupré",16,100,9,59,14,1,199,473
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 130","Beaupré",21,70,7,43,18,0,159,281
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 131","Beaupré",16,74,2,59,14,0,165,362
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 132","Beaupré",35,113,6,44,27,2,227,419
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 133","Beaupré",19,112,5,70,28,3,237,429
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 134","Beaupré",37,140,7,77,24,2,287,549
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 135","Saint-François",42,117,3,75,11,5,253,448
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 136","Saint-Jean",42,113,5,45,20,1,226,350
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 137","Sainte-Famille",27,95,6,75,16,3,222,346
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 138","Sainte-Famille",29,88,8,73,4,9,211,346
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 139","Saint-Jean",52,97,7,69,22,1,248,391
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 140A","Saint-Laurent-de-l'Île-d'Orléans",34,85,6,57,15,1,198,301
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 140B","Saint-Laurent-de-l'Île-d'Orléans",23,67,5,49,14,3,161,282
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 141","Saint-Laurent-de-l'Île-d'Orléans",22,92,11,58,17,2,202,295
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 142","Saint-Pierre-de-l'Île-d'Orléans",27,97,6,75,16,4,225,392
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 143","Saint-Pierre-de-l'Île-d'Orléans",28,90,7,71,23,0,219,371
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 144","Saint-Pierre-de-l'Île-d'Orléans",17,69,9,39,14,0,148,256
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 145","Saint-Pierre-de-l'Île-d'Orléans",37,109,5,84,16,9,260,410
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 146","Saint-Laurent-de-l'Île-d'Orléans",37,98,4,89,22,3,253,411
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 147","Sainte-Pétronille",35,133,15,110,38,4,335,548
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 148","Sainte-Pétronille",42,110,8,40,20,1,221,317
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 149A","L'Ange-Gardien",10,81,6,54,27,5,183,319
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 149B","L'Ange-Gardien",27,68,6,55,20,2,178,318
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 150","L'Ange-Gardien",29,80,4,72,25,4,214,443
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 151","L'Ange-Gardien",26,95,10,85,26,7,249,417
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 152","L'Ange-Gardien",32,135,7,95,22,2,293,500
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 153","L'Ange-Gardien",15,117,11,102,26,9,280,606
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 154","Boischatel",34,116,5,78,20,2,255,532
