Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Josée Beaudin,Patrick Clune,Diane Joubert,Richard Marois,Roxane Stanners,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24065,"Saint-Lambert/Saint-Lambert"," 77","Longueuil",105,26,8,38,40,1,218,389
24065,"Saint-Lambert/Saint-Lambert"," 78","Longueuil",77,26,6,30,33,3,175,412
24065,"Saint-Lambert/Saint-Lambert"," 79","Longueuil",119,53,10,31,44,4,261,492
24065,"Saint-Lambert/Saint-Lambert"," 80","Longueuil",82,16,6,36,32,0,172,418
24065,"Saint-Lambert/Saint-Lambert"," 81","Longueuil",98,32,5,28,44,3,210,455
24065,"Saint-Lambert/Saint-Lambert"," 82","Longueuil",111,34,16,24,29,2,216,409
24065,"Saint-Lambert/Saint-Lambert"," 83","Longueuil",64,8,2,26,26,1,127,272
24065,"Saint-Lambert/Saint-Lambert"," 84","Longueuil",74,27,4,8,35,0,148,311
24065,"Saint-Lambert/Saint-Lambert"," 85","Longueuil",60,40,1,32,38,0,171,325
24065,"Saint-Lambert/Saint-Lambert"," 86","Longueuil",67,18,4,33,35,5,162,336
24065,"Saint-Lambert/Saint-Lambert"," 87","Longueuil",35,23,5,33,55,4,155,318
24065,"Saint-Lambert/Saint-Lambert"," 88","Longueuil",94,20,2,32,26,3,177,507
24065,"Saint-Lambert/Saint-Lambert"," 89","Longueuil",84,35,3,28,65,2,217,380
24065,"Saint-Lambert/Saint-Lambert"," 90","Longueuil",82,24,6,22,40,1,175,327
24065,"Saint-Lambert/Saint-Lambert"," 90-1","Longueuil",44,9,2,13,13,0,81,171
24065,"Saint-Lambert/Saint-Lambert"," 91","Longueuil",159,74,10,51,102,6,402,566
24065,"Saint-Lambert/Saint-Lambert"," 92","Longueuil",85,11,3,28,19,4,150,389
24065,"Saint-Lambert/Saint-Lambert"," 93","Longueuil",116,32,4,23,30,3,208,380
24065,"Saint-Lambert/Saint-Lambert"," 94","Longueuil",85,16,3,18,25,1,148,377
24065,"Saint-Lambert/Saint-Lambert"," 95","Longueuil",89,7,3,18,17,5,139,287
24065,"Saint-Lambert/Saint-Lambert"," 96","Longueuil",97,24,14,37,36,3,211,390
24065,"Saint-Lambert/Saint-Lambert"," 97","Longueuil",85,21,1,33,38,6,184,338
24065,"Saint-Lambert/Saint-Lambert"," 98","Longueuil",76,16,6,29,34,2,163,299
24065,"Saint-Lambert/Saint-Lambert"," 99","Longueuil",83,32,13,31,62,0,221,362
24065,"Saint-Lambert/Saint-Lambert"," 100","Longueuil",90,15,2,33,24,4,168,308
24065,"Saint-Lambert/Saint-Lambert"," 101","Longueuil",77,17,3,30,37,4,168,336
24065,"Saint-Lambert/Saint-Lambert"," 102","Longueuil",87,25,6,42,41,6,207,334
24065,"Saint-Lambert/Saint-Lambert"," 102-1","Longueuil",22,5,2,8,4,2,43,76
24065,"Saint-Lambert/Saint-Lambert"," 103","Saint-Lambert",58,53,12,15,80,0,218,357
24065,"Saint-Lambert/Saint-Lambert"," 104","Saint-Lambert",82,24,12,55,71,1,245,393
24065,"Saint-Lambert/Saint-Lambert"," 105","LeMoyne",54,15,6,17,17,1,110,285
24065,"Saint-Lambert/Saint-Lambert"," 106","LeMoyne",111,20,8,30,29,2,200,414
24065,"Saint-Lambert/Saint-Lambert"," 107","Saint-Lambert",83,21,7,22,74,2,209,463
24065,"Saint-Lambert/Saint-Lambert"," 108","LeMoyne",64,22,2,28,27,0,143,360
24065,"Saint-Lambert/Saint-Lambert"," 109","LeMoyne",60,8,4,30,32,0,134,302
24065,"Saint-Lambert/Saint-Lambert"," 110","Saint-Lambert",84,28,12,34,91,0,249,384
24065,"Saint-Lambert/Saint-Lambert"," 111","Saint-Lambert",87,26,20,37,86,0,256,419
24065,"Saint-Lambert/Saint-Lambert"," 112","Saint-Lambert",79,22,16,37,117,0,271,381
24065,"Saint-Lambert/Saint-Lambert"," 113","Saint-Lambert",63,16,20,36,52,2,189,323
24065,"Saint-Lambert/Saint-Lambert"," 114","Saint-Lambert",102,44,6,36,104,1,293,430
24065,"Saint-Lambert/Saint-Lambert"," 115","Saint-Lambert",102,31,12,51,100,4,300,431
24065,"Saint-Lambert/Saint-Lambert"," 116","Saint-Lambert",85,13,14,29,92,1,234,387
24065,"Saint-Lambert/Saint-Lambert"," 117","Saint-Lambert",85,16,15,38,69,2,225,331
24065,"Saint-Lambert/Saint-Lambert"," 118","Saint-Lambert",95,23,14,44,69,0,245,393
24065,"Saint-Lambert/Saint-Lambert"," 119","Saint-Lambert",36,35,3,18,74,0,166,323
24065,"Saint-Lambert/Saint-Lambert"," 120","Saint-Lambert",75,30,14,26,68,4,217,391
24065,"Saint-Lambert/Saint-Lambert"," 121A","Saint-Lambert",55,14,5,19,64,2,159,327
24065,"Saint-Lambert/Saint-Lambert"," 121B","Mobile poll/Bureau itinérant",Merged with No. 500B/Fusionné avec le nº 500B,,,,,,,145
24065,"Saint-Lambert/Saint-Lambert"," 122","Saint-Lambert",56,32,3,14,119,3,227,376
24065,"Saint-Lambert/Saint-Lambert"," 123","Saint-Lambert",34,25,7,22,53,1,142,376
24065,"Saint-Lambert/Saint-Lambert"," 124","Saint-Lambert",56,20,9,20,58,3,166,293
24065,"Saint-Lambert/Saint-Lambert"," 125","Saint-Lambert",84,43,5,34,130,1,297,524
24065,"Saint-Lambert/Saint-Lambert"," 125-1","Saint-Lambert",39,16,6,15,66,0,142,215
24065,"Saint-Lambert/Saint-Lambert"," 126","Saint-Lambert",122,32,18,39,100,2,313,520
24065,"Saint-Lambert/Saint-Lambert"," 126-1","Saint-Lambert",21,3,3,3,14,1,45,83
24065,"Saint-Lambert/Saint-Lambert"," 127","Saint-Lambert",74,37,13,26,114,2,266,443
24065,"Saint-Lambert/Saint-Lambert"," 128","Saint-Lambert",57,40,7,28,81,1,214,357
24065,"Saint-Lambert/Saint-Lambert"," 129","Saint-Lambert",74,42,7,30,84,0,237,363
24065,"Saint-Lambert/Saint-Lambert"," 130","Saint-Lambert",41,21,2,22,82,0,168,311
24065,"Saint-Lambert/Saint-Lambert"," 131","Saint-Lambert",52,28,8,30,100,1,219,384
24065,"Saint-Lambert/Saint-Lambert"," 132","Saint-Lambert",30,55,4,12,100,0,201,323
24065,"Saint-Lambert/Saint-Lambert"," 133","Saint-Lambert",62,30,9,37,82,1,221,375
24065,"Saint-Lambert/Saint-Lambert"," 134","Saint-Lambert",30,26,4,11,44,1,116,318
24065,"Saint-Lambert/Saint-Lambert"," 135","Saint-Lambert",32,59,6,14,90,0,201,364
24065,"Saint-Lambert/Saint-Lambert"," 135-1","Saint-Lambert",24,38,4,8,54,0,128,279
24065,"Saint-Lambert/Saint-Lambert"," 136","Saint-Lambert",36,22,4,13,61,0,136,266
24065,"Saint-Lambert/Saint-Lambert"," 137","Saint-Lambert",41,14,10,8,97,0,170,273
24065,"Saint-Lambert/Saint-Lambert"," 138","Saint-Lambert",54,65,11,25,131,2,288,529
24065,"Saint-Lambert/Saint-Lambert"," 139","Saint-Lambert",53,36,7,28,86,3,213,326
24065,"Saint-Lambert/Saint-Lambert"," 140","Saint-Lambert",49,35,2,17,105,0,208,315
24065,"Saint-Lambert/Saint-Lambert"," 141","Saint-Lambert",39,39,2,16,88,1,185,318
24065,"Saint-Lambert/Saint-Lambert"," 142","Saint-Lambert",63,49,4,21,110,3,250,366
24065,"Saint-Lambert/Saint-Lambert"," 143","Saint-Lambert",67,56,13,19,160,5,320,516
24065,"Saint-Lambert/Saint-Lambert"," 144","Saint-Lambert",53,37,7,19,88,1,205,511
24065,"Saint-Lambert/Saint-Lambert"," 145","Saint-Lambert",44,39,5,26,80,1,195,387
24065,"Saint-Lambert/Saint-Lambert"," 146","Saint-Lambert",28,22,5,25,53,1,134,375
24065,"Saint-Lambert/Saint-Lambert"," 147","Saint-Lambert",47,21,3,18,48,1,138,306
24065,"Saint-Lambert/Saint-Lambert"," 148","Saint-Lambert",82,23,4,35,81,0,225,429
24065,"Saint-Lambert/Saint-Lambert"," 149","Saint-Lambert",85,32,4,25,136,1,283,478
24065,"Saint-Lambert/Saint-Lambert"," 150","LeMoyne",87,15,3,20,26,2,153,327
24065,"Saint-Lambert/Saint-Lambert"," 151","LeMoyne",55,12,4,16,20,6,113,257
24065,"Saint-Lambert/Saint-Lambert"," 151-1","LeMoyne",52,9,7,11,29,4,112,254
24065,"Saint-Lambert/Saint-Lambert"," 152","LeMoyne",127,33,11,27,45,4,247,485
24065,"Saint-Lambert/Saint-Lambert"," 153","LeMoyne",71,16,12,34,37,1,171,384
24065,"Saint-Lambert/Saint-Lambert"," 154","LeMoyne",42,13,8,17,37,1,118,220
24065,"Saint-Lambert/Saint-Lambert"," 155","LeMoyne",80,19,5,28,42,2,176,375
24065,"Saint-Lambert/Saint-Lambert"," 156","LeMoyne",88,16,6,20,42,2,174,333
24065,"Saint-Lambert/Saint-Lambert"," 157","Greenfield Park",71,37,16,44,76,2,246,421
24065,"Saint-Lambert/Saint-Lambert"," 158","Greenfield Park",33,29,10,20,33,2,127,285
24065,"Saint-Lambert/Saint-Lambert"," 159","Greenfield Park",56,42,14,28,59,1,200,412
24065,"Saint-Lambert/Saint-Lambert"," 160","Greenfield Park",86,51,9,35,104,4,289,497
24065,"Saint-Lambert/Saint-Lambert"," 161","Greenfield Park",35,25,7,30,51,5,153,386
24065,"Saint-Lambert/Saint-Lambert"," 162","Greenfield Park",76,41,16,46,76,1,256,504
24065,"Saint-Lambert/Saint-Lambert"," 163","Greenfield Park",71,31,20,44,83,1,250,471
24065,"Saint-Lambert/Saint-Lambert"," 164","Greenfield Park",59,29,12,28,86,0,214,357
24065,"Saint-Lambert/Saint-Lambert"," 165","Greenfield Park",66,39,6,41,56,0,208,324
24065,"Saint-Lambert/Saint-Lambert"," 166","Greenfield Park",63,33,7,43,56,4,206,584
24065,"Saint-Lambert/Saint-Lambert"," 167","Greenfield Park",67,44,3,21,64,0,199,380
24065,"Saint-Lambert/Saint-Lambert"," 168","Greenfield Park",42,24,10,20,79,0,175,358
24065,"Saint-Lambert/Saint-Lambert"," 169","Greenfield Park",50,47,15,34,55,3,204,452
24065,"Saint-Lambert/Saint-Lambert"," 170","Greenfield Park",28,41,10,21,75,0,175,319
24065,"Saint-Lambert/Saint-Lambert"," 171","Greenfield Park",49,42,11,33,118,3,256,409
24065,"Saint-Lambert/Saint-Lambert"," 172","Greenfield Park",51,28,4,29,63,1,176,387
24065,"Saint-Lambert/Saint-Lambert"," 173","Greenfield Park",17,26,8,24,87,0,162,248
24065,"Saint-Lambert/Saint-Lambert"," 174","Greenfield Park",19,28,6,29,77,2,161,375
24065,"Saint-Lambert/Saint-Lambert"," 175","Greenfield Park",44,44,7,22,94,3,214,349
24065,"Saint-Lambert/Saint-Lambert"," 176","Greenfield Park",28,34,14,26,75,2,179,292
24065,"Saint-Lambert/Saint-Lambert"," 177","Greenfield Park",49,29,8,32,45,3,166,328
24065,"Saint-Lambert/Saint-Lambert"," 178","Greenfield Park",62,49,13,49,80,7,260,485
24065,"Saint-Lambert/Saint-Lambert"," 179","Greenfield Park",31,46,22,37,94,2,232,408
24065,"Saint-Lambert/Saint-Lambert"," 180","Greenfield Park",70,51,8,44,68,5,246,427
24065,"Saint-Lambert/Saint-Lambert"," 181","Greenfield Park",62,34,9,30,37,2,174,403
24065,"Saint-Lambert/Saint-Lambert"," 182","Greenfield Park",36,35,6,41,44,1,163,299
24065,"Saint-Lambert/Saint-Lambert"," 183","Greenfield Park",34,38,6,37,58,3,176,329
24065,"Saint-Lambert/Saint-Lambert"," 183-1","Greenfield Park",35,23,5,21,72,4,160,291
24065,"Saint-Lambert/Saint-Lambert"," 184","Greenfield Park",37,48,12,39,71,1,208,400
24065,"Saint-Lambert/Saint-Lambert"," 185","Greenfield Park",66,24,2,43,28,4,167,375
24065,"Saint-Lambert/Saint-Lambert"," 186","Greenfield Park",35,37,3,47,37,2,161,329
24065,"Saint-Lambert/Saint-Lambert"," 187","Greenfield Park",58,61,9,53,100,0,281,534
24065,"Saint-Lambert/Saint-Lambert"," 188","Greenfield Park",76,44,7,56,84,3,270,435
24065,"Saint-Lambert/Saint-Lambert"," 189","Greenfield Park",59,18,6,40,55,5,183,360
24065,"Saint-Lambert/Saint-Lambert"," 400","Longueuil",63,32,7,26,45,4,177,391
24065,"Saint-Lambert/Saint-Lambert"," 401","Longueuil",34,16,3,16,43,0,112,316
24065,"Saint-Lambert/Saint-Lambert"," 402","Longueuil",12,12,1,7,29,0,61,160
24065,"Saint-Lambert/Saint-Lambert"," 500A","Mobile poll/Bureau itinérant",14,3,1,4,11,5,38,82
24065,"Saint-Lambert/Saint-Lambert"," 500B","Mobile poll/Bureau itinérant",11,21,2,6,33,2,75,24
24065,"Saint-Lambert/Saint-Lambert"," 600","Longueuil",188,117,9,55,122,6,497,
24065,"Saint-Lambert/Saint-Lambert"," 601","Longueuil",173,82,12,46,109,4,426,
24065,"Saint-Lambert/Saint-Lambert"," 602","Longueuil",153,74,11,59,65,8,370,
24065,"Saint-Lambert/Saint-Lambert"," 603","Longueuil",125,64,8,41,49,9,296,
24065,"Saint-Lambert/Saint-Lambert"," 604","Longueuil",128,52,9,19,43,3,254,
24065,"Saint-Lambert/Saint-Lambert"," 605","Longueuil",223,117,16,56,86,8,506,
24065,"Saint-Lambert/Saint-Lambert"," 606","Longueuil",202,104,16,41,97,5,465,
24065,"Saint-Lambert/Saint-Lambert"," 607","Saint-Lambert",130,75,11,25,151,0,392,
24065,"Saint-Lambert/Saint-Lambert"," 608","Saint-Lambert",135,93,10,36,181,3,458,
24065,"Saint-Lambert/Saint-Lambert"," 609","Saint-Lambert",104,110,10,30,207,5,466,
24065,"Saint-Lambert/Saint-Lambert"," 610","Saint-Lambert",89,128,11,30,218,2,478,
24065,"Saint-Lambert/Saint-Lambert"," 611","Saint-Lambert",81,79,7,20,133,1,321,
24065,"Saint-Lambert/Saint-Lambert"," 612","Greenfield Park",151,73,18,35,118,7,402,
24065,"Saint-Lambert/Saint-Lambert"," 613","Greenfield Park",80,117,18,48,165,1,429,
24065,"Saint-Lambert/Saint-Lambert"," 614","Greenfield Park",121,184,8,60,173,3,549,
24065,"Saint-Lambert/Saint-Lambert",,Group 1/Groupe 1,30,26,5,12,29,7,109,211
24065,"Saint-Lambert/Saint-Lambert",,Group 2/Groupe 2,448,185,28,88,339,12,1100,

