Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Melissa Brade,Mohamed El-Rafih,Ken Kuzminski,Rob Merrifield,Monika Schaefer,John M. Wierenga,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48028,"Yellowhead/Yellowhead"," 107","Edson",3,6,18,125,15,1,0,168,389
48028,"Yellowhead/Yellowhead"," 108A","Edson",2,3,13,86,6,1,0,111,286
48028,"Yellowhead/Yellowhead"," 108B","Edson",0,4,11,103,2,0,1,121,327
48028,"Yellowhead/Yellowhead"," 109","Edson",1,6,12,126,9,1,0,155,312
48028,"Yellowhead/Yellowhead"," 110","Edson",3,4,19,166,6,9,0,207,360
48028,"Yellowhead/Yellowhead"," 111","Edson",1,8,20,133,11,1,0,174,421
48028,"Yellowhead/Yellowhead"," 112","Edson",3,5,23,135,12,0,0,178,423
48028,"Yellowhead/Yellowhead"," 113","Edson",2,11,13,115,8,2,0,151,414
48028,"Yellowhead/Yellowhead"," 114","Edson",0,5,10,69,10,3,0,97,357
48028,"Yellowhead/Yellowhead"," 115A","Edson",1,3,18,99,7,0,0,128,305
48028,"Yellowhead/Yellowhead"," 115B","Edson",2,3,15,124,7,0,0,151,306
48028,"Yellowhead/Yellowhead"," 116","Edson",1,6,13,87,12,1,0,120,348
48028,"Yellowhead/Yellowhead"," 117","Edson",3,7,29,111,15,0,0,165,506
48028,"Yellowhead/Yellowhead"," 118A","Edson",1,6,21,113,11,1,0,153,413
48028,"Yellowhead/Yellowhead"," 118B","Edson",0,4,21,101,4,3,0,133,387
48028,"Yellowhead/Yellowhead"," 119","Edson",0,5,19,121,14,2,1,162,329
48028,"Yellowhead/Yellowhead"," 120","Edson",2,6,21,174,24,1,0,228,524
48028,"Yellowhead/Yellowhead"," 121","Haddock",1,8,22,121,14,2,0,168,284
48028,"Yellowhead/Yellowhead"," 122","McLeod Valley",0,3,6,134,11,4,0,158,284
48028,"Yellowhead/Yellowhead"," 123","Peers",0,4,10,150,17,2,0,183,340
48028,"Yellowhead/Yellowhead"," 124","Pinedale",1,3,18,154,7,4,0,187,386
48028,"Yellowhead/Yellowhead"," 125","Carrot Creek",2,2,21,147,15,2,0,189,314
48028,"Yellowhead/Yellowhead"," 126","Niton Junction",0,1,8,105,6,2,0,122,215
48028,"Yellowhead/Yellowhead"," 127","MacKay",1,5,16,136,18,2,0,178,396
48028,"Yellowhead/Yellowhead"," 128","Ravine",0,5,7,104,9,4,0,129,219
48028,"Yellowhead/Yellowhead"," 129","Wildwood",0,3,19,98,14,1,0,135,253
48028,"Yellowhead/Yellowhead"," 130","Wildwood",2,3,13,111,12,0,0,141,279
48028,"Yellowhead/Yellowhead"," 131","Styal",1,1,27,184,10,3,2,228,398
48028,"Yellowhead/Yellowhead"," 132","Evansburg",4,8,8,127,4,2,0,153,339
48028,"Yellowhead/Yellowhead"," 133","Mayerthorpe",4,3,20,151,8,2,2,190,347
48028,"Yellowhead/Yellowhead"," 134","Mayerthorpe",3,5,21,100,11,2,1,143,403
48028,"Yellowhead/Yellowhead"," 134-1","Mayerthorpe",1,2,6,59,11,2,1,82,160
48028,"Yellowhead/Yellowhead"," 135","Mayerthorpe",1,4,30,129,19,2,1,186,357
48028,"Yellowhead/Yellowhead"," 136","Rochfort Bridge",0,3,22,111,12,0,0,148,282
48028,"Yellowhead/Yellowhead"," 137","Sangudo",5,1,26,138,19,3,0,192,402
48028,"Yellowhead/Yellowhead"," 138","Sangudo",1,9,29,173,22,1,0,235,474
48028,"Yellowhead/Yellowhead"," 139","Stanger",3,5,11,60,5,0,0,84,138
48028,"Yellowhead/Yellowhead"," 140","Cherhill",2,7,11,141,6,3,2,172,306
48028,"Yellowhead/Yellowhead"," 141","Glenevis",1,3,12,137,10,1,1,165,408
48028,"Yellowhead/Yellowhead"," 142","Rich Valley",6,16,25,189,24,2,0,262,473
48028,"Yellowhead/Yellowhead"," 143","Sandy Lake ",1,12,16,79,5,0,1,114,193
48028,"Yellowhead/Yellowhead"," 144","Noyes Crossing",3,8,8,97,14,4,0,134,308
48028,"Yellowhead/Yellowhead"," 145","Onoway",6,5,22,168,29,5,0,235,525
48028,"Yellowhead/Yellowhead"," 146A","Ross Haven",0,7,15,105,6,1,0,134,321
48028,"Yellowhead/Yellowhead"," 146B","Ross Haven",1,5,20,86,9,2,0,123,301
48028,"Yellowhead/Yellowhead"," 147","Alexis 133",2,21,10,34,1,0,0,68,416
48028,"Yellowhead/Yellowhead"," 148","Darwell",0,5,25,179,14,1,0,224,312
48028,"Yellowhead/Yellowhead"," 149","West Cove",1,9,29,159,15,0,0,213,482
48028,"Yellowhead/Yellowhead"," 150","Lac Ste. Anne",2,6,21,80,11,0,0,120,214
48028,"Yellowhead/Yellowhead"," 151","Sunset Point",4,6,23,64,10,3,0,110,232
48028,"Yellowhead/Yellowhead"," 152A","Alberta Beach",3,11,17,83,8,1,0,123,307
48028,"Yellowhead/Yellowhead"," 152B","Alberta Beach",1,1,19,105,15,2,0,143,306
48028,"Yellowhead/Yellowhead"," 152C","Alberta Beach",1,4,15,84,18,2,0,124,280
48028,"Yellowhead/Yellowhead"," 152-1","Alberta Beach",1,4,5,58,9,1,0,78,187
48028,"Yellowhead/Yellowhead"," 153","Alberta Beach",0,2,9,57,4,1,0,73,145
48028,"Yellowhead/Yellowhead"," 154","Alberta Beach",2,8,22,146,12,0,0,190,363
48028,"Yellowhead/Yellowhead"," 155A","Onoway",0,9,14,98,13,1,1,136,384
48028,"Yellowhead/Yellowhead"," 155B","Onoway",1,3,18,94,17,1,0,134,361
48028,"Yellowhead/Yellowhead"," 155C","Onoway",0,7,18,79,15,1,0,120,323
48028,"Yellowhead/Yellowhead"," 155D","Onoway",0,5,26,110,17,1,1,160,398
48028,"Yellowhead/Yellowhead"," 155E","Onoway",1,3,10,67,13,2,1,97,216
48028,"Yellowhead/Yellowhead"," 155-1","Onoway",2,0,1,19,4,1,0,27,61
48028,"Yellowhead/Yellowhead"," 156","Bilby",0,5,15,77,17,1,0,115,330
48028,"Yellowhead/Yellowhead"," 157","Entwistle",0,8,25,181,21,2,1,238,498
48028,"Yellowhead/Yellowhead"," 158A","Evansburg",2,4,12,70,9,3,1,101,256
48028,"Yellowhead/Yellowhead"," 158B","Evansburg",1,6,18,87,16,1,2,131,283
48028,"Yellowhead/Yellowhead"," 159","Entwistle",0,7,8,91,10,0,0,116,240
48028,"Yellowhead/Yellowhead"," 160","Fallis",1,12,56,193,36,0,2,300,518
48028,"Yellowhead/Yellowhead"," 161","Kapasiwin",3,10,34,106,15,0,1,169,278
48028,"Yellowhead/Yellowhead"," 162","Smithfield",1,2,18,93,19,1,0,134,254
48028,"Yellowhead/Yellowhead"," 163","Smithfield",0,5,26,61,8,0,0,100,196
48028,"Yellowhead/Yellowhead"," 164","Manly Corner",1,6,15,98,12,8,0,140,276
48028,"Yellowhead/Yellowhead"," 165","Manly Corner",1,4,28,143,19,1,1,197,330
48028,"Yellowhead/Yellowhead"," 166A","Carvel",2,3,20,107,16,1,1,150,348
48028,"Yellowhead/Yellowhead"," 166B","Carvel",0,11,20,109,17,1,0,158,333
48028,"Yellowhead/Yellowhead"," 166C","Carvel",1,4,29,102,13,0,1,150,333
48028,"Yellowhead/Yellowhead"," 166D","Carvel",2,9,16,100,10,4,0,141,295
48028,"Yellowhead/Yellowhead"," 167","Carvel",0,5,15,142,9,2,0,173,266
48028,"Yellowhead/Yellowhead"," 168","Duffield",1,15,48,178,30,1,2,275,549
48028,"Yellowhead/Yellowhead"," 169","Wabamun 133A",0,4,3,34,5,0,0,46,371
48028,"Yellowhead/Yellowhead"," 170A","Wabamun",2,9,24,127,18,2,0,182,357
48028,"Yellowhead/Yellowhead"," 170B","Wabamun",1,6,24,106,17,0,1,155,327
48028,"Yellowhead/Yellowhead"," 171","Seba Beach",2,13,29,185,29,1,0,259,459
48028,"Yellowhead/Yellowhead"," 172","Horen",3,4,16,99,23,2,0,147,256
48028,"Yellowhead/Yellowhead"," 173","Moon Lake",2,3,16,163,18,1,0,203,384
48028,"Yellowhead/Yellowhead"," 174","Tomahawk",1,9,16,158,14,1,1,200,361
48028,"Yellowhead/Yellowhead"," 175","Keephills",0,0,4,61,2,2,0,69,167
48028,"Yellowhead/Yellowhead"," 176","Brightbank",2,11,12,217,32,4,0,278,467
48028,"Yellowhead/Yellowhead"," 177","Cynthia",1,5,15,93,17,2,0,133,345
48028,"Yellowhead/Yellowhead"," 178","Rocky Rapids",0,10,14,188,13,1,0,226,385
48028,"Yellowhead/Yellowhead"," 179A","Rocky Rapids",1,3,5,124,16,0,0,149,312
48028,"Yellowhead/Yellowhead"," 179B","Rocky Rapids",0,2,14,104,15,0,0,135,290
48028,"Yellowhead/Yellowhead"," 180A","Drayton Valley",0,5,3,110,6,1,0,125,287
48028,"Yellowhead/Yellowhead"," 180B","Drayton Valley",1,2,11,127,8,2,0,151,327
48028,"Yellowhead/Yellowhead"," 181","Drayton Valley",2,3,13,234,23,1,1,277,506
48028,"Yellowhead/Yellowhead"," 182","Drayton Valley",1,3,9,63,4,0,0,80,365
48028,"Yellowhead/Yellowhead"," 183A","Violet Grove",0,2,9,123,14,2,0,150,276
48028,"Yellowhead/Yellowhead"," 183B","Violet Grove",0,1,6,109,10,1,0,127,266
48028,"Yellowhead/Yellowhead"," 184","Sunchild 202",0,21,41,15,2,2,1,82,160
48028,"Yellowhead/Yellowhead"," 185","Sunchild 202",Void/Supprimé,,,,,,,,
48028,"Yellowhead/Yellowhead"," 186","O'Chiese 203",0,37,59,6,2,1,0,105,236
48028,"Yellowhead/Yellowhead"," 187A","Drayton Valley",1,4,7,30,11,2,0,55,283
48028,"Yellowhead/Yellowhead"," 187B","Drayton Valley",0,6,4,52,6,0,0,68,331
48028,"Yellowhead/Yellowhead"," 188","Drayton Valley",2,10,13,114,12,0,0,151,328
48028,"Yellowhead/Yellowhead"," 189","Drayton Valley",0,3,17,90,17,1,0,128,371
48028,"Yellowhead/Yellowhead"," 190","Drayton Valley",1,4,27,170,11,1,0,214,452
48028,"Yellowhead/Yellowhead"," 191A","Drayton Valley",1,5,8,93,10,1,0,118,291
48028,"Yellowhead/Yellowhead"," 191B","Drayton Valley",0,3,9,100,5,3,0,120,295
48028,"Yellowhead/Yellowhead"," 192A","Drayton Valley",0,6,15,125,15,2,0,163,335
48028,"Yellowhead/Yellowhead"," 192B","Drayton Valley",1,5,11,138,8,2,0,165,344
48028,"Yellowhead/Yellowhead"," 193","Drayton Valley",0,2,8,111,15,0,0,136,363
48028,"Yellowhead/Yellowhead"," 194","Drayton Valley",0,9,23,110,10,0,0,152,450
48028,"Yellowhead/Yellowhead"," 195","Drayton Valley",1,9,5,117,8,0,1,141,407
48028,"Yellowhead/Yellowhead"," 196","Drayton Valley",0,3,15,83,9,2,0,112,331
48028,"Yellowhead/Yellowhead"," 197","Drayton Valley",0,3,23,92,14,0,0,132,349
48028,"Yellowhead/Yellowhead"," 198","Drayton Valley",0,11,16,207,14,1,0,249,402
48028,"Yellowhead/Yellowhead"," 500","Mobile poll/Bureau itinérant",2,2,6,40,3,8,0,61,35
48028,"Yellowhead/Yellowhead"," 501","Mobile poll/Bureau itinérant",3,8,10,111,1,1,3,137,171
48028,"Yellowhead/Yellowhead"," 502","Mobile poll/Bureau itinérant",0,6,4,52,1,0,3,66,77
48028,"Yellowhead/Yellowhead"," 503","Mobile poll/Bureau itinérant",0,4,4,24,3,0,1,36,75
48028,"Yellowhead/Yellowhead"," 504","Mobile poll/Bureau itinérant",1,6,8,39,0,1,0,55,87
48028,"Yellowhead/Yellowhead"," 505","Mobile poll/Bureau itinérant",2,4,6,26,3,0,4,45,70
48028,"Yellowhead/Yellowhead"," 506","Mobile poll/Bureau itinérant",1,6,3,21,1,0,2,34,41
48028,"Yellowhead/Yellowhead"," 600","Grande Cache",1,9,22,95,17,1,1,146,
48028,"Yellowhead/Yellowhead"," 601","Fox Creek",0,3,4,43,5,0,0,55,
48028,"Yellowhead/Yellowhead"," 602","Swan Hills",0,2,2,39,5,0,0,48,
48028,"Yellowhead/Yellowhead"," 603","Whitecourt",3,1,10,124,12,1,0,151,
48028,"Yellowhead/Yellowhead"," 604","Whitecourt",1,2,20,152,14,0,0,189,
48028,"Yellowhead/Yellowhead"," 605","Barrhead",1,1,13,75,5,4,0,99,
48028,"Yellowhead/Yellowhead"," 606","Barrhead",5,4,22,227,23,11,2,294,
48028,"Yellowhead/Yellowhead"," 607","Onoway",1,9,19,187,19,1,0,236,
48028,"Yellowhead/Yellowhead"," 608","Alberta Beach",1,3,11,120,13,0,1,149,
48028,"Yellowhead/Yellowhead"," 609","Alberta Beach",1,3,7,52,9,0,0,72,
48028,"Yellowhead/Yellowhead"," 610","Wabamun",1,2,2,74,12,4,0,95,
48028,"Yellowhead/Yellowhead"," 611","Wabamun",0,6,13,83,14,0,2,118,
48028,"Yellowhead/Yellowhead"," 612","Wabamun",3,2,3,51,8,0,0,67,
48028,"Yellowhead/Yellowhead"," 613","Evansburg",0,5,4,52,0,1,0,62,
48028,"Yellowhead/Yellowhead"," 614","Drayton Valley",1,3,5,147,11,0,0,167,
48028,"Yellowhead/Yellowhead"," 615","Drayton Valley",3,9,5,199,22,1,0,239,
48028,"Yellowhead/Yellowhead"," 616","Sangudo",1,2,3,53,3,1,0,63,
48028,"Yellowhead/Yellowhead"," 617","Mayerthorpe",0,0,3,18,2,0,0,23,
48028,"Yellowhead/Yellowhead"," 618","Wildwood",1,2,9,65,5,1,0,83,
48028,"Yellowhead/Yellowhead"," 619","Edson",0,3,20,131,12,0,3,169,
48028,"Yellowhead/Yellowhead"," 620","Edson",0,7,10,129,13,1,0,160,
48028,"Yellowhead/Yellowhead"," 621","Hinton",0,16,33,166,50,0,1,266,
48028,"Yellowhead/Yellowhead"," 622","Hinton",3,6,11,101,9,2,0,132,
48028,"Yellowhead/Yellowhead"," 623","Jasper",1,14,89,87,48,3,0,242,
48028,"Yellowhead/Yellowhead",,Group 1/Groupe 1,2,15,11,44,4,3,2,81,115
48028,"Yellowhead/Yellowhead",,Group 2/Groupe 2,5,9,42,280,57,4,10,407,

