Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Normand Beaudet,Marie Martine Bédard,Claude Carignan,Luc Desnoyers,Denis Joannette,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 39B","Boisbriand",25,11,30,76,39,2,183,284
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 40A","Boisbriand",33,11,18,69,44,3,178,258
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 40B","Boisbriand",26,5,27,83,43,2,186,255
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 41","Boisbriand",54,11,50,147,73,6,341,456
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 42","Boisbriand",52,8,71,123,57,5,316,466
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 43","Boisbriand",40,11,31,121,16,7,226,399
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 44","Saint-Eustache",21,8,86,83,38,7,243,413
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 45","Saint-Eustache",15,13,64,102,34,4,232,452
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 46A","Saint-Eustache",25,2,41,62,26,2,158,310
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 46B","Saint-Eustache",26,9,29,67,34,2,167,282
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 46-1A","St. Eustache",21,5,45,82,26,2,181,351
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 46-1B","St. Eustache",31,7,64,101,31,2,236,406
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 46-1C","St. Eustache",14,7,30,73,23,6,153,309
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 46-2","St. Eustache",25,8,59,117,34,5,248,448
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 47A","Saint-Eustache",17,4,43,69,27,4,164,247
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 47B","Saint-Eustache",25,12,41,82,15,1,176,253
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 48A","Saint-Eustache",20,6,31,74,26,4,161,223
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 48B","Saint-Eustache",29,2,42,79,31,3,186,262
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 49","Saint-Eustache",53,9,87,142,38,15,344,446
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 50A","Saint-Eustache",26,10,52,78,19,6,191,268
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 50B","Saint-Eustache",32,8,49,104,28,4,225,319
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 51","Saint-Eustache",44,5,57,149,26,11,292,435
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 52A","Saint-Eustache",21,3,31,95,21,4,175,251
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 52B","Saint-Eustache",18,8,38,90,25,0,179,247
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 53","Saint-Eustache",41,8,44,132,38,1,264,406
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 54A","Saint-Eustache",27,6,26,87,22,3,171,254
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 54B","Saint-Eustache",18,8,42,106,23,4,201,286
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 55A","Saint-Eustache",14,7,42,81,23,4,171,265
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 55B","Saint-Eustache",26,8,48,94,21,4,201,298
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 56A","Saint-Eustache",21,8,32,78,21,2,162,231
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 56B","Saint-Eustache",18,1,32,79,28,2,160,235
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 57","Saint-Eustache",38,11,38,113,29,5,234,346
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 58","Saint-Eustache",48,17,54,140,26,7,292,439
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 59A","Saint-Eustache",18,8,29,79,13,6,153,245
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 59B","Saint-Eustache",22,5,31,80,18,1,157,260
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 59-1","St. Eustache",54,11,55,104,28,2,254,452
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 60A","Saint-Eustache",22,6,33,86,33,4,184,316
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 60B","Saint-Eustache",24,2,51,78,37,2,194,299
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 61A","Saint-Eustache",15,3,8,52,20,2,100,207
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 61B","Saint-Eustache",10,4,34,55,18,0,121,271
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 61C","Mobile poll/Bureau itinérant",4,1,15,7,14,0,41,57
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 62","Saint-Eustache",22,5,63,96,54,7,247,375
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 63","Saint-Eustache",29,6,78,92,36,2,243,417
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 64","Saint-Eustache",12,6,70,88,42,4,222,383
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 65A","Saint-Eustache",16,1,44,59,27,3,150,260
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 65B","Saint-Eustache",19,1,50,61,20,2,153,273
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 66A","Saint-Eustache",21,5,27,68,28,5,154,250
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 66B","Saint-Eustache",26,8,43,67,20,4,168,277
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 67A","Saint-Eustache",16,8,21,58,17,2,122,245
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 67B","Saint-Eustache",9,4,27,61,19,1,121,247
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 68","Saint-Eustache",33,12,55,121,40,8,269,440
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 69","Saint-Eustache",34,5,74,122,24,2,261,402
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 70A","Saint-Eustache",24,9,38,71,32,0,174,266
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 70B","Saint-Eustache",25,3,32,79,32,2,173,265
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 71","Saint-Eustache",33,10,59,99,57,4,262,428
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 72A","Saint-Eustache",25,6,47,74,19,1,172,267
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 72B","Saint-Eustache",20,7,31,64,17,2,141,234
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 73A","Saint-Eustache",33,5,23,75,17,2,155,247
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 73B","Saint-Eustache",18,7,23,72,20,3,143,233
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 74","Saint-Eustache",27,8,34,123,13,1,206,357
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 75","Saint-Eustache",32,9,58,120,44,7,270,422
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 76","Saint-Eustache",41,5,43,94,24,5,212,323
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 77","Saint-Eustache",27,10,78,146,48,5,314,433
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 78","Saint-Eustache",26,17,48,100,28,2,221,368
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 79","Saint-Eustache",27,14,52,128,30,4,255,440
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 80","Saint-Eustache",28,10,68,93,33,2,234,357
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 81","Saint-Eustache",37,18,39,121,41,4,260,406
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 82","Saint-Eustache",22,6,59,149,54,3,293,436
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 83","Saint-Eustache",19,6,51,134,47,2,259,402
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 84","Saint-Eustache",26,10,51,160,48,5,300,448
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 85A","Saint-Eustache",18,6,35,69,20,3,151,266
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 85B","Saint-Eustache",11,0,41,63,25,3,143,252
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 86","Saint-Eustache",23,15,52,118,34,4,246,366
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 87","Saint-Eustache",19,5,47,142,49,3,265,396
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 88","Saint-Eustache",38,8,69,117,41,9,282,426
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 89","Saint-Eustache",32,9,60,154,46,0,301,417
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 90","Saint-Eustache",43,12,53,128,36,1,273,389
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 91","Saint-Eustache",38,6,46,152,34,4,280,445
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 92","Saint-Eustache",33,13,81,126,41,7,301,408
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 93","Saint-Eustache",38,13,76,130,33,10,300,439
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 94","Saint-Eustache",30,5,70,100,34,9,248,424
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 95","Saint-Eustache",18,12,65,117,48,11,271,385
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 96A","Saint-Eustache",17,4,12,31,11,1,76,220
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 96B","Saint-Eustache",19,4,6,47,8,4,88,258
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 97A","Saint-Eustache",19,6,24,67,15,2,133,232
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 97B","Saint-Eustache",17,6,24,70,12,4,133,225
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 98","Saint-Eustache",30,11,76,134,47,5,303,437
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 99","Saint-Eustache",30,9,77,142,32,3,293,471
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 100","Saint-Eustache",25,5,32,120,17,3,202,355
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 101","Saint-Eustache",18,7,50,100,38,4,217,315
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 102","Saint-Eustache",28,5,42,104,35,10,224,374
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 103","Saint-Eustache",33,11,68,107,42,5,266,416
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 104","Saint-Eustache",18,4,31,89,46,4,192,395
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 105","Saint-Eustache",22,9,42,77,31,7,188,362
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 106","Saint-Eustache",26,8,67,122,41,7,271,432
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 107","Saint-Eustache",20,7,63,128,46,10,274,439
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 108","Saint-Eustache",31,2,24,87,23,2,169,403
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 109","Saint-Eustache",29,8,54,107,36,2,236,418
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 110","Saint-Eustache",28,7,52,112,20,1,220,369
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 111A","Saint-Eustache",16,4,20,64,14,7,125,247
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 111B","Saint-Eustache",17,4,23,67,12,2,125,264
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 112","Saint-Eustache",19,15,58,95,39,6,232,457
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 113A","Saint-Eustache",12,5,39,54,41,3,154,262
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 113B","Saint-Eustache",11,3,46,60,38,5,163,266
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 114","Saint-Eustache",25,8,52,99,40,5,229,426
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 115","Saint-Eustache",23,12,46,109,17,2,209,420
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 116A","Saint-Eustache",8,5,44,44,19,3,123,297
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 116B","Saint-Eustache",3,1,13,8,22,3,50,172
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 117","Deux-Montagnes",33,15,22,100,44,9,223,443
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 118A","Deux-Montagnes",10,6,12,63,16,1,108,219
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 118B","Deux-Montagnes",27,11,31,64,28,1,162,294
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 119A","Deux-Montagnes",30,5,21,63,29,5,153,245
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 119B","Deux-Montagnes",20,5,26,75,18,1,145,233
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 120A","Deux-Montagnes",30,11,20,66,31,2,160,265
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 120B","Deux-Montagnes",25,13,21,50,32,3,144,260
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 121A","Deux-Montagnes",30,7,31,61,21,3,153,243
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 121B","Deux-Montagnes",27,7,28,44,24,0,130,243
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 122A","Deux-Montagnes",17,5,23,55,36,1,137,251
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 122B","Deux-Montagnes",21,12,22,41,30,2,128,266
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 123","Deux-Montagnes",26,12,32,92,47,7,216,428
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 124","Deux-Montagnes",10,11,14,72,25,3,135,297
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 125A","Deux-Montagnes",24,5,15,48,35,3,130,250
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 125B","Deux-Montagnes",20,4,13,63,31,2,133,249
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 126","Deux-Montagnes",38,10,37,79,67,2,233,448
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 127","Deux-Montagnes",38,14,32,84,57,6,231,460
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 128","Deux-Montagnes",36,13,36,75,63,5,228,425
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 129","Deux-Montagnes",36,10,27,71,76,1,221,374
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 130","Deux-Montagnes",36,7,31,92,41,2,209,343
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 131","Deux-Montagnes",44,10,28,101,49,2,234,437
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 132","Deux-Montagnes",52,12,26,101,53,5,249,404
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 133A","Deux-Montagnes",23,10,20,69,31,1,154,278
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 133B","Deux-Montagnes",37,5,28,69,14,3,156,307
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 134","Deux-Montagnes",30,8,27,66,53,0,184,307
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 135A","Deux-Montagnes",18,16,30,63,33,0,160,246
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 135B","Deux-Montagnes",23,6,23,60,43,1,156,257
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 136","Deux-Montagnes",43,17,27,93,46,13,239,438
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 137A","Deux-Montagnes",15,11,16,44,28,3,117,252
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 137B","Deux-Montagnes",20,8,21,43,35,6,133,269
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 138A","Deux-Montagnes",23,18,16,56,37,1,151,247
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 138B","Deux-Montagnes",20,12,22,69,28,6,157,250
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 139","Deux-Montagnes",27,20,29,62,60,4,202,377
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 140A","Deux-Montagnes",17,11,23,43,24,0,118,231
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 140B","Deux-Montagnes",20,15,31,48,24,2,140,279
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 141A","Deux-Montagnes",14,5,7,54,17,2,99,233
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 141B","Deux-Montagnes",21,5,17,47,5,1,96,233
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 141C","Mobile poll/Bureau itinérant",Merged with No. 61C/Fusionné avec le nº 61C,,,,,,,39
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 142A","Deux-Montagnes",22,7,15,44,17,2,107,270
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 142B","Deux-Montagnes",18,6,25,55,18,1,123,240
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 143A","Deux-Montagnes",16,14,42,46,50,4,172,286
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 143B","Deux-Montagnes",27,3,6,67,41,1,145,247
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 144A","Deux-Montagnes",16,13,23,52,20,0,124,225
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 144B","Deux-Montagnes",20,11,24,61,37,1,154,288
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 145","Deux-Montagnes",18,4,38,87,68,3,218,433
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 146A","Sainte-Marthe-sur-le-Lac",36,7,45,101,31,3,223,384
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 146B","Sainte-Marthe-sur-le-Lac",27,6,38,101,32,4,208,341
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 146C","Sainte-Marthe-sur-le-Lac",33,7,33,84,24,1,182,312
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 146-1A","Sainte-Marthe-sur-le-Lac",33,6,17,90,24,1,171,269
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 146-1B","Sainte-Marthe-sur-le-Lac",22,8,23,79,28,3,163,262
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 146-1C","Sainte-Marthe-sur-le-Lac",34,6,32,95,25,3,195,319
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 147A","Sainte-Marthe-sur-le-Lac",22,5,22,81,20,5,155,228
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 147B","Sainte-Marthe-sur-le-Lac",14,6,20,87,20,4,151,237
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 147-1","Sainte-Marthe-sur-le-Lac",56,15,55,103,46,4,279,446
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 148A","Sainte-Marthe-sur-le-Lac",17,4,36,69,28,1,155,270
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 148B","Sainte-Marthe-sur-le-Lac",16,6,37,53,28,1,141,282
