Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Mike Allen,Alice Finnamore,Mark Glass,Sally McGrath,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 24","Grand Falls--Grand-Sault",66,45,8,55,4,178,336
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 25","North Tilley",68,22,2,30,2,124,278
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 26","South Tilley",84,17,5,30,0,136,336
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 27","Maliseet",8,32,3,37,0,80,380
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 27-1","Tobique 20",3,25,1,35,1,65,286
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 28","Rowena",37,4,7,21,0,69,161
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 29","Riley Brook",59,10,22,8,1,100,163
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 30","Burntland Brook",73,12,9,24,2,120,281
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 31","Sisson Ridge",55,18,7,23,1,104,304
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 32","McLaughlin",95,27,8,23,1,154,427
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 33","Plaster Rock",75,13,11,19,2,120,328
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 34","Plaster Rock",95,15,16,22,1,149,367
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 35","Plaster Rock",71,17,13,17,0,118,267
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 36","Arthurette",87,23,12,31,0,153,333
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 36-1","Gordon",43,8,7,14,0,72,179
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 37","Wapske",Void/Supprimé,,,,,,
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 38","Gillespie Settlement",122,21,7,35,4,189,388
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 39","Aroostook",65,15,5,22,1,108,253
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 40","Upper California",69,27,7,31,1,135,324
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 41","Aroostook",57,23,7,41,2,130,246
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 42","Andover",62,29,5,39,2,137,350
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 43","Bairdsville",69,25,8,36,1,139,293
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 44","Perth-Andover",72,29,10,39,0,150,334
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 45","Perth-Andover",69,25,5,42,0,141,321
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 46","Perth-Andover",52,18,1,29,1,101,276
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 47","Perth-Andover",77,9,5,28,1,120,335
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 48","Perth-Andover",38,2,1,9,0,50,136
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 49","Currie",62,30,16,39,1,148,361
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 50","Perth",83,17,14,30,3,147,382
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 51","Juniper",73,30,14,36,2,155,258
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 52","Divide",53,19,5,25,0,102,177
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 53","Johnville",60,18,8,39,1,126,280
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 54","Glassville",91,44,30,31,2,198,333
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 55","Upper Kent",68,10,4,8,1,91,198
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 56","Holmesville",121,16,5,32,1,175,291
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 57","Upper Kent",82,23,4,22,1,132,259
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 58","Bath",105,25,7,27,1,165,326
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 59","Bath",48,18,6,16,0,88,193
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 60","Bath",60,21,6,17,1,105,224
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 61","Gordonsville",96,41,12,37,2,188,381
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 62","Bristol",75,12,9,21,2,119,195
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 63","Bristol",158,18,17,40,1,234,349
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 64","Florenceville",61,17,4,26,0,108,182
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 65","Florenceville",157,29,15,59,0,260,393
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 66","Riverbank",96,24,7,25,1,153,302
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 67","Stickney",84,19,11,18,0,132,232
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 68","Lansdowne",142,34,3,19,0,198,303
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 69","Upper Knoxford",54,16,1,11,0,82,184
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 70","Knoxford",53,17,4,19,0,93,248
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 71","Wicklow",151,25,9,33,3,221,463
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 72","Royalton",88,10,10,13,0,121,246
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 73","Wakem Corner",55,15,10,17,0,97,230
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 74","Centreville",158,28,18,30,1,235,457
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 75","Good Corner",95,30,9,30,3,167,340
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 76","Lakeville",126,29,19,29,2,205,382
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 77","Simonds",141,19,14,42,0,216,394
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 78","Lindsay",188,32,16,26,2,264,495
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 79","Jacksontown",98,15,7,10,0,130,232
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 80","Jacksonville",133,37,16,27,2,215,417
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 81","Waterville",142,32,11,34,0,219,426
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 82","Somerville",144,26,14,26,0,210,399
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 83","Victoria Corner",120,14,6,10,0,150,277
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 84","Woodstock",117,23,10,40,1,191,401
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 85","Windsor",105,23,20,21,2,171,350
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 86","Carlisle",50,25,7,14,2,98,201
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 87","Brighton",77,19,8,13,3,120,249
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 88","Ashland",85,19,3,15,1,123,241
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 89","Hartland",141,25,18,40,2,226,438
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 90","Hartland",86,11,11,22,3,133,257
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 91","Lower Brighton",86,28,10,20,0,144,341
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 92","Woodstock",120,28,13,26,0,187,320
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 92-1","Woodstock",114,16,8,35,1,174,289
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 93","Woodstock",68,16,10,26,0,120,284
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 94","Woodstock",148,28,16,52,3,247,468
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 95","Woodstock",117,24,21,36,1,199,377
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 96","Woodstock",66,23,12,40,2,143,350
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 97","Woodstock",47,16,6,24,0,93,238
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 98","Woodstock",77,22,10,19,0,128,360
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 99","Woodstock",67,18,7,19,1,112,320
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 100","Woodstock",88,21,11,27,2,149,426
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 101","Woodstock",83,21,14,31,0,149,336
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 102","Richmond",133,32,14,21,1,201,341
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 103","Richmond",84,21,7,12,0,124,238
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 104","Debec",150,20,12,36,0,218,381
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 105","Fosterville",78,13,7,18,0,116,180
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 106","Bedell Settlement",171,41,15,44,1,272,503
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 107","Lower Woodstock",109,32,7,21,1,170,339
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 107-1","Woodstock",35,7,8,23,1,74,264
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 108","Woodstock",123,42,9,30,1,205,426
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 109","Meductic",147,22,5,31,0,205,390
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 110","Canterbury",93,11,3,30,0,137,284
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 111","Canterbury",129,21,7,33,2,192,309
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 112","Pembroke",107,28,11,22,0,168,296
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 112-1","Northampton",83,28,10,17,0,138,263
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 113","Newbridge",92,26,9,11,1,139,332
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 114","Northampton",212,44,14,28,1,299,460
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 115","Nortondale",127,40,10,36,1,214,374
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 116","Millville",88,14,8,17,1,128,235
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 117","Temperance Vale",91,15,12,22,0,140,333
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 118","Pinder",62,21,7,30,0,120,225
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 119","Rossville",91,29,9,22,0,151,305
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 120","Nackawic",97,38,10,38,3,186,325
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 121","Nackawic",89,30,5,20,0,144,292
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 122","Nackawic",46,15,1,28,0,90,154
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 123","Bloomfield Ridge",89,10,3,21,0,123,195
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 124","Parker Ridge",122,29,17,39,2,209,367
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 125","Maple Grove",55,17,6,33,4,115,210
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 126","McGivney",70,25,6,35,2,138,269
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 127","Taymouth",130,39,8,33,0,210,352
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 128","Durham Bridge",68,44,19,42,2,175,352
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 128-1","St. Marys",61,20,9,19,2,111,192
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 129","Penniac",109,41,23,49,1,223,340
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 130","Napadogan",89,13,5,14,0,121,220
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 131","Fredericksburg",60,19,7,39,5,130,210
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 132","Stanley",57,23,3,20,0,103,208
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 133","Stanley",112,21,12,51,0,196,339
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 134","Stanley",120,35,27,69,2,253,468
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 135","Nashwaak Village",114,54,11,50,0,229,430
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 135-1","St. Marys",68,40,16,25,2,151,286
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 136","Royal Road",134,53,19,47,1,254,476
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 137","McLeod Hill",88,32,7,26,0,153,333
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 137-1","Douglas",77,18,9,36,1,141,232
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 138","McLeod Hill",69,30,15,52,2,168,292
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 139","Howland Ridge--Central Hainesville",73,10,6,32,0,121,288
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 140","Springfield",96,31,7,12,4,150,254
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 141","Bear Island",98,16,5,33,0,152,231
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 142","Scotch Settlement",116,68,8,20,1,213,304
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 143","Bear Island",115,35,12,45,1,208,329
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 144","Brewers Mills",94,29,5,16,1,145,356
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 145","Upper Keswick",72,39,4,25,3,143,377
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 146","Keswick Ridge",106,25,12,43,0,186,306
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 147","Tripp Settlement",98,36,4,26,0,164,249
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 147-1","Bright",80,33,14,22,1,150,325
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 148","McKeens Corner",118,29,11,72,1,231,346
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 149","Upper Stoneridge",88,27,8,25,5,153,339
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 150","Burtts Corner",99,23,7,24,2,155,356
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 151","Birdton",65,35,12,39,1,152,326
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 152","MacLean Settlement",76,29,4,31,1,141,280
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 153","Keswick",139,46,16,62,3,266,448
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 154","Douglas",138,38,12,73,1,262,439
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 155","Douglas",109,31,10,40,1,191,331
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 155-1","Douglas",69,23,14,33,0,139,242
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 500","Mobile poll/Bureau itinérant",37,6,4,13,3,63,74
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 501","Mobile poll/Bureau itinérant",18,2,3,21,3,47,78
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 502","Mobile poll/Bureau itinérant",19,3,4,31,1,58,93
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 600","Drummond",202,65,21,156,10,454,
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 601","Grand Falls--Grand-Sault",451,114,20,295,15,895,
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 602","Plaster Rock",273,24,45,64,1,407,
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 603","Perth-Andover",168,20,14,93,3,298,
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 604","Bath",183,23,13,43,1,263,
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 605","Florenceville",136,18,11,27,2,194,
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 606","Jacksonville",161,16,11,33,0,221,
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 607","Hartland",117,19,8,16,0,160,
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 608","Woodstock",202,31,13,79,2,327,
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 609","Lower Woodstock",179,24,14,68,2,287,
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 610","Nackawic",118,30,15,46,0,209,
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 611","Stanley",154,23,11,58,2,248,
13010,"Tobique--Mactaquac/Tobique--Mactaquac"," 612","Springfield",251,41,10,82,0,384,
13010,"Tobique--Mactaquac/Tobique--Mactaquac",,Group 1/Groupe 1,61,10,5,24,3,103,239
13010,"Tobique--Mactaquac/Tobique--Mactaquac",,Group 2/Groupe 2,431,84,35,267,13,830,

