Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Andrew Borkowski,Lorne Gershuny,Gerard Kennedy,Peggy Nash,Terry Parker,Robert Rishchynski,Jilian Saweczko,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35068,"Parkdale--High Park/Parkdale--High Park"," 26","Toronto",0,0,114,55,0,17,42,1,229,355
35068,"Parkdale--High Park/Parkdale--High Park"," 27","Toronto",0,0,134,68,0,12,39,1,254,431
35068,"Parkdale--High Park/Parkdale--High Park"," 28","Toronto",1,0,99,57,2,17,27,1,204,343
35068,"Parkdale--High Park/Parkdale--High Park"," 29","Toronto",1,1,140,58,0,24,34,0,258,471
35068,"Parkdale--High Park/Parkdale--High Park"," 30","Toronto",0,0,111,74,0,24,43,0,252,363
35068,"Parkdale--High Park/Parkdale--High Park"," 31","Toronto",0,0,116,58,0,24,36,1,235,367
35068,"Parkdale--High Park/Parkdale--High Park"," 32","Toronto",1,0,150,91,2,17,51,0,312,492
35068,"Parkdale--High Park/Parkdale--High Park"," 33","Toronto",0,0,121,59,0,28,40,1,249,378
35068,"Parkdale--High Park/Parkdale--High Park"," 34","Toronto",0,0,113,48,0,17,45,1,224,401
35068,"Parkdale--High Park/Parkdale--High Park"," 35","Toronto",4,0,112,89,0,17,69,0,291,576
35068,"Parkdale--High Park/Parkdale--High Park"," 36","Toronto",1,0,152,79,1,20,65,0,318,637
35068,"Parkdale--High Park/Parkdale--High Park"," 37","Toronto",1,0,180,90,0,29,80,1,381,590
35068,"Parkdale--High Park/Parkdale--High Park"," 38","Toronto",2,0,105,101,2,23,60,2,295,489
35068,"Parkdale--High Park/Parkdale--High Park"," 39","Toronto",3,2,48,49,0,3,7,0,112,206
35068,"Parkdale--High Park/Parkdale--High Park"," 40","Toronto",3,0,74,83,1,16,35,0,212,407
35068,"Parkdale--High Park/Parkdale--High Park"," 41","Toronto",0,1,110,35,1,10,42,1,200,313
35068,"Parkdale--High Park/Parkdale--High Park"," 42","York",2,0,101,116,1,15,44,3,282,482
35068,"Parkdale--High Park/Parkdale--High Park"," 43","Toronto",0,0,125,71,0,25,26,0,247,418
35068,"Parkdale--High Park/Parkdale--High Park"," 44","Toronto",1,0,128,69,0,19,19,2,238,424
35068,"Parkdale--High Park/Parkdale--High Park"," 45","York",1,1,132,78,1,21,24,1,259,444
35068,"Parkdale--High Park/Parkdale--High Park"," 46","York",0,0,154,110,3,24,35,3,329,490
35068,"Parkdale--High Park/Parkdale--High Park"," 47","Toronto",0,0,120,55,0,14,31,0,220,337
35068,"Parkdale--High Park/Parkdale--High Park"," 48","Toronto",1,1,152,109,1,27,40,1,332,463
35068,"Parkdale--High Park/Parkdale--High Park"," 49","Toronto",0,0,80,47,0,11,22,3,163,287
35068,"Parkdale--High Park/Parkdale--High Park"," 50","Toronto",0,0,125,87,1,12,20,0,245,380
35068,"Parkdale--High Park/Parkdale--High Park"," 51","Toronto",0,0,123,73,0,15,30,0,241,374
35068,"Parkdale--High Park/Parkdale--High Park"," 52","Toronto",0,0,134,77,3,18,38,2,272,430
35068,"Parkdale--High Park/Parkdale--High Park"," 53","Toronto",0,0,142,57,1,12,32,1,245,379
35068,"Parkdale--High Park/Parkdale--High Park"," 54","Toronto",0,0,173,89,0,27,35,0,324,442
35068,"Parkdale--High Park/Parkdale--High Park"," 55","Toronto",0,0,140,69,2,10,38,0,259,392
35068,"Parkdale--High Park/Parkdale--High Park"," 56","Toronto",0,0,98,51,0,10,30,2,191,308
35068,"Parkdale--High Park/Parkdale--High Park"," 57","Toronto",0,0,143,86,0,21,18,0,268,411
35068,"Parkdale--High Park/Parkdale--High Park"," 58","Toronto",1,0,83,51,0,7,23,0,165,259
35068,"Parkdale--High Park/Parkdale--High Park"," 59","Toronto",0,1,104,79,3,14,29,1,231,355
35068,"Parkdale--High Park/Parkdale--High Park"," 60","Toronto",1,1,158,83,1,25,45,0,314,476
35068,"Parkdale--High Park/Parkdale--High Park"," 61","Toronto",1,0,137,90,1,28,27,0,284,461
35068,"Parkdale--High Park/Parkdale--High Park"," 62","Toronto",0,1,103,109,2,29,47,0,291,460
35068,"Parkdale--High Park/Parkdale--High Park"," 63","Toronto",0,0,120,87,1,23,25,0,256,360
35068,"Parkdale--High Park/Parkdale--High Park"," 64","Toronto",0,0,118,91,0,17,25,0,251,376
35068,"Parkdale--High Park/Parkdale--High Park"," 65","Toronto",Void/Supprimé,,,,,,,,,
35068,"Parkdale--High Park/Parkdale--High Park"," 66","Toronto",1,0,131,81,1,16,36,1,267,492
35068,"Parkdale--High Park/Parkdale--High Park"," 67","Toronto",0,0,85,70,0,17,33,0,205,322
35068,"Parkdale--High Park/Parkdale--High Park"," 68","Toronto",0,0,92,97,0,27,31,2,249,455
35068,"Parkdale--High Park/Parkdale--High Park"," 69","Toronto",0,0,134,93,2,21,21,1,272,417
35068,"Parkdale--High Park/Parkdale--High Park"," 70","Toronto",1,0,132,76,3,21,22,0,255,393
35068,"Parkdale--High Park/Parkdale--High Park"," 71","Toronto",0,0,92,57,1,19,17,0,186,302
35068,"Parkdale--High Park/Parkdale--High Park"," 72","Toronto",4,0,140,79,0,26,41,0,290,471
35068,"Parkdale--High Park/Parkdale--High Park"," 73","Toronto",Void/Supprimé,,,,,,,,,
35068,"Parkdale--High Park/Parkdale--High Park"," 74","Toronto",0,0,97,69,0,16,27,0,209,313
35068,"Parkdale--High Park/Parkdale--High Park"," 75","Toronto",0,0,20,16,0,3,5,0,44,80
35068,"Parkdale--High Park/Parkdale--High Park"," 76","Toronto",Void/Supprimé,,,,,,,,,
35068,"Parkdale--High Park/Parkdale--High Park"," 77","Toronto",0,0,90,26,1,9,19,0,145,253
35068,"Parkdale--High Park/Parkdale--High Park"," 78","Toronto",Void/Supprimé,,,,,,,,,
35068,"Parkdale--High Park/Parkdale--High Park"," 79","Toronto",Void/Supprimé,,,,,,,,,
35068,"Parkdale--High Park/Parkdale--High Park"," 80","Toronto",2,1,88,129,2,19,32,1,274,581
35068,"Parkdale--High Park/Parkdale--High Park"," 81","Toronto",0,0,65,73,0,16,17,1,172,318
35068,"Parkdale--High Park/Parkdale--High Park"," 82","Toronto",1,1,98,139,0,26,26,3,294,554
35068,"Parkdale--High Park/Parkdale--High Park"," 83","Toronto",1,1,100,166,2,30,24,2,326,597
35068,"Parkdale--High Park/Parkdale--High Park"," 84","Toronto",1,0,112,104,0,23,25,1,266,499
35068,"Parkdale--High Park/Parkdale--High Park"," 85","Toronto",1,0,118,134,2,16,20,4,295,538
35068,"Parkdale--High Park/Parkdale--High Park"," 86","Toronto",2,1,95,102,2,12,21,4,239,504
35068,"Parkdale--High Park/Parkdale--High Park"," 87","Toronto",0,1,124,75,3,13,25,0,241,424
35068,"Parkdale--High Park/Parkdale--High Park"," 88","Toronto",0,1,144,90,2,22,28,1,288,475
35068,"Parkdale--High Park/Parkdale--High Park"," 89","Toronto",1,0,111,117,2,27,36,2,296,476
35068,"Parkdale--High Park/Parkdale--High Park"," 90","Toronto",3,0,107,82,3,21,20,0,236,340
35068,"Parkdale--High Park/Parkdale--High Park"," 91","Toronto",4,0,114,112,0,29,26,2,287,469
35068,"Parkdale--High Park/Parkdale--High Park"," 92","Toronto",0,1,135,82,0,34,45,2,299,485
35068,"Parkdale--High Park/Parkdale--High Park"," 93","Toronto",0,0,98,62,0,15,16,1,192,317
35068,"Parkdale--High Park/Parkdale--High Park"," 94","Toronto",3,1,80,63,0,24,22,1,194,402
35068,"Parkdale--High Park/Parkdale--High Park"," 95","Toronto",0,1,106,96,2,25,29,3,262,441
35068,"Parkdale--High Park/Parkdale--High Park"," 96","Toronto",1,1,89,83,2,18,33,1,228,396
35068,"Parkdale--High Park/Parkdale--High Park"," 97","Toronto",2,1,128,50,0,19,49,2,251,379
35068,"Parkdale--High Park/Parkdale--High Park"," 98","Toronto",0,1,112,82,2,26,22,0,245,426
35068,"Parkdale--High Park/Parkdale--High Park"," 99","Toronto",0,1,68,54,1,7,20,1,152,294
35068,"Parkdale--High Park/Parkdale--High Park"," 100","Toronto",1,1,89,129,2,24,26,2,274,479
35068,"Parkdale--High Park/Parkdale--High Park"," 101","Toronto",1,0,96,118,1,30,31,0,277,475
35068,"Parkdale--High Park/Parkdale--High Park"," 102","Toronto",3,2,117,110,3,32,23,3,293,588
35068,"Parkdale--High Park/Parkdale--High Park"," 103","Toronto",0,1,76,91,0,24,19,0,211,334
35068,"Parkdale--High Park/Parkdale--High Park"," 104","Toronto",1,1,120,73,1,24,27,3,250,401
35068,"Parkdale--High Park/Parkdale--High Park"," 105","Toronto",0,0,83,66,2,8,18,0,177,285
35068,"Parkdale--High Park/Parkdale--High Park"," 106","Toronto",0,2,79,78,0,26,23,0,208,357
35068,"Parkdale--High Park/Parkdale--High Park"," 107","Toronto",0,0,103,64,0,19,38,0,224,376
35068,"Parkdale--High Park/Parkdale--High Park"," 108","Toronto",0,0,58,71,0,14,9,0,152,245
35068,"Parkdale--High Park/Parkdale--High Park"," 109","Toronto",2,1,111,70,1,25,26,1,237,376
35068,"Parkdale--High Park/Parkdale--High Park"," 110","Toronto",1,1,116,94,0,30,20,0,262,422
35068,"Parkdale--High Park/Parkdale--High Park"," 111","Toronto",0,1,83,91,1,22,14,1,213,354
35068,"Parkdale--High Park/Parkdale--High Park"," 112","Toronto",1,3,134,118,0,24,31,5,316,502
35068,"Parkdale--High Park/Parkdale--High Park"," 113","Toronto",3,0,106,95,1,23,33,1,262,377
35068,"Parkdale--High Park/Parkdale--High Park"," 114","Toronto",0,0,77,68,1,16,17,0,179,280
35068,"Parkdale--High Park/Parkdale--High Park"," 115","Toronto",0,0,81,83,0,32,14,0,210,332
35068,"Parkdale--High Park/Parkdale--High Park"," 116","Toronto",0,1,80,115,1,18,18,1,234,377
35068,"Parkdale--High Park/Parkdale--High Park"," 117","Toronto",5,1,143,44,1,8,30,3,235,392
35068,"Parkdale--High Park/Parkdale--High Park"," 118","Toronto",Void/Supprimé,,,,,,,,,
35068,"Parkdale--High Park/Parkdale--High Park"," 119","Toronto",0,0,193,158,0,32,18,3,404,628
35068,"Parkdale--High Park/Parkdale--High Park"," 120","Toronto",0,1,153,139,0,31,25,0,349,509
35068,"Parkdale--High Park/Parkdale--High Park"," 121","Toronto",3,0,102,112,0,37,26,0,280,424
35068,"Parkdale--High Park/Parkdale--High Park"," 122","Toronto",1,0,105,107,1,22,28,0,264,356
35068,"Parkdale--High Park/Parkdale--High Park"," 123","Toronto",1,1,91,97,0,13,17,0,220,361
35068,"Parkdale--High Park/Parkdale--High Park"," 124","Toronto",0,0,109,119,1,22,27,2,280,434
35068,"Parkdale--High Park/Parkdale--High Park"," 125","Toronto",4,1,80,112,2,25,17,0,241,386
35068,"Parkdale--High Park/Parkdale--High Park"," 126","Toronto",3,1,74,123,3,15,27,0,246,431
35068,"Parkdale--High Park/Parkdale--High Park"," 127","Toronto",5,2,135,174,3,22,32,3,376,638
35068,"Parkdale--High Park/Parkdale--High Park"," 128","Toronto",0,2,59,133,5,35,17,1,252,460
35068,"Parkdale--High Park/Parkdale--High Park"," 129","Toronto",0,0,48,69,0,14,13,0,144,310
35068,"Parkdale--High Park/Parkdale--High Park"," 130","Toronto",0,0,58,106,2,16,11,0,193,416
35068,"Parkdale--High Park/Parkdale--High Park"," 131","Toronto",0,0,65,67,0,18,13,1,164,402
35068,"Parkdale--High Park/Parkdale--High Park"," 132","Toronto",0,1,92,106,4,31,12,0,246,449
35068,"Parkdale--High Park/Parkdale--High Park"," 133","Toronto",3,0,135,120,0,31,19,0,308,468
35068,"Parkdale--High Park/Parkdale--High Park"," 134","Toronto",2,1,96,113,1,27,15,1,256,432
35068,"Parkdale--High Park/Parkdale--High Park"," 135","Toronto",1,2,95,147,2,14,20,4,285,559
35068,"Parkdale--High Park/Parkdale--High Park"," 136","Toronto",3,0,109,134,2,28,20,3,299,496
35068,"Parkdale--High Park/Parkdale--High Park"," 137","Toronto",0,1,82,114,3,12,20,0,232,569
35068,"Parkdale--High Park/Parkdale--High Park"," 138","Toronto",4,3,66,90,0,6,17,0,186,419
35068,"Parkdale--High Park/Parkdale--High Park"," 139","Toronto",1,1,61,125,0,18,33,2,241,486
35068,"Parkdale--High Park/Parkdale--High Park"," 140","Toronto",0,0,54,118,1,15,19,0,207,434
35068,"Parkdale--High Park/Parkdale--High Park"," 141","Toronto",2,1,120,94,2,8,9,0,236,424
35068,"Parkdale--High Park/Parkdale--High Park"," 142","Toronto",2,1,85,125,2,19,15,0,249,485
35068,"Parkdale--High Park/Parkdale--High Park"," 143","Toronto",1,0,86,158,0,36,27,3,311,556
35068,"Parkdale--High Park/Parkdale--High Park"," 144","Toronto",0,0,77,87,0,4,24,1,193,376
35068,"Parkdale--High Park/Parkdale--High Park"," 145","Toronto",0,1,60,69,3,12,25,3,173,362
35068,"Parkdale--High Park/Parkdale--High Park"," 146","Toronto",0,0,97,113,1,12,22,3,248,538
35068,"Parkdale--High Park/Parkdale--High Park"," 147","Toronto",2,2,99,101,1,14,22,1,242,445
35068,"Parkdale--High Park/Parkdale--High Park"," 148","Toronto",0,1,106,137,1,3,38,2,288,569
35068,"Parkdale--High Park/Parkdale--High Park"," 149","Toronto",3,0,75,140,0,7,23,2,250,565
35068,"Parkdale--High Park/Parkdale--High Park"," 150","Toronto",0,1,77,111,1,14,16,0,220,472
35068,"Parkdale--High Park/Parkdale--High Park"," 151","Toronto",0,0,59,122,0,23,13,2,219,419
35068,"Parkdale--High Park/Parkdale--High Park"," 152","Toronto",4,0,94,143,2,31,15,2,291,532
35068,"Parkdale--High Park/Parkdale--High Park"," 153","Toronto",2,0,89,150,0,23,42,1,307,655
35068,"Parkdale--High Park/Parkdale--High Park"," 154","Toronto",0,0,86,104,1,15,23,1,230,500
35068,"Parkdale--High Park/Parkdale--High Park"," 155","Toronto",0,0,92,83,0,15,15,3,208,446
35068,"Parkdale--High Park/Parkdale--High Park"," 156","Toronto",0,0,64,69,2,9,16,0,160,322
35068,"Parkdale--High Park/Parkdale--High Park"," 157","Toronto",2,0,60,67,5,14,20,0,168,427
35068,"Parkdale--High Park/Parkdale--High Park"," 158","Toronto",5,1,82,117,2,19,31,2,259,678
35068,"Parkdale--High Park/Parkdale--High Park"," 159","Toronto",1,0,46,68,0,3,15,1,134,338
35068,"Parkdale--High Park/Parkdale--High Park"," 160","Toronto",0,0,63,52,0,3,15,0,133,370
35068,"Parkdale--High Park/Parkdale--High Park"," 161","Toronto",3,2,109,135,1,27,44,1,322,625
35068,"Parkdale--High Park/Parkdale--High Park"," 400","Toronto",1,1,71,71,0,4,37,0,185,298
35068,"Parkdale--High Park/Parkdale--High Park"," 401","Toronto",0,1,107,77,0,14,50,1,250,378
35068,"Parkdale--High Park/Parkdale--High Park"," 402","Toronto",1,1,61,52,2,8,31,0,156,242
35068,"Parkdale--High Park/Parkdale--High Park"," 403","Toronto",2,1,79,67,3,20,22,0,194,316
35068,"Parkdale--High Park/Parkdale--High Park"," 404","Toronto",8,4,108,102,0,8,18,6,254,483
35068,"Parkdale--High Park/Parkdale--High Park"," 405","Toronto",3,0,101,78,2,33,40,1,258,382
35068,"Parkdale--High Park/Parkdale--High Park"," 406","Toronto",0,1,99,34,1,9,34,2,180,264
35068,"Parkdale--High Park/Parkdale--High Park"," 407","Toronto",4,1,117,70,1,8,44,0,245,344
35068,"Parkdale--High Park/Parkdale--High Park"," 408","Toronto",2,0,99,92,3,14,42,1,253,440
35068,"Parkdale--High Park/Parkdale--High Park"," 409","Toronto",3,0,103,81,0,22,38,14,261,414
35068,"Parkdale--High Park/Parkdale--High Park"," 410","Toronto",2,0,60,62,1,15,23,0,163,295
35068,"Parkdale--High Park/Parkdale--High Park"," 411","Toronto",3,3,106,75,1,25,33,2,248,490
35068,"Parkdale--High Park/Parkdale--High Park"," 412","Toronto",1,2,91,108,1,17,36,1,257,463
35068,"Parkdale--High Park/Parkdale--High Park"," 413","Toronto",0,2,100,101,1,6,15,3,228,405
35068,"Parkdale--High Park/Parkdale--High Park"," 414","Toronto",1,2,74,89,0,8,21,4,199,372
35068,"Parkdale--High Park/Parkdale--High Park"," 415","Toronto",2,2,101,102,1,5,15,2,230,432
35068,"Parkdale--High Park/Parkdale--High Park"," 416","Toronto",0,0,20,9,1,0,4,2,36,99
35068,"Parkdale--High Park/Parkdale--High Park"," 417","Toronto",0,0,74,21,0,4,44,0,143,214
35068,"Parkdale--High Park/Parkdale--High Park"," 418","Toronto",0,0,44,55,0,10,24,1,134,222
35068,"Parkdale--High Park/Parkdale--High Park"," 419","Toronto",2,0,90,69,1,12,35,0,209,397
35068,"Parkdale--High Park/Parkdale--High Park"," 420","Toronto",1,0,77,47,1,13,21,0,160,265
35068,"Parkdale--High Park/Parkdale--High Park"," 421","Toronto",0,0,57,57,0,15,36,0,165,246
35068,"Parkdale--High Park/Parkdale--High Park"," 422","Toronto",0,1,69,73,2,10,28,0,183,285
35068,"Parkdale--High Park/Parkdale--High Park"," 423","Toronto",1,0,54,70,2,12,33,0,172,284
35068,"Parkdale--High Park/Parkdale--High Park"," 424","Toronto",1,0,65,61,0,8,20,0,155,284
35068,"Parkdale--High Park/Parkdale--High Park"," 425","Toronto",1,1,51,65,1,13,24,3,159,270
35068,"Parkdale--High Park/Parkdale--High Park"," 426","Toronto",1,0,63,65,1,17,28,1,176,255
35068,"Parkdale--High Park/Parkdale--High Park"," 500","Mobile poll/Bureau itinérant",2,5,43,22,4,1,19,0,96,230
35068,"Parkdale--High Park/Parkdale--High Park"," 501","Mobile poll/Bureau itinérant",1,0,28,21,1,0,20,2,73,189
35068,"Parkdale--High Park/Parkdale--High Park"," 600","Toronto",5,4,269,169,2,29,82,0,560,
35068,"Parkdale--High Park/Parkdale--High Park"," 601","Toronto",4,0,310,189,1,51,154,1,710,
35068,"Parkdale--High Park/Parkdale--High Park"," 602","Toronto",1,2,282,147,0,31,69,0,532,
35068,"Parkdale--High Park/Parkdale--High Park"," 603","Toronto",0,0,214,149,0,39,66,0,468,
35068,"Parkdale--High Park/Parkdale--High Park"," 604","Toronto",0,0,171,169,3,40,37,1,421,
35068,"Parkdale--High Park/Parkdale--High Park"," 605","Toronto",5,0,222,198,1,44,53,0,523,
35068,"Parkdale--High Park/Parkdale--High Park"," 606","Toronto",2,0,213,304,6,37,44,4,610,
35068,"Parkdale--High Park/Parkdale--High Park"," 607","Toronto",2,0,147,180,1,26,44,1,401,
35068,"Parkdale--High Park/Parkdale--High Park",,Group 1/Groupe 1,1,0,51,28,2,6,13,1,102,159
35068,"Parkdale--High Park/Parkdale--High Park",,Group 2/Groupe 2,3,0,290,254,2,45,68,4,666,

